,UKF296,ZH8811Bbulk,ZH881T1
BMP1,0.023197791690677788,-0.10702415702490284,-0.027626112393068735
NDP,0.015449369617521835,-5.733559424203468e-05,-0.0018663508250649974
RTN4,-0.05647378640681846,0.07053644754051792,0.06174961574468556
HEBP1,0.01674867639282275,-0.005661706616098338,0.01326681982787513
WNT7B,-0.0445194882982253,-0.03178788401209902,-0.025860401474628526
PTMA,0.012905779560128523,0.09100594930270782,0.02203295037674296
CEACAM1,,-0.015399749879281405,-0.017163924564643444
PDAP1,0.023968076032802186,-0.02328269630640807,0.012056884044736583
QDPR,-0.05264089072632217,0.021382011641638016,0.04269155420708898
POMC,0.010222255504052962,-0.011122401964963002,0.027175435275577347
CCL18,,0.016341640948341094,-0.004356851916857804
CCL17,-0.04365708124248931,-0.022230505738322217,
VEGFD,0.013961657472291797,-0.015399749879281405,
TNFSF13,,-0.006723318877221256,-0.019273936916355396
WNT5A,0.001942082074244424,0.002245152288155387,0.040673870728901294
CXCL8,0.01493320997896555,-0.05036146890192637,-0.011339634272673444
GRN,0.020650484475804202,-0.043258278643099675,-0.020378408762763835
MIA,0.057508502859505484,0.0763719767367419,0.014331078717291322
COL4A4,0.00568561834358248,-0.024657407444876104,0.0548513516607292
TAC1,-0.022905821900754127,,0.04568266687250602
RARRES2,0.023235584999274195,-0.012164445552661676,0.0036991788118335305
FGF7,0.02411890549923328,-0.039827417530571986,0.05518456953414061
EFNA2,,-0.014636431661607292,
HBEGF,-0.04401910535667443,-0.03385705228673514,-0.03951884205973482
CSF3,,-0.06916687419822583,-0.02460683043261329
PI3,,-0.07580936704299018,-0.006834813953033515
PCSK1N,-0.05297686938212505,0.07046328236023729,0.058892393478263624
NTS,0.0324621279943715,0.07691366414329767,0.06743466105787768
SFRP1,0.021613093292667782,0.03201236968977361,0.07258311415952112
CXCL13,,-0.03760516534701213,0.08336185619028053
MICA,-0.020780954705887752,-0.005376473282453812,0.036718286758913435
TG,0.04439984539613764,-0.02196170573103182,-0.020251799568889273
ADA,0.049493694769336474,0.02566532437849957,-0.033489053056622746
LAMC3,-0.010518496738638946,-0.001059583082669876,0.004718224282625793
NGF,,-0.014439693395955152,0.005463887005152846
TNFSF15,,,0.009392510877342379
HMGB1,0.00879684067439737,0.006882390808732087,-0.04482991278578083
ITGB3BP,-0.010976820126295703,-0.03366446500445508,-0.009008243161683272
AANAT,0.02688444091259365,0.0004775018440578082,
RELN,0.002204614507464633,,-0.018457090481203243
IL15,0.01083027839620807,-0.035709884590988054,0.06788122354617467
BSG,-0.01920089887406687,-0.06162045709106105,-0.005088298651263784
ADAMTS3,0.0528507333526553,-0.004551126549265488,-0.011947437774296061
CD34,-0.017238474318960056,-0.03497111326085359,-0.022391570391225028
PLAT,-0.019739618408332864,0.06388795702853385,-0.0786791517653134
NTF3,0.0021469320051464174,0.027620946215601964,0.0760970252379454
CKLF,-0.04053019368273947,-0.017823623092215864,0.027880058540251516
CD24,0.03792215313516758,0.025652901192620488,0.04560738388922915
HSP90AA1,-0.011502086570885745,-0.023884001197069904,-0.009771212764377889
BMP4,-0.012292131639938801,-0.029616058548185765,-0.030801393411084926
SCGB3A1,-0.020442662208151538,-0.028017891447947366,0.016883005030781408
IGFBP4,-0.0033156025615566362,-0.04604294173287754,-0.030309562515202768
RSPO4,-0.03415034783105495,,0.06533801055526443
LEFTY2,-0.004723115124087652,-0.016829266724818374,-0.029062552170663582
PF4,,-0.013415302945233356,
ANGPTL2,-0.0003798088493560915,0.016740129644752876,-0.05861295725663415
LRIG2,0.002061342770695965,-0.031140961003719242,-0.005478314210025652
ICOSLG,0.03264656138876248,-0.004710479428126377,0.011618848517897002
WIF1,0.020820555893637262,,-0.01986600717753954
NPPC,0.010885019805989604,0.009156862302316455,0.03745749786963355
LYZ,0.017663604143920108,0.05417369349910552,0.029218763925663017
EREG,,-0.042627700690253796,-0.026617395019139668
SPTAN1,0.036300181350049095,0.013683700397736828,0.06194664024426423
PTH2,,,0.08046951365809611
COL8A1,0.02625881455293534,0.02256710997778652,-0.01981264414994201
GSTM2,-0.007819886794977781,0.025362925664887518,0.038845400577788444
SPX,0.022566359391282105,-0.016656813331575065,-0.0014145279463018635
MFGE8,0.004706547031593476,0.008998269275990426,-0.06291563541299369
TGFA,-0.008124001275425905,0.05128145369268467,0.050726169530959604
SLIT2,0.009115644203307967,-0.035918291482704846,0.04771583456236404
PLTP,0.06704673024970474,-0.06819558397740208,-0.01363494510322719
APOD,-0.07251876237556125,0.06450506789708299,-0.024517280013151295
B2M,0.02617510787543721,-0.06522150596215961,-0.0571935158756153
OMG,-0.0031789486150691016,0.05301078608695069,-0.0012378210805148986
CXCL3,0.044880131177069245,0.011957684504338905,-0.00381030181008357
CXCL10,0.024863237791223115,-0.017993810298774362,-0.02920090611242987
RSPO3,0.0031745588354112272,0.019517276419329987,0.045194591985199685
CORT,0.050743496996363824,0.10184097761382299,0.026690222879644607
NCAN,0.007833950461566166,0.1009652015639481,-0.02476728984833373
PRG4,,0.05663729573214153,-0.026126632111277418
TGM2,-0.04273229090169529,-0.08366359980965618,0.018367883793207054
VEGFC,0.05501714052264851,-0.02812790267653325,-0.015763347498258026
WNT6,,-0.02609105460941306,0.02560533428692587
NRG4,0.05973572664155636,,0.036516318832152644
PMCH,,-0.01969667210442299,-0.016248130410125683
COL9A1,0.02208699295945969,0.05169357466746913,-0.007877262108838786
GDF11,-0.0009236064208886646,0.08975931421570786,0.00021923889348260134
IL24,,-0.01320140276036241,
SORBS1,0.04548685760426478,-0.01936318343833616,0.016408156291522036
DLL1,0.04070065727754174,-0.0026272647941954193,0.009979827575162513
TLN1,0.0026140536598297723,-0.013303015003721117,-0.017544975254234842
COL2A1,,-0.034406894001500585,-0.02314844215840832
SHH,0.05466535501658645,-0.0028481687390255455,-0.010513880602337305
PON2,-0.002229249460251661,0.005006105882292611,0.0044292186107792
ICAM5,-0.052160147015521297,-0.032342733756358974,0.07898579292006794
HPX,0.03862241203352372,0.028897116555168495,-0.03598308279347153
SFRP2,0.014877807943667259,0.03381480821279278,-0.03150021760084256
CD70,,-0.0636528938413163,0.054814541053628485
HP,-0.004654522427385858,0.048132851459911245,0.030318797538772025
CXCL2,0.014426565012312275,-0.057978730003610174,0.03362139186421177
NPPB,,-0.03848548667790109,-0.024284510217873072
CCK,-0.05882245211044226,-0.002828105358459306,0.0667678909522547
SEMA6A,0.011428540770130696,0.04468413189115262,-0.04589393008215951
IRAK4,-0.015473826916241468,0.03833447561953535,0.0007714065517062453
GSTP1,0.03154490323131432,-0.025046439772825675,0.060491068474838317
VCAM1,0.08977691045040598,-0.07384713292782481,0.0430772644333752
NXPH3,0.02832337581274342,0.06377500771437286,-0.010926136645436072
MTMR4,-0.04937982328941753,-0.0542173223117746,0.026505118468542498
LAMC2,,0.07661407825997726,-0.0157713449108985
IL10,,-0.020643042119087112,0.0016145624514824163
SEMA4D,0.029566965033114085,0.08519232216420311,-0.010801620235888086
TRH,,0.08505631089237459,0.060981067072048416
SEMA6D,0.02730104735317915,0.030190476070733715,0.032876506790897715
CEL,,-0.021553040555284845,0.027641863509084583
PDCD1LG2,0.024113952846721326,0.05722491439436624,-0.002031486891104635
SPINT1,-0.03305060189018338,0.027554499464401066,0.0464491045472934
CTHRC1,0.013997640491432877,-0.028842115935778866,0.022756382549128047
PODXL,-0.0037017669174708944,-0.055527496420247284,0.05101669269377151
JAM3,-0.03364863647569199,-0.05908588707761392,-0.06146016390334039
TGFB2,0.05931134639780569,0.06719454988561609,-0.030661735222630295
COL18A1,0.006152918231341306,-0.06838167392823323,0.0036637724438193927
NODAL,,0.08400894086206241,-0.01803571577834258
INHBB,0.010752915093683429,0.017967088733555864,0.018853543839240487
LCN1,,-0.015399749879281405,
ARF4,0.0005065658358038112,-0.00048128372829040275,-0.04114064502032377
CXCL14,-0.025265063364488995,-0.076167805185986,0.003244900601396805
LIF,-0.03610062341585924,-0.0718764800898452,-0.062145711610192944
IL17B,,-0.024657408900843104,0.045015745134977955
MMP1,,-0.02538265088877453,-0.016248129123373176
MATN1,,0.03219749189021052,-0.006452827695272627
ADAM28,0.022949275302049356,0.019821689204970006,-0.0008831271326900579
