,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,0.09106115806962169,-0.02783100697918742,-0.019501455301494015,,-0.03459765824301998,-0.014122262435702462,,-0.02006864404415842,-0.010423526969825847,,,,,-0.016835621498202214,0.035037262599849746,0.04971718358246311,-0.02530878777423618,-0.02564081279248425,-0.030756423648232202,
PDAP1,0.06592365448700392,-0.06554446860613188,-0.04460124270456144,0.030361177220192118,0.016041726025995306,0.01370861121942009,-0.028391809043201394,0.0834000066524153,0.00041455756969942877,-0.04404642239808164,0.0033383584746593514,-0.01903395894345145,0.06633450674129489,-0.04309826588606207,-0.023992862599568607,-0.05553329018873326,0.039988133551196445,0.005778798541322023,0.028426712917868188,0.04606517268681937
QDPR,-0.026476104561834232,-0.007838735662627395,-0.008941423046951533,-0.021104439883293236,0.015557791062761624,0.02151318798581387,-0.0036255430131284833,-0.08238762864595997,0.013160540695514814,-0.007830489438127544,-0.02255446632751583,-0.013114583408159864,-0.037386057616708775,0.1261749990148984,-0.0014906023502578869,0.05376209430647153,-0.048863376706714055,-0.06142180826609972,-0.05752934869417883,-0.05129027100584941
POMC,-0.017770001787237533,-0.0120531428382434,-0.025013703392190428,,0.04385268791307965,0.023421414323909078,0.08190163650449696,-0.02623763755765891,-0.016638026219718223,-0.010645034469297685,-0.02933643553799553,0.01824737742364571,0.011247316660768955,-0.06368930115845314,0.02810531084862213,0.059275287589088975,-0.0067709095327265,-0.013232609792363863,0.003205566454535142,-0.0209871218261882
CCL18,,0.07464192282042884,,,,,,,,,0.03382426620441814,,,0.12180526541863508,0.12334778377346668,0.09319990367539871,,0.0059313787313220795,,
CCL17,,,,,-0.024329528552019686,,,,0.012742040887898216,-0.020351396416457907,,-0.02498856882993297,,,-0.004251622760129577,0.007672420965763179,-0.03453624596955236,,0.14767062245909332,
VEGFD,,-0.03473047815295634,-0.01654094316153049,,-0.00527462221418921,-0.013511381121986585,,0.002437279570330091,-0.019053594287782222,-0.014927995389569135,-0.024001499024508592,-0.02678102319439669,,0.059423430201552524,,-0.02785825439796631,0.1471608658906184,,,
TNFSF13,,-0.026208733308727358,,,0.05043032462505898,,0.04110693836639456,,,,,,,,0.005454670908905664,0.028361797176576817,0.004537784826636455,-0.02879291425368055,0.017706126311091367,-0.016941060126262585
WNT5A,0.007883722331017503,-0.016502788397344044,-0.07412519687022245,0.014182207185737745,0.020953354372016172,-0.0054622298937576814,0.04794955564083861,0.07666930544477847,-0.050771979103448855,-0.01780790526827049,-0.001678666291670146,0.023259643243856182,0.09224278279259149,-0.06525387197178459,0.011870355217927085,0.06758970181287048,-0.013781809513324448,0.07487882426534818,0.01427820936703233,0.09429903092391326
CXCL8,,0.03623099264300577,-0.013539954278771898,-0.024651421145488107,-0.03825369434143107,-0.011283237399591755,-0.019266504409971536,0.048669410591238124,0.010532364745935127,-0.013901598397585518,-0.015083753865528772,0.0693932983313672,,-0.003664226547040635,-0.0174428740230333,-0.10679954849688819,-0.04903394090639887,0.011925940984933207,0.032534015395510665,0.09061349404836039
GRN,-0.02991912756123943,-0.012800745779950246,0.06304390755130293,-0.015633393096051298,0.02200342953665584,0.023607439472577443,-0.03996782468749682,0.04920967440363058,0.015091346987899592,-0.02265807230717219,0.005454841873544348,0.009253640442442077,0.09655250047519201,-0.04959646116493754,-0.06608502484054837,0.047720303982454026,-0.03741372761669101,0.011952796664197183,-0.005516825899153311,-0.03261923228385884
MIA,-0.026389151808234167,-0.04166990638625372,0.027370269591708886,0.03402378473095791,-0.0512298249286719,-0.0029953418102216397,0.0525893742387851,0.04815290465823876,-0.0008685480037320104,0.016351315528425336,,0.03759728780524481,0.10751026653043096,-0.09997932899059839,0.14833265129276235,0.06257251641807564,-0.038893219020634646,0.03718564172427035,-0.0028722844136292503,0.07125463443561912
COL4A4,0.10109599509222847,-0.025051366652402582,-0.009804972928641093,-0.037098048177796744,0.0009025021309802969,-0.011145099515602183,-0.012887215182991716,0.14354553803935,0.04274482092313112,-0.028520767422567334,,0.022661821170027244,,,-0.03933021912722189,0.09833440699548013,-0.003464680256951614,-0.05167510006200903,0.045760421156499725,0.05259973750875531
TAC1,0.11704558040064356,0.006136584057537439,-0.025538226475028094,-0.015352779455392802,0.01969378172682878,0.034486534384612286,-0.007912718984027489,-0.06820310351163314,-0.06610010887341324,0.002522087037576147,0.047145161382043166,-0.0221785057099096,,,,,,-0.04423770668569015,0.036011238341472365,-0.015608237317953104
RARRES2,0.04540696538647389,0.042445279736652915,-0.005880966101287759,-0.04153671515689903,0.03558209127584332,-0.03839141551229992,0.03602511196304322,0.1002288139611214,-0.02530038134962748,-0.055930382777932,-0.055784440228053817,-0.018379998391718083,0.00165112023289918,0.01648020746019739,-0.014408173494540894,0.0021472276386470626,0.07871621521955781,0.03624897419312049,0.03915869485268288,0.06888705779549227
FGF7,0.04627471902392112,,-0.03152633898562938,-0.04411609060370095,-0.03553206797540278,0.05751331446711366,0.049563078031715356,0.03737339091985024,0.07380717345838934,-0.005235000794527429,-0.055721457054531555,0.03680193764225106,-0.03405223391499877,0.05939381108662337,0.12716696457001522,0.025409348425100578,0.01109021408257875,-0.06996154493139731,0.06690587943755101,-0.02930172032580058
EFNA2,,,,,,,,,,,,,,,,-0.03645909524440774,,,,
HBEGF,0.04330913862549605,-0.012039222076633662,0.026128830341267516,-0.027884388833431143,0.00936429393979974,-0.004097350806568461,-0.013926633454557729,0.07226187585355567,0.025649905076008745,-0.030880406970102584,0.038219377258525464,0.01401919892267992,0.15905019565056433,0.12707919217734684,0.05493898621485575,0.05277645407478431,-0.05359189527722994,0.030739239912654127,0.01511280386821406,0.06030492339507874
CSF3,,,,-0.005363026674321302,-0.02899867666851564,-0.028882221901679682,,-0.012953312999360896,,,,,,,-0.030147455049810395,-0.07762986273989307,,-0.036759607638845886,-0.02109488688084579,0.1974175432549457
PI3,,0.021898357990617193,,0.04811739147720248,0.004471648485857192,0.03041060094514934,,0.023770774223144928,,,,,,0.04088553285763698,-0.06389305240006521,-0.09800075533060021,-0.02934417368559785,0.06607408726594129,0.013979109776759997,0.10894241261724207
PCSK1N,0.019452412630540428,-0.015774607151931776,-0.023468354348259092,4.3715629707449336e-05,0.060645428346141804,-0.004591487527899984,-0.04053135495050362,-0.0706698968328033,0.040572280051820925,0.06033346075095644,0.021068144004051482,-0.03369692754495958,0.00373424427033785,-0.02357122000121275,-0.004737342303973294,0.0031319529546417393,0.01478175606425822,-0.02076259425559089,0.04790078256727583,-0.09457539430210374
NTS,,,,,,-0.045261477591217125,-0.01573236165775477,-0.033268120493344,0.003931155125147913,-0.03378990650660677,-0.02160905905391421,,,,0.0832628841734204,-0.03364868812865524,,-0.006767996401694849,-0.0178075864488228,
SFRP1,0.004615075605849183,-0.00999341482582929,-0.004852510448739249,,-0.021228454085270618,-0.015414146002063102,0.030218036048361707,-0.03379974642454034,-0.032765725124105485,-0.006520683764596324,0.06911742669087134,0.0933864253695346,0.07365088865763712,-0.08098676166770807,0.036075647311213856,0.03745743234550458,-0.0033515419291718154,0.023814976936506804,0.06994799469733495,0.15700105577581527
CXCL13,,,0.014514996423169559,-0.01885527679891399,,-0.015275615535681112,,,,,,,,,0.026255827947909007,-0.057304230918468,,0.017958608596561464,,-0.030865732497736283
MICA,-0.036102836689238145,0.004343805924908517,0.042503343922250796,0.04950477018404731,-0.0315854683776098,-0.01398309825603189,-0.03339245364913113,0.06173979124468974,0.08427322665955789,-0.033754575953271374,-0.01310465572924605,0.08809371778754098,0.08335927837895285,-0.007339385598583283,0.0002438417772473703,0.057898033525525056,0.03303682673420926,-0.0394751072108273,0.030933720773012565,-0.005319869008377231
TG,-0.023349014752120287,-0.03383647625945134,-0.02651804997286026,,-0.022908865272071824,0.06714758105539434,-0.018159292612427134,-0.020927987866084897,-0.018017174194211096,0.06185282774870353,,0.053564335720004755,-0.04009159948240357,-0.04851624363862203,0.009840566076058143,0.051183637815439595,,0.02207510115385469,0.00858078329099368,0.062011316665685295
ADA,-0.001890935276358504,-0.01214124626185034,0.001136953158455138,0.015624167541981742,-0.008792982399805449,0.062109670544711414,-0.024874143970877068,0.048557019785534804,0.0008534480628250162,-0.01135039873208341,-0.03445950608287322,-0.020772070344806975,0.07368880136585135,-0.051643574761963525,-0.06776149368298957,0.041778107326695874,0.014645454616524861,-0.0027684886063572664,0.03519128036234442,0.053462060486861765
LAMC3,0.07171908377023471,0.04628741447460625,0.03954067114018802,-0.0040162867267440625,0.01364341932087359,0.005679533279822089,0.022882637023246354,0.06764661546230025,0.047697276101722495,0.012971118891031775,-0.06817128938040189,0.039126891997265205,0.15793330517605772,0.03122517546943717,0.045743410751070135,0.041907284370228386,0.04084754254954584,0.05064873561923309,0.0031115741675233435,0.018593032659756443
CCL7,,0.04101164254953144,,,0.08633948269115624,-0.02025264590760712,,,,,,,,,-0.03138692350936373,,,,-0.022105396624800305,0.07532463775574466
NGF,,-0.019272943654283458,,,-0.021844535341342904,0.08031551373114544,-0.01732883578367342,,,,-0.02160907328204586,,,,0.03066068990749024,-0.023368417615840718,,0.004290983055004734,-0.019236063390160655,0.053713441891117146
TNFSF15,,,,,-0.018443791863378405,0.15165004551882658,0.015899462885930585,,,,,,-0.015442351808647461,,-0.011909657089130509,,,-0.02282708525912683,0.03088059307440186,0.09434028233152483
HMGB1,0.033071595919927844,-0.028152977230552715,0.04780583228929239,-0.0794707919550873,-0.02135754160851275,0.04694985333799409,0.05093062901663533,0.014899092593504299,0.009361465691118058,0.04227166705343592,-0.04807651228635587,-0.04004178861823963,-0.06390214250093441,-0.043599535658592585,-0.05182185996221658,-0.04852078523632017,0.02959161513071536,0.05400940846876742,-0.04987495491010089,-0.09294474440397073
ITGB3BP,0.047563907561498926,0.03235679909158518,-0.006948898347888125,0.04885911909506166,-0.039734128867153586,-0.016496923106062125,0.06790011056195774,0.08469742879125222,0.005794583396161299,0.024767716764742567,-0.0033486934333645264,0.04811675618920514,0.08986297202586205,-0.01315610280964015,0.043067004241324626,-0.00507609538205709,-0.04902173894883529,0.11206533490760713,0.03004622276546194,0.03839491251497301
AANAT,,-0.032051421535181986,,,-0.016781966075362743,-0.013511383050812384,,0.03877142486850067,-0.016202950045547764,0.01699559909213745,-0.020315706849341572,0.007325914408926884,,0.05930176556477446,-0.022504130458109877,0.0035580895424149124,-0.017407616159595934,,0.03024015620862065,-0.0232347990842214
RELN,-0.01935695226214332,0.04424793852320504,-0.05030583540169563,-0.029243061296507913,0.03206005670109611,0.043802495155510546,0.0060445580982535,-0.07164072869643187,0.022227294541006866,0.035219794933409425,-0.0713848925134096,0.02672546204127414,,,,,-0.013961822253188835,0.06725206998806028,,0.03632549116801068
IL15,0.03925326892582887,0.005494477483958228,-0.02414707176501353,,0.01962540253843594,-0.017232310734951364,-0.0149719264253505,0.06076683691507452,-0.03399548858408369,0.010699503443543987,-0.0416314211669922,-0.031088041963673117,-0.010525684551564284,0.045493219831878345,-0.019454055113127314,0.07456898660568409,-0.013106589208462437,-0.009697499600441256,-0.024193565834028367,0.10967161294625476
UTS2,,,,,,,,0.06037590796740585,,,,,0.0942884650681396,-0.04757401476626469,-0.03730587865109931,,,,,
BSG,0.0320458673031136,-0.017821626171970296,-0.029360166582975848,0.029029721321137306,-0.018024005166896076,-0.02159361525612522,-0.018472827326899952,-0.027048960423735103,-0.020920680209735726,-0.055564170043915825,0.04149873350470823,0.07077908572795857,0.12210605077210565,0.10853126564509256,0.10069348796338631,0.05471966996879228,0.031300448006583416,-0.02735132006397802,0.008329151497461199,0.06203514561944687
ADAMTS3,-0.04556331564602315,0.04875449057211588,-0.024509703839720596,,0.02823452796071097,-0.039307164020516865,-0.02411544228144374,0.09192207591037632,-0.01513767826086709,0.026296297265621382,0.035492777064168604,-0.038592336665684714,0.09604125043205503,0.043756877278663606,-0.029078270827125607,0.020275321751338653,-0.0506417479226016,-0.014290717506905833,0.0011298171171952704,0.02670262726575163
CD34,0.051659336300524224,0.017646864787633568,0.005509224939445352,0.030611303278144004,0.05289457536707552,0.0010111077711328538,0.006536872492368601,0.08566577904270883,-0.001509411129948397,-0.03176435151922184,0.01733173694349384,-0.006449399205429938,0.00968763704757771,0.01376418226367855,0.06360899800034926,0.06064793783365434,0.04918674250106169,-0.0029026712935714648,0.09427675593260053,0.005000141999517214
CCL23,,,,,,,,0.05722026251355201,,,,,0.05305475523695029,,,,,,,
PLAT,0.04759733247151888,0.0048702421080959344,0.0005304441375119478,-0.006329197017636748,0.04462096692495623,0.01858844576601428,0.027864387321454055,0.09085181406636335,0.00928696372134401,-0.010193124248733457,0.04109555483108844,-0.028602918632053678,0.09820534128007001,0.06664008588651558,0.11038702190350153,0.03297486690173795,0.013594484379423115,0.046795551956452255,0.007757482836832801,-0.04273294221830613
NTF3,,,,,,,,,,-0.006052597001519406,,,,,0.08056993721061258,0.10096516868900561,,-0.04409612515222332,,
LTA,,,-0.019501457302692635,,-0.02122845309217017,,,,-0.01560512950534265,,,0.023512168778018615,,,,,,,0.010465529469237098,
CKLF,-0.009841969837156262,-0.00041379412841465813,0.03999554355559196,-0.050295529729502395,-0.013653202367394927,-0.07900155494434775,0.02706242948630998,0.10006979199479225,-0.04542932520467647,0.016976265059980164,0.034700064494547815,-0.008271424838576652,0.09346188478932117,-0.03975315947096014,0.07820326415827551,0.07570919292612896,-0.030279925829162398,-0.04942275577171079,-0.024831631724941808,-0.010816104577850335
CD24,0.029119835749655983,0.002609174380071717,0.01764516170056994,0.008560531805673587,-0.017306178408886045,-0.026413607825457167,0.07455870769194674,0.11018898715685549,0.024400885850340965,-0.007136648793994274,0.11962358465305303,0.029469274911617143,-0.06769871515305773,-0.017970938393319254,0.039037583034281884,0.01949414316918712,0.010798249576306328,-0.022863306438552854,0.027046124284115593,0.060017402528005546
HSP90AA1,-0.002377806646257521,0.03712153513956936,0.030642142708216292,-0.053183789591698755,0.05458441181779933,0.0687398261440485,-0.03919073724701947,-0.12443962696216788,0.0681946818936366,-0.037589539076775424,0.009784735703632669,-0.02501075835866392,-0.014721832791525813,0.016791520059548964,-0.09737310850663025,-0.16904042663139013,0.019647057203899792,0.06674138988899969,-0.08807004863098732,-0.009317616559971913
BMP4,-0.024029525882142626,-0.009267526910950508,-0.0206726879163923,0.03866070028104726,-0.022946180098488377,-0.026221021417886764,0.03764168419416023,0.0017613776296932478,0.005084706077032138,-0.009972530646161326,-0.03240399325269436,0.08980940548390783,0.11502689450774452,0.0016184952398302095,0.029613049065896284,0.08507005576425453,0.023347748434700853,-0.001079888684724115,0.027622916509610972,-0.0165336250260763
SCGB3A1,,-0.022091508834248715,,-0.027756394047062323,,-0.01609038923865259,-0.019111928880145894,,,-0.01432064672327442,-0.035761329364764026,-0.021692827237862755,-0.04303291759874383,-0.07481655031976756,-0.015191377806440238,0.03681845894727133,,-0.03861273764664178,-0.010933227723712696,-0.02546597073143116
IGFBP4,-0.005158688267254849,0.03192517179818723,0.04391456593785989,0.0054336645505047845,-0.010173328638781159,-0.04977059325505867,0.0027337011035569393,0.10641936360153183,0.03868034392794712,0.0003919945576132096,0.046061396143690696,0.0041240517938748505,0.10313479156124014,0.1014028927161258,-0.014545700374926095,-0.02070267229233536,0.051017452751749265,0.003364661801860515,0.028363660069089653,-0.03573903412685391
RSPO4,,,0.022442193928775212,,0.09688010612349496,-0.018570924757250105,,,-0.018149715630816562,0.0053453480469359445,,0.0294763416022855,,,,,,-0.008740987127666404,0.05272014880661279,0.005025687844248712
LEFTY2,0.01941472672204087,0.00019385527931080107,-0.01974096486931731,0.022812849621620945,-0.00605820630658436,0.02686888083292685,-0.005395467582948274,0.04428159743833075,0.03004477555463594,0.056365597753399686,0.027699414679027992,0.07101807758567365,-0.06832178203279485,0.06837003326364365,-0.021191099019840284,-0.011955309732873384,-0.02874361224233226,-0.04341591322388056,0.02175553358513293,0.04427676043261862
PF4,,0.09647172730176744,0.10855963835004874,,-0.01445095487138071,,,,,,,,,,,-0.005241055229424761,,,0.03481787815847741,-0.022950907568803768
ANGPTL2,-0.012391250815670876,0.07922604637514753,-0.04685313228069491,-0.0152085532608784,0.015987789460806298,0.006364017561051116,0.03464072031474767,0.07672903330688559,0.019169153513499425,-0.05137163487376643,0.01636161069285862,0.043300918142730904,0.14976344612507644,-0.09551866639684105,0.06832804665999428,0.1015362880354358,0.07597160538856605,-0.014526312288446207,0.057165804346331346,-0.037280481949893876
LRIG2,0.044990497164357234,-0.012878884224491552,0.053711476131607615,-0.02790915732709597,-0.03678361382108721,-0.036133024095048066,0.048121906813900765,0.009583231608128831,-0.025079418852348455,-0.033424986415135145,0.008882531783666686,0.013409346258179676,0.08157823856037578,-0.009748424324801528,0.07021555805905653,0.017089374505441096,0.005352789981160707,-0.02824807192535802,0.012184017921965854,0.0728609987298731
ICOSLG,-0.019670955079822437,0.004812395467053796,0.01580404564128214,0.041565242499929336,0.01060816918838099,-0.03351235854075157,-0.04262967875426959,0.09604778667474842,-0.015464966574036119,-0.027177909240582963,-0.030773333114792457,0.030028503160510256,0.05321822691524775,-0.012872114049624031,0.07907642600687126,0.08745024905473728,-0.01669105402159768,-0.057404940840871624,0.059386097942872605,0.008504378503349784
WIF1,,-0.00619071049318475,,0.03672389564698452,,0.007821566179557081,-0.02811744937901069,-0.06501244215249283,-0.014005705663897923,-0.01660775556312691,-0.04950025770263396,0.07026696056944613,,,,,,0.02149641814995756,,-0.02979334037572055
NPPC,-0.030771837805406804,0.03758858277126563,,-0.034822693905037415,0.0036798622697960274,0.05142204930803538,0.00968427210678153,-0.028776293477034046,-0.006568116551226832,0.008226779345306707,-0.009295674113576534,0.09064202147149751,-0.030809225700327843,-0.05224186717356538,0.015983710447558468,0.039210352790067564,-0.02816801750255294,0.01723565199467507,,-0.03528355481630534
LYZ,-0.010343529062238867,0.017065318192638484,0.09357534771425387,-0.05050363998153704,0.047670447345514906,-0.012225690244314628,-0.01241324100632406,0.16142356798019644,-0.0006726449441941456,-0.017090156277015375,0.032084371508044225,0.08582707578678196,0.06284430918194847,0.025125310652956537,-0.0038588389308535647,0.07350957144309211,-0.016069846663840988,0.01588449363592163,0.02616636854581393,-0.0320008463472357
EREG,,,,-0.03500190506685017,,-0.026133697447363758,,,,,0.025558440481856046,,,,0.010904490557564738,-0.027367745920476718,,-0.03976314625125135,0.08142994544934062,-0.02642329342307532
SPTAN1,0.05430772916774079,-0.0012832670279543782,-0.04160289939611464,0.01887042787406598,0.057499934213965806,0.08530221932168316,0.0409545415365643,-0.06945423700418622,-0.00949417355401291,-0.001829624743841955,-0.04376844775192785,0.009255982428100839,0.04167875614006375,0.15015869703762316,0.02122819806864658,0.011441036075197879,0.03296916902971695,0.034056835300367225,0.04230212478967246,-0.09121799941827673
PTH2,,,,,,,,,,,,,,,,,,-0.043651126457839355,,
LIPC,-0.013922807900572614,-0.015968361440088286,-0.014657978090554332,,-0.0041591005555534155,-0.017979711764368828,-0.02321761888348711,0.10642106388283927,-0.0014850126673982486,,-0.039812488582908895,0.06865861246409642,0.15544964137658626,0.04828625449220609,,,0.02616718893394804,,0.08947902416806769,-0.03579056653596147
COL8A1,0.024372897542870964,0.003431544196065857,-0.0392703883252909,0.0882049573153114,0.03402258305751495,0.024077610299899434,0.0684368898366573,0.0515044616754355,0.03328734168456269,-0.014430214024404543,-0.0066471428530559245,0.008604718460647288,0.05956883010234735,0.043598068825392945,0.06267712687661897,0.01401426328760029,0.043989199057493655,0.027191303791018903,0.024810385260914624,0.03477862371911499
GSTM2,-0.00264839848165671,-0.0030842087023756257,-0.03887122573367208,-0.04320902625155618,-0.006244440561672013,-0.02595809396515848,-0.01266077980162339,-0.02446456901801002,-0.03615497160833516,-0.013154232286536123,-0.01861813281539923,0.08513181526061286,-0.0061876487827212485,0.08295247063567088,0.07151366808341904,0.056861381743699625,-0.019434245429929057,-0.03242946447730271,-0.06284460051770151,-0.016493654784939457
IL4,,,,,,,,,,,,,,-0.028763048606698458,,,,,,
SPX,0.018953246278465147,-0.021966170961289392,0.05132673762051443,,-0.03541503052399238,0.06099867677901061,-0.011352410868284094,-0.051612829051036944,0.034384526927376535,0.015215572781516059,-0.07519542801012498,-0.016817249269605657,-0.0023472818590853715,,0.06634363824442041,0.037169228139503296,0.03906691179889307,-0.015246309960868032,0.049569650877502855,0.05402703608616243
MFGE8,0.046685088503730446,0.014769911173637242,0.05753835911208092,0.042451728331156936,-0.010008827299152772,-0.03879024375889824,-0.0362739441178258,0.02954263890289979,-0.0014723501712672704,0.02769821948736062,0.05861295852208002,-0.01718227419954053,0.07897058439589193,0.13426344073151783,0.05379894621900991,0.014128976447276634,0.042588973325000334,0.03155606940936521,0.0014390586514842214,0.005031917528534526
TGFA,-0.018402713111314604,-0.011071733880751071,0.0054375951492596115,0.015989934708434305,-0.013903406977076267,-0.023953538339908667,0.01261310214682086,0.011115049675399974,0.03252729827148849,0.08828798039459035,0.017427722908216023,0.046846167820481996,0.07335816832415483,-0.044170505359000925,0.10246348369842696,0.055389457518898094,-0.031355509701234734,-0.011835962614449747,-0.013872440846209866,0.09215015291559019
SLIT2,-0.02402952203705813,-0.024656220255687547,-0.016037626157748692,-0.020630500108725754,0.001133010688398765,0.038202624937932805,-0.029732976460309212,-0.0006903516497158519,-0.013106761826956297,-0.03212488500780442,0.008839768924168014,-0.058843841778690016,0.1158028847892863,-0.02026461087507304,0.11630541230631772,0.0035742189083767958,0.12159194266180666,0.028311991109933456,0.0016248735123923531,0.0662695258075879
PLTP,0.020459884986589103,0.017937235876963657,-0.04680286409717508,-0.04735018719719605,0.03339290466453107,-0.04448703546525712,-0.0013886253486619015,0.15272865140963188,-0.01972997812802464,-0.009696832910667544,0.04239738931948933,0.09314261804942714,0.13462684446737702,0.0436894536396289,-0.021118602000379332,0.017154157219161553,0.004162876730187773,-0.001350459713184326,0.03807020244281026,-0.01672795493184671
APOD,-0.08284268853914127,-0.018427558168564263,0.0023090392906870297,0.02158771240082818,0.013692851243863075,-0.044133507427155716,-0.04327372815307178,0.05151993902710376,0.029522586437226033,0.018434324791863993,-0.01933848136602983,-0.054325754733404175,-0.09276729913963738,0.1271401823265545,0.1192879340456111,0.0799666446110155,0.02840027845670686,0.019448396235803644,-0.05168932572204496,-0.0914469111687714
B2M,0.048903111209687156,0.02947591300349479,0.004945109239443886,-0.03578046670920992,-0.02638731396918588,-0.044059009678721894,-0.0498338584816811,0.16619035878130078,-0.03130467281068164,-0.009884264045885095,0.0381882356386683,0.027419200965227607,0.10741580501929178,0.03277124483424693,0.09230000001834647,0.10544548280627117,-0.0400283078617439,0.04484158497877644,-0.01467237405849266,-0.04035571252336346
OMG,-0.01637006248328844,-0.05306021379371518,-0.009717531374445802,-0.008944744476307054,0.012647885920640253,0.04419023464337317,-0.03378364479496251,-0.06277769600024477,0.036218312898465735,-0.00029045911809871865,0.019411375997514486,-0.008288280187653574,-0.06922529030057205,-0.006017347432987869,0.03246822697079666,0.14410661837132827,-0.026259137682644443,-0.007929617964469332,0.021574603923614034,0.002944481017687455
CXCL3,-0.01880303563454709,-0.0010716114694721607,0.010714191595874393,0.03739353169102381,0.017767325555292326,0.013272310677785665,,-0.007738639862475143,-0.009375606903248776,-0.015320062702124921,-0.013946501617561061,-0.02238902259882373,-0.03175199671584295,-0.008095509786326905,-0.002362074159309408,-0.031116992314551353,-0.030083605320639164,0.013053479834193074,0.029489607837234328,0.0875450012196055
CXCL10,-0.013199462080067772,0.005994410986011101,-0.01734975340971844,,-0.03150866264948113,0.027449616765719227,0.08846276046570759,0.1430935597397737,0.02120444247332069,-0.023272296545972335,-0.02360388345155663,-0.03557886637892066,0.010248274756862009,-0.0463769120611859,-0.05156559245606881,-0.017150722612404128,-0.04052903335437889,-0.043622597161844225,-0.019616902140671945,0.052799256927655455
RSPO3,,-0.030008507803016525,,-0.025967224342341787,-0.016781964835365454,0.2906602855781221,-0.016382725480261116,-0.019625032255686507,-0.027412401877295548,0.011818947760322128,-0.04774215874380872,-0.02339609710962915,,,0.027055904483405457,0.045905357983119635,,0.04512407916461705,-0.004233460328589916,0.013573857552850989
CORT,-0.023349019638069474,0.007146617210907309,-0.021200391311172267,-0.0188188057130527,-0.006224875656291131,0.06357774315074932,-0.03444584504531492,-0.010810175939603405,-0.040963768518323736,-0.001404062345038349,-0.03379638549577527,-0.010417902392948524,,,0.009560439658985377,0.08986812287489206,,-0.015916361291945687,,
