,UKF269,UKF275,UKF296,UKF304,UKF334
IGFL3,-0.016955642469022005,,,,
BMP1,0.1173819801151391,-0.030924862324078907,0.041244631906888055,-0.0007811419575724506,-0.08057385007771029
NDP,0.0080362163709618,0.02467838373557839,-0.012896231745273889,0.07267857989284042,0.02262004663434364
TNFSF18,0.03709251751332603,-0.020702782788076555,,,
IL36G,,,,,-0.015082904248836907
RTN4,-0.12115235542224172,0.02471961934906924,-0.0656395266811371,-0.03977192691209754,0.13931031851459882
HEBP1,0.030377909246128397,-0.009014250804500558,0.025752940932907493,0.02991726345809785,0.03439233171414985
WNT7B,-0.07017888050831932,-0.007099718428033921,-0.04871839125378001,,0.06481739276545764
PTMA,-0.09725065921731083,0.076597491183084,0.09266337617619719,0.04725619426611784,-0.1424633640812387
CEACAM1,0.016916699727728933,0.01923243396501043,,,
PDAP1,0.09607743860251927,-0.0011163890637718445,0.017521414624958032,0.029531200909016488,-0.05187547037450103
QDPR,-0.11818222825017237,0.02367601024297535,-0.008298044597668123,0.10102972614910341,0.0689583020405062
POMC,0.08953577234803732,-0.0012089805105561932,-0.019679673401536202,0.07521636489157842,0.03726391076229283
CCL18,,,,0.09438588858098187,
CCL17,,-0.025820400844732926,-0.03747965291582683,,-0.013778661234818954
VEGFD,-0.0007326908555217785,-0.006699048138453238,-0.021185918940771153,-0.025978642714707418,-0.014767018016470004
WNT5A,0.04442139371178934,-0.05017108635300953,0.047214121966742864,0.04031416858692014,-0.0842510761139519
CXCL8,0.037881411190697815,-0.08308467664288498,-0.013288073373876951,0.07312345752155813,-0.013248289830909987
GRN,0.06506236002930635,0.053953197542069266,0.013597383250101826,0.03305159553597305,0.03554338859868691
MIA,0.018721943175499987,0.006959302660501383,-0.04591791706872198,,-0.02022410790996356
COL4A4,-0.016708527117825105,-0.016701305987048366,-0.021079706582345162,,-0.019618134968834206
TAC1,-0.06236234886842886,0.06631573937109957,-0.046716503298799054,-0.05975130305967242,0.03635935941941479
RARRES2,0.0947719158886059,0.04719803058276059,-0.00277963834568595,0.053383011002218206,-0.08157116399529026
FGF7,-0.047616758273672476,0.008407377498337476,0.04896863502665699,0.02831651823656087,-0.03669965598243561
HBEGF,0.03314553054152105,-0.06559668944500624,-0.012830301453795556,0.03093852507281569,-0.04351970366101824
CSF3,-0.017677300091447235,,,,
PI3,0.07687372043951426,,,,
PCSK1N,-0.02954448149712688,-0.02797219587362688,-0.1106015907550127,-0.061461333260340305,0.1279349366814578
NTS,-0.02172752823894256,0.004534458424733511,0.047534376437032844,0.06849671878400497,
SFRP1,0.005250508196882771,-0.03298957710808792,-0.0068913897497865475,0.08593158460472738,-0.029555477948128864
MICA,0.03485544647035399,-0.0179320959691218,0.033414754974631054,0.04909495200186572,-0.07137774728305649
TG,-0.02133491965812762,-0.026013076716901035,-0.032172700593561775,,-0.020697493384290902
ADA,0.0755326279461569,0.03284447351324839,-0.005087200102949379,0.03768474956360349,-0.03183742926210293
LAMC3,0.15035311798269085,-0.03263679743426451,-0.02217275672289981,-0.009318787506559359,0.01767454642448279
NGF,,,,-0.02338913888740718,
HMGB1,0.06254346546994229,0.06454043118288225,0.06647034165450087,0.07256643846303937,-0.019005566213254867
ITGB3BP,0.07064058512825948,-0.030472106031601616,0.03597101445371427,-0.040141077108023136,-0.11216083444869322
AANAT,-0.015945403064176286,-0.023393711912402627,-0.00018302760400286413,-0.021989230305859395,-0.01848275610332709
RELN,-0.046788815620695264,0.07259451921483957,0.02400516583283364,-0.040301687140960184,0.06419769860923771
IL15,0.015526083996263661,-0.04057762263909685,-0.013559902333806868,-0.021518800436998997,-0.01714190202674511
UTS2,0.04648442864584283,,,,
BSG,0.004432646447854377,-0.03155762434768615,0.011024936613711955,-0.02969382368508292,-0.11627669264239153
ADAMTS3,0.09861157539296292,0.023444495792766543,-0.04171329545534903,-0.03530953696958283,-0.015502612694250455
CD34,0.07099744459545385,0.026439659843780803,-0.08616053531081123,-0.011914190920450487,-0.03023146612128407
CCL23,0.10913095482426165,,,,
PLAT,0.06891366493520906,-0.06955280424303671,0.006059312691088287,-0.005636296374795937,-0.08404975129880625
NTF3,,,-0.035681708728123054,,
LTA,,-0.02253058257770976,,,-0.0171419041427495
CKLF,0.1020274818732302,-0.019536862778336023,0.053859151688257695,-0.035206784393621196,-0.09385323469781126
CD24,-0.0508399934143487,0.027590204737604505,0.11765588385467833,-0.012221756452450867,-0.012244959586678332
HSP90AA1,-0.07909268073622967,0.02869501142089241,0.04597624970255581,-0.1004308669628936,0.14280630444262202
BMP4,0.04467461441100156,0.0028058405224576223,-0.048560104230466104,-0.01899245514208844,-0.014606672821343423
SCGB3A1,,,0.0036545245422722463,-0.038707198980427036,-0.011961394018609189
IGFBP4,0.11711827379348677,-0.031652646311899804,0.016859282166474067,0.06142530143502637,0.027675636506793663
RSPO4,,-0.015347670100283454,0.03684389983615058,,0.035745436266061956
LEFTY2,0.05760086788874317,0.031123469718860028,-0.005661670724385759,0.142446079824854,-0.02116148922970695
ANGPTL2,0.10352126981694454,0.049521457967214785,0.00768841066214984,0.11960380180709375,-0.13784837664458177
LRIG2,0.015695862874414657,-0.025018261572548973,0.03029920815384575,-0.05099822487463,-0.02868690857668366
ICOSLG,0.04317003761958516,0.04025474863411479,-0.02787833869359243,0.044022536609304525,-0.06445677885551206
WIF1,-0.052058549089382025,-0.02022134503347209,-0.026061273949095055,-0.05357788310761562,0.11641617783554724
NPPC,0.0020400194755431813,0.038363189283827176,0.029870150708793855,0.00019033414480647083,-0.10032905624469812
LYZ,0.07463094107034637,0.035889576900067166,-0.00047830556859365366,0.08953754322592652,-0.03913097457746951
EREG,,,,-0.024060588711489923,
SPTAN1,-0.01878688204032425,0.007691109556196029,0.013353598144914382,-0.052543974925604385,0.11680530260709145
LIPC,0.09072196194742892,-0.0029222568476125086,,0.022968987798095957,-0.026928328389461333
COL8A1,0.048113644260577855,0.02104801307185936,-0.009149489690704001,0.07741725709907128,-0.10016297923428008
GSTM2,0.05317590119106548,-0.038053872305812114,0.03313126298682309,0.03134147174310791,-0.005120099973093913
SPX,-0.007526431000205775,0.027197181703077063,-0.020050155079374368,0.06641330502497879,0.196974025000757
MFGE8,0.014182231196221801,-0.037165253747823125,-0.034178705798145706,-0.03639768181937794,-0.10902649567950416
TGFA,0.054180791756578695,-0.045033164276231205,-0.056019004952614616,0.002501514796478283,-0.018663891920176888
SLIT2,-0.03820965843592782,0.004183318046677117,-0.0014840424654629784,-0.0855872923849332,0.15893291512690425
PLTP,0.0886035790248748,0.05083784133385447,0.16698982251568797,0.06671528802388371,-0.03686546970230238
APOD,-0.030500827466235673,0.013903804497183203,-0.07254727434761345,0.08727778494220033,0.06969597022023932
B2M,0.12482488786315929,0.042977901638858756,0.11898380850527028,0.0987229680857816,-0.13331390900823004
OMG,-0.0701158216851545,0.07610455537285003,-0.02691462337062075,0.03468167715614069,0.11738609749771435
CXCL3,-0.020935551991818263,-0.0371112380086597,0.012868408498310212,0.11100676260504544,-0.012345275148305706
CXCL10,0.1345923613829932,0.04777990669950755,-0.00786874776714721,0.02960921327040291,-0.019618136208217268
RSPO3,-0.026183197326424514,0.07881803077065214,-0.07150693839823989,-0.01781218211933357,-0.012900574598108014
CORT,-0.045315889164879296,-0.008208879319089209,0.019828141942827164,0.06903906288313919,0.07764176814877365
NCAN,0.03578819078446056,-0.04862807316141863,-0.05163864995635196,-0.03842928661284649,-0.13566462329743198
PRG4,-0.02268176251593299,-0.007759637037384185,,,-0.015082904248836907
ZG16B,-0.024488607578071392,0.02885850835743777,,,
TGM2,0.08710564251706306,-0.011543406509793514,-0.009751845826506336,0.02662027308412501,0.07696429464332893
VEGFC,-0.004696436593667477,0.04557412350103603,0.031161699072553277,0.09090568886291013,-0.015392704988440009
WNT6,-0.022304543386136955,0.005893714927191169,,,-0.01343397562961958
NRG4,0.03957707538013504,-0.026226768740280057,-0.04259647439570759,0.007154423123937282,-0.017957385761890533
PMCH,,-0.015333750996863604,,,
COL9A1,0.014634138887309116,-0.008891529277975997,0.002865493100787235,-0.02372704225088776,0.09999017639618882
GDF11,0.04263780392703927,0.010217571474498633,0.027378132608404302,0.0666790224011322,-0.03823026884308741
SORBS1,-0.01981274877172869,0.07370838085791001,0.022743965364039182,-0.003311856124356954,0.009444345887206973
DLL1,0.04330986760853791,-0.027604817036423465,-0.012357544924627099,-0.019686084625759846,-0.034749740838063065
TLN1,0.05258076023352672,-0.013970863971773611,-0.06416689811872978,0.06403645940039894,-0.07111998820340756
COL2A1,0.05307545438258703,,,,-0.01253298879775598
SHH,0.030369590724328724,-0.041172616400009895,0.015107303981729197,,0.043255689916653184
PON2,0.05919225761700627,0.06688213058969748,0.06505683447589339,0.017480891482284728,-0.045355196367753314
ICAM5,-0.04091012839644816,0.013772821731665774,-0.016628897342708584,-0.028021183922805996,0.09148643061794022
HPX,0.020438931145843366,-0.0271591138719418,-0.021633696824593113,,-0.030403473663187738
SFRP2,-0.016708522197770942,0.027724743099957826,0.025571291633919187,0.040395120141728344,-0.023465191931073787
CFC1,,0.002163426753201792,,-0.024715140195555582,
CD70,,0.03166143913163643,,,
HP,0.04238676951697904,-0.044689920668622776,0.020561004657195143,0.024021863071303162,-0.02355240214244202
CXCL2,-0.03024077869550749,-0.08981347498363278,-0.023005573487551143,0.11350969110393674,-0.02367447154869098
NPPB,,-0.005833089948599045,,,-0.015392706107995584
