,UKF248,UKF259,UKF260,UKF269,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
QDPR,-0.01631076408444724,-0.008627045223337824,0.0177912606039112,-0.08976511979933037,0.06203360766455715,0.0985250185382078,0.002390793938747661,0.028714757787795926,0.0344298468487618,0.02545237981712789,-0.0020681364127121222
POMC,0.006884995945934712,-0.0007557714788361285,-0.003270245145184925,0.04859156950157218,-0.011982838258309246,0.03266613954766356,0.01747013826421385,0.10107338084697493,0.06300023579117663,0.031674436575596356,-0.021422554381031127
CCL18,-0.022650937372976444,,,,,0.10533378045900603,0.02391293161067718,0.01018268015257263,,0.014661628742386959,
CCL17,,-0.01932048481718134,,,,,-0.0164436172286338,0.04361454182980078,-0.021569896870458346,,0.01565815334472836
VEGFD,0.00844699949121865,-0.02152515364207775,-0.013932180235994145,0.02679819164058939,0.12582744072320023,,,0.07940670200964489,-0.022749583664357836,,
TNFSF13,-0.017093129633832197,-0.013326838021673237,,,,,-0.017762036470211028,0.06565466280530824,-0.023130924907413315,0.06256119157866216,0.07036771019638348
WNT5A,-0.006579401446069376,0.009019631995728992,0.045347882230347594,0.04416470490309393,-0.10918046122101906,-0.017805005824903956,-0.0461750614759205,0.0024753100504673184,-0.026040186377342733,0.03995004781155751,0.04899807209368083
CXCL8,-0.01678905493926913,-0.007931422198568582,-0.013392141632713829,0.023862520920180548,-0.030388306610674994,-0.03953344500327671,-0.06918320122556618,-0.0608858268881944,0.020264082022601385,-0.053707625205877116,-0.04370532858012659
GRN,0.02072969919178121,0.03472687058201018,-0.019582758400761888,0.032661090183170836,-0.007542489774452644,0.012030248241725642,-0.07570918337356912,0.06470498890968114,-0.024233739211740376,-0.024990808306114082,0.07442324221578665
MIA,-0.0017958144785408141,-0.03245608108705486,-0.024549280253874192,0.02737843910853533,0.003027655217880124,-0.04794814788889833,0.1494013790935362,0.07868670450335229,0.0255468007069594,0.03840342828036392,0.047069072507523256
COL4A4,-0.014125612621280764,0.007099996851487499,0.041076574353788,-0.013411325299692679,0.0625938326465705,-0.02838861530416683,0.07389118515210477,0.03400216363876039,-0.03322668252576881,0.1412524535843398,0.02307190306992078
TAC1,-0.011283696194831288,0.018246913791667662,0.0031291184961011187,0.01912138427701601,,,,,,-0.028234104930105138,0.06926777730661443
RARRES2,0.009279329150305502,-0.011116970590318135,0.008813078906144781,0.06543991306629317,0.03626122396071136,-0.02510339309997108,-0.055776975804919214,0.04991165813178405,-0.009855914519229741,-0.023249759084523154,0.02788391278966634
FGF7,,-0.02527527085535794,0.05645013901583775,0.0013013305795499285,0.014544234161962277,0.0300143057111046,0.02019059550107991,0.04615550174644706,0.012492844122006172,0.03635233019017023,0.06175137422541548
EFNA2,,,,,,,,-0.016055734235042148,,,
HBEGF,0.0014047786803059853,-0.012458922304358097,0.008378689234266696,-0.03739397675400016,0.023926623348710475,-0.01795254305798313,-0.03280121654129897,0.006945267103659168,-0.006468173483442534,0.011305570038430506,-0.011067063335086216
CSF3,,-0.02302833329032581,-0.0021301632697150177,-0.014188924031117435,,,-0.049969303203779805,0.0011207993836119085,,0.04026310811941582,0.04175529801916835
PI3,-0.00920364763301361,-0.03973995078892798,-0.042738315143224605,-0.015976915732564847,,,-0.10100821130726281,-0.0509638444503675,-0.018327145362156082,-0.00234600946918984,-0.032322326720893954
PCSK1N,-0.051844642462307355,0.027795996523312057,0.06568382521365596,-0.02887877644098625,0.0013065642859396264,0.08102096343281494,-0.0665623604431383,-0.004542195341480249,0.009100390088268406,0.06017232346630931,0.05846573388989325
NTS,,,-0.0014104134600963752,-0.01743989443928002,,,-0.038361247276933096,0.0008035841532190213,,0.0113344674382831,0.0741152482618478
SFRP1,-0.013434900560866752,-0.016857869809098886,-0.01589420491848997,-0.003826609410604064,-0.023951140425711802,-0.02044955146453242,-0.04822048643021449,0.025899079395475873,0.03835954031235557,-0.0004615351426300607,-0.021518567342729118
CXCL13,,,-0.01575136005249255,,,,0.10349764936619245,-0.041251758258825474,,-0.005610589585937014,
MICA,0.019769673218905378,-0.043788426113622166,0.00781256129026672,0.004215355370147977,-0.02039032946782993,-0.004736342979516629,0.0032999461858359423,0.03429855093727013,-0.039374548417656204,-0.04058288624495484,0.03880523148230262
TG,-0.006540104547196042,0.013846062340545971,0.0211365425800356,-0.017124761851253,0.12822412953243,0.047005847654213805,-0.021849456156930243,0.0969111221701917,,-0.019309019934239686,-0.029012582065689508
ADA,-0.03508723254899422,0.016852507727326955,0.0371822526900826,0.048365439115321145,-0.012453299291947387,-0.012190610708022185,0.028554474237164118,0.0701328671949825,0.11480354978415264,0.020731127609964376,-0.02254659942250364
LAMC3,-0.044066591344025255,0.07403525790697661,-0.043129204663175935,0.0470662523176452,-0.07873032218107141,0.03181970775159562,0.049027725868759635,-0.008020351420245252,-0.036150612820445904,-0.017396413844566087,-0.006390172440676734
CCL7,-0.01440790966978252,-0.01315301279003853,-0.020883395301565216,,,,-0.024645191961725224,,,,-0.015589435955424093
NGF,-0.024737665419387836,-0.030136911739175293,-0.02229085091293429,,0.06038991795199928,-0.011403890471796362,0.09144666157088525,0.03616509391267397,,-0.0402779449751368,0.06540051734038682
TNFSF15,,-0.014646523047322826,-0.015461995015093526,,0.05783949503527275,-0.03369861653088394,-0.024026294746306662,,,-0.014569071697903464,0.0412491269358906
HMGB1,0.025088409942269695,0.04044186254728275,0.02754003847825446,0.04898003756047865,-0.006663436968605481,0.06832744811840376,-0.03151827513428756,-0.06686428851037204,-0.06322095411490561,-0.02584039717230205,-0.07492410853534381
ITGB3BP,0.010491955537712656,0.027880462719924223,-0.04891828389273823,-0.0016225352374492712,0.026068431859709588,0.04310225592435687,0.018995540474346366,0.04004619915444025,0.01460364200862297,-0.03336380949854183,-0.03402687222774048
AANAT,-0.020903684920439577,-0.013326839444021294,-0.013932182224891386,0.10861249085111156,,-0.02338657090716869,-0.0020176137563708302,-0.021606669654844306,0.012957070013195092,,-0.01649427335427488
RELN,-0.026416825096160765,-0.023132408795206724,0.03242894627915766,-0.027022653498822838,0.010514735437814128,,,,0.02740910697072308,0.08753957140004823,
IL15,0.005302175571357982,-0.01240589111867388,-0.002471499172496049,-0.02088978678373975,-0.0020835591739054382,-0.039533548327443956,-0.006786926628462772,0.042096582624216235,0.029214463628409324,-0.012844798739622026,0.014999515042473531
UTS2,,,,-0.0316574666624744,,,-0.018411682809667946,,,,
BSG,0.04007475427053061,-0.0172665639488246,-0.03184723052401269,-0.00957675460707963,-0.049023626518896614,0.0630536633145513,-0.011950096946874756,0.02947765775130817,-0.02141287677248232,-0.007430020362897506,0.013550720494336836
ADAMTS3,-0.05633439710703033,0.0061365885980928314,0.03312979881959675,0.03705031155312328,,-0.02800303780972541,0.030197914791888082,0.04959117683452658,-0.04134087259391255,0.04708762960838439,0.05363148422209578
CD34,-0.026403474943515155,0.006395006658051574,-0.033902724790013404,0.03400567070796655,-0.11490932275637172,-0.01980897379813725,0.017159836679701525,0.018210109925536216,0.03043138831454263,-0.08177995885122474,0.002668896566907301
CCL23,,,,-0.014562995277738187,,,,,,,
PLAT,-0.003525306333063888,0.018764416698771852,-0.0033802702597147617,0.001196945686479578,0.1296573427953229,0.025505911152858097,0.029636353860325797,0.07581178615283317,-0.020411431801624243,0.08189903379988031,-0.006416447383141942
NTF3,,,,,,,0.025856786307484624,0.02088492066987149,,-0.011172015395638916,
LTA,,-0.01685786902046124,,,,,,,,,0.09225935794244496
CKLF,-0.00025751452959028544,-0.038657045300683264,0.06303717166852815,0.016338751530188385,0.06846898013709656,0.0009580366669772922,-0.009234476533088254,-0.011037453216605304,-0.004929302696486156,0.02271054579234675,0.06509692442419568
CD24,0.03162072119716436,-0.014919631028396526,0.007448835573783456,-0.030120039001573146,0.009397847786292839,0.07778436835228933,-0.015157035796013974,-0.0035205260178385453,-0.03795003823426779,0.05881591988131873,0.06373299216712598
HSP90AA1,0.025107783679811993,0.014591523669722934,-0.045466130819444145,-0.0030661541533991647,0.0022772034448964836,-0.012767181284426455,-0.10490822661996992,-0.07429880312109376,0.013899795702851513,-0.0062686905268759105,-0.07956265752937987
BMP4,-0.0003295311932327688,-0.03136751889281838,-0.027037650190430605,0.04782668127289588,0.011133529334009566,0.06459713205399711,0.06453597823850607,0.05006494541019639,-0.04718969161848827,-0.018596581443442964,0.07549229207787972
SCGB3A1,-0.014407908229010802,,-0.016591509107489973,,0.02614421535781687,,-0.0025250212746866733,0.10987572480803112,,0.09757033419415327,-0.007445281894231279
IGFBP4,-0.04419215917736,-0.007294045227490386,-0.03426006920332148,0.0033577943327749446,-0.07676113849896284,0.04347994097561168,-0.06647983508816924,-0.037767135074685175,0.04902291975461654,-0.015900252891244148,0.006119007090596968
RSPO4,,-0.025803922041248983,0.019546972065638712,,0.04317453511709842,,,,,0.051681326687364776,0.09117754924264856
LEFTY2,0.0038366356429161337,-0.03766744220445203,0.00846185327844157,0.05864583061514777,,0.11085981136130209,0.02123703049618505,0.026122771664099056,-0.05494936441300926,0.025947362272561107,-0.00617743690056637
PF4,0.007849127823121985,-0.011475744529505331,,,,,,0.09339290178047902,,,-0.02219880105123297
ANGPTL2,0.02437100714084595,-0.02558322469990913,0.08174904216029513,-0.013186450596044483,0.00838168072836596,-0.012138138732000573,0.0218988663464529,0.0687074295736,-0.03165402388342915,0.04913668483934831,0.017271540841807053
LRIG2,0.011541025185747187,-0.01555576066703513,0.010106640802614003,0.07630507608288482,0.09356076892978075,0.14004369622046123,0.03421030633356807,0.009513009445077363,0.03447503676889363,0.007243220525572549,-0.054082571838970236
ICOSLG,-0.027801541347312532,-0.011203708589849986,-0.007038564463136881,-0.016727841031308602,0.02889773457693472,0.06322648417726238,0.06801602501918401,0.07784051908080171,0.0022951830381658152,0.02815058361795209,0.0031992991527877474
WIF1,-0.02689270670084597,,0.08462991771374556,0.019195452619268936,,,,,,-0.018941187290542505,
NPPC,-0.029638574762636764,-0.017801709757601022,-0.021938359893673404,-0.0011224948675158716,-0.08501299257584365,0.022704274337597648,0.010072043149115603,-0.012185232529201506,0.05480563410798218,0.06191329151211216,
LYZ,0.11879233637862231,-0.04451044807403225,-0.010685072985945824,0.029821166432537394,0.01649940048768436,0.0343081777702379,0.03587177338996087,-0.0399529845570124,0.015672951959960033,-0.004241706539546667,0.040606360302831164
EREG,,,-0.026947606597901835,,,,0.020416201709352287,-0.010192694303480935,,0.049219103080595704,0.05317980887749615
SPTAN1,0.00021441215148636586,0.028373460239765714,0.03931467953571824,0.03447923172367791,0.01452943142633624,-0.0018725637880242683,0.024148524464248547,0.020193587122750097,-0.032006424721770656,0.0848147722103468,0.05679642881259382
PTH2,,,,,,,,,,0.041832619752838224,
LIPC,-0.01829770023342051,-0.02062276760259393,-0.01853967278628435,-0.033475064999904054,-0.017777682056808724,0.07856978814760994,,,0.018531965184361492,,0.03469567835948292
COL8A1,-0.013663220691568712,-0.006336225478736019,0.01801341812957065,-0.02766087152846373,-0.053790554336019196,0.013379856403646322,0.06642574964656682,0.00850699238604477,-0.009691847995896369,-0.03440135981673379,0.06892316913904582
GSTM2,-0.008218704593463355,-0.022454301157269152,-0.03754003183783705,0.005122923539494027,0.016361052024823065,0.0165265531749239,0.0319618193988515,0.0442757072698706,0.06950743341591696,0.06316031036335469,0.04972161942573036
SPX,-0.029593639295981078,-0.033792723173118766,0.0358506096064978,-0.02784486561694743,,-0.010819143776183341,0.043900821077396304,-0.018272033391580622,0.014647513920861185,-0.01995166015794674,0.0338198585382524
MFGE8,-0.056640487641176296,0.04885346594242615,-0.0029832496037769966,-0.00102904819653826,0.03370271613586394,0.05732423745074597,0.037931049805189895,0.049790975901657444,-0.03267600456057697,-0.03263454116605566,0.0018343376422869488
TGFA,-0.01024911003636789,-0.033978665888974004,0.0061575209644740125,-0.016112495042993297,0.039727307737490954,0.030753142279400684,-0.011499798496923475,0.08477648965332904,-0.00969973372277931,0.0637317913922283,0.05722184773232781
SLIT2,-0.006836849153976653,-0.03905748525865919,-0.016661495908826082,0.006690693527024386,0.010071796295644163,0.0592044823346672,0.0018430128029672803,-0.025441600486060808,-0.009288929350870655,0.07438619310154403,0.04539985165170879
PLTP,0.04369420618284026,0.032772331573233296,0.048267180294513656,0.022711889385579595,-0.04904700283499778,-0.05581618139141977,-0.05500928061954568,0.012275344793006097,-0.05048227350936832,-0.009401533157052623,0.02723025222451331
APOD,0.05139857781375286,0.022501587585611986,0.013999044669601413,-0.024173227155522083,0.019709473311545288,0.048420042494103,0.10867345659524356,0.07246841605169949,0.010372249637245222,-0.023573730859086147,0.03215674790552731
B2M,0.020777108985459942,-0.02378439877986835,-0.03132208967144631,0.030062723129936637,-0.03635075712182119,0.0017197208271959802,0.017345750218000056,0.015267187205233974,0.013441066308149107,-0.03276058293904211,0.02812733182277541
OMG,-0.044865939831618205,-0.0035560787763697934,0.05303228361770799,-0.05599262644628826,-0.052522068459182766,0.06787465191277006,0.10763138422926163,0.03519185633210147,0.026005366087551385,0.10138431741237174,0.0726442190969464
CXCL3,0.0033352434002093655,0.023205787523766824,-0.0076414792703684686,0.0056330349000436085,,,-0.011017409020123136,0.026205968794914485,-0.01878896347998675,-0.006124274659183706,0.06850978559326545
CXCL10,-0.009294883550890596,0.03778675630623705,-0.004652497669900467,0.014386143247059906,-0.0025312473587775185,-0.037772659351967754,-0.025449322372836505,-0.01973867966675968,0.014983038531249859,0.025047538872514895,0.012728610868335755
RSPO3,-0.01957131265951035,-0.013326838459318743,-0.018539661355666617,0.05403548937768501,,,-0.006664464225090156,-0.01086670573727485,,0.037250720630908056,0.08791238056024861
CORT,-0.016660197819888166,-0.029886458548159113,0.010083106164290687,-0.014979401817977595,,,0.003964977932815413,0.06280576058294425,,-0.03388752273785577,
NCAN,-0.0011870533550552215,0.017254534883843042,0.040161772330699314,0.030903368395786817,0.07637871325092192,-0.01679145687883696,0.12238590593860003,0.06458491058470318,0.012837538728784785,0.03129455745196485,-0.022605451827960036
PRG4,0.009636470398336342,-0.013153014839740323,0.014240218502403139,0.0033326596285991974,,,0.054866520821892646,-0.004995523734831131,,-0.03171948388915051,0.025155556798045323
ZG16B,-0.0033324309214441262,0.02263093026401535,,-0.019656112118683546,,-0.025998037227393075,,,,,-0.019726123153055955
TGM2,-0.033912779782294275,-0.020335895134620068,-0.05084843708798752,-0.04396665456823361,0.02369519287670031,0.013467585261080965,0.04245209417281514,-0.011545453403069946,-0.01729855322148422,-0.023068884455349273,0.016327650124709464
VEGFC,-0.02751155160071117,0.13923689672640635,0.0867435856873229,-0.024003235203609936,-0.031458233052329934,0.05378090450767559,-0.031716946248985724,0.06753897706834346,-0.0031407060271306324,0.012231758034946942,0.02708341541268419
WNT6,-0.02324684373658437,-0.018192313143223303,-0.018290750096255925,-0.01790304345219441,,-0.024724136455516372,0.03395240143987747,-0.014100428939113025,,-0.027041879924247315,-0.023823347884779435
NRG4,-0.013270190632067958,0.05654445023197775,0.021344806823237868,0.01057155399873899,-0.01612756741262435,,,,-0.019900352842487704,-0.026906641238035843,-0.015820230902368785
PMCH,-0.015294608851067822,-0.022180395195909166,,,,,0.009658032078366813,-0.02160666888862826,,-0.015491733113199574,-0.03411442777554775
COL9A1,0.05701714722380208,0.017474345372076913,0.07622410617728488,-0.04666579145790862,0.01137669238552763,0.11912400974839668,0.029573265371041522,0.08000053945593746,-0.05547745467460837,0.05258532308429282,0.02426578241553178
GDF11,0.0055016811374921345,0.017976468763169277,0.0406728805444176,0.006966593291174268,-0.08305595070392198,0.0727252729095203,0.031113380758008985,-0.027976500603697097,-0.00896652927559882,-0.022820279118323888,0.029926533390795835
RAET1E,,,,,,,,,,,0.05352006264511274
IL24,,,,,,,-0.018676781621111617,-0.014481549816962326,,,
SORBS1,-0.023313801543174747,0.020769644725772387,-0.005058175225181256,-0.02840993713271222,-0.021514541623783006,0.06731999042769288,-0.010123430204541723,0.007740336001729696,-0.020385694834134927,-0.023789436856676307,0.01250022996771128
DLL1,0.062102677552827196,0.05004248003401736,0.04409544334981114,0.013233003821332015,0.03082938722416011,0.09454839789686688,0.08620362299039551,0.061876150079916,0.015511092297150078,0.03009141668675831,0.04954849252111646
TLN1,0.002895575148748835,-0.004290814404781049,0.02739131655929145,0.0062789671057814946,0.0001032794392813814,0.004012767902744564,-0.02338684921201753,0.05015494042157663,-0.003126401484476699,0.002772645607237084,0.030630752230533635
COL2A1,0.009524240259634487,,-0.011855991295905926,-0.0168042097104837,,,-0.040829893008653355,-0.037743348837574166,,0.014590307017582231,-0.023023780472930987
SHH,,-0.013668141960252043,0.018694550097715434,-0.013210150650697024,,,0.05847387823980831,0.033298986624950816,-0.02635946207871279,0.12696077355784693,0.0008431593861491938
PON2,-0.014654493037728667,0.0537448619266693,0.09298859816848175,0.0029573303102599664,0.041305619075860056,-0.07155456466162999,0.06209003465673876,0.0017345099439182933,0.05586877569314946,-0.04739977593810652,0.06615224391282715
ICAM5,-0.011039089809349036,-0.021302769357554794,-0.007909871916522447,-0.03283706792992165,,,0.02353228550494887,-0.04621980387575882,,0.12776640618468627,0.001666087283187896
HPX,-0.0360030081422958,-0.014434800001104758,-0.011870148378255764,-0.02447043030403674,-0.01498311178981078,0.027938489196742956,-0.01036311541616529,0.04127614044298979,0.011397933380133434,-0.014489105900253754,0.05034668976959855
SFRP2,-0.01915535238668128,-0.015566532478092136,,-0.01341132135054465,,-0.02655200639585179,-9.947620020099537e-05,0.04417845842609532,0.06968619578087096,-0.009143849809473591,0.01301463989902508
CD70,-0.014417860519155955,0.019369658819151665,,,0.02106409809392926,,-0.007433236951646243,-0.035958611923305406,,-0.010477996271273184,0.010972559661066918
HP,0.004086239999798048,-0.05392909884466051,0.04707522197658342,0.02533965300968597,0.12829418386440564,-0.004942682728892132,-0.08668584121928408,0.026971501907454308,-0.025487228161116707,-0.004787177809078685,-0.023665335103450733
CXCL2,0.0032645828851593853,0.008503984036756475,-0.03711878593470581,-0.027516721425422188,0.003413006653806793,,-0.031703763702825925,-0.016359227993397802,0.055396989137448595,-0.0037583135760701778,0.02032462014335236
NPPB,0.11075416869465707,-0.04868911053196331,,,,,-0.04920634788490922,-0.021414151864831633,,0.04157152322001723,-0.016047862347850564
CCK,0.00753318949590651,0.00528970227867587,-0.012790636670870542,-0.029369889240761986,,-0.009874997906221252,0.052671340185694096,-0.010308638335281816,0.06990378388010443,0.014349022380451498,0.15898964119738793
SEMA6A,-0.003741808048386157,0.03794498622646792,-0.007503489113053128,-0.003906384802507558,0.018379796588798444,-0.0448543078149371,0.042384888976150614,0.024875396981291768,0.03437696795820064,0.001268525185167357,0.024035757243592994
IRAK4,-0.009294034120379688,0.036622665328168866,-0.041416599841257465,0.012831020768674553,-0.038853396149623715,-0.0031192732579280857,-0.03792725039453197,0.03026101901315611,0.025602702708720764,0.033362495305528886,0.03725143992253999
GSTP1,0.02527045448102574,-0.07079852404512287,0.0009004741675213976,0.006818969345642412,0.03263316877404991,0.07730183562985596,0.029804166037464313,0.018547390646053232,0.009478135831304857,0.029680066505248404,0.05767309682946432
VCAM1,0.03248029716017427,0.04397798795720763,0.008510328524429678,0.006216089352469779,-0.02171544093868932,-0.03327996483801531,0.07729831059002301,-0.034459671448693135,-0.024799948028136586,0.025580564583939622,0.092990405340845
NXPH3,-0.0038226171322707854,0.02694233867625836,0.030399322411654103,0.009900899163544054,0.06591545370487967,-0.03419890934603869,0.0016096683817360066,0.024966475609239314,-0.09218312411070485,0.03412445851448988,0.037324446581321884
MTMR4,-0.013932862788772987,0.049890029443378614,0.036840776495317626,0.005992246639245592,0.03656822197615369,0.027952979219347626,-0.06472154303794311,-0.011426390978431827,0.008493647564599697,-0.03431483811987416,0.08484074767072752
LAMC2,-0.014589319344325207,-0.030550696944194985,,,0.01465623302144721,,0.015454269879816815,0.024606788084704817,0.007393996438556972,-0.01503714335303442,0.10960931318099122
IL10,-0.030825628156671798,-0.01598590390310272,-0.026450063044788072,0.05144452065739103,-0.056321992400687276,-0.02842303607658536,-0.03406554814067798,-0.04438626368220233,-0.01855937272594538,-0.016248622541467368,0.11272027140771884
SEMA4D,-0.04852301747460691,0.05486034434277153,-0.04416751411451865,-0.006497700518256406,-0.08001952612593578,-0.026459025276653378,0.06901948595492947,0.05138703847795717,-0.025802036376860207,-0.02195610677176205,0.036357143543123485
TRH,-0.01920818015511849,-0.03240020596416766,-0.011667194314032528,0.011076816935702498,,,-0.005079878801494292,0.06602480072337269,-0.042527344407836364,0.07600203670685804,0.07188182025525637
SEMA6D,0.016922607237675896,0.015893281960745118,0.019380311241374876,-0.008039048556434619,0.022832722322618734,0.0979536406545322,-0.03157231011375205,0.0144648503171415,0.01833049807309977,-0.0029522428051352557,0.05476101982815623
CEL,,,0.03925669246999894,,-0.018568193785196502,0.039879415694513594,-0.028283130937177308,0.011147861263916637,-0.03750591641815395,0.0015610147078563077,-0.01824795099238585
PDCD1LG2,0.004970215524820493,-0.06777404773228471,-0.025940995296025095,0.02207566733905604,-0.048937090953357576,0.00851202047145085,-0.03599512753291078,0.007847046907098372,-0.04828512765922461,-0.01585383730201992,0.06904333468330447
SPINT1,0.07340587223839887,-0.03808812915716459,0.059086176056729924,0.012325956668076506,-0.030568448036825648,-0.040015877375457226,0.05363419500502743,0.07297065728485343,-0.038015757423944904,0.01640439780412207,0.09640399800268915
CTHRC1,-0.06161786889441981,0.024253178464517577,0.02167206261609438,0.03848389870372037,-0.01951557804779611,0.035547191968130394,0.06493969679471537,-0.06625025191653727,-0.036764062427379035,-0.0433618053007093,0.022629234432207608
PODXL,-0.01618846562091235,0.01463064792671478,-0.02833306706821377,0.015362740652048602,0.04374348345559744,0.03746213789115275,-0.03680859265923076,-0.02818642244100429,-0.017252818437465362,0.006825663736678294,-0.06084064487366812
JAM3,-0.018518837736316573,0.06777921421212411,0.03098359672002966,-0.004169411620905593,-0.05511820743734404,0.0037555249766334153,-0.038205375882659064,-0.02967404404498126,-0.009500527685982403,0.0023570801764405797,-0.03417723141202861
TGFB2,-0.03542100203251992,0.015288529691067603,-0.047909964882182486,0.03705822456919114,-0.015080611843695675,0.020023833499273693,-0.02783981418150535,0.043469863734634406,0.04883131451076401,0.015294786665094404,0.037016158233550096
COL18A1,0.013562263145299602,0.06275931428194526,-0.018985039315768996,0.03268085721509939,-0.11449689127982124,0.034676228699196496,-0.039680146861000874,-0.017681734742222417,0.011648783804052553,-0.025962065011904623,-0.051203093757100526
NODAL,-0.01868895873391252,0.04147179009885078,-0.01529589898384904,0.04327254658964686,-0.04040398817201428,-0.08778745386071554,0.019012601898646005,-0.017888125335883482,0.044078204952748806,-0.017196101230790437,-0.02459998695670459
INHBB,-0.03076428528154366,0.023748447137272928,-0.013578998261382461,0.04433457291231928,-0.05990793717090291,-0.02888208815558493,-0.08718497692626158,0.022123449124314,0.033310083255650984,-0.012863927450655054,0.042686074597581405
LCN1,-0.014589322626981463,,,-0.014746668750909289,,,0.0002052889696269522,-0.016893071826819338,,,-0.0181769768031729
ARF4,0.002460034424648893,-0.046869727489755396,-0.04382372484585493,0.05176598325596499,-0.03841794487245105,-0.008459843070108523,0.11394076395442725,0.002844891221567969,0.000865876639298197,0.025785402977593505,-0.03167722643563108
CXCL14,-0.03916618889185417,-0.06298608071164524,-0.008447362583233982,0.03243655635188055,0.048010084350220576,-0.016577903686595927,-0.10788257316996544,0.016265345228967467,-0.01967682161510257,-0.06722733289869079,-0.014624670424259927
LIF,-0.010759276595965022,-0.0394392416544771,-0.05698268926426308,0.047651980898305,-0.0009103419717527297,0.02799242001949308,-0.06067997484782538,-0.0009314096012601921,-0.007543909608742733,0.08583394964895974,-0.04234970672627654
IL17B,,,,0.08665984055630876,0.05851940404589395,,-0.008191610156571884,-0.027048450974233217,,0.049192939472090316,0.07098299048190714
MMP1,-0.020113790401514228,,-0.01166719176886774,,,,-0.03033933926556722,0.0020312617787139504,,-0.015491731886349103,-0.04611324491104253
MATN1,-0.019155354997057845,,,0.033829327675341775,-0.03726389839108296,,-0.03736784877499171,0.027010000777668536,-0.01946276134735359,0.01124370530670867,0.015383612796258099
ADAM28,-0.02205385176374303,0.0609029880746205,0.010922035954655157,-0.0011103740129432603,-0.009862860156702048,-0.032092723688524505,-0.010744881313874783,-0.005157602574036509,0.054837016395229775,-0.004310366878559524,0.054190596743741735
TCN2,-0.01668960275420976,-0.007767762012258263,-0.0011199644197826349,0.03352850175334359,0.0355934576939247,0.03265427773037631,0.04729644167573637,0.043494871240478676,0.017318229877277252,-0.0020239311763280096,0.06646085037256697
THPO,-0.011465604016730083,-0.027729160046946047,,-0.03008889671491887,-0.05389882607583457,-0.026816412983039082,,,,-0.0001297402536923095,-0.02366534230769191
CUBN,-0.001537117456638486,0.012812908671974627,0.021965334233514846,0.004062400257593088,0.014914575552160927,-0.026981109635432446,0.006496127459848432,0.026098259182112272,0.02768428686562946,-0.025758673567078234,-0.0020114056922445984
TIMP3,0.018438704966752647,-0.019266212095297438,0.008551562957422367,0.002339450936243794,-0.15750912227482144,0.04127987262085434,0.04294656412738451,-0.016115051007476774,0.05110730503625155,-0.06583068890598634,-0.013405643001686722
PIGF,-0.04979507192166599,-0.0009861251491123462,-0.0047556884561769175,-0.01290379487384342,0.016903423291450937,0.009387148331220526,0.10917258242514744,0.026933796555861665,0.051599336308727616,0.004060341488969669,0.026118375735036416
CRH,0.022009419892842896,0.0033761027521660106,0.01860155949865444,-0.02267649869933703,,,0.022759291380824578,0.007427788358021569,-0.03280424022950263,-0.0114086812903801,0.019790624485699487
