,UKF243,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334
IGFL3,,,,-0.01649411369357703,,,,,
BMP1,-0.026912467228461898,0.053126344323395906,0.0020302137965505047,-0.06331714866697451,0.006562088427565268,-0.057435170351960496,0.011473374853882072,-0.09009595642417838,-0.09680628194448579
NDP,0.04133872167520999,-0.00924762706653582,0.018228973596234183,-0.03674383861315795,-0.019034081830651032,0.018392963326398233,-0.0331874886828087,0.009274857154870265,-0.06051265833945151
TNFSF18,-0.0383575132913468,-0.026010531607400866,0.009348645136726416,-0.024493263668099733,-0.010647509681371023,,,,
IL36G,,,,,,,,,-0.015442930850128633
RTN4,-0.07486184114336943,-0.06445550173674873,0.011271244784786427,0.06001154273549234,0.06980463759343156,0.07089174886587679,0.05883160819402784,-0.03911076519747107,0.1418805662452136
HEBP1,-0.007491396351414935,-0.05789788494790786,0.0005437695964879694,0.030061384835503746,0.03128177426959962,-0.0006678595804932739,-0.04137967290564387,-0.04666172021388962,-0.00779689258306211
WNT7B,0.015038409533030884,-0.016156935940381832,0.04949653892366559,0.05933340585286807,-0.020215035381950006,0.024605564256233958,,-0.030812111148159783,0.10261317433533161
PTMA,-0.07640494237747533,0.09924432174384937,-0.0297199933897029,-0.010875399865625848,0.006237366208821968,0.02872766650674142,-0.08355941261379748,0.02307577934101393,-0.10827567157207309
CEACAM1,,-0.01239947655998234,,0.01610093924330618,-0.016745996129576765,,,,
PDAP1,0.0650530298009621,0.007597426114371719,-0.006272810447854721,-0.05143301562268596,-0.06369573583931282,-0.019515004005691373,0.010675414153537599,0.021653134770295866,-0.11150929086380344
QDPR,0.08916008207745595,-0.0420899569786755,-0.008242034646285822,-0.05914142212572873,-0.013680860009147772,0.02892267189645279,-0.0849601942394933,-0.03931141482418137,0.013913350890647228
POMC,0.14241381377373258,0.00756292209665803,0.004340750857221363,0.020450156004647203,-0.012354528249030876,-0.031381502604550006,0.07103010766239863,-0.0129647604314332,0.022396274213765686
CCL18,0.012423797765156445,,,,,,-0.037729032092444395,0.043398714435728285,
CCL17,,,,,-0.013279517579130084,0.012911679700306966,,,-0.01410755575625069
VEGFD,-0.03723817796503548,-0.017759762473052297,,-0.027632064879893378,-0.014148202783512946,0.029580960791899997,0.03742325374486761,0.1998426246951899,-0.01511950446204917
TNFSF13,,,-0.022238336580931,,,,,,
WNT5A,0.023533944294091964,-0.021655894766688652,-0.031238206329689135,-0.05101555485516655,-0.029141844027145647,-0.050083876402845964,0.04936891217888165,0.07291738920867331,0.003662292097249718
CXCL8,-0.10934480989579673,-0.016629188925073327,-0.0316325914266419,0.04491116584303326,-0.037417972683568765,0.08060513832129565,-0.02871877034717187,0.11707615852335228,-0.015483140726346704
GRN,0.021033775851914318,0.007469591746528397,-0.03137503206329225,-0.009114252818196106,0.047769307509689,-0.06826576845809738,-0.024121405191946464,-0.002009686168209151,-0.00683423733424257
MIA,-0.03291740443083816,-0.015794290753198683,0.08222202398381023,-0.005643877828284367,-0.026101067462027047,-0.015127749603013715,,0.032711444533805846,0.01293927769162045
COL4A4,-0.006785392433921309,-0.02656129277211427,-0.021158794757797753,0.03148990706246696,0.006123350369023226,-0.0015342325625258228,,,-0.020086416828878264
TAC1,0.01874861714635926,-0.007049206866422697,0.004559040144387304,0.040522962734968256,0.06366566667539264,0.026963327294504964,0.067802509870161,,0.11837949132802526
