,MGH258,UKF243,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1019T1
IGFL3,,,,-0.01617970786248408,,,,
BMP1,0.049192416332010165,0.10641097738972492,-0.013231647833404402,0.06629563264866137,0.0057230521462845,0.021679128749469714,0.07567114690497413,0.10857172258768166
NDP,0.057075109084991374,0.13957888378910369,0.052426115094409205,0.03050403235632446,0.0008370540673627564,0.0001982771426355541,0.059025331427764,0.005905385356610528
TNFSF18,0.13192955236581627,0.007509929996611037,,-0.0240263804476484,-0.02602846972513876,,,0.018828124501295382
RTN4,0.03208394576766131,-0.07720939449988448,0.020140138156525267,-0.0944372634295624,-0.05682451724675484,-0.0208679670917539,-0.042691827867448275,0.05835989356309642
HEBP1,-0.014116025668842225,0.045551083250327945,0.015082448003604275,0.07437521911003571,0.015513144049660943,0.015055489022210197,0.031136428559081036,0.0033161183366669927
WNT7B,0.23428960065122792,-0.01877166581629798,0.037317554421992215,-0.06696731113641359,-0.0343096494812197,-0.04217692802516731,,
PTMA,0.06676446370964167,-0.18600189879736373,-0.02000606238630671,-0.07810079570870314,-0.055109116477110434,-0.001500351526072318,0.08625066588786216,-0.01508579072324491
FASLG,-0.01863582991378176,,,,,,,
CEACAM1,0.009431853414807173,,-0.026750815011895,0.0676522232541861,0.036311632039805156,,,-0.0130932477436708
PDAP1,-0.06115994735427201,0.07920381160696667,-0.01207460339398149,0.09349531072198716,0.017886471389187142,-0.023836911421585956,0.03206901115510819,-0.010203109093793935
QDPR,0.1472009664464295,0.05668906032700241,0.02123529786555928,-0.07751366442349926,0.020966661457033155,-0.01385790485075326,0.14827995760360901,0.00358780176032226
POMC,0.029994543187667547,-0.05782622645635238,0.0007628492521558435,0.05855569528861287,-0.011331239581280761,-0.012160217394539024,-0.03632184465937905,-0.0021663527451214666
CCL18,,0.014225820331053416,,,,,0.13304534052308295,
CCL17,,,-0.024470845264474676,,0.028308995763344672,0.002028273911210992,,
VEGFD,,-0.02013389073670161,-0.02726322393322705,0.04593033108551047,0.04783078880985205,0.012907862281803578,-0.020426090459502378,-0.031008997081202142
TNFSF13,,,-0.016879441389745672,,,,,
WNT5A,-0.05182237699855111,0.05781141621604608,-0.043369229495223094,0.08484047183573051,0.024270952979393298,0.03766472148032449,-0.024776248570483352,-0.029043104056798896
CXCL8,,-0.10500963697945997,-0.03452801777106596,0.06432252193154513,0.02864783625811874,0.02335262738543546,0.060378171062743194,0.11911099979126936
GRN,-0.018009170983694155,0.042480648135180835,-0.02258531322554759,0.0468897723777034,0.018050819541792787,0.007069005911505294,0.06870877228511015,-0.02279485460853254
MIA,0.05033059782872213,0.02040537865275814,-0.008485259062578961,0.01479762861900396,0.04958357821632337,-0.030199266742240726,,-0.06794799973285612
COL4A4,0.15556429245449602,0.10175180363669334,0.012409031952369464,-0.015943901156957832,0.023184492678247296,0.011883252715184187,,-0.04001844586904727
TAC1,-0.018635819774793498,-0.058343291672008024,0.016198819063900787,-0.07853478920060027,-0.07870734090489964,-0.01282254961621109,-0.07565640474804733,
RARRES2,-0.10666870788752773,0.012995148356216091,0.03247014088364249,0.09516404980297091,0.07713335948122625,-0.013231384415548402,-0.02385621219526679,-0.08429497274952377
FGF7,0.02234939636597723,0.0182087629986996,-0.043376843706160066,-0.04543769070585858,0.02362807986620365,0.07202220349261822,0.004682502239668312,-0.017907756492762196
HBEGF,0.04164375927927736,0.023579156693113754,0.02562586727265744,-0.008479975073210631,0.07706995144574078,0.03205086445659741,0.13154003139741352,-0.025771928922779717
CSF3,,-0.04658433312656396,-0.019427543478886148,0.028512817518823983,,,,
PI3,,0.05539020657663156,-0.013106642064121527,0.02118535364708025,,,,
PCSK1N,-0.03674792261834272,-0.04179782796308243,0.018890747383221964,-0.0012721322888076798,0.06469359259993004,-0.044850779728018604,-0.09689519878878161,-0.038967330298784165
