,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CNTN4,-0.048402990056343645,-0.03150285930423579,0.023726920071040925,0.06089981163980213,-0.016831415313682072,-0.030515834543814187,-0.018499634335642667,-0.03683718762672707,0.0423655104259881,-0.02685846836359986,-0.05327103304947546,,-0.02314118755381323,-0.031800216016469735,,0.12097168942040387,-0.0026449976952874384,0.03355016115642593,-0.04279778286878348,-0.04830292346620593,0.0524226687256524
NTF4,,,,,0.1279764294308112,,,,,,,,,,,,,,,,
INSL3,,0.006271458988228657,,,-0.023059531460748215,,,,-0.029273837113822913,,,,,,,,-0.03336796388458463,-0.02118190533815623,,0.01605977276514622,-0.018080117521949317
BTLA,,,,,-0.03660248432262194,0.04811144015559073,,,,0.0490631719223131,,,,,,-0.012571585998995312,,,,,-0.017482569625932014
MFNG,0.0031893990031067808,-0.007704601714725107,0.015297911491010296,-0.009023159988628642,0.0015822916229717488,0.05593664637613522,0.004049163849124554,0.1477670302443311,-0.01626201014082306,0.04875914376565156,0.020234786968768913,-0.008485449221515638,-0.005335133725561504,-0.007130637342986526,0.036898221665221234,0.02849455138119824,0.007361832614290128,0.043251339437209546,-0.037978041562109176,0.010003980376267948,-0.02610689805271892
ICAM1,0.016545673121879264,-0.03041587412519489,-0.016105761356310224,-0.020852984451566768,0.0663286242257889,-0.004546611719535653,0.06269769623051129,0.11247312698311378,-0.03903910497337722,-0.01119642701706734,0.11167312184046588,0.033009745399424306,-0.01738254975636723,0.035292515073877526,0.08775143271258827,0.031323473231429214,0.004738475207407349,-0.029856281249468486,0.07379302989593102,-0.05835154590701952,-0.009657236805289592
PROS1,0.10745972973061331,-0.009960418777507994,-2.1949867432307806e-05,0.06360810393755675,0.0788556746237138,0.027696154604737695,0.07889471907453653,0.10373568737287339,0.03427894415868727,0.013746079703065283,0.10240391117826027,-0.011671644631953356,-0.003275936814467136,0.03404829995501462,0.020835353119729342,0.04582479073440872,-0.005583150311964064,-0.05932135919602126,0.07852612073757341,-0.08422698438860203,-0.026411239234769242
CLCF1,-0.022693457851326367,0.0731527202514042,-0.0030001977223604445,-0.015018155194738118,0.08686774250077484,-0.012955870191014988,-0.019822219925987424,-0.03294130198430429,0.05126662409205297,-0.037481194335525006,0.15116030026060465,0.05213997779666782,-0.014169932624741612,-0.07657389528640673,-0.0512880418750952,0.06083951971706013,0.014542495165720506,0.046600224131537187,0.12965569139467595,0.013247942080566762,0.017916826082853998
PSAP,-0.014926159647620741,0.03539275216465124,0.011525094678091916,0.007377000778068913,0.11861286330367674,-0.07182937348863477,-0.06255045925885416,-0.06069826688710059,-0.022054213887222406,0.04935240303506682,0.15526070010559964,-0.009988830433337665,-0.017610951624160077,-0.002061533463040345,0.07719327563899059,0.01332126083020557,0.03422087408981995,-0.11889834743939451,0.07438641427058842,-0.047655045626704036,-0.12011050816468474
EFEMP1,0.10315257099532632,-0.05142052572994832,0.0642287631351356,0.07034981859716653,0.018439413263761553,0.027807685879765745,0.056623521637018455,0.0957584801775105,0.012112923951497613,0.0393622887108435,0.0910960076033756,0.039230012332241444,0.061166383830397186,0.030921189633644226,0.13523939517444622,0.07098357383026555,0.031016209354640698,-0.027882128119527217,0.0824157398790031,-0.06776694649857305,-0.05297277406055674
C1QTNF1,0.023660925949391502,-0.018756823310798927,0.01938335622229131,0.02260560913706287,0.01158362224072515,0.0667728056195755,0.025684337865070968,0.08044468611932959,-0.004081928816180875,-0.019636188722105305,-0.038977753001508755,-0.002717689302365161,0.025935387320031034,0.06581887048430705,0.03129369029594561,0.07567835198194661,-0.020126354568335836,-0.13268257315886858,0.06450293694952614,-0.022507378629957216,0.009143024651502515
ALB,-0.02658149049141685,-0.015246710781793942,0.019632258864676844,,0.033230094570999624,0.02567678683501768,-0.020397087606026796,0.008342970251151863,0.014763337088109275,-0.018559507365461966,-0.06846281083082527,-0.017798497122426583,0.006676041236354185,-0.03624121351165566,0.018156953250820076,0.04290051083104157,0.09806275727819079,-0.03933695350765398,-0.014784382909653294,-0.011853820187016993,-0.02044428342801656
CCL13,,,,,,,,,,,,0.09422986549630144,,,,,-0.02227274816009,,,-0.02327664342296547,
EFNA3,-0.07582373227566969,-0.029318277692566654,0.002510890496676969,-0.05575778265608162,0.020146960266330234,0.04090512669547631,-0.015257702089910563,-0.07979079839876173,-0.030475300596829784,-0.016490610532537385,-0.07515492513639246,0.07578902127968365,-0.005014271824910599,-0.04348432694563397,0.07608109326278564,0.044097197898235775,0.01907793062051495,0.022299116415588092,0.010339811565950551,0.030716711154087223,-0.05909543411345744
DRAXIN,0.03882730324686046,-0.03697644624297294,0.0019944308190205057,-0.04692556260540773,-0.054083045635910335,0.001072364314134698,0.04112994254634198,0.16611910103368782,0.037020995446906874,-0.014902373665346219,-0.0262041923002474,0.010940160424395884,0.020203397535107886,-0.013090063478063522,-0.02653373371461488,0.020898164421929717,-0.048063997136014724,-0.08708374302801762,-0.00812862355106827,0.056531224279291734,-0.06648838481568124
RAET1L,,-0.018206539378331495,,,,,,,,-0.017848946263185003,,,,,,,,-0.002145463897844695,,-0.009362645194083464,
NPTX2,-0.06227707534969609,-0.016508106880216665,0.03208103474864472,0.009109274159872345,-0.013638958543163854,-0.06146940026889897,-0.0888331005242053,-0.08259461856114757,-0.03399582472400257,-0.013638168040710205,0.10293941610555257,0.027368198586472995,-0.0017215827980741594,0.007315934870288402,0.09533543594440606,0.054117946078339065,0.002335947186400734,-0.026662221338349952,0.02265217111399251,-0.0020501226188765105,-0.023420233531711677
FGF11,0.06050652476147889,0.02092050692449859,-0.012701887855411802,0.027633571679145815,0.0019734253185327336,-0.008974517785361673,0.06693680785876091,0.12323660842254279,0.006716984785985608,-0.033777672191620374,0.04466786729377414,0.032270196850647505,0.03142998936424805,-0.056039117751599504,-0.04390381000638904,-0.002667035597951486,0.004323197254105527,0.020723000287368863,0.02179530767865191,0.014111569775834915,0.028651744725477102
CD59,0.022963398562602398,-0.004814371008452562,0.01600485617191257,-0.02181609029180634,-0.05240806853217734,-0.03507722671121653,-0.023104305249610546,-0.06037239037389027,-0.06202079704005165,0.0037429553641849657,0.11053304202818712,0.043011171329535025,-0.03042228671251092,-0.011003469387839047,0.00911389330986967,0.02897458823869356,0.03697467712418017,-0.0795420026081655,0.0854218627290769,-0.034883843528104475,-0.021809939249048664
COL9A2,0.07646532221532937,0.015614814400344379,-0.003163878262341068,0.11501747041938104,-0.04661203384791108,-0.02863426108595539,0.07712208011785028,-0.007860536021566058,0.05877906480872383,0.021174969714116074,0.04080426422767937,0.013177982281548315,0.06232695683523619,-0.047308310013861196,-0.07865783153171749,-0.003376368328282021,0.02990934172205692,0.06565281405043825,-0.021419617767287787,0.001295389438353502,-0.02826233153207194
DLL3,0.009191529188566338,0.019379921639291593,0.0022226336340909246,0.09922942604410405,-0.10288581493146996,-0.001661148723298175,0.06683017241813456,0.04239925681513544,0.020148553297594855,0.011321521128372482,-0.03224424368000424,-0.022807343704601333,0.013293869478091438,-0.02575707807110065,-0.05107869506188055,0.05620632681250089,0.014268692401383164,0.13882293410509433,-0.02984540560936776,0.063904845555953,0.029239529456444667
FGF5,,,,,,,,-0.02894136296299688,,,-0.018409275054829758,-0.023529182404084355,,,,,,,,,-0.02459042707509846
LIN7C,-0.02083424525300882,-0.04459862480583463,-0.02931025571914773,0.05891315671423599,0.024362339647482967,0.02790577583655376,0.036286655343375794,0.07102595544052838,0.019238276329292217,-0.017235336155812755,-0.07324083925354968,-0.007410685360487453,0.04593135699176985,0.001039252651796878,0.05232417708222351,0.002175336615343029,-0.04671286738538374,0.047653132732536664,-0.01421960697473595,-0.00977706426963161,-0.04511785792376634
GDF7,-0.02925907134755683,0.025680565269282522,0.0763001753377994,,0.06378070026082516,,0.036160610591057435,0.019756041148833205,0.011170200895896347,-0.016340631958902088,-0.03383911092862502,,,,,0.15674326074788486,,-0.018381914890820465,0.005021205714869301,-0.016869413338396016,-0.025790422826663603
PSPN,-0.0399355479289781,0.03415478701038748,-0.03141283203460005,-0.005842127550093644,0.014980600267079704,-0.010494899038268241,0.04909219571028179,-0.018174280299570675,-0.019067973547388716,-0.021694425219367514,0.0693190091086487,0.04620201523040816,0.0010085954531740343,0.06391698762334729,-0.027788735901823923,-0.03569561374388417,0.06222240329492557,0.02594585927856893,0.07551940799086078,-0.00793511911520761,-0.0009842791541400091
ANGPT1,0.023996830497944023,0.052420545662776374,-0.01574145638254246,0.08179247204652616,-0.04487419891480616,-0.016891579195114994,0.03969748359853218,0.08459471740619658,0.012009288339416023,0.0032800146642566717,-0.026636124986403015,-0.009094149376365768,-0.002003153831206236,0.0412627293323118,-0.05650379249144164,-0.004928982848328223,0.07071231777348284,-0.04086726703431316,0.054104483284837614,-0.04308326120430058,-0.03598186087673746
PNOC,0.027877854187115435,-0.0431085014856248,0.0013020711504649492,-0.0030371025643722133,-0.01173030591491017,-0.030971100973464775,-0.0710380755375105,-0.04401853738127386,0.013924635571332687,0.003724127574540697,0.021533288598026768,-0.017798497122426583,-0.04227667294712566,,,,,-0.019547409151295114,,0.05287600994980135,-0.01866035973057703
L1CAM,-0.02757603406417648,-0.010576179312906789,0.01835498853260061,0.06672410163815409,-0.0326918690060579,0.02267630344702929,-0.026942081263536904,0.0002079479231511934,0.007480647998366643,0.01231522343336533,0.08498800978907294,0.0385529176282565,-0.03261178302514325,-0.04163292589034663,0.024398745277764193,0.022543818593030326,-0.018200347931326275,-0.07571956962981306,0.033701862942623756,0.026439773438190803,-0.022710548758381216
APOA1,-0.06285428123542967,-0.0257803575417967,-0.01088969588547336,0.08706521957381061,-0.01034782729019038,-0.0052224965617077,0.05125997522134243,0.09353776767892213,-0.03811962833623451,-0.02644574395728984,0.008285871964507252,0.009083470851735225,-0.006637163673325453,0.052973034580335455,0.004039746325291464,0.04132838369035163,0.01228873760880437,0.05777414116904576,0.04945941676037443,0.011791286984183283,-0.00945256155959645
PSEN1,-0.05300791368936047,-0.0018025426989558236,0.05651763290296854,0.01973174691024375,-0.040011381562715664,-0.058671275121677406,0.003569716259068308,-0.031596119225760035,-0.006747550222050967,-0.0026258676985615533,0.05759340517197507,0.013138890580088856,0.033893712339252785,0.04363860466517382,0.004755169958522805,-0.008719405429432114,-0.0008293214562889652,0.00639069628433312,0.015639677555902422,-0.02768703627022793,-0.0585721885865882
CALM2,0.018942300921466544,-0.022813523309226057,0.018514892036957893,0.030349471081264064,-0.04600460805149042,-0.07275764056411704,-0.04083692187523869,-0.16104444956085484,-0.039312005316460376,-0.0012777901404267928,-0.05682492276586821,0.017452808188572994,-0.03485456431041297,0.021452569690122054,-0.07408339357141247,-0.02685337082662607,0.028324853689401696,0.05064875548548527,-0.006090773605301852,0.0623145837466117,0.04935014869360901
CLEC2B,-0.018553222379150983,0.0038449260481082607,-0.0025554417877284175,-0.0664797075159345,-0.02599941091585567,-0.04110691426630545,0.00637701724765549,0.12749781750129535,0.01698353446792025,-0.03786031145912102,0.09010008772982746,0.03614486763901921,-0.022632371005942682,0.05425792574128506,0.13179878658175678,-0.029995714304545243,-0.009627322540833845,-0.0374986593457356,0.0652707497779666,-0.05125156908649317,-0.029446516637207047
NTNG1,-0.039810757666019235,0.015029674169035492,0.0228987761872445,,0.025453094383020597,-0.057569560028140815,0.09833904015293715,0.028540100563405692,-0.06359815016385621,0.0009539141241410812,0.05683504921647283,-0.002654953468450184,-0.046310558352287756,0.036046471912473295,0.03638173996491902,0.09363908247914421,0.018902315817561053,0.09023753253450582,-0.016609132080720422,0.049784968684494425,-0.0034604126798050056
LRIG1,0.1010963658198033,-0.004703277175060807,-0.016096802504349386,0.09365956609126327,-0.06653399242907784,0.0813648386080218,0.04773097492948649,0.006200488323829251,-0.007348912105730214,0.01188793094989994,0.07639552950024338,0.00231076616845584,0.015119124775625494,0.026668345119438667,-0.03755485954160246,0.018833289306908887,0.07756131800592417,0.13357177620460453,0.07721676377791847,0.048116876927694265,-0.008807791355625117
CPAMD8,,-0.017584954666817653,,,-0.006148304024243689,-0.00872594458444214,0.008471185184129204,0.002648931523818236,0.06289010850992498,0.07666374916521124,0.024228647924838004,,-0.039463195377350324,-0.02863854652260201,,0.0018177015040730072,,-0.020650596846862466,0.02175563697580425,,-0.01894448962982637
GHRL,,-0.017600142688456707,0.024058227399628485,,-0.01968177804155408,-0.007153939082113699,0.04501697778176705,0.07854026222545091,0.007636263587844232,-0.014902373665346219,-0.020531605460684964,,0.11309423983036278,-0.03858527907056484,-0.029976464374552692,0.06371326300481175,,,0.02467009568341043,0.12722050628663548,0.04273575051608966
NPY,-0.049872714428651446,0.040045310478879693,-0.01052082468176744,-0.019594035817285912,-0.0037745679049071743,0.014216051218752917,-0.03923971022114497,-0.04530770080273196,0.043330399763808175,0.016153082871136922,0.04731515738661582,,-0.07108686287150832,-0.03344362062571626,-0.02472299264525123,0.009045351364404904,-0.0022198256567991493,-0.06213810093078411,-0.02822489536941726,0.036448890934935745,-0.02283076644376172
MMP2,-0.05119058801110243,0.02475665181576721,0.08240440518170755,-0.026226505298615622,-0.04894192418868605,0.0278961096613962,0.04643699637415509,0.14037851180527133,-0.004915330408071202,0.09754940483596804,0.0455640618108148,-0.05955964238787113,0.008171824227907054,0.015063307470264227,-0.05966762613490163,0.12688336938716707,-0.010818394526740488,0.002023544112967265,0.05701634921776675,-0.0010620848766414127,-0.04701324303706477
LHB,,,,,0.07915165387481368,,,,,,,,,,,,,,,,
PPY,,-0.030699823301675956,,,0.00422193760273991,,,,-0.0237313430268887,,,-0.016462816161969773,,,,,0.05278020131954211,-0.04287912449018862,,0.015935702747723293,0.0024495797848379285
ALKAL2,0.1449176243137337,0.04581920879335698,-0.013994255040053723,,-0.023409616837742633,,0.022136939463652514,-0.016465611702032475,-0.03569542956958036,0.013429124091695428,0.019426932250294515,0.05060231248469748,-0.012395117393606802,-0.045780158067325175,-0.05706523303688783,0.01761597282932265,0.0265103152485257,-0.023235130843057936,0.07012535790163973,-0.024212980396769387,-0.03412178930701932
CSF1,0.09236743411709097,-0.05755885739596338,-0.034843181262411205,0.05931243460578603,-0.0023563944358683682,0.024517532720034586,0.055815980113494645,0.05902277246132,-0.021996904869069907,0.04588619020450157,0.034174308283103146,0.07641684551488447,0.097812208115395,-0.0658933132316766,0.06226922264272996,0.009338607839066117,0.05398829353312324,-0.06770787344808887,0.06219285358077652,-0.017184258596067856,-0.004588191377488923
SEMA4C,0.037722838042552546,0.010639909219195765,-0.0018097814685258265,0.003338052934560732,0.000581642632567211,0.029487889908307145,0.054638219295863606,-0.03221898431349124,0.02656955240301768,0.011584763064405394,0.06735792241218379,-0.001433689931327857,-0.01776591055503164,-0.010216724895742572,0.02578274270968156,0.022996784940912746,0.012365362523612948,0.04562031871259851,0.03992578205924069,0.025777973018574603,-0.05358300306139147
BMP8A,,,,,,,,,,,,,,,,,,,,,0.08554830123971344
ICAM2,-0.05376647077882048,-0.006353158347392476,0.013161850107627866,0.04691235312075221,0.02956486413207742,0.01685396534910912,0.02604979621433837,0.06761257816293963,0.04522426361805633,-0.011936252335044983,0.019296201483085536,0.07335154613140632,-0.007050231782793353,0.007826270479271256,-0.10340046630684858,0.09960677908434254,-0.009714084799946282,0.01223692480264458,0.07680667884863365,-0.021370734661422877,-0.0029144564147785697
SYTL3,0.029108424749066397,0.045013366843433066,0.002136329308957966,0.012299222806179014,-0.030272214417184577,-0.004906005677306018,-0.028015474052456385,-0.024999795297637774,0.0009700458060029861,-0.015665437811282323,0.001653956805766303,0.006631232736321852,0.005138534897396239,0.010529667280789417,0.11548985381589116,0.15806634088429225,0.011275348024149102,0.018612825376219236,0.0012214180436620238,-0.0012308620941886474,-0.006622128435999764
IL1A,0.018010310490361083,0.06205258645834056,0.0426239478997197,-0.03711171131736622,0.047684250246769255,0.007979025774211317,-0.029135868779294118,0.09326791399473693,-0.03566316025581762,0.007288956162562487,0.07000043033312298,,0.0033266921192871375,-0.06253086226727425,0.13863777703123362,-0.06764312399603432,-0.024086962229021888,-0.022941522710200418,-0.012527563492334267,0.028458912752445574,-0.010692787022958204
HLA-G,0.015551986137754709,-0.015566522191922163,,,0.05462024940611933,,-0.015736704217629453,,,,,,,,0.035094921264787755,,-0.0401253719198736,-0.03483081760989764,,0.017237144904536827,
PGF,-0.07393318884117074,-0.0012629285785785802,-0.014087362941314557,-0.06382008505471133,-0.05334180944773521,0.02029721778375576,0.02088180552701121,0.13376198482684132,0.04475449032745048,0.017300603488861362,-0.02984028551021896,0.07226061700181004,-0.026862430984078534,-0.045995887847356025,-0.05136883379143138,0.18308088705913828,-0.014737616356568565,0.06110061407384614,0.07611041700173865,0.012311795492361567,-0.04930175894776861
LGALS8,-0.07553253459683329,0.034104799092027946,0.0030918596058914453,0.030276790786008898,0.025733909426354118,0.02981633956073124,0.042979896290344835,0.1020968119883262,0.0014978400802468817,-0.012731696956939686,0.009234108912820069,-0.0009720623664670181,0.04528160268324344,0.01136121370428023,0.028286410306804302,0.042135863909382,0.009450589049107852,0.041121297928865715,-0.012388939349463078,-0.015454591783366308,-0.07010548704430976
DKK3,0.05245578137645018,-0.021591604569174805,-0.006619841628247706,-0.013220204655049906,0.01685766607313124,-0.04056222050214358,-0.06235549319611703,-0.1132660770879028,0.01045566108165907,0.007567932647153705,-0.04025156416530876,0.011911956951717621,-0.0496382889201038,0.05287187569083642,-0.09555963950795432,0.03700670201689983,0.018419009987290895,-0.013161630246012475,0.08046134736858016,0.07796882703127998,-0.06503807475823477
COL16A1,0.0690272739033189,-0.003787430231685464,-0.0054536427814678235,0.03717961186370743,-0.062126053634103874,0.06571437285857855,0.06383113482981402,-0.04607009198799876,0.03496491160328174,-0.00829247912747315,0.014124094751933863,-0.025798930628069885,0.05479061684334736,0.02879742145047981,-0.026385066449230964,-0.04841471087057186,0.0467689836422141,0.029330959278155943,0.023583328148229343,-0.0012257382239633647,-0.029699928899479797
TPH1,-0.008999758631154861,-0.02057050426878485,,0.044060851224846,0.04549702021525855,-0.0028180931922943348,-0.016675232611187765,-0.031123028853487632,0.05621434485998506,,,,-0.025713358920728756,,0.08280408385599848,,0.08640595741182595,-0.03343831829135641,-0.042898029945384795,0.0038277388444262735,-0.023736414549463312
TNC,0.06835393203924016,-0.0005457201119650301,0.02686030297001369,0.009447095808233379,0.08532482053422458,0.025087538894570337,0.06363638939849894,0.09598723022798913,0.009221336361790651,0.004447417111937632,0.08774014937640662,-0.04516217423242173,0.03575709900617798,-0.03741065182585634,0.06965903350776582,0.05864182022309305,-0.03442344711231721,-0.1352654692807556,0.06275960526597821,-0.04179910691880116,-0.00911807861193619
TNFSF9,-0.04454912487234492,0.0033907903313384244,0.03140481971691988,-0.01567536325499732,0.005122515894258325,-0.04265752017987264,-0.0018555086574712151,-0.05142942961152495,-0.025138756458512376,0.022477850951076704,-0.047008347590180535,0.03103453610307204,-0.0436258161763432,,,0.053426871246103486,-0.01166204934354623,-0.028006622942615658,-0.022019254234368194,-0.026070771350768424,-0.008697176312849596
C4A,,,-0.0137907110707796,,-0.028162618082309902,,,,0.011563079868049508,,-0.02215422675969965,-0.0195228112993466,-0.007257758515312511,,-0.03782417327566409,,0.04421298450609278,,0.020033270943108215,-0.017047329072284536,-0.021853318733732554
CNTN2,-0.05372733725186838,-0.015839225244484778,0.03858037767079639,0.012763017317039705,0.0024623400456621003,-0.010832204055174271,0.06368043648164075,-0.07137306124058383,0.02686654793086733,-0.0024204234933497566,0.11754968398186258,-0.020671542544762778,-0.027932780092576017,0.06283501014979297,0.09387416793521346,-0.013089440542041782,0.013608545396944196,0.1392404948188132,-0.031063743643940316,0.09444199445290313,-0.028802073856979592
F7,,0.08062678887317953,,,,,-0.014482487106762242,-0.026181342412155608,,,,0.026221002214685936,,,,,-0.031242288579967446,,,-0.016869414969627065,
LUM,0.01632390570058784,0.014765304207949135,-0.02033230776485476,-0.007301187825350537,0.009221804179461628,0.01987814056774962,-0.04073689732081259,0.1966768912566308,0.023560881779697326,0.05007078700919529,-0.02463509847864312,-0.02071106470769169,0.0497439929276078,0.03000077392392093,0.03285004512119999,0.09660517694750007,0.024110202401354353,0.0027785849399042596,0.038312027662339,-0.05989368294685656,-0.09780024097550961
BTC,,-0.0182065317947227,-0.021580013466729865,,-0.04124768092810419,-0.013715317745981975,,,,-0.02692099213454697,0.012221701189091615,,,,,,0.054632023507553064,0.04668449616824706,0.011264192110414786,-0.016324858461135527,-0.04225301050378901
APOC1,-0.09244417656982895,0.007675789432277861,0.027291206644361132,0.040834637166119854,-0.059281030471718836,-0.05723565674806941,0.059281962698716495,0.1894297832183197,-0.04248400270920545,0.03259631260455346,0.07570869511714869,-0.007635499256257541,0.034996905262951246,-0.0019067279467496706,0.018751776093528967,0.032736676001810086,0.006153380533437025,0.075149748576902,0.030470918511781783,-0.007359446703956436,-0.06682968070702208
PKM,0.06434895393902186,0.013764493731271654,-0.011587397403808364,0.04489186845130868,0.1060545794070734,-0.011805279156844829,-0.018289423746927432,0.04072403515351248,0.05876879727467237,-0.013773439486173144,-0.029032639801848944,0.029225114921108547,0.029302073737323266,0.0002972368454922588,0.08139176627123176,0.05203812186413186,-0.05033931978986145,-0.10889582438252667,0.05084060368135089,-0.03879217804891287,-0.02982919441239631
TNF,-0.007443492230406694,-0.013952215165036745,0.022439528394455587,,-0.00841345669145465,-0.009417278014255147,0.00781429607941922,-0.017900424705159946,-0.0500124258930649,0.03082440627952013,0.022013241850012712,-0.02533641537776096,0.06756278686920979,0.064880924540332,-0.04178395290941944,-0.008386015755540693,-0.001885108065229476,-0.02144292532903285,,,-0.04780697978089587
GNAS,-0.029005253366610265,0.01774493993655993,0.0633810687239846,-0.06148890681115111,-0.09878274557399981,-0.027411850547674557,-0.03716444633371236,-0.053302832493727546,-0.030538737911950577,-0.029385270566587587,-0.11585004316938076,-0.07807836130322332,0.021535000651948823,-0.0891213702733005,0.020616197842695437,-0.02847666210433635,-0.11988741505683534,-0.023886040073445792,0.12799245199800083,0.07739019806705613,0.011829190484140101
BMP8B,0.05617070974103191,0.012228558373212288,0.024361232196777136,-0.017622664442864568,0.06056950195277006,-0.029348653250708484,0.07123510351332943,-0.01986458601684174,-0.022841970247806903,-0.014466304848112059,0.07816730275275828,-0.031526254071934386,-0.006061829778992078,0.035521456836116974,-0.016636106632741145,0.07239431027935399,0.04379156032999354,0.018772435293225,0.0037892801788582085,-0.037881179206506965,-0.0026261608562486846
LIPH,0.1665547982567049,-0.020570499204487527,,-0.02088047333260706,0.016248431512718244,,,,0.0017948990369103493,,,,,,0.04253157018863732,,-0.022272756351464966,0.11084089179052188,,-0.011800570628710568,-0.0032952369018533025
CCL28,-0.029259045664289843,-0.02893496595448048,,,,,-0.018128983884980892,,0.06392695881781955,-0.017110583966572966,-0.02751898935757411,,0.07800936800629991,,0.20573695307851486,,,,0.03472362509538601,,-0.01260098291152464
PTPN11,-0.0611367129267185,-0.022111188837324495,-0.026957673577832943,0.02951503774969979,-0.034637626293050505,-0.015443130624391784,-0.03583049518221103,0.03979155426120588,-0.004443111401411041,0.04035291277551278,0.04871878814404833,0.017514382521160072,-0.022313254727005724,-0.01740741964931672,-0.01015300904054159,0.008688649989940676,0.027154240259475982,-0.027822050287250287,0.03247149617958289,0.002978088089467597,0.009208136370374034
ADAM12,0.07230627411947903,-0.051161665128310586,-0.016422071642466073,0.02806191058622024,0.0015938885063734825,0.0029486471519609126,0.0733297316215503,0.0807626247392334,0.03093082001064547,0.018218821675596786,0.009204312421524283,-0.003269138323709028,-0.0012778830316031446,-0.05090409849667508,-0.13944702885529758,0.11083246516944295,-0.039589436383745145,-0.06335913194350651,0.11801086133829115,0.014263420850612867,0.025122384244021825
EPO,-0.03940218142025344,0.04603837676845833,,,0.02170004304456299,-0.009075761961045708,,,-0.023731344062766512,,,-0.01618308265401484,-0.0257133626968226,,,-0.03416707990133375,-0.02418878221557176,0.0406920813080297,,0.05406215607512518,-0.013400098084904473
EDN3,-0.010192085222275573,0.03224937172779265,0.021221892003893263,0.017122652733694663,0.04344865720269357,-0.04622963985393036,0.08966439480583793,0.06558279639686895,0.0031246255600526672,0.07705234779399063,0.001472418333575159,,-0.02597868633256115,,,0.08095675403123953,-0.010947185598583514,-0.03513174719951802,0.021233199414513633,-0.033900688249482634,-0.0243478806576329
CCL22,,,0.09691873602538788,,,,,,0.05199793937066904,,,,,,,,0.02032813441540465,-0.022705977776377916,0.02817255208537197,-0.01416171772500927,-0.020706663048223013
CCL2,0.0975590873901357,0.040692715170347366,0.012477567857447571,-0.050026491736836966,-0.02327035366380906,-0.014284744210058486,0.030483555187338873,0.03649468282121186,-0.014478750387898722,-0.060694089624744665,0.08996056752672192,-0.004804431269344239,0.01009861243824594,0.03912771629624788,0.10786863359291403,0.04342608693350877,0.05805308044413526,-0.1199768959700602,0.04911202362337652,-0.03342599663146463,-0.007188088790922819
DSCAM,-0.001806643997708524,-0.04300272829899421,-0.007293275605761561,0.008979051144499086,-0.031797680154544344,0.07735372253640288,0.03843191841779633,0.044711356510134595,0.02320644497608187,-0.00794784759747887,0.0576366775685516,0.04076503909542602,0.039620570402874124,0.05171912706989123,0.0019754563360257584,-0.009171473184865291,-0.012578046873371346,0.15279288165184662,-0.04156125526159675,0.05386785521097633,-0.0016745819616809496
GPHA2,,0.036195320817296046,,,,,,,,,,,,,,,,,,,
ANG,-0.05716751543912015,0.06102901417251354,0.04568233352221316,-0.052646810503076624,0.07030488183977057,-0.03392722410034027,-0.010534882090249777,0.09124662819240988,0.04815658046882676,0.027333366687552398,0.0485046737953658,0.00717011881145349,0.10029131729729157,-0.0257284601017832,0.08170254132421285,0.10552613327017374,0.06692334377062917,-0.0019306432034594833,0.10288592534345084,-0.0370754960384428,-0.03181478660093234
FBLN2,-0.01632231258831051,0.025245032259940202,0.009538232665549483,-0.028631981513842965,-0.017672282524721937,-0.008716832797657732,-0.052620829203224924,0.03692370585826338,-0.02322192989425865,0.0012130009312652065,0.01788559387521273,0.07575462927225073,-0.01176017131621308,0.04877016320501155,0.05569687572978775,0.0640377129403833,0.008433333615364576,0.0033604469553579976,-0.0290930204525584,-0.035069547817238415,-0.039904341281551
VTN,0.02485991599220132,-0.010980360012473107,,-0.02436094238098534,-0.015696971227199468,0.01677285025621216,0.0745628965785133,0.03149290067798137,-0.008635047081931684,0.02811463429057435,,,-0.004761790543988443,-0.024288449395189968,-0.043416502738689015,,0.004267491391796315,-0.017459434845147847,,-0.020898487537755778,-0.002052864468892947
VEGFA,0.026534541375577005,0.004845530967136673,0.018952402000550612,-0.040830088617729035,0.083267926421946,0.02404581658787222,0.06270761517821202,0.06501491895699064,0.051664675558748235,-0.008367380204815296,-0.04619357628082524,-0.003780051228664394,0.0758654624437811,0.02583665484323136,0.02721683275982558,0.06568149719858775,-0.05551939033826317,-0.11120059101760991,-0.014464284216025827,-0.030784258997815474,0.050751359449510064
F10,,,-0.019900680478903556,,,-0.04244908390810595,-0.02899784118261779,0.08385552006355423,0.018445550380029936,0.028652230385437568,-0.030232108718281143,-0.022651177476875783,,-0.026346416045053188,,,,-0.029819119743025226,-0.002245774310200114,-0.02795259135179984,-0.023657802600097543
SERPINA1,-0.01146913392864178,0.06008389221379076,-0.03357475012060642,0.03219433581275682,-0.0007097929902293057,0.004468658781521884,-0.03615640239408046,0.12942154943362785,0.005116214388841954,0.0001140897404100331,0.08508882181118642,0.10153063973432518,-0.037559772901173356,-0.02302320960586627,0.15008282377980925,0.036611290082774736,-0.008669863143090673,-0.09828438637602163,-0.007094801010693744,-0.06452027138288881,-0.018371955246523516
