,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
PDAP1,-0.04173552253353353,0.020267722197184698,-0.008180681751078315,0.006600918538547692,0.04613315054294043,-0.0493195658049394,0.14305354222367844,-0.015876768573323975,0.010210197398623727,0.013142737180401811,-0.012773800908605207,-0.052138094659712184,0.052796173937672906,-0.031310749095383485,0.14426193273960544,0.004740829498302019
QDPR,0.11840453629852808,-0.00013485479358070975,0.005976648376140959,-0.003886990226293485,0.018002320158762946,0.07451616994639666,-0.08726407885482837,-0.02071259812072746,0.07851400785065013,0.07027178607700253,0.013830844835682372,0.10074617891467076,-0.051481095991047256,-0.030755802895964843,0.04458548791716208,-0.04414196798123603
POMC,-0.0013746776885796253,0.04039480056790455,0.005135043295503772,-0.020846575764686237,-0.018356207783433734,-0.008149475415612242,-0.0160884888692129,-0.017554603950668594,-0.008835454307685975,-0.01650822548934437,-0.0068275334705939035,0.13727559872461745,-0.005341541545071054,0.010375784889195468,,-0.020335817415569855
CCL18,,0.027512109627752853,,,,,,,0.052770543625175345,-0.031253785134050485,-0.025448987745271767,0.02339172546324871,,0.017023967758784224,,
CCL17,,,,-0.019320483901444464,,,,-0.0038560246896147212,,,0.04217083300527659,-0.034637101742898566,-0.032871289228415874,,,
VEGFD,,0.016500417903110506,-0.007638020157539835,0.03275195426285794,-0.01778645449552664,,-0.030375458770106327,0.07726911127802596,0.05484903113445353,,,-0.024608693745452624,0.016602135256535526,,,
TNFSF13,,0.028049587635172415,,-0.013326837390018435,,-0.01184424876852028,,,,,0.03701085781729365,0.04224632183709762,0.10894853826101673,0.002068369139032239,,
WNT5A,-0.04232990434444986,0.05156008372867867,0.023044018750016756,-0.0064526522209797845,0.07561947815719207,-0.028456165758496695,0.09878004679829441,0.02559479599775656,-0.04557851567286071,0.021491655186590655,0.03600385808609087,0.050675443815302076,0.0666522560060926,0.03408292218907351,7.943837525475925e-05,-0.003882171597300189
CXCL8,,0.03837938901939204,-0.0029420383047931062,-0.02975600817074691,-0.09269881105015718,-0.01684767566524633,0.026710262318765665,0.08519595094627512,0.026643803878251864,-0.04042834140201181,-0.03384681232990327,-0.1572133531434746,-0.004406803401213846,-0.04519959048751764,-0.020613051811470745,0.07297390012545966
GRN,0.05042991040177864,0.006281575431768775,-0.008877040717899446,-0.005597796474927445,0.010917841890256004,0.044602484060760714,0.1002000675586588,-0.02994262821964775,0.029033145927198228,-0.012963759016260127,0.024558750292839816,0.009108075582528585,0.0549797990619573,0.015191765046816437,0.02805348911148682,0.01401418543187436
MIA,-0.028256213326692644,0.09527009153892901,-0.040893132773346934,0.005117059234129798,-0.040153757064493124,-0.021416686069664674,0.021586132338731454,-0.021687535375636655,,-0.04141547228074005,0.11986868787226079,0.15494782062961657,0.04327368273215695,-0.09984903293525871,,
COL4A4,-0.025000988863781774,-0.025068981191239945,-0.03396612157820511,-0.004251864657592208,-0.025411689846656822,-0.01126927941941095,-0.023665363302529035,-0.01969974188647168,,0.03616032434852112,0.11059047881973821,0.038880159036678005,-0.045318409729201446,-0.01628338585287229,,
TAC1,-0.021587517130242994,0.01568912817697875,-0.039144128328509706,0.042104087569724426,-0.010357061945264713,0.047041105851932746,-0.09802064533118307,-0.024105039347885757,-0.05631195944370325,,,,,0.003897719869984285,-0.03614333320974017,0.01405558073176704
RARRES2,-0.004058809729654627,-0.00689043681218576,0.043478528442864296,0.05393966362705092,-0.0019281815975079168,-0.033369837347705246,0.1335992335392826,0.00947446738929353,0.01380838277910235,-0.05081964306527301,0.040754729810447116,-0.07200213523969062,0.026837174223201817,0.007650043307580865,-0.0016722106342007465,0.053703429634565744
FGF7,-0.01166716541960865,,0.06481285167841945,0.003914744279616604,0.03132325377179138,0.0030026242374485124,0.02041220297775959,5.701473798574602e-05,0.036266907659890844,0.04738230975682562,0.022592197711509054,0.07054254126908094,-0.0016451199219220144,-0.001938727084638128,0.014844071625591681,0.07023502462758972
EFNA2,,,,,,,,,,,,-0.008577370332803314,,,,
HBEGF,0.09913674690960929,0.033150940151389856,0.01964409699344332,0.01421094315112194,0.035353107765978366,0.051804850179547855,0.04640217150695709,0.01422688748372019,0.10477794164658259,0.00685358666325303,0.08084890819121801,0.050866514732794806,-0.01464969577789121,-0.03124316144074123,0.021386290505788462,-0.018537123278891274
CSF3,,,,-0.023028332198847302,-0.03453281131239549,,-0.02503749887239507,,,,-0.0012075494098093393,-0.1108532849737529,,0.02203614323715494,-0.03191924658866592,
PI3,,0.020130998342723274,,-0.039739948905365606,-0.024642223661680677,,-0.014399222679834208,,,,-0.04086724905292338,-0.19665127754114056,0.017584584483301142,-0.023709299853820302,,
PCSK1N,-0.0607558756956025,0.06116057564222685,0.030605012014569156,0.038979085034042016,0.03874019261454336,0.011295024268663342,-0.05248414894707334,-0.04230729091347735,-0.07469548812347372,-0.003295705983917337,-0.0009102385996615319,0.03110241729473666,0.04137092749398301,0.03458209802925422,-0.014240094951878156,-0.06046568076782154
NTS,,,,,-0.039737156166870694,-0.01375722969865923,-0.018526654039977535,0.0625358578116629,-0.028131019278557587,,0.003703968373441672,-0.030144918459558422,,-0.003138835040944646,,
SFRP1,-0.0021583988126262278,-0.010877652633557975,0.051769763488237856,0.05408259920451885,0.016472907600847485,0.005896273724314611,0.029383742532631305,-0.014766231635207532,-0.005305000112315757,0.025043048684080416,0.11138334837315347,0.02518390610883396,0.009362835674475564,0.07203267720232952,0.03333472381172783,-0.06240647707025543
CXCL13,,,-0.05023125884141538,,-0.020108902129511087,,,,,,0.054417509182492094,-0.016995173391227407,,0.005121159962375622,,
MICA,0.015912262467769445,-0.015468067653864256,0.04327367763967988,-0.011067515523390761,0.0027618836384314636,-0.01572079450696861,0.0726992127513766,0.011649849114584986,0.08071258535103444,-0.05914306530787753,0.0920207316042143,0.07065236017228325,0.10434599460120365,0.021150842228771626,-0.05309820509752931,-0.041430499101921384
TG,-0.025000983229712677,-0.023528430443135327,0.004967841822788503,-0.018192311525604184,0.04865798827085554,-0.01587946966062683,0.05755689925636982,-0.019009728264206258,,0.10594054821169865,0.015110769246012179,0.0319357235683066,,-0.027979676384450803,,
ADA,0.04095255961307762,-0.0003148003488923701,0.0393643983206995,0.006679924984137624,0.06535059483677,-0.01765042944787657,0.09930279296334805,0.02636156321415482,0.0840079013624271,0.0035536483938607526,0.053839338683249915,0.005750531074606268,0.025331546635844096,0.008066808968892806,0.0356196215269357,-0.0028818458292758898
LAMC3,-0.0521518526007555,0.07339220951380895,-0.022159793964702443,0.04908851713081751,-0.01447191560184883,0.026856684240152084,0.08621433515682143,-0.0361406308677501,0.006856412317669366,-0.00918179344587906,-0.012311796545144063,0.0842940890111893,0.15466873807212236,-0.023223781057193978,-0.06274210194386767,0.018886209122106146
CCL7,,-0.006772016568413169,,-0.013153012166622558,-0.026660691575303902,,,,,,-0.039710449071026784,,,,,
NGF,,0.027793029189169552,,-0.009833159740370136,0.02538725167054969,-0.015153273200329118,,,-0.028131037800967314,-0.030118814713049464,0.0638181474061423,-0.021155171410993653,,-0.05138884559394356,,
TNFSF15,,,,-0.014646522353118651,0.05533049663514188,-0.018399395763615736,,,,-0.0007649707297304152,0.018547443673315015,,,-0.002877347691568314,,
HMGB1,0.041735779092033146,-0.0029292598445151505,0.036256435583273655,-0.02568713214499677,0.09106290825511917,-0.006607307534214268,0.10965744386940991,-0.005137842190839254,0.0600750577175298,0.007737052276392412,-0.06363547368686442,-0.0015024504777625405,0.005655382904290819,0.007942429589965772,0.08744698996292155,-0.006963215532769997
ITGB3BP,0.10169896978919889,0.026993238540553834,0.03271420018232134,0.011676071926902428,0.09267724457097229,0.03153900434588376,0.11491156773914908,-0.03648386055094833,-0.03161934074712484,-0.023326880783206102,0.0006529985092079449,-0.0226138730574693,0.04651419634373368,-0.03261445028927373,0.02537705875124269,0.12142274865944049
AANAT,,-0.0004176233513505913,,-0.013326838812366425,-0.017786457034643256,,0.01239713642455233,-0.01709555972119846,-0.026447312657643548,-0.032552127317664714,-0.010374161148124195,0.001863407195837825,-0.026383148417368614,,,
RELN,-0.020726477927307318,0.01002311868231743,0.0023879802895348467,0.0021629230134793246,-0.045513210278394126,-0.014046625080661292,-0.06627001364934967,0.000639240866193747,-0.06549966680482884,,,,-0.031390752059065746,-0.025500124910179413,-0.0032161622254278962,-0.03992331412073969
IL15,-0.03833103987305432,0.014702299291184832,0.007279846040987758,-0.0050968224382403745,-0.0008994175931729838,-0.01309226391725144,-0.01085159080570312,-0.009124434130449801,-0.0342038982498693,0.10257652008535265,-0.0638233036572385,0.04871183916179283,0.022740002806937915,0.0033377072038629366,-0.03375945409420755,
UTS2,,,,,,,0.08879827114127413,,,,0.030571840245110216,,,,,
BSG,-0.11274717628430052,-0.017018047412511936,-0.015659059314489493,0.01651593281403806,0.006687645152931324,0.013764146405868169,0.023377877823423748,-0.0108983842319844,-0.019903945845163425,0.023786657824124775,0.07231991092499193,-0.035402773878326736,0.06370221618572924,-0.013426839959438526,0.07042090067026754,-0.13330984931309448
ADAMTS3,-0.006827442957606649,-0.024287865143481295,0.05159342963450078,0.021454224742174784,0.0020039901484186005,-0.021087849743591985,0.14615502985500356,-0.009004915929902,0.049037859764840624,-0.03897785851897339,0.06610347567218353,0.10974682466165879,0.06273318285110266,0.09484801544757133,0.042053455524446046,
CD34,-0.012273026550948783,0.055965498848174554,0.001477291567412435,-0.010937561959857216,-0.025826324532177914,-0.014882162610943292,0.08147469688762017,-0.026112565247853447,-0.023703304874496817,-0.059467375569135304,0.012226693229638527,0.08718464299406126,0.125929101511824,0.025879798231096946,0.029585717963524348,0.029691820827328613
CCL23,,,,,,,-0.025697577705358195,,,,,,,,,
PLAT,-0.036371146118224444,0.03007685790539972,0.07689395921370591,0.003843080213037317,0.005593570782784513,-0.006642528270815291,0.06175992053877272,-0.020396891637985286,-0.0212722937605423,-0.05229121618528144,0.09654245624782819,0.170901580630605,0.05780241358043117,0.057004535828631624,0.04272149373765311,0.02591068784607928
NTF3,,,,,,,,,,,0.0511661776942035,0.15813986250367373,,0.05254796685025272,,
LTA,,,0.012925488901813836,-0.016857868221445457,,,,-0.016464805647470757,,,,,,,,
CKLF,0.03058055802705154,0.09531595096960616,0.053555287337079434,0.043016320780372194,0.04626382318591865,-0.007696967875496329,0.1649554555082419,0.005928836966821389,0.043890399143823686,0.003380994100021058,0.04846699566481196,0.11647446950852244,-0.021929828485528387,-0.032601520794305006,-0.05297729905188969,0.05404779978709005
CD24,0.037372035172144304,0.01448662597118327,0.09843973534199864,-0.05362779997121092,0.06996502756071228,-0.001086805985724435,-0.0003506168073041413,0.027884180980205092,-0.004340124960142149,-0.013889804330971499,-0.0015472940403294787,0.07019627353695472,0.0069068507310673325,0.029048107282077584,0.0725061079674716,-0.06758057394235038
HSP90AA1,0.02463576689370701,-0.01965449798877212,0.08141516034232085,0.02095885383319308,-0.02562356879225025,0.03303494338606191,-0.11934087601966707,0.04222711558142001,-0.04402673872198487,-0.03191073996029593,-0.0936877706583016,-0.18039564551723158,-0.03843560681565508,0.035865119239461986,-0.010027909025402463,-0.059105496969117655
BMP4,-0.02572964127074528,-0.023498525712061732,0.06615059185383333,0.015783931427571653,0.041781116917049076,0.04974829439140618,-0.006066373637847251,-0.009822936529741033,-0.015888568872855606,0.1624936583595891,0.12971044491435268,0.06369904281770225,0.04710727453828655,0.0640010171311346,,
SCGB3A1,,-0.022199186365549167,,,-0.021181474597211803,-0.01671250644425686,,,0.00038171762014981806,,-0.006460224128551799,0.04533021504066699,,-0.017632693108539117,,
IGFBP4,-0.04170814080904924,0.02269766215260936,0.0444516194078542,-0.008899217723260588,0.017055677053462143,0.017654999350344286,0.10980985943159897,0.020457052548956384,0.004814864211827314,-0.004392027767481894,0.000694848692057846,-0.06591321147490108,0.12439390932748368,-0.03040523818588573,0.037893530449799005,-0.0347481251817189
RSPO4,,,-0.03192478041352089,-0.014069400001938607,-0.009226346326595351,,,-0.019149571319862956,,,,,,0.059386327392316605,,
LEFTY2,-0.005509765856493331,0.028924745148585392,0.044433243371516655,-0.03766744041912075,-0.01859189099107211,-0.03752811240215357,0.050312930689726226,0.001646825341729747,-0.028131037800967314,-0.022701372852736892,-0.020961526052195437,0.046726386175743595,0.1193969612622944,-0.021128098881536685,-0.05227163713851344,
PF4,,-0.023028092363604896,0.015785175099365632,-0.011475743985587178,,,,,,,,-0.0312274353777242,,,,
ANGPTL2,0.0917193290184182,-0.025570483972572264,0.004748015511923886,-0.004811376823234892,0.05954979872120033,0.05897172331890645,0.12818382845415843,-0.07094019806942808,0.09439807016770163,0.032727268451677345,0.07035981989443907,0.10605809994860661,-0.0808217312176786,0.04607242849300002,-0.013315352987801196,-0.0883635311820727
LRIG2,0.015131398389383046,0.0364409121205139,0.0657246555227604,-0.07107655523689653,0.015564476029868934,-0.04304090637259662,0.05884782719434066,-0.024607503686519205,0.03772632930473712,0.023977509929188224,0.05558531662062044,0.030666130256295974,0.01677625577399682,0.023652477280264,0.06811080368103316,0.05451730181798436
ICOSLG,-0.011998836858422993,0.0044649632524114925,-0.00912951422545849,0.0794906124268232,0.016934091355104833,0.013560202547048992,0.0011085062545904446,-0.0011664197205505137,0.07608858785866628,0.057549403431253046,0.016783910051712383,0.10774484906043318,0.039480229014940235,0.07673492065703795,-0.05369434187677729,-0.0857531722951036
WIF1,,0.010255995202348203,,,0.02871327217678265,-0.02311426281181765,-0.08734532755542003,0.003994713935191094,-0.03143286536964743,,,,,-0.027446669615110105,0.08076958294763327,0.06016494163352939
NPPC,-0.02184604839273658,-0.00890571942216199,,0.015097465277787468,-0.042645672078918596,-0.03206288453224991,0.009942406575308541,0.011351105416232743,-0.020603076680079803,-0.03897778365966205,0.008390974878606869,0.0532178848276058,0.07415290252638893,-0.07139340318007222,0.03416719718028758,-0.10081890043853498
LYZ,0.04153676585397003,-0.005092858540519424,-0.0164585453595914,-0.007839896680424974,0.01994480204247156,0.01124870133843782,0.07714850136864138,0.012698737664875996,0.031173446152250966,-0.04130301778699971,0.08453575906672632,0.03317552551503532,0.04424834747954835,-0.04734110335744743,0.0943567302324024,0.03427539581550742
EREG,,,,,-0.03440253932967681,,,,-0.028938616928768996,,0.03392636183228175,-0.06143878342060193,,-0.015568313724273837,,
SPTAN1,-0.08150813660352114,-0.027357110274114665,0.035900518675082815,0.04075956321159898,0.00831088334520816,-0.035141895579545716,-0.029002975176537497,-0.0018536458408512167,-0.05245469016751764,-0.027077748019576582,0.015262766311256372,0.05182414825853066,0.059353083973248545,0.055079006879953575,0.07075715400929825,-0.027825041463110167
PTH2,,,,,,,,,,,,,,0.03377508998613202,,
LIPC,-0.03200874255392528,-0.003909520712787348,0.002250990184233042,0.03488168782465382,-0.023668588892014876,-0.001932138294063956,0.013484390830046048,-0.0012209020272698403,-0.008467154921183625,0.02828081868538175,,,-0.031983761379391386,,,
COL8A1,0.0014884009131637516,-0.029524217754848193,0.0361990140670871,-0.04456580026043953,0.01497583654942198,-0.02300745380663838,-0.02384724757708716,0.01403999216934815,-0.03724683127066331,-0.0033149087760814717,0.09252791096248858,0.07458749941294301,0.09269586582708296,-0.03241953583620762,-0.04203745198864093,
GSTM2,-0.07147964796163499,-0.020693676009018395,-0.020893687796564468,-0.020479854750771985,0.030190290294283207,0.05499731772259798,0.0683051819512718,-0.0009585745931588413,-0.046027226751495016,-0.015872074089003388,0.034374048111116724,0.060751459620080654,0.014467762193539397,-0.027916474092909482,-0.02355465883733617,
SPX,0.061798683220340246,0.07449250955160747,-0.015496541151237242,-0.03379272157143832,0.05010341873626719,0.05797224501051348,-0.0072084038502243,-0.05647538141151518,-0.004015377951490273,-0.016344799788937728,0.06586514075132788,0.05763216025392286,-0.00519742740582795,0.06522439503269982,-0.06319006289215442,0.051874113262886004
MFGE8,-0.04999253228582416,0.04459616612242623,-0.08679218049344897,-0.01868610617359905,-0.034341534567949784,0.02754826673048738,0.006983658126755644,0.01070255858808141,-0.03910446413431036,0.023978884221572638,0.03889761208032742,0.0011731723792263752,0.08665322906602926,-0.02637523396438826,-0.04390395974577847,-0.0039177201410994286
TGFA,0.036014397426436216,-0.004761652748944467,0.014052500890845997,0.012306712700477451,0.038241328259355965,0.010367873469835667,0.027529253139189153,0.04979658745444918,0.021029730969316658,0.030472889155835507,0.056886716798082965,0.08403812781769301,-0.046177431607473333,-0.03407648099847529,0.008201404923870233,-0.027436159171719574
SLIT2,0.121107261822926,-0.027531727417433385,-0.04426719269825074,0.06656800492602727,-0.023686174505152074,0.024482998070096396,-0.04331250633112254,0.027019118742802963,-0.032424252505534296,0.058646295298923096,0.11472012267586737,0.12425869310610455,0.007079856266642445,-0.04517242825254048,-0.052008444633842535,0.01745628923102655
PLTP,-0.04180630677264778,0.01581852587435811,-0.017884605366033098,0.027962644218415822,0.05780338996554709,-0.00905732938759106,0.10463548713256411,-0.011425456095856518,-0.0018492857476143777,0.00018276320500593645,-0.03134196515469252,0.011572072357128359,0.07194965315824944,-0.06957020779252664,0.025963756627247064,0.09711930489756154
APOD,0.09280233380418403,-0.04672534571111031,0.007898812312991478,0.016972755224885845,0.03950406978397803,-0.01385098582156127,0.07651668618652308,0.07871836776202824,0.08702018153840703,0.03418921271437982,0.0849421161432686,0.16336982823302126,-0.07111823202290417,0.0023386672521268186,-0.02861040074887654,0.1241521878263642
B2M,0.07995303113486246,0.020023562367743872,-0.060878704758165335,0.006145042195794244,-0.02429118769708662,0.03531957984239741,0.15672673390425834,0.0396708944222628,0.034638167766317035,0.07936540658652669,0.06338803939322352,0.10806664125425565,0.03721153883458222,-0.01287844789925217,-0.007109038655881212,-0.09768356966529099
OMG,0.03824300737187005,0.0369263546547689,0.05167804400263904,0.01748104839988199,0.02553881286003742,-0.022293968451537645,-0.019413431512937833,-0.011039489225433652,0.025191972329017986,0.04064223347700392,0.04551544063996946,0.15027050052520352,-0.032188441869333735,0.04875632208235914,0.14975008950052623,-0.015689924547821015
CXCL3,-0.020133371089001227,-0.0181374912056039,0.02867062012854017,0.03795294520430674,0.009970852628690748,,-0.004367907744464772,-0.0006681427757143838,-0.027326983055331155,,0.030163874811289734,-0.0674940651969125,0.06722586611738023,-0.02999435594748279,-0.0029093533021418766,
CXCL10,0.028575257994570717,0.003920260538613272,-0.0275921070201204,-0.012322270839503999,0.05517150824382542,-0.01789564157872845,0.13577264079742818,0.04798695560364195,-0.02177093953216393,0.04822576871340535,0.13040177245045734,-0.02160977095328721,-0.02142304866669278,-0.040343669231925436,,
RSPO3,,-0.03015477404777523,,0.09398761711287443,-0.023668574299168767,0.06152619157641833,-0.037084949067150264,0.03087398069806155,-0.013861318933653386,,0.05012985595829865,0.10864368058094415,,0.008462872587844433,-0.042588132591559004,-0.04436760215987347
CORT,-0.025000988461348142,0.0030010888216446927,-0.03929613053587409,0.0678331621253077,-0.028725388516525452,0.08340805325819378,-0.02498936604049586,0.0085521526761119,-0.04630422729188003,,-0.005486818084713056,0.006010952700229503,,0.02303581776955227,-0.04828930621956795,-0.04737741293391031
NCAN,0.01795979868061294,0.020474473984522592,0.04587746074252065,0.004080401724943881,-0.007164687719933735,0.010323203955072545,0.08385587722666427,-0.008717454739559132,-0.057528133783059744,0.07932318356454722,0.020643857648904994,0.1555393136456609,0.02503130502451285,0.10764819589160422,-0.17332434235336192,-0.07034601344567051
PRG4,,0.010777985591025696,,-0.013153014216324255,-0.016946614223658472,,-0.019288564860091062,-0.024472391937724186,,,0.006106378311721428,-0.048218276488369474,,0.02242661623610281,,
ZG16B,,0.05076392247391499,-0.03514056096044021,0.022205190007001458,,,-0.0238190969358353,-0.013082782736980662,,-0.03618706740696527,,,,,,
TGM2,-0.055646640225104634,-0.0026106635329259356,0.0033117748264359106,-0.01983920281176316,-0.055458162505627275,0.022328785177791195,0.010253126183602301,0.026214208927489237,-0.003682587472785773,0.02098147636251385,0.02820873067133416,0.0018985985092578267,0.08082881632166952,0.0010026583414207665,0.07010037732263873,0.02322797075612108
VEGFC,0.047702477651754706,-0.01792944348655506,-0.00010149580780533096,-0.023442193181101797,-0.0260864548553381,0.0004986965073538449,0.0024205992460425746,-0.009297612041359172,-0.03270051112697778,0.12244298985221061,0.012296591298571915,-0.039931773233855834,0.005847835175418917,0.050875356278781744,,
WNT6,,-0.026370746165147264,-0.002108059211449676,-0.01819231228095861,0.024494887895750606,-0.013428628766341552,0.0676539702603586,-0.019724055333995315,,-0.03441390535251929,0.040669757108996236,0.04785161281637435,,-0.02068024125788951,,
NRG4,,-0.02044623204598706,,0.01969934203111245,-0.008777735177718135,-0.016439124047305,0.008885194033574217,0.01868438364613813,-0.036430304361532655,,,,-0.01616050282474317,0.03156948865363096,,
PMCH,,-0.023565382765930017,,0.03282291543521135,,,,0.009776542616527762,,,-0.040362937992095824,0.031222815015247478,,-0.02244824857076167,,
COL9A1,-0.017433436775620943,0.08094614518702363,-0.006554569845621629,-0.01671899964489661,-0.010679591103960554,0.029415065353399588,0.10381221217222461,-0.017686596312521483,-0.028537447474145324,0.07279561681578152,0.07322821964473966,0.1606053086438015,0.0045850827321680205,0.00279816797805574,,-0.03830530430688429
GDF11,-0.0036518613916748,0.03164756821814099,-0.01602721585383327,-0.025998155440906362,0.019705564662560255,-0.04598630587380255,0.13254716776301412,-0.011434511584336731,-0.013451162870829534,-0.06905236212455892,0.003140532552916818,0.04268789163823906,0.07251904077922167,-0.08983750175149795,0.012605409482704073,0.01992972820238008
IL24,,,,,,,,,,,0.07538068900405247,-0.030729529797238295,,,,
SORBS1,-0.0009521262389989661,0.008859363562353458,0.01687949416298828,-0.007116177980129558,-0.005608673643566513,-0.05581343955825541,-0.03015523474733549,0.009211391395767718,0.08225593392437447,-0.07059074523431695,0.016352514159625426,0.031410415689029,0.03863895543149034,0.02364526788429416,0.015971434408123902,0.08067551213587126
DLL1,0.02051908686999899,0.026155160739678742,0.0657428657523568,-0.009201989421977086,0.09211940005233567,-0.018345573363449528,0.09292786981997798,-0.049514168724248436,0.015616622307575018,0.008346947005690195,0.02112644806531032,0.1486659032019453,-0.008001712239145429,0.010368175762809084,0.1037623106885526,-0.11236515146990259
TLN1,0.0024840486298354607,-0.004982018886118107,0.07075876338531367,-0.0004618790749551328,0.03144027579098044,0.010208823885777754,0.05372220168925765,0.03751760272025852,-0.02996572717257662,-0.004560894611405568,0.007255027879504689,-0.03163076594935546,0.04600828493633164,0.009336194911423486,0.03611170393449142,0.07934689044177502
COL2A1,-0.02348232194141644,0.020940536525677907,,,-0.015135897333511882,-0.014548248038625531,0.07720815353903991,,,,0.03420853892486448,-0.0737479448106587,,-0.047290852101872574,,
SHH,,,,0.007517016756161531,-0.03837052380645036,0.030586278107416043,-0.02331037443682387,-0.006216235408930248,,,0.0440944118192042,0.04406836861647274,0.059760219142683216,-0.03393202482894246,,
PON2,-0.053467497645607494,-0.0173748917929642,-0.004490480860057081,0.03174090811187354,0.06883171393594828,-0.033850416927624756,0.11857944946446367,-0.0262122672899577,0.008702637906723168,0.02685390978568798,0.07212047054909869,0.16431026177754982,0.13568321174335543,0.03557977062153232,-0.0022215340954145953,0.017228038769180075
ICAM5,,0.024822402499433557,-0.02410235465234945,0.10144304866550495,-0.04014031366865715,-0.03950223401919422,-0.016208136594634846,-0.04250944703741404,-0.019039741221638738,,0.0744504052141964,0.012959702277245869,,-0.012759168156191285,-0.007848949266918145,-0.09186542055991422
HPX,-0.0266731493827197,0.05183692881533787,,-0.005422039780283539,0.03770304905554738,-0.013428629672197337,0.09246270978103453,-0.025674150278313775,,0.039045962571584394,0.025287465030148164,-0.0020927642440148916,-0.034895153753481074,0.053043183288234444,,
SFRP2,,-0.017574247199515825,,-0.01556653174028209,,0.02832061139847118,-0.023665356333939375,0.09920553212845988,-0.03832041554223868,-0.045470345333929275,0.06724015359539556,0.0011035031096603438,-0.0668136282260738,-0.025343394502117814,-0.05825503289670477,0.04207467371753449
CFC1,,,,,,-0.022691097818233984,,-0.016464806642524015,-0.029725871758011294,,,,,,,
CD70,,0.005669935449747341,,-0.026458674845609785,,,,-0.021127589946699252,,,0.08198178667701518,0.029118893362469787,,-0.01753735243073404,,
HP,0.01376506571261872,-0.03406364777334703,,-0.008993389005047045,0.023296183569264457,,0.034752620154262504,0.04922697595160724,-0.0670762832040578,-0.011903255995123645,0.08447808428666663,0.07525266520328784,-0.015328448325922533,-0.0309268169007407,,
CXCL2,0.07990223114739765,0.05859823469255387,0.012583613820287226,-0.03064672430285268,-0.027042162534275722,-0.020754528491777426,0.03938474787782088,0.07318611902062894,-0.00936891430602202,,0.06389513444472192,-0.021825500052139245,0.043646877960807816,-0.08033626312593634,0.025648677685808304,-0.050365747067972526
NPPB,,0.007423044148454774,,-0.03585830440740079,,,,-0.014417254298277353,,,0.13410487927973452,0.011520495273593466,,0.012543951939924202,,
