,UKF259,UKF275,UKF296,ZH8811Bbulk
DCN,0.007039414016085272,-0.016622545332782065,-0.0439873591898408,0.007439707591294641
RARRES2,0.005665848131839687,0.03343319826394152,-0.01711069451961277,0.008156855391024922
SEMA4A,-0.0286393345258918,0.033427588477068455,-0.03856703151064353,0.04898674815385115
GDF11,-0.005339981862402486,-0.0024054594254712546,0.03092914369019285,-0.014887864829062307
GPC3,0.04227214814538855,-0.01693995296975896,0.03654291645583842,0.03140925604768991
OSTN,0.011845759637907015,0.0281202609346091,0.020942500890727363,
GRN,-0.037539106905100206,-0.013493205170116544,0.017574953448858975,-0.024200833725625422
CALM1,-0.05000807563734614,0.037681792800232206,0.010386548466996708,-0.04687482796605588
ANGPTL4,0.05918405133656608,-0.04851759589471703,-0.000995661771453929,-0.013434437611520352
BMP8B,0.011045605369304035,0.017017775666847333,0.015312832254927165,0.05933617008711521
TNFSF4,-0.009316220107938129,-0.012193809514040381,-0.01477691875747737,0.0761887278507863
RBP4,-0.024484448644789044,0.04488556940862117,0.04002960820814936,0.009323072572214782
DKK3,-0.03475205998863525,0.041162818321370524,-0.015491025154441184,0.03142090994305025
COL11A1,-0.0077881520946288495,0.03708853683079542,0.033845285058316195,-0.006915825215018628
COL5A1,-0.01923019600064161,-0.021811148787815347,-0.023578143353314082,0.029263124074509865
KISS1,-0.01932323741037483,,,0.006433146251080648
MEGF10,0.022583584497768903,0.023547791483274995,0.026786334443325403,0.032417437638988356
CEACAM1,0.022139635192075898,-0.008064712738731215,,-0.016687429845197072
EFEMP2,-0.014880893282701679,-0.01602777723799006,0.018139846267743294,0.020104373812688293
IGF1,-0.035361087073808674,0.04525560448586795,0.03146741207899401,0.0031135100209525152
COL6A3,0.03556575862545695,-0.02471795667485945,0.0729074973930116,0.03378878736880337
RLN2,-0.01571492190691799,-0.015122940460633151,0.06259779243367412,
WIF1,,0.02918623966961531,-0.02116425219334726,
PLAU,0.030010700566272027,-0.03139406398948733,-0.020614751549293004,-0.004183100885048042
CXCL12,0.008402233167056886,-0.006948467539631547,-0.00839975461451168,-0.06612279050375484
MMP9,-0.004852955780669979,-0.019907900364890534,,0.040984591976759466
TNFSF14,-0.012626877542393484,0.05564523819604787,0.14718478556084927,0.06530981099109369
HBEGF,0.044225706259559294,-0.03059098724048432,0.017316680751098292,0.038450365487034656
NUCB2,0.016232388212937328,0.013203884754729908,0.001293700116543541,0.0023795368672616408
VCAN,-0.06562767947778061,-0.028151539174647015,0.010786355019092655,-0.009142944572434962
VEGFC,-0.023013265678438127,-0.03116374778469584,-0.018808963825974124,-0.03047987183471595
LMAN1,0.06750126897071342,-0.0010687443591889504,-0.027080395944539513,-0.024448938526322517
