,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.013038941537356668,,,,,,,,-0.01660307221009506,,0.036237710976999384,
BMP1,0.09279433561621757,0.07206649809933985,-0.014179890947921863,0.006732919839825605,0.004741885467255215,0.06795592312302345,0.036659470519235154,0.03901042215638668,0.014055121070863413,0.018330635911222103,0.11004721708391756,-0.0016530560940325718,0.00267277030721548,0.07460642484110158,-0.027803506498554915,0.026657550193801338,0.05517107358281639
NDP,-0.0416121407903705,0.09432769114102185,0.01983735785525396,0.029248910814652744,0.0342446186272373,-0.020179378461224175,-0.017160467739232146,-0.026173408654989818,0.018908335087520746,-0.03773635746783369,-0.02248022914093664,0.022279147292329805,0.029618279967480243,0.03306495876001014,0.005278103190534641,-0.013863359169145087,0.03413223159947102
TNFSF18,-0.022403032495198948,0.08563118462319566,-0.02528979954525549,,,0.10432346554051976,-0.016805534462030865,,,-0.031588925451509375,,,,-0.017122455308836482,,-0.009725271412156906,-0.028558110787530736
IL36G,,,,,,,,,-0.02026531472125987,,,,,,,,
RTN4,0.004123069487960851,0.022123878596363007,0.020850312594003738,0.03174389688390086,0.026316677033138867,-0.08951894076250876,-0.015985828091783467,-0.010401474285638687,-0.09350160070900092,-0.06846105907285305,-0.029294516248862378,0.01723439946269698,-0.06105745723446624,-0.06003949791509672,0.08795618108793679,0.04589056602511036,-0.041138573843465254
HEBP1,-0.01987678537266602,-0.019890053702334855,-0.01648333751573667,-0.005118467678090515,0.03027095912591125,0.03532816367924573,0.00016839005637810437,0.0258687620329065,0.002707167637348,-0.039212615084764646,0.06394600838048214,0.022850659573965874,-0.008409337580481988,-0.07415133685378386,-0.016532760414271364,-0.007127526214578019,0.0027603787413292883
WNT7B,-0.01973636994578018,0.1458121110265265,-0.015709239525174813,0.009188181501059049,-0.04327169409976565,-0.046484082284975484,-0.03514355377186917,-0.04419353971299531,0.06865612557800573,-0.034776323672095974,-0.05462388412093447,-0.030337735381983772,0.054371294908411964,-0.03580443922136896,-0.025144466779780415,-0.01966893953755575,-0.06209419918271941
PTMA,0.013728975903765862,0.046584292615878854,0.00499044781873141,-0.02400395229479264,-0.00992188172734978,-0.07559714685568061,0.001994434331085309,0.07471746873602864,0.029377628409420233,-0.05901084478792929,-0.14842976870284397,-0.002536380849640332,-0.004934050178329786,0.037016208337349525,-0.03418985445882687,-0.010850963869196064,-0.003962631917662147
FASLG,-0.019736375525201407,,,,,,,,,,,,,,,-0.004775446450686811,
