,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH916bulk,ZH916inf
SFRP1,0.016240836630618954,-0.015424285202509953,-0.01522478457931394,-0.06167429759483392,-0.042407448993713716,-0.014870244464322214,-0.013304947128286409,-0.05298522158366769,0.10501059813523927
CXCL13,,,-0.027756378045088164,,,,,0.025052928865656424,
MICA,-0.027803972967347653,-0.04165612681012336,-0.03403323399473112,-0.0022178894079596576,-0.01392894147517902,0.010382461300222965,0.018389370515701563,-0.03457986679317029,0.047591803228893684
TG,0.06154496509611506,0.000988996035708429,-0.02780234432359737,-0.03168869956670863,-0.017357879804437835,-0.019823747097930458,-0.009628732361427117,-0.012596236978935096,
ADA,0.006374048020082062,-0.014907477752874872,-0.007740009074739471,-0.035641429231919826,-0.08921533761167956,0.041023477289772105,-0.015637835698129533,-0.07598218758305986,-0.05014388812084631
LAMC3,-0.00795312023971125,-0.04586424779141193,0.07119854024650912,-0.013567140897196127,-0.07568084167234855,-0.04813088601209724,-0.010545594405445629,0.024321530699759234,-0.04897209428796497
CCL7,-0.01217699673962521,-0.012034487325101716,-0.036799832708003945,,,,,-0.07458258595719874,
NGF,0.013200109048036895,-0.02757408421418799,-0.020670763863972735,0.04744232203984937,,,,-0.06749614407240356,
TNFSF15,,-0.013400990235735972,-0.000324858339148856,0.0896250201923054,,,,-0.028290695499303367,
HMGB1,0.046197343046150544,0.042490453208264806,-0.032425860197729674,0.004321774115093158,-0.0819282449140678,0.07149502678695123,-0.04372348226986958,-0.05844484480076997,0.05698686744789376
ITGB3BP,0.014065120859456234,0.04599740781588136,0.027409209813030296,-0.06459909945002563,-0.07812214297842816,-0.057753104031256865,0.009169610522533235,-0.039559705027727855,-0.030200521747258405
AANAT,0.022229235658329523,-0.012193531849539849,-0.024550700100716,,-0.01297302236223078,-0.017827611615507503,-0.01109919402667178,0.1532647904206866,
RELN,0.025782535141933915,-0.0068230004848572005,0.07406708194792963,0.028222729471088105,0.03953699712919605,0.020941842690618766,0.03932694020695218,0.033717459317733116,-0.09724170533301484
IL15,-0.03850332187194174,-0.02024938377843031,0.004734710417857963,0.004264473869075062,-0.033838928772918934,-0.04419536766769702,-0.023855805386683384,-0.05920218583301557,
UTS2,,,,,-0.04279338607376426,,,,
BSG,-0.05588437721603711,0.01658811965191283,-0.02901082984831301,0.02514574549157812,0.08436734055036871,-0.04865064466278127,-0.0295353890054616,0.034769212820389646,-0.03843236218780962
ADAMTS3,-0.002301582733836673,0.01740230275914577,-0.037784392510314194,0.015167418217126093,-0.10835318123177726,0.031890755303853276,0.01657119870613249,-0.05036921721480567,
CD34,-0.034881061835752056,0.05341499793140852,0.08586348957213315,0.013326577780323654,-0.07920376633333893,0.035208206443252774,-0.02076629065756,-0.005097495814172721,-0.08321223108693249
CCL23,,,,,-0.01476124011646208,,,,
PLAT,-0.022059843588650613,0.057778541946481694,0.028353085881005335,-0.06181169127281891,-0.0747842702045366,-0.08870459375905335,-0.005595213745594795,0.010922534170842924,-0.08999162278898923
NTF3,,,,,,,0.04649007497648521,,
LTA,,0.021891067286913916,,,,-0.017169847913429178,,,
CKLF,-0.08839486123042639,0.06692143840604257,-0.09113258590232892,-0.06965501465366661,-0.08726650702453609,-0.03739665133853543,-0.04028948206532303,0.02389718556748738,-0.06795634782692642
CD24,0.0038174623213053775,-0.00894662928281196,-0.0469046806554334,-0.07073563220597796,-0.01907731985757252,0.014397467809326655,0.07064007113074515,0.04402604544230637,0.047445524682462714
HSP90AA1,0.070046895135723,-2.1480952356417148e-07,0.2451192228556776,0.07121359775486781,0.1235034197807389,-0.09590363725185443,-0.00024628802368956913,0.1258077930585921,-0.10686122951255532
BMP4,-0.02428209444818079,0.03170239401991113,-0.01689801281746145,-0.03228219512212576,0.06071250730325546,-0.03789840750481391,0.0027731065806010594,0.004017105070206432,
SCGB3A1,0.01595882870071899,,-0.029236853045787665,0.10381670104023445,,,-0.009362278719267748,0.06554270605068235,
IGFBP4,-0.05990498801209053,0.00041388464629748905,-0.05075956271438554,-0.06746094313060186,-0.005699929932854519,-0.06994608349360901,0.03400968287287951,0.04685332757853392,0.041028019824811066
RSPO4,,-0.023609569738920172,-0.03374408101625069,,,-0.01996957839705324,-0.009362277349822694,-0.04585522080915098,
LEFTY2,-0.011482412601077518,0.008643365245853617,-0.03721748250869745,-0.015200035694443675,-0.08163196431850533,0.00890113979980895,-0.010265851617248396,-0.006336039283811296,
PF4,-0.01263167816031541,-0.010499853097613594,,,,,,-0.020802911273982847,
ANGPTL2,-0.008189392644926598,0.03446113448164305,-0.06280775147617598,-0.07735837922465519,-0.025749550096282714,-0.008477201843913984,0.03495802784591786,-0.05077817530119754,-0.0422533278722213
LRIG2,-0.002893432794632402,0.011427565253722976,-0.01931210737791039,-0.04042778507947553,-0.05453262364220742,0.016420073574645096,0.039822128144762194,0.010604870844166486,-0.08630167398149799
ICOSLG,-0.0566676326246359,0.02361110005414982,-0.025743983074414868,-0.04465914837089689,-0.0819481884993268,0.005430335770159516,-0.0014626127583676706,0.005548648787167147,-0.07879645321127322
WIF1,0.03798266972861609,,0.16095278724090167,0.07511204491332557,0.16820225385199536,-0.015410050655910956,0.014048070993446647,-0.048297655181677925,-0.06402051041281641
NPPC,-0.0005574355337401369,0.23003873964805466,0.18747353410957823,0.063057468939379,-0.009722047966123236,-0.0018241608364248354,-0.013011274368145597,0.1188354616604088,-0.0411100590020941
LYZ,-0.02685000238544558,-0.0017898668082435463,-0.06485992412638125,-0.0011140736513876703,-0.07967010013749372,0.00891911279333173,-0.013733829664785787,0.009864490378283764,-0.029287914022367353
EREG,,,-0.04748592843087948,,,,,-0.041355699501698866,
SPTAN1,0.061013199351157926,0.027070385077618237,0.14605536042748882,0.08522874715274918,0.04276374173957837,0.07957788101219575,-0.015281370938363537,0.13331753749209416,-0.007066794322129457
LIPC,-0.015464494239042816,-0.018869018017674103,0.04713643418950042,-0.0021837555381877738,-0.033930758264621545,0.03217495112802011,,0.018830975557491157,
COL8A1,-0.04354702703975536,-0.019634746402970964,-0.1262576124625566,-0.08234870497752181,-0.045497594506429734,-0.04970865448818522,0.010587415564928121,-0.04416897021279972,
GSTM2,-0.031048226327713205,-0.002375563400990717,-0.04352387860959071,-0.022093572474256886,0.0023339119157294824,-0.041356745412851795,0.04328228537666845,0.018764124752809534,
SPX,0.0031812583273098816,0.04823488280260696,0.2701887591562814,-0.0029087770095418187,0.0010541623582154603,0.05164748207091705,-0.027193300582936588,0.06304462263449806,0.011061029977197627
MFGE8,-0.020543433231122225,-0.013084017202694078,0.12236769918754264,-0.05754972101885258,-0.026542632316820847,-0.08661364715809547,0.002877661424656198,-0.05796292121779292,-0.03700781063631276
TGFA,0.006519513817580667,-0.029420139821618653,-0.11253818147960659,-0.005848414057082475,0.0036155374103592017,-0.015417103624548449,-0.03124209593082472,-0.05985310387403217,0.061057239697513345
SLIT2,-0.016825364096956837,0.10317591925809737,0.1297764888616485,0.05185164614463199,0.02421473696317944,0.14758911832193855,-0.0450448649922502,-0.07887371282631168,-0.061336132335517296
PLTP,0.002787093378004648,-0.032119856282922285,-0.10087666078846087,-0.1090867811840748,-0.10799694962968324,-0.007959259184202197,0.012837845173649835,-0.02683435178840372,-0.08524480710080182
APOD,-0.0143563617639342,0.04366755496993971,-0.10309442878281529,-0.046981266182585746,-0.13594561084111864,-0.05364384054990544,-0.05290333288645481,0.07019884907114313,0.02317214550373822
B2M,-0.021244004320630738,0.08618479624178259,-0.12693769022473866,-0.15883035265165327,-0.13883281986611762,-0.008546012834802736,0.020213933375812624,-0.032293490640686394,0.0457623143588843
OMG,0.016527171103937238,0.04998885154566022,0.056962129826389735,0.01443918349853995,-0.03477292241265237,0.012734746177696682,-0.008425357432100733,0.18687754903423,0.06775220714681236
CXCL3,-0.031193548918264646,-0.022302894085304482,-0.08112209619881618,,-0.017032958217637492,-0.04384332978228568,-0.010015657797133076,-0.10286190481038811,
CXCL10,-0.043320281603918084,0.012774704860808483,0.00323313940097842,0.005412889529197534,-0.08197979815415929,-0.011665012465209854,-0.015214517256873323,0.016554501061690246,
RSPO3,-0.016540901206846648,-0.012193530948575901,0.19715186614987573,0.020395849967623097,0.140611435514657,0.12699240151697339,0.02495781605697903,0.07305430249905928,-0.02734276344486873
CORT,-0.004852225326858027,0.12240736388325556,0.21252348311424604,0.0375975294130864,0.007857084648594607,0.017611710474311894,0.07880533542484236,,0.13491604308996152
NCAN,0.02401119036130847,-0.002040840489274054,0.21018042501453948,-0.06472700600393816,-0.02212991787630291,0.01804470003064029,-0.0270440876555701,0.14451853727719713,0.13504693862347084
PRG4,0.05747110403496369,-0.012034489200497921,0.022858693536974284,,-0.018453657844189914,-0.02552032842933082,,-0.030061358354748415,
ZG16B,-0.01688581753706666,-0.013967496532091011,,,-0.019923689131694323,0.2081528841962008,,-0.03064428780610584,
TGM2,-0.06374505368192522,0.015415241309623896,-0.018545852706850555,0.003922917499716208,-0.041518349596708505,-0.03985006685039452,-0.010337582937565946,0.03178954641548594,-0.06277286416117007
VEGFC,0.0223810640898431,0.033137972517220456,0.049487061088385575,0.017321434615163715,0.008304305047026991,-0.029395058670936346,0.01706062872538195,0.0445210062318305,
WNT6,-0.01964731504256006,-0.016645248159586172,0.03888492598576113,0.00219884854861052,-0.01814675608782732,-0.030362016162220666,,-0.031664743253472814,
NRG4,-0.011215441501538487,-0.014646523885221863,0.02046167689811056,0.03881765560091481,0.011779352715380673,0.016313028195816676,-0.01621895696834572,0.031891330393164594,
PMCH,-0.01292639989990352,0.07800169255037823,,,,0.03662275191026201,,-0.05240562416196181,
COL9A1,-0.03387382460316984,0.05885617157604857,0.01868160676414343,-0.07172750314735635,-0.02693620796901613,0.043445351275365696,-0.01983223810800806,-0.01880427724218969,0.07036446267734932
GDF11,0.00013189316771322032,0.0438218293066742,0.02509718074427824,-0.04549832588728702,-0.01483375581104904,-0.0016381637480417622,-0.020539951610355222,0.033825166311475696,0.024803553710915662
IL24,,,,,,,,-0.053236365247754956,
SORBS1,-0.0025944991965787057,-0.009283181998141696,0.019454436763602374,-0.007920719903096557,0.016162086046116318,0.052426012813526955,0.05601693713586468,0.1114859713175076,0.04183594204295237
DLL1,0.013336165833035504,-0.01950422675758173,-0.01085634009452147,-0.05412029892729777,-0.0740993782542275,0.026608952384018992,0.0420081811391545,-0.02846789111443406,0.0017507588049136442
TLN1,-0.020952065037886294,0.021050807826873026,-0.16983957451681872,-0.023253214228326796,-0.10971357871365771,0.03496039805716772,0.012493515065446286,-0.10347384527895757,0.05536567082222156
COL2A1,0.043630881189154654,,-0.020892124579195617,-0.029032144723387717,-0.017032964014141946,,,-0.018778967028742037,
SHH,,-0.01250581017475482,0.04588702066640478,-0.031688702954346885,-0.013389979328473849,-0.05805540323556995,-0.010749565661125185,0.04550924655871585,
PON2,0.003974933978827292,0.02098368924991713,-0.0860178997285988,-0.02320490366694829,-0.11941869061968577,-0.013933150448736768,0.014223330629060015,0.010693599398419969,0.11126841945104927
ICAM5,0.03698547342954297,-0.01949119277198752,0.29424569025684005,0.006567984385184304,0.04900939820043365,0.046769441394718066,-0.014980870210866967,0.06297107507510054,-0.08815322149410287
HPX,-0.030428321860242028,-0.00042524402235603816,0.023002729977572994,-0.01288511750814704,-0.024803544228515165,-0.026773547469896165,-0.00936227776480598,-0.06950314959040009,
SFRP2,0.08987056053330322,-0.01424276253614403,,-0.05075958555415127,0.014635250701530897,-0.022314001021005243,0.0033024428960467546,-0.0019442996803606656,-0.058619488496314105
CFC1,,,,0.06358445599083956,,0.015299215764985875,,-0.00299056002299965,
CD70,-0.02957753805736878,-0.02420864384787092,,,,-0.03202778001146181,,-0.058315689678825784,
HP,0.03351929600673988,-0.02486044216875417,-0.04961535462141161,,-0.019768361189669466,-0.040074362794007244,-0.04340605480840349,0.07225844340778931,
CXCL2,0.00910229198576788,0.021680916696905136,-0.03412798838644525,-0.041417253351688305,-0.05757414152778922,-0.060264511972222955,-0.01301127334984309,-0.11240145577678032,-0.04936488510204963
NPPB,0.006008147526123916,-0.04454861353219077,,,,0.1490237445141394,,,
CCK,0.10691340122531535,0.13664752027696656,0.279400743414507,0.1241541622785516,0.11747081309650476,0.10803767868247839,-0.0668735538990765,0.13973064501430504,-0.11486948630776615
SEMA6A,0.01027439370752727,-0.025231016342265,0.12005443179174756,-0.05371143213915796,-0.12065066986171914,-0.06562267782620629,0.023913745638193738,-0.014516002061173804,0.18748000451567098
IRAK4,0.020384488653712816,0.02776506924918746,-0.02316189039775712,-0.08111225793899327,-0.01699334297995436,0.010733994122274229,0.0024228838662972117,-0.04870263100177716,-0.06648211592199495
GSTP1,-0.051458807507289456,-0.006772369429245381,-0.11353761189743264,-0.061630774099095405,-0.10917299107741979,-0.027426118844539812,0.01661181403903881,-0.04895689439041134,-0.18018912036270143
VCAM1,-0.014388154601506133,0.05306211784932097,-0.07410420588985427,-0.05653129490393966,-0.10903302295172823,-0.0003272752638536416,-0.020493460902455275,-0.03521654466838477,0.06203097336401342
NXPH3,0.03383532986415788,-0.025507959416384906,0.014129535512500535,-0.051564713047478006,-0.039755334000824726,-0.01127707047008825,0.0070237661114482515,-0.005365827973535216,0.00017572429727412316
MTMR4,-0.005216468810515049,-0.0469725183208582,0.025227067206921805,-0.00149848639923928,-0.028103864157693993,-0.04574845949994042,0.02521274791469842,0.03851910515218709,-0.0903470608647606
LAMC2,-0.012330317038410518,-0.027952681337494633,,-0.03671740175954527,,-0.01892690675824804,,-0.02267888199950753,
IL10,-0.026052604587599247,-0.013138609927001025,-0.05284574321654766,,0.013029883362080297,-0.015829102398271885,,-0.036810912043842646,
SEMA4D,0.018826924606615014,-0.009954718106321637,0.010960320235490949,-0.04082296946542952,-0.03834311237471422,-0.03526561720649626,-0.006429345579217493,0.044717813742751786,-0.012414092565228558
TRH,0.0003735265576342647,0.0015954203254748488,0.10407204231527158,-0.05023011191606127,0.0016914042342855734,-0.049875441616781584,,0.043604007030795686,
SEMA6D,0.06138087921257399,-0.02310123656458266,0.14187835180141153,-0.04458155178675205,-0.05742388839942175,-0.0016403705413077338,-0.010460822024763713,-0.08141650961378691,-0.059406670062326535
CEL,,,-0.003606972175126512,,,,,0.00484648227086113,
PDCD1LG2,-0.034392929512723776,0.05014997125638526,-0.04571212072499011,-0.025784819900614188,-0.02992959288920082,0.028657337309610946,0.02865899950965043,-0.02020130470660484,
SPINT1,0.0978201652351667,-0.0255841151118402,0.0819624993968867,0.12614911544484847,-0.042478031394540816,0.07257000423874235,-0.015300021617874594,-0.03895713555283279,
CTHRC1,-0.041810567706938424,-0.036355432979580465,0.03784121552041467,-0.10291229378544858,-0.0771335077211926,0.022399893163737094,-0.0005917030900017272,-0.09588461712121309,-0.051677141275934695
PODXL,-0.024769223081690744,-0.0366186708277152,-0.10812055694140235,-0.10024015736790198,-0.08399776329577212,0.01975400037344747,0.035703450583931776,-0.0458542277733645,-0.04581520402533023
JAM3,-0.015669014408616257,-0.03533310752800442,-0.00438714923952172,-0.04684630352384251,-0.14396657402460547,-0.025197234871476317,0.017973036430460002,-0.05409161243388439,0.022444308668303038
TGFB2,-0.0021978958036725027,0.043436988463556994,0.1480996519507487,0.034051947475970706,-0.06484236299001549,0.025832597082025215,-0.0030841536304292844,-0.02369703525248305,0.02789184385519548
COL18A1,-0.0420812710722952,-0.016579585525342593,0.03871036493271215,-0.03462079206033641,-0.08226519327315292,-0.08970798842621942,-0.019336857395816916,-0.020075936987251592,-0.027673662322868404
NODAL,-0.011281053873054323,0.023404311019924507,-0.03460401701498633,-0.010734360765898319,-0.0448877040313072,,,0.12766078548565274,
INHBB,-0.009639363198645612,0.029183112714663104,0.06343356289849926,0.03654991053600043,-0.05217946485220018,0.01570551554151836,0.004732159676927765,0.04743053632311091,-0.05317948408862781
LCN1,-0.012330319812782056,,,,-0.014947413921286956,,,0.031198069235160605,
ARF4,0.025518687535428124,0.0004076738353475307,-0.12960670428899987,-0.04137405561017072,-0.04057419150512726,-0.00022340909246962616,-0.007612604162959633,-0.05968906412510743,-0.0011511423133061225
CXCL14,0.01788191709392424,-0.05383318530557108,0.2987162922193313,0.08879893179684087,0.07699731383712968,0.022100323288063214,0.01966496899309819,-0.010797555724508395,-0.022439536226628923
LIF,-0.009724011050423887,-0.014548319192395373,-0.08517300140762674,-0.032529625247844876,-0.0548949820027478,-0.05302400412819835,0.03988064996573266,-0.13777093654893804,
IL17B,,,,,-0.024685876150757912,,,0.0777984704938035,
MMP1,-0.016999381989076606,,-0.02055943006711909,,,,,-0.08138276891365882,
MATN1,-0.01618935020357174,,,-0.019119580258835995,-0.01567134729682624,-0.01522344102967107,,-0.033140069386700444,
ADAM28,-0.0033135864853501115,0.00743568441454205,-0.04274044521465163,-0.04896690587878239,-0.055567649812774254,0.025740355894007957,0.014787940082203103,0.029354285399327103,-0.0015238302632783504
TCN2,-0.02780021228930799,0.007891956537761877,0.15740302464516853,-0.021102930577019584,-0.07718929860948057,-0.021387251385399146,-0.04005280105523118,0.04452130820429195,0.014598346940917462
THPO,-0.021095393640588475,-0.025371086491562025,,-0.009775267467581587,0.037481621278565774,0.005999555523291295,0.012566437714719388,-0.029771767485514262,
CUBN,-0.004132196084766347,0.03808584351673949,0.02946763956809631,-0.042850021455263156,-0.03815155901861966,-0.0008637411831205936,-0.007592405679895582,0.07276113512754956,
TIMP3,-0.036446239689624384,0.00014733569071570695,0.17577689616575284,0.025612624353834143,-0.06716513116886585,-0.026502088098243736,-0.013469655686764923,-0.016786524021326493,-0.03556052026099415
PIGF,0.019503101523403295,-0.008594451073214571,-0.045128067166514935,-0.08133634883110298,-0.08460430479418687,-0.00612559979370223,-0.0025151532251507574,-0.007692970919341504,-0.04383129380581407
CRH,0.009138285069576884,-0.01410576237941676,0.05035066581430727,-0.02646424272680094,0.00984665591964498,0.16400109638877705,0.04816471556061389,0.018204836796990795,-0.051677104046026746
BDNF,-0.03393900184341959,0.014386745622089114,-0.0029953487939757928,0.06746649003896663,0.18145878754905467,-0.040490774521740575,-0.018788643050796337,-0.10708554786898081,0.04560291068833672
CCL5,-0.011403922682942214,-0.00533608263764274,-0.06733942957792963,-0.019335733680965014,-0.03393075639634529,-0.030410939225075595,-0.006515761423510048,-0.037894795048549645,
GAD1,0.04331686015140062,0.18951127216919,0.3199807784390156,0.15082180605913442,0.13999384487109365,0.11634665229269159,0.015240096473148643,0.17787183369468162,-0.11879079831793332
COL14A1,-0.02921777147411161,-0.04192713472900195,-0.04567910911933982,-0.040968628108473425,-0.026515848123400392,0.026933783191050005,-0.01512857634514502,-0.05385765281634633,
HLA-A,0.005039006958986833,-0.04352817976954,-0.2581313751080482,-0.06503629276849957,-0.10490602745562802,-0.0654184591088308,0.011169556113361194,-0.007658728185907092,0.041812702208819975
CD5L,-0.014446436018805034,,,,,,,,
FGF18,-0.01307141349004613,-0.011206922724311149,-0.0029804691728221905,-0.026812849337563487,,-0.016312516820000844,,0.03993872127711164,
ADM,-0.03440717205042104,-0.011268436624316794,-0.11728290566861088,-0.033796008698062305,0.008144204603042727,-0.049551834040743356,-0.02714343673006632,-0.205663614203731,-0.008876287208914969
CCL15,0.005374265825178317,,,,,,-0.032953340057482475,,
GNAI2,0.04725823460172767,-0.0299021639637197,-0.09792328926275991,-0.0880062838748073,-0.1245001533473399,-0.007564666380714031,0.015842196465719785,-0.05484568343400974,-0.03681483897203114
HDC,,,,,-0.04892295492014811,,-0.014060353810376921,-0.03314005437787667,
COL11A1,-0.019203751641580207,-0.018133735065209444,-0.14605516992087267,-0.0841935599197746,-0.02717565670238528,0.034644079365829326,0.05255285912183925,-0.06320032036929994,0.0626522132843068
NUCB2,-0.06657181938745112,-0.0391767694375114,-0.046305223993027146,0.048925007679173634,0.013802725758548953,-0.036658922594804966,-0.009793631298188075,-0.06124400314471421,-0.0023431209082883727
FGF16,,,,,,,,-0.0326552154092554,
CXCL1,-0.04457590900973761,0.02942582573256211,-0.006047857406508594,,0.03182680141482289,-0.0015209721219064023,-0.010510355461392121,-0.03972574349227427,-0.03151912393415001
VCAN,0.005622675429428454,-0.010978282502259193,-0.17503452252900104,-0.10057149285070216,-0.08830683377469452,-0.009199793684682323,0.02891024126540631,-0.08554673223837163,0.12292908984368003
MMP7,-0.004994071948177249,-0.02228012470271284,,-0.032529616116940295,-0.010910379457863198,0.05848934781140616,-0.020303729825143363,-0.08465370237616875,
PTPN6,-0.038853724785918906,-0.024216596177339435,0.004906383009567682,-0.059328797850224706,-0.020029635760453322,0.037314504597817696,-0.015833402204486327,0.0462808172615519,0.03595898689126036
PTGS2,-0.037902606617096476,-0.0044485561088677406,-0.0686933131677096,0.027421710388846568,0.16768033222727868,0.035246969821701356,-0.022415383445646767,-0.05516638532385032,-0.06019321365992138
XCL1,-0.015830709985047594,-0.01219353300077185,-0.021861207482016778,,,0.021964288761939968,,-0.05069886997677151,
CD58,-0.012544879328513699,0.05448073580884032,0.03236629501652515,-0.05039461856798395,-0.09599337398990415,0.00022646245782853938,0.004085207196696439,-0.05088574600063017,0.12370875279180116
TNFSF14,0.005949052695818102,-0.030657996067656845,-0.06153199911291828,,-0.02273337900497153,-0.004054688886027686,-0.010265851617248396,-0.010474229316905873,-0.034226408308386434
CNTN4,-0.028043902299663054,0.12245404098514154,0.3859180395586382,0.02597238232779852,0.07169983175941778,0.0228722604746863,0.0011085411427148174,0.032117180949490204,-0.020822135563562827
NTF4,,-0.015424285262640983,,,,,,,
INSL3,-0.014181394446193969,-0.011206920526138666,,,,-0.017336495754824908,,,
BTLA,,-0.017788788708092456,-0.022791036557419833,,,,-0.01310984363343085,,
MFNG,-0.025165034744286836,0.03895974234198132,-0.03532374577718096,-0.07069375534374372,-0.0795342683712589,0.0784539483081062,-0.020533182610982744,-0.0448886307132677,-0.029448850848555856
ICAM1,-0.03511492094193439,-0.009527113393935934,-0.1283143770886177,-0.04111677281044803,-0.06630312695474211,-0.06378005120255581,-0.023331734807947944,-0.07292906906869731,-0.0799596292617533
PROS1,-0.02182374280687702,0.03169143316609966,-0.12635892491447462,-0.07367087328407257,-0.08817047240081335,-0.051075107462362226,0.023753234271490512,-0.0854752103363047,-0.0869990503728084
CLCF1,-0.03396954802070084,-0.031369013425239095,-0.08082411039938579,0.04237228307487201,0.014575139780539226,-0.08171430003314292,0.016917968928796222,-0.12943595726981116,
PSAP,0.03563199322218003,-0.024343783725114917,0.044423063398515386,0.05001600963773597,0.03804027298981597,0.09012977460430427,-0.04155855586089645,0.04541252586591266,-0.026458248371768987
EFEMP1,-0.0017922339388611256,-0.0014034917972888356,-0.2336226056865132,-0.06195997509302052,-0.12478297888401056,-0.028878358391317274,0.02106949649210933,-0.08529587350605287,0.1669624957866342
C1QTNF1,0.023289493691315548,-0.025782986050759852,-0.03541397742921444,0.009102632843003191,-0.0757751221637744,0.01648826868310313,-0.010312261105532704,-0.07918682628653138,0.05739709249129357
ALB,0.010344706422880302,-0.019896287407200394,-0.026259756562293964,0.017295579064261667,0.04498662392910546,-0.01892690627376843,-0.011659839214192773,-0.03617358949960307,0.112027786514875
EFNA3,0.007391516860661531,-0.037283990689149844,0.06398967252836975,0.051700320800426934,0.10510563926473926,0.09167058054863376,-0.012822056045359315,0.0741533366089491,-0.07294212630407762
