,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
MIA,-0.011798826049329286,0.018031181448546957,-0.02360887016281871,0.13832298508850283,-0.03710574105427889,0.0028775089669360984,,-0.020224116761975,0.030572126605329604,-0.016222477900500035,0.04900219198699837,0.10093425477763766,0.027044195519611545
COL4A4,-0.018120295111746957,0.016361628856467986,-0.012422788183753954,-0.017585750432670574,0.0009917135515955888,0.008105947486896522,,-0.002057028251924786,0.07095959573686238,-0.0333324583209604,-0.03700203321954544,0.055147358991332655,-0.041530959456211776
TAC1,0.03378082600212933,-0.013202086283670122,-0.010258380001858169,-0.09599639649894996,0.021812453830447363,-0.06905388213889448,0.053970722862264287,0.00820618422548993,,,,-0.025691361450934265,0.021501332673684998
RARRES2,0.019015659802131143,0.021650558925123693,0.0002496161386857329,0.12548000560893216,0.041167913331805445,-0.018384695718484473,0.022154483235671884,0.037958910630112086,-0.03684203016844651,-0.027548923776467622,0.09977919779483803,0.0662069913727345,0.025708649461839192
FGF7,-0.004265106911558754,0.005188435802576976,-0.03560580007720415,-0.0017904855494832077,0.017356476816104843,0.010658725259809437,-0.028349247148860394,0.0061983197080348156,-0.08790066172224949,0.007311305824866179,-0.018625777692507756,0.02136655917351667,0.02291241533229297
HBEGF,0.028256644873028404,0.029377170524715158,0.014472674965497383,0.08701077558338881,0.001126517430599176,-0.02437173615677412,-0.06673538416325807,0.02871544075421774,0.047320974502483966,0.08293669273083056,0.06516433305169142,-0.07197746716925864,0.03394431358082671
CSF3,-0.02735606838693666,-0.014446684383730526,,0.002895771806423749,,,,,,,,0.059116732559716924,0.01368365466227927
PI3,-0.031244752856479246,0.013345487895422057,,0.09308987402934667,,,,,,,0.07588288654754982,-0.008384841579132555,0.005548683843103369
PCSK1N,0.015423067100112578,0.02460661049818562,0.001680370090009938,-0.04081314536438909,0.00562827253426442,-0.13185693405569388,0.08874294782474479,0.01945265451509708,-0.050003933294724315,-0.03054015005880803,0.04009798702220298,0.09650404559702379,-0.027958097919521994
NTS,,0.020352274583802888,-0.01516540181329766,-0.022868256814882092,0.03748915217404019,0.03220399269743849,-0.022291513215927098,,,,,-0.0031811359673422977,
SFRP1,-0.026162553608663725,0.0007511333278788147,-0.027881013866493852,-0.002951138496023819,0.010729119188201538,-0.02071559436127641,-0.021826707440643817,0.0186271718500765,-0.03827975248621145,0.012508680517128537,0.013091280805208362,0.042786919820186856,0.002329522208681837
CXCL13,,0.13079422462667833,,,,,,,,,,,0.035368326613967625
MICA,-0.00969498801206915,0.03428524210347044,0.04082778322316362,0.08719566602579326,-0.005371382653800121,-0.016087820920778848,-0.054277870803326314,0.03671182299517935,0.11245216539443105,0.036197892776251524,0.004728764014404052,0.021886187036116205,0.028715453568129455
TG,0.003203041531287599,0.002564586704736194,-0.01750487149378231,-0.02245503568107127,-0.022340320694822453,0.0656761935376784,,0.04610805593693744,0.04625909524132051,0.09497785602827881,,-0.04012682207226668,-0.012588680571428219
ADA,0.03269222620970131,-0.06166934101083185,-0.03419748594081601,0.05088158751549879,-0.02689363725012059,-0.035289369341853796,0.04687336779467013,0.011775203100542956,-0.030785557853426782,0.014107109530127102,-0.006742767080481589,-0.017304594894176354,-0.019526432652729554
LAMC3,0.016739386333243327,-0.028574549786710517,-0.022726885328813114,0.1474964550808331,-0.01811301031271514,-0.011072772369832045,-0.013085511476492543,0.01126948981884686,-0.03598137374128932,0.031349827780512575,0.03274642558290441,0.03198497708570487,-0.06446951315569276
CCL7,-0.02041280459106932,0.029911148016113717,,,,,,,,,,-0.02156149085158762,-0.02439714766047167
NGF,0.05740790088473713,-0.02649292246075757,-0.01670434250960153,,,,0.07601742678461158,,0.052430864356667745,0.014799446111697966,,-0.01015074831819762,0.05810048296832452
TNFSF15,-0.02273065628963919,-0.02584359533058378,-0.020282733950739647,,,,,,-0.015536961979471053,0.16252939153681525,,0.022794028232351365,0.06152369223710971
HMGB1,-0.006148399861378872,0.02523779562691398,-0.04199085413764552,0.06637586331322694,-0.03678709522613962,0.019591291311841844,-0.12626790918753977,0.009887507548353167,0.12822039705324143,-0.06364445236517378,-0.0335240591885978,-0.008757853307043548,0.004816475081885319
ITGB3BP,0.04760073017720137,0.012758560937460996,-0.04448775879166401,0.04943941990006627,0.029511041351624395,0.0858919989087062,0.03647370145631394,0.01204029281673948,0.07748781352278934,0.06348257130013911,0.06190717638019875,0.05685022755162398,-0.0011230902461344156
AANAT,-0.020682574686872533,-0.023286624988597404,,-0.016782561195103417,-0.006629708908960485,0.01964036625960136,-0.020957314550027435,-0.018482764193155785,,-0.02745931394262006,0.05316967215443281,-0.02281295648211337,-0.026674506388271513
RELN,0.00639589542018949,0.005476995117446489,0.03600442548662979,-0.0492453002436093,0.058406509126593856,-0.020577700758209475,-0.034508119021127076,-0.02046201527462935,0.11158996826117488,,0.045337270639959695,,0.03952240244048501
IL15,0.013505638527021803,-0.041620493918193224,-0.014432371000551586,-0.015682000063623216,0.025331374151692978,-0.009123104414132848,0.021792608223101854,-0.01714190952968732,0.04591584176857032,0.07502969105280745,0.02154216497514094,0.09295767968393102,0.014879372212855683
UTS2,,,,-0.004420389289584027,,,,,,,,,
BSG,0.03541800536964276,0.0028395488292451906,0.018075563515777486,0.013384616437568728,-0.06432720348572907,0.009694792365116764,0.0836422481352312,0.01587534315896315,-0.017491768874979392,0.08419066217048547,0.0679472597477306,0.023094943073235258,0.06486172529612684
ADAMTS3,0.005289252872449072,-0.0033103486961066964,-0.006270872456018724,0.13213134535547447,-0.07165349598592155,-0.02237661462251601,0.04816793969292828,-0.028484321218301176,,-0.009762515163819435,-0.046038190537336925,0.015135315145498065,0.10221114461329302
CD34,-0.03443298044170608,0.04678572849563438,-0.014996729492247245,0.1168487911621536,0.02846396727180094,0.0025750687782900563,0.008301878066568649,-0.004968232519999802,0.0026223127411592216,0.05425930610945999,-0.003753582889394409,-0.01297238840131486,-0.022857383071071134
CCL23,,,,0.04159421782475292,,,,,,,,,
PLAT,0.03068398195294883,0.015278609192467592,-0.014349845323670053,0.12267900377836621,-0.011136964845250747,0.02853307823422462,-0.040871100824963834,0.0414126672186444,-0.015305426288744312,0.05996241022647801,0.0010801654072026714,-0.008887823810610884,0.02297246436288355
NTF3,,,,,,-0.027309613402075692,,,,,,,
LTA,-0.026162552384738347,,,,0.009834166252210126,,,-0.01714191164569263,,,,-0.002206298933544787,
CKLF,0.023969739577995877,0.006967299270560554,-0.03230991280477804,0.09904062710746699,-0.007551915808413627,0.06653983871015387,0.013643711018018943,-0.02654776501115581,0.02566201196619604,0.06997791754738047,-0.035699040796003105,0.032170150178936624,0.06049741725531565
CD24,0.03196928391357784,0.044797141049246265,-0.041706742539053834,0.04274110674643901,0.10116056197104446,0.1259804535677621,-0.024166508147923118,0.0680286123350215,-0.10997398226006862,0.06858007668045815,0.006577687811295225,0.010570440723725958,-0.014194111007376168
HSP90AA1,-0.01959355264544821,0.027317863541281295,0.01665089510787701,-0.13050411810823714,0.05721437149845669,0.02341800253945362,0.10596542740656438,0.024074992816829933,-0.04894420983910883,-0.10005640271483851,-0.030083879763285134,-0.03689479092023984,-0.059836433655441376
BMP4,-0.03466878092612698,-0.012773439581482767,-0.028075255730713913,-0.01918593967384839,-0.01931050306558557,0.012353106839378415,-0.017134476941809813,-0.014606679214625912,0.08005846449583226,0.026613583402759686,0.03743683040988302,-0.010682761513131318,0.007471314164473356
SCGB3A1,,-0.02773149563682436,0.0017472300815703932,,,0.017470113536598136,-0.005026222618164453,-0.011961399254063686,0.17534390393978977,,,-0.04520868168837979,-0.005197652243627014
IGFBP4,0.018983745972062253,-0.05788277578470811,-0.0008200284452982644,0.15245319996412424,0.0016335951732491375,-0.03465967250615898,-0.05771891995688224,0.009278593296375506,-0.09791875160181956,0.06372897140058428,0.03148146315378615,-0.006210768570344565,-0.04105765487410496
RSPO4,-0.03235964249239894,0.06215202552888206,,,-0.022504664901477792,-0.007501890594729897,,0.09146015522361602,-0.05453155161314624,,,0.023313547514003927,-0.03363549595432941
LEFTY2,0.13283466770340982,0.028093496058772583,-0.00035720665301665106,0.188313154786405,-0.05542112817535276,-0.032162884593137694,-0.022291527893409532,-0.02116149849200646,,0.04251476685972729,0.045003022225225474,-0.00482372530542386,-0.05211710102595434
PF4,-0.017809769849477877,,,,,,,,,,,-0.03070279432501459,-0.02634858723510242
ANGPTL2,0.005788841012811529,0.0002864994364032353,-0.019544878463283944,0.09500942754228973,0.027703026242512887,-0.016229080362208145,-0.056790081714346456,0.06082180646274568,0.03934575826362722,0.015585544799643218,-0.028202878626673922,-0.06301637045424,-0.030227288990126798
LRIG2,0.0023624743241262972,-0.029124989342276104,-0.011764985413863626,0.028221226916634846,0.012471694979215247,0.063817980967435,-0.007256634966755934,0.02262612418595929,0.04055431864467472,0.05096486653331822,0.0027256530810452627,0.04374539851911277,0.04484558957031337
ICOSLG,-0.018003409769576942,0.07126364403619338,-0.04826594477950369,0.1015648218869525,-0.02335868113339729,0.0026839682914191654,-0.0487845665690179,0.03091420833962443,-0.048098130961237585,-0.03868120997534237,0.054447147064013116,0.04969205999277557,-0.015224808190225097
WIF1,,0.02690186434909963,0.03255569135802485,-0.07889681852267161,-0.017366316866121143,-0.012524651178094735,-0.017742175587497556,0.011843780141943127,,,,,0.09621702532050776
NPPC,0.015882274101503134,-0.013371772626866977,0.0336972779350654,0.04113920303211792,0.025342900081675536,0.021511519800409586,-0.023716957344176445,0.0007708422975123196,-0.0950315122549635,-0.03287966982475447,0.041510554245225206,,0.05598381196971316
LYZ,-0.002449157842063236,0.017755273075631704,-0.0004530581596292253,0.06781233491473078,0.02684678249170161,-0.027903185325733274,-0.09084856101871905,0.02521677164494346,-0.03461373713903596,0.056382958868402624,0.05286129001438719,-0.020510665828403513,-0.07488159526186806
EREG,,-0.005194188940490956,,,,,-0.022931467762706048,,,,,-0.04636833131656081,-0.030335029223112143
SPTAN1,0.02140112240616636,0.059483936767105665,0.01296511872748895,0.04024866004171549,-0.023175210319694526,0.0390066147153808,0.12195909872349016,0.009639583776931488,-0.010816361026030038,0.03808665425590409,0.01618603158114929,0.13010468136717035,0.05695870140604482
LIPC,0.023963308638392307,-0.030987708932932366,0.010569815079709227,0.06631247818148374,-0.0270546662409003,,-0.041069840810310725,0.024230199799421672,-0.03334639137858733,0.030175689471926937,-0.01984452295927062,-0.01613444641008655,0.10798988914502322
COL8A1,0.032216836098084435,-0.014951733390246776,0.029823781563310506,0.04054907242760121,-0.07651211365957034,0.0217699605566117,-0.04395934325980057,0.07450831246208782,-0.025747316931202108,0.06144263298959059,0.05741759234771724,-0.046435811711224594,0.11512375131777638
GSTM2,-0.018533887885334985,0.0860998959305318,0.048698889041658026,0.13882501454720697,-0.020939016477711833,0.034242417616772415,0.09421509846491269,-0.03903099508961566,-0.02118638291797923,-0.016588773780854753,0.0548647637300869,0.08822833360799696,-0.055327745743224035
SPX,-0.040227888196681605,0.008988197685169484,0.006475782771945324,-0.052098955857590105,0.012989703935761546,0.0474132827177072,0.08348977358251357,-0.03068269266319497,,0.07155242075312471,-0.027638232167264805,0.18337029509549707,0.10744942060896222
MFGE8,-0.022555351710469407,0.00694464848364164,-0.011691781292473677,0.06963981238997721,-0.02704157834563623,-0.004056918107444107,0.021167409365863844,-0.00970557072856172,-0.001403588318544426,0.04252968726060321,0.022003765363821825,0.03401820576822684,-0.021626402621732595
TGFA,0.06402967452311258,-0.012899644809525964,0.05476202304802905,0.016355434625984048,0.0020958008738111897,-0.012800828474957018,-0.04755786423120136,0.008758661809680036,0.026759639108906417,0.04998074167254479,-0.021763040856221112,0.021531447528990583,0.06752415270773804
SLIT2,0.04631588559745827,-0.008527737942484423,-0.022506808502687988,-0.055765879997789494,0.01440481496719198,0.041223203474519333,-0.019488646709850354,0.029859441744958908,0.08682945975848533,0.11307232706643133,-0.04190994438236909,-0.06830363901296893,0.016535352902007618
PLTP,0.06683075730067364,0.0664608568873171,-0.04389796015317266,0.11456588895169587,0.1141167705655618,0.12735600900099642,-0.09983870568012379,-0.047618117373233224,-0.051691983003404614,0.06489642594227764,0.053857921810592145,0.04300038306686464,0.009789939818096305
APOD,0.03009847591518612,-0.04719394741636013,-0.019419028837090225,-0.009957366135619173,0.024088053386462072,-0.0800550451042561,-0.07268001732599544,0.0030112926987633836,-0.00905304302424935,-0.08734251868977147,-0.046258012705073244,0.02768932283990305,0.045365876049177176
B2M,-0.06192965031936375,0.015903592178471003,-0.015489523877077358,0.11983332184302986,0.09887664507996718,0.12632763489115065,-0.09117812491966623,-0.03537660717639128,0.01590242793903233,0.042261017422936614,0.044921697485030845,-0.1269019405132264,-0.07938800395489164
OMG,-0.033433544231195426,-0.03213981766134751,0.010282932992397097,-0.03159601253947881,0.12002916475011165,-0.03515211374748074,0.07080541411160005,0.0046416150085251875,0.04310417746373952,-0.024594186840866894,-0.04135108499308219,0.1563585322267898,0.010862270374582785
CXCL3,-0.006058328063370584,0.06819233397316884,,0.04926385141051612,-0.06597691011981131,0.020128885605066097,0.051169300280957015,-0.012345280551783442,,,-0.02092384186438454,-0.021471340467133067,0.004150875518203937
CXCL10,-0.02386530664860772,0.0660148168940014,-0.019727416143573102,0.11594069012231181,0.027248712414201782,0.01609562327011121,-0.011740258326270328,-0.002624981694074924,0.023846589818562525,0.03667426984282093,-0.028188878154228263,0.04623112305862135,-0.008856981906181467
RSPO3,0.0782245283449307,0.09116190424185285,-0.04790555749379167,-0.027557855367194344,-0.016975109788743146,-0.046886872418210844,0.06695760198983639,-0.012900580244638108,,,,0.01642975210971497,0.06103431989914545
CORT,0.026504204542293516,-0.018024718292753802,0.0019473242877572244,-0.047695042888487665,-0.01173577201803023,-6.82065808734297e-05,0.0015746729531806738,0.007336872831923324,,,,,
NCAN,-0.029173522209768883,-0.021823996517399035,0.04127827024392044,-0.025163503313866138,-0.04043316401916358,0.04029617878175177,0.015612159231138234,0.04622494709804944,0.10024443137468228,-0.053768694929556424,0.013687247475445485,0.12845369255079322,0.02876260209884722
PRG4,-0.0204128077721019,0.043857671318237125,,-0.023872589855796936,-0.009666717550530179,,,-0.015082910850563992,,,,-0.014417072412261837,-0.009527439070761057
ZG16B,-0.011718599927896905,,,0.0038193748341179322,-0.015374946862084396,,,,,-0.030525563963722517,,-0.02728287444895797,-0.02247804721768743
TGM2,-0.01184655935940258,-0.08638651940040153,0.008876748168113792,0.048637464886159214,0.017762256553236166,-0.034921383096603816,-0.029944137479220242,0.06364355740390494,0.0063940418390076486,0.09202934328490829,0.015507719144541295,-0.07991706303812318,0.023561180114209834
VEGFC,-0.0026636346293417144,-0.011494243215380074,0.02420900994951224,-0.018858421835450567,0.020170805347896243,0.005572944021258554,-0.025912458725241498,-0.015392711725765642,0.013156950318227107,0.06908285205728287,0.00851785590551377,-0.02785273037093072,0.02577539333761756
WNT6,0.014558427243411626,-0.006996193625675002,0.03503806940328055,0.010235628626625005,-0.0014869060238771532,,,-0.01343398150961718,,-0.02902981491331403,,0.006095599324858323,-0.02322656667666767
NRG4,0.021781356462998166,0.028581364292390436,-0.01812181137459103,0.023388585362267362,-0.01971161281370815,0.051042063190730416,-0.02886801232098802,0.019692626698933492,-0.04352263661328311,,-0.022161511802670328,0.054681710046907604,0.02471321675458852
PMCH,0.02553623646169912,,,,-0.022504663815384643,,,,,,,-0.0006675167889338158,0.002628515635518507
COL9A1,0.08836939351024392,-0.01491070357983206,-0.055699295036961104,-0.0004025910327569556,-0.019516339786168728,0.03887292186609147,-0.022613574048617056,0.013016574762322933,0.045618074373257836,0.0366925388791543,0.005251692954918287,0.07568468927939313,0.06724692936307101
GDF11,-0.01943111791493842,-0.031575753876747534,-0.00566690471452537,0.05848907104151762,0.010049783485827675,-0.03752031656130196,-0.041003951161600695,0.021055749919292915,-0.0246319369697469,0.06810046992711476,-0.018920932164001713,0.05840816090056832,0.017886024626060436
RAET1E,,,,,,,,,,,,0.043688447378391,
IL24,,,,,,,,,,,,,-0.013885286257425534
SORBS1,0.04607854821753539,-0.04668507377274621,0.06673863880046285,0.03351174438465976,0.03504984537374248,-0.010168558546685549,-0.001954152196763168,0.010656427858628026,-0.008029935891378865,0.01893852210958068,-0.05308885189782111,0.052656000636705454,0.015825196151955167
DLL1,0.027501081501105133,0.003545381448171002,-0.03262317424943103,0.09094833021617406,0.04173214136774598,0.036266129381384044,0.0013990024074224834,0.10593341929990742,0.12356213914268323,-0.00058638167442306,0.0467939608622851,0.002498244033068607,0.08179941274791334
TLN1,0.045627918535090725,-0.010690327735070976,-0.0059926903457169275,0.07530760339646325,-0.020569991936837596,0.05160981548689994,-0.06588946843608996,0.05472407875201491,0.001566427097884793,0.07110778877384541,0.06783361288339662,-0.0244407294670904,-0.03836419532293993
COL2A1,,-0.019816423494847635,-0.01603738776032635,-0.0220347080980578,,,,-0.012532994283395233,,,,-0.018571418253070068,-0.03146932882156512
SHH,0.03435960472942529,0.03800540874047092,-0.017504873365117298,-0.017321957922119904,0.021199990612983628,0.02268425351135049,,-0.011961398208562927,,,0.1105562260642265,0.009414009723365991,0.0402386753342804
PON2,-0.009847245353432595,0.002543797488014576,-0.03778672577173505,0.07912231431205542,0.005646498549926688,0.12268485278504485,-0.024430241745989633,0.05928235063370521,-0.012806115760468573,0.06532564922921535,0.08224512675341905,0.10808812055604346,0.10933566380105059
ICAM5,0.020186446025338402,-0.003899461551126535,0.009254511977614729,-0.04305797291856647,-0.010189860401229054,0.016559384545684737,0.055408922203128826,0.0948310682544574,,,,0.01834052584607381,-0.026187963987751476
HPX,-0.03922786101991205,0.015335376537153873,-0.01480316671609342,0.11186645518896648,-0.021022764387886358,0.024928718758023855,,0.059575282135242096,0.008084422659886481,0.004408776456880221,-0.029712892625268314,0.048264242891311,0.058842584014067036
SFRP2,-0.0005552530723544066,,0.026111601723594044,0.025921889557792035,-0.025146705934615907,0.016904609604125015,-0.06293705960229239,0.03260178884924613,,0.13742031110622757,-0.058622371671557406,0.07425190356923175,-0.039008035574425774
CFC1,,,0.0067669122719248445,,-0.019349517018863498,,-0.023555302301248124,,,,,,0.0675927574656338
CD70,0.01679939893918595,,,,-0.012496092537876445,,,,0.030612040829860198,,,0.017267576346744806,-0.011569116298082742
HP,0.00013559324583836015,-0.0006047575663704592,,0.0675548062829443,0.02950915239737632,-0.013015368301256389,-0.04235097496190349,0.021160276434632252,0.0351592793809239,0.028933153905083542,0.007418642811845222,0.10937392111617095,-0.018134527095550065
CXCL2,-0.06137494431348094,0.02069955323805158,0.026404676871061045,0.07301698439123101,0.019085170879549248,-0.0048141652667346,-0.03343148852771973,-0.023674481910912835,0.0014921812307042183,,0.005492744154322081,-0.03876190460881557,0.009960976828437607
NPPB,-0.02274328353559324,,,,-0.016943224021186296,,,0.09497190509096552,,,,-0.022195532807607877,
CCK,-0.012669970186618255,0.004362561686571671,0.04881412046756942,-0.09116222663609268,0.02001562356543798,-0.11397570163008355,0.12798575972187715,-0.03257183027670647,,0.034431642541148444,0.04469939846434178,0.103803152878744,-0.017939109566541264
SEMA6A,0.0415914640029563,0.003075649190644954,-0.0033258934074172413,0.05613396840805826,-0.0245995541796087,0.012488158374583237,-0.03754085691403843,0.03389127679998276,0.05865592458083156,0.021497486177744423,0.05531192293334772,0.10327868921334736,0.10845616804554901
IRAK4,-0.0011752739999781178,-0.004734188735367428,0.03620032208600545,0.07191531985920104,0.010182094375125284,-0.010682882853698852,0.008238283721658265,0.035635111519551343,0.09305500161408313,0.04295692101837823,-0.0050605807891791945,0.11868252722299746,0.004280558449704285
GSTP1,-0.04332265702195045,0.03802756729853812,-0.02439441979954537,0.054127227137552004,0.0920573545168861,0.06347682382370536,-0.08060442614937244,-0.008442559562862786,0.05092676084394684,-0.02837197953455914,-0.06925767050396378,0.05264298311046877,0.05112586179407373
VCAM1,0.027976746707404968,0.029537936906741974,-0.009712678268247192,0.10224842650213489,-0.0006238342224675955,0.04933725379034828,-0.0165920153199113,0.0443933650153214,0.05885997018935085,0.06847643970853093,0.044081465508917866,0.07461180708037232,0.004083277888993753
NXPH3,0.010921420865506895,0.011388349008239507,-0.025153165851389422,0.031060622498971444,-0.06731732802467678,0.048764834280001904,0.022267506806742138,0.06230717564143172,0.10029514259166797,-0.01724469316289888,0.007603722018299644,0.14496248100632012,0.009235579318684921
MTMR4,0.07196943034327605,0.005055852069921864,-0.041806589407077925,-0.0189540962530977,0.08289518122794398,-0.016025354723340792,0.009601738976282114,-0.03645304258056104,0.03616557397418538,0.053552923586850494,0.032044593601555316,0.04629762788430321,0.021554893669860284
LAMC2,-0.04741312251403993,,-0.020282731957282852,,0.04500027351649819,,,,-0.04352266270531233,,0.07267425839174346,-0.010941335757209547,0.09571220154102592
IL10,-0.023413655487085294,0.025939465704116992,,0.14964270354221515,0.022266328211568192,,0.0004970734344280392,-0.01377866638862882,0.03770786380272684,0.041596814880089206,0.07441887040210163,0.006277250146717099,0.05876951672083838
SEMA4D,0.022359138674911246,-0.024336349318503033,0.0024908370545936617,-0.06292995713618639,0.04280280771238452,-0.027155381904608606,0.00914816836563879,-0.00043138161615467513,0.045577320117547976,0.006445592084555565,-0.02761463458020339,0.04388332742565054,0.011306330672240964
TRH,0.04326665163135592,0.12830361432581777,-0.027747167483410932,0.059200131166064776,-0.011387855295236525,,0.055127331087201664,0.011755814798708438,,,0.038183619583439285,-0.024860485209668704,-0.08083193530817032
SEMA6D,0.005642315841430307,-0.04845726618509713,0.003315437266854307,0.045053002172257405,-0.014595480612502971,0.07566624652610267,0.04109190370195343,-0.00603183762308165,0.028361058538125816,0.004089076412622638,-0.002132585598552324,0.08080950887551776,0.01372802205235207
CEL,,0.041766111746330076,,,,,,,-0.023572239186616755,-0.00815087966942853,-0.017407467841705018,0.06484153768238665,0.024135635781353415
PDCD1LG2,-4.451319110284988e-06,0.025557435446021046,-0.014243562059099445,0.028170137554721544,0.017182422332398,0.04035429862561245,-0.012846768558795395,0.07652892250649149,-0.1644978427915967,0.033052513428838276,0.017934323810972524,0.018980462691518905,-0.05051555034213785
SPINT1,0.01838948757919825,0.08898684244615525,-0.018423182466850797,0.005863158276720874,-0.029241285310778454,0.019249982351280236,-0.035624815590563644,-0.020224115966377,-0.01751293995173022,0.024169951062462874,0.04061127821227613,0.038764792294650866,0.007174201027305106
CTHRC1,-0.019265148720195188,-0.0016715457385001761,-0.04805677663689921,0.06267365210125572,-0.00895923851242822,0.00685614917555769,-0.07055981791722211,0.007124689045023271,-0.07509361116942798,0.06107924156833015,0.048331759453795926,0.004101996941737008,-0.031894160471839746
PODXL,0.049828298466974806,-0.030014508115507953,-0.0181328135068197,0.10923742697059628,-0.02673925306806797,-0.03520768297507404,0.0720645115748425,0.004464348007935346,-0.025404820271901756,0.07162498394402511,0.06466713947747425,0.0384210978451244,-0.05136261270741711
JAM3,0.054933220268961386,-0.023893087648556688,0.007412367661979061,0.06911040626228108,-0.08060139545285899,0.03415057865677943,-0.07515997368125188,0.09140540355960265,0.03939861796002995,0.033579005068885275,-0.0031148103484544857,-0.06764726367789461,0.03672777718306302
TGFB2,0.036252982951000656,0.06651441137544657,-0.04142428892375767,0.1057567868302231,-0.018794126543997067,0.060429214478438714,-0.07228398484889645,-0.026380292690977983,-0.05667682975086747,0.06797005368004108,0.013341639894524342,0.010561154714363273,0.04125540620592109
