,UKF243,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.014337209840646901,,,,,,-0.03063330402082909,
BMP1,-0.023432388346985,0.06837756380081793,-0.006015882739065428,0.056958847240681086,0.056583577915026426,-0.011657402485149666,0.03742726499903395,0.008776934197835,-0.0042452832582388,0.03749496518086015,0.03611500750235129,-0.03307725064714411
NDP,-0.020639577897386793,0.0174961912513724,-0.025509641490119108,-0.05182453577827272,0.04243634842536059,-0.04754086579541363,-0.031915208008077026,0.012197094652195014,0.06139036047891916,-0.030906874317489813,0.015458715743617464,-0.09362482872349961
TNFSF18,-0.026872435079007783,,,,0.015386297000887386,-0.010647508663312509,,,,,-0.03469321778782949,0.03261889769997265
RTN4,-0.008562921580570308,0.06130606925017314,0.01901105052112695,-0.002975289544784725,-0.0645322611917201,-0.039197674281555454,-0.005354981627810851,-0.02702642632686184,-0.06910142061277127,-0.04765477882744246,0.04152504926959793,-0.05475941091601308
HEBP1,-0.003958261556597447,0.06420564856604528,-0.015098371614537308,-0.011670848381480418,0.05533870426396664,-0.014579710794457057,0.006600167356880959,0.04348105178410744,0.03258273625585553,-0.027592205387109856,-0.0246216893397965,-0.03637343729940208
WNT7B,-0.0627205621929032,-0.0008479142266931526,0.00717899402319308,-0.0653404763247358,-0.04620942803390475,-0.030520092431677647,0.0024612434860947713,0.06125544855367828,0.05028304585074247,-0.021792633252641008,-0.03746708723614618,-0.012215431246161684
PTMA,-0.013663305382682456,-0.08456317002463144,0.01277348650036574,0.004204191534221291,-0.0389595275881927,-0.010164134648417459,0.08393456368906303,-0.0968444371832776,0.04788639388687578,0.044338108031343026,0.0281861706342569,0.08296895824904321
FASLG,,,,,,,,,,,0.0037875776362447672,
CEACAM1,,,-0.0301683356534191,0.03243128164794718,0.08595537756233958,0.09629340741308498,,-0.02179892850663946,-0.01827203609456338,0.03773962033766676,0.00988451856498391,
PDAP1,-0.05072208157870518,-0.023646646149861856,-0.02789664077595402,0.08506340512825235,0.04208172366820799,-0.010885901874713928,0.06253209785764041,-0.022990642241473246,-0.001971751592977047,0.03530105215602776,-0.05330241311346471,0.0500717069815518
QDPR,0.04735009221064364,0.036771018694141754,0.007200206911776714,-0.08557633021347,-0.08568129507681384,-0.06245151108105883,0.03635834600419974,-0.011044959710353791,0.009746478169712624,-0.03862064292614537,-0.04080336488132451,-0.11526919212629946
POMC,-0.0507396420808138,,0.012705410545814328,0.01795632638450899,0.013272613723490095,-0.012354527067756282,0.05430399201990824,0.03270274131154843,-0.03343064642851205,-0.023661347287356884,-0.010177496649960762,0.020239732774472104
CCL18,0.04908108843753888,,,,,,0.1698091879060475,0.030766748849930872,0.011345226824071804,0.06248246083734106,,
CCL17,,,-0.0174859404794111,,,-0.013279516309412907,,-0.015465284677662923,0.03725153174073911,,0.04315928242181578,
VEGFD,0.05751737560424061,,0.08463228106758353,-0.023925889834986145,0.02337551673045463,0.02408523600712994,0.04708020785906316,,0.07026752200995134,,,
TNFSF13,,,-0.012061410395793988,,,,,-0.02967555837503852,-0.014407772286995833,0.07807859246215301,-0.006759029960230283,-0.04068568725995038
WNT5A,-0.034603796739377336,-0.0059475108447761505,-0.03951369234201966,-0.08502891129421128,0.08529896745248869,-0.005607677263966269,0.06148639505599607,0.00572418080382889,-0.005536059550898461,-0.033891978132480155,-0.004500663431353796,0.1281589644380103
CXCL8,0.07726377348742668,-0.013277964126052224,0.06496345015198485,0.155579017744969,0.015224723301727045,0.07787334732067963,0.024266725701862415,0.0781997235810628,0.03293963595823403,0.061265418994178394,0.05457988807018694,0.13342558170844884
GRN,0.026181468602354277,0.028449106718282078,0.022928019684897185,0.022795995946564108,0.05151180139783023,0.04472349105725869,0.022199354809824354,0.02931699763923669,0.024489745165981326,0.03166777263428499,-0.014257507146914426,-0.00627335130119143
MIA,0.0026828874571577744,-0.051786378918682915,-0.0368195243717143,0.0245792698427777,0.011540455114604383,-0.026101064966381142,0.04991845656338164,-0.0024367298054427584,0.06188421135904621,0.051467523116647124,0.012822333609284108,0.006224145598678301
COL4A4,0.020223332101563168,0.025266429063542817,-0.028608753716366134,-0.04955128599513504,-0.014128256116160904,-0.01386422587761982,,0.07604029525415505,0.04058641211473462,-0.029150135836539633,-0.015500959195555945,-0.0009057615043726429
TAC1,-0.002203194332620412,-0.09257534246153981,0.03455349164917569,-0.04129552207262319,-0.07712276374888455,-0.08508244301412383,,,,-0.02495467173624145,0.020985737941495837,-0.008025082195219744
RARRES2,0.04185404269685024,0.0948252740237493,-0.006449206631852419,0.04125399127694389,0.07774253252574986,0.0028245463820784746,-0.027946458635428002,0.06584873464061855,0.04758054042938498,-0.008308452998195505,0.05117396765677151,0.17340488198018694
FGF7,0.013599046362059473,0.029355155836220347,-0.03099545189522964,-0.04581112071595287,0.02466156042762773,0.009223987411914804,0.03769052044424652,-0.0466262559155845,0.08409593620057366,-0.06031672072153727,0.004158656187404035,-0.004879176358619242
EFNA2,,,,,,,,,-0.017366347487000746,,,
