,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
RARRES2,0.08409823489897908,0.007235750104648651,0.005726424534503734,0.024925669393568314,-0.06303014245284669,0.013356542698703797,0.051981250931606354,-0.05401763445878266,-0.031691679787949574,-0.06633181635711223,-0.05070346234866993,-0.011212554707515237,-0.06244090888122561,-0.054497919668550804,0.04513345689237715,-0.019501458035195235,0.03844095797352455,-0.04521495184740499,0.0573456696519278
FGF7,-0.029335199075254687,-0.011731624426954818,,-0.03479977437507503,-0.04202061298362365,0.028435939913352606,-0.035844517986794854,-0.009691494234220083,0.020395344163983517,-0.005030921153209208,0.08696770369898976,-0.04685019577783393,0.0028766762761963244,0.014954758571669322,0.03312491341968002,-0.0311756655937309,-0.053316891880297985,-0.03208763405403403,0.0294692434144293
EFNA2,,,,,,,,,,,,,,,-0.0175461465579893,,,,
HBEGF,-0.0056367816075422105,0.05380510169839524,0.0741991519970197,-0.016469898037489755,0.05917242035759465,0.0498909255569168,0.016640488446537562,0.06124434603149612,-0.04892183651839552,-0.021126005775871412,0.22563555618588163,0.12027884226586287,0.10719049661521148,-0.00742543831036147,-0.0365070155147012,-0.04210877380899682,0.04243937138399059,0.08782766678258662,0.044780819981972204
CSF3,,-0.032771652229017546,,,-0.024733802006982043,0.0561763711198176,,,,,0.05104329413805028,,,-0.026555606622182006,0.010979549374235162,,-0.032974755858067556,-0.017932417308040578,-0.013178233107761873
PI3,,-0.0231948472373444,-0.03452653410895597,,-0.015716553145032966,-0.009119625803695798,,,,,,,,-0.11824707043201656,0.011270084786572886,0.02364827021223273,-0.036139339104915034,-0.02756104176601616,0.05905456656472043
PCSK1N,0.07541859886577415,0.039549625034850974,0.03016056492680781,-0.003119102881633216,0.0594537094595865,-0.03964916647605689,0.012761575833382994,0.015756422380968242,-0.02606170858004581,0.05125161051805002,0.038073164069437976,0.034310369437249154,-0.056273989112050844,-0.01669454366992985,-0.0194655154342239,0.051262870593462184,-0.03450650424937759,-0.06725185467225953,-0.052919584592151736
NTS,,,,,,-0.011947799081000205,-0.019266506342888925,-0.020090782366590076,-0.035413913888973164,-0.02505620518549791,,,,-0.0014831938344667243,-0.02137664996406413,,-0.05405502304302819,-0.026555464746951505,
SFRP1,-0.030913024957256553,0.09790023753277866,0.06648751860663708,-0.010338830491937089,,0.049064226448259814,0.09492905056879342,-0.014649129166216537,0.009218151312740359,0.0013532412106197272,0.07854817769486841,0.019759270232159527,0.036903893720374725,-0.004048252852130526,-0.004217455139816491,-0.028107511474612157,0.05178201332930812,0.1245019885181338,0.03743845330406225
CXCL13,,,,-0.03185414651506329,-0.01795966682958519,-0.01644037613287359,,,,,0.09600061789074782,,,0.051801296770629404,-0.02515912213923175,,0.174247630470292,,0.032321560317280236
MICA,-0.001405616252198345,0.02177484798030635,0.05478985121572596,0.034801384361125974,-0.007538254356703575,-0.02205546715105389,-0.013250130131101072,0.011013718512375365,9.59283050887158e-05,-0.024136992500078856,0.09312871278579858,0.16453885005463603,0.0416938016066132,0.08902315271480254,0.046479618122859875,0.04689285106286914,0.08909560755419647,0.03963436874833091,0.06366706220384684
TG,-0.03983482658653568,0.01883873796291684,-0.029986142348465743,-0.029271465879471468,,-0.014698384739500527,-0.02223862722652628,-0.01697071743746214,-0.003068030441336661,,0.056443613957709214,-0.03683544425335063,0.0976649354455178,-0.025385534120576116,-0.026327681249720777,,-0.027138730780440476,0.012150815830599303,0.041297680842067495
ADA,0.03559472306795597,-0.038633479548655154,0.027936674974363154,-0.029853425796687608,-0.0009790346876745982,0.02078880018980135,0.027111935383987002,-0.021471026834309008,-0.011272070280775188,-0.05854423211279059,0.1595853022209983,-0.020566814903037408,-0.04347305307522235,0.1943650177217699,0.020294053431753275,0.0542396737679617,0.03710690975430306,0.1083880226638652,0.03630120745217666
LAMC3,0.05997640935584323,0.013358947276324973,0.07395812947846854,-0.01697549414447922,0.032450277241197374,0.026887287209805922,0.0398962046129531,0.051622381631562644,0.011818942788281387,0.0477707896423809,0.10279007688088662,0.1252597995771295,0.09520669073306676,0.12264222851067276,0.03521924444645405,0.1184339982056084,0.13096070727344983,0.14224665627068195,0.07915560865161678
CCL7,,,-0.020875391896004236,,,0.0626602427727262,,,,,,,,-0.02863372694308847,,,,-0.018791435065508975,0.012994493923023256
NGF,,-0.018880680432459,0.045296267660384186,,,-0.007498548539784951,0.04693205059334402,,,-0.025056221683346574,0.09086579374009404,,0.10749043280065233,-0.006405750678978009,-0.017310296828867686,,0.021642555619997235,0.0214472647394313,0.06398137028887657
TNFSF15,,-0.023357758068183354,,,,-0.01613835332095836,-0.025767693274727745,,,,0.006128409087073456,-0.03395295497683878,0.0477776868434644,0.019013453104736858,,,0.053391018984199054,0.11080180208650259,0.07798267104106808
HMGB1,-0.023519635880287874,0.13079382620965688,-0.016960543058489583,0.001941832277685553,-0.002706497654767364,0.024810912035820226,0.027366259277831415,-0.02727349198915363,-0.01517668100622195,-0.04832604113034201,0.19179266402123646,-0.06303161526870629,0.02009856147796052,0.09922484587130029,-0.055379446114153484,-0.007897327465002567,0.036861539457816256,-0.07314681444718567,0.0793280433583822
ITGB3BP,0.004544514210213665,-0.03408325359143949,-0.03545875810708807,-0.002522788312744863,-0.1256895838913129,-0.051965466200197284,-0.0013688322329041564,0.027765225916779976,0.0235570512546577,-0.03588553656968818,0.04212564866797233,0.10427057454685544,0.024631181506919887,-0.059459979131080774,-0.034184868702075634,0.05250002533893836,-0.02445760122922445,0.006020200916936678,0.018365661137582534
AANAT,,-0.033840634268881266,0.015103731902216913,,,-0.01454162150859502,,0.05752322689305818,-0.008496354028412931,-0.02355653330556855,,,-0.023928498990234998,-0.025119857962567906,-0.02361236096986025,-0.0038109516543926693,,-0.01988212194308216,0.06295969200714419
RELN,-0.042020763147172444,0.09293651617969349,0.06273365562294655,0.0020213946622288682,-0.027854040201237964,-0.03404210085994278,-0.039828627040066206,-0.01624063369647506,-0.036556434876102946,-0.04184155638682733,,,,,,0.06227807975692604,0.07921449459549143,,-0.001073764245454852
IL15,0.03193926126636985,-0.03320264990598245,0.02369099126485867,-0.0006265224831933762,,0.10192666295572209,0.021921735963543996,0.008758030299646708,0.0569959866381952,0.04500346018686398,0.03231886909907419,-0.002406436313369107,-0.004787353339851003,0.020947891223701054,-0.002582125120739984,-0.009919131726375634,-0.02006048559296045,0.1040891644592536,-0.03196739889377367
UTS2,,,,,,,,,,,,-0.012018231638065733,,-0.02139139751694931,,,,,
BSG,0.07042273178223739,-0.04533545449947854,0.0675329890320074,-0.0895368491174363,0.05351131844587102,0.017648161376225914,0.022064827974686885,0.01875328857693988,0.015878096090984686,0.037944085141648536,-0.01046295092837363,0.04989911404450477,0.1241927653067599,-0.043859851834912957,0.08363353868264828,0.0877834066693533,0.0010781895142403556,0.001696743017494442,0.044573083437746505
ADAMTS3,0.09104564181789303,0.027304617585534343,-0.052503046502526136,0.006081315902370004,,-0.04621104862323724,0.047779265848233186,-0.021769717872240406,-0.03949767074922473,-0.037826257311359496,0.09215928782753428,0.09489234222157358,0.019698060604388994,-0.036632205436027965,-0.04360488743099449,0.002990889281544815,0.020375680416703474,-0.06154598764371952,0.02805192181378602
CD34,0.07338001727821271,0.010591944978213802,0.10781073935971879,-0.0034525103328944227,0.012684876762574248,0.05143307130114041,0.02058363715911723,-0.0015799014806329274,-0.024749654742811558,-0.0013778738899766357,0.12712881473105314,-0.01031145123049215,0.08956876464544761,0.16107819936931564,0.05256807086699116,0.07227920169938541,0.12148730590686128,0.13551684504756145,0.09740912627323176
CCL23,,,,,,,,,,,,-0.032038331338753015,,,,,,,
PLAT,0.13598932527748384,-0.02170989745992679,-0.019260554110632763,-0.0016821234585126872,0.05703398959483433,0.00940165863932318,0.03991610416530867,0.05304135166895645,-0.009680614885365537,0.08140646686833729,0.07844209070911305,0.04741398078069749,0.03791110991568356,-0.0029685304478343547,-0.05666290394295911,0.0668115285734441,-0.04038306376062231,0.055132988505589155,0.02582830686348326
NTF3,,,,,,,,,-0.008698503605456476,,0.1153539635565355,,,-0.01862498706175022,0.019119426974447698,,-0.018959871052570302,,
LTA,,,,-0.00673003913334948,,,,-0.014698766885168002,,,,,,,,,,-0.026758339827700137,
CKLF,0.0131519316900766,0.047796549599464846,0.06317402493748331,-0.06070235985092006,0.05541591928435315,-0.02547779732935468,-0.028559552186489347,0.02884025685597535,0.02710648208075053,-0.008381232400659184,0.05638878543537615,0.08050979483084805,0.11240639576927278,0.11063772049737552,0.01965592417569483,-0.0316402781309771,0.02373619609714314,-0.027209767767018316,-0.07426021546969896
APELA,,,,,,,,,,,0.027262834656456028,,,,,,,,
CD24,-0.01540624286373505,-0.06838775986933958,-0.04184213420605681,-0.019501274784962986,-0.10877343686328889,0.0259084893570728,0.027357629461336238,0.02286153654035217,-2.8244085359819764e-05,-0.03623121654008338,0.16364871775953857,-0.06215181475341298,0.11343194971346385,-0.043504118241439196,0.01701379156015971,-0.0676497816695681,-0.01843883043935905,0.003221595044953594,0.01775834266010017
HSP90AA1,-0.050590628787958586,-0.032066189387235836,-0.03537509108649996,0.025845759045963118,-0.06333271645884649,0.04445644104535778,-0.0015117849036539312,0.04113470903382333,0.0062800277619331655,0.024410719489142484,0.0034147694277978074,-0.03019111247367636,-0.0926600441592707,-0.15578376399840355,-0.026112123022411966,0.013554419225704415,0.060074992772184706,-0.06166544900334531,0.03013221709714734
BMP4,0.08752743976755742,-0.04086241091380057,0.08774742448774928,-0.022819169569442167,0.0268849318891538,-0.0018471980780322128,0.019835955442803452,-0.0017538333240429884,-0.021396668641363754,-0.03757318177266633,-0.012888858333878464,0.17645494018240737,-0.012655842834014159,0.06110802536171606,0.058039986769711414,0.13241353292221744,0.03741174484096532,0.08059533612689726,-0.01865780766284316
SCGB3A1,,,0.013088316419466572,,-0.02643798840994118,0.02417644711925177,0.026831272145332114,,-0.01827480099794041,0.12231879144718198,0.03918607479555865,-0.039537874710219155,,0.06115542148664974,0.144826156819985,,0.050198561882760645,0.0909734541300762,0.018465059215892678
IGFBP4,0.053461173499584666,0.10567513448578365,0.05606445192986933,-0.011537001821977623,0.11247933679796801,0.07330780966932347,0.03757931809237398,0.029592412423848684,0.03940000847144477,0.05519962864849313,0.12824029531330106,0.08628300700270872,0.12129976017518927,0.12824560399489834,-0.013529374018126454,0.12363990759694123,0.10989667863304103,0.148644733826838,0.09536181315209065
RSPO4,,-0.023064686866881002,,0.05466561216567511,,0.0707303097481385,,-0.0170955607256016,-0.01827479832483736,,,,,,,,0.010892475762259395,-0.035291449251610735,0.0216721459390933
LEFTY2,-0.028616595612606693,-0.03863349969993917,0.013064038822137337,0.009430861485826312,0.036470795002890785,-0.006749117504922282,0.03783084855751867,0.033927997950304,-0.020038539868878474,-0.025056221683346574,0.005581140439478712,-0.042671465440769836,0.03861213102928688,0.04619611637307196,0.060590189014287726,0.07706240190933165,-0.019210519934388735,-0.0615710657802779,0.11572335415515973
PF4,,,0.00970252160000704,-0.002438068128489949,,,,,,,,,,,-0.01608225809671434,,,0.004576440506153215,-0.023399579200727865
ANGPTL2,0.055172108474358404,0.04641043847761599,0.0554520845370047,0.01134833376600968,0.010930341488096242,0.019822985836137733,0.008906906554163093,-0.010277485173749667,0.02545566544078355,-0.05516792790046744,-0.060999003309104995,0.10472540753189606,0.004211057713975418,0.07558391261535248,-0.03643577840451313,0.019366547826739786,-0.036519320924247235,0.14193502538392624,0.0756948652704097
LRIG2,0.04274074304200374,0.017326431511735945,0.03749069860872654,-0.06509590338115856,0.0725408773123092,-0.036147160077846824,-0.0012043220174853917,0.014298452888968667,-0.006322171321163449,0.06248848382196456,0.08566567190389471,0.04497966159764467,0.02431489458853656,0.02842231195169753,-0.0020485285441518898,0.06640238647677922,-0.007144336571147095,0.009536272477884508,-0.0061041035544499795
ICOSLG,-0.042381213201944844,-0.05274575896237879,-0.024808103477026645,0.07632482656486907,-0.023868396228199643,-0.013167347667069208,0.016854749835145788,-0.011793179657485572,-0.007992499420730189,-0.03918840877074595,0.06119087885720743,-0.04680060330368042,-0.009289587555546125,0.02959763283640469,0.008786583688144816,-0.02284643949058274,0.04317658164073794,0.00027891114225380467,0.039174602764056925
WIF1,,0.10481499889243259,0.02665230666397919,,-0.02990663182631112,0.024682104394615663,-0.018238202849589297,-0.013192239291922002,0.08536309941822859,-0.03839621240571038,,,,,,,-0.026621743842545505,,-0.007292467682993437
NPPC,0.04190623359572908,-0.022560737113350687,-0.003449341379749796,,-0.03316864490046205,0.006836233074325471,0.02828711227386128,-0.02573386719924593,-0.02539749744024509,0.12056580932964672,,-0.028306965310062656,-0.028651886490862123,0.02259220559451798,-0.03042871047365594,0.05275248563795771,0.04716001288708963,,-0.026993661092779692
LYZ,-0.06916048915583756,0.0019848768303110122,0.03524037642430616,0.04722020118687163,-0.03203496061882842,0.08326520455474443,-0.022473714985047025,0.033369320195783835,0.023003024280848737,-0.0378607519330765,0.0648655968467855,0.045850670641823785,0.0462865065334573,0.09348591022283442,0.033492633054048315,0.08696852718514256,0.04951965220066612,0.08940539458097914,0.052808278740486186
EREG,,,,,-3.139530000127604e-05,0.05497985296294229,,,,-0.02577552972296488,0.041915231516128304,,,-0.0035470170644032943,0.07923558694956262,,-0.014758681776320209,0.041421470719266225,-0.00697272864827894
SPTAN1,0.05596121502549479,0.06937830966741018,0.036063056889599654,0.013238351137351048,0.04538732136973245,0.05535673282387038,0.023278584166328407,-0.01680882901043672,-0.0063388951645551765,0.063099855777029,0.1403835832115195,0.0771768524388706,0.007815535171599915,-0.0758667602646261,-0.027934161007631755,0.03281850551172702,0.010358419125627773,0.005224466805231655,-0.0690967124766142
PTH2,,,,,,,,,,,,,,,,,-0.027763719745053164,,
LIPC,-0.01661314313622019,0.03363355582788466,-0.026511247774502953,0.05278526793505982,,0.019653274670809674,-0.028433264580145765,0.03859650064663934,,-0.03442823036712905,0.04868781988259641,-0.030016639093702696,0.06292430356666648,,,0.04064916740538623,,0.031233008258382385,-0.007598686297051752
COL8A1,0.010366153574788284,-0.05069816412603154,0.03404762665386399,0.04999791489883593,0.38086244750038767,0.0001138071092200282,0.07331554522605865,-0.0006521581322278196,0.0101406027626931,-0.05905232790989774,-0.1169813262474956,0.054983098897333244,0.01440186325756499,0.010675127866539163,0.04772982471857564,0.07516046261055057,0.02662253851556171,-0.01121465373359959,0.03319481139419256
GSTM2,-0.039198680340779675,-0.007139038973392036,0.014474886807940303,-0.026651524029394406,-0.04115663343395976,-0.020648068480833538,-0.01550491907447729,0.04271942521429426,0.038619355719580355,-0.027767469765332547,0.012601360145728236,-0.05893573163577018,0.02811210698276467,0.03208348487847358,-0.021064425755889713,-0.010041134936840067,0.039783011537167484,0.02093605013894111,0.12252394201641266
SPX,-0.02652695400782888,0.06661963335616176,-0.027282679806890427,-0.05060544190156452,,-0.020034990199135388,0.017383361072444065,0.04010412077553054,0.005000812690752953,-0.0026326125924124593,,0.022018237333736784,0.024563962489530685,-0.013061422213514058,0.04123125270474135,-0.01762278199297471,-0.007445159645796747,-0.05079635574608016,-0.025838405757386263
MFGE8,0.01882609945704617,-0.03872544032857726,0.0050165561075725465,-0.0033230276402099316,0.07491206775086187,0.06880046298871834,0.007777416663487524,-0.024589291429064717,-0.004734206849904909,0.04013227205093027,-0.01852969233152026,0.06984689771455752,0.08651981043546536,0.04928073143693384,0.04344922783304212,0.05268617964353636,0.09548882204463448,0.1393723416268912,0.08574573612779555
TGFA,-0.013448525903214563,-0.061264155274720414,0.03401118469792861,-0.022423933264657886,0.04310702498377979,-0.04247745534204246,0.07913726656198089,0.04372537971015919,0.009021898916099787,-0.0759107664993558,0.11272572622922519,-0.03197216297790696,-0.05765014628626681,0.015542686217281946,-0.024874884991951632,-0.06905510198706333,0.012332972106917816,-0.05037387550712779,-0.005512900675122965
SLIT2,-0.052164144457479585,0.08830226881820574,0.07007458771952196,-0.037272080700629956,-0.019650568508322096,0.04798824037037118,0.06970471737150456,-0.015329660423610973,0.012992735676858413,-0.014406402583079085,0.05114580528444848,0.1241187941075603,0.01049702629517933,0.01278145476364772,-0.0004521928990545157,0.019713675626367194,-0.05677625933012142,0.06637992819558654,-0.0020237095349887268
PLTP,0.0722958669249309,-0.07542664981838289,-0.03212733743068295,0.024816759438997783,0.0224522642979689,0.04161335609593488,0.02159770471225791,0.006156781236959285,-0.008597521400401128,-0.022152026126624078,0.05774846573755693,0.03531646075120827,0.029088301953109703,0.16189248702460676,-0.011088655696653021,0.0772240288046455,0.11580253403977368,0.03967418835450982,-0.004120747873352641
APOD,-0.0900228820762337,0.019188188714278836,0.019196642462048538,-0.03600063019827218,0.059974369410086,-0.01652624849733341,0.026898116009752383,0.014550361821272628,0.008176437123411694,0.008331369402999968,0.08633880568503924,-0.13001498262531266,-0.1256255066841387,0.048341297149159676,-0.05442510947508458,-0.007037148414596082,0.11827664369480506,-0.04877494414554085,-0.025231770733219243
B2M,-0.0027664518150934403,0.08065007169214292,0.05514872674497327,6.790007723886287e-05,0.10999779715771199,0.07838439799732287,0.02031608442300424,-0.0018589999151703057,0.04964611110683726,-0.05482605292635883,0.21377859149223363,0.05954482765059033,0.0762905530358012,0.15687024727257048,-0.00928966760177534,0.07019818043515348,0.12713591893763848,0.16056205562023457,0.02065755495161968
OMG,-0.05369964641823389,0.05164118341436274,0.00013141139063636305,0.031091997397974205,0.03295062500399284,-0.03430579150394254,0.04771907230674486,-0.018819266261153343,-0.07543615077540256,0.040954474213154325,-0.035522380114479994,-0.022484435101781313,-0.07899692155396139,0.06658770899517512,-0.03007425725638574,-0.06584137954800102,-0.05164901862408822,-0.05893205266336099,-0.02150796906722548
CXCL3,0.012431102964487604,0.015604614145591441,0.03643330127622964,-0.023267006577252943,0.022892127763298447,0.03929989158946022,,0.03939863606750995,0.010610767933316018,-0.036285367867708175,0.10937497045943421,-0.029173166450302112,,-0.06458086544675745,0.012755544563445517,-0.029149343252327882,0.028676577371264018,0.015995199310839113,0.08795665029257509
CXCL10,0.08577916873592153,0.09124188475242138,0.07662894405964824,0.026367321141422654,,-0.02869813465876148,-0.009918033981622923,-0.02081452096668242,-0.009666546629397569,-0.02180515668672462,0.047238631117122,0.11137370354050809,0.034938859202253536,-0.014620193439174197,-0.021570970297843845,-0.025604053382538162,0.039860249206559534,-0.027369096126603643,-0.054199379413528634
RSPO3,,,-0.0037797632454859304,,-0.024733802778456906,-0.019350646867793985,0.06200699356244181,-0.025820260243207868,-0.022940428948831807,-0.014053602024398055,,,,-0.012693524981848395,0.006987387210749097,,0.038437801603427316,-0.019069632105660095,0.05416228329387068
CORT,0.06370276723998368,-0.025859577708982045,-0.02093527151471773,0.0814620021952071,-0.03282512606405407,-0.023484931635404414,-0.042183818710053826,0.0017729943882359035,-0.025814208885648633,0.0057974578461856665,,,,-0.005453474684401754,0.007050868891133609,,-0.022491142647694924,,
NCAN,-0.10365274857209301,0.015476865673598779,0.01964120262699107,-0.006219544816318453,0.04722693241884386,-0.02785403743349413,-0.005875365139195715,0.012414049624140491,0.03811095392427158,0.033383585626619125,,-0.12220902254122697,0.013609197825471325,-0.004147283026798872,-0.057533708087105104,0.03517057822695615,-0.08396881777177444,-0.05729316698020196,-0.057212255039105646
PRG4,,-0.00019480883049594055,-0.019597705727310958,,0.04566664549695327,-0.013854993684949862,,0.003481525842916362,,,,,,-0.01769298551781855,0.07746600181872183,,0.10566490471056118,0.10072582312121225,0.06365147846388969
ZG16B,,,0.05217306895942666,-0.023562696707374556,,,,-0.011679504622012907,,,0.05344818126231701,,0.05112961800830489,,,,,0.11520943911932824,-0.019962240914657266
TGM2,0.06956243002110477,0.01364465529958481,0.04139086818870755,0.012263129714016056,0.09308484006269618,0.06785541358251948,0.023131786548414846,-0.006836362715974039,0.026258126761032355,0.10653134732219136,0.1417657834808581,0.034020500294724317,0.12038380225004693,0.1064423563354345,0.03527321840126991,0.09084180988770058,0.08101542995290333,0.04330093139369851,0.041327368539119655
VEGFC,-0.041034323779990715,-0.025322895441028687,0.05542654356535405,0.07868913362439355,-0.022856365302908993,-0.021327426382248358,0.04158023755313922,-0.004471720022497107,0.011739371235868275,0.06569913115871293,-0.03300208362964595,0.14095132468026908,0.14845286263042393,0.04632551313882172,-0.0337197148964869,0.003830975010407601,0.041247044810101344,0.061539540043115216,0.210579195165299
WNT6,,-0.032116177657405376,-0.02334054473032454,-0.021790704646712993,-0.02627199776189444,-0.019090847414617786,0.020002185798433575,0.05207303163902764,,,-0.029027727026821867,,-0.02529705943460523,0.1089020141998013,0.02123428147536613,,0.021219734097126488,0.0005707708262323182,-0.020626983969281462
