,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.027795536083138346,,,,,,,,,0.006362216282005721,,0.002883306080412707,
BMP1,-0.005509455265866472,0.06769846751736897,-0.05029072578741728,0.04624642243445642,0.017146552831327922,0.11498016849387668,0.05850915742110381,-0.01763913227589406,-0.014418238344864854,-0.1136149454500319,0.04337207506075256,0.05648099391940407,0.0540498486349643,0.022802056749537024,-0.010169727680889643,0.03727540542921392,0.019500973041338437,-0.002818809183963868
NDP,0.022047065717913008,-0.0008148146954124249,-0.03738230153728212,-0.032893270688212954,-0.007892380045398899,0.018034003234141917,-0.003905538981885373,0.0358199295301395,-0.06617492552830699,-0.03410527629174141,-0.14036115781281092,-0.05146574501469741,-0.03234983041706386,0.031254490108349346,0.0885498197462218,0.028450459921348273,0.06105638484398693,-0.009420874276342943
TNFSF18,-0.016474006501604032,-0.03209565260505967,,,-0.012024542728926146,0.005948898005651011,-0.014907370306635127,,-0.026346330385187147,,-0.008844704733130829,,,,0.005809869669119305,,0.04615044418392562,0.038921508426063296
IL36G,,,,,,,,0.009578373833599396,,,,,,,,,,
RTN4,0.02626146820436125,0.019000760527395404,-0.05127717608005009,0.0020128407328631488,-0.08155558006106495,-0.1781695242980912,-0.024519568808460564,-0.0648987156924199,-0.02878047132392326,0.07816399054649537,0.06837296998995042,-0.06660009880951649,-0.008557442118848735,0.04649407395632051,0.01782734491665788,-0.012360467410080895,0.020036934946469503,-0.11800221240054586
HEBP1,0.04909462692559301,-0.04716389153466212,-0.004915436163383072,-0.020442178396411017,0.013598695711992551,0.031574843959646486,-0.004744711531332876,0.04971860264160532,-0.08352673340907087,0.025161082063836646,-0.0217881765639007,0.011904373752138228,0.04201410224655064,0.019863097537478096,-0.018024676032584154,0.003816020486173565,0.033204963195463524,0.015796538075446245
WNT7B,-0.018243657600006437,-0.0040969795269752965,-0.024138965443368424,-0.0030513074662701463,0.059085806249809386,-0.09921755573003001,0.021135793911739465,-0.024320113673490414,-0.029004738209715403,-0.010110005636598515,,0.04024056152458537,-0.006668407242040346,-0.013664105953682967,0.02405448775275494,-0.018838792142228868,0.04716524958477888,-0.006746502606293948
PTMA,-0.060741888147359785,0.001014307216740143,-0.05607756238938802,-0.012380200581324444,0.1276143928835416,-0.07864731639450304,0.0147717496325479,0.024770361923128797,-0.07158746640128581,0.006146519581913104,0.022571496349890596,-0.10087325894529509,-0.05622025834484977,-0.029256151448769755,-0.054820999176059725,-0.030116612842744726,-0.020781907713912123,-0.020241012135121826
FASLG,,,,,,,,,,,,,,,,,-0.016311582256536967,
CEACAM1,-0.022968953192251798,-0.015300313663736805,0.007218338785404668,0.0345815270390424,,0.03475243921095306,0.000277818431603467,,,-0.0489217784591828,0.08587892854039927,0.02230249842064177,0.024731434723295764,0.02690613461072252,0.11467873264821203,-0.012503580330547,0.014553139096323971,
PDAP1,0.028248692443246147,0.008055347677029612,-0.014761849466135178,0.011255808983883708,0.0429881586276971,0.07032599852916473,-0.015072503174296674,0.008801564136448881,-0.002588429944839165,0.11577020819978194,-0.07031675428347328,0.06161626153567007,-0.007447598358807726,-0.040343343389858684,-0.03999973759415609,0.029882804784133535,-0.01916804310420379,0.035854891795394785
QDPR,0.0588111500973523,-0.06259001735194082,0.0026690818839164242,0.02151687788253606,-0.05334639334189031,-0.1320098617628568,0.023253406790893893,-0.025000713667205306,0.003498677976336164,0.013059111453506862,0.010682191597777443,-0.09344172338587478,-0.035533858449159246,0.024877640561664825,-0.05849245267316561,-0.0044469184481310525,0.027311275624585903,-0.008753282751665136
POMC,0.003188786381549815,-0.02718621632867468,0.07338786264704697,-0.019743489333974327,0.014997607257097884,-0.042132253720233374,-0.017297333656744105,-0.011671748093204131,-0.011755649676437973,-0.03322958901372054,0.007031832035565448,0.07863911836419527,-0.046973983789629886,0.034548032259380065,0.022407658951049514,0.017165280795616182,0.027308544541359836,-0.012383058173297176
CCL18,0.0936002308655942,,,,,,,,,-0.041947867404467855,,-0.030652149905363767,-0.035801484075957665,0.0031752977041951923,,0.010388891718129735,,
CCL17,,,0.13508102081425816,,,,0.026340742013339087,-0.02021363497811012,,,,,0.3317622472925431,0.006336935271255073,-0.025717161095755104,,0.09541980748283496,
VEGFD,0.0187250940163533,-0.021914629631071242,-0.024977609924460072,0.038600620691040324,,0.02405617310742761,-0.019808622333183472,0.010562173977580382,,-0.021884309469471005,-0.08048950542299244,,,-0.01808102259065089,0.04768874304298533,,,
TNFSF13,-0.021630089383634137,,-0.015464352411455594,,-0.011661297985942787,,,,,,,,0.0756034256521372,-0.028370993794707904,-0.027578329451935023,-0.014040682689550806,0.06259480286138794,0.04752414608064631
WNT5A,-0.0050684601199435485,-0.012356691320276374,-0.026102862409946682,0.08444129553844931,0.11329427549881056,0.12316279544300539,0.04722062917635806,0.03403658447734485,-0.027898975680056903,0.04658858982340911,-0.016872559296446245,0.09538192768813368,0.04320908848234373,-0.011796667741416657,-0.025541794852274428,0.01170490691604185,0.017632367439327033,0.039201877645173216
CXCL8,0.04039118990871549,-0.020519560265011907,-0.022914306772303723,-0.013177191802937655,0.005220065789694003,0.0806759174847589,-0.03420216726392752,0.04353058402472509,,-0.03900908092064268,0.030671936012687223,-0.025132476817872278,0.04347769827054137,-0.05093012077477867,0.007355615955795163,0.02322811230311248,-0.012716169144092859,0.04987333093432162
GRN,-0.028523794514819435,-0.018589518509425786,0.016182341901902146,0.01225577530977113,0.013939691551107261,0.11742406238572642,0.01714918955009985,0.01986357598740594,0.04482457251959035,-0.06236561795919049,0.12511479806404793,0.018472883163669473,-0.004695549168705325,0.00926311622479017,0.09513499064819479,-0.011613709878670176,-0.004777942113644648,-0.04279092339637879
MIA,0.051687501272428736,-0.019489339041949192,0.06731819523358785,-0.011129902607532619,0.05017677850435025,0.03816991824725246,0.010033820233956938,0.01792321750865498,-0.05059361055677998,-0.06859287166422448,0.09178778760542296,0.13912741046508592,0.03018009232508163,0.005401699730044964,-0.0034005789073316118,0.0014198659179257922,0.06562907891672155,0.061390171880747114
COL4A4,-0.034424130264218596,0.008896629637400495,-0.02283722027711496,0.04238921680556094,-0.011095209832630121,0.0036068644820097394,-0.004598758680551191,-0.01640395916647699,,,-0.06302486792515011,-0.03875389484489566,-0.036673716821920395,0.027628095615892415,0.013702879424727595,0.0052297376129671475,-0.02428989970557874,0.125511436827621
TAC1,-0.0015341550121972226,0.03736019423535306,-0.0648542368214272,0.02290511747123492,-0.03469538509586985,-0.10825001089245116,-0.025300116861504695,-0.037189385838137856,,,,,,,,0.045952811644583626,-0.019435882678926365,-0.08830444862591973
RARRES2,-0.0006677685277455163,-0.03880237773730946,-0.031153524688839813,-0.00550587911894985,0.03958293144435019,0.1576015015759946,0.018834589479854218,0.05744674961355537,0.055374376996089957,0.009815696134354243,-0.09685371607968708,0.01629354766606062,0.01810051377262164,0.01565372115612601,-0.030544839334458115,0.002330803744920443,-0.009801276106769875,-0.020040458936428633
FGF7,,-0.02473471172751243,-0.0014594954972492562,-0.019854953810063178,-0.008897799555828605,0.034031424227455837,-0.04424993303908748,-0.007999565835278003,-0.02718780627478086,-0.06135254673088435,0.02899446715623375,0.060255136449159905,-0.004656408589164466,-0.01667846262775164,-0.027706535833840976,0.0002769264369877986,0.06345761867701442,0.09564017430667082
EFNA2,,,,,,,,,,,,,,-0.01718480193474339,,,,
HBEGF,0.015250000321849345,0.049833467274117346,-0.056621971339879146,0.0014124707551159837,0.07947280439254746,0.08720329442283493,0.020935223496055796,0.04969236450160709,-0.10478135358520865,0.02339455513990786,0.05796587765833045,0.010506028311988548,0.05235319268399804,0.024237098302251077,0.13083258956110672,0.0831677043356841,-0.04594038090372465,0.048045719530565134
CSF3,,,-0.02672188713263441,-0.03543716483055798,,-0.015945421372328066,,,,,,,0.10440439219493343,-0.004063290972336495,,0.06474572846856189,-0.015565921120301128,-0.03108915700765258
PI3,-0.018829446432000248,,0.03402586529675585,-0.06647963478685516,,-0.03263023638143835,,,,0.20701553967898076,,,-0.020423007393357694,-0.028524953061331626,0.02311782834718598,0.013475701826727277,-0.03381957532408328,-0.030766625385156243
PCSK1N,-0.004891246155683478,-0.009123472112972316,0.024047452854587013,0.06394390146944802,-0.09345768757710013,0.003583254944810669,0.024847093117515328,-0.03896457732222604,0.04254622362639511,0.10543831921562474,0.09244699787656717,0.052856997175458435,0.018846515613395745,0.04036126969234734,-0.05571430725020791,-0.0021832053295351545,0.06537695785767739,-0.07688483037772233
NTS,,,,0.01195387962915659,0.09346599892572693,0.02408194249175611,-0.02217484958065059,,,,,,0.02284980416950928,-0.02093642011063188,,0.05049250309393465,0.06903581583285483,
SFRP1,0.009234232962288246,-0.00042204814033220447,0.010686256694135966,0.05504270863931993,0.11333522674848517,0.07037657171935116,-0.013621995107962127,0.0047252579437013515,-0.032053580613592605,0.03494002020517335,0.032863725842495584,0.1421359019704021,0.0015479663617972885,0.02005798887174669,-0.05466265933473256,0.07132930926363532,0.08960474449872292,-0.03878622653211541
