,UKF248,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec
LYZ,-0.0542830509312176,0.01683837445599299,0.02631161267030585,0.01593451170736013,0.05207128114377856,0.052209188137332135
EREG,,,-0.01999052688040464,,,
SPTAN1,-0.007492033914842944,0.004166146340430254,0.01538663867373313,-0.004055172039283439,-0.06425770728276159,0.05043766630865508
LIPC,0.11108489430169609,-0.024830772754666205,0.042180634781734776,-0.02911946201307341,0.044929670741603624,0.09044736517581713
COL8A1,0.011027995116190167,-0.05497154478359419,-0.0006411927601611783,-0.022851315084877446,0.03275957336052147,-0.05296594820616487
GSTM2,-0.015624227199284605,-0.013970477030493821,0.053645882859171934,-0.009886714703113137,-0.03734498095195724,0.03212620923262983
IL4,,,,,,-0.0034604154517492783
SPX,-0.02576671813391578,-0.01582806347953127,-0.0034285437091778606,-0.023627961433113593,-0.018905018512044222,
MFGE8,-0.0070912608017505326,-0.021315368095407565,0.00688432378518106,0.023432827955503516,0.013211063478568841,0.09856230708520022
TGFA,-0.019938423960760548,-0.007693431358765119,-0.029226152642154387,0.03488030454576426,-0.017541495610470043,-0.06225678674787985
SLIT2,0.04956036012774453,0.004216011712103678,-0.015308254671857487,-0.02414504950031946,0.1169969610561379,-0.018282280089911365
PLTP,0.01399947092404754,0.003862541658020036,0.0067141975027091945,0.0163890637400517,0.04141180170840975,0.04918603689459668
APOD,-0.05930346147384039,0.024122006642812166,-0.0031083193213924214,0.0002983334557967173,-0.057049768866328725,0.0681672691066228
B2M,0.09212107109454372,0.10749800898428954,-0.03156806665791367,0.02395067667756775,0.09991725468561544,0.16421560615911956
OMG,-0.00026419482311530745,0.04292733929263733,-0.008124575642555412,-0.02740171830235583,-0.003099088705045665,0.03642872092747478
CXCL3,-0.02047173404814196,-0.021522980624612154,0.01167067947833246,0.11344916851858196,0.07406858471990171,-0.010220330811785614
CXCL10,0.039239942161879766,0.08873543640353987,-0.024232496272770625,0.10968432749510985,0.019567768680920195,0.12673340880720685
RSPO3,0.0031413092147576835,-0.02005942012437402,0.05561125142909473,0.08440391505247118,,
CORT,-0.02824591150915067,0.0065856993654852146,-0.0489163717428484,-0.007726943737912722,,
NCAN,0.008574367175375906,0.001027914028306046,0.034112878817846255,-0.011407906338113075,-0.007727561796640318,0.009919519680716598
PRG4,0.05426568289850566,-0.016972994568349838,,-0.01631018646863789,,
ZG16B,-0.017395768117695134,-0.009073653319166469,,,,
TGM2,-0.03604949761516708,-0.0014839005007895598,-0.01820113135721021,0.008747798273067223,0.06880495114483293,-0.09556267277354999
VEGFC,0.004226118564347846,0.021377796320696904,-0.02258920833348298,0.08281114349391952,0.13736486961197475,0.01540553856926485
WNT6,-0.0035193566261507827,0.03440438977314037,,0.009123981792489523,,-0.04406847844195654
NRG4,-0.011554147098300951,-0.017431957181403192,0.14714840416424058,0.015398516933463972,,
PMCH,-0.013316776327927908,-0.013281315334413252,,,,
COL9A1,0.02697711859548796,-0.024318575972027183,-0.019713402759856943,-0.022126989675277015,-0.03801045184392515,-0.03462612220682914
GDF11,0.03391021185139534,0.0065144036871410795,-0.0068352398899691694,-0.022253060007391367,-0.0685087668137565,0.0006611897411853398
SORBS1,0.04826161154219558,0.008285337981743475,0.010355215169337068,-0.013969608315412791,0.030201692558331165,0.06977112122071435
DLL1,0.02138644852861033,0.03344954711381058,-0.029953011947637435,0.002074928011316856,0.03305323519201143,0.04167959824093725
TLN1,0.010580681881042898,0.021558995596860295,-0.0032880465051346244,0.027601674234032546,0.08639135478473726,0.0017254259759558698
COL2A1,-0.018874315307435666,,,-0.013552786713242778,,
SHH,,0.01913142828869108,,-0.012934680655491481,0.13537731149592494,-0.08133960710588681
PON2,-0.02814990095166554,-0.02994197566186363,-0.025774205677430998,0.034015142894158704,0.11739821295635185,0.11931844158224979
ICAM5,0.02847322222310738,-0.029482717321038493,-0.0014699086690463919,-0.025260732627874625,,
HPX,0.014693196046026941,-0.017806482273156225,,0.0175235351457154,-0.005260499134370145,0.10989799749438482
SFRP2,-0.01667826524365579,-0.014840538560326267,-0.049762092245232974,0.042085010989955964,0.08057861961174136,-0.0347524774720619
CFC1,,0.012794877590314519,0.08058817198745509,,,
CD70,-0.030470777764170454,-0.021300953774014537,,,,
HP,0.06306810229161143,0.06444101845979568,-0.04633567131867042,0.03677447867206732,-0.03589174229576457,0.03059404921976424
CXCL2,0.048428273197037,0.05439270917464637,-0.042450471413859464,-0.025600841796458964,-0.054135544685547196,0.0714996007708482
NPPB,-0.01618392872097563,-0.009999185184590345,,0.0250710080890704,,
CCK,0.04029929564778813,-0.022629210842788086,0.06686369564615544,0.012908228637138192,-0.03103470961665282,
SEMA6A,-0.05540221322778396,0.0300865101652975,0.004925811971796738,0.003484569559035368,-0.012517261585393718,-0.04806719097219842
IRAK4,0.04174342549967863,0.023891778719908188,-0.03162542075231449,0.06289391989265264,-0.048800447138316966,-0.019381491538189688
GSTP1,-0.02675285352904609,0.05731852388442589,-0.006497664704079024,-0.0005097998158879193,0.034925798726809704,0.17470901817939033
VCAM1,0.01148383975833485,0.040941215442895244,-0.021607651274927645,0.09275022996327653,0.0077623427408072005,-0.07963298432053874
NXPH3,-0.022969394586853157,0.03743412348811529,0.11978823254349069,0.06787171939431667,0.13547176636155497,0.023435580307965168
MTMR4,0.02347236469627095,0.03664918807381455,0.00963078663486244,-0.023777507569544734,0.14943169782297158,-0.0690728805223874
LAMC2,-0.012702691803166086,0.009438154386813115,,,,
IL10,-0.0016466291362226412,0.05016904432798769,-0.0663396930912326,0.007285077275667311,0.1247115446910261,0.017132360091745076
SEMA4D,0.0036348571672786927,0.06622000876729968,0.038204966161818225,0.001813336519060953,0.025954814291580103,0.05678861050849778
TRH,0.020203137686277066,0.039084512937271866,0.18700708446471503,0.008759740221408636,0.06693378894931398,0.12392809335897548
SEMA6D,-0.0017634753985194963,-0.04056445770837226,0.024286871104450762,0.028706988164971733,-0.046733287732673046,-0.051024548280954776
CEL,,,,,,-0.04451407110585513
PDCD1LG2,0.005773365637250476,-0.008986410965200219,0.0739762457707517,0.06940022604938542,0.013067671657066657,-0.06045638212657543
SPINT1,-0.032135600540969436,0.056451718838193964,-0.031055963841565358,-0.006547921937226686,-0.02473791979934447,-0.039109058584744734
CTHRC1,0.01286860110081265,-0.05694998360021486,0.035330362892787286,0.04526681613596074,0.09357405484340037,0.10293630972033846
PODXL,0.019710755045446685,0.0035981508645302994,0.029739852238485198,0.010203725968923084,0.07446837048756651,-0.004647433671184201
JAM3,0.012157116529279194,0.023869933932834694,-0.03242196359730329,-0.001408753908470453,0.06846474860900642,0.016940536184279813
TGFB2,0.018543782230925985,-0.021876076615237022,0.011353272822213545,0.049695595970013315,0.04895328988607624,0.062349511027997975
COL18A1,0.01247178782853189,0.016062760137605277,0.003693053438800862,0.016822654928700723,0.07726938584085033,0.06508467639144826
NODAL,-0.026100474436664876,,,0.09642677667909605,0.0669410586233816,0.12198206243682919
INHBB,-0.04913773400715342,0.027778075747579182,0.035079013829455406,0.04157929740136058,0.06703715432089281,-0.09109583210302236
LCN1,-0.012702694661323462,,,,-0.002913162698766376,
ARF4,0.01481836226217354,0.009171706454795632,0.02047276118134699,0.033886598960608,0.023208063767546305,0.11720459279790373
CXCL14,0.006900369070653317,0.04700987849350344,-0.04298663356662562,-0.03280767598075304,0.06267368661482357,-0.059817639275940214
LIF,-0.03497617846199308,-0.024659803985966615,0.01039964427646262,-0.027566441898862235,0.0858271883956346,-0.03277468588945468
IL17B,,,,,-0.013801655799266,-0.04583015327802665
MMP1,-0.01751276220869733,,,,0.042791250920141924,0.20021846701246399
MATN1,-0.016678267516469773,-0.010124767109628313,,-0.013552785026663319,,
ADAM28,0.013909426960086572,-0.026653432010746998,0.020187815910142827,0.031481187318380954,0.06440212252872433,0.036510457519383734
TCN2,0.009990402009420219,0.026382017202390574,-0.04696904798867635,0.06350623243992329,0.07962164367543145,0.1800263227814553
THPO,-0.005694786969790253,-0.020785707859668382,-0.027733445883765532,-0.013552786583505873,,0.05438204748473399
CUBN,0.03404049252691577,0.012198325811431822,0.0040754222786758875,-0.0005499947392938584,-0.023892833535377616,0.048307716032932754
TIMP3,0.0010474662651308018,-0.014316659858945589,0.009722039719966586,-0.007623978084235534,0.06577047468558417,0.03678809421903863
PIGF,0.05735865952688281,0.019584102373290786,0.023320796948111278,0.05855823259311505,0.07421984455446477,0.02299113267926862
CRH,0.007783793870455265,-0.015938746820216405,0.06458758229585941,-0.018536721317587483,,
BDNF,-0.024447442312392514,0.03449521455205158,0.069496382272532,-0.015263918550211183,-0.03662066696332096,0.013140440077243668
CCL5,0.009593299960807622,-0.031128181514806254,-0.02011314876827067,0.018410906443275355,0.021168231792309915,-0.031654363171388325
GAD1,-0.01986914285616034,-0.031121545402780827,0.06485897359749217,-0.014335074381274317,-0.009587630606877342,0.07060120876617984
COL14A1,-0.030100146253726902,0.02960045925655892,-0.037252143412253,-0.012318730380573698,0.121175791834508,0.03482150945727019
HLA-A,0.019669564348526035,0.09111405435809268,-0.02631821127114193,-0.016591423969891148,-0.023313792204689463,0.11881367772064831
CD5L,-0.014882717437790535,,-0.028942938104567804,,,
FGF18,-0.013466169318968926,-0.010849086842619825,,,,
ADM,-0.014049064557961038,-0.014688548849650025,-0.01875087069718426,0.01906792945091785,0.029213973380825896,-0.08715901060592612
CCL15,0.03212485272702404,,,,0.1423926295639636,
GNAI2,-0.010831379977375424,-0.025022519506860432,-0.058141173637179876,-0.005101578148567419,0.0020797375897459278,-0.08651078283675917
COL11A1,0.0026489137101688453,-0.020720558016793452,0.11839902744103342,-0.015564578027060478,0.041149979527611985,0.006672815203141813
NUCB2,0.024519350377322252,0.04179182226918671,-0.053838141559202586,0.01909643147924609,-0.03997769389567598,-0.1039583908302293
CXCL1,-0.031190446478037925,0.049661317011160645,-0.011197899355087847,-0.01838598791604387,0.10916767133121309,0.032658052866784686
VCAN,-0.01506364643729184,0.029058472639289703,-0.06104124855223045,-0.025098757716846123,-0.03076593370946576,0.07025074283822962
MMP7,-0.042931958362113325,-0.009999185129958524,0.01444456947794337,-0.0209472124005023,0.014788628665939135,-0.029527800538323427
PTPN6,-0.01909096434447165,-0.0070294644883901495,-0.02466295750336296,0.0032921784764820172,0.06925105137212834,-0.05682824193981569
PTGS2,0.005101285276805615,-0.0183661948936757,-0.002972547077298583,0.0776513425642614,-0.00640942396479097,-0.011033530298109525
XCL1,0.06846902926138891,-0.016423287441717716,0.025103496011979594,,,
CD58,-0.0017807005393407902,-0.03240933957883386,-0.015844901173177977,-0.061808192783471,0.06187880668578888,-0.06313366941817936
TNFSF14,0.06872996736332121,0.005571424222176914,0.009517695722396047,,0.03813866128835211,-0.0170557324332832
CNTN4,-0.028890826307304895,-0.027700317895301696,0.05247093759753257,-0.042622249123457794,-0.015558416120688463,
INSL3,-0.014609671627093455,0.08281103471222045,,,,
MFNG,0.007857798379331076,0.01258702398770321,-0.0013251260332508797,0.03583131454829238,-0.01817785585121929,-0.0407797649467244
ICAM1,0.03994722628899323,0.022650147807290383,-0.02334065937024126,-0.000645681019338922,0.00464309586883603,-0.05867057212517501
PROS1,0.00375715549406383,-0.01317933883386714,0.010967945706081773,0.03430801837477785,0.06659035190151795,-0.10337868515732433
CLCF1,0.028451812890215176,0.018687376250097656,-0.03917717663424793,-0.006849582558954922,-0.005538173972878204,-0.027574143890658
PSAP,-0.0021243067453091875,0.04544547563484758,0.06565990062605664,-0.01433112163296481,0.09154248918616807,0.05403717731349616
EFEMP1,0.006038364285280887,0.04854694552722893,-0.025986033076298553,-0.007688352790514625,0.05883845251110639,-0.12824245559127
C1QTNF1,-0.02621204101136466,0.03523145015095707,0.07767201872329775,0.026763068673839884,0.03661339049506185,-0.024295423422411287
ALB,0.14397397721245603,0.07506848427765052,-0.025103949883890413,0.04271601020686179,-0.022504179547523897,-0.049205070711280635
EFNA3,0.009949085902129121,0.008131626264541746,0.07399410702845749,-0.029667253108693285,-0.015343994802085828,0.06547407246417765
DRAXIN,-0.011182244597262343,0.018820348677881144,-0.02331717277466111,0.0220268949792426,0.022629547962002207,-0.12522168339043155
RAET1L,-0.011381076084985484,,,,,
NPTX2,-0.011227953250331187,-0.011065824536603623,0.03390409258504324,0.03657695106604008,0.022972111715561124,-0.02846421038128903
FGF11,0.04653453738979486,0.027050955010139925,-0.020490970063148525,0.039014981775908876,0.08663045732873464,-0.08347590576248647
CD59,0.018682344589175576,0.060103909255214534,0.013976776674291022,-0.018486713491987716,0.08562073290141135,0.08310975556899014
COL9A2,0.007713925362720318,-0.0059213820559766515,-0.022430209913508567,0.008624773795660104,0.030765933560904665,0.06022809951413704
DLL3,-0.014658429289205665,0.014423630559223202,-0.0060685672859153335,0.005822761940253409,0.020525998504256113,0.11244407006276592
FGF5,,,-0.016381052397698652,,,
LIN7C,0.02505048995514527,0.016610965208904132,0.033561101801327556,-0.006150134882819916,0.0161324669368708,-0.0016828784857053664
GDF7,0.026339855508634557,-0.007220326142241292,0.005650771685812136,,,
PSPN,-0.009935349961778535,-0.019060895083122482,0.01730995558279776,0.006827566547685795,-0.040567958348214396,-0.0467253007777478
ANGPT1,0.017866399435402,-0.05065960306291586,-0.010065300598352266,0.011140306765764165,-0.0047806046057022,0.12157442964130465
PNOC,-0.036099185615608674,-0.002377223795245107,0.0050167493384660365,-0.0016968554903409843,,
L1CAM,0.040529681670584114,0.0015627372543716856,0.09020989914916172,-0.03487012155296888,0.020296407972667182,-0.037900649266719315
APOA1,0.020820970337537378,-0.015014211741589595,0.07073310032659615,-0.006851363928887982,-0.07076836090783578,0.00919294312609741
PSEN1,0.001527975580702135,0.021642582933970294,-0.033170635875862435,0.020165182106034334,0.05021016836167618,0.056624030006589325
CALM2,0.015473399788015717,-0.026508243967726823,0.07728563591090767,-0.030917971290021933,0.010769349453049982,0.07561504284035946
CLEC2B,-0.0356624790835578,-0.0012965671470395567,-0.05205849279331038,0.02018826237194865,0.040478801832015514,0.04863634064182501
NTNG1,0.02919960110306351,0.04423448499541281,-0.013466655351662481,-0.00781302173884834,0.07693146135919815,-0.055864773107217006
LRIG1,0.02567238119638229,-0.011576051434554821,0.03934493322431021,0.055539088321707446,-0.016418461445631697,0.06050826315480971
CPAMD8,-0.022865758663783792,-0.012789556487246433,0.023373178535953474,0.002174766159399324,0.012936098869564688,
GHRL,0.039032174306165096,0.06285457253709928,-0.018269557267118933,-0.0172970247255069,0.009265338433176463,0.21390903156949373
NPY,-0.013937294804204798,0.03509519209961488,-0.0018420781908826762,0.04586744407012331,-0.03772325098990176,-0.04837807533224563
MMP2,0.02654184885049832,0.02412697195710348,-0.02607648864376806,0.009819511048704327,0.009428264052382666,0.10861031289420715
PPY,-0.01919074336596987,0.10596618970554574,,,,
ALKAL2,-0.02134342044903503,0.08880415358223723,0.055487050922138036,0.027969078847402188,-0.05163843988240723,0.050438293823000815
CSF1,-0.0005505488249645878,0.09576326379986251,-0.05637400520630036,0.043074577431896896,0.08902526185159886,-0.15371899199718822
SEMA4C,-0.01083313633619783,-0.026683347857288594,0.051645804264256974,0.06683719009629852,0.05737794210152671,0.01645634417943074
ICAM2,0.051740776969812954,-0.0056213929441110266,0.03876948634433121,-0.00862432037148893,0.0418032961573496,0.057085105621137236
SYTL3,-0.028066479262432782,0.028800918912330744,0.04695609584260717,0.0239156880121543,0.0017791767510148783,-0.03763475428694888
IL1A,-0.028967505548828643,0.03756629241310905,-0.040406585104595195,-0.026048423291626675,-0.025101656152953553,-0.034479075032738636
HLA-G,-0.01751275849899814,,,,,-0.03939434452623795
PGF,-0.0032390991266671052,-0.023812213964174905,-0.04009194412566138,0.028803689871087838,0.08064335712641063,0.03145102098595619
LGALS8,0.047357962896984726,-0.020555464652614607,0.011844411706919352,-0.006615550021320998,0.0018840448660788723,-0.05581554705735777
DKK3,-0.022533852467802064,-0.006067730850862153,0.05741728483442279,-0.026196236168140406,0.016489723903305838,0.11211336424572113
COL16A1,0.0466544922049218,-0.027659697669384812,0.016221428615902346,0.03622552751873311,0.01681241399658369,-0.027443423455078893
TPH1,-0.012858812392880675,-0.021617846397289756,,-0.016310185343617042,,-0.009672673144888108
TNC,0.051781604412739886,0.002912301587709075,-0.0008810102787080021,0.007304504548180975,0.03778534680045848,-0.1629079780408528
TNFSF9,0.008229646505239805,0.04965091128175696,0.06745852585606639,0.02408352686668412,,
C4A,,-0.011080500519712069,0.0349902427998908,-0.014337272506867694,,0.032202486770929815
CNTN2,-0.0033393182142565747,0.05722350951638922,0.01069253925370309,0.0023334533127519577,-0.03292318127475925,0.015389561487055815
F7,-0.012544740614198177,,,,,
LUM,0.010079224066799407,0.02716286004295625,0.036177474737299466,0.012605371272873884,0.07411276169809983,0.08800780300918354
BTC,-0.011381071344401516,,-0.0018007397904544961,,,
APOC1,-0.013902994147325706,0.05759550544442232,-0.03897744603944156,0.035084811885264855,0.10185945508161813,0.08331425551615737
PKM,-0.04226725595698916,-0.01509296786980235,0.05634228351310187,0.0003972107463246659,0.0030289872062620135,-0.11811927804382068
TNF,-0.029272720569581766,0.10044368502808494,-0.034127169281929874,-0.01336247161525357,0.06421040327253368,-0.04334136917651098
GNAS,-0.030131882939939535,-0.03273812327302604,0.031641338153910493,0.009013859227943524,0.01441451083051497,-0.1827144379758139
BMP8B,0.033513132414239644,-0.009932142910644955,-0.06658974616630378,0.009784045830524963,0.03954778837401232,0.10184799985700195
LIPH,-0.0128588092271416,-0.008933912456512167,,,,0.0687897485374978
CCL28,-0.018087514722118822,-0.013756755462677999,-0.0244871134390415,-0.012934685494340478,,-0.035828175823916016
PTPN11,-0.009809639109345914,-0.03981361929017246,-0.024825339903383294,0.005887050109133867,-0.06231699183296548,-0.031123119136427603
ADAM12,0.0372860490013725,-0.04872270052874798,0.0686567431870047,0.04951258918298858,-0.007661434184114332,-0.019988774039042395
EPO,-0.017278058741016063,-0.009347085483837324,,-0.016310187738823,,
EDN3,-0.022399436183801493,-0.014487521503212758,0.008484863630942741,0.0246032982771509,,
CCL22,,-0.01882055904546484,,,,
CCL2,0.02429881147554357,0.019386212328393854,-0.0576114616839291,0.043935957375953086,0.004881053616391765,-0.08719444396074215
DSCAM,-0.009433631919548319,0.052811171237106345,0.030686740465665063,-0.05728887914066605,-0.035673932748792755,-0.1590641876647392
GPHA2,0.08164588933031175,,,,,
ANG,0.011388468966713397,-0.04005621167213642,0.02275749134488437,0.024130200914809292,0.03226083158552064,-0.08858712011907796
FBLN2,-0.027595045228652682,-0.03270724263405024,-0.0007277038160362545,0.030832677781777992,0.0010669406798146626,0.07310218067981006
VTN,0.017445933804124736,-0.015356211752802528,,-0.013552784032014193,-0.027396533495710758,-0.034203646046140256
VEGFA,-0.02506997044916973,-0.029153836218220167,0.07125655089935322,0.03715141900951651,-0.019433862183805283,-0.1708916090321496
F10,,0.01647134236636532,0.07535638265901114,,-0.029717848921766692,
SERPINA1,-0.028238418438859755,-0.04693618099354858,-0.014015135853281955,-0.009438932913658675,0.08610314090345145,-0.026124778190115435
VWF,-0.0038139125681753852,0.01176719180228338,-0.01912680797770663,0.03519016335508957,0.03392605077184558,0.04950698864046249
GDNF,0.046227238806058626,,,-0.01631018646863789,,
VASP,0.017337489195058252,0.035569041464868355,0.003332052518348313,0.012870939414207621,0.08058099580888825,0.008729677746586225
ADAM15,0.045172491812367335,0.06952699295090409,0.05615565390436552,0.04351502092458697,0.0716924232259044,0.002889897656988303
WNT2,-0.02249334610677559,,-0.027733464917762414,-0.015263916348551074,,-0.04361941315256565
CALCB,,,0.09504146079793604,,,
OLFM2,0.017061521650271385,-0.007295686670909169,0.007401875329357638,0.027219148854386442,-0.061409342086163075,0.024436685753702215
MFAP2,0.062877745983978,-0.024547234319920435,-0.02158413270192857,-0.029553003335355193,0.008216561210583593,0.16255508135819968
HLA-C,0.028413502816621094,0.09076182419356907,-0.05493990447200734,0.03984341852478537,-0.01125291232275204,0.06792114508245406
THBS1,-0.004475671746089791,0.020936542174273983,0.04903826572523496,-0.006886974380701773,0.05319071560691099,-0.15849710699525432
HSPA4,-0.010190006684953111,0.025057736782817565,0.05600017218273627,-0.015925556758549033,0.04737525952527935,-0.08066324186184541
LMAN1,-0.05641723178237758,-0.008760598469560035,0.038179970471244454,0.051825940349702095,0.10813454344092649,-0.028459472771273392
LYPD3,0.08609921184702715,0.07070697526220948,0.09750102967173219,,0.12210680378427424,0.05689102158788994
APOE,-0.07186251004666203,0.005857839272795994,-0.022449005127239213,-0.05190578966025973,0.005675947795257957,0.052228386362971176
SOSTDC1,-0.01685102883794468,-0.02260750162877718,0.03767643784477334,0.0028324429423089116,,
ANXA1,0.018359856465823998,0.040614963761789004,-0.0442901098565185,0.10344287778461779,-0.00029834278004007376,-0.01163386040177203
WNT2B,-0.02167919418895576,0.07529350711475935,0.2085323608174113,0.061482149351947755,0.049330110310243154,0.03789385999035069
AMH,0.050792962878997754,-0.01347335054245325,,0.05579802021379197,,
GDF10,0.031451131865021735,-0.012587857922725825,-0.02664225686710226,0.03544579251979968,-0.01995331039282046,0.1008788873798046
EFNB3,0.03959888697252373,0.0047797491972039205,0.06553380440322844,0.003940551992169305,0.06327901831725269,0.08926703656786038
LTB,0.029928557223769282,0.017835574981685497,-0.040558340771025804,-0.019268855259847978,0.022352241298294218,0.18635362239841124
ANGPT2,-0.006274013514479348,-0.04390947964404027,-0.05268911783073921,-0.004062692096978383,0.08967877310425919,0.09586549944418798
