,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.0026152766872036544,,,,,,,,-0.0353647383982033,,,0.024679186341910048,,
BMP1,0.017573321989069673,-0.05940411655923858,0.017453937336578868,-0.04236162527510757,-0.009013016555003176,0.018028004653954734,0.0033999061584988983,-0.004043898110631768,-0.010420934000437488,0.02857538737680091,0.00967010245336181,0.024617761237650852,0.01191891401294591,0.007299223505933132,-0.037899655505711026,-0.040337782026711524,-0.025046869807196434,0.0561181647079504,-0.0788131197855533,0.06378692535687532,0.0019253133426949203,-0.005257203106538576
NDP,0.05369561855475984,-0.007420015104733104,-0.010500061765015846,-0.028059737987453415,0.002587018582152847,-0.021417705454837184,0.09441637341344823,0.057956373919402504,-0.009756793885281449,-0.048774559260980406,0.014925005328193795,0.04281124154784769,-0.018084195398908678,0.029683841121351754,0.01094328944391552,0.018892244548840625,-0.025601578009159236,0.033755978223124435,-0.019627574512351257,0.05169569036806727,-0.0007303561884011067,0.04277914389892334
TNFSF18,0.11818454515535931,-0.02481610342272175,0.0963371139436043,0.01795554947114399,,,,0.01934762054398661,0.02110156559074314,0.022616162229899803,,,-0.033122514649195425,,,,-0.03647103048577674,,-0.0411393937772226,0.09019925162760738,-0.014384848490613278,
IL36G,,,,,,,,,,,,0.053896883856508475,,,,,,,,,,
RTN4,-0.05225146601318996,0.025918417529377413,-0.018320421885769336,0.03598973753002209,-0.01334556226969226,-0.007427975358260184,0.14420787574060878,0.07410370423284364,-0.00627739036708792,-0.0456251882713056,0.01944892588239256,0.02117676306939068,-0.10239488890505188,-0.03210703928036284,-0.0021519536636701937,-0.08410820478077319,0.037378611982940964,-0.029246279075299704,0.025409471802788422,0.032000390089008054,0.045224109539930155,0.06571625140730723
HEBP1,0.007686199279958844,-0.05058979608383793,0.017052535581180528,-0.0051580985770080445,0.01166141584719338,0.027206334141373804,0.014289888129470794,0.011929851290979681,0.017954689588955693,0.022471837807046167,0.06165015026998083,0.04686159212653,-0.0585109014239377,0.07009179461142821,0.049729096914095855,0.024078710555258252,-0.024761519457733087,0.02253554621321702,-0.07016795001201423,0.001027135224213843,-0.01278595892288217,0.03519185390832408
WNT7B,-0.0060174689785102336,0.04783884683085688,0.03830159095547799,0.004471643638730051,-0.005745230425268052,0.03375305274105414,-0.01997310448200327,0.00010875144760806998,0.01898510532830177,-0.01555232823472188,,0.04668224640444537,,-0.018416492723905095,-0.007192595720710847,0.05209740134305691,0.041779602449088904,-0.0408935233429858,-0.041139351118761644,0.03130740023395855,0.03668425054362577,-0.01748349973410819
PTMA,0.037067724612829464,0.045458899107078655,0.023711505562861362,0.04476203146988516,0.010301004010276518,-0.01605272299514405,-0.0863268165965588,-0.01410363446048976,0.0077866886032114165,-0.026639504838932623,0.02761634166470177,-0.008763483370939046,0.046249043350759224,-0.05814835271568494,-0.01357515033575543,-0.016112556321135767,0.07098041646457642,-0.0004358227092675028,0.036489814469932755,0.03235771671376963,0.021129515322052143,0.06640871369263399
FASLG,0.04894630413806633,,,,,,,,,,,,,,,,,,,-0.016311583852525166,,
CEACAM1,0.06033202477867235,,-0.001600480484000756,-0.017760009522861265,,0.0198172205658809,-0.015199082554310812,,0.00924949408710487,-0.013764100403427806,,,-0.05728065596107335,0.07131824933239932,-0.03475155878961538,0.027222077047265543,-0.014336131827938652,-0.027141626185893403,,-0.022695173195197635,,
PDAP1,0.06521159596490995,-0.030786703469441647,0.07193569557088113,0.030622770165195996,0.08383986327738724,0.024789640274404435,-0.006916568521540068,-0.008789251878040309,-0.05127049086666207,0.03352891427328584,-0.017859818774669252,-0.008512862711583625,0.026785468139972957,0.0661419827832859,0.0031251636996712257,0.03143621734151147,-0.028371795611649014,-0.04617648210307618,-0.022271354427660442,0.008391871902282324,0.05316032536254218,0.03923850782686113
QDPR,-0.04515053073710066,0.08945644670942049,-0.05378928487117947,0.03388502233179172,0.006336147952056949,0.03678429731882985,0.06254969649295618,-0.028341928063634527,-0.00935518531487274,-0.036156378198883996,0.05383289780754096,0.026112258774957948,-0.07976793215913366,-0.021036358261477393,0.05746670727291334,0.057794618610281755,0.06547120216745153,-3.1968070265588164e-05,0.021005538849072834,0.01140662181763706,-0.013929457374797968,0.13715838924987858
POMC,-0.014196876996723678,0.02190196611544537,0.07165056955871625,0.029344893669134193,,0.037257109143479475,0.051682393659225515,-0.010061502013321432,-0.005281184739892023,-0.024745305816471174,-0.01438634500274564,0.007511019840903827,-0.018572483966697636,-0.0442208037103,0.020065064252195418,0.038770459666755255,-0.0012571942454038332,-0.001220569710195315,,-0.024423882107002564,-0.0055983408757429255,-0.03680976500415557
CCL18,,0.130325888987831,-0.047264623401394326,,,,,,,,0.037854705221358254,,,0.03655764138847516,0.0026536551315965375,0.025187024262023076,,-0.02813045829871319,,,,
CCL17,,,,,,-0.006621194189142185,,,,0.026985030464059537,,0.03232276598095214,,,-0.024654548938506233,-0.02281524584952896,0.021492422720353052,,,-0.014784618651431736,,
VEGFD,,0.024888589743101618,-0.00051416430921607,0.051959119211243104,,-0.0006573621519954639,-0.014541621643898859,,-0.027337496045834225,0.013160870026686313,-0.034128508055170675,0.058402595127208946,-0.019280371080155626,,,0.13513060471355162,0.02847333116636552,,,,,
TNFSF13,,,0.11418771670838183,,,-0.018997244626393305,,0.0410952791957671,,,,,,,0.07496820586712238,0.07817137295102948,-0.007730700187636734,-0.030478227106160462,,-0.024090302070529996,0.01594951574482742,
WNT5A,0.03814842112124228,0.00979526191695613,-0.018473569836378843,0.048026680501807494,0.03925151389895316,0.04981981936943168,-0.07197503371210717,0.01818104228077131,0.011712784654123695,0.021326196969324755,0.034418067608365924,0.016799920526511795,0.07664304689716121,0.10504620089805225,-0.01793742696180502,-0.05345683304822763,0.044877594089152616,-0.04430456221725591,-0.016910423179899953,0.030238828102137873,-0.024540314585449953,-0.059263750793104045
CXCL8,,-0.0407297031053907,-0.042484188445334733,-0.010531102735079508,-0.005542088798807993,-0.05228362636812481,-0.018912103598786867,0.048410511265236426,0.004552507820364897,0.025504584008070236,-0.03336727938520909,-0.002431553100076053,0.03533729197398064,-0.07317557167148542,-0.07842879486574503,-0.06848337079966092,0.018214534682520687,-0.005121662335468305,0.02981007227915441,-0.0070864251621714945,-0.024835339833994018,-0.004180598855895271
GRN,-0.048544177186148195,-0.02348814193961497,-0.0003643184974306461,0.040445947049661174,-0.012302826766089202,0.04079347204288331,-0.06583151179089693,-0.03795845458671359,0.010949861523882179,0.0026295801449580554,-0.012453309683223463,0.022614904957255363,0.052659409469607246,0.09785875702249038,-0.029586200568503945,-0.0781976676066649,-0.03660780355959856,0.03182535428506732,-0.08087506154924211,0.012917360722162714,0.011561918652697173,-0.051349042116384185
MIA,0.0517683107898655,0.0173669857422802,-0.018055096446763164,-0.022622467394224244,-0.03478606773758477,0.033137109340119354,0.002335948176689176,-0.045802019517490015,-0.049463393378321965,0.03292831427919165,,-0.02409936471604815,0.00236207850801211,0.08854001061488331,0.07545810433265669,0.17229514431045057,-0.07607203405166141,-0.009371822910677601,,0.02330932520153885,-0.06564953462774406,
COL4A4,-0.013091164206627294,-0.037747599747143236,-0.018588702471398506,0.06247957723867035,-0.03578395834813396,-0.041017413925499145,-0.04653892066969566,-0.013062836778465611,-0.03724693207140504,-0.0012720407439144395,,-0.033590833125505114,0.06627898011325617,-0.052546727300697094,0.013171247639448977,-0.01356927115420762,-0.01078920295905032,-0.04746557194340183,,0.0708158732436958,-0.005523628805751095,
TAC1,-0.02491775120711032,-0.021618230360669247,0.04075975529187214,0.007540833454241663,0.03087456167572509,0.05983206706488759,0.09301912723390741,0.07133271447402753,0.010643547724922054,-0.008321565730343417,0.04715059960073066,-0.020663031601399418,,,,,,0.03322008372555695,-0.03468318245438423,-0.01943588458060818,0.01839480606207999,-0.0548989398304351
RARRES2,0.07645215798279775,0.031610744748358025,0.010307579781385053,-0.06654572511110092,-0.002680667747653318,-0.023281646372810764,-0.03498936797635023,-0.004459237824126165,0.012606103946864908,-0.02979853067069314,-0.017191082777553192,-0.04123103015260358,-0.05213893788535813,0.04743267732531289,-0.0475211569209049,-0.03459071490184478,-0.043955461315145,-0.008313177555602036,-0.05353002057031257,0.012247477008365544,-0.03431980700675988,0.05063800602369989
FGF7,0.058635286305871316,0.03230025986816513,,-0.004433059127701044,-0.029063414285410667,-0.005015667191632061,-0.014678172136384228,0.006758462412935641,-0.007900275667096389,0.05166526694173084,0.03258782370292584,0.030547767408157445,0.003318652358176273,0.03110713360484692,0.025696249575531578,0.06983472041679198,0.015422073179799222,0.016602764557520987,-0.06484314987462637,0.057765016174667914,0.0773895905597189,0.1330282347257913
EFNA2,,,,,,,,,,,,,,,,0.037700109175586104,,,,,,
HBEGF,-0.0026222941311165246,-0.03425383027615867,-0.044849225515944384,0.021557134996179058,0.040565790235587214,0.008278806985000622,-0.0036834297605578678,0.030192567480737453,0.009079829446463749,0.06904742466273221,-0.021168365301271294,-0.004605302406532355,0.011914584255937834,0.05592191658715897,-0.00964070362881181,0.04413175280553297,-0.004918518667505785,-0.023835986172013386,0.05489915420850856,-0.04021440044756965,-0.000469512566813554,0.07561067282929984
CSF3,,-0.037747569862255755,,,0.09811846724367655,-0.03282660749256329,0.038325116495029767,,0.014752397468977288,,,,,,-0.04985857375115865,-0.08487106652040328,,-0.038911228647405184,-0.0369749251379589,-0.01556592264333096,-0.040890811295889534,
PI3,,-0.04471762545657777,-0.010108675953376315,,0.04247290047428081,-0.022685919484828253,-0.018377581705032713,,0.03289839729033458,,,,,,-0.09769127993977945,-0.12830757544604107,-0.013738301247521421,-0.05861710187599118,,-0.02122138025121844,-0.009536642547626241,
PCSK1N,0.008749642738948788,0.05699744813209749,0.06084656536283814,-0.005718429770738195,-0.00605966818092586,0.005176133278381654,0.06349373474452669,0.0031039355488888913,-0.007892136184676473,0.035901110881294496,-0.011928816771414025,-0.030561687628703788,0.0097054170040161,0.0031426899760532805,0.061999767758869846,-0.0581814341806615,0.00621466279590993,-0.008795663291618305,-0.028964133259914863,0.003907835875403706,0.0640698936700068,-0.0070556393655322805
NTS,,,,,,,-0.031163943215337612,0.008812662100777371,-0.030954253975184212,0.0012390640144336984,-0.028424038017329328,,,,0.014059001224526128,-0.017963292646578314,,0.0010820686625092385,,0.14114540139804113,,
SFRP1,0.10677903401843204,-0.035454411055483304,0.03621403711562984,-0.020986207433436845,,0.000838585041474451,-0.016589472023779424,-0.03631473484296329,0.08009599766297804,0.02274514006942898,-0.009967622131984558,0.023183769449397287,0.06912079481137931,0.027113878861190033,0.04405143953351561,0.0038917906482115136,0.03773059531604601,-0.058705840831510654,0.1082455693001548,-0.0039835956331579735,0.0196202431456626,0.11820463793802674
CXCL13,,,,0.021260979382032023,-0.018187383777745324,,-0.01644037863280093,,,,,,,,0.051544204620018325,0.012641915963692006,,0.03251305030252908,,,-0.04192979944979193,
MICA,0.05102368838764024,0.04087384424168775,-0.04739628988605093,0.040834530173913995,-0.0173523118133647,0.003979209738742358,-0.024996329923130032,0.033669672464963676,0.09363333886233036,0.023982559948643036,0.026954903626198425,-0.0023505505954058794,0.04082529303102246,-0.02025645073109021,0.014050426855277501,0.015119544726593763,0.0682058703831473,0.026581440143292927,0.004291840315739918,0.06629483129961788,0.02251128773725303,-0.06521682882416624
TG,0.03525019966393034,-0.010478437329124554,0.07805020258993477,0.08434641282690315,,-0.025932918835665255,-0.025101624537759628,0.052320135002243376,0.02879580736877033,0.06952875936028935,,-0.01657280555288646,-0.0012338150887600899,0.10333959516580134,-0.032759731548770626,0.09116105546299816,,0.02965162687760072,,0.02340555826175192,0.044727326855375,
ADA,0.04135430774694571,-0.0444994337817861,-0.013152687442451126,0.0130547050153149,0.00022849093715127255,-0.04181563342436095,-0.042017461955897534,-0.0060419230656680156,0.030164335221969082,0.02031274777317203,-0.02905851259500338,0.029956114339773496,0.1703981095740783,0.0370786866155589,-0.0017585648051042485,0.06556481290932113,0.002188990853426682,-0.010787040644773404,0.04438096211175912,-0.0032347342820986534,-0.01612775730946285,-0.04615499323878806
LAMC3,0.02193383588607,0.034076965589715444,-0.0035078893678367378,-0.034946274621104216,0.0796525186976594,-0.025348220970869223,0.018000473038526872,0.08192852890643941,-0.010022244549129635,0.018235555633586625,-0.003237277188296992,0.017348686516717438,0.10558205874913387,0.04727970792003231,-0.03252078320958704,0.02430133347677262,-0.02510380101577813,0.0226265434571593,-0.07267980201000267,0.005306069000074208,0.06485301406070508,-0.022482601889343777
CCL7,,,-0.01320058578046747,,,-0.018749458884401566,-0.021796906727546885,,,,,,,,-0.03695148596995881,,,,,-0.016311578052320645,-0.004888082054579287,
NGF,,-0.021747448028882524,-0.01694456304393739,,,-0.007325306225550561,0.03795133924829979,-0.0038944667980697154,,,0.01141926551221975,,-0.054829102002842474,-0.038620711058266095,0.05407962102060758,0.09693355710611438,,0.0070188705264649,,0.019237007106100244,-0.004646106743987486,
TNFSF15,,-0.026904307367320413,,,,0.03577605796261549,-0.016138355774960048,-0.04530465297660579,,,,,0.01567809767595279,0.0009935251236200295,-0.03602354952670034,,,-0.0074851121722614294,,0.03377696402508247,0.02434106957285721,
HMGB1,0.018938839798831042,0.020056758137622113,0.019795957781583863,-0.05310799290993612,0.04656058892848477,0.03218266436089463,0.011184869978175296,0.060491053975525705,-0.02390556129280749,-0.08158414489406042,-0.007118597966940461,0.0021957989367568267,0.13204503962518366,0.006284342710335639,-0.006006013712373851,-0.11884678572877122,-0.035506917393196974,-0.06734815381517106,0.15815032760646996,0.01775704144799777,0.15722442257881866,0.050385916422255914
ITGB3BP,0.002634810565038112,-0.07796105827946113,-0.017052181020709305,0.027048375698618947,0.04367146511512699,0.008947285084628628,0.01898627503107908,0.052853936259862996,0.00293328913534198,0.05076357172025696,0.027522085011182106,0.009362568355217813,-0.07552041465692794,0.06671982885759654,-0.008920293512896268,0.03325431625745802,0.006243045207863654,-0.06376270891733962,-0.016728825780388337,-0.04961269499351792,-0.011287234811506328,0.03615072101087472
AANAT,,-0.03897886189322401,0.10778142404773063,,,-0.018997246653933063,-0.0145416237197973,,0.011337807919231465,0.05388354558285005,0.06378946784197308,0.03164743334910193,,0.014507963141427948,0.02479945000027219,0.10852907417403065,0.0005425177053638415,,,0.07683429939841557,-0.03156349734868801,
RELN,-0.023923882365738926,0.13683183431861382,0.009460180031814818,-0.0379908601511719,0.08122311082076816,-0.02370991611473366,0.0006320374724659005,0.0018173943859971261,0.018590279920514683,-0.046642740496021254,0.008851172326110626,-0.014360185443175511,0.02223809177611377,,,,-0.04062863938659079,0.048927636974326935,-0.06703631939507834,,-0.019328862180778172,-0.005009255608908566
IL15,0.008403920358032677,-0.02175289782670631,0.028630622108690013,0.03494356956857147,,0.007097957380213529,-0.012909560948957004,0.04507793596222251,0.03325580666601711,-0.023986764111893003,0.021571323606961266,0.01935359451801556,0.04230516751680658,-0.05384144434596022,-0.030215582457260713,-0.03034719422691018,-0.018955476908142792,0.0626407004452833,-0.03910660248086562,-0.04874605200303204,-0.03091133396903723,
UTS2,,,,,,,,,-0.001881710648176677,,,,,,-0.02760534550030551,,,,,,,
BSG,0.06727773875907674,0.00723433280309085,0.05733423626797135,0.0010577981771167017,0.0058288102452427985,-0.002084036902293401,-0.04224971047769478,0.012017073724291265,0.035541074880751436,-0.021721269701645552,0.03999940026928279,-0.07179585921458238,0.02426603856130457,0.01930051639002271,-0.040153344571332676,0.008354741496633978,-0.03815931052343856,-0.036056605792031696,-0.05001856370553099,0.03494271910581437,0.01874250254740356,0.0717269393997169
ADAMTS3,0.04510585408454906,-0.07133159263372262,0.026592794701398085,-0.009740210928301914,,0.028072354542709642,-0.012776841209132535,-0.0006431693520947986,0.005467232956294696,0.04514765755037981,-0.04481717380405824,-0.007227025408418097,,-0.05183303150269439,0.012178118939721788,-0.016798214754167408,-0.04217296903776518,-0.012497325923704528,-0.044961153567959,0.009985724155837374,0.029121620382962995,
