,MGH258,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
WNT5A,0.028130886662690334,-0.04091175597947781,0.01593838027321473,-0.029422054957201776,0.12429050148762716,0.05581450532062286,0.014496979665835737,0.04113269069859693,0.02018846514983197,-0.0331590047320067,-0.034737283818030845,-0.026195936586899195,0.02082790793058264,-0.03221742470300304,0.06702970440295968,0.010415049216601299,-0.04861608386387583
CXCL8,,-0.01917305935976401,0.03288269086032089,-0.0004973003222878682,0.004581056058897626,0.03341976199798472,-0.014032481172059054,-0.00950876094533376,0.0538390745133914,-9.846920098867456e-05,0.08361440411985614,-0.04839629325398306,0.024346273521758627,0.013676401528151078,0.018226091281414173,0.008118097950171682,-0.03938086977695112
GRN,0.07051276041879116,-0.04144970978452905,0.051558106412732146,-0.0013861416429151341,0.10345059547964024,-0.006436427621546954,-0.034448481501644326,0.053567579731348486,0.10881486493055756,0.04199953445964354,0.008830897513421726,0.030727147971581457,-0.028938740094572934,0.005427438817646471,-0.017373139819386818,0.028917178778187027,0.04783609621662879
MIA,0.005611330660506506,-0.01821044162291366,0.052063407775157486,-0.028594502986111256,0.01231058350965189,0.014590788736395906,0.01702169810253933,0.16120708121303512,,-0.020078331874052453,-0.021814863227671608,0.022480190009451725,-0.02037536293018284,-0.01786075304191577,-0.002224387002666637,0.027064781658829917,
COL4A4,-0.0056350624431084064,-0.030624538892811453,0.024915542661762442,-0.026817875192906536,-0.011609950772866771,0.03636551666263048,-0.02122264900796585,-0.019508343691309497,,,-0.03257769733755763,-0.03475294781977877,-0.043459364836981214,-0.026845878968464923,0.004043360145856187,-0.0021739601993353906,
TAC1,-0.020986964880094966,0.04455644891125236,-0.0027331732821515775,0.04102911464718291,-0.10421255953646347,-0.08085794757953821,-0.018322897961212854,0.011821294535614913,-0.08984412329632012,,,,,0.07956678731524322,-0.024177883474730343,0.0495622229538487,0.004281060145224991
RARRES2,-0.05303665781270205,0.003469925219563742,0.00400686890298432,-0.019721470691073176,0.10328139451088271,0.0922501005052034,0.007448969004183463,-0.011007911580820656,-0.05372975228976701,-0.03613721989736485,-0.07540043515908516,0.0207029010088175,0.012819046678655835,-0.008243994931666042,0.07777755799587048,-0.006870910978599565,0.21924300718346537
FGF7,0.014779846174103044,-0.023111611071260526,-0.027763092445385308,-0.02896524935998204,0.0452044060731833,-0.03302279616730207,-0.002768870838305104,-0.01595967299210577,-0.03437646846610918,0.06497842690333419,0.016147472411357524,0.0330060694439378,-0.02460155309246594,-0.005161280706463906,0.020383478698035293,0.0013249331093618045,0.1032917204692367
HBEGF,0.05802334510205919,0.0343660999197209,0.0500769147053812,-0.029680913541067725,0.1064438655820708,0.007890827474001303,0.0011647106072115217,0.020238735789792458,0.07945878690768714,0.04416153720302413,-0.03980646592201344,-0.02071738029992959,-0.05196070585670165,0.03745333570304854,-0.01417246032859582,0.0031765912024184573,0.06881544263950258
CSF3,,,-0.018668238845727356,0.03345654493266986,,-0.015671351615562608,,,,0.08671494424173337,,,,-0.019097088857428883,-0.01936372189731052,-0.035338101556177254,
PI3,,,0.0854697885313447,-0.01530031352292918,,0.07127597363010053,,,,,,,-0.02970210082582449,0.025704913168986068,-0.031429015336641816,-0.05442209344580645,
PCSK1N,-0.10558625554197576,0.024013903892260827,-0.0336029608598387,0.013004409908281727,-0.051520693053258855,-0.06097238559993837,0.0011496055215692734,-0.02690064262229358,-0.08594022471588046,0.03271473034317351,-0.10222182559896192,0.026158989070233004,0.002055605548997169,-0.01526592855107723,0.05405266112307193,0.026972336905288878,-0.07373849749709453
NTS,,,,0.04238700485260385,-0.014173112017911353,-0.019261976263800478,0.021917295737211274,-0.030694342926542346,-0.021838696680107572,,,,,-0.04415511720483641,0.10452887900068306,,
SFRP1,0.14014267152400098,-0.018698335686439464,-0.013666066756061867,-0.01725814755185768,0.029096071929727022,-0.012824800946784624,-0.012105770200871408,-0.013920454313390451,0.0795913928094105,-0.02994735600371527,-0.015745478940979843,0.0340597017795472,0.0023706826311389487,-0.031667593914609285,0.003768255493125524,0.04219604277872913,-0.06195187289780773
CXCL13,,-0.014571827156765447,,-0.01710304462050306,,,,,,-0.0017952164341774443,,,,-0.031151325951775076,,0.043278696601043706,
MICA,0.042416079850842434,0.021546229283980062,0.031005013346336492,-0.031154723233642857,-0.003914796072914763,0.0920119683109203,0.03628348427634587,0.02656741897360609,0.041693618900643784,-0.018011210650467256,0.031273380778964896,-0.060281902441439404,0.030241358682114763,0.06391154889286012,0.03151207626026366,-0.023473843755000126,0.019550186439415435
TG,0.07025992884177495,-0.00249734413589843,0.004535556597837173,0.003225518170636528,-0.016359507489143922,0.02195520226259695,-0.020479293232014768,-0.010074172233886458,,-0.019015176155593783,0.05368068346998735,-0.02876495247618017,,-0.015717197586623304,0.06833260202931452,0.06881035341861194,
ADA,-0.005784691071641582,0.06436414191854722,0.03519619511043386,-0.009499781188139387,0.1017423815929288,0.012356173661204423,-0.002859279649282673,-0.016361265873301892,0.01867533138131336,0.04655138705330002,0.01100066859943768,0.04140282180852935,0.022721479470626756,0.031279898222614885,0.018662026337127047,0.005729701497330248,-0.020276081509150397
LAMC3,-0.04679015365316994,-0.024870568149324396,-0.03149149848603969,0.05433070339184414,0.031058440443336756,-0.0004940415735356966,0.019978508925634342,0.0404636530549522,0.009794539548351378,0.008369201608295756,0.022076379115390014,0.02308691677895201,-0.0022438732574834655,-0.00690343434990532,-0.04008484579851649,0.011008594467674439,0.06810533272673636
CCL7,,,0.12274362184895514,0.04023422545352692,,,,,,,,,,,0.040697174667596474,0.006753493063395296,
NGF,,,-0.012681236670557783,0.08869457145459887,-0.015611358043052076,,,,-0.021838711059440363,-0.019783284833733893,0.03482725584524101,-0.02254144503917268,,0.050915635085196996,0.057708624686834895,-0.000664915440795812,
TNFSF15,,,-0.011873407730369209,-0.016788848060348503,0.02197248639386148,,,,,-0.014164169534292953,-0.02424781463390702,-0.04125337743136235,,-0.011858964323900406,-0.014987977269603239,-0.03911029830827727,
HMGB1,0.06430341669585249,-0.025165695159631147,-0.04093843945956897,0.01789381484119783,0.10501717098787096,0.05031878521748544,0.03812151166363545,0.03708333476082576,0.01633665667028261,0.049276865915127574,0.04905783989057476,-0.0017249650941424533,0.029073301352175333,-0.08541598989778951,0.0026609295879260037,-0.0309595632270952,0.06177418935301693
ITGB3BP,-0.034660735181900694,-0.01655796561705926,0.021196945332118827,-0.02390309904437336,0.05415276210564625,0.049223119323026955,0.023002662296412277,0.010474949664214757,0.027571802186689986,-0.02335433240601398,-0.04476483556502477,0.08013338078597954,0.00630172438524277,-0.06198634112003231,0.056058098678636606,0.0018294230920967592,-0.07278732134127298
AANAT,,,-0.01080358785254189,-0.01512775617211482,,-0.014135983254110042,-0.003676100515049502,0.08573054489585648,-0.02053160013204691,,,-0.028629514673831073,0.004505936331427448,,-0.0023284706595309763,0.0023988481525525854,
RELN,-0.020149879290150944,0.018217857757730504,0.060654329137854776,-0.0012641330004859578,-0.05015437987418413,-0.03121141061351372,0.03334966353477685,0.00334741176254199,-0.00030497789194513294,,-0.06215149374523629,,-0.04405604078520544,-0.014324343719700658,,0.005493607190592121,0.06966669401887353
IL15,-0.03791752749688111,0.02980834197138865,0.0033236664107585915,-0.05109816595663075,-0.013488044259764588,0.04405733371144083,-0.015764558515432098,0.07427934879727799,0.008728104478261802,-0.03330541481993036,-0.005128354396299703,0.010943511481885857,0.16475541202961744,-0.0036360308621497532,0.03204444709801222,-0.03321030840943235,
UTS2,,,,,,-0.0013567581937939327,,,,,,,,,,,
BSG,-0.04317175168991988,-0.011082186892991829,0.012346187298418004,-0.027327658339394188,-0.01826854640147096,-0.03292209661932554,0.010643610209083446,0.08129974232371011,0.006753323398686215,-0.06866344408436129,-0.005086506928742466,0.015442588921954839,-0.017515450204357078,0.05238747360227675,0.05277333429542431,-0.05012271908695214,-0.015613882573407784
ADAMTS3,-0.018920693863441966,-0.02422296539696252,0.061620104763426144,-0.02102094809040415,-0.021725337381111046,0.04302226957666719,-0.021581511888781945,0.050582577296598735,-0.03296892541591254,-0.013482086809121751,,0.12984774470405952,-0.020350417860944204,0.012507029494871926,0.019388665123559905,-0.0044554475563743975,
CD34,-0.02999718604514248,0.037018147213048885,0.05975070894727053,0.027619427544298625,-0.0017759858563143479,0.025633903037155296,-0.04118230212835713,0.03162619161245289,-0.05837512183840057,0.002301123810694917,-0.039887150363368006,-0.007216368835248678,-0.07117612948443246,0.058910779316711785,0.028118441326034326,-0.027480639991283865,0.11336717261210073
CCL23,,,,,,-0.016084505003529825,,,,,,,,,,,
PLAT,-0.060172208970619645,0.06372839055331259,-0.021882451634616797,0.02870895976638363,0.13271838211115636,0.014979850465291602,-0.008703713136527891,0.05190674896114072,-0.01262690580810155,-0.05227678000698324,-0.0036843733880891393,-0.0057915557261780555,-0.03217312750011496,-0.029158272261863714,0.0031902992703091737,0.07188971274254465,0.01254746175097241
NTF3,,,,,,,,-0.018745603012715235,,0.11103573925422865,,,,-0.031457220581687456,,,
LTA,,-0.014296303059739104,-0.013666066116741784,,,,-0.01773763297277545,,,,,,,,-0.028894099549255304,,
CKLF,0.015454004228582178,0.008612187845479085,-0.05696555906380635,-0.061689569701801034,0.09974473454352226,0.06059196718269046,0.046014999929823545,0.07327717806403458,0.0876760482492674,0.04472317185445591,0.026389086298811693,-0.009602204941293602,0.09146072388358974,0.03987734619186611,0.07548013419752421,-0.05005684247358564,-0.08805739391175561
APELA,,,,,,,,,,-0.02611088741776853,,,,,,,
CD24,0.002974941220880928,0.03750785754076961,-0.03611433606899788,-0.07066890841279357,0.06792257955277312,-0.027423800896908112,0.03454406342664872,0.01876394894762038,0.007351648313580394,0.05194237948768832,-0.04706439744751872,0.06701626923627667,0.04048868356276951,-0.05595835194580283,0.024031696130305074,0.06349956041978982,-0.06236884737476721
HSP90AA1,0.05986122202347128,-0.009772996439916791,-0.007523616458175439,0.04544152779785276,-0.12863057823711174,-0.046656750549400064,0.010544122447919257,0.025549905339189837,-0.07427201679291003,-0.024771345970376283,-0.0654235498568284,-0.014267424329620318,-0.05466391630651795,0.008822710165240697,-0.08236837974337896,0.03561964580484024,-0.06995246603402125
BMP4,0.013947984355132849,0.0062456902337228015,0.007286821797380101,-0.029357854566172004,0.1337672624060172,-0.043298998914983726,0.024695111473998412,-0.02002477354111312,0.06897277734865687,-0.006682754438396353,0.012735553007258085,0.04130970766757664,0.0018713222587726174,2.3559521764107078e-05,0.009377230333439094,-0.021142371008989646,
SCGB3A1,,,,-0.018015290085504704,-0.01721772705137015,,,-0.0097953920390798,0.04085487011430619,-0.029653878023283977,-0.04464144931579065,,,0.08016739956958836,-0.04254543847336955,0.1045464633914972,
IGFBP4,-0.0348659190194051,0.026228148848238746,-0.049990248798889636,0.029833083740048297,0.10517682549590253,0.020943432262316496,-0.002803829360247217,0.013180169880364677,0.020940980569752028,-0.041711920159881115,0.03178583128027705,0.02652593586851186,-0.05961199700810503,-0.004260194512907193,-0.03257143512928408,-0.0027435649050901504,-0.04974980900366403
RSPO4,,0.005019006241073232,0.04734674657645551,-0.020792573237088312,,,-0.006964108269264527,-0.009795390606282128,,,0.05231142942259764,,,0.16211634560315144,0.053717615816025764,-0.027208248321396365,
LEFTY2,-0.024065155374741236,-0.014471883412756839,-0.030535636205845137,-0.03227328778428911,0.05687849110881481,0.027850603374425537,0.09347407914615881,0.17200985681217312,0.12534148199433465,-0.0160152828741856,,0.04370845193364367,-0.06476776754198676,-0.022555125201790645,-0.02451096601351506,0.10460596166208037,
PF4,,-0.01300443070364559,-0.009302972000120972,,,,,,,,,,,,-0.014340263766041125,-0.021313760480417863,
ANGPTL2,0.05862681982484881,-0.019036526628387007,0.024154173721814786,-0.012067105315204208,0.1612724961981332,0.06766039820219474,-0.03288607230662978,0.06171096664236605,0.09015647031919302,-0.04542806257322489,-0.010530558446446726,0.004107907939951953,-0.041237441175816215,0.007552185353506765,0.03445715746646254,0.002226799707596973,0.039982691276296174
LRIG2,0.026905520946854423,-0.01869526657647672,-0.016765526828834157,-0.02322384026684483,0.096846102735609,0.036164482016465785,0.03816971984704924,0.0011015168135251152,0.09155031373972389,-0.02050022882718686,0.06195834478150724,0.03418966704453361,-0.052000058151174464,0.05401312054398466,0.045772881799259015,0.01348273291419957,-0.0511781783217438
ICOSLG,0.16153061599926066,0.04133943169878179,-0.030315919103598127,-0.02030469747899628,0.09001373921491172,0.05527060764808199,-0.026363003883846787,0.0455958030653709,0.03343466678616177,0.09259949217303037,-0.006034925614541701,0.10247324339929899,-0.007818150479092264,-0.045479226994795764,0.025896601725722838,0.020560480217366627,0.05443434656992507
WIF1,,,,0.06960011009352206,-0.11273583688982014,-0.07441927552844962,-0.01591964145545159,-0.0030668335189889214,-0.00608387543596042,,,,,-0.015417788379968182,,0.014901463556464049,-0.024807575621300492
NPPC,-0.016868698627555013,,0.06669734461591925,0.015027154805812175,-0.03303214848097097,0.047384854476509655,-0.031054162224381184,-0.013613195802611689,-0.04393537780349362,,-0.07113320032103923,-0.03428086337792572,0.0460327866369492,0.0563493404381568,,-0.009963254046401868,0.057072489174674196
LYZ,-0.033299090901068376,-0.024584158776499863,0.04986939691802709,0.029218641485931705,0.08009188442878636,0.0825872375225768,0.009595932322654082,-0.009392531425940258,0.0797467349426268,0.0341203452320914,-0.017331950830055398,0.06701947010192595,0.013797506733589017,0.03480630540966776,-0.029348816311503437,0.011548524426082877,-0.08517122665340027
EREG,,,,0.033930138650071655,,,,,-0.022465651571001912,-0.018727373661410574,,,,-0.020657465788852157,-0.043636773147681066,-0.024538452147693506,
SPTAN1,-0.028396894170187436,-0.006839483795624805,-0.03497122104219056,0.029662862171142047,-0.051540561891277294,-0.01703603228065229,0.0012125767010042945,0.03266766176903095,-0.14383782109834714,-0.026230525028076702,0.08525621638368291,0.04856039253100797,-0.028834763311218547,-0.007827386796944696,0.0712851699289415,0.0737105411297292,-0.02339758645192413
PTH2,,,,,,,,,,,,,,0.04392559792368378,,,
LIPC,-0.031118277835394108,0.04767924942545221,0.00021953213812173905,-0.001555126354617416,-0.020916498131902148,0.03595655449765338,0.006331846086735882,,-0.04023557250101099,-0.023416175056722048,-0.018088593184817175,0.02671906796776561,-0.0066954022629473935,,-0.013413603347380327,-0.03323753364955499,
COL8A1,-0.030531571084387588,0.014504283462350052,-0.010837760933249932,0.012112389949184427,0.13646360051729525,0.021791174866122785,-0.054664628186904596,-0.03215195132040008,0.044899700048768344,-0.04272142498640581,-0.03809581839130662,0.08065330775293918,0.032029798778956266,-0.0025731116063567473,-0.020409767558448873,0.039418114258766124,
GSTM2,-0.03876143530300269,0.008192328774105244,0.02044232823051039,0.010075205060799865,-0.011405957622012027,0.03726477431333869,-0.049048584485687836,0.012793324060798002,-0.003382040663870429,0.03601349692064606,0.07358922649028164,-0.03515405071957281,0.0035003444871116994,-0.011543158859279538,0.0366320159394664,0.010195680264852083,
SPX,0.08769009921124306,0.07443855259082419,-0.016740236883201174,0.06578489629414547,-0.05380178288567042,-0.018863315175009207,0.012215178488263078,0.03317084504666584,-0.03145268866941366,,,0.10650621929207203,0.01763540371375725,0.02598235020350943,0.15774401444433991,0.06821390301678215,0.07972311914650668
MFGE8,0.06166667619858333,0.027849914972896662,0.004073175614746611,0.05501590223204824,0.08107670278013826,0.05061995744144873,-0.037950567689739666,-0.02402731763096359,-0.026252234317168065,-0.04252948942653338,0.006974005060097205,-0.04650866901669596,-0.060465878528222126,0.06452800733290327,0.006106569279323178,0.021329831140192334,0.0796053048974475
TGFA,0.03266801624742412,-0.006328565970338293,0.013590259163440243,-0.0028718444861165777,0.05076214120656725,0.07549871039123465,-0.03454901755591442,-0.013982042375153615,0.051532636518892005,0.02021126182154807,0.023612659722745157,-0.0333509834315189,0.008364305079352598,0.007412448196789842,0.010305788909018548,-0.014218424919532013,-0.039519950207334786
SLIT2,0.011453571809893431,0.01582646044534815,0.05918468704855141,-0.0356352730517607,-0.023814903571315157,-0.046971706918575884,-0.0003052456175631011,0.0025324395724923817,-0.07393874800760343,-0.031017447472538207,-0.033991510649819125,-0.020000199395485162,-0.04366237916131168,0.06190182593857367,-0.06794607897807381,-0.013234516119606693,-0.05632068986186116
PLTP,-0.0005679687908440637,-0.005503397095002258,-0.033814499924400034,-0.01782736493021221,0.09535207799097097,0.10073278503084798,0.005843670939361886,0.04224939489481618,0.11942627681034863,0.0032112072354842256,-0.010551640321379849,0.03876927012706294,-0.038892718435582285,0.004104759462611104,0.005061240317643283,-0.031756987477230415,0.04653213302936659
APOD,0.10986314202037127,0.02300410940058617,0.0019758682756291263,-0.046395737826939995,-0.02980236938739471,0.06407948730217397,0.030206122512203153,-0.014985532198698059,0.05572082345425747,0.028454677209073298,0.022244514937630043,0.039357253709997195,0.05418435116482565,0.04987426123287035,-0.057765757793289546,0.02615843733207271,0.02995563852933544
B2M,0.022834123834560915,0.03881705293906773,-0.05147206584403396,0.04993836416854837,0.13159962511679513,0.06109171267657498,0.0014653175105334118,0.03138045290193002,0.13227821114498428,0.047700384336579665,-0.04411154380231683,-0.05496728241027235,0.04774205930477227,0.0237738145873686,-0.08396980369278881,-0.006899863572568529,-0.07790244023595747
OMG,0.0935035740254096,-0.02257876352364129,-0.04430524280304612,0.02329617647922077,-0.05216071069553571,-0.010909179684211344,0.03522131647213278,0.002293743195266232,-0.03167168454788313,-0.011860148635277727,0.011463409148011307,-0.014947404208835465,0.013120859093366773,-0.03473241877716831,0.06446192379376228,0.006798999226474764,0.12330420121857363
CXCL3,0.004855477962772006,-0.0014082098800517519,0.009350893979741372,0.047857012748262234,,0.10527594672529657,0.020704683642225087,-0.010478997431499042,0.0036053156213821935,0.008184244236697549,,,0.034062834509001876,0.035557195769110976,-0.006440327179517201,-0.015022257186652073,
CXCL10,-0.06292870900299567,-0.026032685526838562,-0.00018149190949413453,-0.021930660486794568,-0.018436628469787747,0.05231357388462438,-0.026713357049877522,-0.015918364074091085,-0.011701903246423749,-0.016160667485423885,-0.06511266315013955,0.018376604153586912,0.011901111358957652,0.026382442005977173,-0.02960926642176033,-0.015196282278860622,
RSPO3,,,-0.010803587054279064,0.01613197762509427,-0.044771041413795704,-0.023212034054939445,0.06998470893631159,-0.01294163047674185,-0.03624385515487209,,,,,-0.009043004415997726,-0.020591705314177408,-0.038318260049651595,-0.0334941221311601
CORT,0.05110224658349626,0.06258903601168193,-0.011319916450746563,-0.02443154769839073,-0.01930244697684627,-0.04017362545190273,-0.015274292867921709,-0.03442886111279167,0.008802670176654476,,,,,-0.027583838662241324,,,-0.03576629742911764
NCAN,-0.011076365410134667,0.01207959421526048,-0.003866894262769126,0.028436819197939202,0.1172892508887824,0.012846184036279453,0.006435165997049419,-0.04625578205413535,-0.11031016792158806,,0.0658242267846856,0.0644013631816959,-0.054361162246040685,0.01703658978537591,0.0533949851997168,0.10702067950958447,-0.019039181716524238
PRG4,,,-0.010662674518125961,-0.014413452179884352,,-0.020107927896740988,0.01450400629321275,,,,,,,0.10048607779225538,-0.02747488662676574,-0.011967914008344993,
ZG16B,,0.06652658493440307,-0.012375337820617897,,,0.015632120023973715,0.0646383708208399,,,0.05163826231169894,,0.08132847137752726,,,-0.009924569292391746,-0.018182823625057666,
TGM2,-0.024906228669301644,0.13212749365570606,0.024186989118000726,0.027845292375152826,0.012635912307068934,-0.018942067906665763,-0.009156145727275333,0.1108108981224427,0.013022436035773256,0.014863408738047014,0.04850114393464324,-0.05013962017855125,0.032153643820689214,-0.009219250441380975,-0.03680089387255613,0.03660249834443726,0.06090918861055097
VEGFC,0.051527034519078,0.04599258248945427,-0.019003741026212707,0.04210938868926439,-0.0013697823657061125,0.030624644084474375,0.022011172804476946,-0.026852160990223653,-0.025386088456840573,0.008903011656228374,-0.01666452924162942,-0.024162285169534975,-0.04016477948489927,0.1360376099764484,0.019176104839806692,-0.04528458167946761,
WNT6,,0.09630559204464675,0.0650403615230868,-0.0010968462979220085,0.06607073097618196,-0.019773514067221266,-0.013222007169048294,,,-0.023624379200209576,,-0.0058615969808990705,,-0.022011607597414433,-0.004379730136493286,-0.01878831204541527,
NRG4,,,-0.012976962661914799,0.12004257354819511,-0.016936080279411295,0.005218302269023456,-0.027077162624375612,0.015861202262180796,-0.0282816046954238,,0.17696910354040607,,-0.03225173778659413,0.012533098388986148,0.06213684860110577,0.025068399785213642,
PMCH,,,-0.01798084602952165,,,,-0.020629945991329782,,,,,,,-0.012609994247695112,0.1315544245266921,0.06600590041975628,
COL9A1,-0.05623477204907288,-0.01816889475394181,-0.01355349036732169,-0.040818544613174836,0.15471692164993722,-0.0348166776443317,0.03752274978513412,0.07767372748007988,-0.022154215360671328,,0.07556011395000942,0.03915535168319826,-0.06688613422106,0.007517373296040246,-0.007875606248050681,0.010270899349245325,-0.05449489895400918
GDF11,-0.02166627242727269,-0.0380619420193003,-0.04096529050342798,-0.05595139921933452,0.0914751130510058,0.041490387610067805,-0.023104296776634965,-0.031121939976681234,0.0670992068604402,0.07301974503770968,-0.008935200208401571,0.060921590528107264,-0.08001139785822979,-0.026692493322648222,0.03068661452894136,0.09912175909647576,-0.024656014417865378
RAET1E,,,,,,,,,,,,,,,-0.02258895695332263,,
IL24,,,,,,,,,,-0.01332265596232202,,,,,,-0.031587858913993336,
SORBS1,-0.0003921893486605695,-0.007116282856027351,0.024702478392551706,-0.027603672127624088,0.02705691920029629,-0.02400560712681118,0.0002741039815556221,-0.07251067995363283,0.03669245648153586,-0.023020936117227688,-0.03906411865407909,0.042691303980240805,0.06079408816966364,-0.011851524980154491,0.03423934556536171,0.06195030649139792,0.007255769349701257
DLL1,0.020265416604819807,0.04582375628304046,0.004072919489540375,0.005593711575940811,0.10214735341871682,-0.005215739246861789,-0.0021610270399937074,-0.01015606650883032,0.024978406827930778,-0.006910451564561609,-0.03382017781157968,0.014572442004657156,-0.05210019149020979,0.03253303643866579,-0.0008044024461996032,-0.05468587532150893,0.06922596251902241
TLN1,0.004829109886497031,-0.012268708577419836,-0.0059200850747584,-0.02487259393166353,0.13478351170664551,0.0953371840238441,-0.04374759721711702,0.04868401304459997,0.04169842247178146,-0.01166984697557218,0.03659072984940814,0.02829787165533932,-0.02231533026970063,-0.004615406439005859,-0.027634897936855293,0.021188898742473462,0.03474436116697507
COL2A1,0.060660181727022935,,,0.09789156944603267,-0.014988042915056824,0.0025138385621399193,,,,,,,,-0.02656498439481507,-0.015936009504139915,0.05369495623477272,
SHH,,,-0.01108026948691445,-0.02091863631507652,-0.016359509238035298,-0.014590318144463453,-0.023228704176126283,0.09026944489515219,,,,,-0.047302790919270706,-0.004220956811470193,-0.029571729635719635,-0.05148326754911659,
PON2,-0.020086189193739633,0.014559653414223097,-0.03861845570318683,-0.004857319972027336,-0.0013413861561430024,0.10396045819017999,-0.001834862717303179,0.03664254734154654,0.014936091059835368,0.04565577212425136,0.050814492832199645,0.012466063533891729,-0.020037825099091303,0.03358147157629009,0.08437631434558415,0.026712819079131242,0.03643425085681771
ICAM5,,-0.018628564591116035,-0.017269386430556057,0.12748181523317373,-0.058349563480052866,-0.03626781258574332,-0.002476448076414034,0.030703094519960127,-0.043351966298635275,-0.012611530806086086,,,,-0.006241162791862688,-0.034765249540997925,-0.025542173572523186,-0.014317994856431782
