,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
PDAP1,0.1044622641784147,-0.0048390432341440335,0.037867658418095494,0.034025822479413964,-0.023190994136511624,0.026546748436271115,0.00860817778979695,0.05952938225424204,0.07557348449065704,0.014255316530866062,0.048140484738031016,0.04247260894074454,0.026019147850028953,0.021365174277021712,0.025056449046125577,0.04801308425212722,-0.05608164856785453,0.065751107765908,-0.041088248512836385,-0.02245876426906785,0.006352787288949001,-0.01863047606427539,0.10126878875922794,-0.05997159004773134
QDPR,-0.052673336260288854,0.023533251829141608,0.003273608663798692,-0.03728388775640627,0.020092163063835395,0.029090760775661733,-0.03146238233718864,-0.06252376018488463,-0.041026162723343154,0.021964595187104627,0.020682525838071644,-0.08569290405059242,0.02790678284337077,-0.01741881363920693,-0.0028412193770762477,-0.02858535510162554,-0.06348986424387681,-0.07228406578654893,0.0839678702512686,0.14047217245771187,-0.10598683563123489,-0.053898958172532103,-0.0707764907637971,-0.0362225702337779
POMC,0.09725413487238543,0.08084998757352793,-0.03203750136966085,0.1236482726392791,,0.03748919761706515,2.729634658611107e-06,-0.027019529229629035,-0.010084561126339923,-0.01926652683723468,-0.03024957708286967,0.0009818810018285603,-0.009719362969633126,0.012420355056154901,0.062469560434774946,0.06938463650640443,0.08230167951490797,0.03494842000769291,0.06419615754883351,0.08023502411354543,0.0645786710636267,-0.032156997939279015,-0.00328528406354759,0.02257206021756581
CCL18,,-0.04918262590748281,-0.035342900723809786,,,,,,,,,-0.0038672786019090526,0.08848149210531646,,,0.08689652340114239,,-0.028574174080920865,-0.021543809515219697,0.037711397893332436,,-0.049824912996734846,,
CCL17,,,,,,-0.028169179766649226,,,,0.03390578221842135,-0.01392045352532407,,,0.0439974216942089,,,,,-0.00047382624185723595,-0.034278485788149585,0.04392878235510543,,,
VEGFD,,0.0012377972783654111,0.06471634248585842,0.013283576222303048,,0.0066261674919597564,0.01844946680091538,,-0.023110244627609095,0.06940466622708792,-0.01021082100679344,0.07700042711273229,0.0012926835344452539,0.03928796782554893,,0.10159365145923288,0.015969136662846807,,,0.14540742772515633,-0.029084208762125228,,,
TNFSF13,,,0.025166794874606397,,,-0.004279596111710515,,-0.01401687143625389,,,,,,,,,,,-0.0390198851116369,0.10254358709596728,0.005027101362858483,0.043903589313027694,0.022477673689844886,
WNT5A,0.016347996913194846,-0.03120941865140125,0.04853894628214589,0.02511141792871966,0.005299673302241378,0.10036145233076528,0.045614260506298764,0.06695087373234053,0.034367021996001654,0.0513618340618999,-0.0036270146733633248,0.07336220569672416,0.05124684424809626,0.08194774537210252,0.0021602894135871182,0.03324900701447279,0.04479033624212905,0.04995825391014786,-0.05048839688381332,0.022212248505530732,0.013908970654644932,-0.06781834086423455,0.03918079699757675,-0.035299695305276525
CXCL8,,-0.03756597144486702,0.004004971062483796,-0.01856805118140157,0.05311239628794216,0.005769511626619433,0.009916815035367498,-0.019938090495625737,0.07851542348789926,-0.007928893923282216,-0.009508760502783705,0.0024208033443471042,0.07266689052033647,0.05651293051489837,,-0.05234906031575204,0.11793023759201007,-0.0366233692340416,-0.11299659422086253,-0.18219254739679364,0.05783629650654834,-0.03739229496521749,0.004512603612345337,-0.04195065283600694
GRN,-0.12752547686103366,0.011488704486868796,0.06249166350265202,-8.59877691702334e-05,0.005558226234380749,0.030423395381204418,-0.012612377167214592,0.014414239512799177,0.0421424978331352,0.012391178509733359,-0.05711076594392697,-0.06258599819204465,0.0043325429795447725,0.023733060371147734,0.1200467934519507,0.08648292244349398,0.09377946050064007,0.058061017723428886,-0.020124763486945783,-0.036049776938127234,0.08053161431429645,-0.006254014850616623,-0.005741671426477444,0.04046146895621754
MIA,0.08460375358502385,0.00635872242051533,0.05305096148022901,0.00048383721545068955,0.013081902659041283,-0.032398298809954575,-0.004282853204276145,0.018985406578230033,-0.01944891724201737,0.011845123895876974,-0.011612658516346267,,-0.027300485469849263,0.04727720648262191,0.055980529668593786,-0.029383775108860914,0.04440009750368131,0.09636536887404097,0.19943191973685448,0.22354723055465395,0.0981044348186767,0.02472363239217895,0.05608278568983949,
COL4A4,-0.020702588296737753,0.02733357939493144,-0.014359395541165654,0.0846070689908319,-0.05015166318977455,-0.007742716616608026,0.033628856598424246,-0.013336433900386522,0.09676973388697632,-0.0216208583690575,-0.019508342783365905,,,0.07121007525732559,,,-0.07221157390248248,0.04429463482191423,0.09360188441315659,0.08098078856818593,-0.015833238328151252,-0.01842352066026946,0.0311596854678566,
TAC1,0.07054229958151087,-0.06038862204393495,-0.02159662916843504,-0.025726826583141328,0.010904355491819227,0.08137547586322558,-0.03390617194129831,-0.08128759101474474,-0.049216947468076436,0.09380053321938422,0.0009613993210899399,0.04726005160158101,,-0.09864981265913642,,,,,,,,-0.033914692931559645,0.024046584769614937,-0.046437059371093756
RARRES2,0.11345205927285393,-0.017517891053071548,-0.053953269483638794,0.02007407117856895,0.018374315777534858,0.0017636284839447557,-0.019393469445645073,0.03216411628419292,0.05513912292336759,0.03288545631943555,0.007341220532662541,0.009697224025140049,0.10846717391739877,0.13410106883347897,0.11459816011069743,-0.011385269430712254,0.001028658192875237,-0.04155250620082413,-0.10149597689888723,-0.03913201507317825,-0.10045996889715665,-0.05666326055887074,-0.03389845355671263,0.11132037421424673
FGF7,-0.005957924238773497,-0.019521298345577514,,-0.007790462543184131,0.039513272970678005,0.0038418172509774653,-0.02279003013025174,0.027586129138610777,-0.01764894587322332,-0.02964853842137052,0.04289947056726547,-0.040201885751499356,-0.02125861820006842,0.06459115309920545,-0.014321680584852775,0.04400406082354895,0.10662639819027299,-0.0026005880180091307,0.05768938338126404,0.06841040294111579,-0.026258038473175028,-0.044669047161528454,0.03965309975514733,-0.007377574429561641
EFNA2,,,,,,,,,,,,,,,,,,,,0.021848830455057068,,,,
HBEGF,0.059045974401661545,0.03420008585319597,0.07700689625382019,0.015631546991974242,0.010477849365851704,0.04804604823271404,-0.006990113603525759,0.08666547874223354,0.08139056337654443,-0.05128760003565407,-0.026222367385586,0.0018208384832557032,0.0558793103540455,0.07469724868426406,0.08899911953351568,-0.028725803539508696,0.02643580919895947,0.03937926820993197,0.03926909383386021,-0.016257846717005642,0.0063150214392645055,-0.042171672243653674,0.100331252786884,-0.06111317830810259
CSF3,,0.030690558173235318,,,0.06073638627822559,0.0010409044768249789,0.0041601185700965125,,0.19773036854619666,,,,-0.0191723419318974,,,,,,-0.07727177696313638,-0.1364846683288739,,-0.028181632791542222,0.009219533717207181,
PI3,,0.01937409564500601,0.013060081468078216,,0.02738532305506954,-0.01411196262832326,0.07293854745511637,,0.12849634421461384,,,,,,,-0.07753063883259806,,,-0.18965586611162474,-0.19453652654252254,-0.023430341829150516,-0.04225566798780067,0.019501714646466523,
PCSK1N,0.079447694285595,0.03515448393840383,0.025777909425151246,-0.024736102436564517,0.03234887297881894,-0.03753852219725079,0.014593904891537588,-0.0059265987848158746,0.00566685011665372,0.037468937199026636,-0.0038257159803813078,0.1111110952793959,-0.055226776648846114,-0.10074010045672149,0.057961458416980076,0.08899221500656362,-0.00973669638330499,0.03194151357794232,0.031578605304886084,-0.04854470228249732,0.04664414040297926,0.0035029124227291403,-0.013078485277623971,0.10757211071457991
NTS,,,,,,,0.07570446828943558,-0.016280755645527636,-0.01767731330292319,-0.02469931742287182,-0.005702068554512362,0.000522272849845067,,,,,,,-0.03134672184474958,0.0004871236614843847,,0.012195798833944976,,
SFRP1,-0.004076926800079388,0.0234731283244249,-0.009268651683789007,-0.015412537730347672,,-0.024578698186340557,-0.04335160131654633,0.05101825051252622,-0.0335935870922292,0.027740311160421482,-0.013920453665514471,0.01604478479406857,0.01818888838933296,0.03382381382569812,0.034159481620347466,0.016351121966370924,-0.0332680876622289,0.005376713024434532,-0.013766359812402006,0.05663921098715496,0.023184593990696396,0.006360107719721445,-0.029944678081138966,0.037008041793971165
CXCL13,,,,0.007509471925439267,-0.025489844825180394,,-0.03048888528787725,,,,,,0.10953597552238525,,,,,,-0.03540061188386486,-0.061569560721324156,,-0.03774292140858097,-0.009891777242392642,
MICA,0.04826097535200674,-0.04169427028824232,0.07455953040207756,-0.015802677303403106,-0.031643125363874806,0.051709200528347356,0.07090505231310897,-0.0027937339070870236,0.0438008058559989,-0.012020922990122824,0.01173058025470502,0.03006585474179411,0.018938473142926907,0.11259835992696621,0.10436223663324201,0.05145357107955792,-0.0022408316794254035,-0.022822954358564712,0.058290042898403574,0.07426908588033226,0.002789233615519812,0.018552235933457173,0.09181314334980716,-0.061379659393316494
TG,0.182585537300319,-0.01688877408458602,0.061750297338033014,-0.0188266553334617,,0.05917495034125375,0.035260302294369904,-0.018792283838252058,-0.017357890641856635,-0.007151220346347968,-0.01007417176502143,,0.029487214756061867,0.021862209282295354,0.006586071194947087,0.003767101900382669,-0.02080033650556295,0.016551587766176525,0.027743393997965705,0.08931898330483232,,-0.023193916842777145,0.008276786983550026,
ADA,0.0618031624095079,0.058429142154569,0.05861490536651954,0.013092738509053662,0.08495226567853512,0.07740514489756142,0.026839116577293178,-0.026806573366414555,0.04723015840266567,-0.03192764354300644,0.03683081802374406,-0.013020592492503359,0.12854714590739894,0.08643977506634239,-0.00448292554890909,0.16463962670513374,0.0010718109303306273,-0.01778705316940972,0.0018055966993131588,0.1061783467434263,0.039538815404825754,0.0974641200772219,-0.031097903742353394,-0.05787615495931398
LAMC3,0.06745332101181524,0.01238399644653208,0.07514083174521531,0.01678352749290312,0.013411218383686462,0.028551002261520235,0.005041174934103965,0.015508890965900626,0.09721436528601084,0.006600724618937188,0.002864326615645808,-0.06601080280990765,0.07675537705789226,-0.036942542689457646,-0.0022552288643957596,0.06943825072210008,0.03088718075023431,0.02807724476435387,0.06589078298301271,0.057942178600185724,0.1035506988627037,0.0276844157003075,0.025834668652007862,0.03136882234616316
CCL7,,,-0.041839855668842026,,,-0.004196401936794605,0.044051602780510256,,,,,,,,,,,,-0.06774543889122331,,,,0.001438817766156399,
NGF,,0.0999507737325745,0.04868170166316785,,,-0.01061884420062172,0.02768686205758573,-0.017932879192133048,,,,0.02265151749134727,0.041188192714835106,,,,0.1672939996847328,-0.04246302671927341,0.07313684307967179,0.037542597325958785,,-0.014843558858299985,0.023045793629972895,
TNFSF15,,-0.039759831192038866,,,,-0.021354564576428623,0.003779151907386271,-0.02177444681918618,,,,,0.08686336777086029,,0.005820170462888648,,-0.05417178049837763,-0.007410262719711773,-0.0249314378733251,,,0.0450197182154715,-0.0022227490306560593,
HMGB1,0.10394015600569868,0.07918979691986912,-0.0019525703692154226,-0.008415565731052807,-0.01697520974703268,-0.008241384258191098,0.014123517825272254,0.018062580653259795,-0.018558347798459437,0.03631910449127342,-0.014145114315574036,0.05617588562583801,0.16598242879282224,0.09492244918114193,-0.13551375150962533,0.020298431738140617,0.02208070238220553,0.054347531314634746,-0.10197863555269868,-0.09243353463428507,-0.030208889926200855,-0.02885373196607765,0.00932112776085806,0.03966441788013998
ITGB3BP,-0.008806038049554835,-0.02068962081649939,0.07002184848821902,0.08594638789824205,-0.009932854694145931,-0.012803859076523183,0.04777856044842414,0.07874973165825012,0.043292313074059806,-0.0649374247461358,-0.03582960129210587,0.021414861922952128,-0.023415081474649435,0.13371565768158328,0.08015295665861473,-0.09018523142325667,0.032358364094286704,0.1119152950626651,-0.005756432889724376,0.013626153784881797,0.01971437403586329,-0.03600115013299494,0.08651516962740605,-0.05911615639728573
AANAT,,-0.014949377990574966,-0.004602641442529599,,,-0.019430471831952466,0.06886936468005754,,-0.012973030461957132,-0.018762716669177473,0.013198598296724241,0.0811023374491189,,0.06968750014679732,,-0.028677908034729156,,-0.005095427673022861,0.029659581619662475,0.17566381962106406,0.2129135055852023,,-0.038812020485652625,
RELN,0.0018087910802330204,0.054367973247411765,0.03091515994549201,0.07693421862652691,-0.01154857901555828,0.053254321839341805,0.020169407832116508,0.006579966092491129,-0.005442105589896764,-0.04130944548050286,0.049256239449993945,0.059648562049205246,,-0.009565674297549676,,,0.037375536151498474,,,,-0.017662677311284375,-0.02113847810533712,0.03914924929936098,0.007458096593243241
IL15,-0.016936798168638835,-0.0010285626261126914,0.012196983353270147,-0.02398487086379411,,0.011869536508312987,0.03315278563417869,-0.015493813387756602,0.06523588706508293,0.09427148832614493,0.054352633981894605,-0.03137405252431712,0.0939591551146011,-0.02774261931382826,0.051939135686725514,0.022801676911535864,-0.013261158647240952,0.005517039874157957,-0.019603124171084896,-0.034252557695119326,0.009084639965863447,-0.042688642528990635,0.06640401837615073,
UTS2,,,,,,,,,0.046692801252223075,,,,,,0.04914981262836585,0.06052722736594322,,,0.0027811534638450524,,,,,
BSG,0.07988635113505764,-0.09783798596535348,0.0018152773037371432,-0.0640040197143199,-0.05254806468762583,-0.007994630608799605,0.030269448058319614,0.01487816697829059,0.037107348209625725,-0.052739770588644895,-0.01639263102254016,0.08171319359246242,0.047939079319023956,0.06794505686194074,0.16938880583933144,-0.05362777626990834,0.04052539533143693,0.0056949590869759354,0.04222441832952388,0.011413682349148614,0.10108628980537705,-0.022071251914042796,0.12944232339755998,0.007868315387596173
ADAMTS3,0.03664580322644008,0.014676897946078224,0.07089893175569907,0.006774507539461313,,-0.00011823770420245152,0.06286246155665258,-0.024956051202553085,0.06166579966851613,-0.023077501064229487,-0.036625065090475084,-0.0346552370643865,0.006075171569679786,-0.004717509642885852,0.15085076779844542,-0.04324255214433202,,0.08602267325818037,0.004707505118613484,0.04653855806055509,0.037514076387551394,-0.021794212404131163,0.06491976755738124,
CD34,0.07755457720537512,0.006559294259020878,0.00926013482188483,-0.006945951417628918,0.042793120720594484,-0.010212560979792907,0.0120664853353286,0.06036409201589959,0.08002192559637201,-0.01950407876955073,-0.008741564631893949,0.014575580335766027,0.08655798984620716,-0.009654803417169976,-0.04370163455225724,0.06978600093919604,0.04544629226320685,0.0427276478830555,0.027775050628969074,0.11188089013494644,0.05667698575422997,-0.043473032531800085,-0.08203471638963192,-0.04762597067479329
CCL23,,,,,,,,,-0.014761249332664919,,,,,,0.012266350192647001,,,,,,,,,
PLAT,0.10422195160219619,-0.014672477666017803,0.011144673688238809,0.03411865152144477,0.01399662261861652,-0.02610256978697909,0.02929009332776842,0.02438804344280148,0.03289869747292836,-0.02012138125348464,-0.011528194974093355,-0.032047314722662035,0.09423487730114244,0.076710302782416,-0.02437782801347332,0.06736249865475612,0.014678038760111842,0.0369225230254809,0.10005428923432813,0.10007392034862907,0.13014469117657146,0.058563353181082224,0.11755196190517647,0.08400917473642143
NTF3,,,,,,,,,,,-0.018745602140270583,,-0.06367385826242768,,,,,,0.07568663873141457,0.14253422578897962,,-0.0618340189113656,,
LTA,,,,-0.013845181508963465,,0.025131235207074807,,,,-0.018070451533300856,,,,0.03015223699991665,,,,,,,,,,
CKLF,0.007154489517824612,0.01901413817115207,0.02708842638843866,-0.025543800661678023,-0.03066136325532997,-0.025026476311221686,0.0779310022853555,0.04374112533574835,0.03780475086173111,-0.004847369637201671,-0.06719478262472817,-0.06476315894488459,0.11582112790638711,0.13004674925602236,0.17478145570311804,-0.02212541144968117,0.07809962637018526,0.11434929276045998,0.08726291045819476,0.10724235007428266,-0.015231550866199138,0.02003112511220574,0.017837443375674555,0.09812137651192053
APELA,,,,,,,,,,,,,0.07624805885130866,,,,,,,,,,,
CD24,0.06871474093519717,-0.06617546506570338,0.03852544632159977,0.019205062188363587,-0.004875578345415237,-0.006957139209873216,0.01819576541686953,0.023324587444051647,0.039481513185697634,0.004298594794404562,-0.018364872054641126,0.11569396262952823,-0.05920855567062084,0.02310627574846047,0.07473679865203187,0.02525011667228311,-0.1982813915079741,0.00703471181454361,0.0690273054297302,0.08450668318971269,-0.003248518728270479,0.005587844146927086,0.06616141069852247,-0.03915213840795279
HSP90AA1,-0.06516542155409645,-0.0722639946856694,0.07024439385706029,-0.036654494035063996,-0.000771828705728798,-0.05328138960276474,-0.10697212185156174,-0.12173189159333148,-0.07905759709925186,-0.02299153541999606,0.057473251161466676,0.06978958704942785,-0.03580471220526384,-0.10928385223041455,-0.11930244715641616,-0.13609614309262408,-0.06370629666506211,-0.06208823506156497,-0.18021967043865098,-0.3051028342942458,-0.02562351945960754,-0.038194749676293535,-0.04970107153501217,-0.03036252933718779
BMP4,0.07204854197175645,0.04991287567171365,0.08271394651969934,-0.014676704004120151,-0.05357214085690291,-0.010589517628719172,0.0466763213359034,0.10099052969642448,-0.030115644153340542,-0.016721127953526472,0.060776048131883934,-0.017870261423360623,-0.047411629499577,-0.012897901916282036,0.13293305189883978,0.03779651547207981,-0.05129967891643322,0.04702903037133427,0.08920033390906536,0.03186258734768015,0.08670105756719994,-0.02837654547195093,-0.038876838769899835,
SCGB3A1,,,0.016369009427126664,,0.058888500902349594,,-0.0016716993114053891,-0.019778126817913765,,,-0.009795391583189561,-0.010447393662045135,0.0169653203139083,-0.011994391152429599,0.1747595289835517,0.05105843916300568,0.03366662757539939,,0.0337619827544528,0.02700552704114504,,0.05757205699403559,0.01655314010518965,
IGFBP4,-0.00042444477103257254,0.02177572940106092,0.0208864339868071,-0.005576128830958726,0.0048721738106185675,-0.004287397046021633,0.0031856342510330443,0.06905924067511016,0.08770433399837527,-6.877783045858356e-05,-0.026965559045563636,0.0015516625137020875,0.02633177212206256,0.07664191373968232,-0.13237717493846438,0.013992149456487057,0.03093128531388379,0.02072004892033965,-0.04148509340688416,-0.11478003108892147,0.10189497936587887,-0.05983290957259966,0.04302714064608444,-0.06392080875575276
RSPO4,,0.05090826687613468,,-0.02238231717389065,,0.07254214216136873,-0.027605453799014606,,,0.032841845075998424,0.16149832697249542,,,0.10061607965567292,,,0.015470242308201114,,,,,-0.024475209295066996,0.11063789772643434,
LEFTY2,0.0657811603170059,0.013964843705735771,0.023547777247516544,-0.014015221402968254,0.012305782610492717,0.00812081291109685,-0.030372970941657838,0.031211863725928192,0.04770285697807424,-0.02750281230614079,-0.01074076510015853,-0.022955728747539376,-0.03441800302979508,0.048191924896796724,-0.015574458305092131,0.1069857436663222,,-0.0006208305536612584,-0.03427302125552635,-0.004064003596609735,0.10379639758730827,0.05843935196397837,0.04825706151093543,
PF4,,,-0.015509762172262808,0.09013460587701914,,0.03551497130613271,,,,,,,,,,,,,,-0.03924003399665528,,,-0.03833780061948754,
ANGPTL2,0.040896605463761435,0.01767505886332868,0.01354828274830157,0.0307989733876698,0.036773095381221275,-0.003560531803924748,0.057200032449324305,0.09697027553825678,0.06354908551830023,0.00205821149739119,-0.010911390352936758,-0.060300387911434467,-0.128966780696442,0.14598211336992364,0.07636607255532955,0.11556968426773914,0.11023515042007243,0.04523051745830282,0.08968437197569493,0.13223189585770062,-0.04444581021954746,0.03123264006618765,0.1501612419402149,0.07858875120927036
LRIG2,-0.009503750622130644,0.09464592589281137,-0.038325745140609296,0.021136292762373443,0.08211753845410458,0.016874473233779917,0.01328882782326842,0.0239988093351162,0.04875722653717496,0.028006244723446587,0.07890696091014289,0.004198521362999582,0.0009207923378089801,0.08249888314120102,0.0806247590636895,-0.12663296424881748,-0.02372707678429882,0.051180093278950615,0.05746611174754641,0.04554459377868937,0.07492084306109807,-0.02687941537902937,0.08377803322209357,0.08572952189316714
ICOSLG,0.09047662501676418,0.04419779840454502,0.0003422251606376407,0.02243166447235358,0.05429795755889793,-0.014124252151533791,0.025475624491269905,0.09512765228128495,0.07652315175196438,-0.05603482651278864,-0.01858982129565621,-0.05738772963829918,0.04937862405558548,0.04758445955354045,0.054767861855629096,0.13800398084377055,0.010576912929279184,0.09485365403015983,0.011974051600104717,0.16230072385912367,-0.005163596005358852,0.009142149404247601,-0.0018641960655082104,-0.07854405872260443
WIF1,,-0.024465465641900924,-0.013038871530183144,,-0.052586445905321105,,0.013723430120002045,-0.0020428919652405388,-0.015784246288131763,-0.01621834828749711,0.012869505244412539,0.1205339756188003,,-0.08055359044732456,,,,,,,,-0.022752077755188716,-0.025490611917241265,0.0371073770388775
NPPC,-0.0006640082129821878,-0.013821547293772187,0.024719953939136865,,-0.023551660236125913,0.06303995672454629,-0.014316159570174474,-0.02839394313252111,0.06992897702859385,0.11582056314519772,0.06940866658952999,0.04137788382880673,,0.11726703859545128,-0.05469151601258777,-0.0499182332902607,-0.06220582712852226,-0.03563593884077213,-0.016884245004144864,0.07959435302239425,-0.017183985765613242,-0.04961602110140829,0.035277281852720256,0.010382143739959177
LYZ,-0.043466327153370864,-0.00860236595599256,0.021408417958532395,-0.014225161526833516,-0.01711269828612443,0.037061062057590785,0.0026201884496635315,0.05929074233808935,0.07431476365150314,-0.02942768608311436,-0.020889961903553144,-0.047374426665742465,0.13418240228508213,-0.023491196469170535,0.04675410434520199,0.03276294044679176,-0.06580062840516496,-0.046337319882599586,0.03507675702173383,0.13085598526163206,-0.014741175651338527,0.022538254584298433,-0.053019213510922404,0.01976669783298068
EREG,,,,,0.041623596248604816,,-0.005081565223131458,,,,,0.022285657131051517,0.057694972660201786,,,,,,-0.014686632272320138,0.0028426097515986634,,-0.030484285830759666,-0.044138165426670206,
SPTAN1,0.05592080125349964,-0.004367243262226232,0.023329735655070898,0.04026799517551251,0.05387221085855429,-0.02300430792316509,-0.02463516009333306,0.028644225996579547,0.0034169416171473286,0.021032097703369064,0.007867877247775974,0.12244404429590375,0.10718791533174574,-0.043832664332118486,0.05755377558690527,0.050771157161891324,0.05294156417160242,0.01983239957147231,0.07846088332860741,0.07638230861049891,0.059003206350080405,0.051453214942692685,-0.04677300451698583,0.03380845341044571
PTH2,,,,,,,,,,,,,,,,,,,,,,-0.019176471224641577,,
LIPC,-0.03744744658969958,0.020393513245246374,0.03247850177173607,-0.01895475496570303,,-0.01986757984757697,0.013066153352492142,-0.02402693174337995,0.014288118999922387,0.08181248180478595,,-0.028928756419668706,-0.015331448488715566,0.0424780249868522,-0.031180692921234144,-0.09309136993287341,0.06196348845152454,-0.052684692899449,,,0.06015858809240979,,0.027216143871219733,
COL8A1,-0.008800440811255717,-0.010945600027148204,0.02143941026187315,-0.03760064698542577,-0.03232761234540253,0.018056207224137512,0.08361109153727328,0.050988745248637106,0.030834671895534738,0.009360176022231045,-0.016625486966729993,0.005320015685681018,-0.07044660283391746,0.08555375113025936,0.06387519266320064,-0.05124403491739752,0.06551827703778422,0.06992389455365916,0.08294493539292788,0.055069053960056756,0.08801105615052149,-0.031071482609902844,-0.03473973347187879,
GSTM2,0.03965499119463725,0.008082441073463306,0.011198872257402372,-0.015835968413967505,-0.018395394116980893,-0.008325425940318041,0.01807848798437075,-0.01310210550178005,-0.020503285459762363,-0.02092992661878728,-0.028951996105834456,0.018689093168033584,0.07662386805821683,0.05564439561954059,-0.033208638796510516,-0.015472645470352887,0.04220886369483439,0.025342467647485305,0.14290574472550807,0.11175341277696033,-0.0386297159569264,0.0010917316485274317,0.019227222386754443,
IL4,,,,,,,,,,,,,,,,0.014789606721385238,,,,,,,,
SPX,0.0529252992620779,0.021513105719595155,-0.03455908951651604,-0.04410983829216244,,0.047488999341561054,-0.034508482724611746,-0.048766350952281205,-0.03706049518672957,0.03294456514054287,0.007882092155504448,0.020478098270728197,,-0.08182326371622295,0.05606561362081446,,,0.05454125910411851,0.03133264359426481,0.04057099251630136,-0.11156789709236654,0.07331879187101928,-0.06775846550191288,-0.010075867365996973
MFGE8,0.051591291397117926,-0.005264550637368552,0.032284320896959616,-0.04474240729283862,-0.056938793531028306,-0.007286446790704455,-0.018153545651737442,0.06508954638540985,0.0858341120352532,-0.031854299486091406,-0.0351030040381265,0.03164222997566908,0.037634503107723004,0.020938455784077346,-0.0024170154410771134,0.05241571400344219,0.07101663417324267,0.05452889396701251,0.006929934642103605,0.004540121044890473,0.09237235361335219,0.0475079859211607,0.0419132448272773,0.05096551550976706
