,UKF243,UKF248,UKF259,UKF260,UKF269,ZH1007nec,ZH916T1,ZH916bulk
IGFL3,,,,,-0.015031582793159451,,-0.019211073020764736,
BMP1,-0.0016202867393663482,0.06013828848073241,-0.03305268133777134,0.05224905923851676,0.11989677868981659,-0.04449016354821786,0.11682798212591275,0.019581844931587537
NDP,-0.04102776598156804,-0.004630489415441136,0.013767085445212067,-0.006576704823710773,0.01722146068418441,-0.01779704794076276,-0.03804313376069366,0.053484557880161536
TNFSF18,-0.02154481199039457,0.05930564852540241,,,0.029169089989778827,,0.1862604518640905,-0.028861135005228786
RTN4,-0.007361760935467709,0.01306346951068689,-0.04691055037088853,-0.04649842597383801,-0.008067544143183824,0.07139981327485677,-0.008827726848175538,-0.05009773940333816
HEBP1,0.03449115823330744,0.0402181830899272,0.015986311979229527,0.055797061375879975,0.04509239325121769,-0.0020734646148918173,-0.05354826901489117,0.02817891737900749
WNT7B,0.026141284133801197,0.030359285035476274,-0.022423412795573743,0.0663705593603276,-0.062215256934047156,0.02704131686228816,0.08341620008527638,-0.02225022174133708
PTMA,0.003751422931555287,-0.07018949111752888,-0.013904316647382408,0.02846549566725533,-0.1200258977760817,0.04039299277747478,0.10075372958542311,0.05117406523419941
FASLG,,,,,,,-0.01666175707695699,
CEACAM1,,-0.01815116476683027,-0.01494804869265298,-0.01620797514531824,-0.02937375579588174,0.046478140907149905,-0.0056231608422841394,
PDAP1,0.0011362035760269567,-0.02305439633324916,0.03798347431529471,0.0657297489452801,0.011590740609611743,0.03411739410552399,0.0033934029320840903,0.02707336984205079
QDPR,-0.0365975153721517,-0.03615672704477794,-0.038260930163113584,0.006917799588118856,-0.037471889389745036,0.015748099876948772,-0.0535446092383184,-0.06671868954129774
POMC,0.046410043779154,0.05042263655722508,0.023993260646041865,-0.019997066212127695,0.03686162133805457,-0.049836305818034665,0.047209036321862324,0.0024157001540421356
CCL18,-0.02889336438462157,0.07046764221135823,,,,-0.015835377567114214,,
CCL17,,,-0.015007678794924125,,,,-0.015102011348056056,
VEGFD,-0.03255437657157053,0.007944576471843458,0.05434044236492407,0.00809736991175807,-0.00983297335151475,0.057203166570075195,,
TNFSF13,,0.002734223717832177,-0.010351960950969174,,,,0.026778872698753127,-0.015618632112178505
WNT5A,0.014639294071777824,0.008222653941721132,-0.02403926384957846,-0.046314120477801375,0.02794047913846028,-0.023112979347981805,0.018448681010524128,0.10656557300848363
CXCL8,0.09244412513463597,0.061348597838163384,0.040734134564383344,0.04449817304911751,0.0547836374888955,0.057619117041926564,-0.033713283289313584,0.0712176752453503
GRN,-0.04954179325013668,0.04945794421435448,0.03508221506473836,0.021986983611474793,0.07137935093073083,-0.10309753792077489,0.0452947804981393,0.0005900724246184628
MIA,-0.015286543699858818,-0.027550456313693,0.03378501296443732,0.10170395773638335,0.015693366371572114,-0.01286516177852484,0.009332121179242168,-0.028054780934340794
COL4A4,-0.014132314370203928,-0.027203593265688716,-0.036170532648708294,-0.05125109526163131,0.08916555388006814,,0.09503636380045219,0.11749759152025237
TAC1,-0.04104395104381997,-0.021657349385586826,-0.07371295896751466,0.0010821277572008537,-0.039946967430170524,,-0.019853129554168656,-0.056976271391580985
RARRES2,-0.03313804870401582,0.015437968711467203,-0.024427956153975635,0.04209408388927912,0.030751884379644847,-0.02813963756789473,-0.028929632429569183,0.04834644952988819
FGF7,0.01833245170267592,,-0.026602503119282885,0.023388866611364214,0.05233024569199711,0.023680695378353066,-0.0211201016550509,0.029994040460776042
HBEGF,0.11045943781382002,0.07945398487436063,-0.007533807783984526,0.00910784331822198,0.11334861242381684,0.1390920579229399,0.06624275497571035,0.08113133366982471
CSF3,-0.032771635495037296,,-0.0018403153743875062,0.06777818246557887,0.10846594869273923,,-0.015900088189273805,0.17065923873391045
PI3,0.13343735808369203,0.06307608633627378,0.09314407726756435,0.08088373908714871,0.11581214246196982,-0.02948067776811402,-0.010491108232896496,0.01286347322430625
PCSK1N,-0.020485770390854145,-0.03269503318693921,-0.03603224752645935,-0.0065029622843599515,-0.014629643827621825,-0.0004062312048013214,-0.07068147558603646,-0.07133017913331932
NTS,,,,0.002143796318307541,-0.019261973718251748,,-0.023545862452930878,
SFRP1,-0.02530866492560729,-0.026467957015696902,-0.013094779849241628,-0.017690656608685115,0.1306792010648802,0.0006283356752571613,0.17377399149936498,-0.046049913728286554
CXCL13,,,,-0.01753166661921202,,,,0.09228027756499001
MICA,0.008523495666373532,0.05182558671873972,0.06692994416666914,0.021235244628413415,0.05934267154661818,0.04633571840635719,0.03540965834147161,-0.012199229505089976
TG,-0.02612422422867992,0.060082694746067776,-0.014131342118871642,-0.026516824683434352,-0.018913916816332123,-0.009755632701064538,-0.017850263016325855,0.13855801177425217
ADA,-0.03863345982148732,-0.02512138129468992,0.04657673781100185,-0.019359395115260913,0.08557261401829994,0.04170712325947389,0.12389184178374077,0.049079929057838284
LAMC3,-0.003192309157365668,0.027151989018542263,-0.015295189463651623,-0.03962521425537836,0.1263856306839352,0.0026232001116883895,0.07566855069843852,0.06660224005242123
CCL7,,0.03285462520799378,0.10280190756235107,0.04111030618676698,,,0.03326248424955363,0.0357095860276398
NGF,-0.018880670791537286,-0.024737666796430014,0.025354688081338433,-0.02481028721086729,,,0.1184115622687424,-0.0418319182015568
TNFSF15,-0.023357746141159978,,-0.011377059915246075,-0.01720959593134575,,,-0.03475515132721938,-0.027695203564880328
HMGB1,-0.05242298225887189,-0.021819887991750175,-0.038187217225720785,-0.009676314609043566,0.02224632781563239,0.008980522616645347,-0.036441294296417875,-0.03347887978072436
ITGB3BP,0.020947170909267707,0.016057893648807563,0.017586351257758037,0.004474551994958838,0.049206204633724424,-0.10313138762858605,0.051393876780166395,-0.07871005346102042
AANAT,0.0010361904851241854,-0.020903686084060128,-0.010351962055814262,-0.015506875167027607,-0.014135981385982195,0.021316369599106724,-0.017628827550380293,-0.02253804083299898
RELN,-0.03255435967450175,-0.04512848694460788,-0.0179686878583199,0.023160604995559556,-0.04147940469264447,,,-0.030115700543684336
IL15,0.11013406552190735,0.01008789574616735,-0.017272899408666793,0.046323427394484286,-0.014168866778544153,-0.06584513484140447,0.05768344525213835,0.008219800032334851
UTS2,,,,,-0.01858377226004724,0.00929918681889667,,
BSG,-0.10747895688863787,-0.030638167510534872,0.03985963905402294,-0.06131374027024123,-0.03836297691602433,-0.027854655827625155,0.028136133588781857,0.03262582773685606
ADAMTS3,-0.061928568159570235,0.02220023037090358,-0.0030907182076450987,-0.04001256152719253,0.018413347842579763,0.06844188325421535,0.08293247465695959,-0.04397183409498297
CD34,0.004149720489485116,-0.003929603930425164,0.016454404049771675,-0.048632468592161575,0.09303516125434662,0.05808577595116394,0.10182277522974437,-0.07080665844855813
CCL23,,,,,-0.01608450287789688,,,
PLAT,-0.030218621589567212,-0.029598281411609174,-0.03807806169334721,0.03141367050353396,-0.005048289614645068,0.0433713742385441,0.08550595373331212,0.017015496063341656
LTA,,,-0.013094779236647244,,,,-0.02372574515473834,
CKLF,0.07116789175321481,-0.038319191816017444,-0.05185411730493306,0.021896997002100193,0.039757365350582524,0.02636859625111045,-0.030997478622428347,0.03945819150120939
CD24,0.010346395990371574,-0.02202495527703348,0.03917639676153723,-0.043826350180815425,0.011865040402522939,-0.03739328303026148,-0.06289051728571378,-0.02202062805475358
HSP90AA1,-0.06022489753694496,0.005031653704014364,-0.024473017278935662,0.050892285615766475,-0.08292575866343965,0.1097859005167125,-0.09058584460392216,-0.010777278207461133
