,MGH258,UKF248,UKF259,UKF269,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
ICOSLG,0.005156279586153936,0.018844024930340094,0.028272655570553046,0.028763166680865912,0.01451166577748207,0.02829299393487852,0.014422977956406974,0.018555068238185774,0.015319257064356547,0.015791312085068593,0.08739606533802723
WIF1,,-0.01581835689247229,,-0.01186538050369984,,,,,-0.01674114126959982,,0.056197823746119396
NPPC,0.0014097790075940063,-0.0022673242523192035,-0.015386257918461323,0.06580504310689643,0.03591842312246691,0.02821547675745748,0.012786591767807241,-0.03205764201679181,0.016634298594821482,,-0.04440384898717199
LYZ,0.013966185917237252,-0.022552670369698873,-0.04002669151593598,0.05300134210615384,0.047480268412861557,0.04386102295508834,0.014102522263405023,-0.02061009405818322,-0.02737026973030727,-0.04602473907820878,-0.01303232187027643
EREG,,,,,,-0.02069531618770838,0.008118074928386699,,0.012627643850746918,-0.008755659266638934,-0.021272189120841105
SPTAN1,-0.039219824519734096,0.017665826358446598,0.008020996757601928,0.026278456405929622,0.032257418297704614,0.012104456354985452,0.0035802110040532814,0.028319427116276507,-0.0034885776118943057,0.08151372582093777,-0.10260249666700755
PTH2,,,,,,,,,0.02694589809739668,,
LIPC,0.03641917460626788,-0.024111284939550063,-0.01782453627469765,0.04778302516158006,0.11598100330880548,,,0.051807235515859223,,-0.033551917576932315,-0.02881335372940838
COL8A1,0.07054499042666218,-0.01326220723436866,-0.01699122335550996,-0.030287247317701327,-0.024674964798828636,0.11813812337739085,0.021840944088209854,-0.04729823273647992,0.01816432404610919,-0.04025341922505908,0.06337054129292208
GSTM2,-0.007181813871774927,0.02054033613963553,0.014442589424179147,0.012030018261764617,0.007647554210175886,0.03255316147073787,-0.04869086005130621,-0.026628438954405607,-0.03823389362404184,0.11758148418287763,0.09976066136337886
SPX,0.05603435578044757,-0.00011742356428998525,-0.00796357602813733,0.028493674545444304,,0.030980331836119705,0.022002955808655068,0.013012034049534245,-0.035873315024923184,0.1833651237294801,-0.059350504953923904
MFGE8,0.00391790215727123,0.00650449739526702,0.02451330164423709,-0.036169370427916896,0.01273217320994506,0.00685838826252167,-0.038540759881296904,0.018442738870802257,-0.0016367115700016638,0.0033144040621867744,0.028822694039418173
TGFA,0.05249205918865718,0.014916133128698574,0.002858153928771579,-0.00987428464930493,0.053933561199619895,0.02565849436629129,0.01801852198673786,-0.028891406638820307,0.0018697192860577649,-0.022604903765864104,0.05681646899174844
SLIT2,0.07291386562700797,0.010342165483752611,0.07365860024547752,-0.0029002535701359083,0.01474209458011901,0.05200577099054165,-0.004952411324741375,-0.037016972123752406,-0.018810873383458975,0.00763650504714644,-6.932024041735166e-05
PLTP,-0.031508541940698555,-0.01660722948593373,0.0027930001206268413,0.05479618954320073,-0.08375154077540818,0.05456888656785126,-0.16428678958300424,0.024195133858672713,0.03774440142969263,0.0035424656152762196,0.00026009188959791573
APOD,0.039880469980850694,0.040222221913303706,0.06701454145213381,-0.010570610684639216,-0.05940000985127257,0.0837945063272163,0.054679241162228026,-0.08630342153890978,0.05478627036095499,-0.02647284551696855,-0.11558198680938961
B2M,0.019674707013388786,0.0997079366794797,-0.06697862605082212,0.04845608042564747,0.13987560099451846,0.06615094399244374,-0.04216678650608288,0.024584015927652816,0.013679410880880266,-0.09718565451573007,0.0027701975513716426
OMG,0.016200183155755568,0.035557697497917755,-0.010749908893639516,-0.03982383638652476,0.03476770998193778,0.07088954706347736,0.01646872386523011,-0.0063147492327122684,-0.026237499454775343,0.10658914036168385,-0.061808033471927516
CXCL3,-0.015374686839470677,0.0634189031367485,-0.0029948710019214956,-0.021855008193604752,,-0.009628771574375241,-0.03599360350909296,-0.02379551805855383,-0.018377768509388815,0.0027467495629836186,0.004655417174370515
CXCL10,-0.001216449509227434,0.03362207967012854,-0.011675163392915128,0.07432183120328062,0.04115684573650394,0.045577258626572796,-0.021126738408833227,0.0018847501750325526,-0.024607687395845162,0.025183732398054874,-0.017811053918951034
RSPO3,,-0.011751590947809832,-0.011518566281825541,0.060966501728094764,,0.10347335030572186,0.08198811322918918,,-0.04480318513367546,0.02493230280676548,-0.03848250482757623
CORT,-0.01909180368112491,0.0030058606620112765,-0.025831269341701022,-0.013179409682560542,,0.042411129407220034,-0.016482684327168894,,-0.029951438456790148,,
NCAN,0.011888716024466988,0.01229454873111129,0.026244309253861644,-0.04852302904113346,0.05067066471737844,0.07804995077841528,0.041109857465055466,-0.0276453488114839,-0.05035241361968099,0.07583418652504391,-0.04081605157962335
PRG4,,0.06918559571480301,-0.011368328182251312,-0.023677909511286784,,0.08048579945706553,-0.02432120936687604,,0.02796307787328443,-0.03322054442903057,-0.025717090309258773
ZG16B,,0.03845333000654131,-0.013194335199095776,-0.025564108339626333,,,,,,-0.023580470476325003,-0.015762545272827264
TGM2,-0.015424155586790896,0.004332329561430485,-0.03609077318335432,0.021880755086337748,0.04929230552140013,-0.04253993779254418,-0.053070003403573526,-0.030385481761190745,0.04019781149171084,-0.041840484294104925,-0.024386238267687953
VEGFC,-0.019091804910385826,-0.0362525809971628,-0.02026140480132278,0.08391248346288985,0.008683565016161044,-0.030151943036893437,-0.03302529214041537,-0.015390099595068535,-0.030736318976185072,-0.026279761936578414,0.09346378745903622
WNT6,,-0.030632880970156783,-0.015723861694550444,-0.023284123516262696,,-0.02177891696169878,0.02489555983004154,,-0.023900926856545178,-0.028478264435717715,-0.016287438371658563
NRG4,,-0.017486424165345835,-0.013835775451898328,-0.029492338381724718,0.07232797151484785,,,-0.025203051032559844,0.03982653298938847,-0.018911394034572843,-0.024493809161122218
PMCH,,0.04954204050853633,-0.01917081481861264,,,-0.005341276821750484,0.03125610937712623,,-0.013692346133365504,0.011391927335197572,-0.031367847715069466
COL9A1,-0.024078462520367196,0.02874587711501502,-0.01445045764538404,0.07118905075254811,-0.07367521299580868,0.050719775078225546,0.033864393077012216,0.06534094359665105,-0.01458502480359257,0.12891432165303646,0.010219412932064872
GDF11,-0.01653293185699091,-0.008452127687744091,-0.0015531297324193703,0.05954472143107181,0.005378219734601491,0.02397143132542561,0.008716296524807491,-0.0557672582952931,-0.06339266537499384,0.021959591284390824,0.031168723966691243
RAET1E,,,,,,,,,,-0.020745664886847245,
IL24,,,,,,-0.01775521675798989,-0.015499917922710502,,,,0.11925076843396999
SORBS1,-0.029759368750616775,0.010219388243414273,0.02222460349231453,-0.012777502516101819,0.1377313641390567,0.0376941253777781,-0.03519369761761242,-0.0696577390780087,-0.020433142734882132,0.06712030785308815,0.026027911272785215
DLL1,0.05907143459730846,-0.007465852331574818,-0.04224997345684462,0.027593143810380878,-0.03145356827160232,0.04359081553075595,0.028748934737616336,0.00525937022601402,0.013108988623899958,0.016262240219751666,-0.024380274749466704
TLN1,0.02999343158947428,0.08076764447670441,0.06701036392696284,-0.01795996485856248,0.007304098645517579,0.011228676492193513,-0.017332742757554552,0.010573585471583066,0.030740042221561206,-0.06896106106767098,0.0445876298714619
COL2A1,0.08681891013502074,0.016626246157528855,,-0.02185501563110626,,-0.027749800409165054,0.010565412178507741,,-0.0017999291713382453,-0.027522467110382497,0.024122401729068755
SHH,,,-0.01181355950243972,-0.017180697809319453,,0.028471783530585867,0.01668542834064271,0.018971173836628823,-0.023663089524595747,0.009902354665548656,0.015324226746861689
PON2,0.0009353581469377596,0.019640807809929564,0.014061503602496089,0.015367170807989093,-0.021861934287471914,0.05310289438431236,0.016413789496957137,0.10119665468073961,-0.07102396884411978,0.10709841430345542,0.10379813861863434
ICAM5,,0.031386705663592716,-0.01841227096587622,0.020772045595839877,,-0.014876327717361755,-0.004544050883590672,,-0.021177080805822153,0.0007945603029075557,-0.05344190216121216
HPX,0.22734800882267872,-0.0027630619701700613,-0.007689046351726457,0.07994408772231605,-0.02591048213551893,-0.006856991601633692,0.010373194662400663,-0.03379081516764464,-0.026576712573157538,0.13286399610617974,0.13402967897393364
SFRP2,,0.0019548560161365444,-0.013454364039485793,-0.017442333962726153,,0.029722489423835527,0.043262158043617195,-4.263910028149366e-05,0.04292142107503925,0.02122761073140587,0.07692188551225633
CFC1,,,,,,,,,,,-0.021673167189629583
CD70,,0.08496718535442821,-0.022868590724934884,,-0.038854617938024964,0.06440892143967326,-0.027620793698066377,,-0.012471791469914797,-0.028852748628566113,0.06693057561855838
HP,0.13393824858127,-0.008299822305223423,-0.036590782034521846,0.07077801212938677,-0.04434492239329405,0.05500174212801025,-0.0065920333634332225,0.01516734619384073,-0.030240878611365544,0.01771631629324296,0.028327308278254446
CXCL2,0.06432751288769774,-0.024079480602191804,-0.0792746907143301,-0.008488060563748075,0.1547411438852967,0.009953947502886699,-0.030617562269248742,-0.02276829361058605,-0.039146999631163935,-0.004837368938526823,0.039584350669551
NPPB,,0.004577105138586884,-0.026759512003779604,,,-0.028250785930231396,-0.04518624994262802,,0.05132035914993796,-0.019183503081952217,
CCK,-0.029318193611095382,0.03475065850463504,-0.03829926188007857,-0.004099483882496918,,0.03217707350839197,0.06370429828899425,-0.07056014564580385,-0.0018037207844892335,0.007815558216967809,-0.11207928128208211
SEMA6A,-0.006788229621744142,0.006808348673125902,0.06364231468597621,0.011202878536337516,-0.0054962614317416,0.035895001430839645,-0.0303290331222195,0.0008569869912293337,0.0017960247821316223,0.07016369213952671,0.06948391916622988
IRAK4,0.03801399662779278,-0.04945880967423974,0.025831689605765408,0.022620798668514623,0.04473291996617197,0.035566050028979765,0.10704632647914605,0.0009010753961261906,0.055450337948878464,0.038226661630925717,0.0269050328042787
GSTP1,-0.05837152562706558,0.033769401683005185,-0.01934858743547526,-0.00041188822273488106,0.0663231031188699,0.043494764401108534,0.01615463437115729,-0.025162733156625244,0.07133085765188318,0.05269626665566824,0.08371918173588193
VCAM1,0.015715290899395523,0.07999893272314035,-0.044102409916923296,0.03782479085276763,0.010547333837516283,0.04747070520215398,-0.04515878827566647,-0.059914985862652065,0.003778748052346683,0.026465779255049192,0.001576547175082427
NXPH3,-0.05504844511591582,-0.006423057281530456,-0.007702435894136455,0.05486549979024153,0.04359394408605298,0.05457719786208479,0.0239721276025688,-0.02288859086254784,0.023662235809048242,0.08627779753980952,-0.043355074379786265
MTMR4,0.06226936198193647,0.025818145807068607,-0.011650307158523302,0.008162785196014254,0.05311891941345245,0.05580000678367282,-0.019747292249182598,-0.009553262447019761,-0.028296081792140142,0.00450948019744655,0.07550672656234908
LAMC2,,0.05049219226234161,0.031636443005792464,,-0.009303427886865799,-0.021828419328263824,0.10198094683386093,0.20500692268982565,-0.013290557624656854,-0.014137284074124347,-0.02358662718708758
IL10,0.027313898984768614,-0.014570563572992731,0.0541474675233767,-0.028678660204407066,-0.030221910631489296,-0.02079804040941697,-0.03879197722770477,-0.02350474997335916,-0.03309620747484191,-0.026801795382628186,-0.01401113174055891
SEMA4D,0.0927919968524645,0.024171766076525224,-0.011634414877231854,-0.004333782267950006,-0.013489658011287422,0.059419998933483965,0.08328311912588737,0.012492226004509664,-0.005686026743092755,0.046987169960623,-0.048204715175366106
TRH,0.08605603890095045,-0.07038087672257594,-0.028003935148032275,0.019088867637927158,,0.08785842426856988,0.03033543010189326,-0.01323885125963324,-0.002423659622459887,0.018170162621861472,0.0861028558589564
SEMA6D,0.02194779101666359,0.0025121294643585283,-0.012951305544468501,0.023433084061773884,-0.01626747376319489,-0.011097940107132893,0.04978796384402396,0.0551373985945041,-0.024967644783427948,0.039067341754153155,0.12046881268135062
CEL,,,,,-0.034741022306453866,-0.026887561817211216,-0.02530567134841319,0.07459545219030246,0.054993061499748294,-0.01755243088248108,-0.004812705571693908
PDCD1LG2,-0.03433000232736364,0.014988292871068745,-0.05857802384075993,0.03164356323358744,-0.057869415755636394,0.05410539153028698,-0.02400598275050344,0.017254742035819517,-0.013663891388164626,0.02619657391662982,0.03599946651030814
SPINT1,-0.01309454211654962,-0.014069446080580967,0.0040473513251923585,0.07798654519982941,0.03515285767803746,0.0819834918241953,-0.021868050956216516,0.010133948894397065,-0.031049614267806433,0.017172527581954485,0.03821552585651681
CTHRC1,0.035978894023289326,0.031441769732196215,0.013282721723387216,0.003005734527996361,0.036218019446681744,0.0056296609615043534,-0.036389258612325705,0.05305564036957444,0.015367772265300455,-0.031718070343683416,-0.03741693079448723
PODXL,0.023191804774905057,0.03108127147463067,0.026738861251650224,0.05557775068876711,-0.04039164594577673,0.013822305012760078,-0.02094329886284003,0.02123941024512201,0.020417322120590643,-0.05635838202445757,0.07157923627459806
JAM3,0.019446222813506827,0.0038738351824220063,0.0032377163133576973,0.014456256986936724,0.06896247075537953,-0.04877264195079457,-0.017174027912435955,-0.008768478491701561,0.07860177705425632,0.021176427404931805,0.04442900560111814
TGFB2,0.026598119307182432,-0.023375456299960583,0.016447368791907408,0.0565213403413872,-0.013738468305657541,0.04378901807917372,-0.026692278538017873,0.020003775751643773,0.015953190769382068,0.019100440932005962,0.03918362473543808
COL18A1,0.01747000005782474,0.021482662181372562,0.029448809453080566,0.08091019569585645,0.02026041658677736,0.03664140912752881,-0.08532261834801014,0.03885912410035087,0.028388228058690877,-0.08272358471787945,-0.03757616686963204
NODAL,0.02480192931515167,0.004106802781842635,-0.023265721149970903,0.009515524516294432,-0.02033624795527187,0.039088069153771436,-0.019146049835949926,0.05091999317620981,-0.015198749454039989,-0.015622031843897086,0.025073914063759976
INHBB,-0.020051495356435522,0.0844977731468352,0.02510135153408302,0.03798233053427984,-0.04451251406049689,-0.0394772134059965,0.02275074922894017,0.01914579284544001,0.001928960705122914,0.06553892518461146,0.05826914931167903
LCN1,,0.22931551561368232,,-0.019179043918786696,,0.03492452433469053,-0.018081022410423,,,-0.02172863169971953,-0.016544006608816757
ARF4,-0.0012188763702066596,0.05818512873455509,-0.010711571015571344,0.055532022417159675,0.03698894705250824,0.09093173595083454,0.05508511182791645,-0.021942549396750617,-0.0023168900267138987,0.0016574765640892978,0.03782108993121301
CXCL14,0.04674453207142582,-0.02287180699002516,-0.007450114575473666,0.1129819847956905,-0.0041710638290433704,-0.01723262149533965,-0.08176712799531252,-0.019750870651077675,-0.0015532814159356046,0.04431761283311376,0.03829644166629324
LIF,0.05299266569955514,0.0568828057093359,0.02571746923124705,-0.017503209967282198,-0.013903937170048746,-0.03373221582508927,-0.042680434516993736,-0.03545076047603423,0.03145925772789885,-0.04942446297780854,0.0597944391549749
IL17B,,,,0.020501102499226105,-0.03418565712868482,0.04902679791296516,-0.028950545717558847,,-0.018908656619387558,-0.013525116183982175,-0.01870527390854071
MMP1,,0.06132513963439498,,,,0.04553539541109153,-0.029802060627837353,,-0.013692345049015474,-0.06688088052344958,-0.04186096892008664
MATN1,,0.08434654404003616,,0.059314878801391545,-0.03735494695018233,-0.02293242025021014,0.007640384550536978,0.018227819133484844,0.05557389562516479,-0.02613255232854337,-0.017046303942766804
ADAM28,0.08995396890089491,0.03288232995806065,-0.01359054825303445,0.024044926910705568,-0.03298871581219054,-0.03287242612788536,0.05046615798112846,-0.03314323053131084,-0.02235031638373828,-0.01866537581240568,0.007205559597780822
TCN2,0.036045750426531874,0.03358178691296743,0.01250317224597545,0.04230997930692214,-0.01857077639663534,0.015402050678025882,-0.00039876624451558063,-0.023569391204309315,0.053216684905630335,-0.002064972775208125,-0.004812578864594127
THPO,,-0.0011145355470394108,0.05133614628605922,0.034654086984961655,0.09503649253997228,,,,0.0704559674316079,-0.028289385667360743,0.17122130991299292
CUBN,0.029691205540710273,0.011065445651407282,0.007361848938585869,0.006560366000366722,-0.027723101824920035,0.017076446685302747,-0.03175833081155081,0.04261723465939641,-0.037271883061289195,0.02983713868816015,-0.022088165126968172
TIMP3,-0.013286663092288941,0.04624863866268314,-0.07208106723154915,-0.03474419953997463,0.02596412360584632,-0.005547390115456377,-0.028666934234025724,0.048130123485109956,-0.012692937450083592,-0.04024492876613405,0.022219966701178668
PIGF,0.05755683662191313,-0.004414674394331273,0.040432155617631915,0.031384674984910085,-0.11165168522732825,0.004721863542691877,0.007460040933713653,-0.0384027418877315,0.021079216706010314,0.05738017534430917,0.005638767314524843
