,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF334,ZH1019T1
BMP1,0.02974075310845718,0.07227047596664732,0.005819929210140161,-0.006609260979325776,0.08459714491388075,0.10192152179571312,-0.07716481115902482,0.051207376371604905,-0.018594940789355422
NDP,0.05866335394381402,0.05075139686566981,0.12014615900819864,-0.028883856485002943,-0.05312930163989169,0.022282885880884038,0.022403151603927165,0.011099415089771502,-0.0382330759018488
TNFSF18,0.06763804539896165,0.059697706506715804,,,,-0.012582397149281136,-0.023229316162814727,,0.006639432171407203
IL36G,,,,,,,,0.06417822884798513,
RTN4,0.03732536739758766,-0.030917966144418767,0.09527039784171046,-0.017776439516392385,0.0004664787309758237,-0.11667736600058314,0.014679666442635561,-0.052506246064951016,-0.04368606596685799
HEBP1,0.017951444340387666,0.004479800286344827,-0.05977487882513838,0.018931355447981114,-0.021100657238195084,0.0653355488553868,0.023370956952419412,-0.007475792377163034,-0.10159040470766771
WNT7B,-0.04659635893358631,0.0607816174235371,0.06686319562105074,-0.026695718378515577,-0.02981847795612634,0.03248069748516307,-0.012988832662843413,0.025972374789043445,
PTMA,-0.08695710440381409,-0.04458937165745874,-0.001672913573876134,0.04048763468273555,0.055177951127572594,0.15501775274969407,0.06028980473903349,0.1137663986987597,0.11438220721912223
CEACAM1,,-0.036612883545598496,,0.006039843259352623,-0.01788904420397487,,-0.02081550289019656,,0.06310410466055422
PDAP1,-0.037557813907993086,0.062279617200483334,0.025834608216576512,-0.025243493856046455,0.08425872060581537,0.02360314712378804,-0.0009319074072052311,0.05850900219166187,0.011438853079267878
QDPR,0.012107524676197558,0.0685173782621341,-0.029586342901628423,0.04246103709265777,0.0037273322745387527,-0.07355037975289767,0.06687976494779498,-0.012429844697802459,-0.04710323132509634
POMC,-0.04685692117198471,-0.020453422259580276,,-0.02870632989637312,-0.03599698719886801,-0.03319490142867008,0.04673048175520003,-0.04143161989878443,0.01664612952890484
CCL18,-0.03328041843589928,-0.021550932464049793,,,,,,,
CCL17,,,,-0.017867073592990213,,,0.019569451668743118,-0.029441500657667874,
VEGFD,0.024216657038343775,0.02419265658082513,,-0.019905893038533615,-0.017115224649622285,,0.015339019531287948,-0.020970421704247764,-0.008470930192072222
TNFSF13,,0.006395900293384096,,-0.012324307487529903,,-0.012202300398690327,,,
WNT5A,0.046481706626412045,-0.005790785207383858,0.08195324915737898,0.04722512057355146,-0.02658399074989145,0.15822527912183165,-0.026173833381348523,0.047403210400260076,0.07682736019358831
CXCL8,-0.03055562721505148,-0.07825566134534867,-0.09897188142636089,0.029544822112785193,-0.021303363094178848,-0.017356980886236828,0.0016581235726647091,-0.028801735498998556,0.05969695902918844
GRN,0.12383782119345667,0.0002808886124684883,0.08244808457229418,-0.004804962342575617,-0.0245948393265029,0.07673822890008415,0.006175221970158349,-0.013549167051720478,0.03671158291343067
MIA,0.02037918403013025,3.5774860923726935e-05,-0.01954061402518375,0.007681524553498483,0.014647937910486592,0.15013231573945365,-0.03238709459118197,0.01967628927869321,0.03632450700552006
COL4A4,-0.03774758076143664,0.04696752427668901,-0.015795416144940354,0.03675591279100779,-0.0214324577246067,-0.01160994972664783,-0.021310101970153435,0.03521981381389164,0.006705204861100446
TAC1,-0.021877097450699597,0.0014195238194303617,0.11282806968455864,-0.050585163079531856,-0.0029160952643062714,-0.1026762687606724,0.021452895659168466,-0.06031232983370695,
RARRES2,0.06898564262177134,0.07702727573731231,-0.057731611274047495,0.04133029105050617,0.05312281146578399,0.09345546294196365,0.11520973544696009,0.048129921408606904,0.01375814080931516
FGF7,-0.014474711849207034,,-0.030309752171947212,0.017365135614262298,-0.010449112376034707,-0.02102964114138916,-0.0028799870073204226,0.0018373153770833584,0.05477458475695769
