,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
IGFL3,,,,,0.008755873254746305,,,,,,,,,
BMP1,-0.03836038515247367,0.04309255005736215,-0.012054713602129138,-0.013905305216727816,-0.08379489331289543,-0.01500862894226865,0.001896001183069516,-0.03723458991462947,-0.018707791924990825,0.006456097267273154,-0.041359058897754285,0.0003311116656540955,0.05006337133620959,0.0038568186663987475
NDP,-0.009627384355038496,-0.03943716955427762,0.15847775257600846,-0.0026381411201912334,-0.06531668321785135,0.00616694398227313,0.020589758479097574,-0.07223494415073035,-0.03709335344271301,0.024078063868833093,0.06085083727372325,-0.017145715003990758,-0.015211810347491127,0.09415266358665692
TNFSF18,-0.0186431086702174,-0.03352436744206278,,0.02298261650418791,-0.023309880464285938,-0.013259369174925104,,,,,,,-0.041089013624755095,
IL36G,,,,,,,,,0.03692243108197157,,,,,
RTN4,0.09463681280012816,0.06924472656900178,0.14348161234297455,0.1311580159339337,0.09511427977080035,0.015737868341139615,0.0376909395355861,0.2002903378006152,0.09377180888146301,0.04708619602964994,0.017922752925148302,0.10468659273661073,0.042727763984654825,0.0152628328425917
HEBP1,0.004573476983529069,0.003387586967145523,-0.07806584519446083,0.01401753842145446,-0.05535850162418243,0.031214309646390357,-0.02739669086853994,-0.06935417623606951,-0.013892624368191196,-0.0026231473781538174,0.010570816564794049,-0.06530503074000131,-0.05062885221202466,0.030522550671637717
WNT7B,-0.0018143182425450887,-0.02082429784130644,0.08380979126019193,0.0799346106446395,0.10316778557443305,-0.006139598944804333,0.056848142790612136,,0.08006315373458155,0.116282948676388,0.062343962219272006,0.007290352879196003,0.003306692364558299,-0.03860985992334953
PTMA,0.0657296509357978,-0.0714292071005345,-0.14003501362388565,-0.1449211295062962,0.05641074131353166,-0.024107627405992545,-0.04344038657466607,-0.22331183668660548,-0.10419115208597493,-0.007404209140132357,-0.012943822110687708,0.01110011234990715,-0.021578998133582026,0.04571071292152108
CEACAM1,-0.01931795136304006,-0.015981396096026595,-0.02323567447304705,,-0.030674475059479647,-0.020853828879105012,,,,-0.02179956444963522,-0.016687422983674288,0.01730282497570384,,
PDAP1,-0.025452395379119776,0.016326662269114656,-0.06031479031078355,-0.017325490880487217,-0.0657313206234249,-0.01004688373534947,-0.008524505251258054,-0.014561313348761507,-0.027504906491946264,0.003187417688785939,-0.0030644115413583674,0.0414546467513292,0.052960778377308636,0.09761078946743323
QDPR,-0.008182070493878108,0.10422021186589633,0.09782808597336805,-0.05077555370530093,-0.03363351993947563,-0.021099655424799926,-0.01946621979672213,-0.2096493881892025,-0.011050041322289803,0.011529834830318653,-0.023266346832120515,-0.01444446107038269,-0.023034094884894954,0.0817097909797187
POMC,0.011231933394024713,-0.02839639114919323,0.03202138063498431,0.052024668310313084,-0.028325965342639252,-0.015385123464367493,0.04445845357507521,-0.0551296355945841,-0.028160749790572835,-0.031646386934160026,-0.02731218767781595,0.10417791321570213,-0.005980078854827198,-0.016619317613241452
CCL18,-0.02410697806323257,,,,,,,-0.07026441501400915,,0.012377986853744544,-0.040749581891201904,-0.03931118757366774,,
CCL17,,,,,,-0.016537014881015902,0.05194584648680407,,-0.012007241877191752,-0.024654554048819634,-0.024089342703901874,,,
VEGFD,0.04739526117729219,-0.022890143570189703,0.042524518562239454,,-0.02629703162713225,-0.017618790635759756,0.030452527786067374,-0.012413085895146192,-0.012868533024132624,,-0.016687422983674288,,,
TNFSF13,0.05872983508816338,,,-0.027476479709955995,,,,,,0.007978685575560595,0.0813237796871707,0.04275790312723473,-0.02073225423566978,
WNT5A,0.0104875724681106,-0.06689587231156038,-0.12567334873016112,-0.09314517044630745,-0.06618139413424272,0.02930041263203312,-0.06911338861856221,0.0578936513465761,0.03503346757709015,0.06730090050949276,-0.07178777328149577,0.02390219132832468,-0.04404619369611706,0.027625753659508596
CXCL8,0.06900293813283773,0.009700466415297803,-0.02710957618818018,0.06341735354798535,-0.016964360169908356,-0.034567265175868486,0.023805096232515123,-0.06884721554575328,-0.002764088524579575,-0.08872140952927594,-0.10255160562686075,-0.043757993878258725,-0.030186192003047223,0.08324882533465758
GRN,-0.06350922315267059,-0.013568134609383253,-0.04450365917544214,-0.06233484806097083,-0.06979215028937485,-0.022416952413796615,-0.018403202096808298,-0.14636443843268554,-0.01114079802226752,0.02820118519556938,-0.026508812707760242,-0.01251252611533239,0.028361856601537744,0.08590526371773151
MIA,0.001756164012643173,-0.020356892918957054,0.03232422332091103,0.0031698207155804606,-0.016928906080570554,-0.013556645375945456,-0.03052343896030078,,-0.01762404571002214,0.035635636353744865,0.015754421935119736,-0.026439116974134775,-0.023100379668171404,
COL4A4,0.0710402363880527,-0.023878410201321643,-0.06642991459609891,-0.012309698093034163,-0.015468431914364898,-0.01726515516905155,0.041245072268945714,,-0.017095978174927612,0.16052635126161635,-0.02671917342417559,0.024728164583606282,-0.007547920097411505,
TAC1,-0.000594211640670592,0.03527907670511654,0.16627768698203735,0.012755365055607166,0.131984869608838,0.00552860883936889,0.008235695904643955,0.12686175176890926,0.12573035971936125,,,-0.0017352659292814109,0.0329525115643594,-0.060174375209002345
RARRES2,-0.04882987640188422,-0.05049126133044977,-0.08579320370037065,-0.06549918924392299,-0.07026177439893663,-0.02418286990304771,-0.06215073987680585,-0.05024796927228733,-0.05531679885704995,-0.0025071185942639766,-0.009703840390872203,0.002130076581645304,-0.07478822930187552,-0.04525177559281657
FGF7,,-0.025835759588072868,0.17464819761369874,0.06497540220807159,-0.04408267575861284,0.06251996088393359,0.03414754108145825,0.042327468275760685,-0.015926627923916536,0.05007754534259732,0.016404279301118926,0.05897287527961048,0.008454638717629399,0.1499167450921668
EFNA2,,,,,,,,,,,-0.01586027877228618,,,
HBEGF,-0.015315637440615775,0.06774784443562636,-0.06185639396015369,-0.07616845813937288,-0.06316233431763076,-0.1132181733714831,-0.020614277816258963,-0.07377583884266264,-0.016104732173907003,0.04331690020119846,-9.384045135291816e-05,0.003711412854270822,-0.012783189691276087,0.08665188037342418
CSF3,,,0.05981686499916719,,-0.016365303235055032,,,,,-0.055249109864133845,-0.033079857456387175,-0.028770590523780424,-0.010728581463579235,
PI3,0.02708435762432718,,0.027873743493813455,,-0.01842754744129485,,,,,-0.04414370500479915,-0.048236633027040975,0.01137151272008296,-0.059713417172088515,
PCSK1N,0.06589753470545229,0.06305737813503708,0.05681113761126782,0.029410373842954047,0.07618813641862332,-0.012083569304820772,0.0399217536992904,0.22001463829743353,0.10188464334976799,0.05591695646523827,-0.01767889537901753,0.09423458140874985,0.10793341911485965,-0.00590158221319639
NTS,,,-0.049396094522408035,-0.006941458353377352,-0.02011492628054408,-0.01972343283492541,-0.07039295601725899,-0.027202152335834957,,0.04142541877338435,-0.01932273998322802,0.06625467214467963,,
SFRP1,-0.04181178096226565,0.02735796361989608,0.1488618747012397,-0.0656240949728419,0.013041857464482292,-0.005527254557405573,-0.010602508663364806,-0.08630158254664892,0.0057757316812985056,0.03164845630644592,-0.029963975483428582,-0.0353117845084061,0.03481549691687523,-0.08043523271744031
CXCL13,,0.03932429812737479,0.06253685905631577,,,,,,,-0.0089947910843136,0.0008681372303888096,0.013412107701328314,0.02931836595033339,
MICA,-0.036227167606683895,-0.02250148683948636,-0.011004812471819756,-0.03784517216682295,-0.007744073299238279,0.02283238865559556,-0.019675030163783636,-0.0736312250490366,0.0063244677350542304,0.06050139219308908,-0.04695186412199269,0.03616129048363438,0.011391381505193079,-0.012436139300409276
TG,-0.009773306641925198,-0.021731478690107806,-0.026158685019722946,-0.036837450349295905,-0.01975145683416467,-0.01666041667421102,-0.004451672670858498,,0.01861350903944751,-0.019008601142154077,0.09889608513374318,-0.023678638106675778,-0.036143342756097464,
ADA,-0.029877223855595353,0.003292998375665786,-0.05823798180965306,0.0016902676352072233,-0.022264354846469603,0.035110984473717466,-0.028210093729862207,-0.09680048635296917,-0.04100572968418371,-0.026128131321676795,0.024331017442926175,-0.04166954002223682,-0.07558061323450109,-0.03099550235610611
LAMC3,-0.029091782209631687,0.03248805950604834,0.010283131900810849,-0.018816960334242343,0.01839693135996233,-0.0350210359073752,0.05454755838590129,0.004864145207304777,-0.028872186091659223,0.010162403873107522,-0.02715424655349621,0.00609424314888733,0.07798123493951387,-0.05286593214426429
CCL7,-0.015334074551849004,,-0.033322131610963805,,,,,,,0.011842374188507943,,,-0.023762212782587187,
