,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
VEGFD,-0.021366735804346254,0.033351304068453096,-0.01860448031296359,,0.030587911169257572,-0.019509873146058804,0.048906428546403515,-0.02221449800990441,-0.051236342391968205,-0.02684203683066992,,-0.023087392422788656,,
TNFSF13,-0.01612402449248972,,-0.011518565661877506,0.06855538704867539,,,,,,,,0.06141168732042828,-0.0253681331424102,-0.026826095799030773
WNT5A,0.018629387331185472,-0.0004902284393494596,-0.03171792370230893,0.034728497425653516,0.10072147066656509,0.015010662358353468,0.05422146497881798,-0.00961957167808061,0.04225312975364759,-0.003088217571548524,-0.0698838055339152,0.0025866853432529283,-0.03526242098350236,0.030163051273870034
CXCL8,0.024175945866175535,-0.02524292384113145,-0.001575201395927497,-0.019037714484875894,0.037103029652613244,-0.03735538841108477,0.03400807506115664,-0.04443088626449595,-0.10083390210348123,0.012075431691597556,-0.03812291357029312,-0.03107929587436534,0.004091512869931495,0.038478537019323085
GRN,0.05830396537315327,-0.03165218957381751,-0.013042444680162066,-0.001286182346017181,0.09580894566407552,-0.018977664615573556,0.03943680607838069,-0.005745934911194153,0.04116720035595991,-0.035216833532632184,-0.047615445638172264,-0.01882343990611033,-0.01706689995969893,-0.0930759891406946
MIA,-0.015250405383973717,0.08580478706657024,0.0003337597016797149,0.035660883708843245,0.0692493081655189,-0.01955022291188012,0.019245235277864838,-0.030126850200848192,-0.09063508088421256,-0.012745973695674024,0.017381238221568285,0.023119987560217655,0.05583438934404919,0.07202357918618404
COL4A4,-0.02566126795263667,0.008099759661032107,-0.04024673753239231,-0.012734179378796636,-0.015786890325898712,0.0683482180789237,0.01742631872013901,,,-0.04681630726740607,-0.027375725225346547,-0.03372006581297113,-0.02707784038401655,-0.01239458624223306
TAC1,0.04569071003341777,0.02909071115298099,0.0072215979941952025,-0.02840543344465641,-0.0774531683595764,0.04013028634836263,-0.023161290066376836,,,,,,-0.02953955826640848,0.009898575079655886
RARRES2,0.02743330708637087,0.02700538501194782,-0.05807624468083307,-0.02357045018399312,0.14585682825105947,0.026292802143638275,-0.012700507787897592,-0.055814930131871665,-0.05854655070814507,-0.13249320604359713,0.059120100562219044,0.0520448877496915,-0.011180170589101864,0.12994856268005542
FGF7,,0.011449547502739773,-0.029600447722039867,0.036035788571919594,0.07959923689663312,-0.03688618074305017,-0.015385615760278096,0.003378865454385899,-0.051346524435733266,0.009331700351595083,0.04062721174532997,0.03491282830123041,0.05539543944580558,0.023223777222003895
HBEGF,0.02929637844557529,-0.05274222728435297,-0.029868484399161035,0.024507503515622926,0.00888779267349524,0.05441995602248961,0.00440570067784444,0.00035251683633380384,-0.03060808136778783,-0.061305017798670806,-0.06401837233582182,0.005055939303315,0.017429816490758664,0.03130279861767224
CSF3,,,-0.019903698736102288,,0.006505161145766929,,,-0.033373423251965816,,,,,-0.023657810735913203,0.031282288652266385
PI3,0.037260021864408015,,0.009848983789668132,,0.02219557028992004,,,,0.11539036687167298,,,-0.018599285297185787,0.02486031245049057,0.09017427460250607
PCSK1N,-0.00745913000873266,-0.0054783973330227685,-0.04432666794222557,-0.006130199206054926,-0.01303186015926256,-0.02834816107967319,-0.0795457469206158,0.025238142802915246,0.08430727274789104,0.02530119323676705,0.00903720081331341,-0.006127257547093608,0.0216408890577433,-0.12125123348482474
NTS,,,,-0.01554553971181878,-0.02052904501648867,-0.009175833083863542,0.06799623390018338,,,,,,0.037708616923030375,
SFRP1,-0.003443336647364965,0.0392424881367257,-0.014570484011263471,-0.0163313232614865,0.049353802512670734,0.0722169900374252,-0.021027878900785023,-0.03561301168653874,-0.024390309820056168,0.013809151266450406,-0.06526513135844834,-0.06028168394360665,-0.03421989048167178,0.0360878072204068
CXCL13,,-0.007731097161350985,,,,,,0.08275957901503168,,,,,,-0.006061118926930286
MICA,0.0270668202576748,0.03526770679247419,0.02727835904685783,-0.02038667622310301,0.07290867825608251,-0.0035048551060030556,0.0629193422046699,0.06451745573648879,-0.003967776686729004,-0.006742313682588754,-0.09055165996119421,0.04022914544579295,0.0019679037802062898,0.029556703340521417
TG,0.02017962298961621,-0.02559449142631739,-0.01572386071176583,-0.017943650838072017,0.05739906253326435,0.011606959677923724,-0.015599183771197216,0.035933851254990656,0.04173882465701896,-0.057219774360399676,-0.035255589658550746,,-0.010145735329150626,0.04118801122517558
ADA,0.012960379100622295,0.07681655817636875,0.015356657415623217,0.022370510227732246,0.03972819805812249,-0.0046510741919770626,-0.016523543354515575,0.04938021491573878,-0.04523631091296496,0.07493117143482848,0.03310445260879842,0.017917077055638796,0.02906517789472741,0.0575817763555754
LAMC3,0.04091197893994807,-0.005899360493454185,0.06357091962833607,0.07640519623169129,0.07150104322752865,0.0013333544217499112,0.04922798039710192,0.1035621446278683,0.08752769695696322,0.03778166422051442,0.017497322479716994,-0.028407389431899355,-0.022574756057412222,-0.036036727479080294
CCL7,0.035818461707393986,,0.08827453010521952,,,,,,,,,,-0.02479109238868088,0.056049352071122466
NGF,-0.023335148779293536,,-0.026047738867191066,-0.01712305569214372,,,,0.08594414807407742,,-0.02621952542104116,-0.032177216913717596,,0.01552307426963992,0.03974069952117741
TNFSF15,,,-0.012659187210381385,-0.020791143550117127,,,,-0.02125285190302691,,-0.039902238068258565,0.10498266814795923,,-0.01806856436934529,-0.034904406816394486
HMGB1,0.033758078122030764,0.038674291922614755,-0.03842619895829016,-0.0032262032395172233,0.03163423443113847,0.03878628556433582,0.02142366915868981,0.025496068323756303,-0.04102101056846471,-0.06955379089379977,-0.040945720954230144,0.03668076170703113,0.0241759268862351,-0.06742198684081323
ITGB3BP,-0.021202592012028516,-0.0021452030420737477,-2.199037468177877e-05,0.00433638406557082,0.1003892602516499,-0.029204604218537253,0.021405409998391467,0.009055753692633227,-0.0022722579301150277,-0.007956563174231136,-0.037125551443047446,0.045497481604519344,0.059086336399289154,0.07376175347414352
AANAT,-0.01971853808288766,,-0.011518566891232094,,-0.015065859940930982,-0.01659096416172089,-0.010912970547453637,,-0.02641532715229061,,-0.02255215100342575,-0.027077460829672263,0.056431165651204984,-0.019256984096447282
RELN,-0.0033101282952987866,-0.03487824213005661,-0.019993652597236816,-0.005930461875984771,-0.04420796013160255,0.003798799702778988,-0.003142884288077457,,,0.004177114189775146,,0.014474519009038357,,-0.011900773056172603
IL15,-0.010780880124405146,0.10239752127859458,0.013084069537009567,-0.014794134655110095,-0.007338335724512425,-0.0038037428141096583,0.009884344277913045,-0.017296679896674463,0.15961776724694296,0.06284336247189219,-0.03812301320791128,-0.03372006153974909,-0.030983925970735765,-0.004329997984091724
UTS2,,,,,-0.0004777064359650884,,,,-0.0042283922050199586,,,,,
BSG,0.0249576310823815,-0.026165022727839653,0.013746826104759444,0.013414810377367728,0.07151179102543662,-0.03748214305315865,-0.00398702113630847,-0.04416383094484445,0.012917844710958809,0.011095128678331278,0.00572103049926698,0.013478884778225435,0.01370315488994289,0.05560033672982696
ADAMTS3,-0.013949824717559015,0.004236098353270932,0.01590669074751408,-0.02382907117250692,0.12891859874390377,0.06230876423353815,-0.02096826682462053,0.03374514427311297,0.09447290390726369,,-0.027003904922460673,0.005263243516975315,0.03203457269864792,0.10240517337509257
CD34,0.03268317575961424,0.036357612006627245,0.011362119024395944,0.023308944085110556,0.08093802794667533,0.0187655105970649,-0.04407814528634796,0.06052083250901842,0.1877450386977944,0.012416584538706442,-0.035017467251183,-0.0033173860864862924,0.027498498931676576,0.06666581102171268
CCL23,,,,,-0.01714255706492347,,,,,,,,,
PLAT,-0.0022647541720698743,0.06150787278408529,-0.06692376454611475,0.011695630061780095,0.04668133991109951,-0.010123913931784261,0.0470286398788435,0.013534292878655327,0.09559408595144699,-0.04793031519512243,0.003861596934253651,-0.027877911254210307,0.032060876397139865,-0.0013253145464788732
NTF3,,,,,,,-0.04471715284760355,0.005257747987743922,,,,,,
LTA,,-0.018822269444596904,-0.014570483329633326,,,-0.015978827536612363,,,,,,,-0.03530163995052315,
CKLF,-0.036844544699273424,-0.09416701131101758,-0.012795040696290477,0.03455769301759468,0.11848855770456991,0.029552906557899578,0.003840641432429905,0.046956141422660094,-0.0052186612027046025,-0.08779072267394179,-0.09191190920633766,0.019524968867540394,0.022460076120478317,0.045197723597147514
APELA,,,,,,,,-0.028593192043684906,,,,,,
CD24,0.015019225107204697,-0.033962347355585974,0.03566724783465243,0.028274547540180384,-0.006797956403445908,0.014731584745195741,0.08427410822066805,0.07356858414640811,0.11053621802134984,0.022910675196580292,-0.06877193209611362,-0.03006898894429342,-0.010266221849894095,0.022531977399240472
HSP90AA1,-0.002687717983841669,0.027589565556669526,-0.06481846238471886,-0.024905318944683702,-0.12874548480566078,0.06886596875588012,-0.027333871128556914,-0.02525704678029976,-0.12241168891012112,0.05793861834819719,0.052175331513014823,0.009724689840939448,-0.05814083443225693,-0.059421044561153914
BMP4,0.03162552398764724,-0.019952708972814717,-0.0005695944688688407,0.024676769794567562,0.016824977035474423,-0.007017881078686795,0.07506957172196144,-0.011454335422441357,0.10334132408883605,0.017874979601111077,-0.04661003882877657,-0.0057716632960406015,0.01167007537359974,0.10368811319924431
SCGB3A1,-0.013591043310775546,,,0.019845891768077984,,,-0.026340237885704127,-0.016637892699799848,0.17361959653441253,-0.031004942992879723,,,0.048413502193606836,0.03806686530675219
IGFBP4,0.0010534363804938082,-0.041571249065357176,0.0857385389447066,0.022910863672017973,0.11367813358666613,0.0219528597769658,0.060801412970749286,0.029158756034935455,0.09887043919491985,0.03736918029664771,-0.029174613088113255,-0.023236525182845878,0.023075131880935237,0.025997349709926135
RSPO4,,-0.03042834825738146,-0.02230267749054378,,,-0.018584349191340308,-0.026340234032848478,,,-0.023615946447482414,,,0.052039068106310524,0.11670851089077301
LEFTY2,0.07578639634993924,-0.019053435550957936,0.04291365177362386,0.0291345962291403,0.11273815201065418,0.0046522515419149795,0.033047579002043526,-0.024030384152496687,0.024225814942641515,,-0.0288197376913484,-0.032407165645355125,0.038085999727275215,-0.009740049539315874
PF4,-0.014098525753358224,-0.017121412273843686,-0.009918640615806218,,,,,,,,,,-0.03530163178146182,0.03276597317434465
ANGPTL2,0.01800649412394911,-0.0324742308448383,-0.03352096559090278,0.039542066762117994,0.0964917871795425,0.027866578269226998,0.03235387901409198,-0.008656929704475357,0.1044612855523071,0.04383528232019852,0.10280226130961047,0.01865639439050907,0.10306248463513162,-2.2855514289364713e-05
LRIG2,-0.008293074862570892,-0.060272967225382286,-0.010998484281576447,0.013742899073287478,0.03633635240912632,-0.02833843520520506,0.0519055732229167,-0.005363868285601062,-0.13183005718776708,0.053706456086620974,-0.032517109471494186,-0.04559862396213058,0.06725168555676442,0.13478264254242187
ICOSLG,-0.022867878905143572,-0.052516802457958305,-0.02129534120335374,0.07707148863677948,0.05248133069275895,0.008664552074322771,0.02696074229219708,0.004081596073295382,0.034323207777911174,0.012132086265313953,0.015808654472581743,0.060844309720368854,0.056247190973621526,-0.006317696841821134
WIF1,-0.02536800871477201,,,-0.037995370573670265,-0.07931463711172608,-0.014341102087961547,-0.0002094250231125924,,,,,,,0.022181909435075836
NPPC,0.0160481930975921,,-0.015386257595623426,-0.0011859656293947234,0.017319794079628057,-0.018104905201593576,-0.02103058813672592,,-0.02697982561787731,-0.022567900534743137,0.026631117465346747,-0.025688613495079386,,-0.010517608335455113
LYZ,-0.006113624813820333,-0.05070486894511718,0.04564266671902868,-0.025303956433410383,0.04279584807960632,-0.017436089234688434,0.04092859642183881,0.013423779874163929,-0.006779375275043232,0.04601472767859229,0.10385010516855947,0.08134304341871282,-0.02845531928633218,0.0002793532332533841
EREG,,,,,,,,0.026810411476727403,,,,,-0.020089533104241063,-0.0218996058188197
SPTAN1,0.006473875008196896,0.036388166941317024,-0.05581439346655129,-0.031614619936913606,-0.021391526920855823,0.002657435369011841,0.013422353239914833,0.0019350351738122258,0.08960867335291194,-0.01321458756334539,-0.0005477713552827605,0.04012275329146581,-0.019085256860250775,-0.027685281820182345
LIPC,-0.017260301246177483,-0.025768640518710223,-0.0017240806341575518,-0.02294190943603265,-0.020218595374634225,0.00715851625521828,,0.05440381862231367,0.051862287069455996,-0.002548975793949424,0.0013723342770057575,0.0025452538664739108,-0.04463462415901976,-0.012848389639830005
COL8A1,0.08478512134035007,0.03498599819258635,-0.01552003696920223,-0.023102721709609857,0.0676135090868088,-0.056364054166677134,0.051519594413835815,-0.04819770398748229,0.10722469024328779,-0.00643136662945164,-0.04494735681437111,-0.06533748899511577,-0.047026807918656745,0.06553438348279421
GSTM2,0.04883977627901278,-0.0375174364174263,-0.0057822229182010925,-0.012510432919758998,0.025484915285980687,0.016611236953564364,0.026515761553340397,0.024372787531215703,-0.06476670290036914,0.04495332789629241,-0.06793892664607218,-0.04538928814519252,0.02608638026387988,-0.033334713782778774
IL4,,,,,,,,,0.0845083100305098,,,,,
SPX,-0.027915810331529452,-0.04700623374476158,-0.02920750594628651,-0.024351046638757236,-0.015681215970950978,-0.03689933779144442,-0.002722253787199222,,,,-0.026417206701195003,-0.0905194449261232,0.008892779518353938,0.000672742447766801
MFGE8,0.04703501854087889,0.022059026523918838,0.06751483394870567,0.027039245150892573,0.01536124773665203,-0.03586982286127671,0.01043447204617803,0.020150236815645952,0.08358535231412566,0.02059377185863996,-0.0031110769913077025,-0.00389507853283991,0.03836483177491014,0.0757979219951533
TGFA,0.005394151541593801,-0.04848792719454096,-0.013021871114541108,0.053873789357060796,0.04779885118869803,-0.028032934448401704,-0.05498081137746428,0.014407258872411332,-0.07978204030661992,-0.011600157504427562,0.03946693699336635,-0.09179840622189667,0.08043178048520369,-0.010199320303282593
SLIT2,0.06143478851829955,-0.03727672070358741,-0.03375791075182541,0.008786589980559196,-0.04239041291815294,-0.042016927438342955,0.027557179197482715,0.006074947927644562,0.00470467295015224,-0.048848050572028026,-0.030538969662062064,-0.03819266023589626,-0.014471413194615602,0.01767243828441964
PLTP,-0.02064297468941666,-0.04158804605222729,0.028984594675693566,0.054468694835662745,0.127484967683519,0.012551696276666885,0.023793569830056004,0.028639356127903488,-0.041741080181464406,0.11637367523718657,-0.0040898615913964485,-0.03470862793816341,0.0027070137603395134,-0.037917593241265445
APOD,0.03760989086329463,0.03865671307062754,0.0011755717466198552,-0.02820540381137501,-0.012562293420428784,0.04016573079829672,-0.008302639676667882,-0.010944038150317095,-0.0005573077244117075,0.039980112124073285,0.016024785286554932,-0.03189964094668574,-0.1501344051735477,-0.03780088595283652
B2M,0.06878986769322969,0.08234546043915646,0.03850663523018344,0.046677479335851174,0.1544096712659007,0.0831695564676479,0.0770991128835091,0.051268853564492366,0.1073407913765967,-0.08353272608973292,0.045446433502589215,-0.056787555890867245,-0.024439743885385726,-0.067114204413772
OMG,-0.02246446370443725,0.006718180907795002,0.008915086736614878,-0.0006809290693459192,-0.04339672775239448,0.022980077502811752,-0.051995829505730146,-0.017795747352725166,0.019053691873265593,0.05969744667084637,0.04591165172961602,-0.04111580912963595,0.04684259936842751,-0.06506101804017698
CXCL3,-0.024070030343913532,0.0014657582145800488,-0.007204007641429696,,-0.019780753915429872,-0.056590112164062026,-0.028178482703720066,-0.05447495092840233,-0.03339059894134806,,,-0.019067960956117288,-0.02628041436075297,0.05732315895176273
CXCL10,-0.02575479061375547,0.031098456704669528,0.028648489478980636,0.09017712166635113,0.12628444983203782,0.044134173721830657,-0.04280517765802407,0.008532704290318783,0.08616115375150993,0.07412999325951414,0.005102774014357581,0.11575620276311549,0.012722915047068885,0.11538225635380263
RSPO3,-0.018461705458988564,,-0.011518566040140413,0.05527006408562126,-0.024738940880830475,-0.007846947619084695,-0.021452438424725544,,,,,,0.009873371908472537,-0.004372772298673064
CORT,0.02644975338203717,0.09985511714925698,0.042563065168432335,-0.021812443466974352,-0.042816279808609,-0.006775893842934671,-0.02187690370756556,,,,,,,
NCAN,0.03650252352207008,0.013633698305848267,-0.03892671109817948,0.06988273368364717,0.09184177893958202,-0.04679359183505127,-0.01292800411064506,,0.0353889081630923,-0.03760621253920194,-0.03171830504257006,0.0003319268323248486,0.038229320613033996,-0.04871288974639549
PRG4,-0.020439308065953194,,-0.011368327943718514,,0.05091414185844811,0.057490063575925884,,,,,,,-0.01917438447414683,-0.026475608005382678
ZG16B,0.054186662134812845,-0.020602836951898646,-0.013194334922249291,,-0.006572099830247028,-0.012696629011548418,,-0.006174625347207496,,,-0.02507044165098743,,0.08185916137729272,0.1051880355415367
TGM2,-0.006724720313076842,0.01138315420016711,0.002697958897313423,0.01579908722617032,0.04760410345045833,0.11129218537809936,0.050397998200575576,-0.003756597500069851,0.052898913602761055,0.09036371400404067,-0.06848333335689545,0.01758464246083874,0.029784359000601956,0.012312811196930347
VEGFC,-0.025951767835321177,0.022429659260774476,-0.020261404376193462,0.018092727222409278,0.05161983939667573,-0.001206383441245801,0.046740736361227865,-0.05215236683286973,-0.05000514315379712,-0.03302948344238737,-0.03249627144568742,0.053129738134989654,0.04551144738638424,0.11664557107354975
WNT6,-0.021928850117644137,-0.019053436051005887,-0.01572386136462887,0.009041554652577848,-0.021074232200308254,-0.0088328595702125,,-0.03544757292175877,-0.0559382469631486,,-0.02384199295345146,,0.07497793010780673,-0.01676783137416642
NRG4,0.04188179492369729,,0.027601724332952837,0.11783516646607811,-0.026693226685231518,-0.0015525636695462688,0.0019913769530726776,,,-0.046816255624879,,-0.020195853348573375,-0.025158113932558856,-0.02521624655472985
PMCH,0.0807873486869685,,-0.019170814416366328,,,-0.018584348294444736,,,,,,,0.03543125238675755,-0.016474893913590322
COL9A1,0.06913679932503959,0.03611623137799274,0.10408181070836967,0.057760873647288644,0.010386083569822686,0.016558164656158773,0.08117209240041891,,0.005010635017842442,0.03204656261575804,-0.00522365317839751,-0.021284349698316007,0.06404871427733312,-0.02122837766209448
GDF11,0.05083781838206837,-0.026913454524510237,0.04945759513362942,0.023987595039075063,0.08530551402528219,0.015555178246332575,-0.00369795117689519,0.04723181520996876,0.07059807369015868,-0.009673063175075427,0.03840232722455086,0.015224929559155637,0.03891102176133081,-0.050564485241515696
RAET1E,,,,,,,,,,,,,0.002069380414322989,
IL24,,,,,,,,-0.0005632651362501424,,,,,,0.08183682416088343
SORBS1,0.027154631071105786,0.006617579620088825,-0.08061044616177326,0.03753907926180992,-0.05589231010942934,0.015887876076907677,0.00977002637390594,0.013136150030941679,0.027838182178129042,-0.030267493258347482,-0.008225363222453975,0.040240131661698486,0.016115747029519012,-0.07679782528783059
DLL1,-0.016410681381518633,-0.025594936903041716,-0.003269620052752108,0.004157744853485249,0.05501047583900512,0.037510394174402224,0.016496377394116683,-0.014016397718220365,0.1224332394454771,-0.06669986080384462,0.006799185829008739,-0.054413717819993906,0.07640363674062588,0.061776508065267105
TLN1,0.03682453086035438,-0.0008826419807253288,0.007071588344378544,0.02778644698901673,0.1214953375305393,-0.0018888380758816249,0.06669150977766311,0.019066544060438412,-0.050151000055801684,0.025379757777891705,-0.03242133952706674,0.0662907210568066,-0.0022165765988883548,0.026213745137904605
COL2A1,0.012016855339500091,,,-0.016439382969951014,-0.019780760647039656,,,,,,,,-0.0013953180853440404,-0.02271848467678498
SHH,,,-0.011813559254564978,0.1232776376179311,-0.015550081356682349,-0.008610031784540615,-0.011403795414490056,,-0.005960267093084264,,,0.06597272263603153,0.16446946094052367,-0.0008313158231068151
PON2,0.05272494036437368,-0.021801578228880427,-0.05383953646358128,-0.010773079561724859,0.09744339475301837,-0.028090649801746834,0.04771286707124527,0.08247726612319035,0.12020965689939431,0.12390397386969121,0.0693547040501666,0.06035612997980041,-0.025803250130711972,0.052925786830746814
ICAM5,-0.01796225532460805,-0.024526051289966277,-0.0023213844294127256,-0.008904921357105999,-0.038653539337058514,-0.0054126949593968025,-0.04401343301644639,0.0016900785692415554,,,,,0.10527446068630845,-0.010035443675781889
HPX,0.04430845252989242,,0.0030789277710759374,0.10471007797581683,-0.0017819047370007334,0.0564112845960731,-0.026340235200380313,-0.03757405361532728,0.11869701507257562,0.004802931459009375,0.03162682572511187,-0.027077449741019947,0.12988427231712873,0.038414814765866244
SFRP2,0.020108760354553244,,-0.013454363757183325,0.07496321632938846,-0.015786885677233096,0.124939216701003,0.028594973757070877,-0.019728551363371056,-0.04411299722938988,,-0.061991574258738705,0.01912404203120781,0.03630627546015994,0.009506188053367365
CFC1,,,,0.031220577091103457,,0.05368829381841615,,,,,,,,0.0710232326887316
CD70,0.04156141815556472,,0.0020517612601579074,,,-0.029806109859798903,,0.023140493101412182,,-0.050809229783146136,,,0.015697371089829874,-0.04429781104129968
HP,-0.03194287480855969,,-0.01864482455001883,,0.0629141303560308,0.019961258918527288,-0.024972123553177177,,-0.07467810929794978,-0.007203781749264013,0.041430063770377876,-0.025865688225616214,-0.03763378679230602,0.060000034496051236
CXCL2,-0.04451087862399371,-0.03321912645581587,0.028608823889091802,0.038614740874955485,0.03809574974572712,-0.010172223645934448,0.01887623268983995,-0.04498006789943235,-0.024184372024732725,-0.04612153099753947,,-0.027154719250303983,0.05888061079300243,0.05218666776366486
NPPB,-0.017533761274745988,,0.015411830503998648,,,-0.013991712074599896,,,,,,,0.008672574833385653,
CCK,0.006372892871866651,0.028144286358830463,-0.017049578410743973,-0.011530839325694509,-0.06551795384638556,-0.002833114566017547,-0.08833777968446517,,,,-0.031203263363035912,-0.009965148923305366,0.04384045711622648,-0.10493688573912333
SEMA6A,0.014630295606095505,-0.0277894891613091,0.019467058223100915,0.039350866801918474,0.06168770743713901,-0.03289956382135671,0.017899198705004622,0.06675456242397522,0.038701190543367917,0.05573557862373619,0.02337511282292899,0.07841188217927998,-0.023658213054479602,0.014125977548323471
IRAK4,-0.0593562174422941,-0.04544837475899026,0.003918130117992792,-0.004831233668215684,0.06437905048186018,0.006899082047998457,0.03536218856493449,0.021301670086493956,0.07981009774418985,0.016474585167391018,-0.036887182934401845,0.0003855828135581649,0.08210956866736721,-0.027448592132561768
GSTP1,-0.02262940363015488,0.007341260666529294,-0.000415151858947431,0.042735478817632545,0.062482041238379846,0.008383548692456782,-0.007081873663393702,0.026606393616412167,0.06546454603193946,-0.02589886162403494,0.0047342111866762425,-0.06338919005785813,-0.015777377287237184,0.06832794661143828
VCAM1,0.06060889078974839,0.026826428045657397,0.0001625733513560409,-0.0031724518816770896,0.1048399528316846,0.013520951426995737,0.0589978876925437,-0.03339146826588286,0.0705973258181912,0.0022104082574182244,-0.020659746044228024,0.006706838677755453,0.08355466252903972,0.07631717912083823
NXPH3,0.04904377290208678,0.015253203843577992,-0.043544572699068335,0.02263439064904337,0.04518727669446289,-0.030876596094181797,-0.02986722150341096,0.05787716786970479,0.08182305505803483,0.051673711573442034,-0.045510284000068915,-0.009540173027755354,0.03697127695503073,0.005210756120171648
MTMR4,-0.009993333124359833,-0.013812608596715278,0.038150568839031604,0.007191944366924969,0.03120488668025631,0.03839320051337522,-0.00962872471369207,-0.0071357117368912445,-0.06895007473752687,-0.012340114610016856,-0.1036186225687382,0.01264280248080065,-0.003929474862410462,0.016392668152767242
LAMC2,-0.013762169215112561,,-0.02640537899504297,-0.02079114150669209,,0.09324443605826906,,-0.029036660433956914,,-0.0468162836914486,,-0.01952626833234913,0.030448757001414993,0.1254777324389301
IL10,-0.02907795085171447,-0.0022501239933592266,0.0028295795864708546,,0.018961540696933153,0.0488956771153649,,0.06138292168083278,-0.017467099983276314,-0.004052937861134622,-0.043139794619666785,0.05978638244550544,0.042458340102358716,0.08036786514126693
SEMA4D,-0.05805844497779405,0.029047936491053448,0.010331409530446055,0.029843688315724346,-0.039111391382328387,0.026773883876899707,0.0010584440181178897,-0.03502475646962141,0.03325728783034363,0.06775037538332458,-0.018398835309290432,0.08864311198849044,0.03897405233597476,-0.045412060941931516
TRH,0.10959515564677584,,-0.028003934560447457,-0.001850373631981219,0.027424432396587085,0.0005445458010556541,,,-0.016116691151058026,,,0.08335786020151137,-0.02858422870211457,-0.08050834164040503
SEMA6D,-0.05198052217853862,-0.028629971144222912,0.021615859039452987,0.06463289576227606,0.038141769485423874,-0.025316004424556296,0.021361332121292983,0.033836599587123,-0.056098467097326,0.1222525343710607,-0.0041206062325768724,0.03256678791340954,0.01816239737868023,-0.005303060435749798
