,ZH8811Bbulk,ZH916bulk
BMP1,0.11937481058382025,-0.0024652526608085535
NDP,-0.008422801257914659,-0.047734553551123625
TNFSF18,,-0.02964258512276518
RTN4,-0.008225494787009407,-0.01878012821729207
HEBP1,0.05235403985986337,0.009297704745939885
WNT7B,0.007141174750598362,0.05485309164758276
PTMA,-0.028350708455581318,0.0989568573949946
CEACAM1,-0.01583991669596193,
PDAP1,0.023566667721414174,0.037115215695381794
QDPR,-0.02021383235471616,-0.10004006965815064
POMC,-0.03710726944235515,-0.04979806401937683
CCL18,0.031061790027222213,
CCL17,0.03227058881697397,
VEGFD,0.16659860211354202,
TNFSF13,-0.0248544669438217,-0.04541856376118409
WNT5A,0.07303722211184813,0.052703346075361264
CXCL8,0.11469425520045211,0.1262468311282663
GRN,0.02479086299607603,-0.08720435572689011
MIA,-0.09787972905052847,-0.0073137151577774345
COL4A4,-0.025362183342386477,0.030257047182068297
TAC1,,-0.012654289723854635
RARRES2,0.1048117331857127,0.160608083529914
FGF7,-0.011990900504805465,0.019158993298904376
EFNA2,-0.015054780763544287,
HBEGF,0.008055136602975344,0.08692384299490853
CSF3,0.08877736304081052,0.13846451378493643
PI3,0.14751103207951302,0.1758960436127176
PCSK1N,-0.0459959398865224,-0.0944813974883897
NTS,-0.018341393513636044,
SFRP1,0.03363434858315107,0.059414377844889364
CXCL13,0.12641118927881473,-0.020221887262821207
MICA,-0.005965198182232096,0.02240670532171622
TG,-0.02258943112763117,0.04563447870998739
ADA,-0.03999395660797577,-0.03198762084865825
LAMC3,0.049772531350465145,0.023001898989134267
CCL7,,0.11514714427182171
NGF,-0.014852419182137656,0.041432830127540544
TNFSF15,,0.13183420346722124
HMGB1,-0.05802597215511359,0.019223420508540978
ITGB3BP,-0.00230755456480527,0.058068345003696085
AANAT,-0.020259657386086035,0.03147710890400128
RELN,,0.03229987102593763
IL15,0.011739653686044337,0.04413229770626242
BSG,0.07705295262460006,0.12267021061671836
ADAMTS3,-0.050096594934947114,0.039443418160858904
CD34,0.03997598496212504,0.06175291353876998
PLAT,-0.07965342373859113,-0.003453497203459253
NTF3,-0.0307603564222193,
CKLF,-0.11871532308731698,-0.00914596418574231
CD24,-0.1037048662857658,0.10267734240279103
HSP90AA1,0.08309639020930219,0.009207952570131399
BMP4,0.059342148119404026,-0.020988199921006388
SCGB3A1,-0.02881871913576167,-0.02630011018407459
IGFBP4,0.13837135481913648,0.04084436023302297
RSPO4,,-0.0411117194911561
LEFTY2,0.006203264613654303,0.024282087379957178
PF4,-0.013798748860816225,0.0017180500077095399
ANGPTL2,-0.05544353994962374,0.012542237972009046
LRIG2,-0.0674811906706991,0.05002144685973127
ICOSLG,0.06822482919569545,-0.006887370081843543
WIF1,,-0.03163543874091936
NPPC,-0.009631895989168943,-0.012505813704340014
LYZ,-0.0021462703570723505,-0.0017890110550950282
EREG,0.1324517121145536,0.06390078348925068
SPTAN1,-0.051204653254731274,-0.09085926913468749
LIPC,,-0.050221982092974314
COL8A1,-0.03707962451300055,0.10084620608919515
GSTM2,0.003935628348070442,0.07844994754303618
SPX,0.006954618959329444,-0.03871403025663417
MFGE8,0.09148011261184995,0.04487621368033211
TGFA,-0.05131600280589001,0.1548571642037093
SLIT2,0.017084086812627533,0.12310027389241392
PLTP,0.05398214452175883,-0.02138407855083454
APOD,-0.07112165887236536,-0.11390956231022704
B2M,-0.06754010824454033,-0.056781206461681465
OMG,-0.04284372896299106,-0.057439558510220395
CXCL3,0.10210460266047505,0.08707369488983484
CXCL10,0.04712736108388429,0.03476510760054777
RSPO3,0.02019545226583077,-0.010169150153956136
CORT,-0.014439689346200232,
NCAN,-0.12850723546463638,-0.12907819866045644
PRG4,-0.021306645253328503,0.05756054947033196
ZG16B,,-0.02747428410680474
TGM2,0.10294813876979787,0.02461903775356589
VEGFC,0.029232155575772686,0.12986568731057443
WNT6,-0.026836808049650034,-0.02838917836235701
NRG4,,-0.01872039311485899
PMCH,-0.02025965666763776,-0.05467449228700773
COL9A1,-0.06493694319125361,0.012736022921476445
GDF11,-0.029121828072426744,-0.04564276976468159
IL24,0.1940950017485996,0.14468772964175472
SORBS1,0.00938517192337646,-0.04943040463259935
DLL1,-0.09363845115434213,0.07064899322922065
TLN1,0.035896224247356084,0.08764094497353658
COL2A1,0.0397256654953326,0.05566247239012539
SHH,-0.0019981351772557047,-0.03787887838292567
PON2,-0.11206439785277059,-0.04784550440264831
ICAM5,-0.000934080051034565,0.038335277916234596
HPX,-0.05080023410619166,0.026287983779986063
SFRP2,-0.0262474143017042,0.005693138428975244
CFC1,,-0.03777656099035316
CD70,0.053367937720952344,0.14023609662530126
HP,0.01760206982004892,0.16894713964859345
CXCL2,0.08438242166100228,0.13501631919415422
NPPB,-0.0035775900636133024,
CCK,-0.03343765309041554,-0.13995890922910045
SEMA6A,-0.03548409601475723,0.049840772900429486
IRAK4,-0.09600191262617644,0.07630728122058275
GSTP1,-0.1130239428541208,-0.008540083047127268
VCAM1,0.057387468226594664,0.07137596606696979
NXPH3,0.02004550339759431,-0.04044358145785727
MTMR4,-0.08075488713436765,0.053104508111048054
LAMC2,0.004873704082264214,-0.014997976859489918
IL10,0.01511725022200676,-0.03210007716332366
SEMA4D,-0.06077891498515894,-0.023134802330543408
TRH,-0.035497188235366246,0.08214380084954447
SEMA6D,-0.05110514710970322,0.04123071378244151
CEL,-0.022169085187527183,-0.043922287606270885
PDCD1LG2,-0.049860970620182896,0.04766535040294822
SPINT1,-0.034508081156560205,0.03654055416637576
CTHRC1,0.06919016402491775,-0.02693497674584525
PODXL,0.012315206880334766,-0.019484228557078008
JAM3,-0.040446938939118014,0.007652874655022476
TGFB2,-0.050132516151164104,0.038799634076781345
COL18A1,0.13103908944122178,-0.015192949643973552
NODAL,0.00805462567827481,0.0686275382519742
INHBB,0.09470601004197671,0.015027977641027635
LCN1,-0.01583991669596193,-0.011683102857792017
ARF4,-0.08540440713575466,0.10882114909554239
CXCL14,0.07351864669975011,0.008099931309260589
LIF,0.11125461459415789,0.14636017257327438
IL17B,-0.02536218483996898,-0.0326034914262721
MMP1,0.0706331952443346,0.07760126354296211
MATN1,-0.028016418945937687,-0.012660284218427029
ADAM28,0.0008536000124643536,0.00125237267515684
TCN2,-0.03499957622374321,-0.01565530749681643
THPO,,0.03608345994501899
CUBN,-0.06319725564797476,0.012620906004956373
TIMP3,0.09279822794081158,-0.03382259194628095
PIGF,-0.0825745383221332,0.035508839412126
CRH,-0.023284441037260756,-0.03903220654187691
BDNF,-0.02087199423812219,-0.05181048733098513
CCL5,0.0332312775867881,-0.04795269529414571
GAD1,-0.033363676700805076,0.00015491902022717104
COL14A1,0.088031087118953,0.0584937267088637
HLA-A,0.13387817341768915,0.055269753915279135
FGF18,-0.024726167505968913,0.025920034441154295
ADM,0.10643903282570302,0.1673962019667088
GNAI2,-0.017964475055398284,0.04874868236576402
HDC,,-0.029711875670066185
COL11A1,0.11244283798159607,0.040307884122839054
NUCB2,0.03705575690370613,0.10731632548543107
FGF16,,-0.029277190953154703
CXCL1,0.08435704520941067,0.06716372559362076
VCAN,-0.09556897680589972,0.09946689173715141
MMP7,0.07971281058792849,0.17950483201839218
PTPN6,-0.05539860506181632,0.013292435109902523
PTGS2,0.13037230301064373,0.07127639138610073
XCL1,,0.02282926002392013
CD58,-0.039421822125594426,0.04631100150434975
TNFSF14,0.004715845544719145,0.06605652191270098
CNTN4,-0.03757446315555408,-0.007501706256769849
INSL3,-0.01564709490413372,
MFNG,-0.01013654904389016,0.013461746735088731
ICAM1,0.044579663426885685,0.14180635666788027
PROS1,0.008263695842825765,0.12860266656134792
CLCF1,0.0504873059015374,0.11539516683901933
PSAP,0.09941723902739126,0.00900975745095148
EFEMP1,-0.08229680174747032,0.17781994851112068
C1QTNF1,0.04546658783786829,0.1287760854827308
ALB,0.01619239749857378,0.06824343770874072
EFNA3,-0.008821331620483241,0.05684211864109458
DRAXIN,0.10975392950520019,0.046872318323705364
RAET1L,-0.015839906315143804,
NPTX2,0.03459202404083905,-0.009948106835998108
FGF11,-0.010150819807541721,0.06434599941814348
CD59,0.0968635194204559,-0.018991819491598293
COL9A2,-0.0470735816434849,-0.0518284449389469
DLL3,-0.055298292805029195,-0.03756940044643318
FGF5,,0.062395041572228506
LIN7C,-0.10295837045651349,0.019088790723008068
GDF7,-0.013578739127790514,-0.03310577083059759
PSPN,-0.01459929225286763,0.0301907813924754
ANGPT1,-0.021784494250327767,-0.036209402413548954
PNOC,-0.014439690917194428,0.03875649570538123
L1CAM,-0.005527125266600325,-0.014864431454264889
APOA1,-0.06017256712620696,0.07852347102562009
PSEN1,0.01733466143190714,0.05350597251674371
CALM2,-0.09749800791309365,-0.13649221321015315
CLEC2B,0.0997211521743771,0.02774592032466914
NTNG1,-0.0874225182549073,0.05921191196226979
LRIG1,-0.08563393818292962,-0.022943410893697017
CPAMD8,0.06704766182554564,-0.03220516511970338
GHRL,,-0.02838918814917996
NPY,-0.013009209291988027,-0.11739423634889304
MMP2,0.05700276437483275,-0.03866717196540758
PPY,0.047833767220871244,-0.02938767711805306
ALKAL2,0.04465465254874324,0.043825094098775864
CSF1,0.0174515299507012,0.04729346931373145
SEMA4C,-0.0478802136264772,-0.04832788297204809
ICAM2,-0.07010141944809092,-0.06422582669123887
SYTL3,0.017659626078161496,0.06726070735823209
IL1A,0.024828173925024198,0.053677150770080236
HLA-G,-0.03840564598943093,
PGF,0.02317319391993184,-0.00016023234223202934
LGALS8,0.02343520956760159,0.0346882629942657
DKK3,-0.018084999727183682,-0.13704220395006694
COL16A1,0.06293389857641074,-0.02325035054432998
TPH1,-0.041357469751697316,0.05578875930949056
TNC,0.08478733968994635,0.18851331544040908
TNFSF9,0.03269895576759304,0.03549210991955026
CNTN2,-0.05445511214643203,-0.10630370411502325
F7,,-0.02726574126725124
LUM,0.048428731137290196,0.0925173243301733
BTC,-0.02313953049991417,0.10230633884616595
APOC1,-0.11444637727575373,-0.06284282931723999
PKM,0.09475955366458108,0.19734316044619102
TNF,-0.01583991063548182,-0.030981772469766633
GNAS,-0.02320089971048876,-0.08399698398462514
BMP8B,-0.028926532074385343,-0.0002550218384212413
LIPH,-0.017660137630910205,0.021597114122001028
CCL28,,0.04317159122873336
PTPN11,-0.030939023499744863,-0.01744049445309485
ADAM12,-0.01823271781423597,0.03872211840167246
EPO,-0.018341399225441934,
EDN3,0.004650002913516363,-0.0494026429486743
CCL22,0.08122022242452505,
CCL2,0.09368715818691839,0.09598032146330514
DSCAM,-0.06792010537416363,-0.002213697301377296
ANG,0.004270347983611147,0.07314891574951214
FBLN2,-0.017302202867845538,-0.00704312901344631
VTN,-0.012897302184731004,0.07018417285154353
VEGFA,0.10784266918379193,0.17617981679111808
F10,-0.022027413923730473,0.007334898359527678
SERPINA1,0.061905877786266855,0.077652680002987
VWF,0.0952848984625823,-0.14055507320255012
GDNF,0.038025014432271256,
VASP,0.008177544667299917,0.1270220480251913
ADAM15,0.053660890168443304,0.06690547704941863
WNT2,-0.018837535747584268,0.004044251959181892
CALCB,0.052538212708007695,0.0842019555620924
OLFM2,-0.06830560775282705,-0.05014984777433607
MFAP2,0.008517509127085687,0.019747965286777493
HLA-C,0.039223183136797,-0.053790593550844236
THBS1,0.08284683993519491,0.055119446827073676
HSPA4,-0.06919335615648035,-0.03738841504115817
LMAN1,0.066951154587754,0.12598281868387576
LYPD3,0.01753166404810117,0.02846303488671993
APOE,0.03765199955565615,-0.07531332004173817
SOSTDC1,-0.034706577235181696,-0.04297245154301518
ANXA1,-0.05683836740199472,0.013764670311270578
WNT2B,0.04968254387043722,0.05780714718501373
AMH,-0.0018529545660654913,0.10124442916486558
GDF10,-0.028247510596195152,0.00901077134734686
EFNB3,0.007715650405708906,-0.09891318656420348
LTB,-0.027337004141088465,-0.03292053571770047
ANGPT2,0.1048440929216504,-0.033084283396884115
ADAM17,0.026851949633343312,0.050397609853858806
LRPAP1,-0.0947057273881138,-0.07008792396082195
NID1,0.1095988997715264,-0.0065880502625819785
MST1,-0.038679834245475525,-0.008983552802395243
DCN,0.14286210976980118,-0.05689622115224903
IGFL2,-0.018173272919773043,
COL7A1,0.11593946814312531,-0.00965034024309739
CALR,0.0897350722416381,0.18676551070800637
PIGA,0.005285433331359485,0.05476227345312607
CD200,-0.054739969134565976,-0.024824094636415085
GRP,-0.017132911618797486,0.16045318637542053
CDH1,-0.028140114962583507,-0.032931416671246994
LPL,-0.09631307590964566,0.054377962962907894
SEMA5A,-0.04748127274498337,-0.032228490068908024
SEMA7A,0.0671086065522272,0.004537375452358578
SEMA4G,0.015388826834903772,0.01703666328858604
SEMA3B,0.05198865384926104,0.02563448632492667
RPH3A,-0.05727062622650105,-0.052311098943414874
JAG2,-0.07906734453148878,-0.04830988941805488
CGN,-0.018010447256173383,0.009234423563537047
GDF15,0.10583412622542619,0.08228529263778887
SEMA4F,-0.029232224815978564,-0.00791095271668744
NXPH1,-0.11090904368998412,0.02612313470388394
ARF1,-0.003092875910607649,0.02009617060946077
EBI3,-0.04567669394628826,-0.013555908832155893
TIMP1,0.14585503188656584,0.17390276565051707
SEMA3C,0.05383328270832981,0.05231770354319247
GAS6,-0.031748526276045005,-0.06307235074913504
MEPE,-0.026108154912299595,0.005661246487908861
SERPINE1,0.11982300108605368,0.132810786204567
RSPO2,-0.024597294123019323,0.010180341104669194
SHBG,-0.030589188947705053,0.13879511790467575
LGALS3BP,0.13129953847765743,0.1263456935833771
LAMB1,0.017703067021706355,0.0407180247533861
SPTBN2,-0.06828298685835933,-0.025001040355347063
