,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.060569808673547415,,,,,,,,,-0.022245066482942638,,,,
BMP1,-0.010541229673533064,-0.005312424429643525,0.03714264126793587,0.015032570735776728,0.09558749823415198,-0.005613791918170554,-0.0926921219597172,-0.19065665321598954,-0.44688451364409165,-0.1582512703864853,-0.05364029795313887,-0.1668115019739057,-0.3137007949328865,-0.057157301229165326,-0.012610315594878544,-0.05029142810449317,-0.12681773801398788,-0.05301301777009772,-0.038257063020379005,-0.04205168356099752,-0.09379775387965066,0.04667450754195858
NDP,0.009462027244560623,0.02740027216087576,0.090118650414355,-0.07646649972567908,0.05844310154059244,0.11887308054957375,0.1570882722632696,0.09419012821419384,-0.1011616895297544,0.035264732887462964,-0.001236737452624966,0.01349359297256922,-0.07671952052688648,0.0695969926484093,0.020008275973050216,0.03070658401393402,0.11061743699907564,-0.023124632402748528,-0.04693188496999345,-0.08761914086893205,0.06629105890646482,0.019358398084604097
TNFSF18,0.1445168795572313,0.0417333708903571,0.021036651116862978,0.027099219074345527,,,,-0.05532545350322488,-0.0457001499148123,-0.052859876986372505,,,,0.01344033945017534,,,,-0.02294094441537702,,0.019802400781280725,-0.1500848632648211,
IL36G,,,,,,,,,,,,,-0.04047677420499,,,,,,,,,
RTN4,-0.09924154383464248,0.2680718058023004,0.1036317692921634,0.07627413511248825,0.005603105417146634,0.05943426091320748,0.23768470971868624,0.4204289598143802,0.5590852702464579,0.2353926745098626,0.169219496106353,0.2912871283608268,0.5118375787542647,0.08981509141947612,-0.020489896172634876,0.010249234130440297,-0.021288551774733325,0.06579866790882749,0.18726293373136021,0.10804929232011481,0.42278865437838226,-0.051599804454460774
HEBP1,-0.030336789029691273,-0.1029069761916338,0.03955329387177613,-0.007078856154270992,-0.04722893776247242,-0.03422403454536372,-0.008187463202744058,-0.19464048761649505,-0.20588652723983492,-0.005153044082019746,-0.06291587240457591,-0.07601507402918771,-0.085690124411567,0.03710416958189709,-0.04403697579395589,0.0664021403330846,0.12489344298234525,-0.028190613322014807,-0.024744302065183698,-0.027914617223350043,-0.028975993130197976,0.10747147759804612
WNT7B,0.038654649176239765,0.33741501571788285,-0.004804969199134125,-0.010321912371024878,-0.02345055340641977,0.016342080436150288,0.08467221014844552,0.10360165100545206,0.4273597628886389,0.009507428249740239,0.09206809669843664,,0.1747419934338881,,0.003066017838315832,0.014127915824524046,0.05972024807037506,-0.047971370646666074,0.05581381811369202,-0.06067299634396307,0.023460000284145098,0.05862391349612839
PTMA,0.06196387867508989,-0.06255286321721971,0.10367328554031144,-0.08532214681057058,0.11165381261585687,-0.06126167266574728,-0.1505373316903691,-0.5723245909260397,0.11740007120777125,0.16525999466103647,-0.17587858586724767,-0.38401535861812625,-0.49793717976466445,-0.07596760620094048,-0.03329678466782679,-0.17018999838018842,0.01519577945153919,0.09186258556297659,-0.06874653487812972,-0.08014530233617385,-0.20718496000618036,-0.08873176669975745
FASLG,0.02252322190168248,,,,,,,,,,,,,,,,,,,,,
CEACAM1,0.02393260012146,,0.03870238669057128,-0.010844393997097818,,0.03891896397307507,0.010427369256486185,,-0.07572837226509777,0.04316205740102932,,,,0.018322015382784697,-0.03802870105293608,0.07053222829493923,0.009364213100233113,0.027744746702758925,-0.07218283057029146,,,
PDAP1,0.10568866610454951,-0.04454544018494899,0.016836162101930546,-0.06008248606025396,-0.008250461544108833,0.01590076573039963,-0.031267106456876574,-0.17182938460544445,-0.33886558728576627,0.009020446111821531,-0.023247076284534752,-0.015196212029146743,-0.2542242370839371,0.08713675676227087,-0.0590649458347134,-0.12047799701993107,-0.07736149283713178,-0.026715550882954922,-0.021198552860585827,-0.04865049637190339,-0.09186934217860383,-0.05953358777472548
QDPR,-0.037241389326471336,0.19269737898579922,0.035820208728267966,0.001361888482933166,0.130229290605953,0.036170388441673404,0.20788561411479103,0.1140043688285788,0.12897818076958784,0.161402537444715,0.06742232374046105,-0.09277013401100652,0.13523720068908196,0.0027398654996721693,0.10913382320351334,0.11749754169191293,0.18751303064314123,0.08259693861655049,0.062388462292828774,-0.08725117162331439,0.3866256801148368,0.012437369674857231
POMC,-0.03761670866260514,0.18152671882687282,-0.0017923283095812937,-0.013920440901042677,,0.03026606948849152,0.1492798135065745,-0.00017870085613506378,0.04741031346911758,-0.006124340608102466,0.02658168742352051,-0.04862890827931801,0.11377132898438745,-0.017936928432685472,-0.07069692114550247,0.08269419755911113,0.06513533921394017,0.06341787307298033,0.020789026589096666,,0.03849097729443733,-0.03527842845128983
CCL18,,-0.06055336948063567,-0.06303801551498804,,,,,,,,,-0.10047865814755316,,,0.030155667356710412,-0.015984200895678775,-0.03705102309922177,,-0.10324181888085261,,,
CCL17,,,,,,-0.044096356421066,,,,-0.012772652200165806,-0.033019767977908954,,-0.02176168844443598,,,-0.04990936751871562,-0.08281060238886473,-0.029328835171069607,,,,
VEGFD,,0.025896872872283344,0.018155236135671184,-0.02685359087452354,,0.00463256689616935,0.023897212988880763,,-0.1183079716424792,0.06583666114901149,0.04926299143688513,-0.007882079579819274,-0.022742035344063195,-0.06069329998002655,,,0.00269023662096808,-0.01499809349093261,,,,
TNFSF13,,,0.11472104793650269,,,-0.03938735729507166,,-0.02129714144072206,,,,,,,,0.06787818410147219,0.11588467216484555,0.09912943821469854,-0.005732342795470901,,0.05671365103224953,
WNT5A,0.03456213526984658,-0.0984048972411934,-0.003167290065579737,-0.08721637668209092,-0.029822806169825244,0.009113863065079657,-0.04448800702134786,-0.33018045474598995,-0.3504482199496422,-0.019221733480162696,-0.03988932121148729,0.0603143613765627,-0.12226274141238878,0.08410188878956962,0.028379731330118726,0.08795576315800537,-0.009495200585186854,0.01213172593469655,0.09276063711114924,-0.026414818984316846,-0.21201801287394043,0.016193364822572574
CXCL8,,-0.18660643778599367,-0.0825854279705549,0.021414464278932177,-0.09675957403955947,-0.09710972154241017,-0.13310049276074115,-0.02223913913572092,-0.13647305921546093,-0.13864452843500533,-0.038077026622172216,-0.19849739370690278,-0.14104298485003203,-0.11893507153113538,-0.044625528616178904,-0.1724917199578315,-0.4254332684477656,-0.04164055270800412,-0.018714126662278643,0.005374352852790855,-0.2655899866198172,-0.07740012301399746
GRN,-0.06048297372408078,-0.08896679108870024,0.02840512892381755,0.0033865625243234302,0.009146655742781232,-0.03044964482805292,-0.16752317345961232,-0.21596469406742164,-0.4488091699853682,0.030518226419980338,-0.005459978393683614,-0.2360848911745194,0.09380890731638,0.06486319522181594,0.022263565500257966,-0.0491268201432767,-0.005138846475992988,0.013382928499479297,-0.0028814788060791065,-0.019855749835844202,0.11367650773811788,-0.023279083092867338
MIA,0.3028580080412448,-0.003979280414195798,-0.04686214706779334,0.0204922304315091,0.04014834005045996,0.010248022443855542,-0.05173494084788085,-0.08022343316426533,-0.1661760754561789,-0.05911576134078494,-0.034822878000255755,,-0.03971884508042994,0.006096338574722922,0.0013262648466164043,0.3020299881244924,0.3604085342115563,0.019196117104805656,0.06801399162399456,,-0.09075926159500317,
