,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.08302413386549265,,,,,,,,-0.023683397501698986,,0.0401380600712234,,
BMP1,0.017640091100380305,0.0028874423721291253,-0.024183897940958477,0.03131487605608283,0.020111291582897636,-0.017490184360481064,0.04331490801145595,0.051711654482851505,-0.020772749539678493,0.06116771219250155,0.002734802178411222,0.005279325793451437,0.12853535713690087,-0.029689262206952467,-0.01702374269482859,0.006251653836673781,-0.04779936201200591,0.014513697004374168,-0.001276960137449182,-0.003851260941152912
NDP,-0.07224324088064002,-0.01808765798682408,0.030010794337507838,0.1283478128325111,0.034039278861340116,0.01900653513338335,-0.0267443881553472,-0.015707326597449313,-0.09266279079365901,0.03895530114886476,-0.010280708142994326,0.018418952488849963,0.12052591087763692,0.0695573030515519,0.03908729220930265,0.0801161230724858,0.06419719181864153,0.08293277526883114,0.024638058990263688,-0.05251691548093997
TNFSF18,-0.022403033888447,-0.01773720912965889,0.016567294171234433,,,,-0.015232542701721101,-0.023066475889150923,,,,-0.023342039010287564,,,,0.03818220031987578,,0.013085421079045124,0.012466985449140903,
IL36G,,,,,,,,,,,0.03566235992365311,,,,,,,,,
RTN4,0.031475790652002573,0.013234305405772492,0.003324371869608604,-0.04325434545180715,0.01788902853293297,-0.011294301148971885,-0.04567309826697246,-0.07766697275658085,0.022650559807642138,-0.03817083241083134,0.048531897689410755,0.1102061294749692,-0.013550874350818181,-0.09541713731563903,-0.042177462217988404,-0.12346367255459732,0.007370315759000993,-0.0011314855270448778,-0.04302804491109563,0.00828234139918238
HEBP1,-0.034826244917074256,0.0290305616170456,0.04482244262001429,-0.009816413399350762,-0.055750341580073276,0.005150786619836959,0.06417541831712505,0.039938900132174646,0.056654169081995845,-0.019312021280773518,0.048554835485377056,-0.023002065399081124,0.07374913126532541,0.016423448541476194,0.058083061893985675,0.02825232880022769,0.09951530389759303,0.0469925146305391,0.07480875635940938,-0.07018399618083175
WNT7B,-0.019736371173188078,0.0038472457969936074,-0.018628564235715756,-0.0352871076782529,-0.0010273352104106634,0.049113930383149575,-0.004934731653973585,-0.004914622747357452,,-0.02671243762043076,0.07529728732513022,-0.02569730664104196,0.05121065941132141,-0.018955283780968356,-0.04875730105368148,0.01124657383514441,0.017580652034751183,0.0841367393455151,-0.05174331871588365,0.004498325208964811
PTMA,0.00891711284000569,0.0034321605642633627,0.04053934353291135,0.10232835008965675,-0.039461257403154586,0.010097435206186072,0.09692211482787316,-0.03472789417946925,-0.06439974791126361,0.11162724319631792,0.020059113888012785,0.020971446065743613,-0.15517064449033785,-0.040691098237739504,0.005777363057978216,-0.0794400833976595,0.020652810051468965,-0.10399103531492235,0.005785924354284088,-0.12990045415366214
FASLG,-0.019736376752609648,,,,,,,,,,,,,,,,,-0.015782028067078478,,
CEACAM1,0.09631216557319751,0.10892604260590764,-0.014296302618219332,,-0.028810557888477414,-0.018242958796299055,,0.02146670057563926,,,,,0.003992024556883508,-0.026535772699704016,-0.03552349650656951,0.12464660348822558,0.05206286013781684,0.04048680777996535,,
PDAP1,0.009307144457869065,0.002595506138173554,0.018649689985555096,0.08722194009243477,0.01315783211787736,0.00984885925446728,0.03508962909829244,0.0579928638860472,0.09520336363269147,0.06277934126646001,0.011782357425390801,-0.0033816104678436863,0.06916647507059875,-0.05771644649342609,0.015392868264195793,-0.09470840626911663,0.05788162300792479,-0.057417302008379294,-0.01745300922314961,0.00885385720041306
QDPR,-0.029362712939652813,-0.005136674472485091,-0.03992669701665563,0.040530950705515906,0.0063026816776869665,0.03529258520175877,-0.07183779722028055,-0.07813470034870247,-0.05277375477422361,0.06842549483598637,0.09317994238550074,0.1716767248213152,0.032390056232416746,0.012194895662902154,0.018075310252411724,-0.02751408173664095,0.012201762390421643,0.07267187448257396,-0.04738794357774833,-0.11114816893999384
POMC,-0.03199653253359698,0.0039325066260924735,-0.012804801914829154,,-0.01596812655199597,-0.03670914704956342,-0.0186364687180596,0.08052743616990096,0.06956762181362927,0.010110322765191823,-0.029465752575381497,0.06971493403536562,0.09232151323628834,0.05079851657954983,0.021454661159747746,0.04693786946733161,-0.0003500258378034586,-0.014233657252030178,-0.001741983590941245,0.025378489100696025
CCL18,,-0.023389571529183608,,,,,,,-0.041686016681235255,0.1097073484652917,,,0.012775442672175678,0.044485617928891615,0.017616425042942117,,0.024309091223853895,,,
CCL17,,,,,0.08647853722740388,,,,,,-0.012563671809069912,,,-0.018825846362938672,-0.051280397352233664,-0.03122519153408108,,0.0047334166616833945,,
VEGFD,,0.03374997523143827,-0.020476585242467097,,-0.018604480703326952,-0.01745383009356556,,0.0038189812872307907,-0.019823596549101395,-0.01615155401717515,-0.013464876216618115,,-0.07270520210080031,,-0.01202687186654364,-0.017659187444310602,,,,
TNFSF13,,-0.017650526847736825,,,-0.011518565903562625,,0.010928288439627882,,,,,,,0.01209355877428999,0.03717323919784634,-0.03348497978141143,-0.032873451619509164,0.07152740119184968,0.04310015561513582,
