,UKF243,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CD34,-0.014435561906233841,0.0015959389442249607,-0.022863461524756715,0.003477052096198641,-0.04241867712878343,-0.059716402926206245,-0.023823882411981502,0.0006734987334440559,0.0045417745292770356,-0.024575307462470376,0.053015485581082294,0.016371060235472572,-0.026291739127098406,0.03637290056943521,0.009532518879414663,0.01798526427649124,0.056741261509686565
CCL23,,,,,0.015906925359346864,,,,,,,,,,,,
PLAT,-0.003599430474461085,0.023750790272716628,-0.06053653381627816,-0.049967802641895084,-0.16025823965603778,-0.053615920628882124,-0.010159578482852684,0.0389723651282068,-0.018514551034531222,-0.1102769084633372,-0.01848876829185038,-0.0714740247303339,0.002853082523856249,0.005077158975306979,-0.03277945227976989,0.07723538923197501,0.035590731379062115
NTF3,,,,,,,-0.006165977315293345,,0.026416966940968293,,0.018732698211789984,-0.024258308614462036,,-0.03557227064712121,,,
LTA,,-0.013221176556206722,-0.012700216918356554,,,-0.014564971068253711,,,,,,,,,-0.03260902750123415,,
CKLF,0.06377077429730943,-0.023207533277794522,-0.010409793949484466,0.011363097193436323,-0.17117642382309792,-0.012642306341777277,0.013957384315520084,-0.06792943391761629,0.03398336759736324,0.04795140643197919,0.006862801842710139,0.022351728676262752,0.0006187416365130481,0.06334176603751265,0.018753570005819762,-0.002407786745218798,-0.04332307214108647
APELA,,,,,,,,,-0.003720481741608288,,,,,,,,
CD24,-0.008379399525230194,0.022773569303542802,-0.04532264568300409,-0.03729655428606842,-0.030815763901241515,0.005408250219278563,-0.03526113486938038,0.005944986510014095,0.041310957029526724,0.011518466012894293,-0.04072399100154681,0.00502925210360885,-0.031114525022926172,-0.04456237299413162,0.02493938114827193,0.021459571428172262,0.09551785931807488
HSP90AA1,-0.031490984013110755,0.06656777114077624,0.0485341988827886,0.0673262569653284,0.18416509293520586,0.040211070461951465,0.014703567489472429,0.019122939868752558,0.01817915358173028,0.08426651969494181,0.03712776733829115,-0.04219441632649124,0.031101924830144647,-0.03662483241808442,-0.04232516240979591,-0.07448529609016984,0.0018337112906042221
BMP4,0.01772431827222697,0.07692661941944258,-0.009508443158682848,-0.039968854116810976,0.0694246138677644,0.011772095723979319,-0.04682491361814364,-0.03342738525480368,-0.05055730778500927,-0.0392672200789645,-0.003975888020414373,0.008748931096573407,0.053948040396427754,-0.04047794196292333,0.05534400204149737,0.06918547752109472,
SCGB3A1,,,,-0.03973536310263905,,,-0.010740764010005387,-0.02120433299779765,-0.03403635386436392,-0.0429808843025213,-0.03641082142576744,0.20733650471995999,,-0.02425805606633424,0.018817840504414797,-0.0010319226636728769,
IGFBP4,0.03480144669663233,-0.0008829315917207611,-0.04539811869141071,-0.062455172883893344,-0.031491581501838485,-0.04369795037404985,0.003122007003016133,-0.023903044498727197,0.0064066418151675015,0.07623550801846586,-0.05885634104984242,-0.06720839521027698,-0.022620472341313737,0.0681132073880383,-0.0019009884730185394,0.03600578002613496,0.08743386612858378
RSPO4,0.05336279141818924,-0.02137354189986207,-0.019439907076657156,,,-0.016939948045248274,-0.01074076243892568,,,,,,,-0.016336768394557336,0.037375070882008955,0.050694721836641726,
LEFTY2,0.0007744333915760658,-0.013383552719984752,0.02353835072967571,-0.0276486392880599,-0.12062401718544645,-0.04171717446180999,-0.011777377376692886,0.02640688787504343,-0.018382143297266517,-0.08063882770587799,-0.020307362483016574,-0.016703876113439067,0.03645092743769074,0.010602927339502525,0.030996139557481907,0.06060900642111047,
PF4,,0.014787891031963716,-0.00864548447063291,,,,,,,,,-0.0244833513157472,,,0.04501386820679,0.028144210097799938,
ANGPTL2,-0.030477310232262855,0.04373898702419735,0.019688222941685273,-0.01873442344963067,-0.11726025855670323,0.008253402938845425,-0.0762770272560836,-0.032350734444608883,0.018443537360978004,-0.03337663996630926,-0.04586965175861984,-0.010509561169121804,0.020178734510390615,-0.012766097240462784,-0.019419510943175015,0.1023719482035878,-0.09242741055039586
LRIG2,-0.030753045606277025,-0.014747039214796644,-0.0655965999749964,0.012947325846008943,0.034594137025834935,-0.014142299464951614,0.0038755380465376756,0.10071689103754215,-0.03267175638355936,0.0210951357113197,-0.008458757808324658,0.044153162986959864,-0.03555603440614048,-0.03377285483212563,0.008848353822632606,0.07102036229846878,-0.003086381069651754
ICOSLG,-0.050688158464884815,-0.013072158114996894,0.020469055449220508,-0.013171751426309105,-0.08630533418661453,0.04491512059678132,-0.02038396135867394,-0.0004400693890790505,-0.01730811863981174,-0.02840440582475599,0.0176052543645955,0.011154765054594125,0.0003037941640067856,-0.02614850541159016,-0.005743848178332496,0.052479999593205796,-0.06533844380274983
WIF1,-0.004213785270584072,,,0.05014157089631439,0.24893509364109073,-0.013072156672285892,-0.020211891086077814,-0.05106358872298633,,,,,,-0.015186608633266875,,0.012763989751683028,0.17768639185940724
NPPC,-0.001229246445013018,,-0.013411278445973571,-0.027548803963055615,-0.003994766380519152,-0.02549962416299768,0.004387138540887605,-0.055343564247834244,,-0.03357078566464882,-0.035711748083111165,-0.009754572764694628,0.009291481824523716,-0.0495369908274584,,-0.003294912261989106,0.15660697299692442
LYZ,-0.0022864717136941402,0.04414975551097701,0.04420382821934182,-0.0024280640373828383,-0.07832514128875187,-0.051772468658150626,-0.02392531790914159,-0.009358352727691413,-0.019228754069279416,-0.062277839668013736,-0.08732489479387341,0.1130544686988826,0.010781191039115363,0.019288289550961943,-0.04166586322052925,0.03490408856381228,-0.045666088411901194
EREG,,,,,,,,0.09466209884691214,-0.021495047507427142,,-0.0028267734569851384,0.03777777038507742,,0.09513283008603768,-0.006084184672301655,-0.013179613626123791,
SPTAN1,-0.0022155687117583634,0.0003527491427398481,-0.05117629431600862,0.04702158070442783,0.11508917916329027,-0.0009345036192464003,-0.001435406321411928,-0.0019240895582041645,-0.0662244457341678,-0.13776492002621268,-0.03063233576632179,-0.04345245357339674,-0.02456861288071324,-0.05613225973686966,-0.007443990961562918,-0.05563603360531284,0.07466940959999009
PTH2,,,,,,,,,,,,,,0.07719387746680179,,,
LIPC,-0.05319584976818442,0.10402840525591833,0.02144812864188509,0.010643027462075044,-0.04412663332844305,-0.03167095799596551,,0.05553242813397029,0.029070048633568615,-0.03871234026155006,,,-0.01759742840611461,,0.03440007750920941,0.02379134943905855,
COL8A1,-0.019541062137655194,-0.034834655328945904,-0.013203112779644434,-0.033761086507295146,-0.03617924544550329,0.00512706653874745,0.03362517064471489,0.0022987271913047893,0.01950187983060681,-0.04060400029016448,0.11901694492170425,0.11991385232347565,0.024840797687725683,-0.009593282519967607,-0.043210576088596776,0.08708070171214168,
GSTM2,0.04016868776072551,-0.01429783799636885,-0.004108534205704239,-0.026322862843147186,-0.03418769958907469,0.017418470311908758,-0.002082882850366996,-0.02085585611602837,0.010572105655082606,-0.03106284206799316,-0.02618868965264364,0.020766118790268392,-0.0181649548530315,-0.01301513251530694,0.029858471619267576,0.006935090653112292,
IL4,,,,,,,,,,-0.03700530265770391,,,,,,,
SPX,0.054476210989517285,0.08553547359840752,-0.025458432144636514,0.0442672968183065,0.13923835157013503,0.002502478840564905,0.052513585845480666,0.02960286437319617,,,-0.02411961087417262,-0.030399210085872572,0.010735505704522414,0.013085222669692738,0.031785821373351,-0.07551682363583989,0.012931820209138118
MFGE8,-0.014923403694059284,0.00876069044431269,-0.05248982226453415,-0.017148063227214558,-0.013103105269586843,0.019250070505633588,-0.0008845348548755243,-0.0024753142373474127,0.031687756450379544,-0.01279080563012679,0.02338266993492837,0.014087811890668895,0.04428191522562034,-0.0367037738531623,0.04411921085090078,0.07217630481559495,0.032656327341478664
TGFA,-0.0008874589339101111,0.029013315884050157,0.004222382476249067,0.03495573678401529,-0.11788830872420224,-0.009755485988879887,0.000367361292180466,0.003743329382503002,-0.015439829063499878,0.09883591925101483,-0.009471936496258167,0.01406524645979153,0.0010751164778359744,-0.0026689667653791525,0.04803326146346768,-0.01063882411033724,-0.046032386490257246
SLIT2,-0.02789871457558816,0.010064363597427572,-0.029424747248209027,0.027260547325871656,0.1458737828663322,0.022421657979849446,-0.03877979335932206,-0.04242159913874855,0.010776784362479133,0.04150632483032521,0.007492147824923458,0.027930831633307993,0.012426465594218979,0.09212781045932515,-5.655477465044255e-05,0.08650347736702359,0.09873585131806692
PLTP,0.03446929623504207,-0.0006528492103307177,-0.03265810192892083,-0.05914558824643762,-0.15951800440587346,-0.004947731066238598,-0.03724363529364933,0.009378605760369063,-0.010746835508129013,-0.16055850844533145,-0.09464374159661118,0.006585653123744399,0.06451392092815078,0.06325347617277428,-0.014465605291624392,0.027430389354023945,-0.015022721738778916
APOD,0.054318851066334266,0.01475962979251802,-0.0393543175704335,-0.0716913845814358,-0.23261820473194536,0.002500485244952501,-0.023886226324290737,0.056444107589678195,-0.04798484590855182,-0.022434939469715757,-0.017379324132316604,-0.04801771672174243,-0.060660446618955845,-0.04803734598583855,-0.04855778396770526,-0.04881876891034685,-0.11744271694180106
B2M,-0.028805705572946892,0.07713645228263963,0.05406552388004807,-0.11112862745974604,-0.22425112599223176,0.032328351239292986,-0.026061758903628836,-0.017097638604252684,-0.037897327944017345,-0.049479778562529594,-0.016224359931785285,0.04696495104569393,-0.013727630246119792,0.0650216795411926,-0.05681178164353401,0.004992775209756877,-0.08729052350394592
OMG,-0.0008197571683679131,0.08065653532313355,-0.005267023866136154,0.02433426244751636,-0.07191763998528035,0.10016459312149135,0.0192137659174206,0.006574433471899235,-0.013612931688641272,-0.0777382685993655,-0.04544209181345575,-0.03289303213871027,-0.040448818206195045,-0.006294942786448614,0.028895218349025878,-0.034216437259431416,-0.015644748907748512
CXCL3,0.012791589054115766,0.030786216862041436,0.09416411350129011,,0.08382731196425532,-0.03195013530500951,-0.011490345462860844,-0.032281667764121384,-0.0069277827825949155,-0.023349334721962586,-0.013328616120656821,0.04145356160144715,0.05222828546341888,0.012925738538530792,-0.008806851130901336,0.04776393502864638,
CXCL10,-0.024925131234067747,0.021018096854488823,0.05932714006594328,0.02084626968378245,-0.1447638346700329,0.035259853893827214,0.04938435559558258,0.01346713693761531,-0.01854901395312656,0.00599370479308593,0.0478687799417785,-0.032839271751990945,-0.01949539954633753,-0.022322690659631935,0.020235163011904717,0.007592693509667013,
RSPO3,,,-0.010040043558519344,0.023685192573643606,0.21326494851688266,0.04342382162866381,0.013146337411197043,-0.04924996498981159,,,0.007845049607494402,0.08777744003886247,,-0.033836959759641724,-0.023239190539323332,0.01597456332616478,-0.0362327156030071
CORT,-0.015265979347479159,-0.021478490673849212,0.01615363265325584,-0.031019646053906735,0.11194171383869868,-0.006528253303571035,-0.021729129777784528,0.030113922493058227,,,-0.02727780480891516,0.11810372584108489,,-0.013422070264930874,,,-0.038690671690009094
NCAN,0.02769405353148896,-0.00048611684390769636,-0.06486547712149288,0.004386427295620355,-0.13204028947790272,-0.05026917732622031,-0.028617476881162153,0.030965581591777976,,-0.0796352724136163,-0.028200972070724358,-0.0568486978732201,0.05986594683480723,-0.06094321094144254,-0.00134495114211072,-0.030515756393064038,-0.0269832245259695
PRG4,-0.02079112103694963,,-0.00990909001560711,,-0.009973374682074562,-0.02164858111147353,,,,,-0.026201588495766287,-0.015889028738701266,,-0.03895698262228223,0.034367214414162364,0.006800477308976006,
ZG16B,,-0.014471886384454293,-0.011500710842255235,,0.08278692715458386,-0.011573191699693331,,,-0.02424938550027096,,,,,,0.01577444355155483,0.006103890746909937,
TGM2,-0.01391861910772631,-0.00230840944760591,0.08675479872896344,0.03620997763456177,-0.07405143955490899,-0.07332069896065611,-0.04814421207953603,0.01728816028076946,0.015886163464297946,0.04996562456347497,-0.018795643826965552,0.011266131784235087,-0.016139658662117883,0.021575319249344416,0.011830462284857778,0.011879091067207732,-0.009920094949268033
VEGFC,0.02182970485720852,-0.018582459423105012,0.09531829699768934,0.0018135801516501384,0.0028238891040423004,-0.031163749939790847,0.012221079156179543,-0.025912469420765544,0.047944702799887426,-0.04194810287713155,-0.030786684598651807,-0.006443427226266306,-0.018392191021044443,-0.0010688037847784739,-0.007281525779824793,0.009978828073046694,
WNT6,-0.02754685997313055,-0.013383553071229445,-0.013705547414395758,0.00533427467106169,0.022204013272845134,-0.00401946537784393,,,0.1182535419412691,0.07060625785324752,-0.0357117529012665,0.04254835842186349,,0.09769308584168224,-0.00978238044076791,-0.012234805005319026,
NRG4,-0.030820367337282783,,0.08312717104087775,-0.011127623189648174,-0.04050381560346118,0.002713255162523116,-0.0051676652606849295,-0.028868024236434687,,,,,-0.026833045933292214,-0.02157312653372038,-0.023239193143882144,0.004508092601660561,
PMCH,,,-0.016710049768509393,,,-0.016939947227712814,,,,,-0.02431541766802187,-0.03594704829643914,,0.01723872522437234,-0.05011252875899972,0.006347264040260252,
COL9A1,-0.03532930384889783,-0.023602308509286154,0.10022625650519998,-0.04049243562620784,-0.019756331419248582,-0.03101766528740166,-0.022752301623958783,-0.022613583382506505,,-0.014088024155975178,-0.02815125625775889,-0.012342752570474732,0.03713161784154117,-0.005811092533763038,0.005955342764503743,0.06117947128398009,0.030143287080113195
GDF11,0.13079634114686087,-0.005254536721754397,-0.03664125813622544,-0.05484331110766554,-0.03700319684191992,0.04561265251216683,-0.018772579911054115,0.09099160163878144,0.028479811691240947,-0.04018095334612239,-0.0154110351631249,-0.05618438602119651,0.010817502495607657,-0.0022791917255797927,-0.0020033006511222524,0.015950403520860943,-0.04318276128244093
RAET1E,,,,,,,,,,,,,,,-0.025493229759917416,,
IL24,,,,,,,,,-0.0152915794821413,,-0.018128989486352203,-0.0240929767268111,,,,-0.01698764454889181,
SORBS1,-0.0006813593388140018,-0.037784801268372206,-0.009151583771666048,0.01053378772393308,-0.05281140785659653,-0.05037218695751492,0.007252994540461748,-0.05941179309098127,-0.014218328785315195,-0.09825890912132076,0.003742542267237589,-0.0426785520375545,-0.025931906524306655,0.08008766717570716,-0.008235058110974535,-0.0028776855379419393,0.01803300839753767
DLL1,0.03996954745919663,2.7127008641778705e-05,-0.01928153006963055,0.03316300466950639,-0.09326514981929807,-0.017291947647625688,-0.03374955584228098,0.0389178762867658,0.05188628853559785,-0.04532099038605732,-0.01921071888799466,0.0012756500661280157,-0.040180505450940325,-0.019672065009195685,0.0006936208893047216,0.057621641064633654,-0.03195360583995537
TLN1,0.04054427807752245,0.04755441830279535,-0.00702762260809418,-0.07499955594677903,-0.16423427792412798,-0.054653397600331784,0.013252693413434399,0.060994851580866434,-0.01569904685383281,0.03978247121747183,-0.030328621928539183,0.0014743812963276667,0.03044381058706347,-0.03142524470866976,0.008307552661547155,0.09859751435132746,0.06025770729125326
COL2A1,0.06360642282336841,,,0.029040116663534035,-0.03658829075956523,,,,,,-0.028921760471197874,-0.03435284606461705,,0.034619195678121654,-0.03382087686423534,0.00944558010623847,
