,MGH258,UKF243,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CNTN4,,5.402071206192574e-05,-0.011543388825675177,-0.038660927851602245,0.05151202811647787,0.11030974453375432,-0.02176535220049662,0.03440826266014993,0.09253460554010429,-0.0018025546213443866,0.007460760539315343,-0.009642758344427379,0.027142748062975723,-0.026675431932002818,0.09324950904730277,0.026118615121294448
INSL3,,,,,,,,,,0.03158989302198094,-0.02305588019570022,,0.03265800601914819,,,
BTLA,,,,-0.01711374036516615,,,0.04061998925239978,,,,,,,,,
MFNG,0.03211577046229956,0.016591364085209535,-0.03567579436499049,-0.02510334689536856,-0.015651291893247984,-0.049756160176486985,-0.028294386397402924,-0.004729025190276242,-0.040091710121741,0.04388006840332192,-0.0880242819163205,-0.03143539404998417,-0.004251702576314325,0.15540992133818626,0.09952772788985742,0.05467253162828843
ICAM1,0.03549498063846676,-0.061589134122748544,-0.016915244046290922,-0.0987989765326611,0.01220073840366307,-0.0965429354831761,-0.02261274794219426,-0.05520134682018345,0.007897213395081355,-0.027394600455418663,0.02195560408285127,0.02982470710394674,-0.0384377277605001,0.14530265931618824,-0.03077807420322514,-0.015094609504992078
PROS1,0.04108816674482528,-0.010187254842796907,-0.038057905581637796,-0.043921150719357545,-0.06145883362566304,-0.12927806026584968,-0.0011609047220716296,0.1015843246150757,-0.04826213437227967,-0.03913086338834277,0.06379089376122102,-0.10394146827870498,0.002148977371502029,-0.0345310134280433,-0.02598862989933821,-0.08563623875219198
CLCF1,0.005127622733720809,-0.05561671772094701,0.02100748149730934,-0.018220528313203758,0.03205481751756736,0.009004402525197613,-0.05290052506262826,-0.057735106449370036,-0.028715682571715234,-0.030352563459446934,0.0064989249606573485,0.05597040086987031,-0.029068556515473017,0.12576295683359656,-0.04597564332208104,
PSAP,0.09301545391475109,0.049389647899296216,0.020576739152426676,-0.010597132486617663,0.01384368555266204,0.05105686077967085,0.0007526883732891872,-0.03686363477671754,0.11678013242841546,-0.06139429030621745,0.003800736709622782,0.054435211072447656,-0.0414885062005699,-0.029323918289738682,0.06485423513823645,-0.058861440778043325
EFEMP1,0.0266150635758087,-0.02492620777342027,-0.05635659211566811,-0.021971368190678305,-0.006451061904919975,-0.11280336045847955,0.050663221209272025,-0.02222096722854267,-0.03670756580848788,-0.03352524951040686,0.02053368567452051,0.013864572259915225,-0.043545879428116926,0.02239554442339599,-0.044362252910233296,0.049998764949471995
C1QTNF1,-0.07041152453668298,-0.07267846093453234,-0.04787031969558937,-0.04342399500625381,0.026601319992813705,-0.09051375774485058,-0.016322845666662852,0.07209989914979413,0.00800107849610533,-0.05023027093550138,0.028909128566002466,-0.03556977531007044,-0.04187295538237157,-0.025165199663744153,0.028224908579226805,0.08627041149036684
ALB,0.07203605984049488,-0.035736280730001374,0.013642601789408931,-0.04042413842056333,-0.03443474924246826,0.10791824708900705,-0.026281867482207757,0.02078421920373946,-0.020861376657469236,0.05249769196718566,-0.044039325249108245,0.1305860284282929,0.045311548132301066,-0.012887384845865867,-0.046745241652879306,0.01621065603860921
CCL13,,,,,,,,,,-0.019332487508004648,,,-0.008537511426149095,,,
EFNA3,-0.034868935671429124,0.0795774723204125,-0.0016098674025952053,0.03337384074144494,0.04555537320255658,0.15273858375684282,0.028947137466732067,0.04367600795705855,0.004559241625121432,0.07072629092019415,0.015206308413367096,0.06170394768387487,0.012037467781660836,-0.03209732932405292,0.10302632783860025,0.018612536067926753
DRAXIN,-0.03562174673898972,0.03877473143756054,-0.04758140173989507,0.015895234935014886,-0.002207455797803759,-0.11189758311459144,0.033853975617925296,-0.039314256942962596,-0.057068581791674976,-0.024519845168176534,0.03389112826646802,-0.04368052660657691,-0.05545337162248511,0.10755566689715859,0.11075074005706051,0.08804755302884579
RAET1L,,,,,,,-0.025275651511044248,,,,0.011677762155835596,,-0.042762702021539284,,,
NPTX2,-0.030035027656496217,0.018830552450140856,0.024455240949357943,0.08163539839726261,0.07928771244607315,0.14492546776716067,-0.03565411596350762,-0.07115377903057624,-0.01507939977933586,0.0037588268485564923,-0.05152250411445213,-0.03973511842560898,-0.05313572257100099,-0.03339767282017711,0.003876775613156142,0.08773377973137468
FGF11,-0.08628738516977756,-0.022781606314229697,-0.033819814456802266,-0.03976208787152955,-0.06745236280653537,-0.05670893538192341,-0.02858457317729968,0.005940754126623486,-0.05575325608258286,0.04380811921220434,-0.0038031190554132293,-0.03141943275476525,-0.07336479350728665,0.07028311912161915,-0.028805524797483505,0.012650409208597517
CD59,0.03668102816166729,-0.05743874935959504,0.040844552933131155,0.053006715547312525,0.09349206549322064,0.14160566560731924,0.014750691177400927,-0.052637623297549924,0.01737569841931212,-0.06619805971694112,0.0402770810855753,0.022052354472964813,0.036196084073817726,0.07041540002563328,0.05999396755102996,0.058034743928942784
COL9A2,-0.02473195579456683,-0.07967076510164285,0.022075388242563415,-0.006949189326259519,-0.045475508581923306,-0.09622709045310364,-0.022592548938487632,-0.007693109013217794,-0.00658531435209091,0.043548094569168444,0.028777825928940844,0.029521777807534882,0.002770532212791531,0.033371060270182086,0.0174018020533164,0.02786924607302616
DLL3,0.05607079317278496,-0.031993773414694816,0.010535663986639902,-0.005072944384931246,-0.02045305794890209,-0.05878555730558034,-0.007723521728117581,0.03899844529277897,-0.0013673968357804953,0.10335878742610223,-0.056383434143732515,0.06940807371263791,-0.042587318790846554,0.052771086599367356,0.015166227085401166,-0.09220940469057168
FGF5,,,,,,0.0009537139790173538,,-0.02761951070067578,,,,,,,-0.021446417531874654,
LIN7C,0.061597286080363675,-0.023073929272133344,-0.010645669913290225,-0.014027987152924854,0.031405511828257224,-0.0823092555683724,0.06722152869581267,-0.03157968940484456,-0.00044202391489269344,0.042986107764688954,0.016622283431079903,-0.03144360432936738,-0.010446022547174236,-0.07588016690086535,-0.00212494836334747,0.059240506316047783
GDF7,-0.01717853101037323,0.06741274358748707,-0.012386877623954764,,-0.0491877314325712,-0.033996356505892035,0.051955476261440744,0.026434595391066084,,,-0.020008173047911713,0.025418471175271535,-0.028614196458021976,,0.013835286271329187,
PSPN,0.00664258711809151,-0.053494579842909284,0.007555213794516491,0.014037682705262794,0.021129827817489646,0.005347742718180449,0.004050452172714895,0.027307592018311448,-0.014788035974060379,-0.03805312616320827,-0.05595103175900423,0.02420782064734367,-0.052617944823753336,-0.06859708593073324,-0.01518060877757729,-0.05586411167906027
ANGPT1,-0.002054636982465642,-0.04636597686020833,0.018889389190179077,0.015231790374176536,-0.046053399035866666,-0.10422914108461694,0.01334413664986343,-0.04870976348560016,0.007568768457168734,0.011059009160466787,-0.05924251640627597,-0.005937330731666537,0.038606839945458354,0.058102797998412926,0.0038315193696286695,0.02425409525600007
PNOC,-0.024259657152626783,0.09804055806613168,-0.025921874406933415,0.06848672944093522,0.11186999927627284,0.15661034033708496,0.00013349186860886722,0.02633882030738997,0.08969288873733985,,0.017152239023993814,,-0.009679012983594243,0.0008560124492006069,0.11745610101245649,0.047781760797117934
L1CAM,-0.02579621235040688,0.14160475885677803,-0.051310242462678735,0.016055035567511197,0.017255449553101012,0.11602843338685566,0.03406558327761848,-0.011039927032901842,0.18887750235091216,-0.04349706503628995,0.07260980478637769,-0.05573272254613655,-0.006275220589278411,-0.1169676808911513,0.0766455902519793,0.006881565969981105
APOA1,-0.0361812617272567,-0.006828433099258691,-0.017154162603413042,0.016360044582651324,-0.03357312179645611,-0.019887984301345737,-0.01289301398726197,0.05258042608324108,-0.029831286710523285,0.015557006946220782,-0.02973815642608524,-0.05528441056580455,0.026091823954115526,,-0.032320276322380846,0.16710637033212455
PSEN1,0.07253902580486621,0.006227091581979342,0.011658121346113154,0.04374350446190813,-0.08059483097367134,-0.005358444691624484,-0.005899589140030086,0.024601603990869275,-0.06786085612609066,-0.007478829771713846,0.013612735372751194,0.002701371797135739,-0.01386630582559989,-2.1693441016470407e-05,0.07521619909066336,-0.10291304653406662
CALM2,0.06889058607784238,0.059551930408691466,-0.0024207654393495286,0.03250425681182275,0.06834651919192829,0.1673416702776705,-0.030898288841646946,0.017256809597734027,0.09653987356815276,0.024208381175998016,0.01451592681171207,0.05151373386949012,0.05228381300330326,-0.08768430048479273,0.04655542811517147,0.049243875713005876
CLEC2B,0.04559527898221165,-0.0740432118233702,-0.008157930407753372,-0.006930687209861355,-0.0015414775772188503,-0.08884503751551337,0.02378375513239393,-0.05507869496914417,-0.01373498059022208,-0.0026818140742392036,-0.027557078072733283,-0.013590698508439166,0.02973152886770322,0.04620259616772233,0.020735997022311208,-0.0626667494619222
NTNG1,0.0016236734628754554,-0.01310865813149847,0.0491129794860765,-0.041710161599138,0.0071429155936431395,-0.023618684368028463,-0.012422862665129033,0.021797460899205885,0.03417558350356259,0.0108431258768194,0.00789239182538527,-0.06552549542031916,-0.0289717761725022,0.07122113653199841,-0.031142364363960694,0.041722479653252355
LRIG1,0.06300847125607241,-0.02099144667717471,0.019294473763723764,0.0038177399806120635,-0.027104331621365003,-0.08783907085144313,-0.01831093506035344,-0.056879100810132414,-0.055520475733374736,0.0603837184103903,0.015928517169568775,-0.07082933586106539,-0.007276737368151391,0.02251990546740379,-0.06961340975570873,0.002332286051326662
CPAMD8,-0.015115633017788207,,,-0.020842196422630275,0.049589785158578085,-0.017192335987894602,0.051991971961757776,0.06036559172251453,0.06053520911696195,,-0.004772470920426846,0.03270914158388038,,0.03259145096593111,-0.01849944277096375,-0.022632994262491515
GHRL,-0.024115905805810883,,-0.015711416523098425,0.020629067601501218,0.027002174379506944,0.009662988709884121,-0.021103049888696393,0.07785048655522595,-0.012306348802459389,,,0.0726446582603499,0.0672457337280623,,-0.037663846029703574,
NPY,-0.02217522357234321,0.011740355181532866,0.08748365868210572,-0.023415634771845727,0.044235318556164235,0.08668983798498885,0.024199648774888238,-0.018237651989018208,0.05498678992104148,-0.003060147718564253,0.03308318683515921,-0.019964708784037215,0.016116412193198495,0.04364089495668673,0.051298340642245,0.01829237249406295
MMP2,0.06483537070095213,-0.01728154114656185,-0.0530613459817792,0.046167997235893335,-0.0627149334462914,-0.13807406519222626,0.003837437737725998,-0.10041238904044222,-0.06761130002105221,-0.007556594532068953,0.02409666530632745,-0.028257241024032414,-0.021496752327935166,-0.08835554790579996,-0.036450688251381674,-0.09813537099463726
PPY,,,,,,,,,,-0.010682944755666245,-0.01629495834615964,,0.015924405465705328,,0.0012671058213239027,
ALKAL2,0.019221959660541535,0.005037677032515098,-0.009942498762365028,,0.04143514790165162,-0.019493249514296502,0.04711597020309406,-0.05171519680740861,-0.03166898056382625,-0.016690467832884918,0.07169082693404276,-0.021845324863923966,0.018469217050004875,,0.04292003448499266,0.06441619805391532
CSF1,0.020986573136082588,0.007445590657143137,-0.043037177211222376,-0.09304739726377664,-0.0626153336650248,-0.08747133482515072,0.013983061027970591,0.023557954515452607,-0.030616403501614292,0.008190491943491448,0.0604840468507008,-0.005682337213651451,-0.05679488009875855,0.013639797078758299,0.009036754166312472,-0.017607678454831757
SEMA4C,0.1134696057385637,0.05511942524116529,-0.045341086513154404,0.0388941383902738,-0.036544445541988824,0.09406428942395618,-0.013963146063182748,-0.012753698532697182,-0.0351652609522653,-0.0034014377280208613,0.026714089917249006,0.07352083172542827,-0.026271115813492688,-0.056192806341103275,0.05195950707937116,-0.07617151903744379
ICAM2,-0.08111179675096894,0.04812329255361397,0.033822271976195174,0.01752792781400089,0.054622307048613934,-0.03610726216366246,-0.03270312993627075,0.042220555469371646,-0.018682061184210168,0.03403404388418509,-0.002059004098369994,-0.10001801325733982,-0.03930946430329242,-0.015798796445367563,-0.007609864664780569,-0.04830836919367723
SYTL3,-0.041306444738070824,0.07254642369202027,-0.044488929354532046,-0.021605107280705627,-0.03868602418166897,-0.0690214116810023,-0.003968756881888903,-0.005956958800076535,-0.030105956084489512,0.08774902445362581,0.018041370743134885,0.1029757295516874,0.027739386443525447,0.009048933675981193,-0.01138420916084023,
IL1A,-0.017564122632500304,-0.07647595204399198,-0.01983890710967822,0.04238148637639951,-0.001116129902160937,-0.03808248840143032,-0.017910941647631413,0.012714738555680482,-0.018532723856730854,0.0865189179943762,-0.04510496736966569,0.0581053782021178,0.013562479419928055,-0.013075792652068385,-0.004590567792599492,-0.0680235441048068
HLA-G,,-0.039932222712237196,,,-0.026567001824164792,,,,,0.030388418072624858,0.07389180633682434,,-0.05189596210560718,,,
PGF,0.034638503535486434,0.05769608355312464,-0.010782618480305275,-0.02124402786124333,0.053144334824665754,-0.10342297077784265,-0.01387101512403195,-0.08690717339990778,-0.06650055417549243,0.05716588692534463,-0.04782412607793325,-0.10528767744078701,-0.030865555818687662,-0.006650864934953345,0.07081024321092545,-0.011595518077691182
LGALS8,-0.045520454600815316,0.0029924883663094747,0.030061015157343322,-0.07782085437847612,0.008177736501080597,-0.004979396233644731,0.02347549771458616,0.026814986271233604,0.035794196291487584,-0.0018372950667319766,0.02713006064803605,0.024914650021724324,0.024807930180555916,0.03465880939214422,0.08054479866932723,-0.001578162814084138
DKK3,0.05895694773197094,0.06108662202239647,0.029202445291496047,0.06683472037559816,0.05698438096470086,0.12007996331981785,-0.04037680803235067,-0.020157145383932783,0.11756666232994181,0.027755098214704642,-0.006186102705451643,-0.01927067857165852,-0.00843039755681918,-0.014267969264200753,0.09785490902810975,0.06742703871638252
COL16A1,-0.01639162038566164,-0.02503541275382136,-0.06284451488805891,0.029705985707497808,0.013600748009055438,-0.0546816433211331,-0.008052871347003446,0.041836454561525196,-0.10576724313922249,-0.0023592135851727017,-0.021419679311035764,-0.04417489888452337,-0.1117407744226178,-0.012795278473625077,0.023665736240504352,0.06876906690220469
TPH1,-0.028159633549488472,-0.03362618161733545,,-0.020459317632872526,0.06340548382760089,-0.020437349986939055,,,0.13443008662579892,-0.04684102780683396,0.10052022311104197,0.020392490438774433,-0.0239550899864624,,-0.07632775523010593,-0.04086270911835822
TNC,0.018240914157994243,-0.10013020245287402,-0.05476948324921955,-0.024042706798181587,-0.1254993771672127,-0.17760158438018278,0.007995273121988848,-0.01581496307439261,-0.12761946888339967,-0.079706481288394,0.09286773787718432,-0.030320797554015174,-0.012297009272628686,-0.049440075511438954,-0.013265362978315522,-0.02698545325593482
TNFSF9,-0.015115625843662842,-0.021999657847852475,-0.01662612457134915,0.11309743840506206,-0.014704633886916327,0.1511448496719358,0.09139637393281294,0.016840388773754118,0.05186358529323622,0.0011990512340125088,-0.041767913408495574,-5.084784993537419e-05,0.0188205690617346,-0.07691458733149187,0.021445316017481203,0.03570260775519762
C4A,,,-0.009797886872928785,,,,,-0.03323807706888438,-0.010200567967347602,-0.021523164604513832,,-0.005873802248440063,0.04950585131203175,0.033914295743892015,,
CNTN2,0.07978716070630999,-0.024269994150009067,0.013245813117672752,0.02873551854619489,-0.007865278115021525,-0.07962319567666692,0.0158298384296929,0.010774722337285655,-0.0037104614511242573,0.055686256247921874,0.009399959176697135,0.15224841037800402,-0.046018204665179654,0.14148273259987335,0.0957150367816215,-0.12849717822893478
F7,,,,,-0.0095536657030005,0.16316462523818384,,,,0.03755007210288549,,,-0.028614199224944858,,0.1509339115646487,
LUM,-0.06166157392147505,-0.0026022471900687904,-0.014445495255695814,0.034177501907997315,-0.030821410081199742,-0.11226835380352153,0.04424907903124995,-0.06857456621314972,-0.02077330634315628,0.055652553006550656,-0.04022260855358803,-0.11085775748501753,0.02576567923159498,-0.020572172857372662,0.04613692005245089,
IZUMO1,-0.014443459337021076,,,,,,,,,,,,,,,
BTC,,,-0.015331952759949035,-0.0008313216609842663,,,-0.013660250602982024,-0.026614231923006212,,-0.019618879649037576,0.027229520840027457,-0.023465426334835962,0.12134154514570052,,-0.021740625463892674,
APOC1,0.08148636471680394,0.09229205231985407,-0.006251788171135278,0.011345233264110698,-0.08281316965002672,-0.14390861829575383,0.004259213207527744,0.0524124769841211,-0.08775072065313812,-0.032616628240310655,0.05587500861161578,-0.054044253130856756,0.0322531227287104,-0.008672737395957414,0.004326823482608752,0.02714646701803743
PKM,-0.010102543244691554,-0.044545583987495446,0.04544382950640666,-0.06774937155880097,0.016220114283343162,-0.03830789592407752,-0.038311758127177124,-0.03537611554617842,-0.045995336860074794,-0.08093741039504501,-0.033683517934298184,-0.12097060844945112,0.005653475707811272,-0.05116368443103766,0.005023923409642503,0.08655015536570035
TNF,,0.07666244564846285,-0.02175538342668727,-0.0015512416668643121,0.07588291954892933,0.05309382791023669,-0.011471391889234368,0.008113859498300261,-0.02423095766136959,-0.01904205904113691,0.011393363661939652,,,,-0.0172149994339773,-0.034509639048526004
GNAS,-0.011781536898182555,0.10100242402784006,0.03153984685235262,0.026453678147857092,0.05936860351994375,0.1444531510236487,-0.006863272626076792,5.765788969555975e-05,-0.1204084695978865,-0.030797632115781015,0.023820966867934917,-0.11142899768296625,0.04454439846303652,-0.09551266388996094,0.09827171614635201,-0.04374437363280366
BMP8B,-0.0350114371358112,0.06884045019616346,-0.027141664681727365,-0.03043488821365202,-0.03779761992147797,0.06007182469338477,0.007022301466858278,-0.0931012002521854,0.049790148148090824,0.04418782850610666,-0.029838192807899327,-0.034418155228154446,-0.03355752949207707,-0.00026730303757744136,0.011870876790297196,0.039651831871030475
LIPH,,-0.034544262224793267,,,,,,,,0.003155828957788944,-0.010298715198122211,,0.005852973894374514,,0.0025064215904103773,
CCL28,,-0.025248327607976375,,,0.05035960644343288,,-0.012501853669401557,0.025356339956029,-0.009202666578185224,,,0.07064824561322561,,,0.0389439573936164,
PTPN11,0.018485628974764932,0.005811079715715337,0.012158434126962476,-0.019933173929592842,0.007655592046244972,-0.1415090203225075,0.010064826102274653,0.04440455430437432,-0.004329762775583674,0.03129575740530927,0.03332415506053667,0.0024873324843666623,-0.04962345032605089,-0.002721450659167611,0.03801669548245401,0.023602087075249308
ADAM12,0.012097239385977284,-0.05599652590637203,-0.011667389690509879,0.03693606173443759,-0.009429903074803875,-0.040163337547830726,0.11417398219568445,0.06899430982838974,-0.061414643088893384,-0.043898560835518206,0.029204371397242274,-0.05685679666526588,-0.03302893114346647,0.04241904280431761,0.022268875853886518,
EPO,,-0.003045153756375392,,0.011416365371879343,,,,,-0.011604241916331658,-0.020995582882507503,0.04963696008426524,,-0.027376122113619065,,,
EDN3,0.0012592835926813705,-0.0005032163616433142,0.022572087205931794,0.07579949326321264,0.11704937672940412,-0.00489522244808113,0.0028529145536515667,-0.00647901555782413,-0.011723980423174688,0.08233942799191558,0.04633703700971855,-0.012484175204907542,-0.029795966829723106,,-0.007725331278209674,0.0010245515985669031
CCL22,,,-0.012386877324001585,,,,,,,-0.00459967163551403,-0.024714788163809703,-0.03562761533091699,-0.007631644169251891,0.005485101797994058,,
CCL2,0.045376819033945914,-0.06624656443976824,-0.03227859542713477,-0.05887402478178345,0.007821688254436607,0.02530781903042419,-0.046475378353551595,-0.03126620598560577,-0.05634875769226008,-0.08867971912788873,0.04736428378112328,-0.09560132908642903,-0.028147966923787206,0.08635658502088249,0.0009382692219232306,-0.12241932749918544
DSCAM,0.0032874859476407356,-0.032274071790865805,-0.017849823638699306,0.029045084352782146,-0.045950372058983856,-0.014879713936656987,0.013443947514219552,-0.007817206421562082,-0.06275140834623186,0.0727606520408022,0.026003458847394117,0.0548806674364995,-0.006110962889978439,-0.014301092952854122,0.06825326736409627,0.06376423143900779
ANG,-0.05338777739565129,-0.005134875137333161,0.013189581108207931,0.007710950470361909,-0.004759554229420186,-0.04996201300288879,-0.034787946426138555,0.07419936707376092,-0.055030779349102346,0.05276491789953253,0.005872796079477097,0.036685644260809364,0.04741986521526571,-0.056112930752051614,0.058632427920675974,
FBLN2,-0.019903967913199816,-0.04283655117342675,0.0522773061032648,0.02619498900372066,0.07092764629532984,0.023239867584018716,0.0035389094443410733,-0.006366557440686527,0.02291627256301827,0.018676545117121912,0.00513002437448269,0.010691703584185756,-0.000939676890987789,-0.01591878660548676,0.01667921817258885,0.13419650253088514
VTN,,0.0399292023946633,,-0.022134188279348304,-0.02815143401110175,0.026651193816163755,-0.032310004154952034,,-0.009642426381944184,-0.023999388032601078,-0.019004080683395305,,-0.035448383182347616,,0.06639266878628325,
VEGFA,-0.03042022180101106,-0.06852705406588055,-0.039948324252374726,-0.08264721740953719,-0.06254230537220899,-0.03699245863485356,0.01469530239622275,-0.043880463328119665,-0.10697001135182758,-0.05734428403996054,-0.014064418527931754,-0.024718664127407464,0.01713003348873493,-0.012533202177993948,-0.05188041639244713,0.04496442820948421
F10,,,-0.014138837006000491,-0.002687657545091969,-0.048954704170674004,0.029541296336900103,0.02526440172329193,0.03664456806283836,,,-0.032457233726655516,-0.02708083185497826,-0.04741367849649582,0.0830890318856233,0.08444319439858297,
SERPINA1,0.01592188113665152,-0.038510326226292656,0.009235986560027108,0.00650615273543789,-0.0726330408231543,-0.09869552358235366,0.004981783725295301,-0.006942897989287533,-0.06057273729627698,-0.04668647836860661,0.017780147883987015,0.046388869784763365,-0.0031259286633798637,-0.04107716402829127,-0.04471179454436368,-0.023623416997212
VWF,-0.030767228483852372,-0.013430981219423673,-0.012415576151668332,-0.003622222175235809,0.017574175796917835,-0.15129021634803078,-0.02011802800833969,0.007929366732482101,0.015342265981850074,0.00854169079219095,-0.05375883431061907,-0.09271215815609847,0.01602931291703881,-0.04414887480855093,0.036232264180656046,-0.011070202012928217
GDNF,,,,,-0.03547257195367096,,,,-0.011604241012630516,-0.0010272820324341288,0.017055495471520205,,-0.017623705141024466,,,-0.01840864565867966
VASP,0.007589028174390696,0.05773856778031676,0.010324787850703643,-0.04886175867155365,0.058596934756946294,-0.0008973153873670066,0.0639788847825153,0.04758242494057997,-0.06589453138002578,-0.005290954539096572,-0.030407227793970648,-0.054899688916473975,0.04929765506066574,-0.045970617230401085,0.002690666653531824,0.024694978021992317
ADAM15,0.03241008435372011,0.030474630964291434,-0.05117179872928889,0.016786782505200704,-0.04229099627396003,-0.035704336105465015,0.04617131794258841,-0.051053940358826794,-0.03871615864456966,-0.04039200598518957,-0.014298853580016906,0.04099692925940595,0.010891011479363317,0.036646793241949936,0.003586657020929343,0.07892046501303861
WNT2,,0.009083201388542909,,0.002647526584775273,-0.01317358609325881,0.09497451346534225,-0.027490827817407002,0.026237542021104156,0.050631421069070225,-0.026042936262976355,0.031257650199687126,,-0.021599476451996974,,-0.0479146696592296,
CALCB,,-0.03072794874885264,-0.01792059212501783,-0.026735816708727614,-0.028534489951512313,-0.01900472991656349,,-0.03130467352083643,,-0.022792332612464408,-0.03287358096596086,,-0.025194374704881218,,0.018343077520530604,
OLFM2,-0.040083925728914366,-0.018352275533876868,0.048594970779508286,0.027569239800669856,0.028269039323261563,0.1052504319481997,-0.017162094399391394,-0.023533874174634012,0.04480634017271117,0.05233088510403816,-0.014073860696087194,-0.024384197465850903,-0.0342486246044579,-0.031218362125420413,-0.022760178266923732,-0.006962672897538201
MFAP2,-0.0035826489590386973,-0.02386938898731194,-0.026900920474743427,-0.014806214546007845,-0.027884126189087973,-0.08788365434199062,0.034989350977689224,-0.03639223962249661,-0.02716176101937511,0.08729814633723387,0.0029374275086776563,-0.06887018475997893,0.055097022025993536,,0.004109428567596006,
HLA-C,-0.0762911425369513,-0.06855203306713019,0.011731935264949969,-0.0009022990333761996,-0.05716451210950743,-0.1426008435316543,-0.03361186215776727,0.009579674190083596,-0.08601625679270468,-0.02796175988507433,0.06788476301589395,-0.07262145583750967,0.0223335850762666,0.003305055673171678,0.07028567059212937,-0.04933354938330357
THBS1,-0.032809802914117475,0.017675506373307677,-0.020294392653693337,-0.025713042731975094,-0.012277534063722513,0.014763099855226003,0.012962418348212882,-0.014778665990918044,-0.02603023630801016,-0.007717187622150741,-0.02681198491453543,-0.029618264150884983,-0.031504125333046716,-0.020521772883029872,-0.01574091395106238,0.15935171201975531
HSPA4,-0.017304546642252394,-0.07245613411670683,-0.06324932387927032,-0.04567639177171967,0.02933960256309684,0.011525559074404666,-0.008251098659435087,0.018278708845019174,0.021305689027176597,0.02786341004320832,0.018747389547726763,-0.022268985378494317,0.009015975984473727,0.03950207096200403,-0.0011700401462534946,-0.07544338725745267
LMAN1,-0.0845288802957135,0.007725819251615799,0.007837914903711957,-0.09416980960573687,-0.020142281339506164,-0.16022494433285686,0.05324348418410585,-0.018718293957660996,-0.04152063540067254,-0.028487510445203958,4.60290982638576e-05,-0.05972740087794302,-0.05757693937268969,0.025430129617490447,-0.03510984205540621,0.127529329687327
LYPD3,,,-0.011418123064898356,-0.0221341901838095,-0.035380658178768905,-0.029481724618389365,-0.01353335238099786,-0.03766969847624853,,-0.04379188108700448,-0.042594764487508374,,-0.026065270770860086,,0.03485547554777818,
APOE,0.08087887841236158,0.01564479884666263,-0.007428844625357169,-0.07423079707295646,-0.047215417705622986,-0.13910076703120955,-0.02476558626047331,-0.006124313368447773,0.07430440098191461,0.05803959206574979,-0.023684371878131313,-0.05059501605146804,-0.03433045832001112,-0.00226958074538429,-0.002153888448683845,-0.06099004778993709
SOSTDC1,0.01580867770323486,-0.005321585766181072,,0.08101498833597612,0.06574720936119698,0.07443890504675824,-0.036426662391756036,-0.009754498696167629,0.08164791457522733,-0.0031679818989045956,-0.018253874123044703,,0.021385278389378325,,0.04687876491191946,-0.04363469665021589
ANXA1,0.06099386087176201,-0.0647832885072493,0.0006325037711402423,0.018946214125670796,-0.003161968625804379,-0.15511757828665218,-0.04657939445621204,-0.034022291185754706,-0.034592841686764596,-0.07060617205123333,-0.03390796640760544,0.02704441141766196,-0.0692503146271602,0.05894883691459047,-0.07795619137930636,0.024624906369347152
WNT2B,0.06938922001084527,-0.010465675977519946,0.10502578545194281,0.014935027763624577,0.10516228606149085,0.031129909109200597,-0.004275566898790418,0.03993394534197661,-0.01900189016827328,0.046328340048352235,-0.04914866962569724,0.03984877326022302,-0.004208315502088223,-0.04154597676847661,0.005738496524384682,0.09551031940228466
AMH,,-0.062451035150450925,-0.015331954372805857,0.02654827913199112,0.02390147359600016,-0.01780047275831259,-0.027253064827517944,,-0.033751283437793454,0.030273705800912005,-0.06747587737190729,-0.037738366196437216,-0.015428029832722337,,0.02229617499003394,
GDF10,,0.057680405868931396,-0.012845575215288068,-0.018247234199636607,-0.006104017780727226,0.00783320612396165,0.01008816572805959,0.0071164477791281254,0.024845415510985364,0.07860209698322632,0.018840982130951506,0.094896412403006,-0.012696110476073105,-0.0050940205606579865,0.022070649059508066,-0.05359039680555005
EFNB3,-0.0326627615744635,-0.011897147578165207,-0.027701329909583194,0.11943718622327716,0.06417975089983108,0.134341889017391,0.0011350843702698599,-0.0231662859689121,0.05652745498634091,0.029315106611529144,-0.026941964789060826,-0.036130305725255496,0.07362078578655276,0.031018742360403556,0.08076814728416146,0.05848872409806706
LTB,-0.028490649139951064,0.10648958751115893,-0.01874021878155692,-0.031527104346166644,0.10233868514325181,-0.018557022822177142,0.010882852047386319,0.051796793194023714,-0.021568234593836014,0.029956040703277786,-0.04506148657234122,-0.0310225219659116,-0.05128468169751873,,0.02212997785915192,-0.005081849461104359
ANGPT2,-0.04382776218621274,0.028668020251454065,-0.017687611903403625,-0.0034980298462455495,0.018306917482239806,-0.13839859060556217,0.0070413239446056935,-0.022316019621964903,-0.04171421568278281,-0.02485190047808586,-0.008290256446530723,-0.053251843628775594,-0.03200060226941654,0.03587045290611361,0.048236519015808804,-0.033111412387982514
NRTN,,,,,,,,,,,,-0.03671783493390375,0.03669331785007472,,,-0.06059091765280752
ADAM17,-0.018739546879648832,0.07840645526447197,-0.03521935564281187,-0.03495574076064464,-0.06467087326806875,-0.10463009575216294,-0.00958635575644526,0.0354053189087352,-0.05935245992958714,-0.03648879778606738,-0.010925097746815908,0.04060844852435596,-0.01849576343606148,0.06936729945078804,0.05790321745498526,-0.021975818835325792
