,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CCL17,,,,,-0.019021276568619107,,,,-0.023332761872274555,,-0.014063967373312275,0.052929008521058446,,-0.0017996294681418576,
VEGFD,,-0.019831868467208816,0.05279329908406376,,-0.014575542739790137,-0.0151277555132842,,0.012156076291405886,0.009514225401995322,0.002983046434408601,,0.029320626176469387,,,
TNFSF13,,0.02057875520371393,,,-0.020272636202942514,,-0.015208929548541158,,,,0.05126135344396646,-0.02698438580827837,-0.01473400246757858,0.01602348164903502,-0.02139654232182938
WNT5A,-0.006347166335427245,0.01866748930618562,-0.032699091142205976,0.08848502898789347,-0.023161932793794696,0.04479847855586407,0.0792519501431318,0.088004692534723,-0.0017862524549051464,0.05082067905942836,-0.022382906810770622,-0.039388740815351625,0.07246839679412513,0.07446592029195764,0.02626077555506347
CXCL8,,0.0284578358899399,0.06043444378317935,-0.1066799359310973,-0.018101345674141206,0.02239876348416169,-0.021633715844471796,-0.01361781077684113,0.036147728884011715,-0.04723412629224869,-0.025464612739523412,-0.0064577003759854895,0.04943883698510117,0.022444916034213364,0.07308774876858841
GRN,-0.06177500478181064,-0.010275878693423522,0.021286024562860075,0.03224337058705585,0.03499046781521976,0.0165653509354373,0.033187872446754814,0.13713224733401128,-0.0068728630131592765,-0.03184587614966137,0.045214713308688856,-0.0308326195767058,0.0006082018595548505,0.06179601459676066,0.014098236000512375
MIA,-0.026389151808234167,-0.054753240973555405,-0.0024044345972631053,0.027251436752264803,0.014934975465229245,0.04695593322628463,0.13630652524340878,0.09558026292400273,0.003081609532860659,-0.03594951524331027,0.0355927904396455,0.04600924894130128,0.06090090203678741,0.03168522546641953,0.06147278547628715
COL4A4,-0.023349020013911842,-0.03699465814515723,0.0306181819730225,-0.024359045122709578,-0.015913219373823416,-0.0465859192121541,0.03549099337517254,-0.023665357779531434,-0.024360125279309326,,-0.02576600220550256,0.015084822081561316,-0.01137696275893612,0.10464104987341799,-0.06317113162712854
TAC1,-0.020161097317830803,0.0281129205177415,-0.0049913140716534125,0.07267457803096469,0.009913797795944422,0.028920340787872142,-0.04212482728785718,-0.09116540412440806,-0.05292225825390153,,,,-0.022637461207444743,0.0066341097628242725,-0.07089147084832216
RARRES2,0.08055504605974277,0.0008324200812686065,-0.006101125209224972,0.02341251474731784,-0.029010892470060456,0.018591304370756106,0.02092195729612545,0.11562115492280556,0.02621776317564536,-0.046048873841029965,-0.01093563198556772,-0.03750198841140549,-0.01154424399275015,0.0035627309385038463,0.006126173079499128
FGF7,0.0225925762238907,,-0.024281322140625543,0.013806699226132677,-0.00918674488925276,0.07367845388669719,0.0033859328277338722,0.06852375869177706,-0.015751369870152507,0.03181905249984483,-0.02612949910343988,0.008391554147399479,0.02859198663395832,0.05892494900410604,-0.029315873449086306
HBEGF,-0.02793768922889147,-0.03978363765395035,0.0481787731665449,-0.06402466951673907,-0.03521480896759479,-0.044855337903816565,0.04743873400790142,0.113235078012274,0.0047004303086885,0.047757333788802314,-0.0009274192688079764,0.014740166212870474,-0.040529265800566074,-0.018075484536390213,0.09207542829194168
CSF3,,,,-0.04155033273060899,-0.009954474056293565,0.055833774947296695,,0.05646583486595127,,-0.03982355871654357,0.02663308839034957,,-0.018810744368772666,-0.01774399186020685,0.05712287507100342
PI3,,-0.032406497438466,,0.002349627937132497,0.004105662627643634,-0.0005058707582200129,,0.0004298245802245145,,,-0.06401027336984633,0.0015992033476001377,0.03330301591807017,-0.02737884323519,-0.059494093477247906
PCSK1N,-0.005941355400323902,0.04311666378177249,-0.0017269007458605155,0.12383808448921374,-0.051797390483345127,-0.044582698699703265,-0.033179924443977514,-0.03570756293352546,0.022037797125643358,0.0381258356552332,0.03077507145792067,0.03741790748132654,-0.013107354204297443,-0.022431609462488795,-0.0893411586093937
NTS,,,,,,-0.006888540173939632,-0.0176653447051962,-0.030774090727057373,0.022440910164063427,,-0.019134226876164066,,-0.014889471870440143,0.009345455343324675,
SFRP1,-0.029334905862466648,0.010970121214297437,-0.002511607506390488,,0.04419311612122397,0.06768330890092626,0.08113708905979444,0.0016079923430768633,-0.0052283593010791305,0.08838339625293282,0.033559455712426786,0.012628010870170979,-0.053315636312245535,-0.026590686642253124,-0.04391405279131502
CXCL13,,,-0.027637559486480952,0.026042912969638687,,-0.017103046317202327,,,,0.053684581127643904,-0.017639765627078936,,0.0081025791448773,,0.07332232895116873
MICA,0.025221883722597375,0.026486168185411843,0.039337589427285276,0.00908250530071224,-0.04454660441059126,0.025722735774054616,0.0025200290577749736,0.05931448370715094,-0.012810937359555736,-0.008394577762719617,0.06812406999683086,-0.01318496911856806,0.11270006783729876,0.00845974774433739,0.03684530445441233
TG,0.05593987419434465,0.030006281966014448,-0.020423979905365215,,-0.027673941120149103,0.047653620204409046,-0.020390464609165958,0.04583686583614029,-0.023506874593098116,0.00919964752467245,-0.01868749644576924,,-0.01548153167232351,-0.012257256154825162,-0.03991982647759707
ADA,0.019885812650961104,0.015090290690698034,0.027831651337003827,0.05459103730135319,0.012047550545088088,-0.015852239371754177,0.05558397189911593,0.10603726162011322,-0.013519538929552412,0.029870782664431095,-0.008300704772347562,0.045318749714682256,-0.001635665509402539,0.018737116659157154,-0.02602938882683071
LAMC3,-0.0011738737710957658,0.016057562498047892,0.05164550687958754,0.10450166342008563,0.033833769590695076,0.01026694246918795,0.0779927795654479,0.1487502012755078,0.0028249688360130133,0.0035825707528891167,0.006611119641731264,-0.031214193138059905,-0.00253002374266672,0.016170411803410886,0.02715105360429356
CCL7,,-0.019593577851457607,,,-0.020008215214401062,-0.022675481730645573,,,,,-0.02107864533936972,,,-0.03260230930662554,-0.020195045820100652
NGF,,-0.022819248638369725,,,-0.045843931394296364,-0.024203716653244677,-0.0194579723068747,,,0.03712116139058954,0.08538830860835618,,0.05420062230776348,0.06269984991226694,-0.025507253659351956
TNFSF15,,,,,-0.022280126230506153,0.004796159422216416,-0.023626244211309197,,,0.03709422689634221,0.10679734396883116,,-0.01168114931237321,-0.00412416075986348,0.07027273856892986
HMGB1,0.029405992026215622,0.02574637560032126,0.022555195329562284,0.08971588714914976,-0.010133695573032044,-0.015353850795833656,0.07109154461906272,0.08563031602865695,0.03146496482368316,0.09172695963349889,0.013901802992734542,-0.023536307926806218,0.03865794751536591,-0.0077229670401760585,0.04524731173466862
ITGB3BP,-0.05793387899973499,0.024928269366101378,0.05016184149833255,0.005985653471865907,-0.016509156610849344,-0.028614916506582606,0.07846278910784368,0.11813531650698737,0.00892458303141818,0.02335665020934756,-0.0029636922234296146,0.0062450865982254565,0.01086350128299564,0.00685350336016351,0.05737505846288567
AANAT,,0.008573027526878246,,,-0.005767021237985238,0.08241161713696521,,-0.022584496274958767,0.004431284424686698,,-0.018491919617055607,0.03198861661149799,,-0.03449460283372214,0.02686011311236499
RELN,0.07654952602413563,0.004008945612620936,-0.03206331534229621,-0.03552022326779898,0.0075239310488345095,0.04246319381395579,0.0077958940656474495,-0.048893600064527726,-0.007667842568057972,,,0.06753435946634291,0.09075789066264008,,0.010246608010400204
IL15,0.0006536349064716638,-0.04429227716417302,-0.026019837930757805,,0.03110253182791826,-0.011447402258085724,-0.016811477320335014,0.07860427582285434,0.028669170127500955,-0.005671246430996607,0.019548247315798288,-0.038762025745632415,-0.014440441876972286,0.05241540631265917,0.056551966991522755
UTS2,,,,,,,,0.031253792332820475,,,-0.015747222932922668,,,,
BSG,0.018446573360624396,0.0029903961601133473,0.00311819047931657,0.04480151240016219,-0.008416861496703535,-0.010585597484599911,0.027296113965154408,0.012273744635131473,-0.044407253476077255,-0.026057424557647573,0.03878223563359773,0.03566750344639371,0.043045442940412466,0.04114338695295686,0.14081028008003127
ADAMTS3,0.10777339923095147,0.035582165804060345,0.012362910724507261,,-0.029728082950333818,0.017570378133298356,-0.013013715977317045,0.1323067190063731,-0.0028683318953716436,-0.02590760939856498,-0.02545751855711163,0.0043364730786421245,-0.018837291796221463,0.03575050682853826,0.03170157747271772
CD34,0.03897541355650502,-0.018756669913235793,-0.011916119926281441,0.020402098947177715,0.049303784495834724,0.008338330355280033,0.0610030899730381,0.10416161025138046,-0.005616065559481874,0.07822526338140626,0.013577960108228423,0.049300630187458776,0.07238586595543267,0.038318849185213194,0.00640712019443861
CCL23,,,,,,,,0.15732786931120574,,,,,,,
PLAT,-0.014034046786498878,-0.03026983830377317,-0.012556528638403215,0.0768530664404919,0.0067391804618886575,0.00011114845942363804,0.08608263815076968,0.15708753808555798,0.0003907445873159375,0.051500777541661456,0.05868224748594815,0.006357854209956807,-0.010861619054772335,-0.01755035758828264,0.027632868757679552
NTF3,,,,,,,,,,0.06726667404987557,0.059585177703018806,,0.030651546184131333,,
LTA,,,-0.015019859019919157,,-0.0034442371750875844,,,,-0.020359897636389974,,,,,0.01877564359765333,
CKLF,-0.08588608114618808,0.023131009595362132,0.0083705198183099,0.04721624969266221,-0.0408212172062923,0.046849788743917396,0.0565059261890417,0.1590629047215759,0.06764333010499272,0.026204684332598184,0.04310780214822552,-0.05702544804536467,0.051712996908954034,-0.010168267260990979,0.11489241633675484
APELA,,,,,,,,,,-0.046750584218327985,,,,,
CD24,0.042679358883547416,0.006732615471748535,0.07326573463984563,-0.009291121639338982,0.0323562976977295,0.011578092845071228,0.07730024436817383,0.018577001023056056,0.007609732125177817,0.06841610881802698,0.0030432159115616,0.04596679514853039,-0.07038990807370026,0.08123533805585571,-0.013631126520502091
HSP90AA1,-0.03671884235476267,-0.024977032349282988,0.036067506645452045,-0.025942970466556303,-0.012553185938784241,0.017415903541425703,-0.09808415489103567,-0.12582666891132283,0.03663698523688434,-0.027989554647601476,-0.07136660443486818,-0.06664609569243746,-0.02730101128843358,-0.04573995611435095,-0.12179881349699176
BMP4,-0.024029525882142626,-0.018453326589969357,-0.015921931025335564,0.015221771839708697,-0.05983053246246236,0.01987875275982016,0.08947399178656404,0.0009124783245499248,-0.016929572518636214,0.047401496459338284,0.013386794543144905,-0.0012733757744172814,-0.008514184323019106,-0.03899193810759326,-0.027048612105197694
SCGB3A1,,-0.019593575892126,,0.00534748940651119,,0.06564469712244515,-0.021460148132467643,,,0.013036514173931691,-0.017717993156743352,,-0.024258061204916696,-0.04919798508019417,-0.03470693323135668
IGFBP4,0.010693947188606782,-0.004187249951221733,-0.004513064773891161,0.023764885068324616,0.050169769187970344,0.05561875491917565,0.09425424050192974,0.18249431009648467,0.03233421106289979,-0.020603019632255807,0.06955596488588227,0.021220079974960986,0.07518429567453862,0.06834180509740474,0.011729981679614008
RSPO4,,,-0.010940442071340541,,0.021899145420398503,-0.02079257529980548,,,-0.02367980043014058,,,,-0.016336771855173935,0.13147690770721726,-0.031056480029021897
LEFTY2,-0.003151533763203268,0.008349403271545581,0.09043001592844688,0.07726050312361452,-0.007542177447713808,0.05036223676286499,0.14296768193452494,0.15950025519622962,0.009259759474418667,-0.028674775346028684,-0.017893382925038663,0.010134609806047988,-0.0222169304203399,0.03413357885916299,0.032764617874788446
PF4,,-0.0031226652755495417,-0.01366260319096994,,0.03432681985554019,,,,,,,,,0.007270313885229071,-0.04007781409847922
ANGPTL2,-0.06284303553501679,-0.0029701126920549576,0.01780144790974687,0.09782598436070743,0.03081103323933421,-0.007617460822223415,0.12483071040312747,0.054436396904583344,0.01947267333038626,0.021669969247897485,0.07706712022538527,-0.012116652201568337,0.01769029495351067,0.07385117226416514,0.11084361334188532
LRIG2,0.0001929672395369892,-0.05345951883897811,0.030232751484738692,-0.027477665776817123,-0.052997428367428365,-0.005134381558440174,0.08092320092245502,0.01614629643300014,-0.045813976315830465,-0.003324091521609487,-0.01776001694456363,0.008576301663503367,0.027933163896789518,0.06395845646676337,-0.03382757770543734
ICOSLG,0.08271104428599993,0.0763829698287113,0.07352637769809404,0.024509487279644103,0.016497472239838648,-0.031194705729884812,0.07510132584124461,0.1104675216275935,0.060828966641652105,-0.040258480711008515,0.01803632228201262,0.06960347376660285,0.019443715642018227,0.080425690163245,-0.011308969120059268
WIF1,,-0.03657187992263384,,0.022579592517432072,,-0.009866294478153154,-0.09910390088708611,-0.07559041717171819,-0.0031888486258077305,,,,-0.015186611850245205,,-0.07354193258116344
NPPC,-0.029582330067232952,-0.029185624830933482,,0.001246154596104169,-0.027079760789416922,0.032725509066965995,-0.014491850539658317,0.008931791502332415,-0.03564509227599144,,0.1683233098486824,0.10499065730252925,-0.011938355301025962,,0.04558417876300381
LYZ,-0.037408443020222434,-0.026466332209927574,0.06202655913892648,-0.0006433147913255718,-0.03242217458810475,0.03173533802492299,-0.008373823168371541,0.1035279886110153,0.022509373778001773,0.025074296435455244,-0.0005649541352954614,-0.04371304258727994,0.028407473200626414,0.025640366509668545,-0.00881375526681417
EREG,,,,0.028372674245739814,,0.010602832632789943,,,,-0.03353067421791575,-0.022247260068132386,,-0.02034772478474403,0.02378389801083935,0.032422990910373886
SPTAN1,0.011351376558457547,0.009115967752990985,0.018151973853977526,0.07314944376411041,-0.030085695242800865,0.013550024968456162,-0.017878017602221134,-0.07233270659011522,-0.04489244767424349,0.03117920567307455,0.04187128540372655,-0.0025448164859927743,-0.049092436352326504,0.04166979327837052,-0.08924469275255403
PTH2,,,,,,,,,,,,,-0.02598090971362163,,
LIPC,0.09456685026581295,-0.02488337463539709,0.04354641062121784,,-0.031371122274113476,-0.0018567865215259423,-0.026070290636148907,0.013912451364459935,0.0834627149637764,-0.03247639563486173,,-0.036246195188657945,,0.07614432404477645,-0.006277436728856815
COL8A1,0.03478640101082615,-0.01602790902073846,-0.0544935139927176,-0.032165389702342576,0.044740795082905314,0.06490062567217818,0.04426398204474353,0.08164868244293093,6.582119379662972e-05,-0.0039784380248857765,-0.00125581304976027,-0.024890133714129847,-0.02615894833517559,0.0209106606129092,0.1453234786993726
GSTM2,0.03496911785585735,0.04951036603008714,-0.008353957160608532,0.006755732674236019,0.04284237227490493,-0.040761489873388866,0.01220388686066925,0.0506153164656377,0.01400442323239999,0.00972226327907344,0.0313303733329232,0.06888792786618736,-0.010456162949192499,0.007637886901028471,0.08522486663232981
SPX,0.08300038130362608,-0.005074252917284654,0.019729533432747467,,-0.02771764462145858,-0.04037388487099794,-0.04481185298046318,-0.03136379804424968,-0.016998592024680546,,-0.00027536945866928785,-0.0034991764538983075,-0.020585932266895382,0.0305414002025183,-0.09768797221732195
MFGE8,0.05970494552085802,-0.04523768351306862,0.0406387706115206,0.058305827345008034,0.006244237889937866,-0.01695063705949152,0.021631167109577118,0.07189238561780756,0.01271803729265286,0.014063517943794644,0.011034541913839664,-0.014675100624327041,0.057806536518625225,0.012303943648595522,0.020066810429118755
TGFA,0.0023920079975300965,-0.0016890438187730612,0.04164717132561975,-0.030223374011946188,-0.03614838599456026,-0.005764370693608211,0.020784342036200658,0.03954991449571971,-0.043769881073482717,-0.01935400644736796,0.05734758375695762,0.014333118225663348,0.056686743809046744,0.030291055565204724,0.05085332515264533
SLIT2,-0.02402952203705813,-0.023393354953159837,0.019691198035759052,-0.03301100492499802,0.06874291849833412,0.020979134468002574,0.0035699390674511088,-0.034862512580107974,-0.05058222490050026,-0.010518001977561291,0.018899741267863337,0.0012334992778949762,-0.0031177160758317246,0.060238487585419206,0.023826808164989662
PLTP,0.0890909191136492,0.018603116869598587,-0.0017779774022253709,0.023868893442799917,0.051977253781151304,0.0030955204347779103,0.04902667798434279,0.12776387202615944,0.030539283729969655,0.028084056317586443,0.06138551128039176,-0.0004471798494882671,0.00529858816424468,0.061196676590787806,0.05486661271924757
APOD,-0.038330178500755374,0.037311925125485555,-0.023287009325938263,0.061866770390959606,0.03689463881054022,-0.02132320054504728,-0.04351506300606955,0.019024822411679004,-0.01383796440470928,0.0582885126487849,0.00993925769060607,-0.04857375204886114,-0.06216166886081309,-0.024636284906013783,-0.010360873555733816
B2M,-0.020564083607363882,0.059578717030175324,-0.019417888899589234,0.04483470101874218,-0.06797045397859366,0.03522383200830968,0.06143775967316025,0.20531437634950334,0.030436825665736064,-0.0014809663121938014,0.08520065190443629,-0.03839018553650385,0.06584889435565942,0.013544364755089912,0.029725359961164766
OMG,-0.050161667288258945,-0.028204212191768413,0.010367865979264864,-0.020434388277260365,-0.028753520964483748,0.03321028354400304,-0.01239754509524659,-0.07171363264618015,-0.06362499868034406,-0.021235160212828365,-0.014339393605957292,-0.002195951554799242,-0.03262194787177704,0.0737152245651891,-0.14572537059961138
CXCL3,-0.01880303563454709,0.011970273193523825,-0.016445885424379903,-0.020670804762410417,0.005846331791268254,0.03764262780018327,,0.07661400250492677,-0.03323850818484063,0.030223398879704065,-0.021091306673440665,0.06773886614602943,0.052761092030823395,-0.02958600623676155,-0.07421017305248447
CXCL10,-0.034743887016272706,0.052861239028404824,-0.031203894513621714,,0.012902408406308373,-0.020566319565492222,0.04059494870859526,0.17902983189138588,0.02816569753115245,0.02578450518767711,-0.021766405441573024,-0.029529678889270845,0.01225154132962203,0.01595141176975526,-0.05725128192722281
RSPO3,,0.03960092897152383,,0.05920905278897738,-0.0060213443140706,-0.020130622740798538,0.025457923063003103,-0.026165884177579524,-0.03576475901710672,,0.02730547330296756,,-0.042124195069559604,-0.020495679569949875,-0.0490058686653893
CORT,0.07910975007835079,0.0168336183843623,-0.02440054412028982,0.015152141420878012,0.009085696386336096,0.03606173669685923,0.030761264553841698,-0.038553938334904676,0.029066903357027975,,-0.02403523388173037,,0.04273842977364829,,
NCAN,-0.005113226839988319,-0.009220269272064905,0.0346020095157862,0.03750634854085935,-0.03085050153727993,-0.010389555621384113,0.07792712568105534,0.001959167455332007,-0.01264569256756497,,0.014530092547110211,-0.05166757290774442,-0.06904549057440044,0.041362945327127455,-0.09256978199082465
PRG4,,0.018088549829556155,,0.021535045830229266,-0.020008218332384392,-0.014413453609763902,,-0.03212563388889475,-0.030261844897405108,,-0.003959886994310821,,-0.02909580330205646,0.17786239490781663,0.12843198758813268
ZG16B,,0.02328700250430867,-0.016440722376160084,,0.06462214501560319,,,-0.012718373760544794,-0.01617778691271547,-0.015629594334965816,,,,0.030860379290525285,-0.03419048579906958
TGM2,-0.0016917971607082916,-0.0054060759511588355,0.019468296740569106,0.029337824928417754,-0.029133994470581705,0.03227766692803133,-0.017217235734939145,0.07340059449989995,-0.005164840048381992,0.051124623532496846,0.004515133325479566,0.0038741774281775446,-0.04347993795662285,0.08215100609174836,0.03516170268918719
VEGFC,0.05938844383365015,-0.037413458333478304,-0.02111052065539344,-0.053484166888972125,0.014082998444731444,-0.022187081262267927,0.04435219168490262,0.024565470316499156,-0.0039684555805169575,-0.05157248203209604,-0.010757405104267382,0.022653316155055933,-0.00037131585320022075,0.028878965129227257,0.010437973435589084
WNT6,,0.013936578716701141,0.026896574032591988,-0.019271584636963206,-0.02767394226918582,-0.019860351425535164,-0.01724339574693999,0.019917287957241517,0.011014745064812434,-0.005036070284322142,0.06284177898316562,,-0.02168156239685859,0.02255218513335613,-0.035329029716374506
NRG4,,-0.018046373083419793,,-0.031144208909191073,-0.024350917003928767,-0.02053007978321316,0.10347435816263849,0.028835462680564798,-0.004444114271897143,,,-0.02321562155305137,-0.004144648306439417,-0.03308497258374553,-0.012580786731815933
PMCH,,0.01240077822885336,,,-0.033740567861100516,,,,0.0001711453327605448,,-0.02142499202838556,,-0.012420918185800501,-0.02091161578105499,-0.00343954521432593
COL9A1,0.04372457429985549,0.027536942227055827,-0.011657003674924615,0.05097099854391981,-0.025432755541233865,-0.0502642328272715,0.13762608379296695,0.03302914620903987,0.05170389526689461,,0.041729751116624435,0.013520588425053827,0.01714154560635657,0.020918544163144644,0.11839138007251673
GDF11,0.038041967991968344,0.06369812460114012,0.023940494268209465,0.09484567830633679,0.013349625068091286,-0.015528582783550014,0.05878727865840689,0.11695660395585583,0.048978097896645506,0.03349077493955338,0.034631372243176105,-0.06166000336219186,0.04738169275099554,0.0662348329271434,-0.014274418917690044
RAET1E,,,,,,,,,,,,,,-0.036293979849297595,
IL24,,,,,,,,,,0.04328350091649944,-0.015973957779824563,,,,0.018195045923121465
SORBS1,-0.0294057206859442,0.009768607703103647,0.0022373320747198053,0.14500836702592593,0.10045475464600806,-0.000674902785631722,-0.07290317751558849,-0.01574980754542166,0.020930699332039247,0.017068025304672503,0.008613424584884385,0.031225025510799833,0.042626887397822395,0.1310450272002822,0.021997207286358598
DLL1,-0.034377107035382125,-0.015258149870353326,0.048952122937014945,0.07944877356592944,0.037358544936525795,-0.006447388694964486,0.06750765805199181,0.01469860151618384,0.02883672862685164,0.07074960038347751,-0.0005478430436615782,0.05014015384685643,0.0031526870997484625,0.1009480628414064,-0.0022791905287841228
TLN1,0.014529443429583578,-0.004330590937607437,0.03875131344063734,0.04348219612163417,0.0630592988842347,0.024296468216442005,0.12965529996092479,0.12250935089094615,0.03478594026594965,0.020590407100865668,0.00906261644060923,0.09087496330246439,0.07516430997857473,0.0391383114186104,0.08027267324378733
COL2A1,-0.021930700740303306,0.01106185221717558,,,,-0.012873400620293681,-0.01868107330388338,-0.016270412421554897,,,-0.034921165771823366,,0.04518975890724327,0.09733831101377635,-0.005694176489091074
SHH,,,,,0.006370100561301511,0.017326213233288416,-0.0025790843161368373,0.046746005622499025,-0.03479732418778236,,-0.04283104724394178,0.0005622139119655736,-0.01171172648920308,-0.0016304592685572068,0.14079230674067603
PON2,0.023098521608374258,-0.044944280747272566,-0.06389970965887014,0.0672847387550242,-0.03931420238871551,-0.0003204753132438602,-0.015172151624068812,0.05021340544213996,0.0585022807291366,0.053714882855512375,0.04300915270805814,0.029542291494210966,-0.013755197937659428,0.022387132358374074,0.09672288379069509
ICAM5,,-0.010845797133406975,-0.019571382386960035,0.031282807200150184,-0.03240553330043983,-0.023159692581542626,-0.032545670730249804,-0.02943167575321217,0.015465241901670807,0.04865654682957046,0.016399144950950954,,-0.02533550751729107,-0.024110526366904673,-0.02602960432637042
HPX,0.04981407346060722,0.05341977397352608,,-0.01685584402138523,-0.02455271404912613,-0.01607347524690373,0.15547649649424183,-0.004804210400274255,-0.03174790415142614,0.061040852222690366,0.01287541931508624,-0.03112618293268075,-0.034381667524345086,-0.011814539964665008,-0.0170133306432262
SFRP2,,-0.026049711364286285,,,0.012938603031936169,,-0.030915983950033643,0.04234492052650702,-0.015886441429327287,0.01017230418999684,0.05717861688428951,-0.0032410274628879854,-0.018376595906882124,0.03955508348293418,0.08256090107150983
CFC1,,,,,,,-0.02913712087961248,,-0.0069055895863894745,,,,,,-0.023591373569658
CD70,,-0.010164891727841508,,,-0.026002322181002364,,,,-0.03797834004366233,0.09782674329588852,0.08046774489329761,,0.051793588235515324,-0.015932599297468562,0.05681886397874811
HP,-0.0435153912801128,0.0245210588172921,,0.04240758426102697,0.012620816564209084,0.03329822503591931,,0.026664963302828464,0.02071567465112195,,0.022703837316770562,-0.02973323378274289,-0.018109152737849393,0.04609031674644862,-0.03067007399746591
CXCL2,-0.04467664926808797,0.011422691093424786,0.03543728263108887,-0.017540947887714677,0.010218365010434194,0.017454753445297684,0.0009333063684292725,0.012261121645558357,-0.019005804628842604,0.05489995937405874,-0.009778822021862399,-0.008888964981605338,-0.03063246574145653,0.06911133206637755,0.004130761870446451
NPPB,,0.0013750375194367562,,-0.03931152813375471,0.019016363733605785,,,,-0.017827955458181888,,0.0007944710036722618,,-0.0185643459884136,-0.03356102000552086,
CCK,0.09065682549981857,0.005906625695239246,-0.03803420542793562,0.0323095399586833,0.028535201941709575,0.02473701165532799,-0.11775774632708341,-0.14565185056179014,-0.025032088116730362,,0.009653556403532996,0.08515319758314396,-0.01123826942696984,-0.0032144107648113124,-0.16240986083538442
SEMA6A,0.023062945876649983,0.02472372546373094,-0.006811645078578007,0.07779363102693118,0.03099187232574992,0.009484875040766361,0.09392486279592165,0.09561475405567156,-0.03256183530003083,0.02170237393856743,-0.03281371850187343,-0.00152553428563122,-0.00617393959993079,0.0686290511166537,0.08516057483101665
IRAK4,-0.00043244019749233154,-0.011775857084484684,-0.015060417841103832,0.050714511619515915,0.08287028798072202,0.011886475025710077,0.0579630780587698,0.12270721140225598,-0.0012389309044200224,0.036711052236040494,0.028926748672590964,-0.03598095309399158,0.0282738143281585,0.05300555872932699,0.08072857111797378
