,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.02366016600099315,-0.020268158860952356,,0.05325221719554461,-0.02566069549732595,,-0.011192063247794476,-0.012078973590111598,,,,,-0.04449318874528668,-0.0459525567469342,-0.0054157795731807935,0.016674269108426693,0.013320809450067922,0.04061355034728807,-0.04369782051805238,,
PDAP1,-0.0022230945109517563,0.019726936698619014,0.0022058876387621947,0.04475872687228452,0.033652454092138094,-0.05231686737307772,-0.020998324512618714,0.07454732515765623,0.031055418230384498,0.024412457843700292,-0.025573062369905166,0.012882016188157968,0.012501952041209088,0.029667979539359075,0.04140855817900246,-0.026251319091152553,0.00393174499174832,0.024749808099686268,0.03535620455063218,0.014324354568246305,0.06883276539746622,0.015215934425992707
QDPR,0.0740960107579933,0.03781519115172977,0.007540325743107736,-0.0003823347616480112,0.02781041778123726,0.08843557354006149,0.022276728498113345,-0.12062429459482037,-0.020893145609963443,0.01871188618824781,-0.18593750405747106,0.07425512539942802,-0.00021584665480268411,0.0474832979116631,-0.008971313497677071,-0.03043571688890609,-0.0028731015482732656,-0.06971726841461177,0.055406635908553055,0.04191900152358551,0.0021902579439318976,-0.10653280559889496
POMC,0.11607054020634154,0.0708618174146372,0.0005822545940526352,,-0.02593854234647282,0.09688349693316842,0.06628114154269771,0.03908145479094279,-0.00984765583198053,0.012344311227940248,-0.06642894396505605,0.03345280715449876,-0.04766218697882888,-0.024748412965556667,0.07595956170522977,-0.023637250957843463,-0.032385605108481874,0.018302180674446868,-0.016473762903248826,0.04645051548360323,-0.020996227900678562,0.028750247895036454
CCL18,-0.01861402064534458,-0.044734264229994894,,,,,,,,,-0.06623777003695482,0.04978539405818357,,-0.038150583250902204,,-0.04573256865377918,0.047703046852167946,,-0.022113028805381692,,,
CCL17,,,,,0.030282621726967794,,,,0.02192908634558581,0.00016313697807157876,,,-0.023076407573626157,,,0.09000295025293348,0.007773693736036208,0.022292116169082266,,0.04447337309222509,,
VEGFD,0.02472865377325459,0.04154547814232122,0.03882412832191079,,0.07169790037110504,0.005018079774066232,,0.0360013262498196,-0.003959188578061583,0.01905342603080395,0.03524483744103644,-0.023922784662532167,-0.010333643345581196,0.057247664741157986,-0.04668880880205786,,0.030888056181314554,0.00943633190825944,,,,
TNFSF13,,-0.02353400763475289,,,-0.017827769960742774,,0.05845058869755228,,,,,,,,,0.054526241347908865,0.04423059434833025,0.03796610466675368,-0.004556974753238851,0.04593855414726618,0.08657413854762822,
WNT5A,-0.10974702988717171,-0.02506390092069564,-0.006688092414189187,0.05017096948852591,0.0544920059465042,-0.08740518288018359,-0.00959628916870935,0.07332052095636692,-0.030879171390803796,-0.054010750593402525,0.09246595893218514,0.033292471783434266,0.016013236616407314,-0.02468587578280975,-0.08886312442569877,-0.0023759561620682215,-0.037807011548786414,-0.019034512554152786,0.07259305214569027,0.06597808842729266,-0.012221551912714602,0.015725432208721704
CXCL8,-0.15471759558655088,-0.10135246331439104,-0.0017599786483502855,-0.01801450465837333,-0.060328900112833796,-0.030044084769975006,0.08567474317174999,0.05160831104278457,-0.026874175287940758,-0.019934362641188894,-0.06665832765202563,0.0009122284567043491,0.04623945942937842,-0.09431680358081827,0.05151089269487879,-0.07547782846928934,-0.07489088719879022,0.032072485304819015,-0.037068473786271074,-0.04299350670059007,-0.012217286983522284,-0.040544338748246415
GRN,-0.01529471423081899,0.051113687588124575,0.027151449578210207,0.03983316233930828,-0.027744085330105923,-0.008914719527815954,0.013071781163692677,0.17560754081953447,-0.008817383733309044,0.020409865331970884,-0.13977285082555996,-0.006756877291520254,0.07406427192194932,-0.013568676752398296,0.033183904837169494,0.06596488996958086,-0.04015930435827806,0.07969034842112907,0.016910080861974923,0.003909843514022455,0.04472964455392134,-0.005088819013295054
MIA,-0.002923774476849892,0.048301725220078265,0.04866665788971789,-0.017095958519817666,-0.017335140713904035,-0.06966984197564347,0.04938533123812138,0.060722793026834546,0.0186394423215809,-0.02434501805207606,,0.04176676007691251,-0.023180423710287033,-0.05741409197338673,-0.04771884722779942,0.03971227860760885,0.0948765541933928,0.049557035506782955,-0.010145218155159327,0.016317785781585423,-0.015448786631951423,
COL4A4,0.029207483965714678,-0.012939935070106993,0.02648945349733187,-0.03919868417874583,0.0646789361331051,-0.1003821346183667,-0.01836808256903758,-0.019273821718599458,0.03286320971223317,-0.02615112409593298,,,0.0528777556603574,,-0.04891641005257333,-0.007160993473259058,-0.05186418561490089,0.006108849576621191,0.008179768276773868,0.025089341158854608,-0.04244891759838593,
TAC1,0.13957459371270486,0.02949206598267122,-0.0332349736838378,0.04696972792557997,0.056001337328422426,0.12418345887853217,-0.009669902346948905,-0.12151548183738066,0.04415045250935853,-0.0032467064906811292,0.16062421326618023,,-0.02635472249875684,,,,,,-0.008274543317261941,0.09218019959860738,0.04251479484549087,0.07323370513318211
RARRES2,0.04101484171328386,0.002227787679940921,-0.03678831380485154,0.04777193762009462,0.015607477448157459,-0.1250007640221841,0.06343809585289335,0.11086615654154343,0.00564564528372893,0.07291434087144258,-0.11819276883967293,-0.05581321246593371,0.023935979318092167,-0.10385667045867827,-0.05022916118284767,0.03404873044892876,0.031020389785042096,0.0543125426555786,0.01511275599727672,0.04988412190145899,-0.06881718618982523,-0.01480150952452379
FGF7,-0.06664039078176456,,0.047544026920885385,-0.011998409824131214,0.0006041357389580548,0.11887803538551614,0.07103265307382599,0.09585592596778043,0.0667550982478625,0.00740437146921486,0.04645772960392982,0.049377168767844995,0.10269255086898722,-0.08836855803179898,0.052215932101417395,0.007604606713943083,0.001198681919758255,0.04492226467266002,0.027327992762304243,0.08652671657200779,0.022357173547401358,-0.020599215848283493
EFNA2,,,,,,,,,,,,,,,,,-0.030786148549253007,,,,,
HBEGF,0.05089258380237943,0.07626126410434714,0.019888131537042605,0.022592625304761915,-0.02420933637112887,-0.0414914594123428,-0.012723111228615625,0.07235874372403557,-0.005018328804618544,0.024303212999310715,-0.07474861539853163,0.09818436144661138,0.031196343832406017,0.03691142002514941,-0.006881276048876483,-0.033880907428928665,-0.05663410836845686,0.03878996247975558,-0.040037831941253404,0.031008192392701556,0.056926702096929536,0.004208524734619744
CSF3,-0.061069394122395725,,,-0.008119895947339676,-0.03080579412847833,0.00825008412032237,,-0.03411388769161527,,,,-0.03593982711436285,,,,-0.04019784944261584,-0.048166135194079855,,-0.03772829424194932,0.05685729136194202,-0.02447354446099407,
PI3,-0.06374089276693772,-0.03972601937334864,,-0.021759866334177667,0.00643014426995658,0.033372172972841875,,-0.0384126877953405,,,,,,-0.0017701891397196227,,-0.05481213388719435,-0.10844160872080488,0.05531778131129106,-0.0690268752952837,-0.03121351582912875,0.01137643713668389,
PCSK1N,0.13573228888689598,0.007092580218174429,-0.009973095006482103,0.015293763227220038,0.03172253470289168,0.04823223883723504,-0.019583718060483268,-0.037422906611681045,-0.006934912377138612,-0.002150935780176888,0.23049276665390372,0.08032204952065687,-0.012384247174610842,0.0891921807846308,0.03614668786830767,-0.023993624661559156,0.045964033284254815,0.09664499024464904,0.0646356057408167,0.05888204993262123,0.05471182666747311,0.1291110359429957
NTS,,,,,,-0.054679740307586266,-0.02242325543822545,-0.04193007157910409,-0.02862865006442247,-0.04826293310876911,-0.03766021484770923,,,,,0.0243358873960563,-0.0033829521253344237,,0.03158564245561388,0.08359835540100191,,
SFRP1,0.04898677148798707,0.02210475743255072,0.00696529263095542,,-0.022551352728682143,0.16876110334634317,0.007183757948528171,0.06458900989014524,0.028569157324883132,-0.009648165293382954,-0.11080938708459007,-0.02662514853994234,0.016012771893689978,0.03881169302039209,0.039904139004837164,-0.028760486920931385,0.05758583355112795,0.0024505948535969045,0.08886699334148232,0.05765757772432164,0.07455893906913796,0.021423595817226204
CXCL13,,,0.007155201539906057,0.03253152681010991,,0.023745015928023135,,,,,,0.06743975261301245,,,,0.01721528227060151,0.0006061308039218884,,0.05391749686993514,,0.04562083277784779,
MICA,-0.038945575066974686,0.011827971728691778,0.008928692066208456,0.040497131835024465,-0.06375349721235292,0.03775958372640792,-0.039720979696608635,0.10488394943696502,-0.0010849509359133359,-0.0004179028270939464,0.05513697885325831,-0.041467761610883,-0.006762444193585893,0.12604268430017698,0.028429338706469905,-0.04772905157052787,0.06097777389107383,-0.0075512761801738585,-0.012577527395249715,0.00785174938525886,0.03814782034197358,0.1778269231568187
TG,0.08032459074359745,0.01701576923084885,-0.027560612334989635,,-6.789991545992135e-06,-0.04055651170703273,0.0025202435491651774,0.01507055522818366,-0.024182668548898185,-0.021119702532708885,,0.0528363342183457,-0.01450963589513889,-0.060281164418719266,0.10517106820042264,-0.0315560674245567,-0.001937963741381816,,-0.028190618848117653,-0.0005589581946189183,0.02207503759466878,
ADA,-0.04712649570770448,0.02893898133593797,-0.04323274672700348,0.008399582437668075,0.05132585634127656,0.0019341464538363562,0.0431670503347293,0.11196363271828835,0.026891572008909934,0.03669843676321219,-0.07544822954755613,0.08043690978600736,0.00875444546442579,0.01644136035866795,-0.01736785706569121,0.014812330292570456,0.00393888093686485,0.06728546163211944,-0.013303093210136858,0.0200812970714759,0.02780034996540678,-0.06313552021579474
LAMC3,0.03196016985933321,0.0995016857366666,0.034764957838908525,0.059984954759457025,0.020140586007259546,0.09247112353086727,0.06031263691261871,0.12780667533144338,0.00248947537873929,-0.00709179787636708,0.02738114853115659,0.004144201767860465,-0.006303988680607905,0.03962499388430759,-0.05577403056076657,0.06341463274741622,0.04209723275109809,0.09478729979215098,0.0753521534107456,0.005046145166091241,0.09851898370214231,0.03506559239742897
CCL7,,-0.028454771100947848,,,-0.01759523796493727,0.04539894928811795,,,,,,,,,,0.015810957827508448,,,,0.010128017755583304,-0.044544053558743205,
NGF,-0.03518381394295084,0.010645854578675184,,,-0.02466257638818494,0.01955833757519513,0.03931578732228096,,,,0.14393487098718594,0.05832316211744379,,,-0.02374054086986155,-0.01928161329525345,-0.030372330918581672,,0.038442365954662217,0.024998566865672135,0.0024553478494071753,
TNFSF15,-0.04352676890725753,,,,-0.019593158046022727,0.11347179486366853,-0.029989638913768227,,,,,0.011122214439815944,,,0.10062498833090419,-0.008758239912396293,,,-0.0019656533898876434,0.025558377960335117,0.12735122577931016,
HMGB1,0.049054843277206245,0.07671971782824517,0.031659027458371396,0.05426191966941077,0.01946037409952504,-0.01985113443430533,0.03428644625408987,0.13738482684740197,-0.02283748445299337,-0.015561723691319095,-0.03082139663251913,0.09316148818228351,0.012110696061748598,0.09836972288173161,-0.019545111763144718,-0.007970071390714706,-0.1229709065959752,-0.10030099704826832,-0.03624449987720271,-0.061303135417762715,0.08400447121873612,-0.07437271922500306
ITGB3BP,-0.10170079171485895,-0.012533471572749146,0.020005016339882418,0.06335541487871985,-0.018673278915123173,0.014231986122628429,-0.00012757121209556723,0.12865875303262694,0.015967056577823335,0.07933666915695241,-0.011899288320254449,0.0820177419578263,0.06454770163866581,-0.0518784337141835,0.05733335545135748,0.053033427083214485,-0.03414545999769986,0.033662502532634246,-0.06025248886116428,0.04383980080909383,0.005264541952675511,0.02015115612365145
AANAT,-0.004497711730822881,-0.024327958253460583,,,-0.017827771863466728,0.0834493472934128,,-0.03077164988515585,-0.021747615149979027,-0.024345019406208125,-0.03540616381399978,,-0.019925009774699045,-0.05195585074361086,,0.010505950804592745,0.04157641416293505,0.02073614496530078,,-0.03322959432349099,-0.014099793374165089,
RELN,0.01614507877141117,-0.005420312461390685,0.010190603423589692,0.0034812031559062263,-0.021794683665973473,0.005304216997755144,-0.043076258818437366,-0.05384378924165814,-0.0002330979186691097,0.03974880006001574,0.04075921103686343,,0.005396381609397192,,0.0207591565630737,,,0.03960158717051193,-0.034842237696713484,,0.058900890291836296,0.040824719938800935
IL15,0.03751429989494233,-0.003860981465628126,0.013048044854029309,,0.033409821601997125,0.014132365117498644,-0.0213394109505784,0.06000007481329983,0.01645011837720399,-0.02164557193012524,-0.05553429820308357,0.02904767781644876,0.08835599861871762,0.02141845099276472,0.013308797587554724,0.04190619987871668,0.038793653746124646,0.07233494167046142,-0.011451945075709445,0.14265584207718335,-0.03149310364892078,
UTS2,,,,,,,,-0.0026927742233578008,,,,,,0.03650436701496447,,-0.026591064782962606,,,,,,
BSG,-0.08200291759520692,0.07140193887839154,0.022346297038466974,0.017013359377689042,-0.019896620569086466,-0.017585545534821334,0.08823442800636921,0.024223403001846774,-0.007508290386091153,-0.008438882144074882,0.1291035777121975,-0.02234012410368724,0.04415278505836851,-0.07349704706905594,-0.028853643155887072,-0.0043604594283351535,0.07396517474871878,0.10662033187897607,0.010635887366000237,0.04836123218359141,0.07069578503799034,0.10774234529344431
ADAMTS3,-0.05906642242430464,0.011227615961958483,0.036084635051870345,,0.003715465207896505,-0.054777669050023674,-0.01200624752081113,0.10679282045839211,0.042040295588764647,-0.025391485538133345,0.018727837230403506,0.024608415262140335,-0.003112604750399741,0.05302416826318086,,-0.03055268149050343,-0.017067717241238366,0.06974386848505994,0.014061942826749715,0.050609785191411585,-0.014574434303970827,
CD34,0.03172245070401032,0.04349526360035103,0.04439054228539259,0.09687745004849273,0.02009592457239542,0.025692983919110162,0.03929234444563534,0.11918256954498174,0.09785058625524883,0.07052392675833186,0.021401914969234628,0.08118090870373228,0.040392917735954256,0.07831865645948881,-0.07559094851220495,0.07332057282421377,0.0038195482445968604,0.0842901206081117,0.016127072207102543,0.07024334790447843,0.04236120923251527,0.01576774467862989
CCL23,,,,,,,,0.09193086126989841,,,,,,,,,,,,,,
PLAT,-0.010671713712772904,0.10333709337132875,0.01990868645312383,0.08685024779933143,0.09006777439808153,-0.06101138230674296,0.01552979572359559,0.1364034424770201,0.03659129653974948,-0.02589415480226053,-0.013214297828171372,0.026786688247210727,-0.03427083511868203,0.09430512500705387,-0.016870022925793357,0.0033123110693520533,0.07636140401720579,0.012798825776948524,-0.022621287770902086,0.0185101767298975,0.15809859048760797,-0.005206284573947568
NTF3,,,,,,,,,,0.02847451407420695,,-0.015329678716465416,,,,0.005411579866033667,-0.020158185346226563,,0.05553714949966794,,,
LTA,,,-0.020268160940828492,,0.028175819710940356,,,,-0.0076142918182701335,,,,-0.02870914378724224,,,,,,,0.06471883576121543,,
CKLF,-0.07533961216705666,0.025071499859547746,-0.04700515722350237,0.016298677790055328,-0.025920943038078487,-0.02473302136692359,-0.014613482419554222,0.16716847339543456,0.010769009016075314,0.04085742170438936,-0.10371176096590393,0.07635257013587947,0.017452063720841446,0.040894079710753185,0.08283977515710109,0.052857959050403684,0.017763373884186903,-0.030957597028221748,-0.06333686788930024,0.00880200318652242,0.014158750687091555,0.02916633369085296
APELA,,,,,,,,,,,,-0.022916218854896753,,,,,,,,,,
CD24,-0.07633529584809202,0.04939187583212532,0.02395274136562334,0.00602776957154432,-0.03193662843492727,-0.03987763399329463,0.03319804133659939,-0.016968754740456612,-0.005900260695840684,-0.019746262031100997,0.07613846238404023,0.1141890392023948,0.029260774952669696,0.037708815905312096,-0.05152941514970439,-0.01256311124145298,0.06519975429354431,0.02194404414524403,0.030140499751107067,0.08251719244009237,-0.016879420134190685,-0.007761060983068348
HSP90AA1,0.021919226876988142,-0.07643013507279764,0.013200741063678688,-0.09625749857817188,0.0160329389149758,0.13888518021001556,-0.018608369346277014,-0.14217228401244758,0.015964321278558416,0.0011199452298585404,0.23698030164139974,0.03238287573286763,-0.012897646785172327,-0.12192052792688675,-0.009402322644947407,-0.0792107825761733,-0.09650673965982103,-0.01548161044175282,0.03449991283309772,-0.04920727156045836,0.003967007583243933,0.14866004137521452
BMP4,0.027250195525017895,0.1079868131213154,-0.021485438716987944,-0.0576882650521332,0.034138808644723614,-0.0476446071793868,0.029119434082268945,-0.010320363549119442,0.041916851754486804,-0.04831504594230317,0.1708253302101989,-0.027133606334136782,-0.0244631557141522,0.017585895434822,0.030097693028283978,0.020857290393236694,0.023014153495200154,0.04909842570871791,0.022472476967701507,0.0038213810564642512,-0.006539836871185306,
SCGB3A1,,0.021176052340234442,,-0.010633157491654756,,-0.0033943453591857215,0.058804000595082326,,,-0.02053526198021141,0.019748378157205086,0.025073840325900834,-0.02003286087218956,0.06262223880114884,0.05880095676750932,0.04812939337403463,0.005302232313802294,,-0.03891038318064981,0.032967935353474066,0.05676058405182812,
IGFBP4,-0.053620986274529395,0.05779350318555178,0.0010876824451876994,0.07823025182560121,-0.02002745636611606,-0.04496787201737223,0.0362864960783514,0.16283765442468687,0.015523218706542944,-0.008725800097484094,-0.10974670256992322,0.03806038423635152,0.03951985742688359,0.0742596541690103,0.06793628451883801,0.08585645656504638,-0.01728618293298323,0.0848631508752581,0.019220185955126333,0.03761658516505442,0.06025248328206395,0.0029411633620010625
RSPO4,-0.042980635908738456,,-0.032765796996983405,,-0.03451879474247327,0.00929808898189818,,,0.021885470914606558,0.007417363848549225,,,-0.013183659434819887,,0.03825610465138194,,,,-0.021619153780489994,0.03035314009074185,-0.04283894688466031,
LEFTY2,-0.07199284317480908,0.10049165445558746,0.07456788367774568,0.07236974669974347,0.014200007176453562,-0.03062855763090283,0.04071783029774231,0.13050981290772448,0.0656850489280358,-0.009639264550822348,0.0071685298351430865,-0.025878311775570817,0.003493274483441069,0.0953056356023663,,-0.001735017372761522,-0.012836652000214147,0.10223972287905937,-0.039766923265649956,0.010542759009750819,0.04066777533928431,
PF4,,-0.004616792113552511,-0.01843664710687452,,0.11680308514613927,,,,,,,,,,,,-0.028217636569747868,,,0.0284383105131435,-0.034107654628262055,
ANGPTL2,0.006458826805977348,0.08531463694261222,0.005481812790899679,0.016557424207285967,0.05760007399009675,-0.00934499793463753,0.03046185297376016,0.13508445516397047,0.05413132725712883,-0.027731631644697333,-0.11472202681634187,-0.0403855004376821,0.035799529414638834,0.05224812180317846,0.0013960386188807893,0.08876278242242427,0.06761149058660774,-0.03260778665309636,-0.045711845105577686,0.047611629919889736,0.13584704875200776,0.014943451929683967
LRIG2,0.0023144723338679196,-0.010241232811390392,-0.04548660038549915,0.02526680521496969,0.03599388213500053,-0.03957989531679745,0.04920029932535622,0.039986798393670676,0.029796595860766363,-0.02507106538970748,-0.011239807127617114,0.05982763691636466,0.08525220224906069,-0.005601779665874676,-0.00779899294893161,0.07490813226469842,0.09283457005115717,0.007332184558171824,0.05002643773997271,0.04025350558064354,0.04596019320449154,0.008028500604798363
ICOSLG,-0.1012811895725037,0.021502361654103408,0.020389949290502085,0.010125403678908207,0.035800219219585844,0.026805181709556876,0.03081378489541942,0.029942861742430656,0.060624851307007954,0.02276386879419097,-0.10152494550160755,0.08153844564268946,0.012936271523329134,0.025390147940149998,-0.0409696036264075,-0.025712688648551318,0.06066582806979158,0.05411582681408706,0.0396448793180343,0.05465895331450276,0.03121460455191487,0.007886229071977271
WIF1,0.17470235536024606,0.027789951174463545,,-0.04755881229783823,,0.07208899190517895,-0.018018988948963203,-0.0918363090588771,-0.01879847162560553,0.006764747115629446,0.15621100078657768,,0.004701465427535322,,,,,,-0.026352724290621524,,0.0033154513248867664,0.11203192367591398
NPPC,0.07213317102017207,-0.011877120603849607,,-0.02253139947172771,0.1360380454925295,-0.0013893411155938447,-0.024482483462108063,0.024495802436182545,0.07053981900607349,-0.028538984563277057,-0.016219674606792404,,0.06916142194786269,0.06361796899426163,0.014490923119628728,-0.04508404521203704,-0.029634176871993236,0.09262909466357737,0.04339037033952918,,-0.04673476046347355,0.09649825290455165
LYZ,0.007274022499334272,0.026954785429411213,-0.037798774422524585,-0.00247220514170397,0.03863612256441527,-0.06271232564828179,0.05482948090600571,0.09541502539923141,-0.0028909989521123188,-0.004286189685339557,-0.17066068696756273,0.06315099699475524,-0.00755603971212834,-0.0956106450271664,0.01269529384795929,0.05881432796765208,0.023485074931572446,-0.0067522521493707105,-0.01864974099542709,0.03038417120932381,0.025869316177207176,0.019152242056083728
EREG,,,,-0.02245997583545771,,-0.047485936157133084,,,,,-0.03874138082738098,-0.017215381285843837,,,,-0.0013595601188894594,-0.042218978277434885,,0.03684674880174084,-0.024255615630759852,0.024216213239526076,
SPTAN1,0.12477157334232883,0.07570582472708536,-0.008668642482542122,0.03129774168919556,0.035253225318838545,0.078591821632323,0.04309292135095616,-0.09552621498819572,0.03328175458367592,-0.00785312996200172,0.2032772273636787,0.014246537497018246,-0.08693068169464592,0.0004682678843375033,-0.060748851459364615,-0.044086856101836595,0.03199395074639899,0.04047926506708884,0.04485466840886616,0.022885538401209337,0.04040174902513609,0.1607793488302471
PTH2,,,,,,,,,,,,,,,,,,,0.01820601041192664,,,
LIPC,0.008230222337033204,0.011074459459979808,-0.027748139234586237,,-0.006927588985141088,-0.02136132114507213,0.0010207142656536046,0.07938900859980193,-0.014241789082913,,-0.003689552576791251,-0.016918114263842512,0.03377457628391226,-0.03871231366661245,0.046894006575316935,,,0.13544907668153428,,0.04256520257569734,0.019786177116212274,
COL8A1,-0.05742037226146006,0.015217471379238904,-0.010634272511255018,-0.03425633046722133,0.001115382338905305,-0.052621691036257516,0.014524231962991511,0.056598257579605925,-0.014496766638583231,-0.026715503126359463,-0.019687144834818333,-0.07006033909667636,0.029644043758756646,-0.04847488457019146,-0.032050550124727455,0.04019199125967353,0.10724174789659971,0.08711548371960932,0.0004040351591872362,0.0031448475279323273,-0.019773495430082996,
GSTM2,-0.03791158084415358,0.011346687421763313,-0.0061459449031280875,0.05748654481378775,0.061598717820500665,0.0036941058975845107,-0.01804534536612239,0.09572709794322946,-0.01403456665321345,-0.013979704361748717,-0.06161864350314474,0.0666998643399266,-0.014344901169198591,-0.05518255207314918,-0.03977348369959064,0.008750691718281915,0.014236571435680207,0.032077440488641674,-0.03695349522941697,0.059259882132048004,0.008596067794870614,
IL4,,,,,,,,,,,,,,0.08116283494504817,,,,,,,,
SPX,0.0642160050860357,-0.01348460998270275,0.06312445768164737,,0.022043942006373683,0.12580770589364104,0.047694025844128414,-0.009544620911923103,0.015649487937725373,-0.0532640083750375,0.006671825081846674,,-0.05221390794451467,,,0.08817432440259003,0.011336620759995171,-0.06332329057908102,0.0004888232351567438,0.06207096399572322,0.040198249989189076,-0.02898085979709069
MFGE8,-0.12303788757564559,0.015874562709293164,0.015144938277916863,-0.03710916564231958,-0.015802767335635404,0.02061142170610256,0.023554624679567707,0.03633928483406371,0.015616378619890002,0.01625063520233437,0.04529677857189842,-0.05381075029038048,0.04230663620075782,-0.007521990565651103,-0.04448818138671528,0.004846130727625142,0.054778255945232064,0.03577593032822122,-0.05686544316939822,0.020792538541742015,0.052631043074944345,0.13870960140498106
TGFA,-0.07876945355855924,0.015085694069082826,0.06803139385155846,0.10077502435540571,-0.02159185570302068,-0.014915701728709091,0.03667480495703599,-0.009148851861361485,-0.003101693931994794,0.030229489337692247,-0.07287552783686295,-0.04078202072065505,0.08514440434262342,-0.07361354095454548,0.026234376511914455,-0.015978727300544983,0.03754101558866713,0.001829277831168316,0.019844654069671272,0.028308090831939314,0.02444564706250759,-0.04713976523648934
SLIT2,0.16799021698219965,0.023642146665707367,-0.03388650783234685,-0.021798679389702345,0.03275830084132189,0.0058602222537813276,-0.027384907558063856,-0.013068800609946677,0.003357535789954443,-0.002976461439068203,0.09321627260957917,-0.003029407273991028,-0.01228500906213499,0.08032491252444192,0.15172594712506846,0.02131116407167177,0.003099229221759125,-0.0343351309093506,-0.04846363087226921,0.060687503094420975,0.026886497018254074,0.13285481896627535
PLTP,0.013503967557423419,-0.0015016516600630837,0.004524948506624814,0.04570468125081818,0.018780514477400614,-0.07162116035482033,0.015106619785820305,0.08947243472785689,0.04597388201506994,0.004437074052469033,-0.17172696558889322,0.000142794155453265,0.021385454816591293,0.02596965939906362,-0.09629873529270655,0.09476213526738758,-0.08651905471661758,0.06898030204088622,-0.07362838412903545,-0.010329072096687533,-0.024809379013762213,-0.10206009703360154
APOD,0.07209882602843097,0.018749311939724136,0.022348952482018125,0.05244793297939212,0.0740911067371876,-0.07295526391779054,0.03434487637018019,0.05163520108863444,-0.0566058897656167,-0.015127293052397597,-0.18042726750874458,0.02498850260330341,0.009933768303175898,0.018825159189782642,0.007664268714286964,0.0757969610008381,0.11448743365992527,-0.0824568459042981,0.036853746333579976,-0.031423021254648256,0.03385756983692463,-0.042240152803914334
