,UKF251,UKF255,UKF260,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.06533171006656234,0.018309636790503476,-0.018700036444184755,0.09353499110938944,0.16806375305629762,0.2218430932566052,-0.006367048572951877,0.13131321771713417
NDP,-0.059477046184934886,0.021978626029186564,0.030414526673275193,0.03368796607202651,0.08519098657849608,0.08641004054148295,-0.03791101783965658,-0.02492949504878027
TNFSF18,0.0038948176461912785,,,,,,,0.12242750155561281
RTN4,-0.05065394506540263,0.09735774825704413,0.007386675148657333,-0.05015363360974563,-0.13391721223208994,-0.028134939684117365,-0.10328904015908616,-0.10970652341544868
HEBP1,-0.018640848971387534,0.030820943542545786,-0.01681277727459522,0.03299005091202941,-0.012959696699384049,0.04679207886908998,0.014515127571614422,0.044268720302342274
WNT7B,0.009651679013334797,0.15379923340268123,0.007022506121918368,0.029848602105995166,0.03419639765809834,-0.023738480652657133,-0.05031317891940354,0.053757442483421944
PTMA,0.014341626079393356,0.03876872294960033,-0.029164559449157416,0.2126320924280135,-0.10057705359195863,-0.10731122513223822,0.0599354008949993,0.08842981074636082
CEACAM1,0.010648106176031817,,-0.018762225391423196,,-0.0017825056550936724,-0.0006039581761857522,0.04948204185955098,
PDAP1,-0.053950827681814605,-0.025138410085108906,-0.01975674395070431,0.08439228847900265,-0.031319947519952616,-0.011436053588410133,-0.0624033681269951,-0.08999168780313277
QDPR,-0.018335143602910123,0.006478413576754737,-0.011571028445500857,0.10446239137115924,-0.014113361325188695,-0.06695329696896238,0.10781136796500633,-0.09892871725743285
POMC,0.004569799901059288,,0.06045047788383291,0.12139916320045055,0.026843283722897706,-0.03329729095003998,-0.04037925457281505,0.020507272138033415
CCL18,,,,0.12941180044855222,0.0397552776182526,0.15676307086609478,-0.06016093183585285,
CCL17,,,,,0.2667548962977573,0.2745786319502196,,
VEGFD,0.05004716254418296,,-0.01795063497186194,0.016459486646017246,,0.05704634197840193,,
TNFSF13,,,,,-0.017249370402919954,0.0072900023865897666,-0.03749876186204166,-0.012373760149058157
WNT5A,0.09989388394425125,0.0198156575583293,0.021174543595103016,0.10973607455832991,0.05168319195026991,0.17872771887339403,-0.01687267430549349,0.04865965933531206
