,MGH258,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.022166778296887117,,,,,,,,,,-0.022140135454384095,,,0.035224141206939535,,
BMP1,0.09658968881002351,-0.025551209255463437,0.01074816500486553,-0.034157823861774995,0.0008124787439453687,0.07126551822100778,0.08574926900479253,0.04202977521206292,0.02190874048749709,0.07768666309552777,0.04942602032609947,0.06722571335888587,0.007444157717540672,0.07324546869712255,-0.022177603031627028,-0.04508024708576525,0.03758384779003906,-0.008511380055796058,-0.03924147256773152,-0.014880557107509705,0.08881176397776255,0.0393405541473354
NDP,-0.0899497949488615,0.0228913830968565,-0.010427929799367908,0.04263462686233796,-0.03351039579896092,-0.020367678717321556,0.027696417661379823,0.04860134767712868,-0.01571182699946576,0.015101662625640203,-0.0052374602736098355,-0.03152325349786434,0.012151315739474046,0.12159013822885435,0.08939057170687073,0.012802256215653497,0.0173556562057536,0.02101143798646028,0.036679527145716095,0.13601494116734777,-0.010041432619639107,0.07082721267303219
TNFSF18,-0.026032248564533223,0.05553299751197566,,,,0.10972181017457425,0.11910592553125518,-0.018617220367183607,,,,-0.024507779611121796,-0.0027669361583565265,,,,0.05840860563815812,,-0.03164197713417035,0.034562280365967285,-0.04493871304506421,
IL36G,,,,,,,,,,,-0.02637987947374253,,,,,,,,,,,
RTN4,-0.07013264120890343,0.01835046214670513,-0.0186208962062384,0.019130587774588124,-0.04626520871926084,-0.04902814924580563,-0.10928018095096359,-0.012233769689915517,-0.013913950230539927,-0.00958011317622366,-0.033907642353900834,0.05689683658635051,0.05617236246558301,-0.00735854051000942,0.038312596806083475,-0.013702360554245617,0.05249581933058087,0.13472702117951427,0.07640943752618,-0.05043190945790602,0.0983657475964991,0.13005833371455866
HEBP1,0.06210971724965902,-0.056032718373137884,0.015209611612116718,0.051445875941096925,0.004677675514740684,-0.0068665911512115155,0.11814978292203285,0.02147713979461914,0.012049502963609978,-0.030254587561208267,-0.030670994495074808,-0.049270305189659136,-0.07068459888911782,0.01416531228296206,0.026893517010027946,0.042757267341995184,-0.023450251692275697,0.03004521061931928,0.07587596974582711,0.009610781812759076,0.03343289935540068,0.04119213427404181
WNT7B,-0.022933595632655453,0.052608402668899115,0.0020207838150326125,-0.021950354611342125,0.05374504238653475,-0.009926591776666592,-0.06969004027854743,-0.018242965296924436,,-0.021758060187544975,-0.028994527595871847,-0.02698067325997131,,0.056812270769849335,-0.025020553028521825,-0.0421339531982562,-0.013211743924722085,0.02827389930249899,-0.031641944323817,0.0016567738439228629,0.011641967267030914,0.049123395686311404
PTMA,0.04515046985979249,-0.0593423094380243,-0.07296431741514729,-0.02812125106405088,0.029719223255166773,0.036061788867693234,-0.015419056474459975,-0.051815782528135755,0.0015396858189439975,0.08029327357517056,0.06314736140987055,-0.01440787548124541,-0.08608683728270357,-0.027231781611877993,-0.043799604054194224,-0.013177802242138404,0.08694139509527349,0.021936936916957833,0.08156796297550561,-0.11863103567445746,0.02339582208193981,-0.017250973099495744
FASLG,-0.02293360211592419,,,,,,,,,,,,,,,,,,,-0.02341709723869262,,
CEACAM1,-0.031843507245673,0.08006186142556608,,-0.019984810546416695,-0.016402713288390783,,0.10640385777315291,-0.02928045238200621,,,,,-0.0150903999171624,0.09691980637196641,-0.013611713535115472,0.08327366161378535,-0.05462468557660825,-0.006844693518356881,,0.0474568989322889,,
PDAP1,-0.001055610145173721,0.06979174607271399,-0.08632165256541255,0.02901051713039141,-0.016923472661954007,0.028253760632045672,0.11583391904855678,0.031089590508441366,-0.010978581035751243,-0.00979556759930154,0.06881534510227072,0.04031116132475067,0.11069239256120049,0.03352913384723084,0.02712006713976011,-0.04882398584426775,0.007353364377945917,0.09945912838055311,-0.013305808165205218,-0.030674232795916443,-0.035095732663929305,0.008467538284633628
QDPR,0.03559436431055187,-0.003760227363527697,-0.037103833313191135,0.04561574994305795,-0.006606138047044783,0.007576719138188878,-0.11353603752033019,0.01576487610797659,0.005473991371521592,0.009474596257259923,0.05214431966744296,0.014794471033991563,-0.02935618621326275,-0.04281391693379026,0.034101672040801015,0.05076773928607183,0.02873309654803079,-0.012333576822568137,0.07466984436164283,0.010038616768147969,0.011330795267993438,0.10402076487014647
POMC,0.06605672186300049,0.001902208997833598,,-0.034264163588725846,0.0439061532273442,-0.03172317116623123,0.06680494370689265,-0.02160195029897226,-0.009209015662043992,0.012713000152433606,0.007824040912007654,-0.029076587140966816,-0.061742768632219495,-0.053862906081593005,0.12050059199700348,0.008102829066121633,-0.04311532980705919,-0.012493326437700547,,0.001295502696767219,-0.06017983567535991,-0.02813634777427258
CCL18,,,,,,,,,-0.0044173936506936426,0.04502501077481205,,,,-0.020254977600610315,0.03859417619661551,-0.029002766863169254,,-0.07428623091432447,,,,
CCL17,,,,-0.021326318434017867,,,,0.07217920746678369,,,-0.024098768823788135,,,,-0.020579457702112162,-0.04331062190345298,-0.016302957416989807,,,0.01877570422414663,,
VEGFD,,-0.0198304433321864,,-0.02375987379487926,-0.01569318738291085,,0.09033540911832197,-0.0013432367572533785,-0.04389275600756727,0.10070976346886851,0.05328119043220584,,-0.05313443568783426,,,-0.0010225165300762843,0.0011640757638990233,,,,,
TNFSF13,,,,-0.014710417158685143,,-0.011661298799191326,,,,,,,,,0.025596396415587225,-0.028859347807106583,-0.003194134972078179,0.00744453824862086,,0.11378220724939274,0.01480702274496027,
WNT5A,0.0005159591657917,-0.023125960188161602,0.0216401538485635,0.02234872752276698,-0.05188585945736874,0.07606602943225438,0.08053162884651861,0.054448253044534996,-0.03987641284209898,0.010538413134422917,0.02183989552640712,0.0472156979487974,-0.022137280123923197,0.07411459819177059,0.01439200065988064,0.0021250521390847855,0.01233757667437599,0.036229074633425305,0.11743292531777744,-0.009113544208785572,0.022667772029288092,0.0039163866184178985
CXCL8,,0.04976589252471001,0.022054924315763967,-0.03669937021581858,-0.03483941305616658,0.02833935967313021,-0.03358910141651693,0.0033235964128642942,-0.0011369994168136726,-0.005671757467458954,-0.07294293437606521,,-0.11592808312748283,-0.03566207707503678,-0.07175169378758481,-0.07581240817117166,-0.013752368032826534,-0.0393074521693026,0.017923990398359887,-0.02901251805547146,-0.05469376950368997,-0.05330983782443129
GRN,0.0037937007442649137,-0.03556505070357816,0.06838550384056313,0.00783471782617438,0.035411494816686595,-0.02152265711813493,0.118970643945139,-0.00619878599055278,0.00840165778365055,0.034496873944273955,-0.03492952937396982,-0.04226888656169933,0.012693334100223679,0.020502748121772385,0.053676538442261834,-0.05059388630570933,-0.008175498258521659,-0.06267117473305939,0.033588184631493594,-0.01621367519830356,0.05892494863468738,-0.00653954606396394
MIA,-0.030018107097177647,0.07673211295949928,0.008133264361027346,-0.023936192663815963,-0.0384178396676414,0.08224203390388328,0.10955936942958618,0.0457397375080878,,-0.0055926794326379824,0.01273123599474192,-0.01735708059568861,0.10288052687306015,-0.01645116739128121,0.042370855048919416,0.059262905201589604,-0.0025538595087072295,-0.08662192684664938,,0.05659127582625019,-0.016658985253534583,
COL4A4,-0.026559905694773085,-0.007802640802341002,-0.01390975650839818,0.006721123680371644,0.058416728576957976,-0.011095210606400176,0.013999607850789894,-0.012877638308556741,,,-0.02381924317763239,,0.003253331397848448,-0.025608620421186522,-0.045777142786648295,0.00457136642152371,-0.021378862511764483,-0.015234979050210557,,0.023321774302843334,0.010583797096312198,
TAC1,0.017729482081233375,0.0010621116944899197,-0.008408629352137636,-0.025729844434247324,-0.00783146327517954,0.0050281861571326095,-0.06315883481506582,0.019255385381496997,0.07727605578006172,,-0.04896643248064893,,,,,,,0.06835864307520273,0.14318744786793672,-0.02790237926978809,0.015055538367666325,0.09504349096409685
RARRES2,-0.03169848024482036,-0.03915673824009937,0.0870442998892612,-0.05419855780632651,0.041799973039135074,-0.021383574003889988,0.08678939789199253,-0.006275852524296815,0.006333492129147342,-0.061515440214817016,0.01326662471028283,0.040177240913488496,0.011325655941371249,0.02385115544376835,-0.03111125026308427,-0.12034188815693024,0.007813302258002962,-0.061610145409275965,-0.016270379605044665,0.033862140313049356,-0.02866599434223552,0.058870723703287824
FGF7,-0.011828131108897886,-0.02238232210664218,0.006095017441813106,0.025842765272161658,0.20146675729235236,-0.03180073948154377,0.010041935185633443,-0.007309541805122314,-0.005146275394121559,-0.041557181870200494,0.009401458130604216,-0.013465119491954248,0.0022693225383154407,0.09336657606802218,0.023335442444977095,0.05871790506193149,-0.01685074156528613,0.04204661686224881,-0.04093121927938122,0.00070412407408076,-0.031042196111327445,-0.05632434280354161
EFNA2,,,,,,,,,,,,,,,,-0.028515453727119937,,,,,,
HBEGF,-0.05679135282177016,0.03056291484041679,0.01633438168452438,-0.0014172937881132054,0.041409586701688754,0.021150614267363702,0.03793130724854417,0.0051915852595494725,0.01864819562127254,0.0025058181643872633,0.0312405203683682,0.00844139606680611,-0.01797862447731418,-0.03321362539046444,-0.0303972766917792,-0.01686177241808074,-0.000985885586048006,-0.06726868163862683,-0.04256892345999094,-0.08000957122334658,0.012089245921764916,0.07838608288796185
CSF3,,,-0.02207805551693967,-0.025419112066869472,0.03871806910900813,,0.010152253102005638,,,-0.011250249712490262,,,,,-0.044164834300073244,-0.10890214194318984,,-0.013743531945534158,-0.02843891531529374,0.03469144136740904,-0.02893651237656132,
PI3,,,-0.011780624595120116,-0.04386571315866806,-0.0033224438854876073,,0.0945667919834621,,,,,,,,-0.0651004804421932,-0.10221537769363322,-0.04129467131217966,-0.09784434621339792,,-0.04855177575541246,0.03471430451656398,
PCSK1N,0.015931487080819647,0.06497899973192069,0.03398736542854362,-0.021494317054373498,-0.002282304218337146,0.029755800944295658,-0.007898638339899185,0.03241514961526182,-0.023672960945213765,-0.013815099020073818,-0.043880788201756116,-0.002681752969215278,0.007178712018736159,-0.056312616392863474,0.011379433252415153,0.0036207025945509605,0.09805106978460744,0.05766615453859423,-0.05291463734452238,0.08164304245630229,0.05012970011443224,0.12176884499300736
NTS,,,,,0.0015253709366678941,-0.013544731227830883,-0.02840525225109763,0.052062261485391684,-0.03951757994940436,,,,,,0.039712137214748484,0.09225821534839512,,0.08132852499617456,,-0.007781780467724161,,
SFRP1,0.025261497481342373,-0.03651753446430387,,-0.018608037172459978,0.04256067138764714,0.026147545235397397,0.07267209440435096,0.022070876261460204,0.055175879051656544,-0.00687043852407447,0.04467553070457256,0.0006698464282816015,-0.010143241388598272,0.014745584108291231,0.049749132181471166,0.021401665236634334,0.016823404094066102,0.11433438054035126,0.06775716768407353,-0.03232331215582213,-0.014200143397517047,-0.09331687012757688
CXCL13,,0.004899986268850367,-0.016031280642474242,,0.003331283046346515,,,,,-0.00032052275433862044,,,,,-0.018091190297719828,-0.025355572350416807,,-0.009406195400549848,,,-0.04661879595035364,
MICA,0.01271002185274543,-0.01593097609963868,0.01617071246240051,-0.04073627953379939,0.011498498673505424,-0.028749136306076385,0.07251737819763972,0.05249526144826211,0.025802611761120114,0.023336761868666445,-0.05038773384170707,0.028695898271676328,0.005974997478936922,0.004833536569780624,0.06060014658527806,0.008604398620571238,0.016460559321954685,0.04184343379166844,-0.04730861531985327,-0.008795172172204586,0.024187192861003216,-0.011469235416057863
TG,-0.02655989970939607,-0.01882665590835469,,-0.020081020259377764,-0.028367943302212678,-0.01563419040787312,0.027203526457901212,-0.011113922990291314,,-0.015095160331399191,-0.02681658825397656,-0.03140786394250239,0.02476769932541432,0.07532854525267799,0.03818095267735773,-0.004837908932595967,,0.016302135517763373,,-0.04358016644972209,0.00021055870940598687,
ADA,-0.03497124085168877,0.017298863345702107,-0.00511303285196969,0.012845704473514368,-0.028248245704798853,0.01680293656835576,0.06901758083763597,-0.01002255458136328,0.09885311984377572,0.009748222446278477,0.13003544758983593,-0.0021725518882735927,-0.04387518262653715,0.034595239288739796,0.0042098826199621865,0.020199923098995484,-0.05023341181016575,0.019703147035304135,0.03491689311475315,-0.02175149407966341,0.02063353661706558,0.07769598846460282
LAMC3,0.08243208106869632,-0.03347883442402539,-0.041211910471876,-0.006532877460216489,0.01305982291375195,0.06343460645848689,0.08867481490565353,-0.0004416313630623619,-0.0075398454875025825,0.03464153621774721,-0.0276392054834117,0.03967127306865774,0.08719375077822167,0.025490020460201174,0.013735331760060504,0.05212435496098226,-0.06677412507667321,-0.0010772098131566989,0.015150659642685185,-0.019700976423382113,0.042156101338225435,-0.010625385598756585
CCL7,,,,-0.01451854556349556,0.007599508246406601,,,,,,,,,,0.02534692605355363,,,,,-0.023417088911852357,0.02045738478788348,
NGF,,,,0.013155938731205073,-0.025108381773403455,-0.014919211005130915,,,-0.039517605969108804,0.014570381563459937,,,-0.09389210896509975,-0.03010017551573908,0.000995313469342363,-0.028132158055042072,,-0.027091134815361673,,-0.025131133494617115,0.06592527357555049,
TNFSF15,,,,-0.016167110577919645,0.06581208953680395,0.06198171415037792,,,,0.014980200921872563,,-0.028950099882709048,-0.02827269655041949,0.016062236679640327,0.0684082226097398,,,0.04029545876269441,,-0.020272507383057855,-0.029430994868493168,
HMGB1,-0.05480093395108306,-0.040014691463309056,-0.0133852905275213,0.0030685974703720162,0.026487906586561423,0.03321225291008839,0.044512535252495315,-0.0014541456624899034,-0.02228569992158184,0.047273910476915204,0.05086978285207455,0.016933587672798314,-0.06389582042333529,0.022742205563298933,0.03076544237637138,-0.06798355863286933,-0.03355822716391517,0.022919250983454185,-0.0311577981403294,-0.005527898944351812,0.10570075937033838,-0.009173937940423935
ITGB3BP,-0.0667145145675262,0.013956463360858446,-0.06190889900421529,-0.030055086695579377,0.005992781176086,0.06263362196010118,0.10917236361227634,0.016646080627347595,0.034866262133792555,0.013603532959261174,0.04606406310894269,0.0019543183663784623,-0.04789335026070108,0.010848916818125864,0.08869532036433599,-0.026546711917254787,0.059364843109601106,-0.05229461077353917,0.026162951395422577,0.013239111272885913,-0.10260475512297525,0.11668352840512386
AANAT,,,,-0.014710418728699968,-0.01569318962320179,,-0.02084605258832681,0.004863926554307314,-0.021754702352348776,,-0.0003600208684300974,,,-0.021096408222029118,-0.0270587713615001,0.01480819467255146,-0.033844293320452606,,,-0.02477625661235443,0.023222719037176775,
RELN,-0.022018861019196017,-0.036692702840118434,-0.024863263875097116,0.04202736431982234,-0.028041337253603367,-0.014102380077113362,-0.05417237342310765,-0.020594403884154126,-0.01566664606201688,,0.08030006919040224,,-0.07937430665142299,,,,0.0028284740431885735,-0.034249735753463156,-0.05156035348854411,,0.015641419621136764,-0.08079417228315675
IL15,-0.007856320351252036,0.07570121935930722,,-0.051059425718846155,-0.04665080841578144,-0.012890036715770012,-0.0023837127541739165,0.052741060992200085,-0.053831682305299174,0.07851093882450562,-0.029981050198015384,0.008647419806151682,-0.060693434472541705,-0.03566217028104035,-0.0317602571592051,0.017437023932822152,-0.02956680065869314,-0.03413214662940411,-0.030078474860262747,0.013115758571607333,0.019081892184254195,
UTS2,,,,,,,0.04499907814817709,,,,,0.06644229287413513,,,0.1121436018637408,,,,,,,
BSG,-0.02018689667347006,-0.06865298436152217,-0.008750372495098496,0.019394630044974395,0.06658657953859243,0.06234099285064769,0.026671951103907666,-0.02062551067142361,-0.08135857101377474,-0.06294588857301793,-0.008694061352781475,-0.0279145414598601,0.09138998429692693,0.0068070649079714635,0.025171887182064406,-0.04376740190421043,0.010765452226878984,-0.11685521334676431,0.011337257138029947,0.008860356657035263,-0.02300612642010862,0.02684269342864706
ADAMTS3,0.017849303372283645,-0.011751113331184716,,-0.04582186155246877,-0.029012578592743178,-0.020762120223788448,0.03641403917598159,-0.027948375642729725,-0.007834781659884334,-0.04259292669070983,0.009635865132254902,0.028941148784142574,,-0.025260801142496552,0.006177812094412153,0.047617578231305115,0.025985298221479255,0.05101875426952704,-0.034581447670990126,0.03332843669481659,-0.0010073706649457459,
CD34,-0.028793789689187433,-0.0022539594864368685,0.009434819199936566,0.00529506306574072,0.027242903465121236,0.07499940953257718,0.07990355907382914,0.03963486189172033,-0.07541070928544046,0.06603406616593017,-0.03952685268349608,0.03589697620964818,0.08749383357793328,0.0007940770727862416,0.10697895193502485,0.005106979533715799,-0.0588686679864618,-0.013341608098789303,-0.0029632217220087833,-0.006717699487634388,-0.016330619221169834,0.0077261020122560715
