,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.017558166623951495,,,,,,,,,,,-0.012508377818819158,,-0.019967343321147375,
BMP1,0.06725517042722734,0.06747124029638109,-0.023243184562745937,-0.030665205876993784,-0.05397252725527317,0.1457479760072903,0.027428401784182595,-0.04357457412458024,0.08645980357362971,-0.09635128042805544,-0.08488483564552649,-0.0030704406399394858,0.08339482116548114,0.13466112055267684,0.08244590140392893,0.0042266902040273445,0.015270935490620167,0.031132475200737694,0.08714793674341949,0.056354238864903074
NDP,0.0344019194875916,-0.05665536467898412,-0.007047447751242792,-0.01781331583189063,-0.06501399959275812,0.03309468548957034,0.02273158007694804,0.04170196428818116,0.06363451423073321,0.0587550902547554,0.08244434653887033,0.12266306815138278,0.01496872874271055,0.08399748320616608,0.0385741113189183,0.08619437176642919,0.07761317037743953,0.052387088655415776,0.10784555424513934,0.022620650037975667
TNFSF18,-0.06810282625799445,0.00723068672116588,-0.05003209222847281,,,0.06854438728625653,-0.037425068595413016,,,,-0.03278540215304432,,0.1380621756456728,,,,0.054918630651411816,,0.019897888972041068,0.09267877063023822
RTN4,0.034832490038663205,-0.06803766834670345,-0.029708899493914174,-0.005947677892729412,-0.046648428530958845,-0.17870531554725821,0.003033251395355515,-0.06410593769879785,-0.13090809161383488,-0.07198747289601631,0.047675982793443726,0.11260260633624969,0.020634177146714536,-0.03373286280169973,-0.012044921652937848,0.0006605016243093397,0.032395453479700624,-0.030088421062989805,0.028544125360236997,-0.2145229013894442
HEBP1,0.08909179788567427,-0.027973982420236524,0.05495642520223867,-0.02915384463645563,-0.0085219840288533,0.11208415386855014,-0.009879935935711289,0.0690580856734949,0.05376443881888895,-0.04194618182106654,0.0013544036314492355,-0.03229532102877347,0.00230724826391771,0.03999786736593223,0.12078097661763847,0.04709803718947719,0.01933384542592274,0.035595673787879326,0.12283552845367374,-0.0040227732086078665
WNT7B,-0.016721769698713893,-0.017790505008955376,-0.006584494304267355,-0.031840205480958506,0.005948129460403747,-0.07143221151677644,-0.005486772577491198,-0.037762842443746336,,-0.08044491201272225,-0.036093527737887106,-0.02783946724082303,,0.04256159927069121,0.02920713692547074,-0.012164769547431058,0.051307057092625764,0.025714215022084284,-0.011878879494749616,0.028449383023997608
PTMA,-0.15469360916396901,0.03899959480102288,0.023768247638564825,-0.05774799360495035,0.005473309018829747,-0.09033442193706469,0.07506321628496196,-0.02507611941660684,0.17527346553780193,-0.06694763371791788,-0.04046644225880907,-0.03785843274411304,0.014472523909238063,-0.16397145852382944,-0.07803710165937253,-0.04081757943782053,-0.039613944997563905,0.07584821260634615,-0.052130380633744,0.0910644026962446
FASLG,,,,,,,,,,,,,,,,,,,0.026105582049487954,
CEACAM1,,0.0433316477277543,-0.01604061685671698,0.043006700295344626,-0.020719397433192736,0.11345405281066613,0.003736760978572161,,,,,0.26619222695070127,0.024985442452814845,0.0327198847443605,0.05671463735824963,-0.010633250661633118,-0.0007889580415697112,0.022908897869453604,-0.005863352534506938,
PDAP1,-0.01066756651030779,0.0700066222741069,0.04311868700788619,0.0041865367164306095,0.02950448459686479,0.1710919960749805,0.012382790795328275,0.0113696604481605,0.11222176771230834,0.048704118185077264,0.008295208554228795,0.042492666104204074,0.03700590479618934,0.0069059039843180035,0.038741405921989214,0.023261641725185495,-0.040597294393962535,-0.002004297166340869,0.01655895440116175,0.04857231952827987
QDPR,-0.017935242516437286,-0.016438092833403806,-0.015995660416982055,0.030979101186649278,-0.04912627602654339,-0.15870836591912446,0.056550851950727704,-0.01579105069345256,0.10369017497284871,0.0019083706609360472,0.06050096282673447,0.05425016183821389,0.10333799778427046,-0.08858175041429758,0.022502097391518677,0.020085156451195553,-0.01957815573553079,-0.01665505479827958,0.11728871710984937,-0.12580045872255224
