,UKF243,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916inf
TAC1,0.08939558173446191,-0.03814996295131228,0.1578198559488933,0.060252489377568455,0.08419523043219358,-0.024926778121607943,-0.06455862394274024,-0.025580433577013468,,,,0.05740693105621248
RARRES2,-0.012946954888709868,0.021392566199247183,-0.06167141295713816,0.0223608496684014,-0.09649319526151126,0.09982752049341134,-0.09250745905717248,0.01704322940761479,0.08606549335703965,0.1045223111711598,0.07089873752497865,0.02408828856552985
FGF7,-0.03618762236302616,-0.0213735438158646,0.030972005245288693,-0.012185551429096221,0.03338774998954616,0.010115089294728794,0.0019044557512208652,-0.02260872997344104,0.09036302248547223,-0.008495299361999145,0.0037667845359887417,-0.00690032889732956
HBEGF,-0.006071929819335288,0.06775358126260095,-0.07676439054406857,0.009959212632338094,-0.0815098178553866,0.03818019268714423,0.014591784503422387,0.023357360159083646,-0.020530429565286924,-0.0655027730441295,-0.026760655598476093,-0.06718360722442687
CSF3,-0.03277164081948277,,0.02449653425295224,,0.001756911499229582,,,,,,,
PI3,-0.03882289548998138,,-0.005098154953466476,,-0.0298571974592706,,,,,,-0.03228060583073219,
PCSK1N,0.1089723703175348,-0.0035828672961180754,-0.00011788383340943842,-0.015855478745676804,0.059849972169478814,-0.06324947803368594,-0.09840295161989142,-0.0005033093288731268,0.02819132624039375,0.043592693319621664,-0.038411223340350055,0.009079136176674487
NTS,,,-0.0595824533995713,-0.010127486466779204,-0.021027867067799463,0.055473650986662175,-0.031449938062255434,,,,,
SFRP1,0.18299505116609638,-0.009282815386759909,-0.02029126499485577,0.000928829313419519,0.07291022771121095,0.016014195489613966,0.010898161673646128,0.006286111955714856,0.004089575655144315,0.09129261849283782,-0.017801553781532094,-0.008844607592256857
CXCL13,,-0.009998018013505515,-0.020108902741193348,,,,,,,,,
MICA,-0.007319274930320017,0.027036203727028016,-0.004474945141387754,0.016323639862890437,-0.043893913295776,-0.010573045802293618,0.06474263647595459,0.023930492412605846,-0.01310382183736496,0.023588983530278173,-0.027555573610263003,0.014182373272187684
TG,-0.026124228473112812,-0.01797813261046811,-0.004516177658230457,-0.028698040737434483,0.018036671204380194,0.05184099682782886,,-0.011197116942808063,0.017974692478781383,-0.03481116281511891,,
ADA,-0.03863346609831017,0.02034716706009441,-0.021784730684250145,-0.00733024360297715,-0.061456478056561646,-0.012466704224478757,0.11772323758939796,0.010723278462897497,-0.05336203847878108,-0.048839746422929486,0.0738784403331105,0.04757177032226458
LAMC3,0.05019443882562702,-0.031969932836130206,0.0673686259393785,0.011141987409967665,-0.02492707766796886,0.0028828452078768444,0.021015394047481345,-0.06288365564656602,-0.019063590398340293,0.00998065406448144,0.02393300674653364,0.060528671415298975
CCL7,,,-0.026660692386281645,,,,,,,,,
NGF,-0.018880673859101683,,0.06192213569708161,0.028047597117165146,,,-0.014573762064288282,,-0.08539673589086336,-0.03177159559006695,,
TNFSF15,0.14478061006168297,,0.0730841693500016,0.010473339206918139,,,,,0.0024791513870058173,-0.03208662530556214,,
HMGB1,0.024842497389875335,-0.05622384689269341,0.02672502636676192,-0.013134617339237849,-0.07805582895279976,0.02766408117931864,0.013878412410863454,0.01600378535096662,0.005103727206688404,-0.02263364418674023,0.03818124440368093,0.062150274747739986
ITGB3BP,-0.017968863187522877,-0.04958256193379687,0.024470816392600323,-0.007393707556669643,-0.0667521661234943,0.03697766520654434,0.027844340687186296,0.04563251993400314,0.03150361769943617,0.06190494962178157,-0.045649500086817694,0.008858041576465575
AANAT,-0.016793263051678744,,-0.017786457575680262,,-0.007905082311531413,-0.022497896750706115,-0.029567586469573613,-0.028644763234512385,,-0.022267861862891692,-0.04699518427581706,
RELN,0.09233053682138587,-0.04218877813804815,0.05350054197124125,0.062425237434528894,0.016078493565631524,0.09246620518606584,0.039748656555415506,0.07775647812121346,-0.060398720720106235,,-0.019900991454160646,-0.014578393565043523
IL15,-0.03320263834639473,0.03626212639352896,-0.007509711533275485,0.025286667144819436,-0.01760988025054174,-0.012712803439189728,-0.04257066286562305,-0.026566693960590214,0.033149040836095,-0.0376424400396224,-0.031741319144678815,
UTS2,,,,,-0.0465855477569315,,,,,,,
BSG,0.017435846197677775,-0.06300019869832789,0.007406696423710473,0.015907661039820987,0.07877168251845405,0.0396655581294558,-0.10150763437163667,0.06466754461827551,0.06511374048880456,-0.0029702622576883615,-0.003879436075692715,0.05868508457605455
ADAMTS3,-0.04177917703699508,-0.03158888244007206,-0.053421757817154795,-0.027760417043388417,-0.07933848842991426,0.0006138942248097083,-0.035802389673375706,-0.004329226735298687,,-0.0011049413360604036,-0.03348809550295722,
CD34,-0.011871100393199493,-0.02146521724882451,-0.009324687921765783,0.03747498957121166,-0.06259810270647807,-0.019647836455406922,-0.01268649599646731,-0.025450540145468162,0.03268997799668434,0.020573890875200222,-0.062254525087557265,0.037364210116986804
CCL23,,,,,-0.01310180307714591,,,,,,,
PLAT,0.0576638695610208,-0.002042452913077128,0.022754780442474854,-0.048507746054950784,-0.06473441556866874,-0.015608198808271915,-0.02422134629340119,0.03382544611015613,0.06735721336849858,-0.008162215314514948,-0.06141463559250623,-0.03825412543794526
NTF3,,,,,,0.052999316503401075,,,,,,
LTA,,-0.013221175231361631,,,,,,0.00013662171362064597,,,,
CKLF,0.004224198863911415,0.023991758004131312,-0.03757915211991357,-0.032916918176613075,-0.023046590907514784,0.013442271022787763,-0.010278370720910717,0.01837691816144398,-0.04273616473418876,0.006062324063481647,0.018015009840011358,0.0010072855384194437
CD24,-0.04004566304872247,-0.006532078115461162,-0.047390669592277695,-0.01765988273832162,0.002877299054463457,0.051162392441530494,0.04964371800217067,0.024152527836325544,-0.027350112880402726,0.06102753311099701,0.04248640885374684,-0.043227128965378434
HSP90AA1,-0.0006969169518549566,0.019185449717729487,0.09466000327273398,0.029165736446060977,0.12417806108711231,0.024097211363142666,-0.07584161023721514,-0.03150401781905602,-0.07942220777375794,-0.01935416190274466,-0.03521193024659623,0.1105451413360484
BMP4,0.06734849758285771,-0.014015220770610662,-0.03451749412227677,0.005511969077392153,0.0500624881746097,0.01355288057532376,-0.022685195553357546,-0.022637569974537083,0.02668461311077717,0.07648731855026915,0.07121019497712854,
SCGB3A1,,,0.01345483036593124,0.043292562488313646,,0.10427528108787787,-0.04093295003199001,-0.01853789000419129,-0.016939410247710455,,,
IGFBP4,0.011820426883293314,-0.03108563806568135,-0.05435576041280368,-0.021268970920795972,-0.0368904339498434,0.019049140957812644,-0.00859563099335431,-0.0017452170592148614,0.01768037499430021,0.04436352358412143,-0.03506229053254531,0.022604920166299686
RSPO4,-0.023064678836851114,0.009595813736836444,-0.024446865586874107,,,0.010742907081219633,,0.02060713671344509,-0.04890751158770138,,,
LEFTY2,-0.038633486249587165,-0.013383551378868546,-0.02767505824355924,0.039497376421212586,-0.036709518289395934,0.006597740182817741,-0.03144995876995298,0.01130742132164366,,0.019867400719112728,-0.004309330366977924,
PF4,,0.09673872960385489,,,,,,,,,,
ANGPTL2,0.059754747480614094,-0.04111503461905856,-0.02353500316360943,-0.033437343082800344,-0.014337210333385062,-0.012180751712355877,0.10449522447778158,-0.019095077919573166,0.02109647529048037,0.04456547493280073,0.05769448479320581,0.022875494244668608
LRIG2,-0.017205515134889483,-0.047962569247356625,-0.02752844973459851,0.014498182925549588,-0.05584176120812821,0.04535399879026599,0.11685360875322809,0.019963533956516767,0.07062559103012686,-0.013032013797019723,0.027153583701401935,0.07199876405647043
ICOSLG,0.00348390995765834,0.07769295921896041,0.021995180638891557,0.005372738237699919,0.0052988898506858405,-0.02770899531450624,0.028939355182410847,0.0357230562832629,0.08375527972412247,0.01705116685740372,0.06621493408869861,-0.010441226735498582
WIF1,0.17682934512146606,,0.0649047439110985,0.05175478333869685,0.11735980235422466,0.006225053435131146,0.03363063451564259,0.041315537483558866,,,,0.056957647063674344
NPPC,-0.034110266414907234,,0.053143023752685065,-0.029939845402401147,-0.016432545948040493,-0.026373654395644968,-0.049759776572874864,0.06630779202690393,0.014341338369484424,-0.026663446409661513,-0.0208113813716942,0.02029239981702343
LYZ,0.04035111382522653,0.02692840720282866,-0.029937110961835118,0.0017840556506859221,-0.0482196261183308,0.11414305631192978,-0.000706687620652057,-0.04834570347918851,0.04308521188445705,-0.02569517934028632,-0.010538239875461222,-0.055412723193967305
EREG,,,0.01865169862214768,,,,0.036238111198117,,,,,
SPTAN1,0.0857015567957856,-0.05204933857164811,0.022844973196657962,0.026649227473744763,0.04843956625280457,-0.02979612331582576,-0.03512040655163384,-0.017477199410414253,0.005479861822147198,-0.0007252513570532141,-0.047627123304369474,-0.02676809299662915
LIPC,0.050238305303488086,-0.0181004587557656,0.006632462340345938,0.09047636494524083,-0.03610245099339816,,0.062048163820321627,0.08238366169371394,-0.01988337349456081,0.0006370225505433742,-0.03587130325548538,
COL8A1,-0.07967173018134688,-0.013575580204037955,-0.015639317033342443,-0.017528516328286496,0.019072279215472866,-0.011813790780557873,0.040196997889351216,0.05237942543672133,-0.04627361068293126,-0.0056775088110280906,0.0237069808595682,
GSTM2,-0.015451563996450656,-0.02635307089648797,-8.862847209268028e-05,0.01754083197282351,-0.031157136123249524,0.0034325060936178805,-0.008410619839241105,-0.020139094910632736,-0.024994332059684637,0.1175353977138665,-0.04253223661149619,
SPX,0.0010877517594427843,-0.017291358819564607,0.15228354091179222,0.07855707942618675,0.07206613410232972,-0.01588651539318911,-0.004319399887351419,0.02749386088883265,,0.07041547433132246,0.03808422218473635,0.013742661696169214
MFGE8,-0.0731120511590569,-0.04809640231926306,0.06148131070802464,-0.04129117157239428,-0.08293700062989562,0.014262265442011384,-0.06024787866346134,0.0060686785492965,0.042648867891275775,0.08353594146884655,-0.008779466535536972,0.1138630002961987
TGFA,-0.05754332683544973,0.04141478377997214,-0.05288065255307406,-0.005474696552492264,-0.011178735879078808,0.007449773450540245,-0.00037239340682417753,0.08604502996297267,0.051026460241014,-0.026300318068970457,-0.010773385438904206,-0.011198884403492163
SLIT2,0.1655577518658669,0.05222364337787744,0.020790377484803124,0.07903664980616323,0.07140672550989303,-0.031110245740213375,-0.03093812119527689,-0.022809407884657424,-0.054886368290040184,-0.030153999845360126,0.036445425179274384,0.04226756729894891
PLTP,-0.020703280204096286,0.024759600678536983,-0.06837097199713928,-0.04222354652557657,-0.08066777477383578,0.04830546210362003,0.03882793652151681,0.012227135422002877,-0.1260038905331021,-0.03218733141228794,0.022329521250593475,-0.05785432806191494
APOD,0.09651189288456136,-0.015267667248198112,-0.04168493760356905,-0.03215401685267836,-0.018481946592533906,0.05621243906383305,0.08934220366502292,0.03402026262331351,0.14957999909938197,0.022149552750892174,0.019811437590262878,0.042863655109887634
B2M,0.04508478896661767,0.04190122740695058,-0.0290844358774054,-0.0857224169720334,-0.06579415567291734,0.10326274619284645,0.06444489103428433,-0.04879239102659705,0.00754234656809198,-0.04574912313987575,-0.059084219807428895,-0.01320354020156364
OMG,0.1150407363044255,-0.012795548239780397,-0.008002881879390644,0.016371799501417737,-0.011851048241527598,-0.006149369693109696,0.12663617932982485,-0.02601403068733362,-0.12134311363783655,0.03049036332566932,0.06115092115575123,-0.013064466458584207
CXCL3,-0.043501294347491,-0.02472524862669358,-0.06169681085966581,,-0.03140320980145102,-0.006570126192036566,0.006338405345299707,-0.019132832880074096,,,-0.03309403139879505,
CXCL10,0.056445986697873714,0.009750560350140079,0.0058726526247688225,0.013447854643811924,-0.03673377436331231,0.015668109213858823,0.04233169557121486,-0.030404386859037767,-0.007460431311185716,-0.03596578412382187,-0.04458471942099425,
RSPO3,,,0.09978818859785366,0.016371399625911536,0.041319520552898954,-0.011648948268511053,-0.010715165232310944,-0.019993441610445147,,,,-0.04205540064856596
CORT,-0.004017679919991819,0.010543202851350348,0.23870256226048284,0.009557868656266278,0.023068574115352708,0.012624037750471807,0.05470742126388286,0.00012366273687982715,,,,0.1387890973964554
NCAN,0.07192309058122796,0.006156328899523818,0.12417271631609893,0.0075665499676021404,0.0038857029609072947,-0.011236438291648181,-0.05080558918202379,0.02679845122382854,-0.0036496872850050772,-0.061094669246315736,-0.03506501633111978,0.001919452821696713
PRG4,-0.03529223970973027,,0.08922731701913171,,-0.034022515729840525,,,-0.02337563828042838,,,,
ZG16B,,0.051874517586717545,,,-0.004499566728272393,,,,,-0.024754407304255464,,
TGM2,0.043939734422645364,-0.0003711507053212398,0.03214043965966174,0.03445834388634457,0.012745749872600201,0.044609070965373906,-0.03498154225915108,0.008672374504521288,-0.015815289166572783,-0.053270617252083846,-0.02756970278646988,0.036138046430778156
VEGFC,-0.025322886624797696,-0.01858245756102564,0.0035775578607404315,-0.017989470376088664,-0.02793561393825214,-0.001982763866073608,0.06398150468231242,-0.023855770614924224,-0.015904553754935356,-0.032086628166939746,0.07911207342151355,
WNT6,-0.03211616647607575,0.010320138163856305,-0.00784348100511751,-0.008631119381184932,-0.03345668916464009,,,-0.004078297307929483,,-0.023541444252605754,,
NRG4,-1.4120024395641447e-05,,-0.02413823654411433,0.05564301221627245,-0.0027119811185803886,-0.0245372093519269,-0.040728379032914416,-0.004097582352494651,-0.011909439632462309,,0.02769961481702743,
COL9A1,-0.03728635157099978,0.007807858340070701,-0.0004677501455191375,-0.0429274614938897,-0.01955586876658364,0.05475740673106386,-0.031904316961626905,-0.031712237495175884,0.04227629463416362,0.0584619554107,0.07619611948006551,-0.03307916655829162
GDF11,0.04740913977468117,-0.01291477544358365,0.03770912183175941,-0.04800522391419627,-0.013978067480142384,0.10471357853940441,0.034352990598460295,-0.013462064640578109,-0.034810287411205044,0.0819475347491711,-0.014808723707843823,-0.02182044219710263
SORBS1,-0.045111220582720477,0.026365579342633567,0.04008389128858582,0.020001580630488236,-0.019342404145154982,0.005135378960358454,0.10125063426216556,0.03471651564371084,-0.07157383177756138,0.02450871433173457,0.08763152801593393,-0.007057985614320455
DLL1,0.11641427783355071,-0.01869532262794358,0.03372248392307512,-0.011732012071430153,-0.03476617250807602,0.05066282490810047,0.06821030931014083,0.07272178476831347,0.0017159688366389465,0.0503606251482903,0.025122638006029197,0.06277799593517212
TLN1,-0.005193745757626278,0.01305872083926717,-0.0520897439961785,0.024251380966856625,-0.05885118768117746,-0.00046234614687585494,0.06086245217073535,0.035838226830697435,-0.035581959992683564,0.074657905720381,-0.000855586048990205,0.05189199973138055
COL2A1,-0.02449813414238015,,-0.015135897793922888,0.07207905137572282,0.05395775452718353,,,-0.01942375340157691,,,,
SHH,,,0.048704428788038344,0.05966409941773671,-0.008636140918788402,0.0698069129907195,,-0.0185378883838643,,,0.04130488380663978,
PON2,0.058614628403835724,-0.039877785150367134,-0.0543112623774914,-0.0266381429252902,-0.06516098379982337,0.015417903761274682,0.09214311280335329,0.031826013378933884,-0.043078756161690976,-0.05063000486693925,-0.023421137518844736,0.014300250731337382
ICAM5,0.2574593024150339,0.020093854771925566,0.1391137590813861,0.08870839965018804,-0.0225671516409253,-0.015436972902421381,-0.08487491112340743,0.07957896926752418,,,,0.002767217705364649
HPX,-0.024156535718051073,,0.03266082819297946,0.035428985738155075,-0.04572963153406172,0.042715630467068305,,0.020340962596273295,0.10958116101440328,0.06113994765613656,0.01952098465087388,
SFRP2,0.058850256576335275,,,-0.030318521906372194,0.023707921909916923,0.022875222512731167,-0.06740177098751458,-0.026071289892953896,,0.01213608259293337,-0.023020310975737878,0.07713728234333285
CFC1,,,,0.0513192384428596,,,-0.03323295243512907,,,,,
CD70,,,,,,,,,-0.004278324676751049,,,
HP,0.0377694702084859,,-0.0018844767080049372,,-0.07332279224075663,0.025351705255883844,-0.04100936725802003,0.037899350970286974,0.028619203224558954,0.013989207897069698,0.1039287944031132,
CXCL2,0.0909787134276829,-0.003358844974470802,0.002431746790690115,0.04047020901628641,-0.09126128580883978,0.11739562161353773,-0.051345829604235046,0.013094296115263816,0.07773894133261329,,-0.028951413028184214,0.09535788390677198
NPPB,,,,,,,,-0.023855772350022834,,,,
CCK,0.07868971908812222,0.025896992357822092,0.11327329764041658,0.07216030884321714,0.02840184044797381,-0.05848760161698825,-0.0905668537329987,-0.00641683334159017,,-0.030809919556407987,-0.0467592989012826,0.066503884612112
SEMA6A,0.028910211153734124,0.010884282353285668,-0.003252417425193732,-0.01091395296334137,-0.08077685977347315,0.015092341793996277,0.08799558645279736,0.06751412149217607,-0.003570148858938636,-0.014344754851325497,0.014583257722303697,0.0004339972919512734
IRAK4,-0.057910686172473254,-0.010040088161448994,-0.031765609223332464,-0.005249177327147409,-0.04715199424794429,-0.02390379916685097,0.026334456321252857,0.013649612297386529,0.08537045140816256,0.005989519424669568,-0.02956775338667701,0.05591067644496504
GSTP1,0.02533723563782421,0.05668078726429863,-0.04103469184137732,-0.037940545803880996,-0.03213609381490648,0.06237495434017349,0.08619066450426079,-0.023676719175320143,0.06768529586272219,0.03961841708678206,0.05293528797081337,-0.059439262107188175
VCAM1,-0.1100220723193398,-0.02030971009288655,-0.06854820695510726,-0.00847664045689639,-0.06280077438601239,0.032143205009341036,0.02647913149643618,0.008045829062080135,-0.0757496666035443,0.05245576747509322,0.1378791087127068,0.10139642806187488
NXPH3,0.042284390028689105,0.005882652563835365,0.026680667146343474,0.013953621181801127,-0.06006162449451315,-0.016040258135449015,-0.023215233337457696,0.015210968709072535,-0.01755673947850479,0.03744262641926596,-0.01719913925590422,0.008463209288752152
MTMR4,0.023353661255589714,-0.015745768367365156,0.013268119683542154,0.014591079216047003,0.08007886628325302,-0.004587291591284438,-0.06632361216910139,0.006265572020745625,0.04929399898351868,0.06329342666987643,-0.003471502892708602,-0.010658975015616167
LAMC2,-0.021856547778993735,,,-0.021214427542355727,,,,,-0.052603445962923885,,-0.03388946195029563,
IL10,-0.017996852577921704,-0.019169551392975145,-0.030689020884983202,,0.054299968214281416,,0.0315250166151856,-0.02135430784404856,-0.0916145642798217,0.04377051412677663,0.09699117578426367,
SEMA4D,0.06912492178072237,0.0018803760977371777,-0.019895333042683903,-0.04049848636822061,0.03264972835918248,-0.022770546323329408,0.1799226844756017,0.08681625474937471,0.002028529543953271,-0.0783854893125383,0.05923155305025321,0.002907547933762114
TRH,0.02948868322192148,,0.13167926200281815,-0.029566344120265608,-0.05095526174502458,,0.02486785865161902,-0.03514949176042698,,,-0.017391246267442165,
SEMA6D,0.08316750818723079,-0.04950626277343852,0.05690340052889171,-0.056463771276876004,-0.0330467108040816,0.007156357757828461,0.05466869587776357,-0.021809491545164313,-0.04032878481492785,0.06860623503858342,0.03544286357945246,0.08036819370329547
CEL,,,0.02085035356085066,,,,,,-0.031231446215365197,0.09372165915117738,0.02604204008314877,
PDCD1LG2,-0.04873738155982871,0.04772267590674256,-0.0331174545994189,0.009199337375194737,-0.020988901503264663,-0.001906772437444024,-0.050100845407970364,0.030987640048456045,-0.043284789939357075,0.006919873335447479,-0.08504724236391636,
SPINT1,0.037975678610192666,-0.02501525065619549,0.05456010373010885,-0.004459480979583664,-0.03044841294152455,0.05294361035055415,0.09711530592013627,0.06729590014522054,-0.04417836155390295,-0.011420397144195122,0.054146240010818865,
CTHRC1,0.09584207928955898,-0.02007683789427219,-0.0086754356883267,-0.04917751553058179,-0.024851680268863405,-0.03734003619588021,-0.004777018689003026,0.019719032369135903,-0.06181350976694034,0.012752601057547325,-0.0293247530220287,0.0008972358666101274
PODXL,0.12268034720452675,0.010247542705301883,-0.04278080376652349,-0.03997969374755376,-0.08536960422083759,0.058227604018697164,0.011404920855362457,0.03963437704672368,-0.0030670543688877936,-0.03298473781303908,-0.03159190803217143,0.032947014853405523
JAM3,-0.026208040291355497,0.004904130114642959,-0.013787782253915429,-0.055164714953274345,-0.07662278436699234,0.010892371477284854,0.09024543993885767,0.006723434944782966,0.005525493043311075,-0.04333026997067528,0.016519628073799187,-0.012297698616544343
TGFB2,-0.02539416717707037,-0.0579442481727821,0.12260842323947316,0.0379623067271951,-0.0479024531558143,-0.00796857555802259,0.03982060542337935,0.031989524908012754,-0.07545691527401452,0.053123577440190105,0.03967956957726308,0.03462398277962944
COL18A1,0.026182954414847914,-0.04280492733085486,0.013288829468555495,-0.06441203190972711,-0.03985907908973339,0.0942515618093587,-0.049337460473288776,0.0021477695603534627,-0.003030135155675313,0.01844859651627392,0.004542910190411414,0.10947526994231109
NODAL,,0.08853872512357182,0.008366840278747685,0.043438544327617325,0.0024853741858695487,,,-0.0327962873869887,0.01690352607981315,0.05403190359208273,-0.008502638432093432,
INHBB,-0.009465039560731286,0.027357719023025178,-0.030570422825297837,0.013531813458070141,-0.0284648387993553,0.06294423410434102,-0.0060441142976763946,-0.022674970637311397,0.0482674451008132,-0.006136465328979896,0.016382762334667355,-0.01922283705443645
LCN1,,,,,-0.013851200467376581,,,,,,,
ARF4,0.02146638409979108,-0.05448820806408811,-0.03294329055563309,-0.019949527610908416,0.05015718614684454,0.003489206960864251,-0.019180195290743527,0.020952822331725386,0.04254922948639091,-0.01120307458179095,0.016344566510497073,0.03838729218320755
CXCL14,0.09300597018559315,0.01666819852327736,0.15638823164394464,0.0413811224518322,0.0518509744932697,0.012212880276890398,-0.11618321925732235,0.010570378223336698,0.0023473189910148116,0.06753247055900098,0.030453118616679084,0.11509028279353213
LIF,-0.040844912821133963,-0.016312320154730567,-0.04190290200557509,-0.029459603054108285,-0.0447663086824441,-0.022497896750706115,-0.019739766948091198,0.028569121477282623,-0.07642641715014696,-0.04925096168433961,-0.000631088041570025,
IL17B,-0.026124240564738693,,,,-0.028778239162231944,,,,0.027272540779174077,,,
MMP1,,,-0.014894867729589275,,,,,,,,,
MATN1,-0.02058346680289122,,,0.00997228385243152,-0.01486903382035837,,,0.05227378780792339,-0.016222342973844516,,0.05956703242568583,
ADAM28,0.017990014253493655,-0.05274180075655978,-0.03821869740609136,0.0037668719353387585,-0.0509264862583065,-0.008362924963167831,0.015241377243203237,-0.00666823002755355,0.15424148137053995,0.01801866758200882,0.004980546869736063,-0.053959024116793874
TCN2,0.06440999815729431,0.011488206007780527,0.041521766486412766,-0.022294996856327538,-0.05312355616004024,0.008704464844338523,-0.02585654030820153,-0.02056027154537455,0.0389012381667316,-0.028503154226184192,-0.021805053255494828,-0.06602834404981364
THPO,,,,-0.030865780025055897,0.01840457732762338,-0.023411198029778736,-0.044884014124419155,-0.019423753215638946,0.058350419401734244,0.0019307168770374978,,
CUBN,0.005207033626102977,0.037852850621157036,-0.017686114412707604,-0.0066470494325999545,-0.016982139763479256,0.024834839771500215,-0.01835652044870735,-0.009990284238602962,-0.07111176904036619,0.06075084140150182,-0.05810058326189315,
TIMP3,-0.0029117081030549203,-0.005255978937692218,0.0665847583422581,-0.02299321358930367,-0.06230817767071521,0.07985326299338819,-0.020969925868999505,-0.060097255314008,-0.04746952624457577,-0.01473411198543821,0.05094517613651726,0.052474989216799835
PIGF,-0.005155068114935432,-0.025081823347181714,-0.011504929307889546,-0.03923155155534847,-0.03355332798093703,0.019618394246784777,-0.011008064223024035,-0.02267388690929137,-0.06570614616933976,0.0064324504315262255,-0.0008122031564808081,-0.03190282453213473
CRH,,0.003505309703245549,0.03281805652936475,0.0074300062967252905,0.01757438349736913,0.02726819720094129,-0.03850406323148554,0.023861299499564063,,,-0.057779906663033294,0.013688847480523993
BDNF,0.042832290331283156,-0.014471882175815309,0.046661775221419004,0.0203740656697494,0.10740939669891142,0.05616271839559326,-0.044550602295620086,0.025980420769189588,,,-0.006653241454822128,0.044001811484390016
