,UKF255,UKF259,UKF296,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.018807323262686113,
BMP1,0.03520442901800774,-0.057907322965682795,0.06016654902118334,0.03896682547189224,0.08056703746853947,0.0843127913328728
NDP,0.05371449182997572,-0.01915266316813821,-0.02810956008259453,0.03648645351257277,0.025172078236468724,0.04719722904146362
TNFSF18,,,,,0.020760451877683897,-0.008156479137150152
RTN4,-0.013607165190556585,-0.03027408633751029,-0.014742792827845663,-0.025384017524330907,-0.008652990767693571,-0.020315294700598455
HEBP1,0.09489611551672072,0.036065919507730804,-0.0009194719165810022,0.01601459635117075,-0.01185534210299258,0.05869594795472759
WNT7B,-0.03255377200932156,-0.017651459810242572,-0.012182918281045004,-0.020366673885378588,-0.01834491663411323,-0.0002259455282632041
PTMA,-0.031780424871051954,0.014875156858747065,0.047533854546068274,-0.04620621386543754,0.004527933621910006,-0.010728000892416061
FASLG,,,,,0.08527338969483152,
CEACAM1,,0.03614295837044151,,-0.01351765766452986,-0.004655481123950689,
PDAP1,0.0637181068132135,-0.0025927870332635235,0.019435050548000977,-0.06579386704388554,-0.029458392470628272,-0.014168676528424566
QDPR,0.00433300570616746,-0.0038993663345579478,-0.011700935367427385,0.029509679991058576,0.05065754359504601,-0.0063737027336219785
POMC,,0.013720870191687497,0.015416609418144331,-0.02211311218353496,0.035907739411869845,-0.03923194297893883
CCL18,,,,-0.021062280285949784,,
CCL17,,-0.023170995519782987,-0.01507903761932941,,0.09549435676776,
VEGFD,,-0.014787790385487092,-0.011060656450996832,,,
TNFSF13,,-0.015982834127353657,,-0.015179423569579693,0.06259017682872184,0.006338203833498524
WNT5A,0.02517049794233056,0.04583223351690407,0.026217384544514267,0.038808974705775295,0.05549411987176294,0.0036495899268028883
CXCL8,0.026200552159974036,0.039858347780088274,-0.010300164220499501,0.0029425532509820642,0.02153573908401515,0.05706206573654527
GRN,-0.02940178634336179,0.024209028974377288,0.02098296916122856,0.017307990565667637,0.06661189838694724,0.0010620536727700533
MIA,0.009085269596930293,0.10319164939834055,0.1239847039847993,0.11132068588983604,-0.04479800724111941,-0.022088988289673227
COL4A4,-0.0019662723947518777,0.00216657289405079,-0.021132000777560847,0.0020123742931232014,-0.005137804107014704,0.07748362923239155
