,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.006916279130153842,,,,,,,,,0.005900310788105761,,,-0.02271836721518794,
BMP1,-0.017255118967853277,0.0694045429547225,-0.01238374184876973,0.05923599133422288,0.01598452258603466,-0.01513165952033701,0.002390385614813856,0.13242658463373702,0.05759404117567142,0.02218152579983761,0.025534999554123822,-0.06690316465938805,0.042401244791204405,0.0821792251573022,0.027206163164260798,0.02746300070185632,0.026154340632427737,-0.029804905538893055,-0.05282600860140252,-0.0068427596370181235,0.07603347481599378,0.026487009918157323
NDP,0.012478247737986814,0.0053830217738487195,0.07965163484706725,0.04012059987483706,-0.02063770398873292,-0.01399145097577426,-0.035600855307591155,0.03030511075879216,0.0004173793142673756,-0.025515339752450617,0.048089516945639066,-0.025848975921550745,0.06686790488999181,-0.002550718126492797,0.0399559309636865,0.044256762431843504,0.054648062422839185,0.02180636175737615,0.08299956699050053,-0.020676769190470914,-0.0068849627263805275,-0.027157293475992297
TNFSF18,-0.0005075513289223172,0.08175088920423562,-0.030957400143847118,-0.0022169725319971982,,,,0.13105033547750228,0.012189867698732216,0.11053651781586617,,,,0.05326328308607496,,,,0.03349398379446032,,-0.031641964947488256,0.028981065943296695,-0.028558126030633353
IL36G,,,,,,,,,,,,,0.030789228756637105,,,,,,,,,
RTN4,-0.007461998176777064,-0.041260393319965644,-0.06221482229770747,-0.020444026696557278,-0.057701961933703354,0.018125982106933433,0.02611040221699741,-0.14980856833583608,-0.05094184593694733,-0.0417713254787199,0.023347781596176048,-0.0023031561826084603,-0.07649281132808282,0.06286318434603765,0.020419686746958148,0.004630023946517891,0.02692573823709507,-0.035312926911372805,0.08758694733265987,0.053665017679056806,-0.0006256882047245497,0.001182644921584264
HEBP1,-0.009455143493026775,-0.03886560600261478,-0.025081487368299866,0.01993381066091926,0.015414932717717373,0.013446675215201534,-0.012300399484934532,0.029926747497110783,-3.97429431316494e-05,0.05019251493784885,0.004085307755760454,-0.02109656939177987,-0.011595609703859278,-0.06698412938541766,0.036965134555836734,0.07913870071645555,0.03324562272210326,-0.03364723207854057,-0.004656592456031931,-0.007992179763450243,-0.003646921147142683,0.05357864578498825
WNT7B,-0.019083066340632195,0.00020021910082121007,-0.013828636309738466,-0.028838705494949345,-0.04217203619933672,0.025167257880885176,0.02078614294987635,0.00112224296181345,-0.035829860556491476,0.029350869769533987,-0.012332312690747553,,-0.036136026557959805,,-0.04460060441261613,0.10346133840438611,0.0013136446987376362,-0.0036813135806367586,0.11247063727380154,0.09655666990613726,0.030368162324959824,0.1031675712317949
PTMA,0.05833088003820924,0.036589338942535674,-0.02578806703342885,-0.023666518406552192,0.05269927465250287,-0.07329434681847229,-0.04685162536908976,0.19648890313057327,-0.005221355255619499,-0.06426199144321687,0.03840018558642208,-0.04536168627869784,0.05321419973525777,0.0035876271091640237,-0.11536501830795826,0.0009705788117052235,0.00826833064075687,-0.010176835933165011,0.04758917961097918,0.05441919227245272,0.039421620914519215,-0.040586970104373656
FASLG,-0.019083071735366164,,,,,,,,,,,,,,,,,,,,0.12404402028883314,
CEACAM1,0.14787864721495803,,-0.03628639425222769,-0.022131971936035763,,0.0028705035679270643,-0.021029419748298903,,0.00621802637650143,0.002177156034538627,,,,-0.029689434208408087,0.06705917569174273,-0.039964866195857436,0.0303968007076085,0.07815908581210258,-0.007451172357010745,,-0.027414710179399476,
PDAP1,0.03872096469836563,-0.030697942458108578,0.05858788381160948,0.051023205573609405,0.025560057794803824,0.013522457704659735,-0.03894144500578431,0.04521828885222582,0.031952012457239644,0.016900701294405934,-0.006912705121194983,-0.024105334961687958,0.0415647747298677,-0.0009459829105495504,0.07615186703039281,-0.07708423847250015,-0.03201964130847606,0.007553836880411309,0.07532875543449892,0.05178856530197585,-0.023871181992788,-0.0169776363686093
QDPR,0.0019103333602022469,0.029675671509599454,0.03596371572493673,-0.009937765645565453,0.04832408040341954,0.058250192348025344,0.013232473656626935,-0.007684186048066602,-0.05953491651225078,0.059359788022593514,0.02965223536830646,-0.00849759877209764,-0.010711426096251803,-0.008496467684871343,-0.035695590574536376,0.03718013301861178,0.04936124056759373,0.021297232311704925,0.008391517961306388,-0.003246640709154011,0.02387972102249969,-0.023003085402916727
POMC,-0.023789838926236217,0.023518335951873807,-0.008446436286223654,0.028314619405057584,,0.030012936213333577,-0.004610775093713383,0.032121521400414695,0.007301486532386248,-0.029791427884590684,0.07787953297653331,-0.08853154715539831,-0.014275862608904077,0.004376901146773562,-0.022453631962762868,0.02635254355152561,0.0982373036767414,0.019058089362975837,-0.0005638100769330532,,0.025017884395782505,0.04886744094889349
CCL18,,0.004938966343548336,-0.036863646944926026,,,,,,,,,0.03255756152627787,,,-0.02835961996126179,0.12500436585146874,0.055701379499763747,,-0.030918381845927868,,,
CCL17,,,,,,-0.03248860309693064,,,,0.03243171647574,0.003467500086173837,,-0.03003441761039516,,,-0.034633414906072524,-0.03930278840538832,-0.015462294960577737,,,0.09604738237877586,
VEGFD,,-0.04627550485952664,0.06068034132930858,-0.010299472365227484,,0.046179528398358045,-0.020119758168151078,,-0.03695311747705347,0.08195312378103092,-0.011196288998412855,-0.031245523387159375,0.09585845393306178,0.0056204390246236465,,,0.06324895176159942,0.015983963779935002,,,,
TNFSF13,,,0.007266456745297969,,,-0.02240991129985485,,-0.025154399020093372,,,,,,,,0.03900788178493002,-0.008145719565392296,0.07503828496966998,-0.004878901630476729,,-0.0005713326940153536,-0.031067167599193812
WNT5A,-0.04566638778225257,-0.014930869224498097,-0.05449358873376784,0.026461788359592273,-0.00963651255505059,0.02032639235366768,0.011312524283823646,0.1482313300875512,0.038808086409008215,0.011883985551823075,0.00012621345221129304,-0.023648542171401502,0.08307686336462314,0.10222924321494196,0.0983141862949806,-0.008779447737566797,0.03416206571670244,-0.04807123955022523,-0.030244105273912886,0.08041968500093026,0.041828966121461246,0.02188992731638757
CXCL8,,0.024731701589945438,-0.07428688992482808,0.036612409192351716,-0.010113689284243534,0.08751744651141884,0.005035940463482539,0.0479134587409253,-0.008000707827116033,0.006577517387448386,-0.010426471146152526,0.016019066284146878,-0.014292710728335453,0.0019151545219162265,-0.04993157597206108,-0.02806175891340123,-0.1069051309769315,-0.03876578427982294,-0.07684157614134164,-0.14422191887660282,-0.01805560242399249,0.06023112715011778
GRN,-0.03054380651735391,-0.055557749818250866,-0.03242428905695555,-0.024492982249506967,-0.01574854091935261,0.02313797447967587,0.045876906847245325,0.04442299950296781,0.07104299580015716,0.00712886433083829,-0.034310512069643424,-0.046406112980251484,-0.01546915263092452,0.061621452830329104,0.013469117430498272,-0.02908308118445708,0.01923206117299785,0.04589856408162317,-0.09354211253967457,0.06906496530875009,0.06598078246214002,-0.026422672141216224
MIA,-0.024978094945564147,0.16384632758725795,-0.026088121255707846,-0.016473683656005565,0.014409274359372382,0.007478141630046008,0.03044631117684531,0.04714891259049999,0.06875821788710423,0.042727010981653726,-0.012733420819186759,,-0.044084058125370036,-0.03492503834139076,0.042458212491079256,0.1377521844280176,0.01469017583181353,0.03184571921824714,-0.05932296123455007,,-0.025269949426505837,0.012029614663394847
COL4A4,-0.022100522329459187,0.05380445632111683,0.03269356173097335,0.016235424373463873,0.022408080661244088,-0.026089032222718654,0.013681229420431476,0.00729986843593739,-0.01760686056397938,-0.0420825050868324,-0.021391134320868723,,0.0888922568963871,-0.031604346760624596,0.002516299141992025,0.12962012737691564,0.025464051603226998,-0.03308002974257261,-0.028311416768994044,,0.016801942905436497,-0.003927476578565777
TAC1,0.005615372816047021,-0.01653557757549467,0.02011238048567502,0.0334307060194776,0.005016376975144389,0.03526882038086186,0.031455526866508085,-0.0670394976365606,-0.029265234684872982,-0.005714523590429588,0.05450158422003402,0.04576507332143888,-0.06152741092557754,,,,,,-0.02667452741632189,0.10176063091399364,0.01316798258203397,0.03287012950642587
RARRES2,0.02669886307262965,0.003274768197871106,0.08793724486235753,0.018201277117350527,0.03418402361218781,0.019023994493255456,0.014452634839574954,0.05977689099829209,0.046671945970694746,-0.09813763129459259,-0.0001035827784136719,-0.022801173326451943,0.0687619817366939,-0.10081885674425749,0.05377710721053122,0.033667101572479895,-0.028970335270231296,0.09634890981510315,-0.04891486663955537,-0.02840775413875571,0.001821531411817099,0.08912332262594207
FGF7,-0.000804801135012565,-0.06399288745437948,,-0.016925185118926833,0.07064260787426584,-0.004067256275685454,0.03231142266223066,0.08489629881233762,-0.02215984756595983,0.015529059863582776,0.0076156047967752384,0.013105835930563798,0.03356768004622057,0.010030827288257322,0.03146416162649166,-0.016368344585717728,0.02619305304635545,-0.049890637211239694,-0.00982425102922446,0.06471912172990188,0.0037285163229536875,-0.031177669454360988
EFNA2,,,,,,,,,,,,,,,,,-0.022211028101286355,,,,,
HBEGF,-0.004237550969635521,0.025335602703366763,-0.023335326694050078,0.0006878561064025059,0.07077547536389371,0.03489829491792063,-0.02188640795039285,0.049551415693465446,0.10329621326276163,0.013006247315744604,0.0011018623326368385,-0.03012623811952797,0.05910121542690014,0.0039502153885371824,0.022596219763636686,-0.0013328154144250685,-0.0015886311529397222,-0.0011700468933650242,-0.06113076069858942,-0.0008315078714321588,0.06637477288937625,0.03069545819978451
CSF3,,0.07101257816003556,,,0.05436824360596686,-0.015964720598530432,-0.06703373239846794,,-0.020216794848909203,,,,,,,-0.08553606918823847,-0.06452537160599553,,-0.019746167276278655,-0.028438904362248094,-0.018802908189842264,0.03382151736030242
