,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.007971876725849217,,,,,,,,,,0.01750304196158494,,,0.03894034243193675,,
BMP1,0.0027273858141963294,0.022146727890587196,-0.1203338209288029,-0.01048754783054687,-0.0661636658901597,0.018126464961870432,-0.023141770621966276,-0.03169309419815643,0.20235817830778702,-0.012618176920081919,0.03126443499774705,-0.000835926045917867,-0.12847310147742902,0.13123798451980576,0.09978061180329015,0.13993526398284292,0.12196279524241964,0.05542883351232738,0.07802462495382743,0.03808878651176834,0.059448101825296855,-0.017833707388378552,0.1541937216961087,-0.07296846609211856
NDP,-0.01208107841983203,0.12597071523590878,-0.028545194980285727,-0.015222181450283138,0.07695106190663462,0.1428854514988818,-0.00023803981725177692,-0.04989665745635523,0.09568181328846462,0.06834962214232979,0.017563226929134458,-0.06794443095201237,0.06518937233749092,0.13527620229106618,0.08708783775285592,-0.016898994757937814,0.0786300114595246,0.11493904084387803,0.062020537843075284,0.021265207279829394,0.0789135360468808,0.09813349339139678,0.04958576902404088,0.019856787156619128
TNFSF18,-0.007924901093985783,0.05714571969766223,0.07317405945476126,0.04812356638331849,,,,0.020805464383583182,0.026941344887558248,0.03993395748810073,,,,,-0.03013581127306907,,,,0.05503172248870805,,0.10250787306627193,0.06688192271473782,0.10833924792585797,
IL36G,,,,,,,,,,,,,,0.03156791863783006,,,,,,,,,,
RTN4,-0.06269004595311943,-0.06235385864357233,0.01792632357246402,0.001402078475252299,0.06913372495756177,-0.02324250809921721,-0.019349569635738875,0.017945189483957676,-0.26138918220832336,0.03274158112591832,0.0561587129389938,0.10681803821180719,-0.0554960464731691,-0.18281960805972042,-0.05400511419064981,-0.05859714030067639,-0.1387682714700314,-0.06632819374354797,-0.0898756051428512,0.02349889958627773,-0.15933801202335426,0.01476682306697064,-0.17378814034521023,-0.14828439957914727
HEBP1,0.0005210184424842334,-0.03323977499874196,0.04525076014142263,0.03942194743334132,0.08974038645165461,0.009499468810416167,0.0561751976363972,0.03320417108610141,0.10433023624555131,0.02858770783625091,0.04180897895812296,-0.03056618113492142,-0.08047107760189653,0.02906115834574023,-0.014962703224776323,0.045402701940351745,0.027934957541467593,0.08365695109393957,0.02112988266107232,-0.01969819894658043,-0.015776864075204455,0.0823823779428519,0.06240108916299786,0.04449875149159666
WNT7B,0.14986196772949398,0.09052105981327209,-0.060588296780339834,-0.05976401681275592,-0.07284873240549639,0.016595973291268797,0.16875576207137297,0.0038436534316281554,-0.13648998342588967,0.0043819624825637195,0.03357959125444032,,-0.001398196088259936,-0.009749466009381329,,0.0676799331788253,0.0027225716836472794,0.11211844997418172,-0.06912022515749473,-0.016192165164004818,0.041026183437207694,0.011766776225994965,0.10348646543391199,-0.008772064362642497
PTMA,-0.06388372282800367,-0.13693938607914657,0.039959849177821034,0.05113890140026876,-0.12254424332137508,-0.01847614483254429,0.0353590561476815,0.002552065086843936,-0.049184344110036596,-0.030368120209597334,-0.03861755178568678,-0.15429575866613848,-0.11112708350093674,0.2151927263692212,-0.1393541343495732,-0.16207219428194042,-0.13768171426376646,-0.08602079521542465,-0.16612731357235105,0.01974712713241633,-0.016255119272821878,-0.09311848094823393,0.05679753604691602,-0.02674193735273374
FASLG,-0.012930018053961878,,,,,,,,,,,,,,,,,,,,,-0.00024253342855690783,,
CEACAM1,0.07795504351946195,,-0.015048692109234157,-0.013372030903633172,,0.009368599089877921,-0.019429363708921347,,0.07813097590778044,0.06785348911686921,,,,,-0.013916755629154317,0.07962314094021514,-0.04643792394388956,0.05082994290050028,0.07031824343406122,0.010920019882389045,,0.02163442735729681,,
PDAP1,0.10379021349892543,0.07542787082085116,-0.009340665641020504,0.01931423479715058,-0.0007880038300710349,-0.039083857602852254,-0.03628691631892459,0.009205094783275813,0.17726573947279706,-0.030336015302380115,-0.02903313338496425,0.010545013170443762,0.027081927474236468,0.09309326190961952,-0.04727749906373567,0.0218741358057156,-0.08333220192667685,-0.03903500214509833,0.03859345714522553,-0.01855914915757298,0.04409907674645292,0.0803003786830835,0.03241934551606747,0.06301274514594371
QDPR,-0.11431982791309653,0.1303505303219066,0.05011860394450722,-0.017211089663250433,0.005583964373944147,0.018164324021149154,0.08656231129995368,-0.007852697470063364,-0.10678457332865096,-0.034818201173957085,0.005664556569755693,-0.13712645843548074,-0.04866917917190417,-0.030479263418485725,-0.1303945422412948,-0.09762165874909542,0.09745682793932936,0.12755059148703457,-0.19290469392486498,0.003985051233132259,-0.06399962004102125,0.05232693628065228,-0.13962980359928742,-0.01822814559815829
POMC,0.0025184581897807275,-0.00018583723057223983,-0.07032225678517537,0.04376340893130191,,-0.0160372759613027,0.01365715335238191,0.00863028886201502,-0.010848296398265544,-0.031082477881852182,-0.05754111138741449,-0.09814835688966372,0.0448960989889423,-0.052884781660974926,0.045536571505843865,0.06642033460722627,0.05179055975288056,0.05825115219419933,0.05667283079676222,0.007613706190825387,,0.08152157192619736,0.07224325696267876,0.038117134718597526
CCL18,,-0.031932275439947366,-0.002637021661104766,,,,,,,,,0.0068105940003306414,-0.02430024900939925,,,-0.004621636714276052,-0.02624595620577298,0.15042277735865972,,-0.05748876359647542,,,,
CCL17,,,,,,0.0068432887301658205,,,,0.043990920968833884,0.004825466373303886,,,0.017029226113063355,,,0.16015996281598174,0.0021188938696071204,0.03411250435213334,,,-0.030336458896242428,,
VEGFD,,-0.013822234508754494,-0.005490915582391648,-0.011708600331242934,,0.03867931849626003,0.029594154682554275,,0.10177739106498385,0.04769878457927639,-0.016549838813792676,-0.010553641883417302,0.018865453641259643,0.01338453630553883,0.05755064440590964,,,0.06572196204398147,0.011031988191978084,,,,,
TNFSF13,,,0.029326060198719448,,,-0.051563101931433125,,-0.02858194319980124,,,,,,,,,-0.03166567390452279,-0.026082597810843298,0.07401397961008192,0.005008198626548069,,0.007429131419935791,0.07037701238339063,
WNT5A,0.03183618642449266,0.05750000034514315,-0.013392127500352739,-0.003696288118568066,0.06412873880871627,0.04812073931308506,0.16433597888574,-0.006899131788359549,0.17413852756082887,0.04284104444723044,-0.038553756817964364,0.05961298691030279,0.011349435883386662,0.0679868771208831,0.007005052981614543,0.10433964022252681,0.04730895170234829,0.03662890229029079,0.0831816480956711,-0.014683642875487124,0.09462024719993872,0.03256572656013601,0.09093151336795599,-0.014941496611386763
CXCL8,,-0.20914898210997054,-0.007798360714173249,0.028513676779465067,0.04506995983916833,-0.10294518651414848,-0.193273987560045,0.05505713373223151,0.06545736362485836,-0.08347994402939582,-0.05685457791573729,-0.0014554947169934617,0.07792280742513652,-0.05966022324299854,-0.05524406385631041,-0.07515311840835358,0.036452342505383914,-0.0325777478697768,0.011283283055360518,-0.015117002864324483,-0.014363683529424682,0.0014242249798274763,0.03269120737327689,0.02198897960780347
GRN,-0.10683879417066913,-0.03935245029287402,-0.11429514505291317,-0.04208637239641308,-0.05039403196322879,-0.05131686443624613,0.00803876597046478,-0.03815781693906585,0.2009702414806585,0.0326851739808803,-0.0002104630960697049,-0.0889266717642363,0.03294117435826841,-0.06750984252742614,0.04237313362530588,0.019372931959560094,0.09829637287721776,-0.009520117801367519,0.14448784002100543,0.0082852946109473,0.04365655597175531,-0.09935015560299643,-0.0781254563361619,-0.07448272721467301
MIA,0.04810873061691673,0.04273257261184688,-0.034528125673868364,-0.03517811386776109,0.04027396962313891,0.026584670003690296,-0.020967386902549876,-0.0018506938630816249,0.045585546638316446,-0.026145347265144867,-0.021053560465074016,,0.0025778363377108346,-0.04141049934848706,-0.03497330433754878,0.06987393901571604,0.14108274780485625,0.0853035675631327,0.12002376925986652,-0.11833818914587779,,0.05868842085825615,0.09695818962827496,
COL4A4,0.02407927403631592,-0.02339806495546757,0.09149228388303007,0.021428127500214562,0.01124390641959737,0.09679696179786279,0.266600093729837,3.91850953782051e-05,0.014948737407947619,0.05646267525838918,-0.029861415505118484,,,0.043056661787619036,0.04388918891141581,-0.03878948110095984,0.10536447398707748,-0.0814259392955911,-0.05432359621120656,-0.014009424473670175,,0.06823473974231582,0.12177283037969079,
TAC1,0.030196347960610274,0.08259027375128229,0.01469779200135643,0.03238560651621124,-0.026376078865912908,0.0038778387505259467,-0.00031607683764744776,0.02182084695211509,-0.19018594500376607,0.024346041242826442,0.030325867712359903,0.1274138488362646,,-0.11702490903412933,,,,,,-0.006782765093955898,-0.047028528343634426,0.06700085379380319,-0.08621904113284141,-0.05889283739403942
RARRES2,0.09733161235995721,-0.04573487744874409,0.08371804242804094,-0.019199878860435903,0.05812252100930375,0.0777607696621291,-0.15116593285542362,-0.015313915327882708,0.21112266217526168,0.04406440465217861,0.03793084954599371,-0.011449653590443087,0.258565126064498,0.2265384893090025,0.014370851732721894,0.09810749633125491,0.053906376964584696,0.053974769877769495,0.025600551000029604,-0.029329585930131657,0.05634672055656012,0.12382939086641623,0.061904293710668246,0.004572909916191098
