,MGH258,UKF248,UKF259,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,0.053207273038203655,-0.047230431113581856,0.02490920957210496,-0.01424396312767537,-0.017666717919177573,0.022334174517804034,-0.003314881413645782,0.015693603136927272,-0.01977279590627057,-0.0004867129161580711,0.03861130430710022,0.04274286260512167,0.02223136702084142
QDPR,-0.10029566024773112,-0.021991954498197106,0.020393479630031613,0.017366076315783165,0.04260575431761531,0.02334167555777298,-0.10642032911326328,-0.008737358890994225,0.0634648444950087,-0.07682105472745358,-0.013480231722727507,0.08315345464843114,-0.08159080406478282
POMC,-0.06869277745295983,0.0434373892636543,-0.018305739434901106,0.021883127157368128,-0.008806590441638592,0.0906776368067752,-0.026266144326535353,0.01032950584357407,0.010955234148183716,0.031900454046840485,0.006997914839222281,0.02643099467420986,0.036926470420747176
CCL18,,-0.025033668616951006,,,,,-0.030245762259982253,-0.010093716839372971,0.005120248542160122,,-0.016382044488712437,,
CCL17,,,-0.02530378800669826,-0.01622350805732078,-0.03538317926364848,,,-0.02596480447668297,-0.04692663267012473,-0.03140870546863459,,-0.004178371710370094,
VEGFD,,0.03196832043237101,0.013084130048525166,-0.01728477563188458,0.021500041316092726,-0.02270807578605121,,,-0.03250751081884189,0.030942495383449065,,,
TNFSF13,,0.1293571620142117,-0.017453986651522466,,,,,0.002806880162440472,0.00027323451860711495,0.014044314085081817,-0.00937715848742139,0.02028718024413282,0.08398152741564528
WNT5A,0.02842439225507509,0.0804142078474643,-0.02414719801917701,0.0015231092766530073,0.009368274957973407,0.004610774544981945,0.008422631184186603,0.008667875288795389,0.07543881171887676,-0.010307107151750686,0.07553425561959937,0.045222890339531856,0.01590408764512909
CXCL8,,-0.05841082960190669,0.018914704114088313,-0.0023418350834203704,0.08299854322664184,-0.03056345851441319,-0.05325242644930029,-0.07368387472462504,-0.17186076695924396,0.030925686394233685,-0.051642255722527355,0.020097165758895513,-0.02333042182553471
GRN,-0.04537146907914408,0.04384148640461821,0.01472566527594038,0.011635236526283581,-0.06739062467303059,0.030623153780507912,0.08115124328064773,0.05503182452032496,0.00640480922928875,0.1085174813137033,0.004727455017639335,-0.05756156504570381,-0.06850577058276669
MIA,-0.027734403400376806,0.032621047695698735,0.01359463081482752,-0.03188751968974829,-0.029517197644740426,0.03492082364526401,-0.055099680878120116,0.08580970880053017,0.08796641116352671,0.09974801020849433,-0.008844937640201044,0.13799206937789885,0.08090702135826797
COL4A4,-0.0245392934481222,0.0509962630656775,0.12340672964209551,0.049278721245692596,-0.00046854701603922793,-0.02444284218758983,-0.038240093883984125,0.13267280113500313,-0.010352391408563857,-0.021918875921451596,0.04445526232258563,-0.06259807022623252,0.0049325724798931474
TAC1,-0.021188858591222385,0.016504673972903075,-0.03211140204309559,-0.07454236465601398,0.05614866627266648,,,,,,-0.008956910255883924,-0.019882844898356043,-0.09882475097154572
RARRES2,0.07010521857530586,0.01634293159145085,-0.03332801607415941,-0.012231027181541551,0.10538657115468834,-0.061731210813758146,0.00578849776966829,-0.04430384763724716,-0.06855886403494273,-0.04093623137259158,0.06927927854261248,0.027921393565992193,-0.008925833863656302
FGF7,0.02727152978690143,,0.003849535489104539,0.043983965305753124,0.02712660272533487,0.11587283651405914,-0.018160969147435334,0.005342923136295107,0.061533267354613175,-0.029700292082327075,0.004578154858058225,0.142784101515075,0.006337173872253353
EFNA2,,,,,,,,,0.024942656482136966,,,,
HBEGF,0.025219173705653092,0.00546326599604542,0.05112716025318801,0.021928070311931246,0.03645131614138774,-0.01707671005379742,0.11086701534152728,0.023392098052495085,0.010820844371713404,0.024127360378169687,-0.024236436416239474,-0.07681587186082317,0.03841574376765556
CSF3,,,-0.011409381592370033,,,,,-0.04168991069040351,-0.04020265570552253,,0.005309756111541269,-0.03483489308917324,0.007427338172514701
PI3,,-0.02633647484841547,-0.016742433470641832,,,,,-0.08778087092489047,-0.10190763167552061,0.04382491940069774,0.021460721321796106,-0.017318900377800067,-0.037237839988772184
PCSK1N,0.06452227637088659,0.03895175551869091,-0.04329973659318303,-0.01091974852355466,0.0033067716656435867,0.0076502420442249655,0.040102500839342414,0.03914009795227168,0.02240830073311742,0.01887511378773262,0.07167660800635027,0.12884574798094323,-0.08111580045405621
NTS,,,,-0.01934951826661116,0.012665972601008588,,,0.03927662833640617,-0.00168244739519982,,0.014873598361152667,0.10682222335034239,
SFRP1,-0.030830324476282204,0.05303642338616152,0.003607123931869118,0.019810586338420047,-0.01817114500189316,0.04310931935133232,-0.030913067415544223,0.04170109633808461,0.013483084262116543,-0.04767015548897938,0.025633982410025603,0.08708884271142674,-0.0001201479782718226
CXCL13,,,,,,,,0.01845905938580982,-0.052688236142848864,,0.041791131369831785,,-0.03350388493003155
MICA,-0.05234020728720256,-0.008372539550029078,-0.030365654818042227,-0.031394989848660335,0.01635998570456952,-0.05409711448463985,0.010406502559667173,-0.006190514100732601,0.08680090867673773,0.0759936735078713,0.034564258759005116,0.0026771747236181134,0.06468875126732412
TG,0.05138933887002846,0.03422159850209524,-0.02382623523012721,-0.016344570413531583,0.01967218021742465,-0.0337489359537299,0.03799006443528258,-0.009536595894672664,-0.009887279343651217,,-0.025981146295933573,0.03188753153599195,0.0064149202203718616
ADA,0.042668569912979855,0.01295832639562521,0.04241532434221087,0.010223652216459359,-0.041587264048452664,0.0258396942826709,0.0800520208815962,-0.003568322789027302,0.002057777129262802,0.08354090891405141,0.007165642679531023,0.04283330882733364,0.004600932879371052
LAMC3,-0.029524462390450177,0.029405984908168425,0.0271831595588382,0.06602268786307999,-0.05085887275762691,0.009894475698217366,0.022891811527291517,0.015571657787508639,0.03295780311515968,0.12432118689009586,0.007593197844034597,-0.06258400454632955,0.054315001088240125
CCL7,,-0.01592352802876096,-0.017226330003507696,,,,,-0.038915257006969385,,,,0.04086988399306964,-0.034185735889731894
NGF,,-0.027339906877531038,-0.03946992184929654,,,0.02586818647053117,0.016255958177487824,-0.035453894478040364,0.03882571355316327,,0.021440094105218886,-0.02162928276783259,0.016262252169121947
TNFSF15,,,-0.019182360987913632,,,-0.04312948141657045,-0.045392783201801234,-0.03793800577531678,,,-0.01960333483875912,0.038062912267509276,-0.016121373906138263
HMGB1,-0.06491181156051125,0.048778972346350834,0.0008944816608325295,-0.02411614394991592,-0.002367731431332915,-0.03627952824341855,-0.0005026701793776353,-0.013478920255193476,-0.010801238686551173,-0.026365781148830165,0.10317179414180386,0.020085932281298385,0.005450483050606194
ITGB3BP,0.007617681336818457,-0.0023631418495912563,-0.04666506248654138,0.013205177494967026,0.03348282405242328,0.04973192651743133,0.04702952227392762,-0.01457125714730777,-0.0451727062190588,0.11639672995571908,-0.0497149162799028,0.07370804826681243,0.03313531965792389
AANAT,,-0.008638599377805823,-0.017453988514353244,-0.014698767690855765,-0.02951719928656233,,-0.009880781833190475,0.019339388981777953,0.029396272179310165,0.048972421694628426,,0.07579627764314907,-0.0498269744794041
RELN,-0.020343720273442275,0.07582693687659312,-0.03029621532673258,0.0015057977157338276,0.062409708121247555,0.036215538166333855,,,,0.04125451134852747,-0.02367870402618867,,0.02130105291743783
IL15,-0.03935545653650818,-0.03684796642416338,0.000551248283282183,0.017042269496535513,0.04299338409032134,-0.014281160509309217,-0.0400865822608458,-0.02618266293777495,0.07515336335294735,0.04882608991684555,0.017992759083950403,0.07005089661703542,0.07387259964410767
UTS2,,,,,,,,0.033064692633373936,,,,,
BSG,0.08133988256069775,-0.010313322226530107,0.013976373954188128,0.017971990041159774,0.035514088443961,0.03558386927741761,0.006372716297042965,0.003612763620092911,-0.04991502028137732,0.13647367670413388,-0.008868152388554117,0.047719287846518216,0.09004027245498679
ADAMTS3,0.05522491839400511,0.043471950908399615,0.016539342537892156,0.06170073556500409,-0.00920400801159483,,0.0014631608504020001,0.04376718511051884,0.016678710264190825,0.03992416110723464,0.06684168131113982,0.0920568684516313,-0.01056664155833994
CD34,-0.04359814538484186,0.05514444072586553,0.02239239706601042,-0.012735182151741107,-0.006081723960367879,0.03518432584991362,0.01604225635047868,0.02286415519919127,0.06157070854004694,0.09257196348249372,0.10353255895768262,-0.03544721863645838,0.011414722990548234
PLAT,0.07058863599850505,0.05657962812932825,0.02635828591710695,0.033249113379832884,0.022181357918613222,0.021281463033601688,0.07028394405839529,0.10851822651709128,0.11068917014648096,0.11734349547992765,0.010689320326561976,0.017893121539851817,0.07080125003918787
NTF3,,,,,0.022059878861361182,,,0.08821982799165913,0.07864563377469154,,0.03640705936899983,,
LTA,,,0.04366429654130931,-0.014156445137456827,,,,,,,,0.04889783619733203,
CKLF,0.006965138441082635,0.06412591604159533,0.03305393458488074,0.05500971539659758,0.008614862463665605,-0.040122455250650155,0.035762095489087424,0.06792436724530275,0.0527810978793273,0.012297244714229777,-0.019827533969996036,0.0745133258480866,0.06965894771322313
CD24,-0.022073046699173746,0.022980684982497935,0.062015494279717406,0.004071355419661818,-0.00015609545027771998,0.020143651590751346,-0.00784392555747012,0.04798297925187729,0.05181198976614514,-0.00988504039006465,0.03220546964680638,0.017680686934977142,-0.08998595205788433
HSP90AA1,-0.0026097393112306253,-0.06106075197444989,0.04406326365449047,0.042220779567982786,0.03367110089777315,0.05899945402578224,0.041284244050434404,-0.08395296679221012,-0.16803837420506465,-0.005474179216689505,0.06209194723779051,-0.05674028395605191,-0.14734770647308965
BMP4,-0.025254489768299006,-0.013117034829083954,-0.006152375341453413,-0.009609033004734912,0.0389767864722635,-0.024103864944342388,0.02879688934163225,0.018324459290547997,0.028879297756988366,0.06420421448282958,0.024442629848511144,-0.012882911452803809,0.0313152352899105
SCGB3A1,,0.02605177713347949,,,-0.012996614731393219,0.03757414113200236,,-0.004916515665774364,0.0063962178341948495,,-0.02217245590629368,0.004677970057145367,0.009065280819380935
IGFBP4,0.09103292258288209,0.0024552475016647013,0.02396648189649768,-0.0008415461239718046,0.07016109606332467,0.14403407794647866,0.05884397885926025,0.024571591582428772,-0.01904156415207261,0.1264481530876237,-0.014897633763135461,-0.06628688390261632,-0.0011990508614244015
RSPO4,,,0.002023086917128871,0.06797957767148312,0.04472347525031844,0.03929054912127557,,,,,-0.013485357522809101,0.08953629662676618,0.015728467228480893
LEFTY2,-0.024296661147740012,0.03349737774283321,-0.017196118489067855,0.003788585460897867,-0.027301008280820445,,0.12506947299681515,-0.03303464639406559,0.1778369432900599,0.09226612537037021,-0.037284509809151004,0.023487280516614976,0.02770170727832691
PF4,,-0.016518102577915365,-0.015029633549123,,,,,,-0.028318518745355382,,,0.12636794282794725,0.06820091041644356
ANGPTL2,-0.020402571761041963,0.033959790927769844,-0.007245195612483435,0.008790249592930734,-0.009184958092663092,0.015541359068571603,0.015626603430142844,0.0925437267637721,0.07372860050422515,-0.047799079856513195,0.042155974177537484,0.003199107255043789,0.03538355520293448
LRIG2,0.0249245390112048,-0.009311774006462091,-0.017272758373159953,0.01732473858763082,0.01674616244527372,-0.08636926631935256,0.07645494539157262,0.0846723924845712,0.07205875810127184,-0.005084943184420612,-0.007143563999234986,0.10175858161057356,0.0737074536310509
ICOSLG,0.0076870368049817145,0.09748504819658035,-0.010162308902340263,-0.04134235259002258,-0.002493015541803322,0.028983221731072806,0.04402986763569143,0.02274095202546109,0.08293226516115014,0.09027845314622196,0.06503095074046007,0.11100884037351229,0.06480701733583792
WIF1,,0.027099044438773652,,-0.01270550198090046,-0.027408388224309153,,,,,,-0.025486211091512858,,-0.03155115031427494
NPPC,0.05270328350552978,0.06570737264969681,-0.02331466803889574,-0.024784397359776274,0.015877597841456068,0.025122059021619052,-0.037720640009992056,-0.018964105256495837,0.020566496913815086,-0.024523162330417774,0.01856185936130916,,0.021437583403744513
LYZ,-0.01805367154165634,0.014956193874656978,0.012629385722022483,-0.01021861481003018,0.0007579586879494326,0.05064268634453353,0.006499957998018341,0.06252310519160469,0.0659564587329695,0.0192176268254727,0.002800066109879361,-0.034177584021855924,-0.08748986543516346
EREG,,,,,,,,-0.0013609278954807384,-0.03187776394008427,,-0.03414760410088583,0.003166415833601101,-0.0030625722956547836
SPTAN1,0.02993258741246006,0.062162513438065316,-0.010761952923954087,-0.0157145767241784,0.005484005657641129,0.008381657674634656,0.07398697031873198,0.013243928090940858,0.08487817660000077,0.031232310526905845,-0.013315570613692427,0.06111363937641714,0.013280068200062639
PTH2,,,,,,,,,,,-0.016306904023019184,,
LIPC,-0.015762452054550173,-0.003272810453864083,-0.02700937085509286,-0.030782634391757893,,0.010579788262938513,0.05130920974248016,,,-0.0018214791022467998,,0.01347639224066897,0.0786523764499601
COL8A1,-0.04186096591136646,0.02625741892484755,-0.04795386817983349,-0.013555606718227777,0.012938862361716817,-0.013226143911983273,0.01943709454025699,0.039852181046897646,0.039994059529443064,0.11047378308318713,-0.025791232380897654,0.04307039459687369,0.09653300565865429
GSTM2,0.0005083415822637179,0.058214394870695366,-0.004470310530719931,-0.03914578661128474,0.03887859749416436,0.04241282970253597,0.0049514910644438866,0.010810620241899936,0.1272814179600964,-0.035974684673867184,0.040236457223968625,0.050411855295500616,0.013752658200813605
SPX,0.03348949686659685,0.0006568560245341083,-0.022743789542171374,0.015040872927215494,0.052774249821600394,,-0.05282512564018905,-0.03923615472256015,0.11922713544698094,-0.10905572241173879,-0.03442964854707271,0.11045690393495673,0.0958625334260532
MFGE8,-0.01573117603709473,0.0272782072917491,-0.04711881131934551,0.05025262331055104,-0.0268009301794567,0.024101353709931248,0.09625031295570981,-0.027577051546809637,0.006510738270827601,0.11495298314387047,-0.05574916659383641,-0.0409210915885289,-0.009571252574511021
TGFA,-0.04238501602473765,0.028601094968371075,0.027178047699540495,-0.022917327384137917,0.0633894531141945,-0.03737534873837245,0.039758626311080646,0.006468829097042919,0.06914156807277004,-0.0013752581094124468,0.020561290074778464,0.038395687520575254,0.06519583402830398
SLIT2,-0.02525448572720192,0.019391386793441597,0.046024444357768195,-0.015675595849928024,-0.033729760157881934,0.052295185982536775,0.09337274294156084,-0.006380251690333892,0.07677218920208854,-0.002054009986226611,-0.021565911419408158,0.009586984728643421,-0.030454742453401847
PLTP,0.07527895652947873,0.03790706357340065,0.00375864145193238,-0.020901220742981355,0.011811785793330528,0.042354360593898695,-0.011153999068355389,0.048740253488102174,0.0047037448625212915,0.2123334564759636,-0.01671363743051727,0.037545303588589596,0.09425443451915376
APOD,-0.07649864894968945,-0.0023406746553844343,0.007645093351478993,0.02724469984348108,-0.018505386949120368,0.12343464210578045,-0.07322666239648255,0.06160284566549056,0.14543418298216093,-0.13584000397206858,-0.04985125532739917,-0.07527685375013257,-0.06598878654268768
B2M,0.04289295589757924,0.04243141715331763,0.01894762723780498,-0.010104346162131196,-0.003663652586471418,0.07010720996978287,0.01872941163332136,0.05755434110598905,0.0966011657096002,0.12943583694197713,-0.03698916992009578,-0.07802625111797336,-0.028901759431099943
OMG,-0.028807683131091503,0.0072134901325595965,0.06966460915614836,-0.03674171554374961,0.000928202980599937,-0.0337721205771581,-0.05556912131275188,0.0512172337785558,0.1494250287282958,-0.12940440129863015,-0.022564496665713838,0.10290814169328125,-0.019781978726082384
CXCL3,0.004238810912965867,-0.02216741175047132,-0.00014708420367520747,0.003671532963460938,0.0072392957254495405,,,-0.0836489176589297,-0.046762683867176184,0.02479141599114485,-0.05475047458366972,0.12619763584666666,-0.03296800391304046
CXCL10,0.08193446680729616,0.046863619509847576,0.03047035772529248,-0.011789445468272595,0.011771390476969549,0.0034450410582430894,-0.03661634453842127,-0.04018499520434737,0.01821952197370994,0.03413367699684669,-0.037462004850489006,0.004038966085113563,0.02482016509902734
RSPO3,,0.01005324546408522,0.03176685138097004,0.019425257387635786,0.005833710794676587,,,0.041179591005603144,0.03944144954624033,,-0.028149063545585995,0.07571607095124544,-0.0861147991017391
CORT,0.18474092320429353,-0.03894741333826331,-0.0007108966763311084,-0.0028514645209526024,0.018987674067882522,,,-0.04437369141475026,-0.02963389054703701,,0.06200275768463489,,
NCAN,-0.0827569756614765,0.08134981176404997,0.08288446651179747,0.024686330090126135,-0.023562282321831593,0.025665268135789832,0.053555640815165076,0.10685669590700232,0.1653395718510529,0.10007643043196891,-0.028957482424055134,0.12160119056090506,0.06401207025927998
PRG4,,-0.009994206489269929,0.06748753920692732,0.020059849922723413,,,,-0.04262297536887621,0.03622921195252379,,-0.03365865080152996,0.08705699354014242,-0.03726923404033055
ZG16B,,-0.022081125140245385,-0.01999326586042297,-0.0112485807623113,,,0.19287261483721171,,,,,-0.06044229995908724,0.019213147496119073
TGM2,0.07352026124767057,-0.05006725706463535,0.00046160995517285913,-0.0034878655040057292,-0.010933769996008435,0.16006555519842797,-0.022572831504063754,-0.0725366143914033,-0.03212798458906342,0.019286844126515837,0.04073143925436133,-0.034975357401276226,0.001403619732484262
VEGFC,0.014575535753853385,-0.030405587838144774,-0.030701937368262266,-0.02113501597948799,0.005689733758312758,0.16414350863624103,-0.013453596459663075,0.007018044030585283,0.06445534969858109,-0.01476316579082753,0.03212462134001237,-0.036592869437261755,-0.012162995109416225
WNT6,,-0.025692260453026222,-0.023826236219405137,-0.01343323658486358,,,-0.03330395967289778,-0.05809346881911478,0.03968573794450577,,-0.03638605381431563,0.006919129562254119,-0.04338635280431484
NRG4,,-0.014666128350312238,-0.006539950906740662,-0.009083194473043168,4.512589406270837e-05,-0.012571258333465563,,,,-0.00044163525329741387,0.014351200722849499,0.05513743604056288,-0.05694394993363313
PMCH,,-0.01690350219502661,0.013442809588041955,-0.01646480672270107,,,,0.004092657232108069,0.04091494670397586,,-0.020844816866022114,-0.024860235246043163,-0.017777512586300087
COL9A1,0.006850729665073248,0.05137354534440841,0.018024176161289148,-0.030147665578970986,0.030728457351195535,-0.04921947083612789,-0.053981792414644084,0.0772062176964157,0.13262443859189854,0.05851001797154646,-0.01990262575596798,0.13293891930304413,0.15733406726462706
GDF11,-0.020265970667868134,0.04434632298095236,0.0036012743910751803,-0.000888019968186965,0.10214647809876709,-0.06877108106017261,-0.040843893482859814,0.04377173785420798,0.0029067955307784978,0.027323767950494633,0.011116441929224043,-0.004018050161206168,0.021383116728178702
RAET1E,,,,,,,,,,,,-0.016645807592914324,
IL24,,,,,,,,-0.02949101625896698,-0.02786699436162499,,,,-0.0014906751497594272
SORBS1,-0.04209277549810915,0.05488509534829602,-0.015967740873046338,0.0028718346675267944,0.013677612226570305,-0.04313004371516637,0.04163389563262553,0.05625970737141793,0.038715159618611515,-0.0035582415387199464,-0.03021243231994731,0.042649770934377475,0.035714641615596225
DLL1,-0.03841346469246194,0.031363348938091354,0.04694262371818148,-0.02572565031853711,-0.01436415854369457,0.004613611772929699,0.016023442000190985,0.05235917242532677,0.1382939546672745,-0.018516662605285745,0.008102365476770498,0.09614404741076935,0.07332029185333405
TLN1,-0.014652381002908865,-0.005799310398531326,0.02219976473761937,-0.006074133168990093,-0.007469814553312038,0.07152325284186789,0.08401963070100389,-0.11921284974775846,-0.006248210649782237,0.07897828444039362,0.020646056663817688,-0.06772057162887193,0.02636312531312863
COL2A1,0.017888496790264698,0.007629346529944643,,,,,,0.021727570907147668,0.024712772271481047,,-0.02683181918776605,0.0794629008717872,-0.0405160097423374
SHH,,,0.04614579120291961,-0.0054442679076804005,-0.008331775919703686,,,-0.02305412888006211,0.00730786847403086,-0.009682598660144889,0.004075778843279366,0.10555937649232791,0.0035850278816877304
PON2,0.04036292710024984,0.02804461002061881,0.0542156956811015,0.05777694943624069,0.05332830856864669,0.005092987156854046,0.036356777838246174,0.05377972170624392,0.10704514121747867,0.05861075353586426,-0.06290162203580997,0.12094482735348791,0.2354580563967371
ICAM5,,0.01633289394165598,0.048941157980806456,0.014073308710815066,-0.0071545705456508195,,,-0.019739364566210994,-0.024806249906418,,0.03614176866933273,0.09536213795450223,-0.06076515403727079
HPX,-0.02618057403466837,-0.03135136035345417,-0.030386676081963014,-0.02207464258295712,-0.024898043758479597,0.014180995254601916,-0.0056898803233307975,-0.02833866314319601,0.014469021481058058,0.11608546489278689,0.06526694805756314,-0.007421699364700296,0.12461259519830338
SFRP2,,0.09593200358694265,-0.020387285389171287,0.02693266475142161,0.023797951411708554,,0.020430855785512556,0.042957546676173915,0.06343292257529327,-0.062128079978060496,0.045099829882652986,0.0527166684428136,0.019273179790841744
CFC1,,,,-0.014156445993003934,,,,,,,,,-0.03863343053505957
CD70,,0.02952225728536539,0.026128274593011026,-0.0264067284050999,,-0.02760453980423378,,0.02245867158271049,0.010540037589231459,,-0.02166609371334889,0.06586561524231942,-0.03833577343413285
HP,-0.02369099668721248,-0.012432035304527888,-0.029531488522047396,0.012265525634579675,-0.017907308528359395,0.037357113619879895,0.02807236070367854,-0.003447431989076783,0.0789413796204827,0.050632553496312065,-0.003176392609866004,0.033269089948036616,-0.03401517234446899
CXCL2,-0.007376883536437134,0.04049189815960204,0.001158513500468788,-0.023456837036758504,-0.026255328256886923,-0.05653341083006464,,-0.04343376018967334,0.026786907448642195,0.060273768528142424,0.010110188521506393,-0.008578691124266324,-0.029557752174896243
NPPB,,-0.020542890255312446,0.0339919073508647,-0.012395959835558665,,,,0.004538170235480532,-0.05530178050139619,,0.019465386025471692,-0.03823334752472475,
CCK,0.05023228163729774,0.01811308956701743,-0.016760625572077956,-0.05959591484046443,0.029902098307777524,,-0.043586634168303426,-0.025323057186019085,0.10547862053313574,-0.008171138376224863,0.039894774294073704,0.0175547465085264,-0.10778380257424419
SEMA6A,-0.012715747899733973,0.010418641651139217,0.015562891419543748,0.011958730157209767,0.033690862261848614,0.033375512157533274,0.07057445128470224,0.06589486820464116,0.0356970570873495,-0.0688223037849259,-0.018674600749613718,0.05805377244707891,0.07972132907311844
IRAK4,-0.036275203814551876,0.060684773715222295,0.025239518370250326,-0.020922283721328167,0.020314618773531152,0.0003993817278098983,0.06934582045664416,0.09821810124026792,0.09192722626798132,0.09236070333168638,0.027479175135223046,0.10268235763339162,0.05290858905807225
GSTP1,-0.010044586010359534,0.029435330962616017,0.07317933167513264,0.013315119174984711,0.011830056539153163,0.06586075319781118,-0.0445034687464858,0.07919017706063679,0.07667986324089854,-0.04222752034206017,0.06504019420224671,0.11906567581181714,0.175888464790413
VCAM1,0.031062626167112955,0.0608006323618428,0.005223312012489046,-0.0039510693243498,0.031096971753189685,0.006162008724408257,0.08452762982242051,-0.03749372087712049,-0.01197352779052191,0.10230480343335113,-0.006172436488608838,0.11626476197046132,-0.027289667045076973
NXPH3,0.05329103799140967,0.00797583631330412,0.0515777404633883,0.005801225882529107,0.0037175316808298886,0.09660684336779297,0.09814946185017803,0.04600413622442202,0.04990498086666106,0.028439272564631867,0.0033438126190337377,0.13656215283791934,0.036464391445870194
MTMR4,0.012559319643400528,0.04782242886219346,-0.01075454565686565,-0.008792521289343928,-0.024166333146451054,0.04814408229032629,0.0010751985602292387,-0.01352245454698777,0.10571789849180231,-0.03535462760286366,0.03764717093838246,0.058545095198851295,0.009965683055576963
LAMC2,,-0.01612402082080888,0.00433224077949974,-0.015605130487809109,,-0.03737605476987821,,-0.024581492514798804,-0.03659718292538505,-0.03434386965005295,-0.02023314609745344,-0.008717065213930333,0.04110397106164351
IL10,-0.02548885510830804,-0.03406828368631323,-0.032133153248882565,-0.00871711142805797,,0.04885627022518307,0.09408029471568896,-0.00628402865652564,0.1514712470011652,0.003069195737471735,-0.002427225550747782,0.036249602650386244,0.03422370241202391
SEMA4D,0.023437073118483465,-0.004660698627400641,-0.0060189910375962035,0.009912558027368368,-0.005573622990593213,-0.03568161008470663,-0.07958561942379769,0.08041621883838398,0.125359715352637,-0.07386035075866158,-0.04989398788264897,0.14421791620026148,0.02242537813601122
TRH,-0.022531781430063746,-0.03479937236284218,0.012700260274382069,-0.018130591829744677,,,,0.06401132105189872,0.08941140261988953,0.1556055072679887,0.06543451843047826,0.12191502148816286,-0.016455631430380924
SEMA6D,0.01702970145178125,0.051946362399323445,0.005599110782081816,0.05280772366042245,0.027095705581314473,-0.03718406031469041,0.08432600936955055,-0.00547316072742972,-0.017316176746809343,0.03677319494902264,-0.0035471507286208154,0.09426339354511164,0.13344766575473702
CEL,,,,,,0.009245417482929343,-0.01850027924884491,0.04621266434014177,0.09641218765794732,0.02430381214172091,-0.011918848299592598,0.06899317997946162,0.07993063329785405
PDCD1LG2,-0.0006699303827448691,0.029547816070471994,0.01544173873477961,0.03182113471776588,0.01255883597594884,0.03547877214858711,-0.018139810586165567,0.04362066488804973,0.048819715004424634,-0.07754665105635652,-0.02441152980280665,0.08677989684639137,0.027387531885300256
SPINT1,-0.013903470920536683,0.005189756357990163,0.007730614931861242,-0.02711050414195244,-0.012018875023808063,0.07737238003049686,0.07681615757627726,0.10542503041583201,0.0603520150476248,-0.021885353181624115,0.014924711292344841,0.02966102108545533,-0.008443936513236786
CTHRC1,0.02880641895496384,0.026825874962038504,0.036943665362996425,-0.02850097138000182,-0.03168170091659168,0.17470593958703579,-0.018409343687275037,-0.034435563398031915,0.11701376769492147,0.06402248545002617,0.044328537403706104,-0.021903883919158994,0.040395174777020496
PODXL,0.06545496082268273,0.05113503859408064,-0.0376139612108101,0.03554765592662139,0.02820532393763661,0.010022042502782024,0.0244443236085404,0.09240981509574996,0.10836256052263316,0.10367115225462133,0.04879609387548885,-0.0038361999788037323,0.061864334155468215
JAM3,-0.038344269685967936,-0.0072966433730493364,-0.011908720979440382,0.0069366557637121585,-0.009695617307689693,0.027675134302978053,0.015632016706614533,-0.01146423489916631,0.0004560252333876154,-0.038448192537395565,-0.009467232206035145,-0.09828172208801557,0.0628484186964812
