,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.037536653998865695,,,,,,,,,,,0.05838853790927801,,,0.04514884987478418,,
BMP1,0.07995835447372579,-0.01924091159484893,0.023460098619700796,-0.03416821149443473,0.10944438198157837,-0.009848523783796923,0.06703928800799643,0.10601124257128287,0.1807661063937845,0.035852334667190164,-0.0031022558572728082,-0.05322516106060251,0.016934823853413876,0.03500767301014507,0.1588304178559057,0.06654104667764243,0.059817029108602954,0.09931577784048998,-0.003136455498801479,0.006615750565214994,0.008975867939017517,0.07254176910868027,0.05686579616549838,0.03267425346313925,0.052365530911734105
NDP,0.0024665544295192823,-0.016124911081345072,-0.022857185279484032,0.010314795581764138,0.02490619564479131,0.010393456324344871,0.07018118075276443,0.02502023828503333,0.0279373724065163,0.020751309575437724,0.009442580085022606,0.028958817796277018,0.034313627106558116,0.029517634550936513,0.0779560321708369,0.045225445532511115,0.06531105683801848,0.04177154610571037,0.1078998565063275,0.03922625927125751,-0.0178801295872059,-0.00782821993750887,0.11118030184747218,0.019231628012542037,0.010529552045193333
TNFSF18,0.13818777657900796,-0.02817055101703123,-0.024385693505028207,-0.013256636185296109,,,,-0.02487023451342333,0.10507556105368554,0.034397224660658234,,,,,,0.11369522693198106,,,,0.02743602598954575,,-0.03505053404872435,0.04207635449110961,0.003961133340817363,
IL36G,,,,,,,,,,,,,,0.020657686144061972,,,,,,,,,,,
RTN4,0.020501400472772345,0.03003769728771551,-0.01621874751846829,0.002885568165342786,0.00404727701884055,0.08251994460886462,0.0239398773805912,-0.10389427929984825,-0.24408206389359513,0.010782798582363771,-0.061014962384105066,0.06669621668983658,-0.04135579305348317,-0.014041363298193476,-0.030913168744562212,-0.08688116367907445,0.002435190394237244,0.028033186744367094,-0.028176097833179533,0.03702828700078957,0.04008707895813896,0.13481296407429688,-0.00479567690279206,0.008363405674350186,0.0866994874572823
HEBP1,0.020088099227724806,0.045167003271195966,-0.011220183397715619,-0.011625349997729057,-0.02310063810716118,0.02265324814382375,-0.0021979778281380627,0.050250560799131455,0.08058260142211698,0.04928981270181804,-0.01269181597224575,0.014398021497165936,0.04422274397720812,0.07691269388328956,0.05859816087830176,-0.034319988660333825,0.01938885880702703,0.0026679583415060233,0.05082550992147429,-0.007703063572965952,-0.028047115937282093,0.0924575030992734,0.06133368718539838,-0.042956444305894514,-0.014056442444437555
WNT7B,0.0784181686602654,0.03852588263257673,-0.029240346952560673,0.008106102933670598,-0.011884336564945383,0.039438598386613725,-0.006969941963254399,0.012791860493741985,-0.07508929320480931,-0.029232695871012657,-0.016442652024836805,,0.071233744895708,-0.032252135548299234,-0.011487821488458708,,-0.020995408006401577,0.009674455563432856,0.012427405775022167,-0.04138958955526603,0.0270776591462782,-0.035050497703953534,0.023759837118960264,0.09622975560723072,0.11258140951070429
PTMA,0.0784137007484303,0.06455596515009479,0.002915956398100064,0.055268427432665,0.057985887099764766,0.0012673619420097855,0.03405824725787766,0.11498173443634604,-0.055724043242467027,-0.05474449919406899,0.05527657210305868,-0.05747897363742871,0.13578456805008943,0.03264603726452823,-0.1731781266597869,-0.06234911009017391,-0.07282912910349737,-0.09420027052180234,-0.05360949144804226,-0.006454094243885897,0.02708856711607431,0.030875010994164388,-0.08857543955100233,-0.0004881093387660203,-0.05175277834985998
FASLG,-0.02255635673719016,,,,,,,,,,,,,,,,,,,,,,0.05888619551513565,,
CEACAM1,-0.0151211864634163,,0.037778994007533574,-0.021217901854848748,,0.0350560190700831,-0.016252950565338743,,0.02710273539145075,-0.005728312160712111,,,,,0.10863013153979825,-0.023903855236943855,-0.01630494013746621,0.02100246153581251,0.014313526037791633,-0.0055823018257650766,-0.021369586958043137,,-0.023549254935284276,,
PDAP1,0.050406962677114905,-0.0251070578254946,0.034027888090769544,-0.018352190468559574,0.04189993737956923,0.024565359481915943,0.03218601436485236,0.028063597159391846,0.1561260245984753,0.04131997065696179,0.04931278050168238,-0.002425574444434876,0.07270567722377738,-0.0028860892645809415,-0.0640347937255606,-0.06228884870333726,0.030242249562516126,-0.031294833397247444,-0.05572379024634362,-0.057915016850735385,-0.0036806322247598757,-0.003624294839161826,0.06895414346596421,0.03829098930439296,0.04383898788044901
QDPR,0.06776405368539117,0.021255054801985487,0.008872579803123094,-0.034108944497876874,0.0838696878823349,0.0002901010449563932,-0.019645606781928615,-0.019466988107752062,-0.17290870630599622,-0.02466711127842363,0.024483854907342506,-0.045031868719804184,0.04483330872569931,0.032215961152190505,-0.03623691988980433,0.0816593675886196,-0.02668025228521191,-0.026739365004457546,0.06769716132615597,-0.01979416695976377,-0.005018238606812513,0.04421032014243483,0.07462343839026252,-0.04884922349585791,0.02538383521445595
POMC,0.03954708544824405,0.01393456985844452,0.003848758002723775,-0.03770082643688921,,0.011990052949425034,0.03057074284877426,-0.003370060507934894,0.03932216024616129,-0.014893366935492664,0.059934569530862195,-0.02890576142200887,-0.007847640925133145,0.031861114940123565,0.03768297727085618,0.038202670952158076,0.008654759615844101,0.01014238643416693,-0.00932407256724868,0.023040840231348725,0.08250128192029159,,0.06456922176958806,-0.03325207913202107,0.025274114012719406
CCL18,,-0.037779025215608227,-0.03058225601915179,,,,,,,,,0.003341892108221607,0.07846139935816472,,-0.0586835568014084,,-0.03300678693364153,0.036205982754318015,0.0016105527626872269,,-0.08373778173477092,,,,
CCL17,,,,,,-0.03248859794995192,,,,0.07944309664165418,-0.020351393871681604,,,-0.02432542298229114,,,,0.002199529374998495,-0.025970249770324,-0.04579741680457565,,,0.05786364204343396,,
VEGFD,,0.014220064116543179,-0.014748607384351615,-0.01900660882979455,,0.015048523718787213,0.07258016290713801,,0.06529949499343253,0.015443403080356927,0.1165176326536871,0.05509486986805401,-0.0222144995674394,-0.007590242223339361,-0.045961956122176066,-0.05465024628498941,,,0.047910484030263406,0.0012338529972795323,,,,,
TNFSF13,,,-0.005048849164868654,,,-0.02240990774958412,,0.09923729565561058,,,,,,,,,,-0.04096383193598886,0.05765512598251654,-0.035744955280286955,0.007215844800294292,,0.0298964286263876,0.05501913993250858,
WNT5A,-0.03342748822642876,0.002776680624746235,0.002989180498061525,-0.010634955888214715,0.024525696286121803,0.04024904649980702,0.08403319426188255,0.03853328510506742,0.18231560735440347,0.03959201152406887,-0.018147509098905935,0.0630125584724164,0.04477739965617513,-0.015298807004015614,0.047022799160093456,-0.04078107134166657,-0.02148265496786156,-0.023297994043776832,0.04682853373460456,0.006599162861081782,0.014433418143250581,-0.046094576882895304,0.05091336012001658,-0.0031457419160085113,-0.08938396146354059
CXCL8,,-0.01935421209676652,-0.0007213204042063843,-0.016596918379787627,-0.08236478904976159,0.006159280757292459,-0.0686297800889991,0.008049149103512525,0.14084395784436046,0.03403096451162113,0.0070895975693657486,-0.02403620618315727,-0.03680658081684999,-0.04331607265442788,-0.10293141687713174,0.17249250402993754,-0.058113645091929074,-0.02062214071039869,-0.1790053959480504,-0.009182952054665976,-0.032751603179020206,0.016587901454678453,-0.0009348574024814841,0.058541439260573064,-0.1086964514219116
GRN,0.03886148955471779,0.016003866371804367,0.023398463714407243,-0.02154048126781797,0.07296301925308757,-0.04892120986121359,0.02803357645396327,-0.05166150955209408,0.16711058317325586,-0.02593285628697624,-0.004833334225933442,-0.02082956754495404,0.04883868578720714,-0.017602672383963777,0.035915897906667334,0.08803277160610612,-0.021738120131673158,0.06893774832187274,0.047203129627248305,0.02982296848669867,-0.027615030086667523,-0.10180877815738318,0.012707775445296964,-0.04077914708014123,-0.02135117643197623
MIA,0.03217556020363385,-0.07251240873498976,-0.05330841137267933,-0.0034664330610002267,-0.013952536253999977,0.00589316707075993,0.0034027287078036207,0.05189874269727601,0.007404748610505831,0.011294687296209647,-0.01697744882618677,,-0.030126852313145457,0.019326383639917157,0.031048634971519374,0.015624994909778206,-0.024747796368564327,0.1167265292091661,0.19582461577781893,0.059970624160681704,-0.00672738389993601,,0.022868374239020044,-0.02253821613232498,
COL4A4,0.010772422678453438,0.013627740808202985,-0.0028614566825518333,-0.01347963840342948,-0.008831555736046373,-0.016899913207845167,0.10580562776705979,0.07440527236785204,-0.023155028652792325,0.03242375101296957,-0.02852076385627775,,,0.03901056146593585,,0.050440077048287256,-0.041730891762681376,0.05823640875922747,-0.0070635469110047625,-0.015529326023504958,-0.033999105949712345,,0.008241213177850558,0.10076726594895682,
TAC1,-0.022556344465204565,0.08171612286094297,0.0018126919744003375,0.024511661935604438,0.12367275140196154,0.059173078140285496,-0.034934542197848265,-0.0016018866024744914,-0.15508213001351995,-0.06596927473218785,-0.02670391435934491,-0.018042058470784286,,0.004192650578367671,,,,,,,0.019129891060502138,0.022601863041317605,-0.04927371186677475,-0.02119700349084113,0.1945356717235882
RARRES2,-0.005725137574742911,-0.03127139636609905,0.022276224075005045,0.003753078288752876,-0.09649642537735952,-0.0010459783363245955,-0.023235312811966693,-0.010690375992226489,0.20588656282768944,0.011276084463896876,0.013386300830563214,0.01775070104159067,0.010131094611551393,0.05522616394099821,-0.07884969324469643,-0.04367324575956334,-0.013183216564545996,0.021466795106216675,-0.04357240514447384,0.04677245363373624,-0.055761246806810424,-0.07352954311180526,0.07758235324908719,0.07613197587525936,0.0002226858828177949
FGF7,0.05799498847479782,0.11887714609848281,,-0.014759437513819425,-0.010170736501377885,0.012976544378633308,0.01896326655419171,0.028048319430690593,0.136762661975023,-0.013362125408187127,-0.029080550399537483,-0.03477567172705309,0.0409076767021172,0.06223987633611768,0.03145512238790433,-0.06059144910469216,0.03300906899422045,0.035965617781845885,0.10007921113887694,-0.011041313304134352,0.021895900660842668,-0.07069732233649834,0.09789832687226217,0.00162545727410222,0.12932750853071057
EFNA2,,,,,,,,,,,,,,,,,,,-0.03255819783517507,,,,,,
