,UKF248,UKF269,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,-0.0150315871445091,,,,,,,,,-0.022198082017834873,
BMP1,0.052981957296401094,0.06602204567864166,0.0593974440786447,-0.0460027322806956,0.05189073871568158,0.025146863954739546,0.05636970565316863,0.02876119886643581,-0.04716750339604716,0.004230854316017309,0.029021262408603036,0.0005374961168562309
NDP,0.004452209566889648,-0.005804109934133304,0.05335859270280239,0.006718830882933596,0.04563768056131499,0.027615081908487975,-0.05927202365893947,0.016417353741392714,0.0957817070721561,-0.04297941587302958,0.059946207114903824,0.03961916700412525
TNFSF18,-0.024830504610871256,0.04730515938089646,,,,0.08138411364361899,,,,,-0.02579276971148854,0.01291851678406173
IL36G,,,,-0.016140240030568777,,,,,,,,
RTN4,-0.014803283085209047,-0.06554081019177585,-0.04159489964349576,0.06728729684285337,-0.08650854545913501,0.04436135802611383,-0.08886404792709049,0.004576481988255934,-0.030522873314682317,0.05982787769423281,-0.05266439439798033,-0.039547669149928875
HEBP1,0.042056887538163945,0.020710603413304735,-0.01881887004142889,0.05090478094182611,0.053259136224515606,-0.01966173831861152,-0.011260605444471841,0.024957626067865724,0.013310471728080807,0.01708894362567826,-0.002806423581298137,-0.0021419978837392516
WNT7B,0.018219124542189366,0.010952570148743693,-0.021544535208227616,-0.017739983817444235,-0.006820620926725203,,-0.03693324166985755,0.07658100298151804,0.01171985581915369,-0.010787958384429312,-0.04737993489803733,0.012693459952833717
PTMA,0.056434456310937305,-0.07882461828503565,0.08311742605017843,-0.03996974351161714,-0.0021587313548689794,0.003920231383385592,-0.11768368862701377,0.004799580193246407,-0.020184396287374947,0.0193485290246753,-0.024403080293748516,-0.07998729106480006
FASLG,,,,,,,,,,,-0.019252388961083073,
CEACAM1,-0.01580393568753256,0.06741919157787842,,,0.028541520704889814,-0.03871614706589007,-0.03312232270212136,-0.02973187275290071,-0.0028128685472873587,-0.022268480850583226,-0.010502089711821958,
PDAP1,0.04349236500332056,0.09630511994389743,0.05573068496593483,-0.07879226536755336,-0.007088250343649697,0.04499741051147855,0.016095555691901943,-0.030669141250380033,0.0025696379302165536,0.02470062601117149,-0.06512545266533391,0.0507230257961785
QDPR,0.0008366225335214855,-0.09095322539824513,0.006751032243651877,0.03445413707146431,0.12940252003929653,0.041708235432060176,-0.027530695042193184,0.027181346571969304,0.0010092940544078315,-0.039306220816306914,0.018829461142747327,0.010794768620656963
POMC,0.05525451230154076,-0.01602352218658749,0.09532261457271443,0.02924668669310195,0.014760950521178486,0.0011226254344675602,0.02150285138406332,0.04335297088891692,-0.016729454845416634,-0.014668978965926505,-0.028541069202787636,0.04721170628303831
CCL18,-0.019721818518551773,,0.021798717661440155,,0.06042215285794313,,-0.023484271379029052,-0.004151239009637022,0.07535018698038619,-0.003183936975730431,,
CCL17,,,,-0.014744567489183683,,,,-0.02109332465509077,-0.017806930557473066,,-0.01745012817223036,
VEGFD,-0.019721824781152864,0.036539131529193886,-0.015492196373984673,-0.015802209666612384,-0.008199526881107314,-0.05263375351709714,,,-0.02160666866640624,,,
TNFSF13,-0.01488272184950288,,,,,,,0.0016619883159131356,0.11656581239647122,-0.025006011505162153,-0.028433527353631517,-0.009880805063465828
WNT5A,0.03125504771784847,0.08206405582275554,0.08509754349288068,-0.034391359191637494,0.015738352229116,-0.051028239165838804,0.03630887415078239,-0.04171431621248302,0.01028698949777936,0.008805563741387051,0.08305468061117292,0.04343356878082996
CXCL8,-0.05075552382456468,-0.010009298196399296,0.03569862581932244,0.012466713679935284,-0.04957635938849922,0.06809885651470604,-0.04134775720239647,-0.013556861241598214,-0.0328295997261894,-0.03064233740238455,-0.007972381355561532,0.01791923631971666
GRN,0.030969205034883793,0.07050613041614222,0.01585913206061262,0.018187863985669142,-0.0137464784668554,0.15949602727799492,0.037479235582256964,0.009346729356167899,0.007027365978407863,-0.08001272651811407,0.053446805620187735,-0.032057469901198773
MIA,-0.039292679281232826,0.08667024078309024,-0.02101020150142786,-0.02164185031514126,0.11157899988360251,0.1485352183101115,0.013161608251232332,0.04692599546749226,0.01651844604796381,0.004373769674410134,-0.03614956557831207,0.008610682660915695
COL4A4,0.09397670976247587,0.036635286126767946,,-0.020993397698821584,,-0.0164332979722888,-0.029691456760513442,0.04765008021986716,0.014335734361559094,0.02698606284349573,0.003339227486835058,0.06442298198920439
TAC1,-0.0210223326126952,-0.060491700752924295,,0.05717182084097122,,,,,,-0.038419473367582155,-0.0052154725030271985,0.0903906857838562
RARRES2,-0.02294282438459964,0.14802387453038035,-0.09152598283935805,-0.02728833321922258,-0.015138796471120231,-0.14635750322940128,0.05308507333976269,-0.008388152502762997,0.01783668488546476,0.004163686183460387,0.03464772761870065,0.024846036068256565
FGF7,,0.09673479876696546,-0.03375454509527304,0.03742349964972083,-0.055822687995140556,-0.006659472340569162,0.09381760746233764,0.09378624020091611,-0.04186402579560569,-0.026566222300522285,0.0215526335170602,0.061169565460299044
EFNA2,,,,,,,,,-0.02053569258266442,,,
HBEGF,0.05829366407175138,-0.01759268524816175,0.08088500897241567,0.0213700007935186,0.058010647140708416,0.08748028123478002,0.0019507008963120958,0.0987394380893192,-0.01991450666538631,-0.023268313475654997,-0.04839275976185863,0.008537188611916775
CSF3,,-0.015671354081079197,0.06181782152074587,,,,,0.006053676086062681,-0.013703573746629364,0.051111815321726664,-0.018372292965354493,-0.03327634938400806
PI3,-0.020748184587981264,0.06917045096865483,,,0.07587703289289087,,,-0.028148177007292673,-0.045606927649932925,-0.011067396036076383,-0.017987113934840808,0.03979975237092518
PCSK1N,0.02197000429245497,0.03219382115741423,-0.03633425618864044,0.07130749305565776,-0.07895190021639666,-0.009826402378356304,0.03122948090891422,-0.07054434312067132,-0.010318329330680559,0.035001964538339425,0.0239089712668393,-0.0003586693721397149
NTS,,0.0005196379994986972,,,,,,-0.01151536857977191,0.02463170647495434,-0.037382880778033895,-0.012017613121491836,
SFRP1,0.005853814649238603,-0.0069907030901929556,0.07195339445751137,-0.02490550829601727,-0.01517858563987408,0.0944911203935514,-0.006231807852320735,-0.00886170876284048,0.004305510017990498,-0.016784609366552097,-0.026574642099796632,0.0345162547631605
CXCL13,,,0.06919360864402425,,,,,0.00785260048638003,-0.03645777760371913,-0.043924118439239476,,-0.008216851642595266
MICA,0.08159322811034905,0.0721478982273398,0.03597065261835239,-0.04926991756115611,0.020281821077971773,-0.009621253023135792,-0.037668528689211125,-0.0598901138673921,0.09380559802647256,-0.029900061848771833,0.09517234021037316,0.03272681520009356
TG,0.061944917318105766,0.06411010404436066,-0.020976750876641043,-0.022148420870557812,0.011107686360731632,0.012082566302709439,-0.03823788437736313,-0.02802775483321032,-0.01791053975897514,0.003796339940356105,0.07105860318470231,0.003719376370499263
ADA,0.034570539501764384,0.042996067137788814,0.04976700001368134,0.0006823818965358352,0.04006198781450508,0.07349409707859039,0.03066691073328847,0.0244616269235179,-0.04261178109645255,-0.020419328953143318,-0.07436778310421359,-0.02532586679666292
LAMC3,0.05039392573514391,0.05495310844923244,-0.00011455523338449867,0.04173728584140726,0.08501126952326009,0.08839800570074959,-0.01606146320154231,0.0337882593618596,0.03580604814935441,-0.030569552756626962,0.054553994982265396,0.031533946707561704
CCL7,-0.012544742632953531,,,,,,,-0.0032405353027417086,,,0.02291787849245681,0.018028719431604938
NGF,-0.021538700140325016,,-0.023257464772538632,,,-0.016625260166169335,0.05168984861059149,-0.013204087110794072,0.041191819855334016,-0.009141312176450865,0.08810257492623379,0.0025333124633659283
TNFSF15,,,-0.014821552800432763,,,0.09153322711901618,-0.03524515038495039,0.024335594105259706,,-0.019824820495413266,0.06748860063829545,-0.03682846258591713
HMGB1,-0.014016204778158856,0.05868147129045258,0.06473062579927254,-0.014543384013174017,-0.09001530091867828,-0.032946379966719244,-0.04099355961807693,0.0458176397468468,-0.013859302338407514,-0.02888063204420035,-0.03634848919727315,-0.08625989263203883
ITGB3BP,-0.014677314133308111,0.04537710112798553,0.004833375939135357,-0.02872255131913652,0.06299780985077467,0.009932698193091841,0.10745040565710097,-0.0036075881072811402,0.003694650261276532,0.030157421459940176,-0.021810702210064946,0.02685287467096948
AANAT,-0.01820051301107473,-0.014135985478072727,,-0.019778426953626218,-0.02051439723835941,,-0.024459853058242005,0.004852759950777544,0.00388634815520715,,0.020744359831213345,-0.020318497949104196
RELN,0.029555153947508014,-0.04147941670012202,,-0.02189642578370958,,0.03370123940800696,,,,0.037131050173455096,,0.05080616912908543
IL15,0.0780676837756686,0.015772370153606143,-0.023951315960946403,-0.00032414243516661566,-0.03829720964884628,0.18453673562275943,0.025181281140106374,0.004067189000332978,-0.040547165251190606,-0.039979413966635145,-0.011981052319608877,0.017765219370689613
UTS2,,0.13622716834326956,,,0.0334803333074025,,,-0.02361789365144122,,,,
BSG,0.05779017343139717,0.02755915158715355,-0.05036065578936558,-0.011547202990845608,-0.05526532009902801,0.00015497292036118984,0.06104504862636688,0.034071135280863835,0.028766114287314206,0.020606131574733295,-0.017193821216274493,0.05688244619005814
ADAMTS3,-0.024649143702520488,0.07992789647091589,-0.0028861224224477626,0.026771640743469154,0.02217055861702838,,-0.029288183920983504,0.035979477777315055,-0.000719318035389312,-0.01080152247898201,0.030242072262431634,0.03995927702980443
CD34,0.07405458560489851,0.08171657110345812,0.01873843140947367,-0.02526956799832863,0.04193647053847915,0.07759795774527703,-0.05070298781116221,0.0013097971474616752,0.024926297111650005,-0.07759201667551674,0.0035300504938002623,0.007007588985032148
CCL23,,0.031650389728151596,,,,,,,,,,
PLAT,0.07326173939680651,0.07333282345373118,0.0018924930273253628,-0.0015812833682991253,0.01053839058767194,0.12478017832678769,0.06426834989863821,0.033904522231816385,0.0397671096217255,0.08124370224626679,-0.031252044040445966,0.047932482925649084
NTF3,,,0.02965935173115701,,,,,-0.014288536415922455,-0.0111394127660587,-0.014597192606179525,,
LTA,,,,-0.018343579119804696,,,,,,,0.004064537051076756,
CKLF,0.07127325600439978,0.09062919191286241,-0.025380583522809638,-0.06094388215458135,0.03747207319657663,0.14291121477330848,0.08009368930727026,0.019217180314816236,0.03774346815104,0.039706707937750385,0.06877188485043031,0.05954523764513517
APELA,,,-0.02732273823690365,,,,,,,,,
CD24,0.016475524246405946,-0.00876210251795938,0.07576124923495807,-0.02531919837278945,-0.017556973295842448,-0.11015482379900073,0.02676926946237448,-0.004185136585459842,-0.058079894902550555,0.015194184245483515,-0.004154942014175475,0.045400678532754826
HSP90AA1,-0.08067395776362231,-0.09500924794331471,0.0047373059489858,0.08670185230542823,-0.12258100142188494,-0.0243899990654437,-0.06620761138853049,-0.06327016300959683,-0.05829411098652118,-0.11297871162283152,-0.043406982672765194,-0.029088384341159172
BMP4,0.0540312342740953,-0.007405366877818309,0.01482019746260651,0.027338306950794127,-0.021927417807543044,0.08366098778142426,0.10244116880054226,-0.02088446861335988,0.015566009886407292,-0.04680723709248757,0.05155377557307549,0.12001355455103843
SCGB3A1,-0.012544741378496026,,-0.031030165079257224,-0.012799906926111358,-0.0022148789314417167,0.07756325274237084,,0.013737698781322102,0.01688182290193078,-0.0019855616612864733,-0.029821266901465537,0.04642249400579548
IGFBP4,0.061159794841276205,0.08535708712878276,0.011880525891851583,-0.0591728343735539,0.04891251061637282,0.12852156597302383,0.018279954224902143,-0.021713006050404503,-0.0004935948133311837,-0.011334815649819972,0.06629706086954563,0.006332298723564004
RSPO4,,,,-0.025445432102380563,,-0.013110755804804038,,,,-0.014471887129426557,0.04648976769778893,0.0923858055730916
LEFTY2,0.06920293487076393,0.12472160377816766,-0.016758579467642445,-0.007429699917947251,0.011883650233080937,,-0.031257619239973146,-0.02683673285049776,-0.023612356880610193,-0.03770576385628284,0.08326487182253793,0.02426634820596356
PF4,-0.013013155454645703,,,,,,,,-0.018822384004242448,,0.05062094742896866,-0.020070238897976943
ANGPTL2,0.019330038968467092,0.07045712115025358,-0.03583076885298581,-0.02018008684871918,0.06271533695174102,0.10428361664258917,0.05552413418003981,0.06552460214890767,0.02920289476354543,0.019537162287273622,-0.0096005886028508,0.025077340086039478
LRIG2,-0.020800274234866054,-0.002083144771420709,0.08443908558436612,-0.001057931481851688,0.034767628769379715,-0.04793994168495155,0.07188434004998621,0.04670179597104336,0.06564606579270764,-0.014925273513256251,-0.0036366865014992172,0.06975614914864944
ICOSLG,0.03948948857523269,0.04196625955533751,-0.022991679344371928,0.002936870617359864,0.08830017724669731,0.027307258827160806,0.021229366358110527,0.08346268999883778,0.016402579007255783,0.04306337166807435,0.06717273057642378,-0.06335100977819308
WIF1,-0.02341506103228574,-0.06445347980615433,,0.06868892405916405,,,,,,-0.025774163638651374,,-0.009603213747607212
NPPC,-0.029694741223653478,0.03660039931453358,,-0.030979158845727484,-0.06331841984786908,0.08899381672370497,0.06882583508168141,0.016636224321511486,0.015065657029437886,0.0009473604790348981,,-0.013943235426420645
LYZ,0.09396792947724456,0.10052092002060327,-0.024192764938328094,-0.006097671064499377,-0.01866278964110921,0.054466830485390534,-0.05065248614060402,0.04791884954788547,0.06739808136764905,-0.007472649968509381,0.06574089620903131,0.026579419646270107
EREG,,,-0.01959654301397673,,,,,0.052826718137181074,-0.005633741027793388,0.009605136957415694,0.012220684066898465,-0.023106790434436215
SPTAN1,0.03448670034225114,-0.007157889508576592,-0.00014192702122292224,0.020418729947917616,-0.017613193729107527,0.03841055223741314,0.0018190094705474579,-0.08777795233371637,0.07113761951840751,-0.00412830778529416,-0.011753533046826985,0.019154476703914652
PTH2,,,,,,,,,,-0.0019350906281794236,,
LIPC,-0.01593152271662311,0.036244034473331,-0.024502959679146997,0.03188648353708157,0.0246330809190646,0.07250629490854671,-0.009758684621592927,,,,0.028553980805308368,-0.03129833617765408
COL8A1,0.037344684141903214,0.054630656395140566,-0.06382842599936417,-0.031011081885568486,0.02402803091909038,0.057531672378653496,0.01576345698051241,0.0737539629242077,0.056721190918070756,-0.04459931374145649,0.004174185902817447,0.05189127506564548
GSTM2,0.0260152785575486,-0.020663010672947152,-0.03592453268268989,-0.00982523514936291,0.06244242525060543,-0.01827545049669692,0.05689893788398252,0.04815532359455666,0.005261158829250797,0.0003264442357416033,0.03751048217221875,0.027820317357913307
IL4,,,,,-0.043637362931840146,,,,,,,
SPX,0.0007089256569252677,0.01226155986900041,,0.09390069416293369,,,0.028248195630211026,-0.03187472297446177,-0.006354521035155447,-0.04196627938924369,0.03289859803135905,0.00288930513074147
MFGE8,0.03288917985444821,0.01305708550102786,0.019579142939598372,-0.015996590605064843,0.05058900829455914,0.07879528728193949,-0.019371410482443337,-0.0198292723150367,0.04819465041002663,-0.034796277307486204,0.029611545942384684,0.09298031033393304
TGFA,-0.014208795190748195,0.026528484049292547,-0.02641009742155265,0.05178457959331569,0.041343541151539126,-0.06275912481838862,0.005567724305336267,0.04171666083213015,0.03292600887639614,0.07503894627228404,0.008708908710979017,-0.04648369627735043
SLIT2,-0.017813791646956,-0.030991194755222967,0.05284871621512751,0.059008571606757515,-0.040483848468447076,-0.04300184698561943,-0.033122282232443366,-0.0049460749817392185,0.022583285341147535,0.03035215466733229,-0.024386618399320895,0.07439584134697591
PLTP,-0.03984588786545637,0.12219365619810052,0.018871305007990686,-0.02255326254347592,-0.06974222742066385,-0.00916764298670454,-0.03311894866126217,0.0347443949597131,0.013501330750636425,-0.03962080715991393,0.02732031101651909,0.018619249945209
