,UKF248,UKF269,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
APOD,0.03273154998873121,0.016725649655487104,0.037682421888546,0.017546282454021695,0.01509136832951261,-0.048259674272161816,-0.08684346447958073,0.0390289552873356,0.05156903487203841,-0.08470637738197843,0.05633506266843629,-0.013662188066980836
B2M,0.07232973478499555,0.12353022520988416,0.001921101664880895,-0.04387990623721086,0.09199900446284619,0.16651918054065443,-0.0859694503894125,0.10062980028889953,0.03134467746866241,0.01638701850158126,0.03127833899458258,-0.03686637509601832
OMG,0.004194144136103833,-0.018889649052935182,0.018482687926446768,0.03247220468988012,-0.05027762393644355,-0.04585249472560676,-0.0712692536362046,0.028133516023511135,0.08624271899123828,0.05107788621501061,0.08608601526211958,0.010765232699364899
CXCL3,-0.020885326454030715,0.06226786061790984,0.03971342135941037,-0.013210698738768092,-0.004554192070406492,,,0.03980874596465193,0.011715243436622936,-0.028197138331559027,0.060453097571410014,-0.014167380180927698
CXCL10,0.034078416117591874,0.1316357924724718,-0.01691071162665265,-0.020993399025087386,-0.031304298187557436,-0.030821872393569816,-0.03950616364560546,0.010056256988100892,0.05702538838733466,0.03047268026285887,0.03112909744181512,0.01060661676873432
RSPO3,-0.017040437227167086,-0.023212037706804096,,-0.013804925570735364,,,,0.07803106042452619,-0.04005950936104718,0.05292178900280219,-0.01953740322726179,0.07524039900287398
CORT,0.022624169090557738,0.02536289312798466,,0.05252551008626151,,,,0.016141359667962502,-0.019696668191993782,-0.04611234464642675,,
NCAN,0.055422312291414214,0.06441529208468869,,-0.08113111634248964,-0.02491039565570718,0.12180542080596277,0.03188785059090125,0.03639001798335604,0.07460025808901563,0.018019544960489044,-0.04423395605060246,0.028265796341094555
PRG4,-0.018865794757603443,-0.000960534772406414,,-0.016140240030568777,,,,0.018997696211276716,0.03116658722029142,-0.012003262199618073,0.02847587139424132,0.04297785636559852
ZG16B,-0.01739577004732238,-0.021709742908886547,-0.022107609943842515,,,,-0.02719116765381859,,,,0.02625848097761931,-0.01712197217989624
TGM2,0.03434069390137926,0.05933414523494513,0.0346413291438268,-0.017394158964754956,-0.08180040307070606,0.09117711785610584,0.008398785982495025,-0.008571107810493675,-0.03131750200814291,-0.05235546060295722,0.04277611385283671,0.023936346637690877
VEGFC,0.10691796671664719,0.03062464890253793,0.02340985343507679,-0.016471758298957133,0.24885386659683525,-0.004911698316852623,0.028428827063042384,0.007146273505476611,0.0021457655477573508,0.03749567990493326,0.018364813615457682,0.018665772561354186
WNT6,-0.020240664911688102,-0.01977351717811611,-0.024720826932041556,-0.014375718870163326,-0.05533514325814916,,-0.02585880363112495,-0.010391861719420721,-0.03660713820171506,-0.016705318915412336,-8.709318601715548e-05,0.09400203582889184
NRG4,-0.011554148379945825,-0.009913700328864569,,0.050660529952676926,,-0.04121322012333295,,,,0.0871714176211728,-0.019537405416938564,-0.02660625627254419
PMCH,-0.013316777805092599,,,,,,,-0.032133486987820946,-0.027635479233573935,-0.0033352901871808805,-0.002238630195147641,-0.018509134185678934
COL9A1,0.03762333271334752,0.021687820416218622,,0.18399602579000177,0.07802655195914807,0.07223056321797217,0.11651444086267254,0.010612934716570264,0.03496199181504078,-0.0401016252939669,0.05128752105154139,0.029183473634412777
GDF11,0.015376387163398238,0.044045498014545846,0.009580495746457534,-0.035317675624102686,-0.07557474296097784,0.08004730611022472,0.05836540719584934,0.007301860625006275,-0.013856443261353706,-0.0009382008922420478,0.021214603830169907,-0.01837566471502321
RAET1E,,,,,,,,,,,0.056309892998983604,
IL24,,,0.17660641814608777,,,,,-0.02395795357972287,-0.01852227066094669,,,-0.02974490941013932
SORBS1,-0.022765782754238507,-0.041704795041746553,-0.004516724311842775,0.051122016250561175,0.0801403644405063,0.09041747598959185,0.050830731675365434,0.01566330630454186,-0.005863609850281698,0.021427325675644347,0.038244309697655014,-0.022696199176373257
DLL1,0.047157177445837715,0.0344062145281939,0.0014009049531642365,-0.018317748322115378,0.05257163432655341,0.06825075707129712,0.015146419965359167,0.0484590695982599,0.06948287139089131,0.012029166196529821,0.038987892262764605,0.008079403144232175
TLN1,0.0458283028704353,0.09301856059775346,0.005894052438696381,0.004383115449466786,0.049690311501588126,0.03291952082823254,0.021221201294679554,0.04467258952735395,0.01992725583995266,-0.01866432545092822,0.02275218760371308,0.018587575999399895
COL2A1,0.007043566849742686,-0.018559879512228237,,-0.013411571416148849,,,,-0.052375227231903944,0.07577615248971731,0.016708739370621103,-0.028433525155621676,0.08069465916050891
SHH,,-0.01459032043990499,,-0.01279990580731981,0.05386230142941883,,,0.016112910820573034,-0.01205423561082528,0.020571087986234613,0.01286490768450392,-0.013295959964353546
PON2,0.04306328764064024,0.06870496741396054,0.03440024092806924,-0.05335387099828413,0.11436706089997256,0.06122950499113219,0.054535784037097676,0.0332813557821253,0.027191956415002584,-0.05895515669311519,0.0424790208136584,0.024860052672985997
ICAM5,0.006464238784646031,-0.036267818291625994,-0.013196853460708034,0.030512576727217557,,,,-0.027818299821284385,0.0005418775026221022,0.05126287594182677,-0.0013800080900413748,0.04551132910946386
HPX,-0.03134725865921178,0.05749263786260307,-0.02620381594559308,-0.03253480593598326,-0.0038789572114765235,0.1282745696377464,0.055409609370803754,-0.03132120261315157,0.048337636844105594,0.10660156068946104,0.042766001690754694,0.019076514994146147
SFRP2,-0.01667826709369396,-0.014812509047098651,-0.013758518952772079,-0.025110139525025624,0.005882548988214112,,-0.0320270134209273,-0.014737555568897612,0.051531979877354604,0.045455793931296465,0.09608748948572601,-0.006361837217718822
CFC1,,,,,,,,,,,,-0.023542350505459782
CD70,-0.018749956388367,,0.049662978459181134,,,-0.0020057846681502305,,0.01463928527045701,0.03298416113070135,-0.016597381149747615,0.1680693909388402,-0.046739664855334526
HP,0.01873041529702127,-0.00226631602265708,,0.010357471120634598,0.045269256848418225,0.0011621830174600026,0.004251908804757182,0.07615259356524293,-0.0005778460902275528,-0.02511383471227327,-0.02922582161393074,0.008734192510865334
CXCL2,-0.007880146083758243,-0.0017825071958098035,0.05471603934605728,0.000842397485842902,-0.009148016748704742,-0.04060164111921396,,-0.00572165437336723,-0.001292493341049852,-0.03622413900976808,0.027398489209142923,-0.013237485281254424
NPPB,-0.016183930516179473,,,0.023743049590228816,,,,-0.03891111260492569,-0.020240333928308225,0.1270245203173948,-0.019818521910336603,
CCK,0.05559172970852775,-0.04653790699314581,,0.07240030956928672,,,0.13884627034375197,0.004365204617032343,0.04472111448462912,-0.030574330120498195,0.055895162930538186,-0.03963932951503516
SEMA6A,0.03968529395070167,0.03293036473345691,-0.005336326273674363,-0.059262700449302895,-0.022270478128783133,0.014341839875215447,0.027956450899294463,0.05398923450736038,-0.0177915400911747,-0.019749349444566015,-0.00618275856456233,0.011454358686675789
IRAK4,0.07175118714744272,0.03882541491861978,0.02704072193338743,-0.013763267879226103,-0.045396003885795434,-0.01142194854254327,0.05745036669732235,0.11794994029084241,0.0010431700238964455,0.022418214546867165,-0.004030290677606856,0.0422856445317749
GSTP1,0.08397391756423238,0.11125282997411427,-0.020080414327420405,-0.05502698302305598,0.024737502344936452,-0.010510585495734855,0.013500052563177826,0.027469312902708067,0.05625993115893473,-0.002790872399514066,0.03000822243319362,0.030549674225777312
VCAM1,0.04708635609121384,0.06207070980497386,-0.07077990280266794,-0.044562973630861806,0.033190099573543894,0.062174628156794226,-0.02154709667030602,0.0120487587759186,0.0014137054449556115,-0.03763773420674278,0.07503937871739647,0.01755633257556145
NXPH3,-0.016566428420779645,0.02936660041165892,-0.02630711705681057,-0.0033768886120338526,-0.0015507295043799337,-0.04344961642071503,0.024669963688949935,0.03005283582633465,0.095410810441543,0.045003454673502315,0.05966614956454353,0.0401371349471046
MTMR4,-0.047193711953658825,-0.013837241014586143,0.057794873734337,0.022464617154782273,0.06067948362371565,0.1032781031871782,-0.021676875489783413,-0.05250809424250497,0.05694538797781157,0.02955032512272025,-0.023700978084506198,0.05493770756104481
LAMC2,-0.01270269321221339,,0.05593556885310155,,,0.05547195706844037,,0.06356634441918345,-0.024324938627239556,-0.0027609722705976996,0.06252934858957458,-0.025620835183965247
IL10,0.052591492832416306,-0.008402687671281424,0.03766790884046924,-0.014744566550645866,0.051048550263960726,0.07863104375511615,-0.04678901969038346,-0.025752656040273242,0.06788231178274762,-0.020915524857555497,0.023185843442139874,-0.0445694270941414
SEMA4D,-0.049555608403886335,-0.05668243051417187,0.10117400056899536,-0.02397162440595269,0.08783383411131128,0.03631653886079165,-0.009288602950026802,0.030156681534154295,0.05048317446578399,-0.0386987768424265,0.05853610875450729,-0.026037315904307058
TRH,0.061090394813331964,0.06588743300414149,,-0.03069108422508,-0.0023167473825671395,,,-0.02293277689216367,0.01671399544284928,0.015678129655382594,-0.02219807359887023,0.027214995558671656
SEMA6D,-0.009103432301373773,0.06099539710306697,-0.01878591441851401,-0.006242191892136471,0.05948506463945007,-0.04046777262336443,0.06977268380612187,0.007978394347901109,0.03602281145263812,-0.007652696120110703,0.001030209066176032,0.014419295019059981
CEL,,,,,-0.03354944628517664,0.0476139862331674,-0.01770828570767703,0.02340018595945593,-0.016202557937344136,0.09439798473859635,0.005354195332244877,-0.008200626362436849
PDCD1LG2,0.013926936541407692,0.07411673755380759,-0.029646579420909303,-0.025222332439490625,0.03548033198040766,0.033295334266250136,-0.022648954466910412,-0.026043803725829366,0.07599967035038326,0.023300264111335147,0.06823722826137885,-0.024496284253979744
SPINT1,-0.03213560410561401,-0.0007689022150636798,0.045827740105724615,-0.02164184946377094,0.07399949554968509,-0.028148395156827547,0.0012915770803756086,0.04571498821630935,0.07391577568743571,0.03706586104628486,-0.015648122039378317,-0.015573538740502758
CTHRC1,0.026720265222845006,0.05232932362396716,0.007630299250353919,-0.02412516106464083,-0.010984268795754034,0.07282801535595763,-0.050605253177149596,-0.0019128038141041383,0.009620402623350463,-0.028104829466087118,0.05808871589974679,0.041404132898436266
PODXL,0.06182891595878034,0.09276284841362584,0.03782956686056411,-0.02357308737341395,0.09394453644589962,0.08180081408805552,-0.0341574198303526,0.06326120390451227,0.07428008645681389,-0.025308493513570347,-0.0582865494568586,0.028820250179971446
JAM3,0.030411893976479008,0.08099990453628418,0.04761423502695039,-0.028476033975821474,0.055019859247691115,-0.05459964353127743,-0.05398471026382719,-0.03139163354577866,0.01915375037607864,0.017228615892320137,0.041168719566525416,-0.041389957735398886
TGFB2,-0.03533867708074485,0.08301101956141892,-0.0021577004074881975,-0.03311025481976722,0.09476841072443834,-0.10568808848978596,0.023006798706297696,-0.015063572842286333,0.009281037206340227,-0.035011944233270774,0.03467334135496442,-0.001953196041817639
COL18A1,0.06248531430864938,0.08104895752261002,0.030753793882942446,-0.021492878497455778,0.03762553782057011,0.03895370754750989,0.020139079978738903,-0.017145441360350393,-0.009080365770665884,-0.029334377420064246,0.01861382365704672,-0.004453352762295223
NODAL,-0.026100477331862503,0.08917966182041334,,-0.0070592061930625045,0.019231809767792356,0.06298219175585844,-0.0294251773088173,0.036323905109691586,-0.022879367421025927,0.08758880754460739,-0.03038008240148849,0.0052764958359266595
INHBB,0.01133603203181,0.05717211154618355,0.09060953665760782,0.005877618782444243,-0.0343988143662157,0.02218522703103906,-0.0209905091153747,-0.04166316919855069,0.015597307739896035,0.0040810195436573405,0.027650062224598777,-0.019094360210741408
LCN1,-0.012702696070371085,-0.016287370839752482,,,,,,0.008612784253907957,-0.001856155732775797,,-0.022447900239224865,0.3442446981692277
ARF4,0.07299064689443589,0.06813970213292496,-0.010716221866599093,-0.00889193792959227,0.12946086264326928,0.0970371015149408,0.062259137045876926,0.06924203481457614,0.024822768054860427,0.039077309279473685,0.032301693409728154,-0.029478264302415243
CXCL14,0.050420597253060646,-0.02868652798800255,-0.025534145385821275,0.06790915084462013,-0.02058604455100712,0.01708971525656285,-0.023484996623916617,0.02104695588371868,-0.028548685976385393,-0.04677801747994476,0.001548395577621237,0.0155179294210594
LIF,0.012132140723648932,-0.053177660168932064,0.0426618575916708,-0.014496596778431074,0.1730839231135199,0.10894621731602715,-0.019989893047801202,-0.05739791625950968,-0.045210276953452436,0.10142252008211815,-0.0165324786199023,0.00699446618420826
