,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.04844408511130742,,,,,,,,,,,0.0004964933866176123,,0.0362379626808176,,
BMP1,0.009560272045762819,0.0023572543982110935,0.013753880977514843,-0.05200790683349368,0.013812258572547897,-0.01767821010754343,-0.017292121626841395,0.12028335421938395,0.07031053526950444,-0.023171225342131067,-0.026622462591801826,0.022070316605995868,0.00034108619738693735,-0.023699655319160268,-0.04892239819950635,0.01104128366557804,0.012085366816009805,-0.027566692913346895,-0.018680186026301584,0.011961903906653944,-0.007551105118496689,-0.0029599983300393432,0.11351433131974777,0.025442251588143058
NDP,0.07273812021464299,0.019422637914682392,-5.78826339593189e-05,0.009139132766718653,0.12454745317315945,-0.018067266602157718,0.030040631724776997,0.010953166640383306,0.00881703176835931,-0.0024241995293224987,0.024647096435156998,0.03890028038482661,-0.03338576246733603,0.004004433753413026,0.0778296516701246,0.02708979066281468,0.10532564026570942,0.025260470386612558,0.04011578739853307,-0.005242833259178031,0.0307573282684976,0.14244469109888866,0.023593918763640292,0.08205117246336223
TNFSF18,-0.03812853390747023,0.021388331133683595,-0.00102700470248072,0.041911360024745305,,,,-0.025360081944477135,0.016263861991835705,-0.03437329060783572,,,,,,0.014156001381474777,,,,-0.009703519206513734,,0.02655242055502153,-0.005049791359934597,
IL36G,,,,,,,,,,,,,,0.04317591756276044,,,,,,,,,,
RTN4,-0.012937301227007853,-0.059778816800037105,0.06420446409304557,-0.06762568875403865,0.007259948282710601,0.004245973681295152,0.032429169694310186,-0.055348818446406815,-0.11696381598234976,0.015559537521117604,-0.036249663823830984,0.0011944834040821253,0.030162943917330532,0.024258941894063683,-0.09140185326022325,0.008538968214800761,-0.1339391994153727,-0.01768294703407317,-0.0871111700643328,-0.01341477166038372,-0.01860291524426377,0.014058495882078486,-0.07490632300255597,0.10585711179115588
HEBP1,-0.009204762818870374,0.05909504200268942,-0.009964140063189209,-0.0061106725966841,0.02904813604906523,0.03831687496482271,0.08395741991471604,0.06983818211107298,0.03387840748765189,0.005307350699428784,0.062265523749711,0.07419399551893395,0.042242207054320934,-0.0063694366677650325,-0.019631070937695023,0.028728072340596184,-0.0851794214804783,0.0884209664910472,0.029252975765991306,0.0011746706322678623,0.001103398734272549,0.1068410238549426,-0.029294845539579634,-0.01920877047508078
WNT7B,-0.03359004415359054,0.0440408418491054,0.0018252024070504079,-0.007603012389668397,0.013455715295759476,0.08317667923296844,0.026325483081623743,0.021197227428928867,-0.06026335499119939,0.0227489996966005,0.004200401512600112,,0.010453808115058662,-0.00015292548291590991,0.056937329091392735,,0.07278090114479335,0.014982856394020413,0.010839168787064323,0.011235246206388683,2.1179824788382196e-05,-0.016608906408049122,0.05180363729339343,-0.05753991655036388
PTMA,-0.05597053310790552,-0.09717888723478012,-0.04358456416209798,0.027340297695560557,-0.009494421328910934,0.021432020543727316,-0.03806928397647741,0.1214614958181271,-0.05046180457084689,0.010805952012004643,0.02158228791451436,0.034290767695682206,0.01838685800046954,-0.06247037744927279,-0.04620841474250066,0.08607180186866091,-0.12624511134795427,-0.0423376917047676,-0.0669630368625013,0.007874283985980349,0.07800782925207204,-0.2190049360221558,0.0031299432123187004,-0.06944165733678595
FASLG,0.026073824133919957,,,,,,,,,,,,,,,,,,,,,0.04472282060124253,,
