,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
ITGB3BP,-0.03807358101728956,0.017765605100012356,0.003865937735870276,-0.0032587250853558605,0.06502844933221072,-0.0038011447611900518,0.034373656696050775,0.039575043543684615,0.11825919939186852,-0.10204779504169788,-0.047886179321574095,0.06894357335202006,0.039018237827420046,-0.021620962684700637,-0.009019389470223287,0.04124750221392619,0.04603886778986538
AANAT,0.05539774370598784,,-0.022333847460030923,-0.030400714206219936,0.0014528630258593784,-0.013192240093214668,-0.012733421032631354,,,-0.029527596596592213,,-0.027696673425616814,-0.028883990757202424,-0.03137769285321725,0.23516473481120695,0.03843724430195872,-0.02031849904976389
RELN,-0.04724382500796347,0.06031586218680769,0.015612031667475193,-0.018175281894554318,-0.04162116524974457,0.05087232506990933,0.040228902596521,,,,-0.027373577553274256,,,,-0.03892522799048476,,-0.02583404322202882
IL15,0.003477873244351264,0.012887971873460942,0.004012096691338965,0.0018940929852096333,0.13426134509445625,0.023915720452561913,-0.02736829479070222,-0.004806280432810405,0.03929466512871134,0.02614877973149503,0.08237216667679863,0.0679878911899671,-0.01713153851880183,-0.004486277568608851,0.018966061394457587,0.044615757863295386,-0.01186923288065282
UTS2,,,,,-0.011759546703414699,,,,0.04361906750286074,-0.05054401306319136,,,-0.024596832079381882,,,,
BSG,0.06705168889017524,0.005988941153599583,-0.038810280012267585,-0.04628056450107666,0.01451569098900013,-0.07717026327557053,-0.04462187323729181,-0.05709855858392311,0.10799832488366105,0.040476627198111445,-0.08699337306489228,0.11545560193039141,0.03923101176736834,0.02094962164863732,0.061797269011972814,0.11028162903099772,0.050631300452931315
ADAMTS3,0.015211258668224687,0.011044153783585252,-0.00874665399831234,0.08753212291910342,0.08053440059822767,-0.04003065742494745,0.02535783829674737,-0.029520891735036765,0.07067405486806949,0.1100406214477094,,-0.033163946788942134,0.03627006672720006,0.0396936569345751,-0.015094208836375656,0.07191210209412885,0.05060179349915669
CD34,0.07125837137854447,-0.027403280109518726,-0.026727967129199805,-0.006057905865819654,0.1439068613372502,0.09394839353404723,0.023179659271625047,0.09960527534657306,0.006335256845170488,0.022431542712573336,-0.008210883859658657,0.032907370396892587,0.07582517924707402,0.12766464862774046,0.006790994973596165,0.03608692349452399,0.042352536753222036
CCL23,,,,,0.04857212176569836,,,,-0.04354857479026216,,,,,,,,
PLAT,0.09488823062918506,-3.107163148450499e-05,0.0016935938374469661,0.02571005530425854,0.07178024869943403,0.002320406428904417,0.021653179283985066,0.05006442404558461,-0.006681341485633036,0.00907533493042658,-0.00610896773742144,0.012666862486760789,0.06222680091711875,0.06348335020958217,0.02620576620703652,0.04448765784039186,0.010306594900466547
NTF3,,,,,,,-0.006918550719104799,-0.02723156413626539,,,,,0.07655909294150988,0.05627321255352261,,,
LTA,,-0.020051751176838536,-0.017747659624617607,,,-0.012705502056198489,,,,,,,,,,0.0739212241997542,
CKLF,0.03581580529408331,0.026898734891379856,-0.003922225806941359,0.04435809434197335,0.11734658342549496,0.010540361586833394,-0.03429189773203811,0.055171427655943094,0.11691986276193869,-0.029861573500174373,0.0059851641683003965,0.011822998338640983,0.09108068972325278,0.09649844397626409,-0.020144859919447432,0.00878019187630059,0.012019671040880454
APELA,,,,,,,,0.06579832373521752,,,,,,,,,
CD24,0.03384164755529757,0.02213770247527382,-0.01444201362708842,0.015196214067048259,0.03158479748067556,0.05192270690763835,0.02835780179717355,0.08907959435968693,-0.01586209133741212,0.08544774934024563,0.0062443761456547455,0.10154622034343004,0.06401716431207291,0.03903336828085866,0.04703557675660636,0.07249512045701463,-0.027068501272827995
HSP90AA1,-0.04189568465887429,0.057521350899944146,-0.06108151207596824,-0.05501273225304675,-0.14448990216050747,0.10751803686777409,0.016959685997456776,0.027499277022424846,-0.11729080297934952,-0.07971280111125495,0.05664858456238662,-0.08535688714726158,-0.1387976093973507,-0.14643133133823424,-0.025844195702479884,-0.08173339522575035,-0.025335574254774153
BMP4,-0.011271205811125657,0.03895966937295221,-0.021028581130084184,0.08381071469730725,0.009845619622877855,-0.028222397501879867,0.02209611378549575,0.005115114104355325,-0.0031247130353245778,0.08587362398207106,0.029271050770170087,-0.0014300909360327437,0.051743407960516866,0.0939853159856142,-0.0009298193850136862,0.05935572269053997,0.019147616860552146
SCGB3A1,0.02436876220853707,,,-0.036203497663527734,,,-0.010740765182661507,0.0535716476190478,-0.038273565949470546,-0.03816327640190412,-0.03887453407127306,,0.02633014237762969,0.0019589477578413365,,0.013695811468180677,0.1111001818543896
IGFBP4,-0.009084237490163499,-0.06154156621840162,0.00898119591858414,-0.011774405165361863,0.16665313516266003,0.019953731912423098,0.012375470182830053,0.07393688114556729,-0.06286427889878597,-0.04125898074651647,0.0011600242394627146,-0.004089784873054315,0.04528983052658878,-0.004770770011426837,0.07633452984755809,0.007683988278477011,0.031209227445435205
RSPO4,,-0.011930494696334752,-0.014644053918278402,0.0697056249657819,,-0.01477727238263597,-0.010740763611581628,,,,0.02375125307405144,,,,,0.06551194129579538,-0.02562082246766046
LEFTY2,0.04562793456854815,-0.020298017189495185,-0.0003170113240338339,0.05971854706679637,0.1369793222058937,-0.02111327442974522,-0.011777378662524476,-0.026838620452493047,-0.13413000204123185,0.08388338181661675,,-0.0353940013494928,-0.011713649478676152,0.03451672046710388,0.02518384766646863,0.16574529064956892,-0.029990450469926197
PF4,-0.01645069436753626,0.07000335742757013,-0.01923168121660211,,,,,,,,,,,-0.021371185862734822,,0.022686628778325377,0.07770834992885697
ANGPTL2,0.001120839792742449,0.015052739217075724,0.01678305628721046,-0.03417090160340426,0.07855255570791644,0.03335496664033877,-0.020583845131868415,0.010976950713554841,-0.00823194557875213,0.06712834796069421,-0.03949067375039085,-0.013286942428205271,0.08365372562821183,0.11055856226838703,0.029473543275922408,0.08925705823374586,0.03452863857709083
LRIG2,0.019815239414309203,0.06464700652011654,0.002628478508559997,-0.02853253153129103,0.0775625635006739,-0.02132137560138022,0.01983833495422561,0.055807988399752484,-0.00843894374436989,0.005473448046631143,0.05237792254317556,0.03295029734990492,0.01568876684692834,0.06416943532313422,0.010962086352724413,0.059742020404963306,0.008442483401114772
ICOSLG,-0.018054052851893095,-0.026516470372641657,-0.05455528453327314,-0.0376016761561649,0.10276663241077064,-0.0016383219195869987,0.008128301740796843,-0.010291627453452218,-0.11493048680931733,-0.03862938997263632,0.03210630419338722,-0.008048519866090486,0.060364783857304455,0.09296887697447957,-0.031713835905431365,0.06665634776071652,-0.011180930514187058
WIF1,0.011575721330672913,,,0.02902755075528943,-0.07108815515190799,-0.011403271087897229,0.03644108639160048,,,,,,,,,,0.12707431845390257
NPPC,0.0007474099267950433,,-0.029833080223110858,-0.05824727927776703,0.040128077382854496,-0.022244158654144197,0.04243995575459721,,-0.03847666043704134,0.12229962309165894,0.024403640058986435,0.03277058362700862,0.0923075556896401,-0.009297335939407896,0.020486052756391225,,-0.03796748191575522
LYZ,-0.023668422983871305,0.007954932674017007,-0.032937481649430965,-0.020860932023781146,0.07378429427329813,0.012198756085271682,-0.01149810333076228,0.0463768575401178,-0.02500918738495104,0.001172366981397028,-0.03343030292202164,0.09346519279052762,0.02810646261853656,0.05212504754898247,0.024109913233200993,0.005885922926620938,-0.044895096930685496
EREG,,,,-0.006655138675580884,,,,-0.018387897747414075,,,,,-0.019828072699882276,0.009484147358668234,,-0.05435450397838176,-0.02310679168613863
SPTAN1,0.002103417833593792,-0.02287189713252704,-0.011252379146757615,-0.010622920503071023,-0.059642639079527854,0.01583646876203758,0.05749581384764188,-0.0015189819967824682,-0.0027653571773311155,0.0947893598247443,0.0503322357369275,0.1359457738157333,-0.013862140228022546,0.01947933497003175,0.01005180794520578,-0.0066604296927776484,-0.013891671725372928
LIPC,0.006767134564645212,0.019056133768754497,-0.03456076347093903,-0.020996814716978587,0.05987966433352613,-0.0054755524793621245,,-0.008421709349630832,-0.003338881786680513,-0.04326965433040973,-0.024326793473412534,0.009821446443615177,,,0.059224001419651125,0.047471736909541276,0.048152559294544865
COL8A1,-0.001566917376673822,0.009787788238572908,0.0202476395902655,-0.015577448843452158,0.0973368039112313,-0.015679018007362037,0.012756778364950419,-0.06626949739815949,-0.026506467506961905,-0.0579547027017452,-0.041004659523643544,0.03224609874771454,0.05115165122905566,0.07257663118439053,0.11244976294324831,0.06757603120384142,0.03201269553103223
GSTM2,0.018565266766935196,0.0017099779886969497,0.021972146494803904,-0.003208308976174242,0.08369545261486272,0.007365210298671314,-0.031746213420989315,-0.007338028456982629,-0.0393634872232758,-0.038193951908406985,0.07347597915850523,0.05376616324013527,0.019530090544011322,0.02563401904687555,0.035495032251268085,0.013780716586190027,0.01638684751398147
IL4,,,,,,,,,,0.02023581657326024,,,,,,,
SPX,-0.01100682172603763,0.03260277140427092,-0.03357543246776652,0.04683311917633235,-0.06146111234997639,-0.03951196642616122,-0.0032960313779197776,,-0.051008194284523696,,,-0.02179135596868132,-0.01900589014113964,0.0503649701660214,-0.02080680130455633,0.009900042700759564,0.06054977366085032
MFGE8,0.040660907668992545,-0.046367516884411306,-0.034184467561678276,0.05213503212123302,0.060954543004073075,-0.004951086369631941,-0.018722086502726405,-0.0690377096830084,0.10413866532208456,0.0253523759256863,-0.04481375463647488,-0.018925625813634092,-0.0021114646723241434,0.027177700838572173,0.0709054502114204,0.0042815506049166865,0.02996916205703705
TGFA,0.06782218918550977,0.009170345017922228,0.07210051085434835,-0.013994425892812166,0.04442521003535417,-0.027903436516094317,-0.0275748309538446,0.06997138868729989,0.00786575674435724,0.02708932667549159,0.009806848252060303,0.1198956149446106,0.09662119061402635,0.03987838080925273,-0.06963670546096144,0.021421681239974576,0.03688616659132078
SLIT2,-0.0005105460186234312,0.007264613751021912,0.012346187622872744,0.02618409901545824,0.018368925291397137,-0.022675560346397797,0.002355292720373138,0.009780734288253965,0.007538714431229878,-0.09481648279668956,0.08227923871449323,-0.0375054188558984,0.09886059392978863,0.07461893382429831,0.015182927146736724,0.06108907039348911,0.020252230682141124
PLTP,0.03169747135289839,0.04102958436365853,-0.02721110507500488,-0.00629089646915964,0.13555845845640516,0.0698757405181857,0.014239052751181131,0.0361429274693703,0.04438335077258561,-0.05141155500008167,0.05360586475345185,0.04492526003470062,0.029347528660086625,-0.05514440118066668,0.04856135571494637,-0.02102740593722742,-0.013442824057276832
APOD,0.07425905837431968,0.010010258020442636,0.03931094632052436,0.016152932520963566,0.011421735569300012,0.03991775789825846,-0.01744483193586535,0.047711051909887545,-0.13115815370326242,0.1588314573635572,-0.049760978156415954,-0.11726605829023516,0.06813020630639241,0.13767650864195544,-0.040113631652961466,-0.03195080504962256,0.030536164180647578
B2M,0.10465196343917683,-0.1038374098255012,-0.0003370417776963733,0.03855463573937134,0.15282686299711074,0.07706172335461159,-0.009869776754135879,0.03809284853666086,-0.012655937701425882,-0.057322485759903334,0.002520252414238137,-0.059095781149147035,0.0882689600771445,0.025761087512102775,0.07002284664450557,-0.028876296597274906,-0.06620897838028111
OMG,0.014635442851689915,-0.04174825167760715,0.026129579911710003,0.03372759706663089,-0.06516613416049298,0.041344303786521264,-0.024048630580670468,-0.0002041840057910763,-0.05226396502100934,0.018257546048454518,0.02345183478725923,-0.12066565861428476,0.08033443004038476,0.09506663624518469,-0.029416442693502087,0.021435597673250855,0.004778168551222195
CXCL3,-0.0028989027945227684,-0.010146615255200588,0.022650492212097084,-0.02678534517277243,-0.025386983666399077,-0.03757699689286538,-0.011490346717354837,0.004167057516318397,0.12030831121265971,-0.06599988310735501,,,-0.06595424919816,-0.056776891317432326,0.04870444345324142,0.0585911350190671,0.05479559628365619
CXCL10,0.09476059514554568,0.01218875822926596,0.013993575288967969,0.03272789501854863,0.08961404403918122,0.05026824659962683,-0.01745467766168031,0.08608789187960048,-0.03593402804107859,-0.10168165854852158,0.030650711718749068,-0.012005350230763892,0.10552162526209295,0.07305781382513418,-0.029529679671212845,0.020955699161447423,-0.0036834902933126027
RSPO3,-0.008438615036032288,,0.029429786428489854,0.06761580260854907,-0.031750412079882905,-0.022318836142825735,0.13093597215585479,,,,,,0.036369972695061294,0.10500026120878107,,0.008592343201000116,0.018913302120576687
CORT,-0.058678798673465093,0.019887863401716513,-0.01778768872371934,-0.032830885890637915,-0.04102779876051241,0.00029917907711075913,-0.004328998464498735,,,,,,0.05773834714111009,0.05494753773858786,,,
NCAN,0.09853439835491477,0.006538359923338446,-0.04230923886822069,0.006827592192782766,0.025877268732616393,-0.03198396539195942,-0.03759094303006495,,-0.04804061676406172,0.04575986124567608,0.11196665669833508,-0.05126911165528835,0.06724878262855058,0.11274474393268949,0.08058622242609409,-0.007024550577040032,-0.02228893116418773
PRG4,0.010608157016111924,,-0.022042542667689256,-0.0032628201595877255,0.08611044829431215,0.05343152043664642,,,,,,,0.11204545430092712,0.02850009390402078,,-0.006437356603125017,0.045769635479312815
ZG16B,-0.0284875342270836,0.03663133802901536,0.04478494637826408,,0.11062757227421795,-0.010095674769840985,,0.008228446805781706,,,,-0.03078942824291588,,,,0.11057982083005048,0.09749832203447742
TGM2,-0.0041907025255374505,-0.013712852529414826,0.01938378125964327,-0.045112849734252884,0.07092395319218017,0.014776173415813625,-0.016592533809653257,0.04403934485014226,-0.0697755622035876,0.05117893957709832,-0.06587849932926233,0.05153262289042382,0.03829976683740044,-0.01890695919493365,-0.015811944296886052,0.03518545577851916,-0.044996781180333116
VEGFC,-0.03797048143182038,-0.016512808343432182,-0.023447949573519165,-0.04458711800590467,0.060358728878100926,-0.02718516137679779,-0.0071718225256480654,-0.04539132096701385,-0.06563288815056761,-0.0684333362592824,0.0027488877212607002,-0.039909213876968185,-0.020675453330169725,-0.016136262792243023,0.03918297877353256,0.02993103773929773,0.06278288726513459
WNT6,0.1335436547744555,0.042773494649189996,0.10653647868077688,0.043002892545213875,0.03281544278057234,-0.02246756411148555,,-0.0078547876461362,,-0.017322007490993017,,-0.029280749873805547,0.013325251784932938,0.04140658538747556,,0.006758210352193737,-0.01769213518255212
NRG4,-0.02522600308130926,,-0.016199109376202125,0.015150528144849358,0.08918952220952958,0.05514620395319221,0.01707972951909649,,,,0.0904833264107505,,,,-0.023215622167797965,0.022635724816339596,-0.02660625771381382
PMCH,0.019477231225591075,,0.013071354893543281,,,-0.01477727166947297,,,,,,,-0.03346538837159187,0.03659800847462803,,-0.04730315665093792,-0.019582939778920436
COL9A1,0.004695253775470184,0.0105205204093112,0.01364997598871657,0.024586744874952344,-0.03579420219714577,-0.0070083803814603215,0.0264683757250269,,-0.02044311224406992,-0.05128322502512583,-0.08443698526897929,0.05521199674197201,0.01373724221671533,0.09678241710133437,-0.004813541212739987,0.09003795821837307,0.14284439533875853
GDF11,0.001558809238696466,0.007616396429397367,0.05715541382483659,-0.023611831358611404,0.11929182412708375,0.01776808885156525,-0.016530166931103377,0.07092394948779143,0.03588276279069566,-0.024087711276677883,0.014551110246741815,0.09419653007024739,0.04265105667796202,-0.005867585919017011,0.01907845263761505,0.0786232246401615,0.06426775171655967
RAET1E,,,,,,,,,,,,,,,,-0.028137083978037384,
IL24,,,,,,,,-0.022326281065459273,,,,,-0.024950987156727646,-0.021030433169663913,,,-0.029744911021430814
SORBS1,-0.014019047611610085,-0.029061955661781474,-0.04924963249290799,0.00985379700252483,-0.015437853763853041,0.02065918624708531,0.0005699017421512427,-0.02157865808710212,-0.055542580062127776,0.09586301559956203,0.041699281904300015,0.07339114773053607,0.03652484802308635,0.019271047218005297,-0.06527993914209197,0.026687833982772035,0.05365464736968251
DLL1,0.054596960791292275,0.00301759385825484,-0.001086092359673621,-0.0002933619795770647,0.06160221677683821,-0.011309041513512164,-0.005462336599746002,-0.027069851267132815,0.04179682534139002,0.06029909214457483,0.014639814231846824,0.1108314494514478,0.08178950268715553,0.12278002215653447,0.018922280880640185,0.03916104717949805,0.023913814163880165
TLN1,-0.01786976468527798,0.004960650949466541,-0.01824192760100222,0.0007028174703194772,0.08047650421698996,-0.03867130726500403,0.008811873163536026,0.03536671504418128,0.015359739876575934,-0.09331765495909465,-0.03081109227634495,-0.05221805828891415,-0.0010525392744173436,0.016461941655737816,0.039086800097406345,0.0491332116297988,0.016200465523756733
COL2A1,0.03334859177319962,,,-0.025870362388335552,0.03680253820774516,,,,,,,,0.009682110427403431,-0.021203758527172538,,0.019314950863680624,-0.023970810122987678
SHH,,,0.002306920111514705,-0.02588140146513332,-0.019957260633293335,0.019830245237663777,-0.012332313963707493,,-0.009707444887765787,-0.024956457675258666,,,0.018123427540620702,0.013783370226783224,-0.015317752509959672,0.014097785125172242,0.04636070699716908
