,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1
DCN,0.021440593182537604,0.036108378682847254,0.03286803522045424,0.19285112058339798,-0.02033828746701568,0.01382146671199681,0.031009658264787184,-0.10008860122347893,-0.008483183516673752,0.039634104401355605,-0.06714672173150882
RARRES2,-0.02617043177383825,-0.03683681567713204,0.10092304164429791,0.23780031162646895,0.18228238437582853,0.028234123758962632,0.05378221454932344,-0.06853169904237581,0.04677093754805721,0.018393738445693794,0.03771819862807466
SEMA4A,-0.00806492535756868,0.048367300007282094,-0.0672362763353399,-0.0910852300894111,0.03407201027567289,-0.04269287709072841,-0.013309972901981826,-0.012220254463216831,0.10296760958773213,-0.03762729662625134,0.041382629759784094
GDF11,0.04016195126735159,0.09811567275661488,-0.03595211871622029,0.17317710481829396,0.00034638499311013995,-0.03225195576790197,0.10733733940333204,-0.03406344580283727,-0.05417913278966565,-0.029576813522130523,0.001148742020157386
GPC3,-0.02047657632666964,-0.006348193239005283,0.023157746501448084,0.03736710913913265,-0.022394346226621977,-0.003599264370822943,-0.0194326546839932,0.027063163892841594,0.018020605850383658,0.0395317462960141,-0.06023037655265584
OSTN,,-0.04072156107585974,0.003511344066313875,-0.05039335520798905,-0.033810084767574855,0.039438686463219894,,,,-0.01686461481159215,
GRN,-0.009892132012068917,0.013176614052100832,0.0710732911288556,0.23801175658029788,0.028702199217320645,0.07024886093084656,0.05032485208157933,-0.03893691917694235,-0.025512856066462926,0.04827838580267801,-0.06681768240633927
CALM1,0.06291667540627881,0.030246381587733386,-0.03615184548478635,-0.24540681665804556,-0.021984590704010966,-0.06004272998704213,-0.06403698914790701,0.027195868449534623,-0.02503751179661624,-0.015861383556972017,0.11561101145494072
ANGPTL4,-0.008963587307932152,-0.06508681493490355,-0.005998007340200946,-0.022462257065351515,-0.009036192685994412,0.02321690231739043,0.050989812951166794,-0.031129675397304785,0.07524256488845907,-0.03079705045748592,-0.11245116616091459
BMP8B,-0.008624723258253085,-0.0361664275961173,0.07241479107232758,0.04689859354888734,0.016699086626104157,0.055164546983915964,0.048739165163010634,0.05931125030475192,-0.0033473879919825996,0.05696303278868478,0.010352689468633347
TNFSF4,-0.020977495766110712,0.006349377153183501,0.037288326949175075,0.014664265818799071,-0.038681916638424914,0.031090159399630682,-0.029741221997202548,0.07707864987435677,-0.04315645017163538,-0.02791559219097875,0.008793000143191263
RBP4,-0.0365786583412453,-0.023126133470865628,-0.018986904613676133,-0.15750741076321303,0.00941584756301878,0.03202792193087828,-0.06091508049496729,,0.23100149248771515,-0.022694541349871,0.10358255172492872
DKK3,-0.020521734212716736,0.06597651527373356,-0.021298858717562777,-0.2236135248950167,0.04449301487639389,-0.036539071250092876,-0.07573175262309499,0.02007791228911942,0.010196104218067631,0.06006102734530396,0.05434445770054548
COL11A1,-0.018685474842977064,0.018778333670832814,-0.0035263244134601033,-0.06287709554155309,0.03018262165296965,-0.013630684483026425,0.09558352156215452,,-0.03860768180496183,-0.01027426452765243,-0.04682855179257057
COL5A1,0.001947957233938592,0.004535595204964583,0.020800435671875533,0.15947192609671534,-0.1047599090163529,0.01579607376603163,0.08396977314052445,-0.021708097773406113,0.06143039311919231,0.06405895593102104,-0.12646133898099732
KISS1,-0.03306859897140534,0.0837327523377295,,,,,,,,,
MEGF10,0.01455449639475066,0.0489780749584213,-0.016086365206696394,0.020144958018754804,0.0077607527590079035,0.08865909782412341,0.028845622666269312,0.1518745439933292,0.05250215370905003,0.036963272119465936,0.12205389830304048
CEACAM1,0.030479632504587285,0.027472774360720844,-0.019182627077405992,0.013499037686623742,0.05354258004055149,,,-0.0483537838149938,0.10905030506704358,0.01710781383644306,0.020569522420532633
EFEMP2,-0.027517156514295364,-0.027633474419800585,0.02081643400508304,0.20714860747739655,-0.06939347472060656,-0.0023791098285624187,0.04724015738854031,0.09431533518770598,0.1209883240352024,0.02672669310647162,-0.055882920574211944
