,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
BMP4,0.0035798494865484586,0.07082664594936156,0.009925401965294426,0.08416238161761573,-0.03832719465295137,0.11843161828508775,0.0058564241537964095,
SCGB3A1,0.011106207738107417,0.056233656270304994,-0.03289522304142152,,-0.03794143292669096,0.050052923070301486,0.02508845196981878,
IGFBP4,-0.06438498554567956,0.08575043034887793,-0.07156956995788527,0.0006241255828924771,-0.0637099477262338,0.05372710357213292,0.12149849487230456,0.0393146270037316
RSPO4,-0.02374924619956678,,,,0.06786997834902152,0.11122060833223212,0.05151638677977847,
LEFTY2,,-0.03370966907227467,0.024702369896239793,-0.0361180469965551,-0.04076289797873513,0.11938886207461942,0.06134469126617832,
PF4,,,-0.024026820618500793,,,0.12101915485526948,0.06401217461534484,
ANGPTL2,0.022747953446118182,0.0679771700834965,0.1564992211951148,0.057372918086707046,0.02750422546984324,0.09893727881299431,0.09597782941410093,-0.12216907142074694
LRIG2,-0.003066216154654842,0.019218163093475793,0.0699822832592796,0.02802037658850117,0.034448415750399544,0.0625800451822863,0.020918273418900315,0.04771681905375086
ICOSLG,-0.08972498229311131,-0.0006535696630870272,0.0795921373203841,0.025615180457740507,0.03176674430970204,0.056317006920680486,0.03225745312117688,-0.06788856366030831
WIF1,,,,,-0.025981132573773786,,-0.018239347615514018,0.017903544278509872
NPPC,-0.026264983800312672,-0.002167632794611531,0.04756872149232286,-0.012378437137132822,-0.041206060143111796,,-0.0049793401298763845,-0.0375382897290585
LYZ,0.003974781381329425,0.021986138171111693,-0.015143651593668166,0.049462382757845307,-0.01246189044995619,0.013773777369501933,0.035797300922898345,0.022134094463637573
EREG,,-0.019178963774124272,-0.030766792037282054,,-0.04620942063919792,0.024982337774731078,-0.008256469243198986,
SPTAN1,-0.07165775518480173,-0.011936870070341814,0.07869304547092086,0.05880731963629116,0.029848258168428916,0.0012214867784053334,0.04216264925228962,0.0727283485409896
PTH2,,,,,0.012107881429534022,,,
LIPC,0.048238719110905416,,,0.0988652015942014,,0.004512567162236427,-0.022658443203954857,
COL8A1,0.04030019536396499,0.048389746720012033,-0.0076118415233096945,-0.027356961940162218,-0.07236511976223822,0.016699661079109005,0.045045812021925466,
GSTM2,0.028264519460522327,0.02746850210031111,0.054330119394643966,-0.012398423675348607,0.012925683862294977,0.02020424557573345,-0.039410103334187464,
SPX,,0.104607566439284,0.03894477959572271,0.004194569804891331,-0.017509589662025225,-0.0022966106459120974,-0.0059502403672610175,-0.1280040236612403
MFGE8,0.041145597726031276,0.016214249972190203,0.03703672887016964,-0.029702604126338357,-0.07563349362101404,0.07011299518406401,0.010153577876496142,0.10167212689360178
TGFA,-0.00537376041468143,0.03994322650961344,0.08470082946040398,-0.06164857318233322,-0.01647499187864467,0.035778676339711914,0.004469852169940572,-0.09720283195998868
SLIT2,-0.03735490787719849,0.05955152081811647,0.042457519377542934,0.002681198276314608,0.012706855055636665,0.0726480421962385,-0.006258437847720918,0.02009069250627071
PLTP,0.009756294866535816,-0.009494133221645008,-0.14641725590165205,4.187083351936423e-06,-0.0512864494677114,0.00872873396542656,0.020163897923868614,-0.056566950262502226
APOD,-0.035198402807911436,0.04658823600148766,0.24461056842629259,-0.017119568682974054,-0.0393778059984417,-0.11515624362560321,0.00876839141874997,-0.11087776158985868
B2M,-0.1303445714092329,0.023030520635951415,-0.017144509796954907,-0.01265608931166202,-0.048783147723445434,0.04136141971566451,0.0987035724132615,-0.11033418961707575
OMG,0.010224231843926328,0.05421781242125221,0.19096816802911326,0.016850873004245294,-0.0021970047501991964,0.009669478825733463,0.01180742522108307,-0.10807321134925937
CXCL3,,-0.03506387249342583,-0.0433175663962651,0.0009936765372980767,-0.0018427300745276144,-0.02368520493982224,-0.016874207043234876,
CXCL10,0.04843510542073022,0.013824347263727457,-0.03222693174033748,-0.02919975187797528,-0.053344413718351844,0.02972917274217676,0.12916505374479711,
RSPO3,,0.04418777889346206,0.09357317265397444,,0.041941831937866644,-0.022019811450349116,-0.024118367925992125,-0.02734282724005878
CORT,,0.08084586273310303,0.04489636830743792,,-0.03181208937504171,,,-0.029197710804043382
NCAN,-0.06955845512816936,0.010612687155064407,0.2127814431239475,-0.015623164047346648,0.0467391346345026,0.03426402487802557,0.017565030852531246,0.1122101629602116
PRG4,,0.009099887129784812,-0.013448994821182437,,-0.0723249205105206,0.0017647280547217904,0.027271886613469694,
ZG16B,,,,,,0.15391072155804458,0.07719694772747024,
TGM2,-0.028679951065393665,0.04376073508953953,-0.054612031119556065,0.03144487737185323,-0.0737891439217587,-0.0024544870564298725,0.0780945889654026,0.15052630736302947
VEGFC,-0.057808402576532275,0.018975799145552547,-0.00012781458399096704,-0.028588608602760548,-0.04043895285448794,-0.002761911536690836,-0.010794365489354323,
WNT6,,0.009819529834148315,-0.00264559715163434,,-0.01457705035083471,-0.02035876380425658,-0.021015795831201722,
NRG4,-0.03580116085582665,,,-0.022956239774363965,0.03876036003335485,-0.02201981391824463,0.00010155031208793655,
PMCH,,0.005173996320060677,0.013550376219174695,,0.0371744045113831,0.030184408878303304,0.04868227947566417,
COL9A1,-0.03168485177026702,-0.008667618061547273,0.1355533148922006,0.04859357719760586,-0.02660495802167105,0.009955672859478959,0.07484053802248339,-0.04448674909970908
GDF11,-0.01751852212747922,-0.017475972367386593,0.008376692053995043,0.047331427866387096,0.0005635287194271288,-0.027148005284152014,0.02401400563647893,-0.006542937866658661
RAET1E,,,,,,0.045058088847411436,,
IL24,,-0.030093629180587715,-0.02364372517942355,,,,0.024465338153294013,
SORBS1,0.03245419285467099,-0.012193526643810746,0.03746282717724599,0.03895510430130533,0.03032419678087672,-0.0028046083839613927,-0.023213814810175586,0.1656073199289691
DLL1,-0.0008106394400840807,0.04752981580819811,0.2032592357403007,0.04648300387573819,0.040143006968499685,0.08949956644884452,0.03504313886898386,0.0330000809091816
TLN1,-0.07946874659360313,0.03327962601134215,-0.0320577961162388,-0.03590935864355223,0.028224035314203557,-0.010840362217742813,0.040460776987965456,0.057691341916272676
COL2A1,,0.04565950994819415,-0.01487890893647269,,0.06726829617311963,-0.01934058790340443,0.02477849936211606,
SHH,,0.10144675332518145,0.01163056495987571,-0.040554765162391246,-0.018433771728437506,0.10095969193840872,-0.003751600891147556,
PON2,0.044834502816354226,0.03390064700308272,0.10453547075649931,0.013060245995948256,-0.10003553387849272,0.007778843783010272,-0.016756675190016695,-0.03414917828142244
ICAM5,,0.010107882814569836,0.03855678798180538,,0.007636846782565482,0.0566562166680637,0.01396007079532266,0.035879021803665416
HPX,-0.046573951120863585,0.03934866620833632,0.14170965502036106,0.054634212164898006,0.1152365649448614,0.054363855069556606,-0.04025054257235129,
SFRP2,,0.02838538501934524,-0.05999919172395074,0.005214725267952764,-0.03472566750301591,0.008126863492907954,0.04150646907262466,0.1326637834951417
CFC1,,,,,,,-0.02796503945429041,
CD70,-0.038854653883520066,0.022103905951105486,-0.07068617272858456,,0.016594822397001645,0.016049160017161054,-0.017132652284543148,
HP,0.009089012205638474,0.016455416368470022,-0.06400834376506906,0.004565069172393969,-0.0823999457885003,0.03257567213110054,-0.009561554762692302,
CXCL2,-0.03526989350430722,-0.020295749945020695,-0.04501435802943599,-0.026003910838012127,-0.013113151582359307,0.001949882414484814,0.021454413002821474,0.02326783377618754
NPPB,,0.03489132137831677,0.024133667913899457,,0.014373773471015193,-0.022336648868529665,,
CCK,,0.09322162939558963,0.1396507575491683,-0.017833775130634007,0.024136938105669397,0.0007431776084025807,0.0012017378240267973,0.13065454477129357
SEMA6A,-0.00042112698611168826,-0.0008823961435844133,0.020119474555630262,0.01006889365795769,0.06621017781885938,-0.04080302006313403,0.03867296861957625,-0.02177402912306583
IRAK4,0.03467529717441895,-0.06831202126201923,0.09540220018192606,-0.0221924966997078,0.022424905824834335,0.06837655667785318,0.057549346790368536,-0.08262459075547969
GSTP1,-0.0573729552100957,0.053540033968602255,0.123606639545204,-0.051193693766232534,0.037445470187647295,-0.05386428754259649,0.0022861821339849103,-0.025559100197698487
VCAM1,-0.028815007393293107,0.004592239443639403,0.011900279545275972,0.010590925894060098,-0.04815906341665345,0.07447975925353223,-0.005281835552012807,-0.02043536921396643
NXPH3,-0.02639161790646324,0.03210935060352259,0.14207327593865648,0.024612854362547447,-0.009907673570270975,-0.016237029310829727,0.015411214516936953,-0.015210493678686382
MTMR4,-0.03320800251739845,0.028927488598699265,0.03304872228513739,0.007746029579298097,-0.022042736982714757,0.02828137260753803,0.050633586530602244,0.015233930089872826
LAMC2,-0.008700106974675405,-0.03699737186072596,0.03796159345993697,-0.02219513530819141,-0.035356682160126135,0.017948289997403243,0.036496567172943556,
IL10,0.02173929195962458,0.042153034231192994,0.024616270489803745,-0.021409339509245257,-0.032680671735703805,0.08953881210760554,0.11437636810285473,
SEMA4D,-0.025077753235438656,0.02511053905833563,0.14835632642029806,0.012234555723160252,0.02634984935891764,-0.006039777375663332,0.0008258300202070478,-0.02513060015360133
TRH,,-0.01803235128844023,0.013264897393387654,0.027296162283431315,0.010348857474170248,0.009729349658055183,0.07022949896082405,
SEMA6D,0.020456163632989282,0.05002128002898392,0.02320728885823994,0.0004308920449018023,0.0312986789395439,-0.00835480397062259,0.028551828261458932,0.09361899539420719
CEL,-0.06336828498427052,0.05546383344760979,0.005328599969191184,-0.04326530373944691,0.022447723371913905,0.06144498195782394,0.07307519802967552,
PDCD1LG2,-0.03013389969260663,0.0009903631315323765,0.03353041714525325,-0.00012512315855708742,-0.014570959325227038,0.10908342496681936,-0.05925832546770171,
SPINT1,-0.030869729832352314,-0.01533363297634552,0.0787638012544888,0.016137197417865855,0.07188355565496601,0.0072167383849386256,-0.03777238394895235,
CTHRC1,-0.021046266433469917,0.02944769297886989,0.028678316906548845,0.031044330629070114,-0.05001523941225911,0.07100519189684122,0.09605088192777714,-0.05167726184725352
PODXL,-0.013909473351899519,-0.001811306421395767,-0.01578794870103993,-0.014518219114675112,-0.025050401013978353,0.09221283572479745,0.14928429117140737,0.025621648736427062
JAM3,0.12884694119435658,0.03610305510930025,-0.05183628895403786,0.041625641173992346,0.003535323360816661,0.03104271295115555,0.10084092651156432,-0.14236246784209877
TGFB2,0.0345841017401751,0.04773334292362899,0.03719095601661406,-0.016243086573215725,0.014019457460559999,-0.01575205407549583,0.004331832541197343,0.04167889690907477
COL18A1,0.01734668657523408,0.08888602468033846,-0.10190346212659716,-0.0075198709472050675,-0.059658004857845774,0.06471211922166188,0.09528830429110763,-0.0408212760532552
NODAL,-0.044409678664530286,0.028422886972909445,0.13189044010099965,-0.033388608216792945,0.09017142363797605,0.11397239927536335,0.031278704853945925,
INHBB,-0.0235674717916578,0.051469549386969,-0.08319026063830985,-0.02625460463351679,-0.0014935846955146548,-0.025103769501040818,0.029631640019109437,-0.05317960816516093
LCN1,,0.016621645987393775,-0.027580967006842153,,,0.12358845620587623,-0.021346847624973693,
ARF4,-0.04557165743336541,0.04274473110812887,0.1732573048180119,-0.013758120528618693,0.029461415456456492,0.031035721844198828,-0.010950189756071526,0.13319760006379489
CXCL14,-0.033270239253942395,-0.020386433437462773,-0.18032284971671622,-0.00815276381811851,-0.024329344905333897,-0.034345842055330686,0.013399109686024353,0.0633097372317686
LIF,-0.021758910631260404,-0.06860193833319451,-0.10543956207221551,-0.023325707956824582,0.04877395046797786,0.02338088912660727,0.0226491009306283,
IL17B,-0.03418568875479353,0.06697120705754896,0.08959372691150203,,0.014483168292334078,0.04330744000982786,-0.0031613401887677587,
MMP1,,-0.03698327378037876,-0.04546035242113624,,0.03248731747346315,0.14061205753797673,-0.016827619626757422,
MATN1,0.1154094863514725,-0.020829873856729537,-0.031261404099515555,0.07127884522357458,0.07953245738939528,-0.0013457050062667328,0.068812820303367,
ADAM28,0.029536741709301022,-0.0690548399491369,0.04308062119700184,0.028461753962545057,0.026330447292561482,0.04033010471059208,0.017552610919713427,0.04899567662972406
TCN2,-0.06366966521785472,0.02366142163381072,0.008721963314968174,-0.017625518578640517,-0.03626127981957026,0.006556195761502419,-0.003568414096512439,-0.06948330702585782
THPO,0.06882598107663086,,,,-0.03590039313362518,0.019320087024765738,-0.016744995945510818,
CUBN,0.0347235494408045,0.09912742783257489,0.13127013864208048,-0.05250774128571946,-0.03757409251435015,0.09315414050416335,0.002283344629538265,
TIMP3,0.028641792133433142,-0.012901111229959785,0.0023582517497099525,-0.02004641036487884,-0.10045159810297993,0.009928323378243903,0.06792680529491744,-0.08777040229057254
PIGF,-0.028911372652704125,-0.028623160467716947,0.1492151926749954,-0.045597119700706235,0.04729049529938225,0.0088208368772669,0.018930207820702358,-0.08307277461490023
CRH,,0.04816976013627967,-0.016404468413378726,0.028716579569494707,-0.017418219171531548,-0.037516831105449885,0.057374112784544,-0.027347028594754734
BDNF,,0.0628441973491209,-0.04747964314220207,0.04807510194695871,-0.030371112308766983,0.0837338110863774,0.03922395563603862,0.2035283374337656
CCL5,-0.0919793815350096,0.08496936649816005,-0.03523285287224168,0.029298199440452668,-0.019676576062429844,0.09477722577972696,0.025644852557559338,
GAD1,0.013205607397505472,0.06431521886152711,0.1534851845419765,0.0028998528876707738,0.04982427801016937,0.06653081145148391,0.05597344486459339,0.04752728951691879
COL14A1,0.05726468450510855,0.043671920191563705,-0.03625692673033298,-0.04472533000869641,-0.024211137872014676,0.0198110168017667,-0.0109844665244664,
HLA-A,-0.05293852131419434,-0.03470477035391456,-0.23683247661042,-0.02716365003669506,-0.07633934341710846,0.08001268755870751,0.07879452514608945,-0.1456566216607517
FGF18,,0.05853827090307572,0.014585642108085856,,-0.013379179486266782,-0.007747973453446945,0.0035679084705129687,
ADM,-0.1162828224583428,0.004807627208073555,-0.16221381465479998,0.02716795409272493,-0.059449727085570614,-0.02445834056042173,-0.0330720640127379,0.033510653537735
CCL15,,,,,,0.11075552434236742,,
GNAI2,0.07382528266793394,-0.0331915723750941,-0.01671270703205625,0.030949282939772553,-0.043567921792790495,0.06155292028564281,0.051388841090060686,0.014940672350080309
HDC,0.049841114875465053,,,,,0.012591053925736971,-0.02199495543245861,
COL11A1,,0.058818532674402665,-0.016673678797544632,0.030099011247334693,-0.08059690053683709,-0.015505735746824937,0.06955318467022822,-0.046972638004698634
NUCB2,-0.00855646924944136,-0.1034114462802208,-0.1247621730916531,-0.053177250815440044,-0.014910044286638478,0.05482064694859585,0.03594123976483912,0.03362591073932232
FGF16,,,,,,,-0.021673169252353155,
CXCL1,0.007074814400926826,-0.026548598990310722,-0.10152158852764259,-0.0009101965144840613,-0.016382615618318924,0.05581959131535626,0.016583869573115546,-0.031519197473479914
VCAN,0.030562087031944796,-0.04480250156834645,0.16033937418631683,-0.04109034940093162,-0.02144050699769652,0.005800806088811634,0.019522259541795484,0.03191717075700231
MMP7,,0.03572470430362202,-0.09839050570479482,,-0.09637580562243118,0.08985123045090351,0.05229900209822002,
PTPN6,-0.04818724135007354,-0.012448430945961455,0.04697345424988101,0.05497371774773534,0.0061932282248962425,0.04626919908011842,0.03427756490875521,0.11769446997627439
PTGS2,-0.02010668995841458,-0.011669335814635294,-0.10454478467452664,-0.00960321437090029,-0.047616240374895896,0.019076465592386863,-0.03671863816508422,0.05949654798705528
XCL1,,,,,,,0.09139752539258933,
CD58,-0.02718528506550276,0.04849440319564607,0.08222376623199099,0.08864864367115606,0.05725358218679766,0.03302396636112222,-0.005377469831403821,0.11332951652063565
TNFSF14,,-0.03938057295453759,-0.010418047018181048,-0.025733483568377357,0.05579066857678249,-0.009345382678853894,0.016800798136455096,-0.03422648816425861
CNTN4,,0.04838732721249899,0.14066853018980602,0.009288696791702772,-0.028141389335196176,-0.0369214893535479,0.04803966659374819,0.2188120905989913
INSL3,,0.015805600339075007,0.0020937589036172633,,0.04199974384342138,-0.029710282722217003,,
BTLA,,,,,,0.061142630630845844,,
MFNG,0.015342567255587691,0.019171550790715173,0.0316807251487378,-0.035763179516229274,-0.009765895450208917,0.004243812588928022,-0.01257777659520706,0.012395096089201106
ICAM1,-0.07782974481085286,0.06081571338801376,-0.07373479572856599,-0.05770596776138081,0.027798669658253075,-0.004763387081775593,0.04209161488112075,-0.07995981582079498
PROS1,-0.04450253242730293,0.05696640257394211,-0.0823820790341906,-0.0003387636639815067,-0.04395742196228124,0.056736337686813985,0.04286612482248061,0.012226995198866783
CLCF1,-0.06336813546302417,0.07146018079349548,0.017719484364693696,0.06682448528149545,0.007366314403678282,0.016619422142314086,0.04198616951927277,
PSAP,-0.0005425735726089283,-0.007539988120398463,-0.17363457600038024,0.0005350576086704013,-0.010282676763389682,-0.004989784619775694,0.04884555516565516,-0.17169376164347133
EFEMP1,0.07292178786572065,0.03875046794634657,-0.08630699038153136,-0.04629381879305445,-0.06542915375114902,0.00669956654319742,0.05607172039174306,-0.0650129619906933
C1QTNF1,-0.08098403319880187,-0.009849854454369596,-0.17279941485857667,-0.04373688922868649,0.014242739456308688,-0.025231768201704648,0.03720831557824706,0.034488943875751354
ALB,0.11933129315411954,0.05279704750179889,0.06841033505463424,-0.019313561552714024,0.012174698988581468,-0.03359521529448665,0.0009266482710379834,-0.05574232801700712
CCL13,,0.029491346317951837,,,-0.044221754971244566,,,
EFNA3,-0.005401054982017248,0.06564161451121435,0.05371513635698393,-0.047574252748430086,0.08430926025372937,0.020966453133080334,0.09248192383703631,0.0888317036897902
DRAXIN,-0.02277696220322136,0.008700366043580416,-0.09695255861051118,0.0804113602091969,0.057245307042690624,0.1248944166899065,0.0036468054098872573,0.18776674161690876
RAET1L,,,0.0018078210729743367,,0.004415911100410976,,,
NPTX2,,0.07245153254053235,0.007104412405825703,0.008564528155916282,-0.08104346302028599,0.004044788150293843,0.1099471665671597,0.13526758340518882
FGF11,0.08144939122326099,0.012635652645957108,-0.027738065230121664,-0.045096580008270666,-0.05343251864044601,0.04594358492012325,0.046194101339215116,0.0007078829900297278
CD59,-0.0537510418100348,0.0074153750118999846,-0.06111005806785771,0.07407530643120527,-0.08514246921189653,0.05918324959753645,0.09327517142678815,0.022024545644750093
COL9A2,0.01701827612183225,0.0787095127066998,0.1742668798767879,0.03178437933609839,0.023592752548310343,0.0004010418879032232,0.0993128134558303,0.04072205079820893
DLL3,-0.0756017649900779,-0.003441356147848288,0.25841255378310246,0.02670726214930132,0.04696229205677865,0.0487504709644407,-0.008493332044719273,0.009051384754363742
FGF5,,,,,,0.034214352418576725,-0.03717806096859233,
LIN7C,-0.0483307948415556,0.03925140653341787,0.04064524887113687,-0.013827890928941178,0.06040909188961023,0.03340418454864112,0.012434032517821856,0.02593044229302739
GDF7,,,-0.02364373267023442,0.048802908831496634,0.005406145458117985,0.10007576840205672,-0.002933316227758489,
PSPN,0.035211151806322824,0.054913793436442586,0.07707887673306241,-0.011562783844180373,-0.04575737142942967,0.05125631221099012,0.023151588229966123,0.03483276094784895
ANGPT1,-0.0008523421334594852,-0.003030772059116302,0.04981441549184309,0.059300413208336046,-0.0005183133492168377,0.04853337547204917,-0.0012914704486865847,-0.048136298913864256
PNOC,,,-0.025142849323043885,,-0.05069129522686423,-0.030663769890912934,0.04091078644515268,0.03335184545301707
L1CAM,-0.04432895087014679,-0.0040388283766805535,-0.15912836289153026,-0.03584123044252984,0.09637804267329175,0.05312690367225577,0.056541205914293166,0.00879493381146555
APOA1,0.015959045641452275,0.03300011395385942,-0.010789910313437897,0.0009695766998035417,0.018511501442750676,0.05507001219474856,0.059404621947574905,-0.028591533101728687
PSEN1,0.008563225863834855,0.04149553929589268,0.01886332965784082,0.023784079022103288,0.007722194043478791,-0.019158996077405864,0.038776331014451146,-0.029050711148192465
CALM2,0.007806161050051271,0.03769892753815434,0.05944079121887095,0.045158048402218945,0.05284544193733985,-0.07861087273388853,0.03657012561294063,-0.09126316874381495
CLEC2B,-0.011057094918313113,0.05895042057580705,-0.08528057165985584,0.029348486227371275,-0.040199771916955555,0.094341258059653,0.002757964314840152,-0.05355072078787008
NTNG1,-0.03307002841147184,0.05449270788308339,0.10959212193940943,0.032309448515180916,0.008359249291867725,0.0262434510523384,0.0297963634220506,0.02336686662345253
LRIG1,-0.02560757322016039,0.004625290065442251,0.18260055417863305,0.022579955979586855,0.002538137917626309,-0.017813364990202852,0.05219046017088266,-0.01942941712179096
CPAMD8,-0.0426321341475804,,0.03522483433797079,0.003660596407098193,,0.022156491158393143,0.018830708791572386,-0.016332886425182866
