,UKF248,UKF259,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,,,,0.11460323193562522,,-0.02112309107675683
BMP1,0.03345967795138212,-0.0526521485131774,-0.04488292789113812,0.059327389562360604,-0.030805750538951113,-0.012466714771549831,0.07039549574982752
NDP,0.0013460637072977226,0.01992439854707493,-0.006804749016645065,-0.012157762078570633,-0.051652451290408005,-0.03901989205183524,-0.029023403130006495
TNFSF18,0.07832208281461663,,,,-0.016360144163083953,,-0.035630878225445146
IL36G,,,-0.013349797118559839,,,,
RTN4,-0.040207349463672416,-0.004323102177327795,-0.016260858990157025,-0.010421636763387136,0.009857329785181966,-0.029611441647467256,0.05039209455846624
HEBP1,-0.03253124851336319,-0.05649984301678147,-0.02023592763626875,0.032848512042441914,0.03222005079047107,0.018491317798368923,-0.028563586959959742
WNT7B,0.04364485797764289,-0.026412440355626763,0.008696111225186955,0.04190523263372823,-0.003719601097929969,0.01654081375062064,0.04870414448378146
PTMA,0.06255588793365068,-0.007272655606695157,0.0011656058838899652,0.017262531313074245,0.01647648185008138,0.05552721099027077,-0.023249539027700893
FASLG,,,,,,,0.0274136677536922
CEACAM1,-0.01580393568753256,-0.011836454439914242,,-0.02272679343132253,-0.023507819140183017,-0.013517655880337041,-0.009040253879014219
PDAP1,0.053053184736277174,0.012495115786660934,-0.012630767573242156,0.020401362748830938,-0.0346336924665871,-0.0039542367824471625,-0.02446345246784564
QDPR,0.02215470112052078,-0.017403059588870246,-0.07787187043965393,0.013920590211167438,-0.013813664066249395,0.00805945249893574,-0.03142248034967285
POMC,0.044919352381635094,-0.028401716539948774,-0.028602083411421102,-0.04524796251132806,0.031360434385097086,-0.02211310926482989,-0.025637564753162628
CCL18,-0.019721818518551773,,,0.030917836930246762,,0.022631383286173874,
CCL17,,-0.017677479546092244,-0.012195418668416105,-0.01612355993180082,0.0038710800922932215,,-0.016605067338112945
VEGFD,-0.019721824781152864,0.11641537334048907,-0.013070207919750894,,-0.02205951871306694,,
TNFSF13,0.05449485411689678,0.011242317631009097,,-0.0007407791461614201,-0.02242929270152133,-0.01517942156605074,-0.027056571258799053
WNT5A,-0.002604641370723973,0.04236740489928028,0.02960534488199269,-0.0066586006202377,0.07685058762705003,0.017070874585340127,0.10428517182744149
CXCL8,-0.04141745131760052,0.008177603272272673,0.0599245500365069,-0.04499329609497965,0.021711258134706823,-0.004814935512608075,0.028674893819554435
GRN,0.08053735180953778,-0.04638133492295718,0.031714165006139154,0.00832787231300218,-0.025049813490749265,-0.020956688557911284,0.08558694178124225
MIA,0.06470548005973256,-0.012830023866604002,-0.01790024872183979,0.07373013695916619,-0.03741107318953505,-0.0007099990103122689,0.000929778647582216
COL4A4,0.034866591813241886,0.05449960431279521,-0.017363905343273447,0.0316084765883756,-0.03221881489192612,-0.02724274873318256,-0.011304858469894225
TAC1,-0.025950260526203497,0.04647885577943756,0.030969801561293933,,,-0.023321807337079642,-0.02182904949026443
RARRES2,-0.005077999441643275,0.06588998239078052,0.01049767319332982,-0.050493540021656805,0.01619449749727257,-0.01072828395983457,0.03561412822624918
FGF7,,-0.021512717342295262,-0.014481589029546505,-0.00838664639005645,-0.023637612583133044,0.025371018714947985,0.03148241044908807
HBEGF,0.010331686373181168,0.06652009493931828,-0.0038095497508848935,-0.01726700721396178,-0.0335155801402878,-0.04127368744574619,0.05650663055116983
CSF3,,-0.021070014265807575,,-0.059671733041066474,,-0.01937940619822232,-0.01748257427304946
PI3,-0.020748184587981264,-0.027927901535014846,,-0.049687569089288314,-0.017771226587631358,-0.03843164661675417,-0.03798382587941823
PCSK1N,0.027519927096545934,-0.019077486030265014,-0.029181109090503796,-0.013883891019774535,-0.06080130314301051,-0.036621976849960894,0.03575511065452198
NTS,,,,-0.03761458692015848,,0.07424263601927863,-0.02588930855327359
SFRP1,-0.01912547382578909,-0.015424284202020732,-0.03482332149610168,-0.010872916682421383,0.030253488710293038,0.07614163139754118,-0.025287706611553988
CXCL13,,,,0.050647665045822354,,-0.02005453603952682,
MICA,0.014221946452013159,-0.029781680504157713,-0.008423623892039569,0.00372675483568285,-0.0701018021243801,0.016783272568817117,0.046449896852085656
TG,-0.03105707965186022,-0.016645246388780288,-0.01831923964937489,-0.02142418002834945,,-0.015949549096348537,0.027655356670782012
ADA,0.0128265280655063,0.06797449317984973,-0.040463666550897726,0.0626287833125865,-0.005832143320661481,-0.04229790772067581,0.0751784862531715
LAMC3,0.040722461624050445,0.05659986175566045,-0.028864023751539514,0.09468198939651343,0.004822540269351261,-0.06347476072434577,0.05758397925213186
CCL7,-0.012544742632953531,0.011677595222855565,,-0.024165499847178536,,,0.07096840535321775
NGF,0.009549974893002676,0.048346349539350866,,0.01775978701938058,,0.01593614884463638,0.016463630680740544
TNFSF15,,-0.013400989366486855,,-0.023558648799402417,,-0.012034278545742414,0.038822377093089416
HMGB1,0.04581231742384655,-0.033116548485893516,0.0077319066666941836,0.05320575590751881,-0.05489954132397848,0.03175602349316741,-0.07904138617137908
ITGB3BP,0.013422582505782144,0.015868535075772558,-0.01361962130509837,-0.004412378559354357,-0.07919574161595913,-0.0016390226526430403,0.017728912793387643
AANAT,-0.01820051301107473,-0.01219353105861197,-0.016358987639284873,5.6430662571258574e-05,0.05439388355005338,,0.0019198026115009033
RELN,0.025004733476704444,0.06160581140887629,0.038410702022699646,,-0.03235446287925283,0.08654984584415244,
IL15,-0.029510405471916454,0.01027734291768531,-0.0151722049353276,0.005465686459142888,-0.032218810808952184,-0.029355309173863732,0.04681367172640439
