,UKF243,UKF248,UKF260,UKF269,UKF275,UKF313,UKF334
IGFL3,,,,-0.017553686437108123,,,
BMP1,-0.06129536773119523,-0.05421751455640031,-0.02613931836480011,0.13025524173390907,0.027222123878772077,-0.030899831714757506,0.07463779266139745
NDP,-0.03361875153719939,-0.03796152396030422,-0.046507443652125474,0.02126571087950534,-0.09394887296481391,0.01169031044461852,0.024661670097318615
TNFSF18,-0.02310633011221466,0.09310975586722954,,0.017475841113005222,-0.016401177231211032,,
IL36G,,,,,,,-0.03624533670400681
RTN4,0.06046387696868385,-0.025859187681649916,-0.049210219427084714,-0.10424151486648923,-0.11994510909543186,-0.01193231364858245,-0.12378535722886176
HEBP1,-0.044867726294929036,0.04381267974003441,0.011180283605108284,0.041942621930686895,0.007070806728771979,0.04627621569899946,0.017516385315737085
WNT7B,0.09169649175255837,0.06835273123379491,-0.05868382241096385,-0.0726541660217828,0.084466054372427,0.07341467550375108,-0.022273511722678423
PTMA,0.0187456259797681,-0.023532471340917533,0.03875078805903719,-0.12618150346376256,0.07124734661331669,0.06384523239020404,0.16822012494632266
CEACAM1,,-0.017332503538678195,-0.01943464220888023,-0.010508183166075371,-0.025795144466024728,,
PDAP1,-0.013959449380616879,-0.0027278420504377233,0.028733388328364976,0.04632409791338828,-0.05800771425127947,-0.05260115222965357,0.09312434673946474
QDPR,0.01029969351772186,0.009841116737569072,-0.07181504602078137,-0.11034570859680282,-0.16409046549258458,0.04444705519739436,-0.09223425424016514
POMC,0.048901690813899605,-0.004805725955060634,-0.03910709587559721,0.05605160293259469,-0.019030629084552966,-0.02390553886906291,-0.013195575104135583
CCL18,0.007635765747035798,-0.021629326771535142,,,,0.01926518117200982,
CCL17,,,,,-0.020455461218444278,,-0.033111144083870364
VEGFD,0.12204954817729716,-0.021629333639859447,0.0018499389192422617,-0.029407133449089604,0.00438551034320047,-0.016151548404365872,-0.035486238677300094
TNFSF13,,-0.01632218924588309,,,,,
WNT5A,0.02824987311446006,-0.040537170844332795,-0.05528671481773013,0.10506415544493665,-0.030967917309028984,-0.009077784300163655,0.038703062552553166
CXCL8,-0.03988075975211169,0.012134969474409903,0.1594267579260533,0.055302861835996114,0.15960883869756662,-0.017151542112381114,0.20492341796576805
GRN,-0.008586996004190257,-0.0238467818614866,-0.02073002342333347,0.10888224380491261,-0.11098355766802652,-0.02233967195804148,-0.027832055079344244
MIA,0.018132504887412807,0.0650911119426513,0.08531610882413593,0.05157526114976201,0.10374222022402907,-0.02190440130914186,0.04955572981261983
COL4A4,-0.03514687563328913,-0.02597664571939483,-0.00348981599324002,0.07035112516119865,-0.021356134376850792,,0.013538308947978658
TAC1,0.11104430762567787,0.012680790828429498,-0.05420724598728924,-0.08658925474894373,-0.08630183685513546,,-0.06904307490186994
RARRES2,0.09266218953637735,0.03371359773196279,0.11483524627091095,0.10319821755786547,-0.12721334596081735,-0.060636257056757986,0.11645902620404494
FGF7,-0.03927963419875415,,-0.035602035926858726,0.04061320552349318,0.008536528583331695,-0.03519114758247982,0.09986588698770615
HBEGF,-0.026980498794007424,-0.06914517339862603,0.042343475707829356,0.07781829732653053,0.08025843238375666,0.07126786829656258,0.04254132441911453
CSF3,-0.0351468478074027,,0.06360671833745452,0.002857167941885068,,-0.024264894972336803,
PI3,-0.012248248792803366,0.09659168458493199,-0.021964384364915015,0.05415627427076487,,,
PCSK1N,0.020289772686880085,0.025682471145215227,-0.05109109399927631,-0.005526760043134285,-0.00790799258372063,-0.026960064166652677,-0.12920652296510657
NTS,,,-0.05534368926440329,0.04878275346043899,-0.024396901033968375,,
SFRP1,0.02258322500672085,-0.046301075759948664,-0.02121249437683581,-0.0023345500161861417,0.03672854174106712,-0.044774079465892035,0.06115330320279152
CXCL13,,,-0.021021852823372184,,,0.050084693464439,
MICA,-0.03879742129056835,-0.03772094764657151,0.04127135065975762,0.08595595366798621,0.029139730891988843,-0.012662299178149908,0.058787042972826005
TG,0.07801003778580148,0.009666964615058601,-0.04499088654106952,-0.022087425500029883,-0.02060810307147224,-0.012051149392979056,0.10701638150293737
ADA,-0.04143352359771133,-0.03581681330589016,0.07301668932421058,0.033733011562799876,-0.03742925880379224,-0.014888139614660165,-0.06718764913224208
LAMC3,-0.009830305551716642,-0.018408793414855032,-0.0357028408423836,0.1057058847762495,-0.06092744649508979,0.020669352991214453,-0.026297798277299597
CCL7,,-0.013758079023885313,0.026950616101067807,,,,
NGF,-0.02024909812366017,-0.02362193847037842,0.0205370175365321,,,0.025626501587622155,
TNFSF15,-0.025050661535388333,,0.08792380979956982,,,-0.01545236206055667,
HMGB1,0.03348925749240062,-0.05018726171831412,-0.057608713670737104,0.01901049678504499,-0.09435355614932052,0.0059594200453538925,-0.09831755346700133
ITGB3BP,-0.007131816041036877,0.06713872623496495,-0.03150530922566984,0.0692795876275633,-0.015121395749535216,-0.01228001131623312,0.11704841541878203
AANAT,0.042156225547638114,-0.019960879518072978,-0.018593967966196185,-0.01650781478868952,-0.018532987526304206,,0.12566169950125156
RELN,-0.0009087057772696444,0.025127686142621893,-0.04123313209229241,-0.048439108082745756,-0.04080365606470916,,0.029063247780570158
IL15,-0.001697456219758225,0.013052987577139552,0.11002683961925877,0.06075585915459857,-0.004184747618165647,-0.03633445131594747,0.034244382754610676
UTS2,,,,0.039697268461063154,,,
BSG,-0.0026652811119457775,0.006073118584418795,0.08654364231366016,-0.013202129002787144,0.19763285803123015,-0.0282240472395886,0.1485886223534899
ADAMTS3,-0.023399030668007467,-0.009698728443905562,-0.04250811917814718,0.09264418292850216,0.022880960196054463,-0.03031683311386862,0.027454357128884273
CD34,0.01724994521810053,-0.03129459052498472,-0.05519220964011298,0.13235467472066442,-0.04419903679237679,0.0010083273058630003,-0.05528040448922228
CCL23,,,,-0.018783272786406294,,,
PLAT,-0.0587876697717046,-0.102476483212065,0.06237146578438315,0.0333680513408102,0.00125022608638675,0.0008811804023925483,-0.09381803523182189
NTF3,,,,,,0.03078810610808445,
LTA,,,,,0.02880089544013328,,0.059055884138300895
CKLF,0.05478956372181148,-0.023830570079119817,-0.026644619533329136,0.10582057622154116,-0.09492584875788658,-0.037201582832285675,0.016503644809377303
APELA,,,,,,-0.0003666832937557718,
CD24,0.01815281173511051,-0.011098636074423034,-0.12356998437902462,0.017566151494362504,-0.1438889152579947,0.05856400005096502,0.060709138981831695
HSP90AA1,0.025603317215777497,-0.01076676779141668,-0.06108929100129455,-0.12657004607368375,-0.11853744949898591,-0.008555962964232925,-0.0764624511718661
BMP4,-0.0438240015301772,0.00546603851408277,0.048105203505808686,-0.002985630465962225,0.01223587543022319,-0.009905582393894762,-0.035100917290228316
