,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
TCN2,-0.03504694290053903,-0.02961229885923382,0.056741438528936324,-0.02127734197896756,-0.03717216697713772,0.006804736791889305,-0.054731430542227705,0.08518970905105326,0.03735016539046853,0.03413755443205038,0.052591153820392395,-0.020267626194029047,0.06445572497980746,0.14880985704668476,-0.03134860958242382,0.017466735660439624,0.08177118806688968,0.05131148483396379,0.02053643006507769,0.014574321898105145
THPO,,,-0.021732475553752354,,,-0.02055842183736263,,0.06715957353536804,0.08593246797006156,0.050001329881183415,0.03861944227644568,-0.028450426192866984,,0.13158081466009347,-0.014545229653686705,-0.03386969688932861,,,,-0.03172086561190514
CUBN,-0.003850185684705961,-0.03394708070211155,0.031761567718743125,0.055548752339782945,-0.04578030987460948,0.0265142199059889,0.042390480269002315,0.02739992052572176,0.025177540523370612,-0.019407968545774725,0.016252492601695735,-0.02187746755984145,0.12280261891209061,0.0968511785015068,-0.03285036054617173,0.08464405158448507,0.055919447605661504,0.10343827887771372,0.0009281433180831328,-0.012160435582081353
TIMP3,-0.010120368129398908,0.04175350538469498,-0.06173552259162159,-0.04846907940102152,-0.04744505463138292,-0.04836947912742941,0.04634083477562604,0.02695787555102965,0.03370445153555345,0.014725805394877845,0.015278068523756407,-0.021438983591739142,-0.0657295194744393,0.06776642916742823,0.006826514191907388,-0.004191785406691141,0.039141879123231665,-0.08112729494092437,0.05968765982528605,0.030556894508301388
PIGF,0.02053182741113414,0.03977502760480588,0.0030368545203227114,0.03462145108328271,-0.016147116831301413,0.026964246829020464,0.05555683967521204,0.06697958388077248,0.030056721368109735,0.006622189742023779,0.0667484120796055,0.07798890318240524,0.013943627070267256,0.028849922946036215,0.029867978897629186,0.03292575234043511,0.0889932332993311,0.08801945950498281,0.0454913570622411,0.012414894158467542
CRH,,,-0.01488272081047483,-0.013179861697725037,,-0.011430027382946177,-0.01287340145807559,0.060910534465840174,-0.02106896789663331,-0.011807615557532014,-0.00042242949390088936,0.06232112207028085,,,,,0.05104532142408587,0.04250402909130401,0.07636028633774171,0.03290101986842385
BDNF,,-0.015214225626728924,0.02491088620081562,-0.011790162304515406,0.05340542400910484,-0.03065466673937104,-0.02806605038152223,0.00898393797862566,-0.006165742326562474,0.05917470052711194,-0.031401533906103986,0.04684189583162587,-0.06158639421141957,-0.05018683709786409,,,0.044969254298315546,-0.016749787856701774,0.05145614756576342,0.038655302315006336
CCL5,-0.02970186784758859,-0.01649874573916485,0.019158255709764024,-0.04718208792678853,,0.007086198001969356,0.003261975385690183,-0.026692448774116178,0.06573178589770037,-0.021717732501609428,0.0762005143209235,0.025461019630543952,-0.08968093491266133,0.10065465799370509,-0.018793598665051186,-0.05323195861104884,0.0837009069762381,0.024603297011881707,0.028250700600583944,-0.05870332342756301
GAD1,0.04231107896590851,-0.04346328609289321,0.022616390523858904,-0.006759420823735738,0.05011977139695982,0.039965805867250105,-0.014896165734033904,-0.02809281439714493,-0.03579524130302309,-0.053408129767758,-0.03897697076269174,0.06724264261971243,-0.02714615545391093,0.09384869801568624,0.011892105889202548,0.059292055337978405,0.07093365868852626,0.1054798144325754,0.017079247241919695,-0.0018864352637797965
COL14A1,0.05571494900614422,-0.00597938627046527,-0.01800545073160318,-0.0164468042029128,0.02328390499158094,-0.016299742940934978,-0.022489733420088934,-0.02828807005350385,0.008513786282030361,-0.03114691198879259,-0.013767932852439055,0.021256190591918304,0.016454258204936165,0.11005859414791824,-0.05557754002201658,0.03117777213462446,0.06125393362192338,0.0006399470543323251,-0.02026329908465461,0.0059214099026972744
HLA-A,-0.027782418203922587,0.015631126809573116,-0.025221492149524138,0.0024670642478526548,-0.025433346266550996,0.011769150025196682,-0.025903120828437154,0.03930654028766932,0.02138075819456467,0.0027106822123943108,0.005735536613031269,-0.04454592057854378,0.039147846320723954,-0.0028490188989644116,0.0522342057527085,-0.08507067672365697,-0.06716866718836481,-0.17082790246832966,0.06439372017708847,0.007538572574740217
CD5L,0.01752578133109536,,-0.014882719088657393,-0.008497341840477061,,,,,,,,-0.029691186872336853,,,,-0.020169580061836917,,,,
FGF18,,,-0.013466170812705049,,0.043504874214666533,-0.009081071279377005,0.02491992461125386,0.004476513927550125,,-0.0011770252643412541,,,,,,,-0.008233778191840383,0.08828446365934825,,-0.01001820668401962
ADM,0.03625173193100201,-0.04290222687121401,-0.008592360355860033,0.03875168519440291,-0.1372540988533701,-0.008053046635299387,-0.06282670582297191,0.07181170778036178,0.07969763532165099,-0.03802870698371366,0.06421597385857356,-0.03492441759883582,0.06540733849623513,-0.057887364159532266,-0.059771231298414766,-0.08908829715611352,-0.05027847006380343,-0.18295750884386253,-0.011828734522640718,-0.031610500666102374
CCL15,,,0.10088905335054207,,,,,,,,-0.028996972905510312,,0.029185368241321553,,,,,,,
GNAI2,0.03209947373346335,0.11517388018405751,0.018797331428581407,-0.0010884041183600666,-0.07228419361662582,0.059952808389193035,-0.005370152350465247,0.04199576507567901,0.023309845873770094,0.008674364824089491,0.03139896517194888,-0.019515079979253117,-0.0716972689384865,-0.01482310906930449,-0.015088237910276305,-0.012992333916201726,-0.04804342584396139,-0.06921721502439923,0.007524228721018067,-0.00660060459597235
HDC,,,,,,,,,0.019724843129806314,,-0.023499125280878448,,,,-0.04368516755857948,,,,,
COL11A1,0.041565022222859745,,-0.005911145996900524,0.004159760133272541,0.017029940372715508,0.15100348728125013,-0.014168114304972192,0.07395344531171079,0.00856881877705177,-0.03911580673761859,-0.044624219280716165,0.023266782075792962,-0.003410956713614177,-0.00902359603014916,,-0.0016003673119096447,0.01959328438831554,0.009725975173227501,0.024426236511928216,-0.061947730954216754
NUCB2,0.03982276093444872,0.004145550155889188,-0.03923287954508817,-0.029548616294644465,-0.00802557788807108,-0.038026768388244786,0.030203479045968137,0.014988465781225067,-0.03823677760194689,0.07121894985753553,-0.036229704709722754,0.07635898243212072,0.02562614153593318,0.061051555775665324,0.05356751212546001,-0.043062457954868294,-0.03922389812636187,-0.06700148584988339,-0.06002953225721944,-0.026877182479513023
CXCL1,,-0.02221975117255188,0.036288499320813995,-0.01413883965959545,-0.010822919296317308,0.03231630509443427,0.034993320481735084,,-0.02365979824505495,0.027205951733022954,-0.017565998911886378,-0.04050799958382847,0.03371990223201368,-0.036643489800145465,-0.04514891394037195,,0.006338632873536095,-0.045081538761352076,-0.056881514642805185,-0.04556050424517137
VCAN,-0.029400656234547535,0.09050476565884934,-0.043110734880916345,-0.011684695451352667,0.1589539838689472,-0.009442559396448408,0.059040015837499606,0.09025929378131495,0.01409738298477437,0.026845663314318126,0.06333414240410744,0.01401239256669417,-0.12960407998274287,0.0919520862791347,-0.036430751587426,0.057563947760859,0.040245238426347515,0.07851371447353518,0.0023000966613754966,0.01208828806058347
MMP7,,0.002062351703802393,0.0668389054380541,,,-0.018053787423717615,,0.09715106085180766,-0.010000805506045105,-0.021992441941488708,-0.017106614379736807,-0.01747283781137476,-0.002771501306766766,-0.0732403071458814,,,-0.04351931396666711,-0.018544011129429706,,-0.03990678129883314
PTPN6,-0.013176433266307077,-0.01804375589727181,0.029345070932637905,0.026719755687696307,0.0020326745063224045,0.024297567231290524,0.05198587093487899,0.0013374345973675614,-0.03935775849768619,-0.020937276347652915,0.005873691749623198,-0.019082299477221853,-0.02870549936632108,-0.08825828129500074,-0.0038631740620745027,-0.04089400628349032,0.047527148030258724,0.06427470796756718,0.056428485330327245,0.06185847228010754
PTGS2,-0.006597899176875821,-0.0906383658044236,-0.02911508821340429,-0.012618172726705222,-0.08705690995564533,-0.04199475668520894,-0.0047294424313809435,0.06350642646691586,0.01436278232729283,0.04308739757338665,0.004297732424803543,0.0037221301626150357,0.13120284068787416,0.02392418527107253,0.021196929872739086,0.12258434931141846,-0.03158138902718508,-0.09593033260492341,-0.04678190797747573,0.046062168021248524
XCL1,0.0011729058390030685,,-0.016308798195955012,,,-0.00988053054807257,-0.013470532763193077,,,-0.020573710532657184,,-0.0229193916359546,,,,,,,,
CD58,-0.01326677061358185,0.026271610469657924,0.02284821547937525,0.00087449767956628,0.09142401176803219,0.007814188446480465,0.054809199746192576,0.09159462673059864,0.09003315479701665,-0.007274973922873647,0.045586913163288806,0.003742964908432426,0.0033335319698149773,0.060184807057887334,0.02912471070538505,0.0810860012790681,0.05607897276261973,0.08507493743253595,-0.005019586091972768,-6.127274632396998e-05
TNFSF14,-0.006273907938106411,0.0064055352541829294,0.12525490244250156,-0.014746343638078144,0.013151332598375315,0.033753080251417315,0.045327195871614115,,0.053301815507377524,-0.048680458145964015,-0.017157358664089104,-0.025976259089018912,-0.03767422503003381,-0.07935948933069985,,-0.029964916934829673,0.01554782104455631,0.07543483193686923,-0.012898447137892016,0.006208869670192909
CNTN4,,0.0856289886995724,0.020619879883420806,-0.01154339075875096,-0.033553607415597916,-0.01775709100300391,0.01682438425903253,0.015484398617972961,-0.035510794802261526,0.040079774805406095,-0.006778231551922088,0.050674159009438675,0.026512343137990627,,,0.022917935060926795,0.002393847189256861,0.10553105473947665,-0.01344268483410491,0.008003947274148474
NTF4,,,,,,-0.012498438451764788,,,,,,,,,,,,,,
INSL3,,,-0.01460967324767268,,,-0.009081069498177876,,,,-0.025359598628566005,,,,,,,0.02991235224248423,0.10860853161913388,,0.05663695818577125
BTLA,,,,,,0.0269794861062786,-0.014043478838321353,,,,-0.008641349862265786,,,,,-0.009301726836720944,,,,
MFNG,-0.03826248080996144,0.04622686863188174,0.0098073034929578,-0.0382299846641502,0.1084272485021552,-0.06542248825918692,0.04357915074750067,0.07767973146821677,-0.024067147506946884,-0.011754050399654983,-0.04950166499623117,-0.013019436858882284,0.01909590271404894,0.03446429725633286,0.092652767237866,0.014866772722493194,0.011083398291878955,0.09631575580516948,0.051538769054934166,0.047820930278700914
ICAM1,0.013776989214897489,0.03915120031759647,-0.001789319045063112,-0.015698672794189406,-0.04866747003132201,-0.05267004898296901,-0.03410871592848817,0.010504462169200032,-0.008087686161409246,-0.04736596457404834,0.010620358159220957,-0.028548041523812382,0.0037110225902506483,-0.10705179274391252,0.10730968172799464,-0.02563942451741203,0.0047091280182744175,-0.04884015204521001,0.05734369856145374,-0.007629307929964142
PROS1,-0.032672251177012473,-0.013053241958612218,-0.0026616028847903633,0.06945788418127803,-0.01042742223842454,0.0034006551211238725,-0.01889425348322188,0.08633111311924267,-0.02889788063950249,0.040209840312204974,-0.007669531045514465,0.0061285866077399834,0.08508221332874584,-0.08213596051594699,0.0903253422593043,0.0177197682996783,0.07304601542634513,-0.04964771703194677,-0.00901644423960105,-0.026498394494143027
CLCF1,-0.0009532215762963458,0.02156854887255778,-0.012802705969468786,-0.02660623467815005,-0.04245694639969258,-0.03579950959710785,-0.00887446061360041,0.014097640864307594,-0.0022717236708399372,-0.05570818903632203,0.0005297675940817454,0.0007223675257938531,0.06345038229219477,0.05620857454693176,-0.006422489744609479,0.06863601102439872,-0.00025229543418620124,0.01778309556339408,0.052986929782178956,0.02675684734804949
PSAP,-0.04558885982790142,0.036917802260213746,0.016982989583435273,-0.025354457163557994,-0.008956247901349652,-0.03556337309170754,-0.048633035915403806,-0.013755979503497917,0.003747583455791342,-0.04792191970278374,0.08417218894308488,-0.008364546731665229,-0.0281505369542557,-0.062151275759068904,-0.025585592633112886,-0.0847333157822771,0.015015118647123562,-0.051866677214492105,0.026425709760025465,-0.0411766414042123
EFEMP1,-0.004720751615277419,0.02593862419587069,0.027247810348781234,0.057679498077804384,-0.05691130691257182,0.026359779373573488,-0.013875430940030816,0.006941391775132086,0.010642323328852654,0.0009678591201155111,0.03404251714450817,-0.036389885923367594,-0.008904839569025687,-0.08145271307664566,0.04053250247126194,0.05871594574126912,-0.010845580018237936,0.04059243331884679,0.024945604715863417,-0.10074175919388872
C1QTNF1,-0.007757181528269006,-0.01416685962350248,-0.008923578359928049,0.010981932872609821,-0.04633360116567409,-0.030456595573582178,-0.00400508752047523,0.09238886533629741,0.05647036237477184,0.017895058436675746,0.0003767661531372859,0.02769930101282592,-0.018801547049452784,-0.05699794924252044,0.0179763691294458,0.009383746442726227,0.018062280548025545,-0.08216427856717018,0.08488598645647279,-0.06074637064864856
ALB,-0.0015104685932854406,-0.02607872738200318,0.03714734387465162,0.04686857203680837,,-0.016122142410048935,0.03608315950975849,-0.021485366015070985,-0.016775092981927555,0.05182330600326098,0.03941743359504589,0.019894143219489593,0.060700977098762175,-0.06377477401402798,0.03495681564921707,0.08560983624502887,0.029336218215475524,0.029801926801461587,-0.007722967371643577,0.007830353935295952
CCL13,,,,,,,,,,,,,,,,,-0.028899169629994666,,,-0.012785079370208537
EFNA3,-0.01255216168596433,-0.002049833328094778,-0.03410169907352742,-0.016321237028445696,0.05242954371439432,-0.027252457278347055,0.03176505730241045,0.01070891399279191,-0.02511518318831177,0.009217562941016503,-0.04601415910147491,0.04343414229534779,0.06828994055338712,-0.03428687964386553,0.023064381080954623,0.03262239697162026,0.11239061242698918,0.025405888331076362,0.02738956794376663,0.06763455510172857
DRAXIN,0.03848877564104958,0.017196141035892027,0.016389384102537673,-0.026301951360906045,-0.03182161836043218,0.04290516316967944,-0.016256943547723873,0.0718425416567269,0.007468710190205418,0.018986518207149496,-0.01564721368364181,-0.02391998116037039,-0.004050997261418683,0.003806482476439953,-0.024843849990463317,0.08836863082220155,-0.046516642031777675,-0.07707170004981681,0.004959859192279801,-0.010415299218575029
RAET1L,,,-0.01138107734743244,,,,,,,,-0.01874105981232669,,,,,,,0.04006720058564817,,0.07095231592873522
NPTX2,-0.013829885260770338,0.07355352191395263,0.047330755310931255,-0.022312725683128417,0.10318246927169795,0.0028971011471962227,0.02412813645426609,-0.0646523611292466,-0.014915287263079289,0.05025137474474298,-0.04916531053571294,-0.052962018506372034,0.09765824718707049,-0.08311310206688297,,-0.0322556266832288,0.05687502196058642,0.08212866931738765,0.008633578066153082,-0.01968225993572451
FGF11,0.05768059458654482,-0.0121987358849014,0.012727523288063614,0.06255458438885615,-0.05108511212149204,-0.014211053728941329,0.0283031612403243,0.03491177798938444,-0.04916256460857417,0.010758338428714726,0.016787132949578665,-0.04667761061892605,-0.07290057860493372,-0.053456004140545826,-0.0025750007706999826,-0.055816898062611364,0.05864576739455245,-0.04610496195736684,0.0696119548450358,0.0007880078727003895
CD59,0.012510848629523298,0.0986429195589726,0.0066663774143292595,-0.0020101523456384357,0.005458907947044205,0.014221038451907947,-0.023612819977659003,-0.0270306318330088,0.06314473248457794,0.0017504077579631803,-0.026178714506190547,0.006105854141856171,-0.03915460308924234,0.1266764204335227,0.07044938994231337,-0.07852168856881313,-0.015026326886392475,-0.023895745862287623,-0.03557931870170839,-0.005697907179683665
COL9A2,0.05356123929739536,0.056553963798395515,-0.009306302966843314,0.008938922086722334,0.11543281339459165,-0.00522923480778682,0.04613458479254544,0.06587559133833423,0.04374611473128817,-0.015794202847870385,0.12252011917439239,0.0672776951384908,-0.0044878760724027566,0.020815407559076834,-0.021227479527134954,0.010479199287963053,0.05484097090789476,0.1249564435243408,0.060858452030750666,0.044021434995551285
DLL3,-0.04047534460011928,-0.019267292187102745,-0.004263648003303584,-0.006257822343232229,0.1596713584981333,0.036727268052632024,0.033612343390773,0.04839397988551772,-0.025906686687745935,0.021058083796049752,-0.007608460790322635,0.07063238065982157,0.08368798125167146,0.07390513240685187,0.030620783341474632,-0.024086020217032378,0.11689101862003108,0.16930010595606065,-0.012144862737618905,0.01521112228785998
FGF5,,,,,,,,,-0.013357912106895914,,,-0.016804544381375453,,,,,,,,
LIN7C,0.07930278989031496,0.09071209306942676,-0.004778060765934773,-0.05463579934366849,0.03942885055053463,-0.028731725620323625,0.049370716109074134,0.004767566527623421,-0.0188233598947187,-0.02183089377414765,-0.022833124761983,-0.007425902665976222,-0.006464458317536496,-0.07518542495723185,-0.005490813725135659,0.054661413494770966,-0.06326488355807054,0.04348316582169784,-0.05247115387036564,0.026045484224103417
GDF7,0.04674714412531701,-0.01842510795932469,-0.026839399914508653,-0.012386879698282635,,-0.016203279210107932,,0.033500013272410645,-0.023895121857508996,0.043497135325085604,0.01710588528519615,0.039469553097896744,,,,0.02721059280280763,,-0.03244402390193233,-0.024865552477090144,-0.01748355932017892
PSPN,-0.059572093065310035,-0.02835665838590038,0.01887454979225834,-0.022317879375105352,0.0021519406362035154,0.07628288070451249,-0.03393465911778129,0.06746568311360886,-0.02058595665347974,-0.030093812156515107,0.021992333244487492,-0.009572731535166816,-0.00026062645140218014,0.048781495583903364,0.06961468172289853,0.01117806134229498,0.046470171550781765,0.05691159136053888,0.05319536267513446,0.03578543934573611
ANGPT1,-0.05067375098344484,0.04557941042264471,0.09355855058560543,0.03036457899401012,-0.01897537314068906,0.051138157927903494,0.08139005579720487,-0.017124285429313043,-0.037467313285036656,0.007506212265929402,0.02966707500590872,0.0022724268864273037,-0.016187624486630872,0.03999383542664636,0.05844400995921154,-0.03701903292971947,0.09209387314776879,0.06903867062782323,0.009659036916694664,-0.0505968784648843
PNOC,0.04654108596311025,-0.03508927405694721,-0.019765563123478484,2.9082729709197462e-05,0.028547449958946067,0.008722528915715408,-0.006277052814393025,-0.007132797850620808,-0.0067343849673049535,-0.05964248088148146,-0.006542705431850572,0.025047320330983315,,,,,,-0.03450111772860909,,-0.03575608071354335
L1CAM,0.05450807996788645,-0.007889939428973263,0.01391282419842996,0.014535246398967833,-0.02242746733237057,-0.020920409744909305,-0.037536191811720375,0.04569624929971906,-0.041418737735989954,-0.025733879708158405,-0.008758257773051474,0.06539907163784396,-0.06240014945730456,-0.07445958256226594,-0.001080931425900429,0.033350864505652014,-0.01502058405202669,-0.098799366905057,-0.06040994727932486,0.04340990767211177
APOA1,-0.04924447154801847,-0.03958078175865448,0.06031915726864461,0.0015745673948018288,0.009235164471496487,-0.014142265345851258,0.06030891096028167,0.02172690132462479,-0.028587952262731003,-0.007338005880236163,-0.027767536636451633,-0.04478587324929606,0.1579108986294733,0.02769440393258868,0.0562565117308546,0.04931059177406276,0.0944656750215808,0.05267725130683136,0.11695590650866548,-0.01266263028632104
PSEN1,-0.026418346525697876,0.03549839815715561,0.023610853851903115,-0.0039405755852759865,0.03889411836235498,-0.016788245139905164,0.059131705310827384,-0.008658110479917028,0.021815869481264287,-0.007408271217257665,0.008165651780236509,-0.0033416867796666415,-0.06670650203286678,0.04429099454249237,0.03522691349840335,-0.07418875148263976,-0.02443801454515119,0.022228244949156626,-0.061900952916382916,0.011522767591639126
CALM2,0.007268966374223377,0.014744127328100348,0.03468676747711064,0.016644894053523512,0.0811690581410675,0.06877395767753951,0.03888359080083548,-0.07761098773130774,-0.00032076486510623363,0.036674831690881454,-0.03160693033797295,0.025091844563462407,-0.047371239461820126,0.011093398232215345,-0.07771174439380746,-0.03620350239479736,0.105960768124922,0.1510187367945314,-0.03628217821361123,-0.011592875765614167
CLEC2B,-0.007876581914396878,-0.018879473653673734,0.026715175045828758,0.04278758862032564,-0.13691709215124087,-0.017738549984338294,-0.054259050987002455,0.05477654995172582,-0.006988535605143634,0.0015636742311622208,0.008769617860860729,-0.014003491676958475,-0.03623818708708209,-0.08438540570469615,-0.0005523952522432102,-0.049041266484977766,-0.015006145418922074,-0.07546366841061677,0.059101142796648645,0.005383965713148597
NTNG1,-0.028506263074021692,0.028299717070539653,0.015550704210193809,-0.0324350067865053,,0.011810944715611503,0.0540572377479166,-0.007484198008165226,0.03844746112305766,-0.028557248847656997,-0.04159352154790304,0.0474007575793262,-0.016266717020770843,-0.034426187707699146,0.03405322897099742,0.05754768238225894,0.026787176573740034,0.10226899206587935,-0.020787418800037812,-0.030156031052628898
LRIG1,0.05555200988729583,0.12090035230067397,-0.014387566189748744,-0.028215094983243386,0.10592965328866774,0.023525149105243646,0.054903871616676536,-0.03344773826819608,0.07766796530954356,-0.027936029708864468,-0.004353077419776045,-0.043165022902964804,-0.05212929949671277,0.08506951296513637,0.10801331726614648,0.04875106824269759,0.05115240642612166,0.14555131116423842,0.04946760550948964,0.053577243686693914
CPAMD8,0.09154015879154076,,-0.02286576120017026,,,-0.010741284827136393,-0.01710303756863753,-0.0031708077901644385,0.14696890918158526,0.011752518707933594,0.006586666562596953,-0.024053352068432912,-0.00022790896924746484,,-0.0446979855021103,-0.04982480396419125,,-0.013888483808531674,0.03863267689608725,
GHRL,-0.04353883533595763,,-0.01908261774591903,-0.01571141915415931,,-0.0060165602279868315,-0.0024383720584922825,0.043470797853782044,-0.025698392280897223,0.03663536494381694,-0.01564721368364181,-0.01874187191822377,-0.0702703201414023,0.09031690625693352,-0.07672680737668243,-0.01839463457875533,,,-0.018679402766908052,-0.020948752734191868
NPY,-0.040035129322061686,-0.01620521408316296,0.026541208037194827,0.0026664784386859594,0.04985143330932219,0.06343110101125068,0.01604475825476175,-0.017841846472333205,-0.06756597550012458,0.020315945833048802,-0.029653847550051578,-0.00417683068794133,0.042585866069280616,0.07699776362766389,,-0.04379489523656907,-0.013283850923445688,-0.019039983895498866,-0.016587400083480728,-0.02752317674422788
MMP2,0.05951789984445942,0.08232949505767494,0.060107908025493734,0.03865776132142346,0.1585645424260633,-0.007872273582298252,-0.020935328858682607,0.054757243752166965,-0.0088859803120923,-0.019859086343995483,-0.024683116978773498,0.020185721145888347,0.001151349287377906,0.10169892574739373,-0.0639254059261275,0.11871367990936241,0.07942676445621867,0.0451678209297749,0.05593739952976768,-0.021875300732129222
LHB,,,,,,-0.00935484789978857,,,,,,,,,,,,,,
PPY,,,0.015965254097765096,,,-0.016284061822344913,,,,0.032165022801281765,,,,,,,0.020423931535517813,-0.05764669617127041,,-0.017214455864854674
ALKAL2,-0.01762716496488194,-0.024083133384425668,-0.021343422816555987,-0.009942500427353002,,-0.00921893655086252,,-0.012672118236565813,0.09712309129319886,0.030305714229406765,-0.04160412066292731,0.04689567472508349,-0.004544438408762951,0.004162931739317756,,-0.03802387523421551,-0.016891485535758245,0.02582398095622048,-0.009929225475589333,0.043706668983475055
CSF1,0.0293417744666247,0.03330201459444499,0.00044033745610927406,-0.003779303232101022,0.010966732970943822,-0.016142447788106626,0.001874009725709855,0.053927948830372725,0.03094029605323937,0.02467112574356115,0.0667393234385395,-0.03827169519970584,0.0454363018800905,-0.04245425419099949,0.06684684442751562,-0.01254546885464747,0.04473300104308809,0.012944042500579754,0.04995269061352668,-0.006010782243147165
SEMA4C,0.05802035841023163,0.09828906290756385,0.0959638880228871,-0.02062956505113143,0.08004916732499803,-0.00034470900227500295,0.1101856279775692,0.062353240901261806,-0.03841404402371774,0.0450697930776952,0.0310276984882822,-0.013979895617058109,0.0008339301996512755,0.02999216948062124,0.032510263685621515,0.06306171793069244,0.05030757329480391,0.0249306149484725,0.011579283007184875,-0.0444477020355229
ICAM2,-0.02298947500664687,0.05532746272925325,0.03680585763585354,-0.005262735400509605,-0.00861991546204719,-0.02540779887009996,0.011282330308303414,0.0630901373689994,-0.015418202064637496,0.020960911442535066,0.005884037557140742,-0.07108518245810215,0.08714686399215721,0.07866570591266575,0.06736066264993015,-0.0128292383690965,0.05650193327355934,0.09068529109275883,0.00041733704043469703,0.02441557468864231
SYTL3,-0.027773652331724057,-0.01603650850071769,-0.03700481402451821,0.024234917362482674,0.011024562479254327,0.0013708465276481446,-0.010025018514157078,-0.029510228407554483,-0.007309518221386696,-0.02916845968896265,0.007009097855170333,-0.04781668740811459,-0.006985696995129318,0.049841783325736716,0.03482255760739522,-0.0007219402235450374,0.06689633605350656,0.049348298500071525,0.03404094586771376,-0.007879005758058118
IL1A,-0.03171025170171019,0.020457764943726874,-0.028967508762051973,0.06366987063759283,-0.054391404941946164,-0.0033676738788981,0.027284002607906335,-0.0060943214113767285,0.06373926795980075,0.004515081040639108,0.023826552816997023,-0.041451198384872254,0.0707027942132764,-0.014051407568152747,0.10983933099659222,0.010693205756663158,-0.015353401123160313,-0.0038173185885696354,-0.003524322016215265,-0.017453656094360323
HLA-G,,0.01264004287081373,-0.017512760441602555,,,-0.009880529655777678,,0.09342304846447377,,,,,,-0.01985155953181928,0.14755672113412555,,0.09007883700171893,0.041768447397584105,,-0.03342643056806681
PGF,0.00507611771414579,0.03797327430126171,0.06414663108299504,0.008721708643641787,-0.08659453971506187,-0.06975314381066035,0.05352113100631726,0.13368779264971248,-0.03945454385276153,-0.024180023398591956,-0.028292910618256124,-0.0416922829483866,0.05135430460133022,0.09331727686219704,-0.11393065161937634,0.07022809899431702,0.08392956965999339,0.06291513563696287,-0.03008074516602475,0.045881361273594594
LGALS8,0.02089796051518088,0.09424061968995202,0.031006088989432107,-0.023506429403521628,0.08020604735481644,-0.0330006458902131,-0.025925667146207084,0.02819969979191734,0.017178115686540832,-0.04597025740527014,-0.035593422391931126,-0.014924506496143472,0.014189015407386063,-0.016975779609132175,0.030310067821910328,-0.007800829906822386,0.040378592656222886,-0.010441115461967916,0.03216165202015128,0.09339911649209888
DKK3,0.049050769893423427,0.06265685629762108,0.02143252386084385,-0.043872965211506264,0.08682634548062365,0.049595723543436665,0.006366980335279947,-0.0717189886092957,0.028103278503051696,-0.033586464348615425,-0.0176492726669348,0.055991566842902143,0.026428540387078443,0.06137533187425014,0.08742115730616272,0.024800914006568704,0.09263689670936279,0.0691901294604947,0.032731159788522875,-0.02580148654227288
COL16A1,0.032089221023157935,0.013426623207643557,0.00013573508525986484,0.004356808969409905,0.14995840361505844,-0.06197023448015961,0.0731666844748122,-0.017638064280330525,0.03940859009533729,-0.03560113416320656,0.051121130042441384,-0.019021630686213157,0.03837934134480767,0.1800000437475329,0.11186015102197999,-0.009098207487096081,0.08533673644093341,0.06625866742020807,0.09169515232616757,0.06105319863901462
TPH1,-0.01117291235227558,0.02228419956393892,-0.012858813819245671,,0.02760361120904565,-0.017980012347351124,0.04955997722688896,-0.01756493294326768,0.09252471909326943,-0.02924204206793515,,,,0.012456605990083145,0.05667386557239858,,-0.0007083242443404205,0.031274483431241555,0.014566804375315755,0.058983669563092034
TNC,-0.005489560318507283,0.041262889041347936,0.04273577236757939,0.09875936314462655,-0.09966034059612389,-0.038801871826802614,-0.06278593461839034,0.06379154876824625,0.0368183599522895,-0.005788942490952632,0.03573605551066079,-0.07318714560335081,-0.023242038069631748,-0.09431261297849991,0.068021428056867,0.12690477132747238,-0.06747045764765582,-0.1128250315975886,0.008279858188257001,-0.08588567061308638
TNFSF9,-0.010329589941847444,0.03825831624044899,0.03556859818835458,-0.01662612735558862,0.05334667766995418,-0.016203280300035094,-0.03190857723555054,0.041770261180116765,0.07287945979988568,-0.012183031011240878,-0.014693555176131058,0.022590041392962876,,,-0.052707989299881984,0.0865464159434182,0.07247423164474665,-0.004916512190540326,0.029719419627387285,0.04718428913608815
C4A,,,,-0.009797888513699803,,-0.011090715025646881,,,,0.02104381899019774,,0.03270869511263864,,0.007147927589844355,,,-0.02539381574886692,,-0.03136681427493001,-0.030478230803129804
CNTN2,-0.046820352670582606,-0.024036770403932865,-0.0053597445586569216,0.06335855300376393,0.10167069080253296,0.00985129356952467,0.05315600890600247,0.011352047833672135,0.025818827831665257,0.035251057434732426,-0.002904499511025569,-0.060156966029404256,-0.07826131829134905,0.045640304059437094,0.013930333970431608,-0.11060348369947087,0.06390371430584275,0.12287794914924861,-0.06545268689561974,0.007650791192795581
F7,,,-0.012544742005724733,,,,,-0.01525519438399594,-0.012084022139153138,,,,,,,,0.02519706344449086,,,-0.016873546678411767
