,UKF251,UKF255,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
HBEGF,0.01493494382553628,-0.011686296843376237,0.12113342916349054,-0.0028727985586328745,0.03389150449995849,0.13348259686188427,0.0419304432723132,0.010135523725467926,-0.08186110164789995,-0.01675786309090039,0.021867977401562176,-0.052514002864141575
CSF3,,0.0384753186910317,,-0.013183073164145439,,,,,,-0.03697500209157757,0.001404054383660984,
PI3,,-0.05065402920510726,,-0.014844314380559914,,,,,-0.03594009176763776,,-0.05342040925099369,
PCSK1N,-0.04244065194115941,0.078058933697406,-0.023164256593047244,-0.06556092746103712,0.014029333669098698,-0.12041022945446583,0.06566754959983001,-0.010481390732933114,-0.03336237030093861,-0.07838932151038841,-0.01850606653314949,0.015335954699476878
NTS,,,-0.020171360709786767,-0.016203582728597864,-0.015838267966539643,-0.03161667407523314,,,,,,
SFRP1,-0.02602046810694586,,0.010638118101905274,-0.008178904970755378,0.012215772355696437,0.09057773712554444,0.02422183388028088,-0.035008449453615566,-0.021625164503760112,0.020576625029229755,0.02091306457789424,0.058972910223144645
CXCL13,-0.0417578581791648,-0.02248425046705984,,,,,,,,,0.12899317498852708,
MICA,-0.026492589617679762,0.008909419933516429,-0.042814374738801134,-0.00908503007916098,0.02709189691060165,0.025954583089548604,-0.05924543528599199,-0.05802617438020628,0.01001598554924345,-0.029064839477053975,-0.014329941286001933,-0.02053011438833236
TG,-0.023482323799240805,,-0.023283067697549332,-0.015910789846258395,-0.013378611417638507,,-0.025846120425982794,0.006106193080609786,,,-0.006286338114619079,
ADA,0.0019542300962827213,0.09567380651266266,0.033139740905377225,0.01606235768835973,-0.002667702254669082,0.2126091795476727,-0.0016370593894631596,-0.01148940782080591,-0.04920354707494703,0.006573959245895876,0.07273833780868674,-0.029863335908299992
LAMC3,0.012856529652750498,0.03864501304506043,0.07006050625896502,-0.007723485422127538,0.04004469591663571,0.066357412030603,-0.024530576123732613,0.02165687100041312,0.014202809613538796,0.14711194035613515,0.010533650843814212,-0.05171508722653067
CCL7,,,,,,,,,,,-0.03350991373849156,
NGF,,,-0.0222182914985837,,,0.003559136510779949,,,,,0.0398899522423327,
TNFSF15,,,0.014970537609090357,,,,,0.1313852874452306,,,0.042957645442939986,
HMGB1,-0.042707462084749445,0.09409122780528463,0.05934071844098172,0.06324902793833613,-0.008988932560525126,0.02123242686706766,0.013026667759210806,0.007546957059062287,0.07106081634165264,0.09290717954559248,0.026935594158404564,0.05120754345435843
ITGB3BP,0.05157816737534229,0.010673990168687988,0.07821226253565333,-0.008070508527712378,-0.03342148373609267,0.14111359800857012,-0.0037286541319854092,-0.011521762876217815,-0.00402753249675902,0.14068606757596283,-0.033436173800760256,-0.027317361894201347
AANAT,,,,-0.011891488753337958,-0.012031463432730795,-0.029724342946217574,-0.023080453810567884,,-0.010520273195513416,,0.06334035680561469,
RELN,-0.021426084985787998,0.07498901500718806,-0.04159205696959026,-0.012021993205194705,-0.02648939870959768,-0.004960235065281053,-0.025552054523971093,,0.07000086784635261,-0.03392445917008177,-0.0804780936621437,0.06928677171388972
IL15,-0.01850044933442103,,-0.019196363204456966,-0.03101784840051534,-0.03412645718673844,-0.04050414877802238,0.04473542540512846,0.007239455996081653,0.08087668244435647,-0.039106683871012154,0.07320744696734008,
UTS2,,,,-0.01803785568814172,,,,-0.03175447370213451,,,,
BSG,-0.007268010601882949,0.006051723982502303,-0.0067211169392858575,-0.08062539197072796,0.07211769772966432,-0.025609214100503975,-0.06606451048677085,-0.09615811767145613,-0.07198111509872245,0.06480724220898508,-0.00983252002830186,-0.0156131750592278
ADAMTS3,-0.0412601454214443,,-0.0064964072408108696,-0.00027328812926262963,0.08560561216599263,0.012761104078365169,0.06320786630313312,0.035238619975805574,-0.04618197630980551,-0.044961247142819634,0.10465176619633453,
CD34,-0.027827390828419972,0.04596521541254914,0.0074932755794234395,-0.023775572451107386,-0.03154044177287681,-0.025148465996956828,-0.004106637750548469,0.014607146802765134,0.03937163023181288,0.08461454514384464,-0.015167337989093832,0.015625831617588036
CCL23,,,,-0.013530626551702486,,,,-0.030918467016014535,,,,
PLAT,0.02877759793582586,0.14061351919501297,0.0984089405567214,0.019921865647997597,0.06535888143000375,-0.011117260206537444,-0.032186792688910254,0.012281024090239364,-0.07020059039077058,0.019764711568975083,-0.0785233696531607,0.003001738216394174
LTA,0.01951586777188863,,,,-0.011587553160305459,,-0.021406056790453033,,,,,
CKLF,0.03744568509647608,0.07749317951583225,0.07980673900589924,0.031650915800302805,0.011038012552063903,0.04222045622380568,-0.05730351221458055,0.0023283464904281367,-0.005765343097411393,0.04914832164232466,-0.004902018281945637,-0.011650928684742105
CD24,-0.0015801478841626563,0.07722397043736777,-0.012290088528203869,0.027703968058231405,-0.03889669241853122,0.027526724643503718,-0.004882969513418867,0.12424919059027358,0.007250395027955219,-0.05228151583034739,0.01840299338563978,-0.012867271557533883
HSP90AA1,-0.012960690662686729,-0.038774865172198206,-0.08211882178859013,0.015262047790253294,-0.0008075923896694114,-0.11910575174263963,0.09515552327981128,0.10306570835086627,-0.04241245840073738,0.030696593237768934,0.0015821812199957113,-0.020394606969074955
BMP4,-0.01830612552394314,-0.06616293032635277,0.0346977216199443,0.009533386387737215,-0.016404740515875108,0.0968581954292294,-0.018240171297743163,0.002134784704220484,0.03558810935752449,,-0.013436143916856408,
SCGB3A1,,0.014492183323461232,-0.02450449714338897,,,0.07984447616690474,-0.014936863345116373,-0.03815587217030155,,,0.019916786296087077,
IGFBP4,0.03988736812479229,-0.007674985870302755,0.05485111526718365,0.0252134046369005,0.05616041040038952,0.08381959517574049,-0.042660507691608195,0.07734743137516047,-0.04393420344522554,-0.03242133129222714,-0.03455286514865921,0.04323660827776631
RSPO4,-0.027917269952908164,,,,0.12914946391670487,,-0.029693570763030797,,,,0.05323301867080605,
LEFTY2,-0.017481064016591646,0.1172686731661986,0.04634229034191624,-0.06731598622840176,0.012703945996491267,0.10593999815632314,0.02590344645078461,0.11682965311639874,0.009482299487120791,0.03844102201477011,-0.02875497590600407,
PF4,-0.01570847961844192,,,,,,,,,,0.020059542389724374,
ANGPTL2,0.0919006449600409,0.06377984886392149,0.12355339528938339,-0.028706817706751098,0.01766461377493805,0.14067745801725315,-0.03552669162948446,0.05176157582197433,-0.010899095038162146,0.013045959830552215,-0.021930649873387432,0.027424450596669044
LRIG2,0.012651718077862934,0.02697904597047573,0.0010092535025536694,-0.07335585273332386,0.02268129248929647,0.021107818468427793,0.004416546637639125,-0.01724312288283923,0.03449922196552146,-0.0018856901980135053,-0.03369209602541195,0.059924338241186384
ICOSLG,0.002061063163416544,0.12017878943525405,0.003989185486059851,-0.009858976062116885,-0.051754530913521855,0.10534680280530548,0.019357487047286893,-0.04082408812794726,0.07608743024747641,0.031338647361432,0.10714665200004166,0.01773956456320556
WIF1,,-0.05367302522595677,-0.039466964327739606,-0.026108546519208704,-0.01039990465138052,-0.041622484578281105,0.10035099095363544,,,-0.014608115713349388,0.04470665063108057,-0.0038738350647633526
NPPC,,-0.041524830425386045,-0.01438311977028588,0.020381781469027076,-0.005983235994217868,0.02062663073463702,-0.06266802381547741,0.0004139863901826199,-0.003095849650907326,0.01209325229623174,0.023192401004529586,-0.062059195640222616
LYZ,0.047222935588653904,0.06448138839975483,0.08199266680673767,0.09366360482239552,-0.0006006878527577877,0.08685196264584112,-0.04886504189357412,0.038188114152174366,0.03741472445187552,-0.0659847986133043,-0.010972441170348724,0.012952462454560486
EREG,,0.02247663719845173,,,,0.015607568966066203,,,,,0.11084857146035931,
SPTAN1,-0.044893174064279014,0.14147381492675382,-0.026009023552722124,-0.05317272005883341,-0.03583906037110343,-0.12292756965805855,0.09063971908748455,0.015363380912879181,-0.014904891662303524,0.038683644118155544,-0.014142609618144947,-0.08084286227000309
LIPC,0.003494742673032323,,-0.0297686371257761,-0.03110202226049306,-0.02519667960178463,0.08601348031170707,0.019274552022414286,0.02352566017523858,0.01854070678791998,,-0.036490219500378625,
COL8A1,0.05055035217388528,-0.03866036178114266,0.07209262496569109,-0.04170455567488178,0.023315962592815997,0.10243487462484711,-0.06330507166487198,0.09341296157416579,-0.04262719724464512,0.03840655120191553,-0.024284280054791763,
GSTM2,0.003247440539296771,0.07539623924579919,0.07711186675819039,-0.04356193188302637,0.006410818896704618,0.011215578370428369,-0.053747161587303804,0.010777873598736745,-0.04001528969729487,-0.03751370635814117,0.005126488459627576,
SPX,-0.04512273846284936,,-0.04343306377599247,-0.0026345149690334504,-0.025711012066882945,-0.05406880013505559,0.08446504519358486,0.0063791803725541316,-0.037180923570075956,0.12447641083462792,-0.024926660684015063,0.07201504072455452
MFGE8,0.09400343619866543,0.02320639258006184,0.07981729786749243,0.013042159611866333,-1.0536000150827512e-05,-0.037876003736552165,-0.016896745616876353,-0.030376956437235703,-0.003826268768056911,0.0752997954805064,-0.031870055835345,-0.04985742754787646
TGFA,0.04513317015293857,0.0897186673188035,0.0007901240792972786,0.039413999919511604,0.002254388129602898,0.06309263137885573,0.07949181634167424,0.0357192682286365,-0.005814010301779377,0.04901551502133517,-0.016130639472865502,0.016484206197481387
SLIT2,-0.007520773573358302,0.14904429511121103,-0.002342268281008892,0.030310174885965206,-0.0031653658439626596,-0.04259002456045857,0.03831404553585827,-0.007291285928470143,0.05624851897290355,0.11148081403270968,0.058919388480929466,-0.022045927396865787
PLTP,0.019974860152907906,0.09187543932692818,0.0349938452862247,0.028860234628382258,0.0157933588972769,0.16218215758324378,0.016623513095009278,0.018074676797830962,-0.10176890226214556,0.022288888762818156,0.07791073353806995,-0.048964913627543856
APOD,0.04074714798840328,0.11313064247976257,-0.01875112457558978,0.1108114867827522,-0.03847581912301937,0.10013246133965435,0.07357309074786034,0.10457918849999762,0.10769661702586604,-0.002229110254977673,0.009854066810160126,0.06725242305713627
B2M,0.06663644362714716,0.09090101052085775,0.04806099599011859,-0.004357389301672561,-0.0515878811112259,0.16061319009785446,-0.08411808106309628,0.07827374844911682,-0.03759751267075214,-0.010620997471526184,0.0352734083871167,-0.00607652113672402
OMG,-0.013466750599439373,0.05579147164821635,-0.02833422069911707,0.0719997647818094,0.015281925573555894,0.017146557706164828,0.05069604846354578,0.055888625359236666,0.006107540708195695,0.005109731286124683,0.019866963105985302,-0.04131531122950402
CXCL3,-0.03229513914758219,0.010184496934024252,,-0.015612956289260758,-0.021520657905656847,0.0182554720807758,0.09302041422160646,-0.02815345078709941,0.019374643011602587,-0.01844838400423379,-0.045477943060719,
CXCL10,0.07502049599877182,,0.03219680577845446,0.0032053981168158815,-0.02885466425648927,0.004538903576076513,-0.024498266604388082,-0.06062965244801158,-0.049639059310943846,,-0.05419934437718493,
RSPO3,,0.038784520496697096,-0.03412123381955581,-0.019526455071751415,-0.006378650683408229,-0.06985256826245863,0.005218882817805695,,,-0.053790971073779656,-0.020939621078940786,-0.04732036121322539
CORT,-0.02805434986546326,0.10134445780411136,-0.035210794461036504,0.011031436979271404,-0.005622355251151898,0.08393575678068378,-0.016484548794801983,,,-0.031385133665367576,,-0.05053048134767999
NCAN,-0.02504055477912315,0.052588407480933824,0.036914255449179055,0.009243806582630396,0.02012464057977461,-0.08882644998171152,-0.07289618574320862,0.07981421493110256,-0.039640266207239275,0.019149469719071933,0.0007995288712915726,-0.0606778718611991
PRG4,,-0.03462286602602801,,-0.01691521517383687,0.04849833550017366,,-0.0011235871128923967,,,,-0.01610193007637114,
ZG16B,-0.018902602143130703,,,-0.018262693042471922,-0.009207362886350112,,,,,,-0.019962228010377895,
TGM2,-0.014948905833577856,-0.0815580612394513,-0.030586050306954198,-3.6848416437480396e-05,0.03531048495862939,0.13919166507679642,0.01233620334256065,0.04026632928021984,-0.04274738417919177,0.1301750503777057,0.07614042864250793,0.05038924646982538
VEGFC,-0.010386826860568108,0.0034102512075439148,0.007921460093957857,-0.022301649171664537,-0.013745438883493966,-0.008064538106812692,-0.019221733734907372,-0.031077267268478502,0.08782042086555247,,-0.004582790745555527,
WNT6,-0.017481064475373488,-0.03708784682408128,-0.01968955382856575,-0.016633899171885732,0.03539928393464176,,-0.01677575856535351,,,,-0.02062697063528931,
NRG4,,-0.0003517792625938428,0.08405148572135009,-0.02106897357085854,-0.001270530278692274,-0.040944305929862514,-0.007527973903197819,,0.013110891545537786,,0.053861094565499104,
PMCH,,,,,-0.013477029107303687,,,,,,0.02582455112885963,
COL9A1,0.019112213743169463,0.06481276542139838,0.14274546865908,0.025294434865661426,0.11217145252430347,-0.03207346192453361,-0.025552064324808353,0.020944750763837935,-0.04544068037472726,,0.039895770583853025,-0.07699017435608235
GDF11,0.022174479154690015,0.06262550998312374,0.06926565614284676,0.04773268072556422,-0.01547347254018429,-0.031125362379142534,-0.012581163821713657,-0.0038239245970643787,-0.024543105137319166,-8.100879690176057e-05,0.05953648135187011,0.12030612739580862
IL24,,,,,,,,,,,-0.020516602143752796,
SORBS1,-0.013969420104089516,0.04244761714630701,-0.04790227970102642,0.0007315244028997387,-0.02892449052136578,-0.019021874114672297,-0.016638653874688398,0.07037650744995134,-0.014114108480708055,0.12208380775819036,0.04259053649331362,-0.003592663799562381
DLL1,-0.07867138753409957,0.11947541266883367,0.04132268369164659,-0.00925003235741103,-0.005297830441334847,0.050626317223172325,0.02542650591353218,-0.06073148532122635,0.007682365220439156,-0.061970691019971796,-0.051920175474009574,0.05149051743900978
TLN1,0.026080215287459872,-0.050438999807722575,0.1326631883737467,0.03428704280091579,0.07309267093484682,0.12900377142215336,-0.006404289255878833,0.02674305365082606,-0.024026777134875613,0.12668977151506527,-0.0681842024536328,0.02496666647281732
COL2A1,,,-0.021331181154238026,-0.015612961602522821,,,-0.01565064579318343,,,,-0.0279471749118547,
SHH,,,-0.023283070186594697,-0.01227368489362525,0.03901742894090909,,-0.01493686203954153,0.021777748065198704,-0.026482681196337694,,-0.028743031150906307,
PON2,-0.023639822486632305,0.13403191720302804,0.007727037747726351,-0.014363126449428509,0.04165358670599807,0.0660175955465052,-0.030418233257731735,-0.013653023320706384,0.008189932666519264,-0.07169863979362383,-0.011023256869285547,-0.010027138268563092
ICAM5,-0.02250205594300578,-0.0011639063048356224,-0.06959836696479041,-0.030509252714779583,-0.029917175331911218,-0.07536632955642303,0.12257336261753715,,,-0.08279515071773966,-0.031032192859692175,0.05105854297674998
HPX,,-0.030965004426470325,0.03702958147188262,-0.02273572487587929,-0.018068879011719927,,-0.0379665221810563,-0.02815343605781902,0.03172424780877449,,0.15479511985705646,
SFRP2,,,0.0028483991153896463,-0.012460594630315461,-0.015059229083082064,0.053410939779281866,-0.029302300776655667,0.08808882181419324,0.11508928744744502,0.010523720188566978,-0.06550751747005241,0.032246635450170445
CFC1,,,0.06854477083855254,,-0.011587553860601155,-0.03340914133500996,,,,,-0.008442566744361906,
CD70,,,,,-0.021614845126211788,,,,,,-0.036188678049572064,
HP,,0.1422906525918021,,-0.023088319369997657,-0.0447871050073034,0.055882635583063084,-0.017527832737905726,-0.011818476270821832,0.026488849143808314,,0.005991513882443111,
CXCL2,-0.044374575036679804,-0.037549595977998104,0.017574537710475218,-0.0352538102961227,0.012906004525464752,0.03578486271993268,-0.02956363996876011,-0.0033446221810103267,-0.11694598535550745,0.022662848739823476,-0.041849360766195554,0.02310817882176542
NPPB,,-0.06576494646807503,,,-0.010146533410954308,,-0.01922173513295919,,,,,
CCK,-0.023692840392866236,0.1292974456002795,-0.06869383921835308,-0.06376731399406901,-0.06204219061625206,-0.1251278822320261,0.10333161089901506,0.15474281947005183,0.03504629336947108,0.028000651875820994,0.04666538501799557,0.02516264936208183
SEMA6A,-0.011327034513874196,0.0995746428706879,0.0384976350563331,0.026385171583763693,0.04058009339545284,0.1398766623828946,-0.04581720444069389,0.021733054058363916,-0.06283275945554352,0.07650396806124646,-0.04467285067925599,0.03438685792583826
IRAK4,-0.02583553094929267,0.12297534878425535,0.08365445352807957,-0.006222132769169133,0.02588543278916438,-0.0135977295473813,-0.01831043105118963,0.019199160741169004,-0.02135788615696671,0.08015202996220985,0.03440669183994092,-0.05238087575787736
GSTP1,0.03146642382980853,0.008203043605461658,0.06189376993724211,0.07364949315696918,-0.014407784623461003,0.06981040264800138,-0.02961717243136907,-0.04670634012071207,0.00653770256246055,0.035797282768014846,0.03756175002080375,-0.004947065631818866
VCAM1,0.005261947574541558,-0.02988944233008424,0.01803718416940877,0.09057788475542247,-0.006877546773553174,0.07139380612559026,0.028141761336322648,0.07682714356929042,-0.03933255148424905,0.05434374310389452,0.01680887278271547,-0.09494982679177999
NXPH3,-0.02897713476696284,0.002722399482726791,0.03837940947748432,0.0075706873290889735,0.012084837820427631,-0.028926345827137417,0.05361648160538434,0.13218216200864458,0.0061164961406460295,0.00048716064332010123,0.05697195554821969,-0.09026476349994812
MTMR4,0.014016990114196267,0.06606287464944918,0.016401135204844954,0.00075316926469632,0.014274810419283846,0.007558333250246897,-0.012882213075827362,-0.02726178019463018,0.0536214655677649,0.004919473750365052,0.033559368537958004,-0.016023153152086928
LAMC2,,,-0.026977874211781792,,-0.01277335357465853,,,,0.0583731869203358,,0.08863153170239293,
IL10,-0.01230566469658481,0.032313677685679575,,-0.02048769161921401,-0.039937896159754765,0.09511867385819875,-0.017206185710670622,-0.036474543847053495,-0.03639549672027039,,-0.01402963812850333,
SEMA4D,0.023621658923969835,0.14266269049240765,-0.019247793685265392,0.06897668689490309,-0.0380384974739222,0.12101487478447696,0.05841454057763367,0.09788594350051781,0.038840811992832555,0.0936090190391756,0.023063703793080845,0.07764708818632658
TRH,,-0.023914968609938827,0.028061309227031168,-0.03234561941759258,-0.033659839856597915,-0.052027439687664497,-0.038981016186021275,0.04300201792013832,-0.03028953201846301,0.16157083765948313,-0.050761046630060716,
SEMA6D,0.08744081618541039,0.13232942462166944,0.05380818857938263,-0.02281245058726164,0.0008459435410951922,0.04906414671621101,0.025270678113763132,-0.0020576741624212308,0.0642630610030315,0.039871103471447844,-0.04986497504425612,0.06654680591795821
CEL,,0.09148908204614634,,,,,,,-0.07355024752961441,,-0.031912996041145794,
PDCD1LG2,-0.016446110261858552,0.13060442830784083,0.021182206980473677,-0.013044109099335113,-0.009924460960907256,0.01555176725557851,-0.029433224403001373,-0.020841540246090754,-0.006411847958295497,,0.002669943531207406,
SPINT1,-0.03279566681381869,0.001565113621794865,0.007137479220359137,-0.03893672719340471,0.06923061611344447,0.07365722781637318,0.028888859656266596,0.02636160513681461,0.02339859921236741,,-0.005839699631858553,
CTHRC1,0.025416729254862703,0.009816229915558996,0.08762328272491131,-0.024312917450283463,-0.013617259562700547,0.1244218474495044,-0.04394336493119041,0.0074419404734356554,-0.042250233911962407,,0.015612440337152225,0.046953156900041496
PODXL,0.025644448244186237,0.12084493515168084,0.09537502000359584,-0.05414443311929726,0.01917784074569003,0.0017317287831379636,0.026822944854898743,0.05402291361529861,0.014865081702209458,-0.034942398931926674,0.046947069088234525,-0.04039553400971947
JAM3,-0.019425121969773845,0.032176679326869524,0.027302083273919926,0.059791973657774,0.013445926789468347,0.1096464072098911,-0.08617031893255495,0.1131808754204321,0.01040947921559776,0.013113684571985099,0.005814947762474842,0.08139870466262829
TGFB2,0.005823753860597783,0.08651156555419905,0.033913741249883805,0.008554802109299221,0.024862754746596098,0.07404939168788659,-0.037473610131538916,0.04489641702935942,0.027910958497298737,-0.08395040462949682,-0.01799178439013343,-0.017435678438342386
COL18A1,0.06810171743688431,0.1380855205704977,0.136340745673515,-0.026802738061789014,-0.009588325853458651,0.05385722011921698,-0.0219919407799995,0.06240444287130305,-0.060152766789167526,0.02432011231506192,-0.000474486045509845,-0.05197742018309053
NODAL,-0.01683719597122641,,0.1046031415286092,0.02244450131118237,,,0.013336304281873355,-0.003224791237509645,-0.0374551121602408,,0.062310906812906894,
INHBB,0.05759455552872054,-0.06525166345759363,-0.0357161578905787,0.0024599392556217065,0.035076772442920665,0.11067394221705885,-0.03710956554011933,0.07841299221166069,-0.0014822028588057316,0.004369525139462867,-0.02349936581967786,0.09050239219888988
LCN1,,,,0.014024803516979375,,,,-0.017407869367930675,,,0.002857076925200185,
ARF4,-0.030508751374067097,-0.08372085543797504,0.01812195069369362,0.005991320863372575,0.017556512622733812,0.0877710927646024,-0.02713423363647287,-0.03863999375067218,0.04328653288501144,-0.018689685522619518,-0.04951088802715347,0.010838145176006666
CXCL14,0.025513608355520186,-0.030002548508556923,-0.028328381215647076,-0.08015337977614655,0.024946391933715655,0.019380018415679708,0.020758401314156558,0.01685089660713291,-0.05534296664772679,0.0018376157920051036,-0.022461621365184082,0.0228565348166513
LIF,0.05538210794155146,-0.07983266802711692,0.1015069434733884,-0.01733102352213904,0.008731817647767507,-0.022051644657524898,-0.021369752792234062,0.036651843833431154,-0.021312458666809687,-0.09149343482462823,-0.010830016121821268,
IL17B,,-0.002373706896534729,,-0.02262786653846125,,,,0.07785812952899261,,,0.06081787884139178,
MMP1,,-0.07740279018103116,,,,,,-0.05471725210615699,,,-0.034425955298265865,
MATN1,,0.01708396060326811,-0.023073739713658146,-0.014364860009215122,-0.01027396591417201,,-0.01565064384553545,,-0.010294996253918805,,-0.021588024024668168,
ADAM28,0.008468199069683144,-0.008346994563252576,-0.02119247530618191,-0.018219952071149965,-0.019888683641516493,0.0067355742627531676,-0.010571715993768096,-0.014537137095607736,0.03999999830834727,-0.04587954874071932,0.06225353633149935,0.0004899608305793832
TCN2,0.011711605142331032,-0.050267269324192385,-0.01807771739886684,0.06567945447291573,-0.011703760196414921,0.07365304838084479,-0.013956346503961645,0.06804304282331658,-0.03332950108323111,0.04330941946022449,0.08931608995501611,-0.011857959170648958
THPO,,,-0.03281186395073619,-0.013289071347589092,-0.021092006536040694,-0.04512197267132396,0.07176665118480703,,,,0.033568773425111734,
CUBN,0.025152415408399558,0.06118760200323028,0.01795028748986717,-0.03497094372650202,-0.0204905509798656,0.07262671958685551,0.02068623198773044,-0.004898018109800751,0.05796169148428057,0.027526986660486478,0.006462389287012737,
TIMP3,-0.016774906736515494,-0.02378071808485073,0.04378797426133374,0.02833358644076078,0.04617906435864026,-0.0970084394343941,-0.0191568202749361,0.04055649684704506,-0.052026425732730065,0.007849459784759923,-0.009867160461566667,-0.10398551768551863
PIGF,0.01586966771177473,0.05231511625979029,0.05295117561662716,0.012182441614172928,-0.04233721380230977,0.04818488770422647,0.014275536116421886,-0.08733922005336418,0.019678401473476246,0.06809997418647924,0.010141367288957972,0.07446475762178685
CRH,-0.021130636546976292,,-0.01944443171848603,-0.02106896483513456,-0.016173620565533422,-0.03870819762354541,0.09065683076241253,,-0.05602381791235884,0.13876344028621546,-0.036043022657282944,0.08098740090728819
BDNF,-0.018902598540133254,0.015063325645807611,-0.036762435838211545,-0.040982715416599765,0.015511914713781196,-0.04478679321554567,-0.01762664665946019,-0.011262470033046852,-0.06783326190468565,-0.04434406854597152,0.11713250637908537,-0.03591132173044848
