,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.07533538727231519,0.05726522720709442,0.019040851329555228,-0.025655575191931075,0.05991894619689145,0.04258003906085246,0.06902862055757991,0.009560910744379467,0.04802511086473331,0.02224959150942318,-0.055878687558622304,0.048992201777777515,-0.020284986963362166,-0.01381960441549712,0.007503589206282664,0.0741929971513496,0.036204364950252824,0.022483023219447194,0.09060394670516929
QDPR,-0.02243000533505563,-0.018969271228291278,-0.03171057486471706,0.09682444446259227,0.045789648861571865,0.04393732739276381,-0.04651013886423709,-0.08939105048497384,1.5233485779081306e-05,0.001616030514638199,0.02964231639127242,0.043671950732681604,-0.009482055145168294,-0.007007545091905061,-0.007452512681443848,-0.09730956598406215,0.12198513096022792,-0.13686573180564368,-0.146764275798163
POMC,0.04609602470009077,-0.05631667245934648,0.030456103377626186,,0.02402783273164704,0.01644277857048326,0.004117976929308441,0.10127571929265308,0.021174998557203152,-0.04041228161549596,-0.0131288988996016,0.10941220861085281,-0.0803332068472511,0.043346057510953676,0.0766485301706924,-0.00528282933011995,0.041328678602410254,0.012800791477144717,0.043061360038872176
CCL18,,0.019111383589085464,-0.0131123432430115,,,,,,,,-0.042204708602744744,,0.012334223622145696,0.00967704076938627,-0.014599471453575727,0.003228144796252557,,,
CCL17,,,,,-0.030786189504656256,,,,-0.026129554093573922,-0.018597195145561095,,,,-0.04616108170963768,0.053933640140908554,,0.05530874433000949,,
VEGFD,,0.032169850099347475,-0.009644318605747137,,-0.00609937810893217,-0.026464833748020007,,-0.02479869630180747,0.06272791319670447,-0.013641267543063863,-0.024256556039123855,,-0.0436811197190779,,-0.0040304836633690425,,,,
TNFSF13,,,0.05258855529348628,,-0.006599940844420976,,0.06070553996648632,,,,,,,0.031555066579894465,-0.01971669423854895,0.09028902056215385,0.0008616508157013673,0.11345837322318708,
WNT5A,-0.025173048517133065,0.041012906232654765,0.06096818172733469,0.06224455642058966,0.043782926034221605,-0.08433186557808836,0.0635048038896527,-0.00475542529262928,-0.013033727076638949,0.06192847726386222,0.041025950612815464,0.0989585515068511,-0.04373117448378621,0.15044818127235135,0.10314420138743795,0.08739966240416172,0.050577220505517884,0.12113202892373816,-0.06408836314245431
CXCL8,,0.05101936252310557,-0.0015739906299546082,-0.1404078748508104,0.05309520699004633,0.07701540750423946,-0.05043405766873072,0.05851189963397635,-0.011444303610146807,-0.012703341478133014,0.03594243414623266,,-0.20003639220857816,0.049335354670273085,-0.10014769648999357,0.009903466651271923,0.08510020553996737,0.09125039697820474,-0.04342755544998212
GRN,0.026832817374784396,0.032491594934837005,0.0881139684837124,0.04215621205994873,-0.007441686604759875,-0.05228295361895701,0.08668464928215502,-0.03584476477420598,-0.040287391340232216,0.050201096153964155,0.11748518487199944,-0.03893122941245466,-0.02121887863301544,0.1489818136586328,0.018803827205046315,-0.024042772893979204,-0.05844511757215107,0.0032845190056493053,-0.023113812401492212
MIA,0.0206599606544102,0.12081314041978203,0.04021834743666978,0.032045798999313035,0.021802582063986914,-0.013363075821446089,0.022334960158957744,-0.0009446059281460265,0.007284852954813689,-0.015514069006040226,,0.041180802190003765,0.06994988951295646,0.08163065554924306,0.04876445422327653,0.007977465392797532,0.1292966446639221,0.11853665334853052,
COL4A4,0.08189647097901816,0.00678228587923776,-0.013246221370190294,-0.07915463106457804,-0.030098660239027724,-0.026324694497364784,-0.022824657487937848,0.004656842017852439,-0.027280062887381648,0.007411630886638781,,,,0.07014458817684778,0.046879854637522,0.03808234076203758,0.000214483121505167,0.0553558888276767,
TAC1,-0.016485136561972136,-0.056820239684369896,0.006887829457299664,0.10309746114264,0.05946784412045126,0.09098181226739252,0.0026517184500293523,0.07444214433125405,0.01875040550376767,0.016152880471838393,-0.08984410526958739,,,,,0.005300221099989253,-0.023772353564814688,-0.1339285529914988,0.16452995973782134
RARRES2,0.022606203299263678,-0.07394537252328472,0.04306281814327622,-0.03008063447614427,0.009624107086670738,0.0014247995616218463,0.01264331274291754,-0.021518337375724478,-0.007773769696960453,0.045928228181883496,0.014446695134083618,-0.047119124571281104,0.06391921918185024,0.12662179990871983,0.04686972377315599,0.04850710161274262,0.04626439468768871,0.03620765016028167,-0.023399427387978976
FGF7,0.0031123303709044976,-0.02790621105262673,,0.08321830651265696,0.009275335042857017,-0.020908912347308566,0.041811359136305945,-0.004615986511017974,-0.0026301930870283683,-0.0025433941582559193,0.07781617525255213,0.11951005381488695,0.037790236064527444,-0.038878298776454115,0.0549027520028141,0.042609833263630756,0.15175959174951345,0.008373609287746997,-0.07441480247358989
EFNA2,,,,,,,,,,,,,,,-0.0444638329896326,,,,
HBEGF,0.037940673510608314,0.06879369884181023,0.03943521530079524,0.05008668229314481,0.04185542361539777,0.03931158312345322,0.03931309735519086,-0.003901951206242779,-0.003104459864441529,0.03284247143651184,0.11800415228304592,0.04384793169289959,-0.08643757015485891,0.07372021326345932,0.04200642707792819,-0.01233241433951753,0.041952051205570155,0.18194394627379457,0.03577942986538351
CSF3,,0.010434524312167294,,0.00730928124439946,-0.00596836746802036,0.15488956005179522,,0.022207611589116286,,,,,,0.04743981785637194,-0.02947572659079791,-0.02088876119610642,0.07704533224191344,0.061625403300381194,
PI3,,0.07212267908238408,-0.02648808488326521,-0.0976830458808373,0.007911921710527745,0.023435920765171463,,0.06461708044446624,,,,,-0.04186689803424731,0.050699031547444914,-0.021003599269657162,0.06189352599378309,-0.03625132200214726,0.043614877993619586,
PCSK1N,-0.022965994811825423,-0.0535110131482152,0.060830429886448684,0.024114265739400703,-0.05517338061774359,-0.10736429968124021,-0.057257489729824564,0.005286735297306826,-0.028187153796056175,-0.04550471763859513,-0.05833308267068865,0.02340038414579524,-0.01936728053589511,-0.01873525938133702,0.006268573135121634,0.04369053591029831,0.09692236335386381,-0.15130499343387135,0.16042055825297857
NTS,,,,,,-0.01334627639900805,-0.041182708509483294,-0.03293632247684221,0.0049677281312122306,0.040707000656475624,0.02787457576732474,,,-0.017153685684185824,-0.0793249089753849,-0.04541400679415241,0.023168022896040433,,
SFRP1,-0.005069721184835875,-0.03460825569548118,0.03824076492204502,,-0.04710152162468094,0.01765145758197387,-0.011568406063225517,-0.07125219826787652,0.03898691654619879,-0.018597195332850126,0.006846085799123806,0.0036773849868678415,0.05247676532338972,0.181481792357,0.07633568974150179,0.022997013683637976,-0.000705670579372574,0.11138041774574357,-0.09861043833704096
CXCL13,,,,0.04572123632137063,,-0.02992045164743548,,,,,,,,0.03962093282373931,0.007691193091831364,-0.016046867298851967,,-0.0009105786019015952,
MICA,0.03736704695359838,-0.047096730668085306,0.0689635639474071,0.033396223602362725,-0.016433013681619486,-0.0020900817514002104,0.01250204492775892,-0.0079102687990897,-0.03815144729867931,0.13318765586730497,-0.029405887565906928,0.04531504635571555,0.0017808795223609416,0.12532004561498297,0.15661954862170133,-0.016170192619452014,0.09753181212394962,0.10195469706944085,0.05553868867726328
TG,0.02875865426940491,-0.03616573561977586,0.04465779293647015,,0.014630762211425737,0.013696390314121527,-0.006052165063090182,0.026864667368109885,0.027363624944895085,-0.013458709366269993,,0.037277199755639596,0.09653895210934686,-0.003969371928758268,-0.007593922525017594,0.024899307281417968,0.04673118041504065,-0.007501308264058695,
ADA,-0.016357373670001785,0.0387134535161551,0.0658536328946652,0.0565574846714013,0.05367716430320488,-0.05015776398540516,0.057787250836610404,-0.008015839183814141,0.016709835700939403,0.030146453334586307,0.0622439080231474,-0.028562934088413417,0.20260851910943128,0.10199385780748688,0.07116660281292608,0.0028995835993090133,0.08233669414513578,0.04694112589225567,-0.0386197913368199
LAMC3,-0.045021327069125844,0.0163711235462067,0.1004688260919327,0.031966287170645855,-0.01623735570843482,-7.222259017307152e-06,0.09870098447011962,0.04740436061672398,0.0017082691497797887,0.03676461629654578,0.028076659342651966,0.006824437988555743,0.10036294268957999,0.010803512193647911,0.06305613596539429,0.02581743421261774,-0.030538803559749538,0.05948903302682297,0.030907606317934457
CCL7,,,-0.018820339516571874,,0.06127319677182606,-0.01166164891684582,,,,,,,,0.004235514718656203,,,0.03671608327886467,-0.036780713771463365,
NGF,,-0.026137937807972408,-0.025276822563486193,,0.02659864685489102,0.06605924385596597,-0.0042595725838381684,,,,-0.02183870667762224,,,0.004387020552918255,-0.013686029350385516,-0.07191383011914525,-0.012011578375870958,0.001138159291892643,
TNFSF15,,-0.03233589117213444,,,-0.019816657826964165,-0.016678870664259743,0.05320807879764988,,,,,-0.050236334195835154,,0.012991779601615223,,0.03600644022692997,-0.015604823560959147,0.0690845896516031,
HMGB1,0.029279579316905658,-0.042392710758389796,0.033259762903486145,0.04649183508356775,-0.06010016402700135,-0.03436297003587071,0.04152705237338626,-0.0705348678074212,0.036891031031805056,-0.037347440073986694,-0.007009620047881384,0.04121615793929137,0.05689741468170627,-0.043861205812025794,0.08460698815922751,0.12185333914077955,-0.04379645692112298,0.02823242237085331,-0.10116686847718488
ITGB3BP,-0.014733310542023433,0.06925792206908925,-0.018877416339116077,0.05365836144175825,0.006528890050390174,-0.021358757102384014,0.08091960189707004,0.03702468517064592,-0.05259235978843495,-0.007138362555678936,0.011932468340485506,0.029505861521426324,0.042464608071225464,0.08216045556752684,0.05380209214545281,-0.016339334066934507,0.08743611760934122,-0.01942280378944495,-0.03062121173919562
AANAT,,0.0845540298467933,-0.03595062193871328,,0.032933709880981384,0.015374426728650883,,0.11656324961835787,-0.023673809889334107,-0.015514069868972354,-0.020531596012493457,,0.040035306608850484,0.05980453281349004,0.06213869762264709,,0.053692837499227895,0.03568173034964014,
RELN,0.18666038774161872,0.006611278867305821,-0.004528464206662287,0.028463181697442465,0.03884237845659131,-0.024755116395108735,0.032977352921462165,0.03648216974400195,6.448291871317423e-05,0.04384820302524558,-0.03431401708345318,,,,,-0.022770717846722733,,0.013548618933448697,0.014026345855312797
IL15,-0.04411533385065022,-0.033054877844274855,0.043609542738723917,,-0.02932855417197108,0.02767974289254438,0.08075172105288198,0.009519755707541589,-0.02681490139914501,-0.015280719789282944,0.10505212661981109,-0.03842198357047486,0.022020258691205122,0.014491998099208564,0.09000523378811519,-0.03403642006852301,0.06356708262741181,0.08252021076313769,
UTS2,,,,,,,,0.05598219622535765,,,,-0.02130276859485235,0.11057841874611468,0.0806517005520433,,,,,
BSG,0.00758126305734537,-0.008352094928912101,0.04443330285629471,0.018915428456091954,-0.01237552110991254,0.05154052429638331,0.03635404342585409,0.050914532671633934,-0.012187450883872852,-0.03676603407104038,-0.06823650234510403,0.004960086553499126,-0.08184652928002974,0.24073634199779814,0.08730237391229942,-0.005792187730595874,0.11681306640940455,0.2143434930755679,0.13635754380401252
ADAMTS3,-0.005067024655143179,0.03442030154319471,0.047062980755365004,,0.057020276949193,0.004051080379618408,-0.026108264825346575,0.005240722442363324,-0.006140480915218216,0.008026632278758102,-0.03296891880087768,0.05905093135366938,0.06606272676524826,0.006746004145500626,0.08597126294358105,-0.02302921735531856,0.14475142269638575,0.09166262051552763,
CD34,0.09573328357432177,-0.04361917873157201,0.04676606661614725,0.037426448597922164,-0.029352016527831964,0.022784904048330407,0.08467613903533219,0.014842392451483628,-0.019804719789908214,-0.029026403485387122,0.04198207149910396,-0.019144647807422928,0.02109288932396955,0.10431604450762025,0.060116407949764486,-0.03908964648078842,0.0038479527130182017,0.010486325521224535,0.012174961300498284
CCL23,,,,,,,,0.03806485140721311,,,,0.016308223781815,,,,,,,
PLAT,0.01711124558574166,-0.015221057265192137,0.1430853422665292,0.12859583318601014,0.017299813484219898,0.0654238176773896,0.01673348319557407,0.010159853667367129,-0.04584991221085116,0.07540338854217515,-0.02266758554218286,0.06895693692292351,0.0479659497515291,0.06558041875438597,0.05479974211438245,0.1677148616451072,0.08116068482840091,0.15508588146400148,0.04979698208354545
NTF3,,,,,,,,,,-0.025043409720053925,,,,0.057587734531686335,0.04038507605764927,-0.01929447159906463,,,
LTA,,,,,-0.016751770471351325,,,,-0.022800346120269176,,,,,,,,0.029655502937624215,,
CKLF,0.04034874274224549,-0.05451345644921925,0.02999706375938144,-0.02455637980286815,-0.0011373145079261297,-0.007220638238465407,0.12242836276737235,-0.014778329772679942,-0.003525840197832626,-0.04834827921067871,0.06886875547891225,0.049040753638596335,0.06694005743237535,0.11333622071195698,0.17664084828941992,0.025700509182488566,0.056257823038599566,0.054505320347981966,0.0207540910212016
CD24,0.019955236824167936,0.004917498184283843,0.03211366901387203,0.039925161176686826,0.01208233280514094,-0.07965548801098263,0.03434048791684955,-0.03599786826659076,0.03356968700993819,0.023357371048868977,0.018062921686620416,-0.060393934673133295,0.1749746476260989,-0.05119993989055825,0.030179303668725302,-0.03440724212131324,0.1365385682957704,-0.03297114053731051,-0.03921330440988835
HSP90AA1,0.008484936350274867,-0.09373354873644986,-0.06785308499762988,-0.07882990132181882,-0.04355450042574345,0.10623398314210517,-0.07965218966882487,-0.025887894929855628,0.061589986889640735,0.020210288661867557,-0.058455257574906216,0.04828015976777344,-0.17676205715504173,-0.07667306643480203,-0.1389619174489978,0.03176767077754737,-0.134718805432221,-0.15938692149924316,0.02838685257155819
BMP4,-0.01964823687132453,0.02635415396793717,0.029760930893542977,-0.04422066969878888,0.004182904050905295,-0.04375893669114102,0.10777893324902599,0.11026724305470939,0.002455250487600956,0.022240978123334643,-0.0327483411524737,0.1424072068182111,0.0946471086698442,0.0589021072248665,0.031021525667129207,-0.0037658657920515096,0.01221729072804466,-0.022883947540048247,
SCGB3A1,,,-0.006002500438201202,-0.031969309952551817,,-0.03151635441982567,-0.02474479085629377,,,-0.013086269672777926,0.10393793546715385,0.06250742817691964,0.10212037402676076,0.04798679779610843,0.015564677999874661,0.04489112879449467,0.07113222343870003,-0.04503865565803383,
IGFBP4,0.11890608394102509,0.08074648830444826,0.11659391988146303,0.08234518537079168,0.006776847267525983,0.031144578964942795,0.13590834173159244,0.06552227452782079,0.025595703879113318,-0.0050129164880585286,0.04070290181331904,-0.07519274781736178,-0.03811227089763289,0.031023145618890496,-0.02105799827408366,0.02347123239465127,-0.01465197609997585,0.008008014518409141,-0.04265328783439975
RSPO4,,0.07971046709897153,,,-0.00637999296945498,-0.02555706725788054,,,-0.026518190587614145,-0.013086267758614956,,,,,,0.023595120104913207,0.009370034880258884,0.005252817157064176,
LEFTY2,-0.018903036956713668,-0.042227198436489574,0.0965658924392906,0.12448408486768882,0.015075697027357724,-0.03747358679470733,0.053484269983592805,0.011830416937078144,-0.00672021611294642,0.025366869796221405,0.07687479429318103,-0.012788902334729436,0.08576099127961248,0.0167829218742624,0.07873431671867757,-0.04843726491532746,0.0958428555238133,0.028538239032786045,
PF4,,,-0.009779249071944308,,0.019529488658306948,,,,,,,,,,0.005869032643728592,,0.03466067853683775,-0.05064362145667791,
ANGPTL2,-0.020564969848033562,-0.0050030343081110765,0.06745224749801276,0.12956695564385803,-0.001876118467146466,-0.03494745267122342,0.10442394875402985,-0.01876225185319987,0.026477418358567706,0.030606464332417066,0.05110664043324158,0.0028629856539128203,0.15738897925899126,0.09875549311490606,0.09492584428798159,0.08647195662795058,0.08316537393337849,0.1249637210855954,-0.0626427834544739
LRIG2,-0.02123638405429494,0.03453293084390089,0.009434805647609271,0.07077406688310203,0.027186021290660778,-0.009804448618552244,0.04070961129097634,0.009572139414418566,0.048305278856164424,0.04202437981861856,0.06769269197437575,-0.03915853590742542,0.08401929459118174,0.06748621725734712,-0.0027218357337798014,-0.021999613661012215,0.09079972536582577,0.09264412988060174,0.001635813453309342
ICOSLG,-0.005443652884504773,-0.04762533527936498,0.04559531895875365,-0.02656874722795067,0.05450137481473569,0.007510330813144416,-0.03007965331131776,0.003847550545862626,-0.010247123100047238,-0.024835292451319588,0.016647116645190647,-0.0016441351522092106,-0.08067869468492361,0.08060728614450909,0.04133843809730419,0.008237182555817391,0.15994901215686155,0.11879318254687112,0.011620202016276945
WIF1,,-0.07430661062997733,-0.043470537062324996,0.0034175458860156945,,0.04032582072986334,-0.031427163950033574,0.033250686299385254,-0.02046345957501717,0.09443565557148698,-0.05002628267880015,,,,,0.039044141892668104,,0.032827793994565625,0.1453102003892531
NPPC,-0.0075338939583876946,-0.019538336368895782,-0.03863549183485542,0.02735044388539184,0.014078575664254007,0.07008984797176056,0.02840758376930387,-0.018776739367531645,0.002728504830191341,-0.018186709696821946,0.014497993652506572,-0.0037784998625845253,0.011110953990696356,0.12107051762187805,-0.030195344438869627,-0.044666310070041154,,-0.0798609902391803,0.020535527645044637
LYZ,-0.01917819610247028,0.0062293513388241364,0.007331750681204037,-0.009257486291866734,-0.0009723880626727416,0.012330812787800103,0.013165981620189754,-0.026245568255227322,-0.04707397961920827,0.0006265318617945709,0.05036677602151416,0.009599818520088016,0.017981293984699977,0.06546902177440572,0.04868992361711541,-0.07208788570803074,-0.024521087481654453,-0.08345816072569558,-0.053549895152857914
EREG,,,,-0.05874508755525112,,0.04126931814967905,,,,,-0.022465647063391596,,,0.029946085381264132,-0.011987864592176378,-0.008044473765939357,0.06655830464164342,0.04865677556615298,
SPTAN1,0.05280900071676733,0.013453352858655346,0.02684907342475025,0.08124630445074305,-0.05579728484202826,0.008882481175546332,-0.04292755786411681,0.04948275723403224,0.019198457201319605,0.025539607467144936,-0.05912898726039747,-0.015797552928969588,0.20057302921120174,0.04715717782549166,0.020458611030491215,0.010392153102601207,-0.045496511671091075,-0.12986233538624878,0.06850452716987905
PTH2,,,,,,,,,,,,,,,,-0.008446970451192786,,,
LIPC,-0.005718161943126556,-0.06696821529754338,-0.02074381844310337,,-0.02489230957504086,0.05083221837485853,0.08452674365551097,0.04213776317065927,-0.02063303895819453,,-0.0273328207067839,-0.044412214311704536,-0.0010821014469663175,,,,0.00790538867454698,0.15713203531868364,
COL8A1,0.0317035008374892,0.05797989448336102,0.021716610422946193,-0.02955412550129122,0.02461694214868892,0.02827684991938929,0.022285671270023916,-0.007614960914769501,-0.009556492540965592,0.0002702430994096684,0.02527136024060598,-0.00030777760502307105,0.059061294705277545,0.02848440979797653,0.02255438016645385,-0.01138256084979636,0.04604263181124696,0.1495682300604203,
GSTM2,0.05350490344725315,0.03732943384516937,0.030828405768187562,0.028193769690083522,0.035704816168830346,0.04011302017091878,0.017596552181870687,0.01024993124217699,0.06966511173974849,0.022230216341199843,0.05710102099001287,0.00629123433743846,0.09850999978819913,0.04381840489984869,-0.0008097161145357314,0.01177109689335528,0.03137533175980274,0.042370305321032205,
IL4,,,,,,,,,,,,,0.023954989733359227,,,,,,
SPX,-0.013012468703741255,-0.01894472966316535,0.07059475872318398,,-0.028901351015335638,0.05647696428891148,-0.004636423793656057,0.06005692191339285,-0.005940619790063471,-0.01323751809829733,0.035968659133400256,0.0036258606138374894,,0.01663950953307312,0.10839181680028041,-0.07076888969925545,-0.05141957795996788,-0.09062115636378888,-0.12070205269864646
MFGE8,-0.020082435913604157,-0.01621981053206164,0.0657920975488167,-0.031740844621010865,0.014213672271145233,0.04944732661794429,0.021720396223929846,0.028139993034027914,-0.04562154690196112,0.007678757014935201,-0.04425547069696408,0.04327660331662665,0.0886363250936788,0.030573424920522778,0.0017764831675279912,0.06300505084935992,0.01979156966417079,0.08103985672310735,0.03558767797440559
TGFA,-0.007597423734528052,0.07615594448772739,0.028370125106103566,0.042754737570839974,-0.004753175922630471,0.015078139154765023,0.1234336087089708,0.041538600547693996,-0.010371138301332522,-0.043669122096543084,0.07418546313062747,-0.008776546130940865,0.0024900525530046594,0.10623395270336133,0.05142332454057517,-0.01113069158130043,0.1253209355907747,0.05602097165603384,-0.04091602851090526
SLIT2,0.003974044888417719,-0.05546204572301707,0.03349467184770525,0.022161238095312487,0.07760609309681826,0.01881104206825135,0.017002993026616457,0.031628964835413935,-0.043259540160634775,-0.00394452925832145,0.009073421676143676,0.020760627684685385,-0.09585437447170664,0.07730554280010779,0.03127158102151726,0.07445774244108828,0.06931624701875558,0.09511640171663814,0.06290843025728578
PLTP,0.04565554225107672,-0.05606664610589257,0.03524402601238032,0.11235353095685782,-0.08711355137513636,0.02797880782472201,0.030991829013805004,0.02475310561944666,-0.008587234238890771,-0.004028727013742264,0.06302770505601182,0.04967330797509682,-0.01993428970885685,0.12160151452117607,0.10089856912561272,-0.04531325841266977,-0.06938669663840315,0.08955293199862047,-0.08711357192277545
APOD,-0.018134212230065366,-0.09051609797047719,0.030531926638043636,0.07391398558672528,-0.0349586825112589,-0.04358316805787987,-0.06333428408257374,-0.11954541504426922,0.042473515808765995,0.04240009871250039,-0.00025790521428116085,-0.01928641098349185,-0.036633180577516106,0.07143603206556172,0.04137358908654187,0.04998199407937886,-0.14402200073210986,-0.11336777009707372,-0.04553444699466994
B2M,-0.02790736742856869,-0.016071020938385912,0.08858581854172067,0.1342183450452822,-0.042824709621995874,0.037921309912605096,0.030445657157377154,-0.010053980159631427,0.01214680177591554,0.023522996676556083,0.06688754090418146,-0.011427577994596061,0.107371319830805,0.25406627915786884,0.18056869569535502,0.019037141603565347,-0.09686535288622325,0.0380397313987184,-0.0547881529916424
OMG,0.02740005016307211,-0.008368608273026823,0.03343710966230359,0.10444724465636088,-0.021715076777473905,-0.036984172712591044,-0.023780658570201726,-0.06190609894106626,0.016724643309986683,-0.016159926760989967,0.00454413762861236,-0.037481288784914635,0.13053550024636726,0.02375011477508414,0.05164699649304227,0.024842929453170248,0.09945562352681572,-0.1640692044824142,-0.037738577476778265
CXCL3,-0.015374689449120123,-0.00774595780490205,-0.026528158725932012,-0.026550113647823677,0.05726467640482203,0.06334026887452311,,-0.002751382836413626,0.020719676716775628,-0.013999540369782489,0.037320430303073665,-0.004552430051170042,0.07685770977645354,0.14169947867425428,0.0028159452632166605,0.07569379761195946,0.05305960997124018,0.05348652611552504,
CXCL10,-0.010993997023343572,-0.023945783007940487,0.09847550890942737,,-0.0037594092394357356,0.02680140716806316,0.002684404432078752,0.033471120302671624,0.0030456548253571048,-0.021266326471868817,-0.015572284343745663,0.01750511588862139,-0.04857021114245949,0.12235336935208962,0.017649737797171588,0.06526237984158506,0.022193012368172147,-0.052146424657229934,
RSPO3,,,-0.03266966476335768,0.01469886506025127,0.0930942486494924,0.060727229659950414,-0.04091379877088396,0.04840926703528895,-0.018677982009366736,-0.025556152926143317,0.055826497112553795,,,0.036542816529439144,0.0309404462988231,0.016891704649695048,0.011137247870539562,-0.08897776124527532,0.03301194792624696
CORT,-0.019091806921705708,-0.035799347185379575,-0.02140699148219661,0.028613009226340486,0.05168091267174969,-0.016016956779930074,-0.028574630511668687,0.029476816816492963,0.04828426531124736,0.025842876025160277,-0.0015024496031724583,,,-0.005519846579712548,-0.035116615899881035,-0.03659898218505905,,,-0.022487423894096487
NCAN,-0.02430271675154413,-0.048856050374793104,0.12166003314213636,0.026218242959182035,-0.10289023573955558,0.03433723307494367,0.072699267382973,-0.025416296466553055,-0.003175667633905447,-0.01263730915673803,-0.05727291271147102,-0.04263820353543325,0.10470453813893968,-0.002700514029609595,0.040070691105652936,-0.019989034801907116,0.019528773550705075,-0.07782956678354169,0.0742818616317597
PRG4,,-0.04885770357143778,0.018240564958140287,0.0697705158233064,0.023597004972568354,-0.02521521802637784,,0.028960744271238726,-0.03388919483885376,,,,,0.049347218100012524,-0.007574412411586878,-0.0024627338927276925,0.016083742638354423,0.12965566927428768,
ZG16B,,,0.04203927416382135,,-0.0318245509471089,,,0.07317515505271013,0.013271423241547075,,,,,,,,0.07538605000848378,-0.020645994709408876,
TGM2,0.004054919007184173,0.03497333141502988,0.0398754816692439,-0.07894270300048761,-0.024710313523266917,0.1011972002733714,0.04605807675868177,0.02871240481418952,-0.00908258265592673,0.0058002707610915845,0.01879157139709264,0.0025405607795177514,-0.2053765615537689,0.09799257591559758,0.018273789010130055,0.044200842099256614,0.008615384784175886,0.0038346641717069254,0.03700086992302493
VEGFC,0.10579975782308434,-0.018605037105925173,0.04839318920165965,0.014751639420755448,0.01040164768412806,0.008423809213615943,-0.021703878000847623,0.11047721268208703,-0.0051493048086833524,0.029226565388520566,-0.025386083363260547,-0.061330948477238016,0.05436482963629734,0.04156475151623292,0.036140864767549546,0.0031081453095495805,0.020743177673047238,0.0741024921076962,
WNT6,,0.009121452036973754,0.0006074630442816221,-0.015203952992095636,0.02100448837086764,-0.002251844873226857,-0.030918295991242597,0.02343225432605021,0.002791484064518203,,,,-0.029982557042141506,0.09665097633634463,0.04019279599382742,-0.0017118678358921916,0.08380302059082792,0.009675408822944797,
