,MGH258,UKF243,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,0.05737873514704017,,0.04405143037142681,-0.011880545413306489,,-0.021529186456465423,-0.014544638048697817,,,,,,0.023644937509626887,-0.05836398814753283,-0.013120999046383296,,-0.010647260602874237,,
PDAP1,0.026182605266054815,-0.11604498493522569,-0.028690781126625275,0.023022120826975495,0.09506510538073834,-0.029997497632340577,-0.025348090793316697,0.024386816425012572,0.024881953377264832,0.06729738126852759,-0.01504010768112246,0.030060706518686323,-0.013639745998472706,0.046307880047238695,0.02998352526110448,0.07027968181969438,0.04780293818381082,-0.058923245578980675,0.07576609305741067
QDPR,0.008013450056451531,0.0969530007359093,0.013216607866647221,0.05808707335771076,-0.06697174154244993,0.0746797216057692,0.03845076969744163,0.08503753100611311,0.08294666023385591,-0.017964168159199576,0.003161013432096303,0.0536351517416357,-0.03034268302207887,-0.02623349995231399,-0.05117912132612528,0.09532932951431487,-0.0450605127293207,0.15154468885240718,0.033618909584192995
POMC,0.02633960074022754,0.017719995246752312,0.034053545033816156,-0.0047054370320018584,0.011383428005654101,-0.007041304693605715,-0.018671691908298822,0.025951303326696627,0.07101925827739132,0.07581422387310105,-0.026660311344458752,0.01960510265549498,0.03026857441836172,0.03261799689416712,-0.021464230791557053,,0.09497786411615385,0.01953522931839721,0.1159040605009957
CCL18,,-0.028893368184800015,-0.031733445464255064,,,,,,0.01578020939876235,-0.012224008404827267,,,-0.030853723351678693,,-0.008409374397254265,,,,
CCL17,,,,,,,-0.020069650247293354,-0.023739982677726413,,,-0.018512938049865344,,,0.011522654166119035,,,-0.017311874584767004,,
VEGFD,,-0.013419294305830963,-0.009715155167406156,-0.01701649771826616,,0.009521392451177212,-0.02138251482411819,-0.019051968348735782,0.05177148046378116,-0.027053272616458034,-0.01984088911550533,,,-0.025455948492000606,,,,,
TNFSF13,,,-0.023947083871936867,,0.12521046799506502,,,,,,,,,-0.013873506178693588,-0.014734002526467317,,-0.028208254672418036,0.10086328939069153,
WNT5A,-0.018351305903651825,-0.02378393215990511,0.021105197609401494,-0.020106913742947485,0.12373803042467264,-0.02817957203044264,0.036275420131876276,0.00948637508166307,-0.025785324062088763,0.05644937113528217,-0.01124576110892324,0.01677367499923433,-0.00175902126813044,-0.010633598718683506,0.028675074946882585,0.030716786568232332,0.05239414258769456,-0.00662419921348374,0.14539957925036712
CXCL8,,-0.07196820860931673,0.00881007085876979,-0.015933239863398587,-0.019332479807381096,0.026435024776454066,-0.05449651531927111,0.009962062955681803,0.017739961199422866,0.020726381171157188,0.02184699059126518,,-0.02901254300557709,0.013777698951925614,-0.06799641174847593,-0.016359193007895543,0.017806703563558075,-0.09867522705235941,0.1021577177969586
GRN,0.016643818021822097,-0.005317953402678439,-0.005531452227150097,0.057708493216774896,0.04007776176328343,0.03810992345213678,-0.023019583564725284,0.059330601644299145,0.07055656885727873,0.07558917440278334,0.003791910766768068,0.06246580782226992,0.03760273511193276,-0.032402754655705204,-0.038181609739883104,-0.04477178945228916,0.05064367051963723,-0.014243983740368943,-0.06598634042964062
MIA,-0.02223199120683366,-0.037030929660740695,0.002732449590325051,-0.015133283058894787,0.06081147616315053,-0.04446662607481434,-0.031645811111710796,-0.040291634409073344,,0.00478851752729521,-0.027173006903225935,0.0004919727837555264,0.1529338144737739,0.11856721254424622,-0.04020747463765313,,0.09364753933205275,-0.05118542357586204,
COL4A4,-0.019670780304333193,-0.03277166575072815,0.0538097325570187,-0.02544967470914615,0.059386665996686044,0.054181255717169044,-0.02095333578649033,0.05381912413506375,,,-0.026358824790186284,,-0.039008746663320465,0.1474255916511578,-0.011443638702031647,,0.04904388800507946,-0.03122936074969522,
TAC1,0.037516452169522076,0.04811879941802739,-0.005801111220642166,-0.012922063791412974,-0.05474895021798049,-0.003268497021959913,0.07505603782217982,-0.08039553560285066,-0.07056240999262058,,0.002113280130335897,,,,-0.006569598227483924,0.00941863478375776,-0.022758219487177093,0.07147131684420399,-0.05046055912130066
RARRES2,-0.01938809186010048,0.12534442655141312,-0.02023629395360432,-0.025041995997425143,0.06725489660864527,-0.02809266341105093,0.07537623677436014,0.021652666565607985,-0.0068792242879445265,0.07230692865531434,-0.04541261009392787,-0.008335205612054522,0.01041581105867392,-0.015222434261461052,0.03229935188269089,-0.007506612362689549,0.035232022522341554,-0.025049933166183758,-0.052138033455943394
FGF7,-0.019865651862464882,-0.044142945944403725,,0.04745024243897793,0.07478069623889431,0.03298548268151969,-0.008231354819199708,0.07495151781016667,0.06604957369772471,0.0010504898539256038,0.0466805664626425,0.07826509011933343,0.027713806126077677,0.011606526302865744,0.004989862429832311,-0.02467533308791438,0.011453846815206944,0.05333881674249211,0.08912096219329618
HBEGF,-0.017774670762725778,-0.04315074032667367,0.03062881380420035,0.10461464884531875,0.10734664218469675,0.0026373726764678633,-0.04129813934463191,0.007028917434758737,0.0858369244133115,0.0802548654922829,0.05917705019464756,0.020690402139913414,-0.034997008189454455,-0.004785619639280566,0.04049245835287757,-0.04554414169972592,0.02238352435038141,-0.013348537936178547,0.05244661554382066
CSF3,,-0.03277163980530249,,,,-0.003418708810820811,,,,0.11432421320014104,,,,,-0.018810744443955293,0.0048789510685231085,-0.018226733265888778,-0.03284971437371338,
PI3,,-0.038822894288533596,-0.033384922566123985,,,-0.024435444671891324,,,,,,,,0.03537375820498276,-0.03786021449952149,,0.0020440759629093003,-0.10843188324813102,
PCSK1N,-0.022799576562461996,0.1316036745181565,0.020872765583500492,-0.04095409048424966,-0.0917580450425012,-0.057504011243554566,-0.057272173268751086,-0.09892264317534494,-0.03234021877437495,-0.06031925505643257,-0.010699990852543388,0.09015030497754158,0.03171431967315911,-0.054760257756264724,-0.018540390518281033,-0.09986362639690546,0.0015366321430676998,0.07828153759586555,0.07185605683173099
NTS,,,,,-0.018914317789107255,-0.02667295633199412,8.864182761435726e-05,0.09801937513834565,-0.05071570371004087,,,,,,0.09292233855197722,,-0.026991306547242352,,
SFRP1,-0.02471369197187137,-0.050599856344308386,0.024191491571856308,0.023117365678550262,0.11157152668615776,0.09124959328367944,0.018922412945406298,0.04342810467485776,0.017284527279747237,-0.034532978180296006,0.037181521945012876,0.06817044314559774,-0.02967371493355876,0.07398313088086744,0.013091214035669936,-0.07452727352172168,0.024068182418473857,-0.001037914426846597,-0.07255395238580542
CXCL13,,,,-0.0287281780795641,,,,,,0.05715374517889966,,,,,-0.03068423862630998,,,-0.026645580626892224,
MICA,-0.004574011925557656,-0.0684765069515169,0.01994073487415998,0.02707756180886392,0.009642919852793044,0.02006595546103486,0.005740883493655584,-0.023786014545795518,-0.012184295264986886,0.0630424578926027,-0.009371013305675576,0.02242456173708776,0.08419703366603433,-0.03168379553340751,0.03208593496824849,-0.048811867845508096,0.051466034836653685,-0.029236427979322355,-0.06514314467705064
TG,0.0038594560254105095,-0.02612422766464925,-0.01883611771786135,-0.016155148018658957,-0.0367215528478803,-0.026190985653301184,-0.0202194131184726,-0.03495365382174037,,0.048858257703835506,-0.0035983073169465925,-0.03767235188614574,-0.03668498748109538,,-0.015481531734199968,,0.08516778739292961,0.0413608036215291,
ADA,-0.04920341206054768,-0.006857060520084968,0.01365627143427138,-0.012537770452620842,0.10207117481589643,0.004999552891191304,-0.04620066167083245,-0.02025783440357572,0.003520812631857705,-0.03234345456469838,0.021706524465237246,-0.02513032426356192,0.08781940894875406,0.029103978461196417,0.014550865607363787,-0.034628081863618425,0.03746993551264959,-0.00736469991186813,-0.06142482335567547
LAMC3,0.07209505437386327,0.022071283253868715,-0.002851557604412491,0.018125318667764633,0.10905124979266478,-0.011162678739687395,-0.0066561557092336575,-0.033287933609290554,0.062229666780168266,0.0713931778977778,0.09449773738637249,0.040637290687949294,0.0894023151798557,-0.06003278306955297,-0.023608441123816572,0.017141219093641028,0.07655073995152514,-0.009257460195472245,-0.016142844370239523
CCL7,,,-0.020185152085821906,,,,,,,,,,,,,,-0.019099849659907672,-0.05562526952075068,
NGF,,-0.01888067327480359,0.016347888561727107,,0.006405793201029913,,,,-0.05071573710296683,0.004406928618912779,,,-0.04585058085532529,,-0.03229393751959448,,0.060996012649883996,0.023704010997987503,
TNFSF15,,-0.023357749213270315,,,-0.004889611202319486,,,,,-0.01050825161632473,,-0.011764517512565584,0.0005757332077846756,,0.019970997291296696,,-0.03317359864496606,0.025510946514829828,
HMGB1,-0.024080423817200918,0.01588934590731576,0.03342553127639744,0.03604272879097342,0.1325346981400099,0.06439052137917227,0.07553349431954198,0.051966595539154954,0.06738730864630293,0.04946965796195294,0.0577045184898721,-0.06906168199977998,0.06935171198574908,-0.002645496078572452,0.04652136967105114,-0.02474189742962672,-0.08817202848624582,-0.01812638757782559,0.00990989715597692
ITGB3BP,-0.041527167948576554,-0.027111551711670866,-0.017419059390635493,0.021525768567398434,0.17983629972413057,0.04543280357868027,0.019959257857003237,0.022546835263845436,0.04744462887605273,-0.020003634700769247,-0.001526074898562873,-0.021541010905161972,0.08542286238682786,0.013925509040213517,-0.005050794535169356,0.03542881915886943,0.04060766959703197,0.006657558239241145,-0.05352002252453338
AANAT,,0.03647912266805873,-0.02928558472004523,,,-0.019574754889262014,-0.018183436380060473,-0.02562037276296942,0.14500779721896961,,-0.02483333561224324,,-0.03213544620147856,0.05846386156404375,,,-0.02020843744551636,-0.020057995137282698,
RELN,-0.01630759471203579,0.11778890551845844,-0.004961610588814372,-0.011830047610657089,-0.01171343989631772,-0.0018713863304715631,0.00590599768426696,0.10091902474863898,0.00708806985332409,,0.02398593301348915,,,-0.06791180813098126,0.03780844121552595,-0.012509341943221473,,0.025374669793772123,0.09406298214484307
IL15,-0.0007340262468642379,-0.03320263731887642,-0.021115499349116506,-0.020581411416414754,-0.005729667546504283,-0.002613428261289022,-0.006306478611007598,-0.04500878631648167,-0.0008285626457077185,0.10094985217300928,0.03633544006488099,0.056588522599310624,-0.040541702678575126,0.010613136670832484,0.025548787140850005,-0.031034231924717777,0.022560747633826258,0.020334275934917243,
UTS2,,,,,,-0.028914233678307245,,,,,,-0.05214182716247005,,,,,,,
BSG,0.004556191885297013,-0.09428981141363962,0.009086703075272694,0.02044239691626956,0.07614420992370768,-0.07195487713607053,-0.06463285623376509,0.01100466011496073,-0.06160593499000235,0.06698116690073774,0.016287822333839186,0.04942115031598238,0.0019977434774848873,-0.0218429449081497,-0.008540239650620007,0.00823857839211317,0.03412770601318935,-0.01995759151029441,-0.14042831354972693
ADAMTS3,0.04570170076158024,-0.020783013827646694,-0.038327028103229334,0.018108004640704167,0.036685075004552155,-0.026963565189226844,-0.023030608413794094,-0.0017382156012279476,-0.03617570780388871,0.030292584426837205,-0.018461343136093284,0.0242707738180648,0.056494954162848,0.045644632173815695,0.0363539468162186,0.13610880640962184,-0.019414674337892162,-0.02394727263602062,
CD34,0.04051966204988044,0.11262703725968867,0.06340589565243442,0.018856658767106352,0.1415983450640399,-0.01121379357697858,0.015465844271750307,-0.041929020785645144,0.024555234489544026,0.017711446514432922,0.003090176193405237,0.011825024414726765,0.0434832109966844,-0.054041828576876616,0.04213620312856978,-0.03456115051531513,0.08911490127046044,0.018458739406013416,-0.08992662513023347
CCL23,,,,,,0.04558475891987571,,,,,,0.057983311351206934,,,,,,,
PLAT,-0.04220415661275197,-0.0007210714956796331,0.0642258621413454,0.004699391524742034,0.12478368163013691,-0.013256792066619732,-0.06911028010612895,0.018987093711418553,0.0015022265818533213,0.034766189045323505,0.09283896599131918,0.024535268441441105,0.05985661191062484,0.004599011019217667,0.05893367710855843,0.03269706540679658,0.05752719310960402,-0.05673865081233916,0.08435684463794231
NTF3,,,,,,,,0.0356465706171486,,0.04339233548946545,,,,,0.009847496361998265,,,,
LTA,,,,-0.01188054663246325,,,-0.0016897225335611905,,,,-0.02303177384530721,,,,,,-0.0271975113170501,,
CKLF,0.04036507898452017,-0.058433207438688024,0.05137446412292412,-0.046362166402023536,0.1240657955847752,0.021283495461088105,0.003961081239434339,-0.005075177475755384,-0.04104680613387222,-0.03804509792277043,0.050499665179487924,-0.004876410823234955,0.15412614069543268,0.056789673015391944,0.008885966825300524,0.15407260830226902,0.04296586975891247,0.009646321784362125,-0.02418106913135477
APELA,,,,,,,,,,0.05249843941872279,,,,,,,,,
CD24,-0.0454531657284417,0.051955127005957544,0.02463758377597827,-0.04288876131974458,0.10895530659049533,0.016873677076340635,0.044348402526639984,0.053023606957227354,0.03836512930147435,0.006212097579777321,-0.03927092183668784,0.012276528174063977,-0.0409762281506694,0.00659626274352555,0.006743614406065535,-0.03481770539580518,0.012477003651482195,0.043123326106440506,-0.062368806593558916
HSP90AA1,0.002250913923356673,0.031019390699743583,-0.07602718851516956,-0.07156044971074009,-0.11665519044358352,0.037913514263901334,-0.007892421927748267,-0.028049271395414077,-0.09428727341328062,-0.09239761175888028,-0.014368176217541679,-0.03236527093362222,-0.0020914189281159073,0.03698379667299603,-0.07373642086334588,-0.05131938428595651,-0.12461249492191309,0.05374718336862153,0.042617830901753535
BMP4,-0.020244084084183545,0.01979181871901566,0.05235760455265022,0.1629525084609669,0.09803073325709644,0.05698019590927606,0.0427686704883796,0.029667407196782347,-0.02271941755700686,-0.010554910086469532,-0.001909719697281834,0.021710137023385534,0.03234409432582854,-0.026957417450691856,-0.03077428132085667,,-0.006020819376816536,-0.0002516873041007717,
SCGB3A1,,,0.11427091470178193,,-0.009610273742549363,,,-0.01686346037134878,0.05646606643607996,-0.040180885534826113,0.025831320515742273,0.03225007430943434,,,-0.008843022186675435,,0.013479857766518043,0.016545116569933706,
IGFBP4,0.02929300393482559,0.056711333532833634,0.015514433690555522,-0.05120661748043663,0.1516389857213883,-0.05837390044045681,-0.06567407078044137,0.04178737897861199,0.11939915193452703,0.023271139827660808,0.006150930074895488,-0.0018990465974561205,-0.03248876841881448,-0.10210730225264045,-0.032786216101554085,0.06873878364430434,0.08147372370799497,-0.026073772844054606,0.046578980482008495
RSPO4,,-0.023064678123071093,,-0.01920626051416056,,,0.034570896311443465,0.036431399808816135,,,-0.009939443918635807,,,,-0.016336771920468608,,0.061032819687370586,-0.025292337352816843,
LEFTY2,-0.019476285434884603,0.09048531403530953,-0.056696620445965344,-0.012026457821045005,0.10591956236943945,-0.05192320245322342,0.011831238080043258,-0.03726648640189958,-0.038623962283321434,0.026134997616577938,0.1061094037761587,0.0004215831558927422,0.010521545252882656,-0.019320446546801456,-0.022216930509136344,-0.04805202434596406,0.03961592380498,0.05948837392744888,
PF4,,,-0.02093885300432209,-0.010806971897398893,,,,,,,,,,,,,-0.027197505023344247,-0.019812919007503316,
ANGPTL2,-0.023937602858876958,-0.0348559537864516,0.034744296695625856,0.007016753592307032,0.17855195768769738,0.02938097011629274,-0.049948814818698124,0.05462833684456595,0.06990782631590643,-0.07848700640226339,-0.014277717571103951,0.016323716876285078,0.03952365765282654,-0.01945299978975955,0.052566828880597744,-0.025909767809844213,0.04682676280241661,-0.028932783665991817,0.03641254626116321
LRIG2,0.010744076061803696,-0.04002406178521098,0.06725435990611119,0.024667666804270072,0.09387557878629864,0.036312485169603385,0.04436020280387096,0.010762942562404712,-0.021301160082273153,-0.04443713140949869,-0.013483866316153928,-0.0454331275709246,0.04373007335894239,-0.055870906696224805,-0.004317328859034756,-0.025224519750808336,0.014922861212263027,0.031137601417042308,0.066474067060577
ICOSLG,0.06561219993809385,-0.043293576900875035,0.04232256134596599,0.03768182866352026,0.06729998901482936,0.03634846293871928,-0.008579884521842919,0.06330238667324435,0.04145925776870674,0.019549230202446536,0.00257373710908491,0.088222999014408,0.07402959217635681,0.022786044202080444,0.04976101282315598,-0.05188832764267747,0.07515250939038835,-0.024840694318118736,-0.04953488842230978
WIF1,,0.1403108961941682,0.0005238285079023718,,-0.0973901312344205,0.023044443490924976,-0.015717622851483086,-0.03676529356926205,-0.026005497350951645,,-0.017002115581757196,,,,-0.01518661191094293,-0.03158002005002576,,-0.036356283062382644,-0.016138068498737373
NPPC,-0.027211495536838614,0.07800560412375578,0.0002045127801626915,,-0.04213911165320155,0.039421970327517264,0.08938101591250458,-0.006453451106103123,-0.0496241789457168,,0.006795875087027898,0.07690200468613193,-0.038478851401156255,-0.018722186955768466,0.007642564515143098,-0.05390447590146817,,-0.01196214610586514,-0.0462460708629067
LYZ,0.031948371316472206,-0.004028044704777983,0.04123401899947166,0.01547370597612633,0.01572622778804501,-0.031209144337100397,-0.019635327959585842,0.05294785519206216,0.07070773854478421,0.08023678186542585,-0.02623864645234135,0.03616884462927195,0.031792451244693064,0.020970191343125427,-0.022932475313799425,-0.06320587990660079,0.011719707166581831,0.044726761302280496,0.004651438331080162
EREG,,,,,,,,,-0.052171672394981716,-0.03422049447988641,,,,,-0.020347724866069648,,0.030683549717412485,-0.02281053901391199,
SPTAN1,0.013491280793779906,0.029989291868862067,0.06388492961292849,0.060870153493648126,-0.034150484954176344,0.001966264133501933,0.05690340786948631,-0.03882149001295244,-0.04505805830853547,0.0653029922083938,-0.010580370869809737,-0.11366859391803748,0.04788653220711438,-0.025242857372969465,0.026351220839015792,0.03534676517117434,0.034119005456272104,0.08530735916957062,0.06156277941194646
PTH2,,,,,,,,,,,,,,,-0.025980909817461914,,,,
LIPC,-0.02518448154298258,-0.04837432096284048,0.0153077720456381,-0.01626507027958845,-0.03862586570953605,-0.009252191258523987,0.007284693341516577,,0.008870357296219364,-0.032981133214503085,0.023708360334226426,0.06451981373872272,-0.06057951508422306,0.01903317656938941,,,0.18650978337330207,-0.030897061211362938,
COL8A1,0.027944062383563388,-0.13397678975504473,0.10537740393295172,0.016654792646849003,0.05648104149698394,0.09956664903705698,-0.01825815015394229,0.08134790045723517,0.06275667551702123,-0.00036616109491887576,0.01858677365382508,-0.011253000597924778,-0.010659708461310759,0.013662590694961995,0.012989994783762324,-0.04861866651492045,0.062093519685196615,-0.05136915496676771,
GSTM2,-0.0063843874528767474,-0.07083951021806592,0.022397660603352135,0.033108133452173595,-0.0256025113149244,-0.04840760060989094,-0.01544982757716299,0.03252728309244222,0.10326171695385455,-0.021779481623462445,-0.02344663367509104,-0.009897089131664445,0.11664750535396962,-0.0168556171469389,-0.034683615349867865,-0.037453568101011005,-0.00664602176080431,-0.03654369243869824,
SPX,-0.006099902253861855,0.08526974551271234,0.004067473314286533,0.041512079667707126,-0.058019745035411595,0.0022274261605959396,0.027599384426690465,0.014907159745785542,-0.04790192440506383,,0.004765026045205895,-0.03837891684800761,0.04452761000442499,-0.027083999454142277,-0.02170350716933263,-0.04536200092002541,0.02771620790694266,0.08671459348663321,0.05638343672083505
MFGE8,0.04211162011602337,-0.10418921153589458,0.06774759343035763,0.001821897472051749,0.07986140276473583,-0.014660176376819337,-0.0007346458037797127,0.011854240652318746,0.030010082314346778,0.022510500957612513,0.010364430586971276,-0.009321721562329837,0.009010528670811582,-0.015818770993902286,-0.010374836218889565,0.00413992064277408,0.061047547208875584,-0.02496620378982099,0.019018548516835487
TGFA,-0.009676494961934616,-0.12002920419199282,0.03430505067334119,0.004256946121873801,0.08292869308365297,-0.013845806474316307,-0.05256947770248347,0.09123767727622442,0.027494155532413894,0.04842056205150805,0.09051249298226959,0.09848804390193343,0.08465224685023963,0.05832464080542349,-0.05824425874257913,0.01350632744063707,0.03918687538490245,-0.08004121799882552,0.016321441835024774
SLIT2,-0.020244080844826505,0.04280156189302611,0.04228612344656375,-0.005415939179088737,0.10822897358121683,0.003298117845173985,0.024403403992493324,0.01957913746376066,-0.03561930296509029,0.031493069712215604,-0.0018567365151198059,0.015651877685102778,0.02156366510804651,-0.019239613882371283,-0.0146281525167519,0.011569902941924996,0.029880434277920764,-0.07895330233600056,0.008375541709830545
PLTP,0.038639550052879876,0.07473974886065479,0.05226795232491625,-0.04750341486652836,-0.00289725147549278,-0.04933988067453738,0.019430927210717264,0.04610363465470068,0.08838379430663752,0.04852381109931625,0.0031536779025699057,-0.07698137668430552,-0.047550615135860716,-0.030788113979725626,-0.02353109456517532,0.08122001020374989,-0.03565840223472258,-0.07210196472113793,0.10877169316844165
APOD,-0.0013686754752492596,0.17502847999782364,0.06477491615283977,0.02158107018908933,-0.11720291131402964,0.07998012024500423,0.038803408311751726,0.03718504942998453,0.0076841951418512786,-0.0005175306993706562,0.008389624484847504,-0.018661287575033714,-0.009974434416557385,0.06434368191740053,0.017816829001445926,0.046004276279599014,0.02882399339264761,0.03607964835308755,0.11948384185147977
B2M,0.02014418771795973,0.018500970949701014,-0.029322316346651646,0.046066148100062085,0.10618082724476799,-0.03593023181500539,0.029790717816978934,0.11477302070642081,0.10349879377170794,0.10079803747279945,0.01872749086397378,0.09804128689821368,-0.020492173282029763,-0.020720406294837866,-0.03922333387411242,0.032135701992649125,0.020037730027935356,-0.004960069637047507,-0.017083591306168426
OMG,-0.03280887989534974,0.0636258656362877,0.08504743760279028,0.00606350121207679,-0.04604838753118395,0.07456992187535544,-0.017283958535904535,-0.0278218785582578,0.0029343057200353056,-0.021672027174876363,-0.002717435504346744,0.04814780225826144,0.08140618265411359,0.10586168695189206,-0.009785258213109122,-0.058266911550652646,-0.059374033332762366,0.11442714536248641,0.07039911831185001
CXCL3,-0.015840938197892136,-0.06629924360300972,-0.029686910494386622,0.008397531750207335,,-0.025700717445765842,-0.045748392788901346,-0.001334424315873923,0.020964616578121893,0.024039660338387114,0.06385225655415536,-0.029835985812738313,,-0.022037775272912234,-0.045827874724261954,0.005320020174739786,0.014753739092000952,-0.03337660552902981,
CXCL10,0.04532551316451678,0.01147920927704269,-0.041697034115823386,-0.03624357324401001,0.06249727382593504,-0.09227737514238399,0.06658337834831274,0.05113430868731438,0.058007351262739516,0.010496211119741063,0.06562726508653557,0.0648656076881558,0.154389039643641,0.039716977522904526,0.045293721722049325,,0.032243711519910755,-0.02198597860480878,
RSPO3,,,0.034777344121945,,-0.046292640035631535,-0.03214278546733097,0.015511405254088024,-0.018573559479696182,-0.009504868721867461,,-0.01733314538127392,,,,-0.03094811773112406,-0.015505365721381,-0.019382612611443525,0.10366349872773677,-0.033494100230310096
CORT,-0.019670779987698374,0.0670178466648345,0.008147421867415778,-0.01930056746166054,0.03581059059715404,0.025438351257773117,0.006663920513621624,0.08333632920249745,0.044171108613939795,,-0.03103658798833153,,,,0.08526907411259771,-0.02525469029907322,,,-0.0357662740425571
NCAN,-0.018018228027530822,-0.009220627090226918,0.035041342928431106,-0.05217075617554693,0.03142342186560607,-0.005674614239895605,-0.0014218444717140773,-0.00735401568361721,0.027311718970501178,,0.014769851171914273,-0.021119679665668762,-0.021915121771860537,0.04990811847390387,0.07435336410209062,-0.007311331046066068,-0.019572841692532265,0.14413157352460085,-0.06136722353433724
PRG4,,0.018519077213700646,0.027458434731819064,,,-0.0143062366608405,-0.026029693623644462,,,,0.06491073189569074,,,,0.05523229350111802,,0.023952742596189,-0.027576884000571077,
ZG16B,,,-0.027990710876187673,-0.013004434236187875,,0.02432974235242589,0.12228112610867355,,,0.012067774572796596,,,0.02310281483751234,,,,-0.024168031972003644,0.10422677479136247,
TGM2,0.050201191772985994,-0.030171631729129345,0.009500318024050708,-0.010293124864289627,0.05606838022523655,-0.04501659855625828,-0.027547847054885954,-0.02266248300960758,-0.013866620138398782,-0.021813825280333096,0.01544242597995887,0.056855014741763826,0.03606149444322086,-0.01851153528226345,-0.0004377211700329432,-0.022742969190919785,0.05772713914619565,-0.037306690060509046,0.049111409089710754
VEGFC,-0.01967078125423774,0.02179371524924683,0.04704079917185557,-0.016698194353846233,0.04027669734683451,-0.015767243947516944,-0.013868335600320353,-0.028825564500419704,0.024634506365445584,-0.07252203993653183,-0.020681558898533108,-0.04938263728323115,0.07814487808022091,-0.017627848720761088,-0.013410978303633992,,0.027438642577834526,-0.010140990988961204,
WNT6,,0.03998720664186332,-0.03256829665738562,-0.01202645813667342,0.14266734855632476,0.10006179158043847,0.04511628630689664,,,-0.04316878344118128,-0.01804982025148221,,0.1122838201944759,,-0.021681562483515278,,0.0852230606975237,-0.01746530393759092,
NRG4,,0.023964159976846113,-0.018591233721982663,,0.021749378051518418,-0.03468194790178215,-0.026733556230468327,-0.05020359388367013,-0.0020896162017707224,,-0.024127450735730464,,,-0.04790887538586892,0.03004752834103607,,0.0017828070609022578,-0.026265138312525565,
PMCH,,,0.044740319253655625,,,,0.03434387835658727,,,,,,,,-0.012420918235444325,,0.10307844480966015,0.05999433108962245,
COL9A1,0.07418759968581339,-0.037286350417103244,0.03439436355795914,0.012718044235238719,0.2213822456381735,-0.009616013600342836,0.0038410899852573195,-0.009627093952121808,-0.051448428384633295,,0.02299788740122538,-0.0051815126521634084,0.04117487412492329,-0.03746552413245217,-0.0004436981798955136,,0.038006814125579165,0.0038568007663883587,-0.05449486332135091
