,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk
NRG1,-0.02554136832067837,-0.07073709975061226,0.027894941207496044,-0.007303331054341268
SPINK1,,,0.0429294835082272,-0.04205142039468877
EFEMP2,0.12820673246694053,0.020632751009411057,0.03372264629886792,0.015834162210616044
SELPLG,0.017861500079203337,-0.0627364063884216,-0.03737604097983087,0.015246126405436492
GDF6,,,0.10059205932697037,0.028725250681145554
HLA-E,-0.07557623998059639,-0.08579008267478305,-0.06113110244799777,-0.029038412990966364
PTN,0.07639708096652714,0.0752505633485299,0.12098245296893355,0.07570407624722826
CD274,0.014221609158700611,0.16334821443085154,0.03670591259857832,0.02845773320166298
FGF10,,0.13253086982976844,,
CD14,0.010582476797268805,-0.14896699566393565,0.03205039553120478,0.020957434934814292
SFTPD,0.055102384117258034,-0.04464351614717575,0.0006200239636929696,-0.01102334326872125
SLIT1,0.012000024682013048,0.010936646479409012,0.0795130638113278,-0.05519439667091125
BST1,0.04526950537091914,-0.05821338221140881,-0.007444240567576329,0.08442241837174498
AGTRAP,0.017146544093988688,0.057385571933050675,0.05363236422906243,-0.009169965998852071
LAMC1,-0.05307086824628941,0.023185697811315475,0.023396924468155642,0.04154710225763023
COL6A3,0.02103285502148232,0.09096758729873801,0.025664584530953716,0.03995558456441121
FN1,-0.07526893384556341,0.026750864267988315,-0.0315487424693175,-0.04022987242981305
MIF,-0.04601421986315277,-0.028076178661216852,0.07042672135103377,0.005873098266349426
JAG1,-0.007163396217888112,0.06668273353913126,0.029955885216153125,-0.06060316853462894
NID2,-0.032113007077940584,0.01881325544627127,0.017761976584559618,0.03954920880695168
EFNB1,-0.006976446676614299,0.016041140141514688,0.039013256808045835,-0.013767103989231078
COL4A2,-0.05231546201704349,0.06731978585226184,-0.03595494660729123,0.04504112743538823
SPP1,0.06282062754162132,-0.11593699506830418,0.10321670638124089,-0.007522810096556203
PODXL2,0.07976937104418337,0.09610687342248878,0.05252140061096215,-0.006018251551520675
FGF9,,,-0.032190431926916445,0.024387551620820916
ITIH2,,,0.02294833293377692,0.004058926767336435
ADAM10,-0.08541359452443352,-0.057169879369135354,-0.01998295187237034,-0.020780316482642603
CFH,0.03976497661468052,0.1600565714962186,-0.02743997649655337,0.07850265686502536
COL4A5,-0.07855509217010846,0.06803175353651263,-0.006811648883018331,-0.0047469874875071625
LTBP3,0.028627919612220446,0.10358156171959902,-0.03138598655255031,-0.026641220363920443
GNB3,0.05811697785041297,-0.016623356878844666,0.09797885361962945,0.05898555575564629
COL6A2,0.048047335037162645,0.09535191807706682,0.0014722994494426218,0.040716495989377675
GDF9,0.11985501121711262,-0.01894462797650917,-0.014505989480730293,0.06205139323393022
NCAM1,-0.03182844528622927,0.09648444406212751,-0.06443749705438294,-0.032225159985138814
APOC2,-0.02494488923386009,0.025441181257815207,0.04832965614062194,-0.025694411534778677
BST2,0.0041367079094926824,-0.035421167994317215,0.03769674672730512,0.04659949954306216
COL5A1,-0.009261576302930083,0.06782913613779382,0.027494385678011008,0.00533128087875424
CALM3,-0.03198132591337934,-0.004212078791790444,0.024406941170009338,0.01340726082136241
THBS2,-0.00881878341715878,-0.005638362119595552,-0.027834298188363638,-0.034906885698253905
SERPINE2,-0.016601312052099672,0.02556913381887511,0.04701627480882227,-0.02604409863193345
EFNB2,0.04023600093164686,0.08595124106343231,-0.008113934708357737,-0.008233786946292959
PROK1,,,-0.01425584555329618,-0.017000110207225656
MMP9,-0.09152495979601082,-0.017151934776346817,0.033788723481270794,0.02307775950723126
DMP1,-0.029725199894669596,,,
NPPA,-0.030589994542883484,-0.037524893180516744,0.06920542149239226,0.10918924654859358
C4B,-0.027893253831128208,-0.006222002123402353,,
NTNG2,-0.021397994848301478,0.013678844582347117,0.03538680103399326,0.0024605188440772092
LAMA1,0.025801107076656987,,0.028138261686188416,0.06815920279451892
UCN,0.08351592772276524,-0.07055380445285238,-0.03626888159521526,-0.011109755183265065
ARTN,,,-0.026831163179664486,0.03487565272177747
PDGFD,0.05837803736558269,-0.029449539560029093,0.01912255559102633,0.013573980914765688
EDN1,0.052707380001955254,0.05589215292235522,-0.024153047278144373,0.05790923094516582
ARPC5,-0.049022237308060046,-0.14688856440275794,0.03664852548410256,0.03420423447647054
GSTO1,-0.02571442875785128,0.00958785770731441,0.04923263191205048,0.02924563300173044
PROK2,,,-0.012387215224764473,-0.01733714235543957
SYK,-0.03476003457173295,-0.058749179787182686,-0.017756090134793494,0.041238355013630226
ST6GAL1,0.047460344320602865,-0.011054863419650798,-0.019317179914733754,-0.002681075433843535
WNT3,-0.029366945786807493,0.0020979937729030374,0.021149094525835868,-0.0042014206771485004
HSP90B1,0.06235573823009466,-0.12302683291197063,0.039899762891935434,-0.03640137161153455
ZP3,-0.04425953876260365,0.14186681676240526,0.03310326536133699,-0.024534788117325925
NRG2,-0.056439832043010355,0.11956611319502454,-0.00036994803979104897,-0.008775208611171557
MELTF,-0.0668907382154434,-0.03706460234121516,0.09388719329270377,0.07247100953301307
NLGN1,0.09386901687829402,0.03196818537753217,0.03930120868221178,0.01911807177710686
SLIT3,0.13233587574793307,0.18283483267881626,0.014444674225927387,0.012244866475452284
CCL8,0.004043350596340648,-0.10139200095021035,0.037291857339047205,0.01352325256620419
S100A4,0.047469381429324435,-0.06773078130978256,0.026277387862275608,0.07187547481153873
TNFSF13B,-0.05157522223887441,0.025663884874013512,0.02127472829340869,0.0420912949296014
HSPG2,-0.02933011378769714,0.03211767650638428,-0.037552916213542877,0.04585289794750748
FAM3C,0.02414671061037717,0.010569041363580592,0.07326358839608155,0.041089575919060366
FLT3LG,0.03684070741760608,-0.026438709251705484,0.06746656781314693,-0.04487373651668738
A2M,0.010083802953885817,0.04214913961335747,-0.025520245141170624,0.048961690543308505
VCL,0.030043259560637477,0.07807421467567226,0.053464294525253954,0.00439964304021482
FGF2,-0.08075662781847463,0.01404040298908054,-0.011827742412373814,0.029529138164286168
AGRP,-0.03624121783097085,-0.017542551423788515,-0.01468768143047864,0.07868540471231142
CNTN3,,,0.019134249069725183,0.06034198870759953
RNASE2,0.056123856332157114,0.08461837274866554,0.03766913104539739,0.053160603580071346
GAL,-0.05556831541114221,-0.052421210683476174,-0.03425022192074886,-0.038747009555304815
CXCL6,,,-0.05301622695088534,-0.006677356238159779
PDGFC,0.03239370904860414,-0.06737141344297845,0.030934793370262417,-0.0011792348782749826
COL8A2,0.03655725791367093,0.03791918282995358,0.04363309590710686,0.027761239406407782
SPON2,-0.09634954247680812,0.03242903204111289,0.013867481033330886,0.05110938019138611
LCN2,,,0.07106475247977435,0.03115072179922986
SEMA3D,-0.026740644945645365,,,
BMP6,,,-0.025948096024682534,-0.020856377964439083
TIMP2,0.01740932196412005,0.12795932566899007,-0.029377147435873486,-0.052920281653395004
EFNA1,0.07010423364242294,-0.013084666588799388,0.024125134001766257,0.030780202553033906
S100A12,,,-0.015718352845046652,
TFPI,-0.02243120025024818,0.05825970902184733,-0.03064673938985308,0.0707727267506944
GPC3,0.012576815202925693,,-0.0305016057159762,0.044418981537908284
NMU,0.08085448174330806,-0.03813540022865592,0.09276293636458557,-0.02296411426153696
SCGB3A2,-0.02251882113994758,,0.08090328228099326,0.04460941925620757
LAMB3,-0.07249601318789256,-0.0709184698369401,0.05846984550136246,0.09882696290647282
LGALS9,0.03444628863255737,-0.07752692466633589,-0.0044486943260660695,0.04236176654561646
VIM,-0.019028442988508074,0.07726930320621622,0.10558433219812868,0.018653012950491276
PLAU,-0.08330383071278469,-0.07016153826285808,0.034535392529108824,0.02323920441055408
TGFB3,-0.010076539266316046,0.014054830863153825,0.007115838050173656,-0.007753392408915462
APLN,-0.028130632576888734,0.03426704184076343,0.02004705552731597,0.04127753212294255
SHANK2,,0.015329448972973225,-0.005217708449265601,0.0324950860423048
LTF,-0.054896760192338856,-0.007261489087556256,0.006085077421660354,0.05948104843009017
PYY,,,-0.020771338345412175,0.06634263299044134
PENK,0.02078214072821026,,,
CTF1,-0.05312481579674958,0.1087854402428798,0.037191416912202534,0.016103946111280715
COL3A1,-0.013125849440801285,0.02829253950500418,-0.019807304353611,0.03727707599506986
S100A10,-0.10457926927081906,-0.04868278025720178,0.11127882997958936,0.02232039989186374
FGF13,-0.026740675324147065,,0.007683973493943105,0.01807799623259483
SEMA4A,-0.00908780611094767,-0.08793809690466697,0.008946552013465699,-0.03093294921203206
EFNA4,-0.03232895867306221,0.09116153112375623,0.014329459927579906,-0.06468238908604232
HSPA8,0.06593386523634148,0.005483264717400817,0.08243976069585042,0.04106252427545402
NPB,0.11996510658173136,-0.003730322483516143,0.0524376562431199,-0.04885825827538674
ULBP1,,0.0763808541293199,-0.01916666409252107,0.03406270973653318
SEMA3E,0.055863720505966746,0.05948075333461715,0.011604485879792322,0.049718246139592165
FGF3,,,-0.017044126490277034,0.007078509529295818
ADAM9,0.03232770734270244,0.02880025545169042,0.07325355531983047,0.01519983566809012
ASIP,0.008456446947897616,0.10698988926165498,0.020734607718067188,0.023806747571366606
IBSP,-0.038083676569603486,-0.06014932237879299,0.08377372750160424,0.011263386122743267
FAT4,-0.04726442287559246,-0.04055245181344664,-0.03739518679180667,-0.006735305978412647
MDK,0.07556127662320623,0.04224580250897679,0.08255422489629972,0.11255731601284795
BMP5,-0.030079724617341416,,0.08206398815320476,0.02519316998737931
CAMP,,,0.06664749274357683,0.006612843522989052
HSPA1A,-0.043934047662471915,-0.01379312695106095,0.04811485584861211,-0.020867585558555734
SEMA3F,0.015103269441647282,0.0732506011864438,-0.0062115735206064344,0.11017288209575075
ARF6,0.04499419618590931,0.03364174781084277,0.01681015302975136,0.034190151830664185
IL6,-0.03376412024059428,-0.028638239313039996,0.06504944656055814,-0.004050336541111864
CALM1,-0.011428060407501784,-0.07963985744895577,0.013655017632213237,-0.007665873152118255
VIP,-0.026740708101067653,,,
NMB,0.03792411439758423,0.05610066608167091,-0.019559465988180296,0.035047107279358385
CCL26,-0.014410702141794775,0.03749643394912594,-0.04182778833593258,-0.03831048112090738
FBLN1,0.059340209935071456,0.044544494391093516,0.014408431344276381,0.06769952176779834
SAA1,-0.02588822402774636,-0.01400225384294414,0.09980793242049645,0.02209059535074239
MICB,-0.0637480999286726,0.04604983940952469,0.03288855236230702,0.062166561921675
MMP13,-0.062330700484964,,,
F13A1,0.0943075657074332,-0.06270293011772025,0.027056347126375366,0.011842610223196005
CXCL11,,0.016889146245460476,,
COL5A2,-0.05813352934736768,0.09522856861605328,0.014156364617987997,0.05266005980008387
EFNA5,-0.05921648942793592,-0.06458468901656539,0.04808745653131155,0.04280761334176841
AREG,,,0.05012857798345918,0.12038262076189299
EDIL3,-0.052238706719218854,0.0029737787496622557,0.029232968914839088,-0.00017777420560899867
CD86,-0.01765294291580376,0.045926655302927256,0.03601306304636642,0.030626332289003227
AHSG,0.025243004686900408,-0.01951413691714756,,-0.01594976531766391
HRAS,-0.0632892662664736,-0.016524381812549564,-0.031031365183847786,-0.044152035531223
C1QTNF5,,-0.04958838721896248,0.003715325276443403,0.058031026166184024
RLN1,,-0.06074459885226631,-0.01591698455485187,0.07332094041574908
COL4A1,-0.07599969182057448,0.06810070362993402,-0.005853809619514664,0.06256130332501701
CCL3,0.0376098681846546,-0.028544938789770526,0.018021558579446956,0.001712335919977835
BGN,-0.051759466983460234,0.028420750716767446,-0.03552662572509622,0.004327245459466198
RETN,0.02542153006634576,-0.11299215390835395,-0.026329553501766814,0.10931902775505363
S100A9,0.04148494560164881,-0.02214530312638476,0.09303206653229092,0.04634736277011047
HCRT,-0.007886676553198248,0.08654858232738545,0.041596675187630425,0.005474177587336371
FADD,-0.019072184721735913,0.11074984581816663,0.07548979972157,0.053337562286901556
ACTR2,-0.035731410376279964,-0.08313975710034323,-0.03175654846779604,-0.011787978125799344
BMP2,-0.035094784726904076,-0.05410111823483407,-0.012305081067250341,0.0289837031592318
PDYN,,,0.0286597120678051,0.024761261861987318
CD55,-0.00209633927589803,-0.023416138009651963,-0.0011345470541468201,0.09566966250214928
PDX1,,,-0.023965566785082597,0.019265540966595295
CD6,0.01564781993257262,-0.0626249058489615,-0.01866116564027456,
IL16,0.0804081559977414,-0.09213834064949433,-0.0006612354254155341,-0.02022816436141701
LAMA5,0.0010571135047836194,-0.07259204783777029,0.08545847598662336,-0.004732279661356244
RGMB,0.06396868982215231,-0.0041438117485617775,0.011172497328869333,-0.012480970093590067
INSL5,-0.029366962331668314,,,
IL12A,-0.039714965597750895,-0.03613657972244286,0.0422013779516558,-0.03138630002352412
S100A8,0.018247505703908696,-0.16545622054322248,0.04758361541879579,0.04828593654416609
TAC3,,,0.05199659200308669,0.0032663233005270167
MFAP5,-0.02751388511963556,,-0.02439373691329986,0.032571096893120245
CXCL16,0.11532742504822517,0.09083649435974316,-0.0008385917897039257,-0.034475738014691795
AGRN,-0.056759080041036754,0.012666510022855937,-0.002061826487001826,0.02342583168807084
COL4A6,-0.01766474529135866,0.08101154265290263,0.08886076898008692,-0.0013896943695232487
FST,0.05969221427970416,-0.017568741168109844,-0.009077249748585918,0.04247368885064022
MEGF10,0.06459679938915874,0.03433040390080212,0.055032801015946015,0.020097749171466218
C1QB,0.0025841072457145463,-0.07666912576585161,0.000222715867860802,0.039257557634391586
HLA-B,0.0924271029181012,0.07141782445865068,0.09545785944916264,0.023844215465999
PDGFA,-0.05096562321130366,-0.0903740049720633,-0.0037069719696251643,-0.06133188214372642
LAMA3,,,,-0.014038431029988366
DKK1,0.033830219572445315,0.00010338648265457141,0.0540559506664711,0.07748283377793924
INHBA,0.026929933622208562,0.018281080876535318,-0.003423790971656418,-0.04870434024489848
IL7,0.023907214042898247,,0.10094806242088092,-0.02678395550226231
FABP5,0.07726297093504578,-0.04507297189155003,0.058782251015244064,0.02624275894300434
CCL4,0.06780999098466824,-0.05577854889409507,0.12200901402951113,0.005793724998207948
FBN1,0.008486246288223627,0.08643836379808681,0.04555975056027831,0.01739719805060875
TCTN1,0.05476795217130032,-0.014200293755611338,0.013303412744821573,0.001430729187313517
NCR3LG1,,,-0.008590862107199173,0.057138559997480146
BMP7,-0.015810570702055594,0.0046893886305603505,0.013030505106806707,0.0020062078034721576
NLGN2,0.03778532393094491,-0.012331196829956958,0.04736249746480432,-0.018509834847585605
CCL25,-0.029004770050036613,0.20507051345515928,0.0952766077163248,-0.01791615376014373
NPNT,0.0252471476252344,-0.048534897400089726,-0.037837201643815446,0.034724987795354836
KITLG,-0.009220138558587238,0.0010580647237457923,-0.017924060374043326,0.08117659730443727
MADCAM1,-0.03279471583864259,0.0012986123655278335,0.06962967143382455,-0.016482684806066836
F12,0.04036926492979726,0.03002737550700928,0.05081715279164,0.01159635082785273
S100B,-0.08705880416664578,0.035204846898850034,-0.004706502892321198,0.0673967671892147
IL27,-0.02674069411090388,0.01570449147792227,,-0.01999220873269637
CD99,0.06524681518294172,0.013100658902928114,0.05854277612599245,0.0982425224709217
PDGFB,-0.02262159012185529,0.03453979061425761,0.04737618917831623,0.018926130491012647
CLEC2D,-0.035282684485305964,0.0904244355889071,0.03610901377377841,0.010653431210457162
F8,-0.038057290551304974,0.009075801395104615,-0.0006252076182055218,0.02318541436072584
C3,0.0053740314244983415,-0.07870184181143731,-0.041564073167931856,-0.03918758083190217
DLK2,-0.024712540118234323,0.08132986187652683,0.050837431770229764,0.028330917939314547
TSLP,0.006765109372453159,0.03759651803117592,-0.025301780348767205,0.028421330797275487
OSM,-0.011084210689437613,0.03917193305273756,0.0965046537288855,-0.0387998281764393
SLPI,-0.0025155571580628305,0.033067844579642326,0.05366196976586415,-0.022607120679959312
AFDN,-0.005562837808224664,-0.009633420914972582,0.037148577165828194,0.042717223090975004
KISS1,,0.08728958072119425,-0.02183187544664512,-0.01576841028066536
ULBP2,0.044136460933555006,0.020434063385234826,0.09016920104969849,0.1031665367162027
ICAM4,,,,0.10371410446513747
ANGPTL1,-0.02789326653151811,,-0.009035473766146615,-0.026783951637330446
LTBP1,0.033983498289197715,0.0826886140722853,0.018103627210721545,0.01952087088536814
NTN4,0.097520114610739,0.020565676376407608,0.04042274933852441,0.017535570690954162
APP,0.011580704439292874,-0.008223437493916661,0.05907913235316263,-0.0013703226213628396
RIMS2,0.03960507716310192,-0.04473821023054382,-0.037561217426626096,0.0030234235091608007
WNT7A,-0.04400228421255066,0.03561319106502531,0.10435224533235474,0.05755206834668573
GAST,,,,-0.01576841056598565
GPI,0.07145301381149281,0.0331840557104672,0.035287009242511866,-0.03438236146109216
IL1B,0.09558967793937492,-0.03388739908971417,0.07121027575299153,0.012302782701725638
SFTPA2,,,-0.01551736160995152,-0.013626018652478441
HAS2,0.04709014975204924,0.04000974146422307,0.02606980741543756,-0.04226804587216459
IL11,-0.046526643157287835,0.07000326453668718,-0.0024967784944934677,0.021418153094875426
SEMA4B,0.0337212048653888,0.027277111332511934,0.0724306517705814,-0.00802562824501529
FGF12,0.06869079681375906,-0.052497079271589406,0.014427040673302301,0.04864444357067221
CP,0.012034168990271085,0.021905570836417563,0.048552262019600126,-0.0204481233693283
NLGN3,-0.014315147201067026,0.07915634054655335,0.029082695221628072,-0.0045331094342825114
GZMB,,,0.05428352743951157,-0.019547399962088232
PROC,0.005018312204991611,-0.06528858986343285,0.03976487962722227,-0.016656810131650487
TNFSF11,-0.030430592359063063,,-0.014687680680528399,0.05599028407307046
AGT,0.06312793934757467,-0.04758711597410702,0.054951836908087796,0.028422304799016498
PTHLH,0.010221370537418022,0.004163837153809868,0.03974710696238744,-0.0004510480221173985
COL1A1,0.014858686072892535,0.01757013391513138,-0.0054606666457720715,0.027308683221676216
LAMB2,0.060679917299618504,0.059135428456441846,0.0017165369993507348,0.04128717542745434
DSC2,0.05655075246936974,0.13889644111425284,0.03405439634378849,0.010444473343973821
WNT5B,0.10155466852640428,0.06774798410397848,-0.025128761946845622,0.08400480623725434
LEFTY1,-0.028638543901937423,-0.039979903369096965,0.013016649669116854,0.06383014553594775
FGL1,,,-0.021533562324419303,-0.02209646579435685
CXCL5,0.11532557694040403,-0.07138365832969736,0.10642633162176413,-0.030807258381781517
S100A1,-0.07545547899117064,0.004133107040483125,0.023174511332838772,0.01088459230275063
C4BPA,-0.025946745180659838,,,
NPTX1,-0.03715193794526713,0.0016101214992012142,0.09818154040770166,-0.008304330748696631
TGS1,0.11974298503516682,-0.03567570047813786,-0.02905639386157559,0.006747929548284123
SST,,,0.00651318162826766,-0.008668205491209969
IL34,-0.030008589908022038,-0.10233183342860386,0.023583604296166457,0.03903194048095208
DHH,-0.02789328000164756,,-0.01720441240166791,-0.03643666648877274
TF,0.012156016707457987,0.06572873186756029,-0.09872081340861354,-0.054415491418965796
IL33,-0.050413641301178,0.10410308719988089,0.06764521372193076,0.009526961167202483
RBP4,0.01777147322152321,-0.0426913543910999,0.05660941087110105,0.015007341445445547
CCL20,,-0.036851109059522096,-0.03220320755843848,-0.03468674501362231
NAMPT,-0.04056305704547782,-0.11322578024523604,-0.013847778155425488,-0.052006885549593214
