,UKF313,ZH8811Abulk
BMP1,0.00359503199964812,0.029402826882768265
NDP,0.06202341579394438,-0.06080259728171105
RTN4,-0.049762748451613915,0.0004499724757349568
HEBP1,-0.02102521416310755,0.07906066626474963
WNT7B,0.023662743814832396,-0.016319762911374783
PTMA,0.14878163970986535,-0.013145447193917477
CEACAM1,,-0.017058312848179262
PDAP1,0.06064626040552649,0.002124280785901247
QDPR,0.03788114535113322,-0.079488239266811
POMC,0.10892021841583056,0.025941750164296944
CCL18,0.1900050197050743,0.06192058374597382
CCL17,,0.16616156577042465
VEGFD,0.0166070994989635,
TNFSF13,,0.10702670953744352
WNT5A,0.04406826673113216,0.07991077966652417
CXCL8,-0.02377377913732981,0.025143220641907466
GRN,0.017578483859990803,0.06324130803845202
MIA,0.04002977818795624,-0.04877708235950966
COL4A4,,-0.03197703197090192
RARRES2,-0.05549700541990156,0.008155151427842637
FGF7,-0.028509573752841733,0.04307029741900084
HBEGF,0.03678895354464947,-0.023193612929134844
CSF3,-0.03138991108738427,0.054798845310104774
PI3,,-0.010868315891281764
PCSK1N,0.002876236535101724,0.003127606500004254
NTS,,-0.012602377359899733
SFRP1,0.058154097204627914,0.0033374213807344003
CXCL13,0.0757309589263233,0.042124989582989554
MICA,-0.05385357425735099,0.004019310107424694
TG,0.06075716932116719,-0.016080595203352095
ADA,0.06646018087405092,-0.00021856918999079542
LAMC3,0.12225265931795536,0.07442198908145944
CCL7,,0.030598949659249728
NGF,0.017670415211039563,-0.020948145140102126
TNFSF15,-0.019989712369409527,0.03005292360292369
HMGB1,0.12880227241922002,-0.053326042370174576
ITGB3BP,0.062136812771259764,0.007387316670131597
AANAT,,-0.015912301295025424
IL15,0.02942745163774948,-0.029151987926266384
UTS2,,-0.013550489135670243
BSG,-0.01058587230317889,0.0007645444039235733
ADAMTS3,0.05418918727496563,-0.009119199426281954
CD34,0.11306944119064782,0.07660068447360552
PLAT,0.08460526537179795,0.017924074360835162
NTF3,0.0032086275419194762,-0.033213863316556
CKLF,0.04710585141473471,-0.025650692324662935
APELA,-0.03684996341843644,
CD24,0.049295434355037616,-0.03263811912423927
HSP90AA1,-0.047892671664174956,-0.035376823279170494
BMP4,-0.0365659443305348,0.0014432528931442945
SCGB3A1,0.11081501910292312,-0.02760707584171611
IGFBP4,0.0767044645692229,0.14240303526005615
LEFTY2,-0.022602165089496102,-0.01539726032703868
ANGPTL2,-0.0634536079302411,-0.05448655094107735
LRIG2,0.05083739307019252,-0.04513214992564784
ICOSLG,0.01575469420827759,0.04342797994573387
NPPC,,-0.02707703092556446
LYZ,0.05895490193919489,0.01619376635663897
EREG,-0.02642970433386161,0.07778161831373265
SPTAN1,0.04938444353455347,0.008679893380438007
LIPC,-0.03304695012597371,
COL8A1,-0.07543669786450208,0.01617396070812422
GSTM2,-0.04845113632840514,0.09302272841439958
SPX,,-0.018287747999135656
MFGE8,0.014092097976735628,0.044184586085332635
TGFA,0.009190429845568638,-0.0012916407208866188
SLIT2,0.08499872568571193,0.005497584733009996
PLTP,0.10669021650603809,0.10932952139141526
APOD,0.019452552494319632,0.009158725220354614
B2M,0.08893367191758798,0.027350574396374908
OMG,0.02886953873936385,-0.05551782032398948
CXCL3,0.17062682759339504,0.03639856370608775
CXCL10,-0.02280734454280295,-0.01872999713758973
RSPO3,,0.014315564330635458
CORT,,-0.020682324558113887
NCAN,,-0.001896554350749899
PRG4,,-0.019866325791380028
ZG16B,-0.029816360667662717,
TGM2,-0.012316218891542304,0.11813980918026132
VEGFC,0.011870219203968408,0.053742973994184484
WNT6,-0.03334078598640721,0.11697217487672032
PMCH,,0.005193783705616983
COL9A1,,-0.015401741402476639
GDF11,-0.02290305793605204,-0.015928937620887127
IL24,-0.018802094964949174,0.049346680591893975
SORBS1,0.004306726533860502,0.02460751166679677
DLL1,0.06011585937858213,0.028111905103447188
TLN1,0.03766038190024836,0.08913049051746041
COL2A1,,-0.030049671577755892
SHH,,-0.01525252307925568
PON2,0.10854476406519155,-0.0031929812924314347
ICAM5,-0.01779849307375525,-0.011913102415477293
HPX,-0.013329628549096327,0.02716621472853138
SFRP2,0.06433513962525401,-0.042736271575142246
CD70,0.05166223051321893,0.08870898011895105
HP,,0.08553603891277817
CXCL2,0.09793788202812982,-0.007163998106413891
NPPB,,-0.036214510607925146
CCK,,-0.011525282191846786
SEMA6A,0.005574041882928436,-0.054051375307547236
IRAK4,0.06510543953744496,0.037900974215760504
GSTP1,-0.0033933152969015923,-0.0358961555364067
VCAM1,0.004088606876884324,0.0034648360863559833
NXPH3,-0.013507862198580122,0.017733858031457307
MTMR4,0.010654914360122843,0.04978092852298849
LAMC2,0.057178572379009335,0.13993944746157413
IL10,0.14469725291839883,-0.03216513536355806
SEMA4D,0.013559933207410375,0.01811259144276953
TRH,,0.0020319966271671688
SEMA6D,-0.025336415885619863,-0.08885367783645177
CEL,,-0.020815601835466987
PDCD1LG2,0.07472607256529724,0.024325900421498438
SPINT1,0.0018345534410901885,-0.009699123395515883
CTHRC1,-0.03265464408847819,0.03829578496921318
PODXL,0.08178222732187532,0.016875764194153514
JAM3,-0.015548457153667778,-0.02375261067624814
TGFB2,0.10998116197560696,-0.009720389639154304
COL18A1,0.0886062914548441,0.1000977128129724
NODAL,,-0.020548292482989828
INHBB,0.04420397384021792,0.07533834086958319
LCN1,,-0.0024939904416674936
ARF4,0.056608433996548864,-0.015735816957371238
CXCL14,-0.04447199729690606,0.10060925409690932
LIF,0.0782639256747783,0.032553904827884804
IL17B,-0.009733304151755964,-0.019019718452580395
MMP1,-0.078804176028103,0.08198887935183809
MATN1,-0.018802097675051505,-0.02750170280920812
ADAM28,0.02209051015279163,0.01582425364279545
TCN2,0.00493124474213209,0.05433492279793121
CUBN,0.06560610975152834,0.0659954565957134
TIMP3,-0.040671670010416244,0.07201813928347651
PIGF,0.05582581728091793,-0.012721040602996506
CRH,,-0.037158869466442764
BDNF,-0.0023915592099044733,0.048036773392400346
CCL5,0.06136024292076141,-0.011598649576553636
GAD1,-0.014326345662040847,0.042364479747972146
COL14A1,0.00785822224296499,0.08065764799413906
HLA-A,-0.08705677101248037,0.06388581887478866
FGF18,-0.01952280268230869,0.037609322819170114
ADM,-0.09543574148127387,-0.008275185175120324
GNAI2,-0.02327467168702634,-0.023447700323806057
COL11A1,-0.020572851886584937,-0.005487349079265314
NUCB2,-0.0018034073371962268,0.012948805356466999
CXCL1,0.16588703207535124,0.07483926999200018
VCAN,0.05001310499820195,-0.11419052984910828
MMP7,-0.028854739345057744,0.006434454896406465
PTPN6,0.03629013836370945,0.039426651439059185
PTGS2,0.0983049909008957,-0.011630727172546844
XCL1,0.044608233715413406,
CD58,0.09445402224083094,-0.013058903941018917
TNFSF14,,0.030891899118768877
CNTN4,,-0.02349659318109917
INSL3,,-0.020004351990314435
MFNG,0.08539387537227291,0.037067743339054944
ICAM1,-0.01637169402969324,0.024836207644790498
PROS1,0.120514188411374,-0.016959584885570658
CLCF1,0.03801446646610126,0.020928652668392462
PSAP,-0.03533798724014341,0.07519353778958167
EFEMP1,0.0013518227788618903,0.03887380237949537
C1QTNF1,0.03360946683977756,0.05598832474931762
ALB,-0.017798498925208944,-0.013843340584695312
CCL13,0.2211191998309854,-0.013352684494839827
EFNA3,-0.004648759170797008,0.05910763177945894
DRAXIN,0.0725863722617704,-0.015799028591776024
NPTX2,-0.021924256726020393,0.025634035038730005
FGF11,-0.07303237674100335,-0.014497776947477177
CD59,-0.023312837849653937,0.054679817230109604
COL9A2,0.07625475177915615,-0.0631944547392672
DLL3,-0.02280734601472205,-0.003816426061699215
FGF5,-0.024110348954321494,
LIN7C,0.011354151262704266,-0.03573585376700571
PSPN,0.09538226599713245,0.024483305255522232
ANGPT1,0.05659802760894717,0.012335758149845642
PNOC,-0.017798498925208944,
L1CAM,-0.007535851117526797,-0.00883933654609449
APOA1,0.007432509977034617,-0.03246859768936227
PSEN1,-0.020575361140365418,-0.021891316003801953
CALM2,0.09088057145693615,-0.03389514512224642
