,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,0.047294121835688964,,-0.02248078357123195,-0.01458975685696594,0.005163920226650054,-0.014562086703078427,,-0.0135173704779185,0.023439299950196026,,,0.0535776806356731,0.11191037396952233,0.044392059843429726,-0.02059904393261788,0.0076218919191068605,0.004699652404384041,
PDAP1,0.1004951711923582,-0.02808859564396458,0.030072352581029516,0.009735104675365416,-0.04049146186794817,-0.02453587920441845,0.01837231948740664,0.06773103790258231,-0.019524962303970005,-0.04017775092705412,0.029975329742316963,-0.07020932080683152,-0.0600519697130045,0.01422672915421576,0.0021600441849239384,-0.008333169593114163,0.025117598102830437,0.02934543913199842
QDPR,-0.0466014819537268,-0.06886068788890808,0.026417361129930057,-0.025952824982804046,-0.025844614064067694,-0.01092508693001961,-0.003584081330549648,-0.11785040272406454,-0.04100484358857492,0.03922782169265554,0.04148414933423442,0.056481523793998616,-0.01727082799625954,-0.03237293179881436,0.003878122828261358,0.0011138234627467536,0.05456615508347767,-0.10061079560248204
POMC,-0.020203792496229406,-0.003231972605685314,0.035602164383583025,-0.025923670247121534,-0.0288373518890884,0.05318679353562682,0.04285852199086073,0.052472625846435125,-0.01742640886901959,0.017549932586073812,0.0326570188458445,-0.04259348601061351,-0.08427889345772961,-0.009686323844645304,0.1390158499586324,0.019145265549108795,0.09220538319527924,-0.03800530868408233
CCL18,,-0.026259925046079078,-0.003332035029715585,,,,,,,-0.0014508499374935601,,-0.04498789804555609,,0.0022785701385745305,-0.041084473890558124,-0.03196237120632718,,
CCL17,,,,,-0.02702946688999474,,,,0.06927701831517806,,0.11574152992313679,,,-0.0179658756399719,0.014883777059131471,,-0.02202437094519995,
VEGFD,,-0.029587260151202072,0.05531493363888988,0.04268177151040324,0.060020971964994764,-0.01393218007897181,,0.03688877004694037,0.06494712314249397,0.05065727625717573,-0.005394519815343278,0.03609675779819423,0.024110694690745324,,0.06415637618939478,,,
TNFSF13,,,-0.021170375244785357,,-0.018644321323386528,,-0.011844246034787082,,,,,,,0.03213947864286874,0.02060001016798097,-0.012398648937278173,0.023282987354564147,0.032133725902504615
WNT5A,-0.01428759148542061,0.011940774796888735,-0.03369155669753703,-0.021778332149405923,-0.015471419218601372,-0.018220934387706528,0.04344454995787827,0.10124084851542282,-0.02689580281307669,0.005194458760928159,0.04734876523731797,0.02521449446182398,0.06551599867565464,-0.04759097802583503,0.01286594322779608,0.02259287341423716,0.04174692584329741,0.12192893204500611
CXCL8,,0.11487921938217734,-0.037578747193983374,-0.0030739340667784274,0.07431464200868364,-0.009313993225803157,-0.016847671776688163,-0.0010655462030752152,0.03802775532627181,0.019847488088465738,0.02116330564047138,0.011861536726389964,-0.02121089000373412,-0.019661746006590954,-0.06921886125442148,-0.06582464389127603,0.00012985454465240162,0.009698590351657484
GRN,-0.06682908359256665,0.024403714533479705,0.02368145524060646,0.02664700518764018,-0.08441715020918729,0.007432890650965654,0.04450527967818383,0.13926810086120456,-0.0489849532923474,0.009303773006049317,-0.012020425142211874,-0.08501681324379085,-0.04733676714603858,0.05863142138736058,0.010510441312860278,0.03911157218047985,0.009436270661989774,-0.04789831340961247
MIA,0.055165422192614895,0.03952890099971227,-0.055893053244456585,0.22145837626681203,0.028200729677274702,-0.02312774941842517,0.14099703343338887,0.10449765411355781,0.057558662294691074,0.1685070512723817,0.08752179609109892,0.04982010221114782,0.1282238332063809,-0.011265831976778114,0.0494691708360933,0.025005809637368433,0.19446507407306682,0.07519021155111104
COL4A4,0.06310943453546626,-0.02978474093934143,0.05925177748604355,-0.010244788791326486,0.017250832919991164,-0.024032490950021333,-0.01126927681838459,-0.02172554866067936,-0.01955588161900582,,0.040684751042752786,,0.05521789178290895,-0.006437471920257853,-0.00610724254460078,-0.03319848817153146,0.0002218240607465022,0.05761440508703098
TAC1,0.15693579759836318,-0.03730306597937463,0.006407242539734483,0.03463323969746696,-0.0035994787206086966,0.032859964821392036,-0.09591743246605759,-0.05821821409823809,-0.004165312006860747,,-0.05100469509874673,,,,,0.025926674036979413,0.05868567665147253,-0.07031903817565295
RARRES2,0.01973653077140478,-0.060616553787634884,-0.012510200694257588,0.031414271678375814,-0.009997588391726327,-0.020450338772425834,0.030130611988800907,0.07699040389793253,0.023161409919446842,-0.045565401777051505,0.040232926851685884,0.1437622012564406,0.10900453760181943,0.01937240094000152,0.03788017945018577,-0.017509354098688163,-0.02166653934164654,0.020272536497625608
FGF7,0.07836066909095223,-0.012862605092472923,,0.03310930871045681,0.057955569445260285,0.02784882364410078,-0.019791053181499308,0.09572218367813938,0.08103878498735524,0.033468238882771374,0.08594210833537647,0.025369542116244374,-0.08369468052430422,-0.0004471604869954037,0.0914287888640218,0.013157588417595784,0.019873128794543077,0.006572990696222847
EFNA2,,,,,,,,,,,,,,,-0.00383739175627692,,,
HBEGF,0.0184720617960685,-0.03991198244499405,0.03109091281865814,0.03480661668444611,0.05922013126476134,-0.012233332320698445,0.0588194421099768,0.01588377992561432,-0.044584377726195154,0.022702172357668825,0.011128022977426247,0.07915032224888814,0.05160055819636733,0.002526986536266746,0.046362059066943025,0.038851599761795245,-0.013549373324997647,0.11340324921403906
CSF3,,0.20554716563749553,,,0.08508007885837947,-0.04641835271258064,,-0.022985212318113582,,-0.03138990635355855,,,,-0.032096043535557645,-0.012419401283572253,-0.0018819708938813606,-0.023188264945055517,0.03238323111315378
PI3,,-0.0352844392376887,-0.005603312986057863,,0.05219573495248554,-0.024623053293194395,,0.06600998254318806,,,,0.1517764451739639,,0.021182698038304644,-0.04176234741048822,0.04035225047048478,-0.050380396179788296,0.030426981672786912
PCSK1N,0.027957406486597548,0.019306789399136607,-0.00204053465352738,-0.02648791410385509,-0.056252588508541916,0.051648568549728165,-0.06316283115757042,-0.03529003873687653,-0.019112742147404202,-0.008417633084773366,-0.07572344097507341,-0.027984832731932714,-0.004586583889795991,0.005620558573378884,-0.016271255654334727,0.029148024229963387,0.007950049713070614,-0.09097025481390751
NTS,,,,,,-0.022075986208025106,-0.01375722652339702,0.02873986631345318,-0.022340321524107233,,,,,0.015912688334526304,-0.03883177076164833,0.014147275318060835,-0.03433865840358793,
SFRP1,-0.027115612312958923,-0.04598800757479442,-0.00463473529046974,-0.0023409972604675503,-0.02358425464746471,-0.01589420473935468,0.01708414013582497,0.06997971998255063,0.03934676029472527,0.027321046453447507,0.0012180857640513745,-0.040738047207332546,-0.016587867739702136,0.027688990656033797,-0.015381070851181495,-0.034515572522032266,0.09419373725746975,-0.011676094433130033
CXCL13,,,,-0.03527928378229298,,-0.015751359874967192,,,,0.04239224490741244,,,,0.04886395130372023,0.054187189532226246,0.022940299462757045,,0.02624857248169926
MICA,0.04798304128097825,-0.040578320692620955,0.024542733303722683,0.03733912536611781,-0.005891363271360583,0.01725569059434167,-0.0292001645408839,0.13781236678932687,0.02890875299615373,0.005093105031724897,0.0817012773330031,-0.038819792440490025,-0.04529410948559276,0.020479924410768114,0.045216959123910126,-0.04339203338143515,0.056918224794104195,0.07282571084815333
TG,-0.021582575886773807,-0.023743173726671667,-0.027927704384756412,-0.01983912971845047,-0.025451147318159284,-0.02224726296997128,-0.0158794659955372,-0.013373953486887306,-0.018870906922875887,0.03894794563653196,0.003581356007318286,-0.02391463419579334,0.03735192113387066,0.03192114596127082,0.007377852932637277,-0.02839214166852862,-0.035417065583091004,-0.0368449939010953
ADA,0.05227350799070246,-0.03511227511196087,-0.014086003791157124,0.06747846705546336,-0.009117953011762898,-0.04025650376321832,-0.031022096638809088,0.13628687302366155,0.005724223983734414,-0.032481613303789306,-0.014263788059581811,0.05547976258159817,-0.06179861538367116,0.04640451672867346,0.06939929592957915,0.004222536008978712,0.06419920317657402,-0.00764728415854881
LAMC3,0.09792593074700932,0.04693064533065688,0.045881568280610574,0.0017654869173393765,-0.0440439310283583,0.041782887525810636,0.04667975094894357,0.10960877409763327,0.02179539095752441,-0.07960539387092083,-0.01692187252391956,-0.09424151969569788,-0.02189928328955303,0.10306736583113402,-0.017856037555630522,-0.053887275200275024,0.08918619347912136,0.021396223916653318
CCL7,,,-0.01784464640100452,,-0.018401138846985222,0.04882953897119791,,,,,,,,-0.026926706438810583,,,-0.007041604903913103,-0.00674871087881236
NGF,,-0.017159822345554014,-0.008656547978112541,,0.08494152318378348,-0.022290850661705743,-0.015153269702850568,,,0.037994707981685354,,,-0.0013546461422980125,0.025189407374212578,-0.017430929526910284,0.053789001380281115,-0.004368757330369647,0.16576909382716698
TNFSF15,,0.005305641801066197,,,-0.0066055395223921926,-0.015461994840829447,-0.018399391516910012,,,0.018745308775735568,,,0.15764223044920686,-0.009758952376096829,,-0.02142248281034331,-0.016199717496731242,-0.00676796698248606
HMGB1,0.063629876116429,-0.03317664808857104,0.03225623125810812,0.03335306500081782,-0.06587905201408123,-0.01727084867157712,0.0723035892923862,0.13072565669185024,0.037353285815231674,-0.007911496987368023,-0.03759163991999031,-0.12459062204932922,-0.14955702331069767,0.03060030344589268,-0.03316447032131416,-0.0017899547171907715,-0.022803694044410048,-0.007482368728342206
ITGB3BP,0.07988185193935098,0.037632232036441886,-0.016510806096374106,-0.04967856382980911,0.010133717509555277,0.0512678166653649,0.044873637100629714,0.11793267395201469,-0.009116410801718105,0.12729903568244705,0.05000904892233363,-0.07318531215589073,-0.01871905757623144,-0.008357814481910536,0.00575932586655383,-0.017192089676346892,0.05846830521997639,0.04331285126973486
AANAT,,-0.03075626824955694,0.0002901473514258287,,0.04376999614488849,-0.013932182067869031,,-0.020733283534928378,-0.01697071687766561,,-0.014184813425082127,-0.06126733373253001,,-0.023622319318999822,0.07547185944861154,,-0.025709412365692196,-0.03260349619537676
RELN,-0.017892527610674832,-0.02958724479418952,0.052548575018018885,0.014446394505773301,-0.014137313587966214,-0.03210472903231625,-0.04040135780421226,-0.029778381855698262,-0.03736404039904474,,0.0925270576854987,,-0.0652674546095404,,,-0.025876037630561774,,-0.061507922228426506
IL15,0.0341635588473189,-0.030176432243871242,0.06949526133872932,-0.02527474774031468,-0.01212338125896986,0.015093887523379864,-0.013092260895467854,0.06517986817834785,-0.002662953371567842,0.06281117830105451,-0.025147593951345776,0.07705467499527797,-0.024736417810247647,-0.010743018840510543,0.04628158422392536,-0.0231647812501845,-0.012776352221517165,0.015974433263797185
UTS2,,,,,,,,-0.044062888178499245,,,,0.050004608298264225,,0.02431677017951031,,,,
BSG,0.06081073002098704,-0.07521518884845754,0.0717263252785333,-0.01899908134752788,0.06567136944596394,-0.01975434706664973,0.0031123284299171784,-0.009431755465993726,0.03135533753947407,-0.08951642252459108,-0.02665807255262337,0.08754417778182108,-0.03187114043409586,0.018125859836121444,0.05692631609598755,0.037637180631199085,0.1234298522168932,0.11076949037349387
ADAMTS3,0.04281545574871126,-0.016659892992201882,-0.02851747435398942,0.006855196788192985,0.027760647173487068,-0.05081695516993152,-0.02108784487637279,0.13308362827826592,-0.011186859788618279,0.018661518303670924,-0.03350506740312187,0.03474830363992023,,-0.04030507230661807,0.07148119052834447,-0.047857107099246544,0.03906838313733187,0.1362204323728306
CD34,0.0895870491445943,-0.02524123243533676,0.05623490178822564,0.005015255376442646,0.0005214671809216696,-0.011387627797030949,0.010861930337882823,0.08466497191911301,-0.035228387628541386,-0.018351367181486663,-0.03249471654190929,-0.006627865554579589,-0.08484840014434737,0.08017269187220788,0.026359353003795147,0.09597077344028343,0.051133399017961864,0.047743275884098914
CCL23,,,,,,,,0.008438477162829987,,,,,,,,,,
PLAT,-0.021519876066191285,-0.013634890250348612,0.031465216305204095,-0.00291219652339607,-0.09812612458686146,-0.010189335035464236,0.053609370235851724,0.10461461345661889,0.005226948530511788,-0.016176685422791583,-0.011251389724054312,0.0035607386563329606,-0.012126016763601838,-0.0125432048963753,0.03469719733637634,0.015830875120676397,0.10197745565758588,0.035119584783673836
NTF3,,,,,,,,,,0.0510679095661452,,,,0.034037005003801406,0.07824969606849695,4.591798342270271e-05,,
LTA,,,,0.07238559652926967,0.05027271013933627,,,,-0.016344568978489567,,0.0677077434735443,,,,,,0.015756651844638484,
CKLF,-0.051220212809039156,-0.031071692974533823,0.03593746632693399,-0.00290161446649445,-0.05854010874576941,0.0028055193823520183,0.08546149823668389,0.11392890006726478,-0.0377804757420371,0.024044438555497587,0.06177575994163103,0.10414957850236367,-0.0029206114820420114,0.03162113422668593,0.05436097191357137,0.047745653585213634,0.02955463647221999,0.09691139361330363
APELA,,,,,,,,,,-0.01571263571530399,,,,,,,,
CD24,6.340378484612166e-05,-0.02480080105966863,0.04227917968890181,0.011405769741562504,0.041602153689469776,0.014310322207904801,0.024527985701837608,0.0189835292198592,-0.03507294817057516,0.04011392914178269,0.13825470001789275,0.009049231452185372,0.09105497499111384,-0.030283566290313098,-0.032866155066560376,-0.012618546917688095,0.00664449519585969,-0.05383044035614536
HSP90AA1,-0.03542050210135949,0.08913003302929236,-0.021146462985188894,0.0843319617415888,-0.010866872830113672,0.016833588553536134,-0.10831856110783405,-0.08208088717957428,-0.032066211773735094,0.033409798714217176,-0.015547433407040432,-0.027501905709403644,-0.16024201239595504,-0.07742882788742378,-0.12967930039335135,-0.03739088697682808,-0.04646407547840159,-0.13559932642294611
BMP4,0.10353243719493836,-0.03713805306965427,0.08167228778415202,-0.015465999107102281,-0.023543904313066997,-0.02703764988570336,0.058485215620684844,-0.030731859120485396,0.07749880344357064,0.052869145372601414,-0.021428350046465032,-0.0463046257570266,0.07873775992629188,0.0724582561166112,0.007285564103427545,0.06673289995700799,0.07168033666449106,0.06531859067717477
SCGB3A1,,,0.13696210859328073,,,0.13883175381612128,-0.016712502586896667,,,-0.0059513475217414505,-0.017547660662318915,0.05711216865524394,-0.0016038147955398715,-0.04098358552327939,-0.0023580798023897748,0.009286906354075305,0.0025716276163908094,-0.05747952246334596
IGFBP4,0.05977913986219811,0.002908434779748645,0.041185504960775554,0.04011529337359365,-0.041328323774889035,-0.049171720392270815,0.05752654881719094,0.10816324046884952,0.009022499117801501,-0.028798580427928412,0.05713794651519969,-0.10377645766645108,-0.0543902117510057,0.08535884161344369,0.012104310583761383,-0.00025925514268442077,0.0618500598225198,0.015042243321057018
RSPO4,,0.03440270358218309,,-0.023586010682582065,0.03229916307314005,0.018428223508037845,,,0.038302416053959364,,-0.014719561371155803,,0.04456124349237452,,,-0.005010808800759721,-0.016010486496866896,0.0735460981308998
LEFTY2,0.04565794198339886,0.07153093067392975,-0.01574079398479532,-0.01476894278465366,0.032575831505376206,0.10002938923135866,-0.01388525062587893,0.06955852790129416,0.004724383498966494,-0.02260216168092606,-0.009126995833575015,-0.009942874807684066,,-0.022857724557841477,0.13407373362974687,-0.0016699119600325997,0.13451301892777384,-0.06407463338969531
PF4,,,-0.018510954305228592,-0.013271368178645939,-0.016054631119942833,,,,,,,,,,-0.029214238937865056,,-0.03460098653586305,-0.01594371327677431
ANGPTL2,-0.02980844673608467,0.09718801636113981,0.03690552313586855,-0.03654879219803694,-0.056882299528748334,0.009804156764545215,0.09867101002222829,0.07035941870373,-0.02877350777928299,-0.04338428537005974,0.05778745422962657,0.0298544208155565,0.0028257175327595463,0.0417700991761856,0.049473425580474815,0.045722522175453396,0.06000763390217129,0.0012065013259975998
LRIG2,0.031718755914371156,-0.048799141245857006,0.052704954160064044,0.027292506103351644,0.022051329523851297,0.02872314176869658,0.040172103862544835,0.09207342718771908,0.00890467464401093,0.07469833026974755,0.08834562696854348,0.009000202908841976,0.002636514801540996,-0.03104152836054864,0.03788267750479567,-0.013679042712856167,0.009004616353106563,0.00547668494990138
ICOSLG,-0.03641080612231559,0.01038704318550951,-0.011973575102397365,0.021577509029319746,-0.019336564325293033,-0.017018795306582533,-0.007860096585467827,0.0789247043183881,-0.03460746834299679,-0.032998079891183335,0.047171824131610494,-0.0014592239275169514,-0.004018967902111855,0.01277925431400191,0.11496979557289753,0.08564401120893644,0.03676862178514229,-0.02822345283119164
WIF1,,-0.048783046576908906,-0.033307457697974656,,,-0.03732083098104968,-0.10452027020525483,-0.04974936448990301,-0.01466935742107288,,0.039625697518847286,,,,,0.013865627977701172,,0.0014229520667991078
NPPC,0.07211402935488123,0.011366895789049269,0.007686727523875808,,-0.013481011313184334,0.003302522939090793,-0.03206287713191802,-0.019180985258316994,0.051596041545724954,,0.07985253750825859,-0.045996007871530645,-0.028477253088384967,-0.029269955150942852,0.023837221176643525,-0.023866372196068505,,-0.03767709619473593
LYZ,0.015720401587699353,0.0830099414704795,-0.010099543877196082,0.0416448937364141,-0.04160746025272308,-0.0709007922593304,0.007876551119581169,0.07079359747816216,-0.01260096799357903,-0.0030310674865380183,-0.0026636575503550227,-0.028068434076595917,0.06182960011889384,0.04737111940642896,-0.0265170634181125,0.059383015651248754,-0.013283314906325875,-0.029120384495904
EREG,,,,,,-0.026947606294189422,,,,0.03300193268980727,,,,0.029070329474036927,-0.02650903780199443,-0.026823713679886712,-0.019962866050996866,-0.010374014967123847
SPTAN1,0.05267550989150163,0.050634177604956365,0.029174644233225872,-0.006060364398100346,-0.052412165746064866,-0.02811583237875971,-0.0708775733735905,-0.04492545214528664,-0.0745421147391608,-0.01959122668140154,-0.04701113612415986,-0.02372658634928878,-0.009136033870904177,-0.02813817829800304,-0.018485398424948025,-0.012111173736285242,0.047125023309193693,-0.10120556885437827
PTH2,,,,,,,,,,,,,,,,0.0006227190738281766,,
LIPC,0.022256239218986656,0.08396670005431597,0.03897172039022786,-0.0032403444005405196,-0.018630064627306285,-0.018539672577333372,-0.020302739618027355,0.006974370498628097,-0.001439317306372814,-0.03304694514225451,-0.005748139849365959,0.1204606338868539,-0.060149176160540836,,,,0.04519453493901467,0.047574091116622204
COL8A1,-0.036817183794864844,0.0036626980387612666,0.011328891042116863,-0.04740629535675962,-0.004279703854537916,0.008857434740750443,0.07005560500131758,0.03712946381128866,-0.04832615469556321,0.0031547142508386336,0.05602990724988284,0.07635793601615404,-0.051830686654808056,-0.009621747736547026,-0.005776168301758899,0.06857907079398563,0.01904271690657454,0.006395795183592848
GSTM2,-0.004999938618170609,0.03212608131151089,-0.03470801202973033,-0.02908099541386871,0.011422244303779546,-0.03754003141474294,-0.011071269494235623,0.047618701945691365,0.008234301762954284,0.04613834639641397,0.10823857179629945,-0.009825858645668064,-0.04933810063289972,-0.027172941073512306,-0.0012735396967388482,-0.015368472950180826,0.060131749090041604,0.007683828061923249
IL4,,,,,,,,,,,,0.05529511228644464,,,,,,
SPX,-0.02102509797776955,-0.047553274976058005,0.031644641067185314,-0.017841433284779176,0.022431387349193605,-0.02699316720178478,-0.019623807131670303,-0.04010241107417987,-0.009286508869019655,,-0.06847584202154701,,,0.03871028781764965,0.051158824414243236,0.03981128217322343,0.0010557297614562618,-0.03422268812656618
MFGE8,0.06807822337960928,0.031554642341049606,0.0355034363229127,0.016034228452432273,-0.02339165040625116,0.049681160517779425,-0.028236161232561018,0.06212168580392715,0.03529156867077187,-0.010835126390735103,0.03541520114277743,0.08148172974990102,-0.06553059892449702,0.005019963960794289,-0.021380050828987952,-0.03431022757711417,0.08334189238456094,0.033960621457974155
TGFA,0.017499592728827878,-0.043751930925762114,0.0855477706267819,0.03247524327178965,0.028736544788783017,0.02952812385259291,0.022606276676387035,0.031901906126773474,-0.011503548852626529,0.029219808661453253,0.03185314363589953,-0.0034019688183794675,0.007063884574824123,-0.03588162483742613,0.011983408987425705,-0.025255568977881577,0.009122596598145499,0.048892994954696165
SLIT2,0.10365157870088987,-0.042481886377938656,0.056613036742694856,0.015253122242907874,-0.03688306529171405,0.05440159764795626,-0.03942382199963098,-0.05085524655962969,-0.012901513506121676,0.015935820169634945,-0.056566609905664415,0.013110357081144696,-0.048847955018026266,-0.04917591355956807,0.021929690117546294,0.09085199378889314,-0.0053466833678716815,0.07320379174246304
PLTP,0.009857061318589974,-0.008408089054589894,0.017441572690852142,0.022960576119009934,-0.048853482686991204,-0.013602332007705118,-0.02569056754372659,0.05920727339276725,-0.029333527901614007,0.010207655119742602,0.027170161982864018,0.006004350091605234,-0.011094115751182984,0.08054119118732975,0.024309169918815873,0.024553017317798125,0.02436530056107949,0.052470800228645455
APOD,-0.06986180281531677,0.036764890885083064,0.012032303659016745,-0.046470175265714495,-0.03769901444393828,0.01618854017523101,-0.04919843057682901,0.01313637641129722,-0.013927992299642533,-0.05154342011450225,0.010624849722771034,0.034806674929437696,-0.0181726884140946,0.0010580208515179445,0.07362368904835018,-0.07507115521331327,-0.01759150757091291,0.017205554737071138
B2M,0.08633748515730358,0.026158385675674713,0.03042262271802406,0.010732162003803775,-0.11661191055906936,-0.020608027156210556,0.08515952831327928,0.12555387721106162,-0.07222390138336032,-0.03289451751254764,0.06183597039204374,0.030608550805124046,0.006253151276031108,0.061341723966126326,0.10136721787812944,0.018723531748277754,0.03281007911342845,-0.05464919347133334
OMG,0.010875408643728195,-0.005819475415902744,0.00585630754086901,0.0051311869323031455,-0.057737757691399265,0.0016202884712713873,0.021740543642564388,-0.027944436260091996,0.01062852084082962,0.0066843073279992385,-0.011651109723518889,0.10066403987081933,0.07798870679152911,-0.00371533963084692,0.0818159096748765,-0.01970635547908306,0.046571208584379874,-0.11264419272342432
CXCL3,-0.017380516813775754,0.06916480523376134,0.030324835484952573,-0.014487298449692806,0.09337913998397405,0.012216304245269193,,0.0023433819175879096,0.009360283365259311,0.012443840961842294,0.05763477271830386,0.0064720599370792714,,-0.0033629256503152722,-0.01127921882895818,0.028223535350434172,0.003584501931421506,0.011077185669222965
CXCL10,-0.022298686902514353,0.0067820602771549755,-0.003628840133221755,0.08778523101868244,0.037276650437084474,-0.037965593473390735,-0.01789563744829262,0.09394652114940633,-0.09310649362787023,0.04484512194156059,-0.003946435518513771,-0.055861178289714396,0.023901586201167016,0.03442031318231242,-0.029047080643593133,-0.040938399591270665,0.022004957660145034,-0.01223192775761691
RSPO3,,,-0.024239682370089242,,-0.018644321935655052,-0.018539661146715767,-0.04345731252526597,-0.02229424136284059,0.021249389830445605,,-0.018925461785168445,,,-0.04368896856176392,0.0013535522279873413,-0.04723752462006799,0.009133989381918334,-0.07378292356915855
CORT,-0.021582580403082967,-0.023502635988388875,-0.024206325022526225,-0.010228410696396848,0.010378857834357253,0.026696444737513432,0.024647376530838417,0.03697358581558917,0.04333412982014405,,0.0061035897904804445,,,0.013440438215936117,-0.017129502150826176,-0.02469745498515112,,
NCAN,-0.018621024496822975,0.06370381038670148,0.08983427738907176,0.019718737893910997,-0.062426968453455356,0.05289614356476317,0.0225718991512228,0.058332923519581435,0.0309244173414407,,0.057055467459307216,-0.014124953405426303,-0.029591169097849066,-0.038221504155635154,0.08844523620687303,-0.029570779612829834,0.04466910105900739,-0.07774195835476067
PRG4,,0.00724820815707912,0.023982135058531046,,-0.01840114171452956,-0.013274330820246144,,-0.004067781538246022,-0.024293678690110107,,-0.02212699332110227,,,-0.029492194927579214,0.03127404406910789,-0.038765570169198876,0.015831366293031245,0.0362259663419414
ZG16B,,,-0.024745136225610077,-0.01596993462571852,0.005640647768674608,,,-0.03184173157920599,-0.012987243788572802,-0.02981635617113978,,,,,,,-0.0018066687423821317,-0.008411940925015456
TGM2,-0.02125319330292516,0.08572741316420782,0.05255366866676993,-0.004650790033308637,0.004583715925248382,-0.016486383763018638,-0.06272355352557447,0.06942496077922178,-0.017182469504030417,0.11618063760785477,-0.04909608201557177,0.012933638355777726,-0.14066116130538717,0.051721844099636365,0.01680342827926376,0.0061200246041452164,0.020194628096063826,0.02010267646250475
VEGFC,0.021613291463916825,-0.02301486901372751,0.00597532811713801,0.09115610378364247,-0.006823132704820065,-0.0018072088059028256,0.15023741344594557,0.020289224997517532,0.029999793267865078,0.019570644277043196,-0.022581478663114503,-0.028005541525370516,-0.07559441072657731,0.056246403946578254,0.03617709435215819,0.040676590959583044,-0.005486022773545254,-0.019626184113685746
WNT6,,0.11790733909063708,-0.028791942476483926,0.0073848662017023375,0.04582719525460905,-0.018290749890110425,-0.013428625666922671,0.04041530970845045,0.039267930137082324,0.0378993531538491,0.014348041201487227,0.026359177721472133,,-0.01854813088571459,0.0353628208376214,-0.03976260257679421,0.040946947244781276,0.008136127018239684
NRG4,,-0.02175266726092754,-0.01643554581687975,,-0.0223950312428764,0.05852742590807826,0.028104369275299013,-0.025320457877880478,-0.024950598139850764,,-0.026343928746245887,,-0.046816164045368244,,,0.12004367634016724,0.04685768405992273,-0.042692967626249065
PMCH,,,-0.018942851048086764,,-0.011916791235194858,,,,-0.01900972783659101,,,,,0.11736299029732881,0.054458677939448676,-0.022779171741443314,0.05715008835999214,-0.04451568012616223
COL9A1,0.1410770634257943,-0.01591848565048024,0.027943912344807635,-0.036682422644973796,-0.023389975615557987,-0.04629175442886845,0.07462461361420565,0.043504177342815906,0.0860294300611313,,-0.0072727186106655555,-0.0425398994631751,-0.02543425991166195,0.10949170843617698,0.04806947626747939,0.004219775976505407,0.06638071540772443,0.05574146062113095
