,UKF260,UKF304,UKF313,ZH1007nec,ZH1019inf,ZH916T1
ADAM17,-0.09868882485594689,0.027157038993703655,-0.019792018442416234,0.0024009850423602126,-0.0231647800622825,0.06746346635949299
LRPAP1,-0.00974297481631379,0.004358378019541847,0.03709221993067591,-0.04554708198656877,0.022584330263675727,0.003746531202185346
NID1,-0.034635457987385855,-0.003613016894280771,-0.0028410470088711818,-0.013728940419648058,0.004933553347205131,0.06434270073685487
MST1,-0.0276255830498589,0.030929330532215568,-0.0058508200151130615,-0.06502397706591628,0.037481213280084844,0.036587904287075354
CCL14,,,-0.02149633758303986,,,
IL13,,,,0.028895567264660332,,
DCN,0.004663408169297255,0.02620369754736092,-0.05271093474390716,-0.04620090559898542,0.044795699967975125,0.045990856160635696
IGFL2,,,,,,0.04234049796447305
COL7A1,0.0033364389015068546,0.008598845698357607,-0.02790491941791787,0.013639695568593586,0.07115415130763023,0.0906892213059279
CALR,-0.027393130623085956,0.08069638530464478,0.025088394091937957,0.03173701214681614,-0.04390236140140177,0.0527698033557294
PIGA,-0.03756189940277859,-0.009781966033775708,0.004775024368039423,0.10433530781763616,0.002863131791402472,0.035525303029163444
CD200,-0.07021234995771194,-0.015127717131925785,0.00917454362057863,0.046745102170713745,0.10533846923163379,0.0783384643412633
GRP,,-0.022834192825079553,,,,0.03589174675981643
CDH1,,-0.0225793036365183,,0.038945624778632566,0.09643402580288422,-0.012878575043101569
LPL,-0.034942517746942445,-0.006800152192286665,0.046857951960948975,0.09621235967855041,0.08297804687417343,-0.018196407037526105
SEMA5A,-0.012124501949661609,0.10977629813154653,0.051938658674838566,-0.00034203737265431773,-0.00593174765123167,0.009220730556136127
SEMA7A,-0.03503771316324547,0.03249459973311912,-0.01850767631163167,-0.01235985878406972,0.034542401059486645,0.08725435801467621
SEMA4G,0.005265735435804677,-0.032875748611591864,-0.04095940879824533,0.053674888484396235,0.012315960979242863,-0.022723215858013467
SEMA3B,-0.017405587831363107,0.05120705640307473,-0.01375605915340225,-0.002024824418663296,-0.07218398989640294,0.05016505690294646
RPH3A,0.011914752452716094,5.429080160416111e-05,,0.02658858034796412,0.035335894382512625,0.007974259426343921
JAG2,0.017334338279204983,0.03656314420763217,0.0989419895148289,-0.05284829637074804,-0.00658870497720361,0.06462819557683368
CGN,-0.01891480692162953,-0.027703244619066442,,-0.06693402208147564,0.1331853239630944,0.061136675047562025
GDF15,-0.005981457011092414,0.05353857530512761,-0.02445462945765966,0.025351222435602783,0.07985289202854519,0.056318627683809554
SEMA4F,0.013674953496934282,0.021553715810547276,0.0638115303220385,0.035949878797057536,0.1267677114816381,0.04031859325262295
NXPH1,0.0005489400122666673,-0.009442320247411705,,0.06617392500556228,0.07435542125499972,0.05942439486360225
ARF1,0.004924415462667605,0.02819991958377751,0.03928597519282014,-0.030214582229867858,0.06756917281285754,0.04057491343594926
DSC3,,,0.022202193983301692,,,-0.029875722282174756
EBI3,0.05506194928992924,-0.06225192031104,0.10635957677124674,-0.008130790441310532,0.006269057389413761,0.07725521898858544
TIMP1,-0.06503508154815861,0.05919896634798935,-0.03539937114703765,0.03759211435070561,0.0761955393585677,0.038462692876618895
SEMA3C,-0.03185499378434428,-0.02742092632592421,-0.032578814617198124,0.03585819867301591,0.03807442287459492,0.035719058678601534
GNRH2,,,,,,-0.032374416803035426
GAS6,-0.051432643738261195,0.03002790704455342,-0.02629687386103391,-0.003387643118351121,0.052835778501945006,0.013076270962462219
MEPE,0.025246743592901147,-0.0034121046194069337,,,,0.029853819314085626
SERPINE1,-0.012173715584451668,0.14917134733672552,-0.08659412344077858,0.07372307067014211,0.053559296464016026,-0.07139825755496358
RSPO2,0.048311836377066646,-0.020366415796631572,,,,0.03128985059806442
SHBG,-0.02689934538425434,-0.020971705207489064,,-0.03420371516407145,0.036087339314750354,-0.05574844947475778
LGALS3BP,-0.08524528928746157,0.06108505037446955,0.010010641857845821,0.04287708765379718,-0.030459873124947284,0.016615315750913018
LAMB1,-0.027403472984394106,0.00930976460911379,-0.04156305997823603,-0.0528654913667233,0.07657510722823226,0.08260060302838729
SPTBN2,0.03164546051823946,-0.017335589861894443,0.04166253396100986,-0.09503051619166038,-0.0650306755864007,-0.049405006564482816
COL1A2,-0.0032877784330379374,0.031137132115220397,-0.02381600652234934,-0.1061200258174649,-0.009679338360084418,0.06252345306192308
DEFB1,-0.01458621322700685,,,,,0.019641929360862585
CEACAM16,,,,-0.016800380129690876,,
WNT11,,,-0.019640451258906358,,,-0.039648823552369906
LGALS1,0.04665267865835112,0.04252864505231375,-0.04732800827468033,0.10401066131524926,0.1518784260307553,0.03758910728065362
BCAN,-0.039071087888146706,-0.05330712245787686,0.07601608772420208,-0.10698623320005128,0.02690311948638269,-0.006807865902764697
ANOS1,0.015337479582299429,0.030539376666834227,0.007684442528619606,0.019143569834021254,0.08004470075017577,0.024286426694756374
EDA,-0.007088367009366108,-0.005112747054089011,-0.020671545071362766,-0.047896882993638173,-0.017094345477992233,0.06068144631325402
FGF22,0.013095889880778113,0.05631890321795736,,,-0.014551289757791503,-0.0027293730876636712
SHANK1,,0.04453567891810722,,,0.06080321449089336,-0.03740438789285668
RAET1G,,,,,,0.007679419003565848
TGFB1,-0.027407043450373668,-0.06035662671587518,0.03558526572177716,-0.03633962145070251,0.06425434934181799,0.05687201510507321
MSTN,0.021404766944848864,,,0.00845162555908183,0.039137400141436594,-0.035854066262389794
WNT4,0.007340435997627845,-0.03240401943755492,,,-0.02914596062314039,0.02014627400564996
TNFSF4,-0.017650707474317146,-0.003436612401730719,0.013984665306721256,-0.0630827028477892,0.019249397313494142,0.01138305033366173
NTN1,-0.05709772563913429,0.03414986275205229,-0.009146058874788863,0.04498723555966723,0.006061387556749911,0.03614284719846274
CXCL12,0.0821247734079008,-0.04931232256664813,0.0527135131368877,-0.013479779901885426,-0.039556750098760605,0.0697496821302993
GNRH1,-0.026694073111049803,-0.02400152703658717,0.020711376379341364,-0.0469663388652612,0.075943844079828,0.037842636336086005
RIMS1,0.028249802767947443,-0.02394372446984658,,,0.01425496764320924,-0.05123364821280367
FGF14,0.05907858054550705,0.012407741522993345,,-0.08187837364799999,-0.03976807238551203,0.03108437566660396
IGF1,0.0567643788337837,-0.05982225606648295,-0.020276765820199685,0.045398752463652256,-0.0001419564170414899,0.07152893632344534
TNFSF10,-0.03607144078481464,-0.040658784056090864,0.04168373239490259,-0.03332551589134301,-0.02877594724889355,0.10336455230537857
GDF5,0.057484158884148616,0.002991968773674672,-0.026496386527301664,,-0.02845644668159809,0.007381690432005111
CHAD,-0.020655849264558386,,,,,
RGMA,-0.020918659498632856,0.008326404859077699,-0.03759425946237125,-0.01979105940618124,0.09511102951631425,-0.0349700800130852
WNT16,0.10150223670475383,-0.01625483219770972,0.08892702835344513,,,0.016649773163161106
CX3CL1,-0.04303562319600206,-0.0798770359148634,0.042240232117423636,-0.01056150069375929,0.04451766243633948,0.1121821948228754
FGF1,0.04402027156239662,0.031196080721107043,-0.0007908036283616777,-0.1317500167000947,-0.10795366906323942,0.052416496120061856
ALOX5AP,0.03438122672933734,0.02679950846631281,-0.028655576977598445,0.0472424563170525,-0.019803770589290177,0.031991842317901205
IL1RN,-0.015111339825998,0.05955150805043471,-0.01574418080735233,-0.04556172235890254,0.08641119086957216,0.042779177241856196
PCSK9,,,-0.027163627595897254,,,
NPW,-0.02309310159638199,,0.05468441536230453,-0.032454933447975697,0.024087959857024662,0.12667129609884248
CXCL9,0.01653029758857099,-0.021609090977108635,-0.011349274113309514,,0.07835428921984888,0.05722247149437094
ANGPTL4,-0.0370612712644977,0.014490032207437354,-0.11021341127775926,0.07187447658239096,0.06012887680629483,0.05046954669260218
CCL11,,,-0.02050297948472181,,,
UCN2,,,0.029339741649498083,0.018872262181964496,,
OBP2A,,,-0.01640068467809207,-0.0679108431978869,,-0.007340725329101892
COL4A3,-0.06491056245646197,,,,,-0.013485798533787272
NRG3,0.0007150616762255681,-0.04735917817779959,,,0.03770341293786708,0.08841684421785505
IL23A,-0.03514488843937406,,,0.06373450084838304,,0.055587082750352235
COLQ,0.014724177201902364,-0.011863982054694962,-0.019223323734993608,0.05618914504317159,0.02191937501379664,0.02073437032288437
TNFSF12,0.02746482429050968,-0.008147808916258084,0.005174706757408809,0.0183385665954667,0.061432393282403644,0.06260864001557495
DKK2,0.08752626380763166,-0.03868956942095712,0.092420639140978,,0.030269154214187168,-0.04481925326180053
FYN,0.003767113713069922,0.036418857481586714,0.0310141356741144,0.0009367326344540219,0.13561711858685213,0.05297076205891674
ACE,0.018325687792475998,0.04987254270810289,0.02425918830628843,-0.0022569792409174927,0.06222289962591599,0.07289635351221532
IL18,0.01933548914370983,-0.0461499031137279,0.020917417048586073,0.1021157480352432,0.052199988376943784,0.0713303130048765
PPBP,-0.013298710277897797,,-0.015327101002412006,,,
CCL27,-0.026796870991161032,-0.026455923127008573,,0.05568444002856584,-0.028614032285165954,-0.026995818892985107
SERPING1,-0.010644970834071494,-0.02047313204131165,-0.014147735527566584,-0.0972319258858517,0.07916555127572998,0.021255643131039576
AZGP1,-0.06549621293419013,-0.020973392417822413,,0.05403191355423438,0.08190246164776051,0.08626370557761957
INHA,-0.006488020492138943,0.023822526533198725,0.027249724310244996,-0.0325423340734479,-0.036249678182157484,-0.001193120150647627
SEMA3G,0.040511156580314414,-0.02991423991455691,-0.02260534899676453,-0.01921221177862934,0.06833853430330761,0.06033493958026467
COL6A1,-0.06787802444100358,0.04022338967903607,-0.03659370692705686,-0.006409818648310588,0.014933485427541953,0.059581319001901153
FGF17,0.00645475861958831,-0.03811838124739164,0.026059386687452675,,,0.023404627267965977
TNFSF8,-0.013298706830791216,,,-0.04479769190497545,,0.027739165597049472
FGF20,0.06958656354289107,0.07530245477269557,,,0.005103117146224417,0.11956096700353666
ICAM3,-0.029912697281630072,-0.010087666836301704,0.04005393212032242,0.052860363695606365,0.09726143668888378,0.06378888843663777
LAMA4,-0.026550616496462974,-0.0028360841429600258,-0.010979676256624498,-0.051572599845943645,0.09402646017936726,0.04810760233142697
INHBE,,,-0.02016201330898382,,,
DLL4,0.04292327806286793,-0.030147869163915823,0.014766952055143825,-0.02055998442274388,0.06794203466351796,0.10975924346580915
SEMA3A,0.10565623025932361,-0.028810184124701828,-0.02991691476297818,0.0023986471706620087,,-0.01822849397450641
RLN2,0.07203093756733066,-0.027984273611328474,,-0.04789682672946208,,0.03546396092020831
C5,-0.02829243242253516,0.030824453908634548,0.0836837295413483,-0.016071461156512427,-0.0017343394326839192,0.045523188623123885
COMP,,,0.10390654511715439,,,-0.014807902270657732
EDN2,-0.01749002271190973,,-0.015979430757884234,,,
C1QA,0.07215634996033447,0.04938909689478804,0.05036537924200316,-0.0010286508041000115,0.013273031519570065,0.043412542298704865
UTS2B,-0.014586212159318919,,,,,0.02655312360474051
COL9A3,-0.022999424112255504,-0.03637432311162515,-0.0362509206855613,-0.00986466884945809,-0.05852918346776166,0.04203316646745719
DLK1,-0.011879887013191015,,-0.02539779859902623,0.07086112650409977,,
HGF,0.00770485989380312,0.03536732878565851,0.029881282471175913,0.006277746501037986,-0.007907365245957476,0.09738176172096723
GIP,,,0.015244266008618468,,,
P4HB,-0.05284035010025314,0.073876833265744,-0.058102252113345826,0.006903842712986746,0.045034848722095344,0.04924758883086567
ADCYAP1,-0.02400767299376518,-0.03659840694705134,,,-0.0022757336008226068,-0.00935310229639905
GREM1,0.10094619395438265,-0.020334081083460114,0.008545280408071966,0.06769292443362707,-0.0627157608497185,0.025693524146869977
EGF,-0.027103348415061377,-0.014221880965072306,0.017017252222093854,0.016859543854484092,0.004329650379474165,0.007331820194387671
VEGFB,-0.03342548346160747,-0.05618267134639634,-0.06135523229179915,0.017621410971630874,-0.03248213710910856,0.03013316897567832
FARP2,-0.016405984007851402,-0.0040292518219557615,-0.05823617062931998,-0.0029822891250657567,0.009976144158274573,0.03402577297080825
BMP3,,-0.023714640676981678,,,,
LAMA2,-0.006560658112017988,-0.003583718093192039,0.04500173285350109,-0.048247154156070886,0.02259261187502719,0.07995402168692223
NRG1,-0.013021018083699328,-0.054986920191638936,0.03316575363944679,-0.06124688649400904,-0.004142251851384801,-0.028971717272104448
SPINK1,-0.023781843674214525,,-0.02716362012954694,,-0.02629174781773782,-0.01410004260817418
EFEMP2,-0.049536630215063326,0.008844345843944088,-0.060319260511005335,0.02396517045244383,0.007318942286016127,0.035744003924977404
SELPLG,-0.021102097910424757,0.0021474189521210546,0.061588889054004295,-0.051327809353899086,0.04126654825878808,0.07172540115759758
HLA-E,0.052557452047721546,0.0207798732081946,0.006743373509760701,0.052386088657712215,-0.030039091317503475,0.08813394175703829
PTN,-0.06221666170141072,0.05799052373082098,0.10985961657078941,-0.04843264834714554,0.04184315714930151,-0.015190282688281764
CD274,-0.018256155745883008,-0.011178676452360788,-0.002234283299130399,0.08793250778572563,0.04746754721129552,0.05483342605951493
FGF10,,,,-0.06084465355966863,,
CD14,0.004769218145399316,0.07978667998029279,0.022143857661027104,0.07112931551759726,0.07826505587393442,0.049915823028239374
SFTPD,-0.014934789662754355,,,0.03215281928939941,-0.036922792777555544,0.016567951099955534
SLIT1,-0.031148480532943248,-0.02453503056269689,0.02269662080015126,-0.018650161075114677,0.11795178496665924,-0.047891148480908335
CNTF,0.014282811920712157,-0.009031231212679647,,,,
BST1,0.02892584201776697,-0.0519672742498199,-0.029641118612005482,-0.02308989781838286,0.024457388380782444,0.019173761012719392
AGTRAP,0.00012084578383501266,0.06337569874048293,0.0029741641687400316,-0.03965039921169202,0.05525104733867176,0.05308231715657393
LAMC1,-0.023328734094478474,0.041425496434017654,0.006548741558092014,-0.01756363673127878,-0.05866508864488019,0.07700111862785615
COL6A3,0.021556269941718154,0.022238490602237912,-0.029905487581905685,-0.05624652475772394,-0.0057015585373162165,0.03303030388914863
FN1,-0.060666058315077286,0.042395126617811266,-0.05052084560531462,-0.10303506336847015,0.03462658082008889,0.0293573206908634
MIF,-0.015063908104532299,0.026660708263363628,-0.06129988238894253,0.07445465168744773,0.07510360151562015,-0.011321495632556711
JAG1,0.012411213194125068,-0.014258934121401565,0.06305273629315566,-0.039163499139508,0.0009326127249892961,-0.003902685556110491
NID2,0.029959604802606944,0.07306722779529748,0.1116314515406545,-0.09578498003611201,0.021288330402378628,0.07108488432517641
EFNB1,-0.010548731290283239,-0.0006213232467197724,0.04818543464829324,0.03451662117723272,0.13137960579786923,0.04122478958370035
COL4A2,-0.023042904427207838,-0.038248363920884654,0.01642878610277889,-0.04458041400532162,0.059644830079224984,0.04348469563256423
SPP1,0.01687165697168745,0.05163771770839536,-0.04365139929680805,0.10370666532466442,-0.08280588123272646,-0.03144600409845998
PODXL2,-0.016490011618612806,-0.007399734605265053,-0.014413928925476771,0.004279269067435837,0.007293191921852511,0.020118312143642802
FGF9,0.014739017598076507,0.004232651264136498,,,,0.03595431396442631
ITIH2,0.06956792482077623,0.006286964516849003,,,-0.04382598197911196,0.07029405539021813
ADAM10,-0.02877897693972687,0.06336586990194112,0.011949303220024098,-0.026090615124268222,0.019452708112023317,0.0038088322048524456
CFH,0.07898285343472208,0.0013548063417290282,0.08204279442321939,-0.1007245585585591,0.05204740232188646,0.061276662298525277
COL4A5,-0.02272884061899651,0.01939642520951134,-0.024129011016873703,0.05718579253781178,0.05896939105317138,0.02291266667952641
LTBP3,-0.03391195116438251,0.004504546256573381,-0.04553636224426776,0.013206403310552532,0.06466340175877383,0.001687666975357092
GNB3,0.04871260571778205,-0.05542839826226365,0.02230869328645954,0.023046899919822943,0.043066945567967654,0.013053273670483513
COL6A2,-0.0035132906024257916,-0.037982390119372024,-0.016175786786953857,0.04144401575934948,0.0051567743426993015,0.0650587021332679
GDF9,-0.009356142403852257,,-0.022293537061927042,-0.03532741076750352,0.02797566954378546,-0.0324617727276216
NCAM1,-0.02725967536142537,-0.014184324145155329,0.03953315618434388,0.0470719175288275,-0.0837687301626192,-0.02054706688592676
APOC2,0.09063613286337448,0.04854047365422733,0.1305672021244458,-0.06908298822855753,0.046848441622130726,0.02236350119886324
BST2,-0.02060901170001414,0.07091985264068136,-0.028313043778530413,0.04386126047466047,0.0390297987453829,0.007687983966444102
COL5A1,-0.009234303626687191,0.021951758332120708,-0.02254387918283927,-0.06384050086525143,0.019968414865346788,0.08358742800276175
CALM3,0.025581101238976882,-0.03626813428255751,-0.003162099358277778,0.00033845139372315204,-0.014490018689598781,0.0684147726083233
THBS2,-0.0383125261459864,0.015136827634506024,-0.023897668733572196,-0.07581113314435654,-0.03459914143974346,0.04673829902913467
SERPINE2,-0.11939708695712668,-0.017117018263145496,-0.05107146002795626,-0.08930851199740572,0.013442780103879533,0.0029959902202842444
EFNB2,0.015798130000085432,-0.010573862701171827,-0.001534961991587173,-0.005021079502359303,0.01905012055869239,0.03682298919972646
PROK1,0.03460866441135937,,,,,
MMP9,-0.014633001260713525,-0.016001037934541783,0.061952455924914274,-0.06165322315772798,0.0989957171033278,0.03601119140101335
NPPA,0.013656408327093784,-0.02192127646576631,,-0.03052483680195908,0.02450545837888161,-0.029259776611623385
APOB,-0.019200560195417278,,,,-0.0034227081740259764,0.08114888120979144
C4B,,,0.029966612960841715,-0.005815127750414608,,-0.033558254782265234
NTNG2,-0.021014106681004643,-0.019734739647739544,0.05743281892334626,0.0155417970802079,-0.017683716321566893,0.04249205901145806
LAMA1,0.04424028092466907,0.04623237326449026,0.032543070651404174,,0.05868399764563878,0.039352710069452464
UCN,-0.01767327981629369,-0.003391824127411827,0.02775512675920935,-0.013582553340662305,0.0012567610054051808,0.015663217636354552
ARTN,-0.0157746143284018,-0.028477479419785425,0.020761312752811886,,-0.031771641519749996,0.11518411752089804
PDGFD,0.03272399097221258,0.014466123332994834,-0.019025495077552478,-0.07703033426038923,0.028801862096605017,0.02317534352457438
EDN1,0.0016868595295584927,-0.008616001933041129,0.10991424581225617,-0.012141770791456613,0.07342233336677648,0.07168681707005249
ARPC5,-0.018819960866881872,0.050908624693559223,0.05690527155592953,0.022625729575755205,0.08846473580583113,0.022649891723377474
GSTO1,0.05887631292617608,0.05797677567121819,-0.007896085328150173,-0.015335082141491383,-0.023467304290915345,0.06518393297182101
PROK2,,,,,,-0.012332706173309156
SYK,0.03331261633091447,-0.006494770424497418,-0.01243135652867567,0.06492078183527014,-0.02350663403637165,0.042704277438902184
CD40LG,,,,,,-0.0061966420667790316
ST6GAL1,-0.012506657660492021,-0.01174353589899174,0.1218058565698621,0.06486171872708629,-0.018308466490898387,0.03714063014321367
WNT3,0.05053782883381765,0.014201511836881658,0.021060251699274002,0.009125458737297433,0.0010708344141431578,0.07540047115249796
HSP90B1,-0.06424530545477632,-0.04552464953111772,0.000866253315503775,-0.015525867468443803,-0.09150464285520009,0.017047804797887006
ZP3,-0.024007674754524626,-0.025391581872239145,0.007265303575066758,-0.005237985803049845,0.04499423285667772,-0.02667406359241868
NRG2,0.005469181599374209,-0.03218450102871792,,0.0007375109673940581,0.0550633317176665,0.04882294024959055
MELTF,0.0017460085147116043,0.009544812335160661,0.01497212757918396,0.0642092657900652,0.0069124282135211955,0.051953479178787045
NLGN1,0.02045315857883851,0.02715434426731098,-0.022449928160133033,-0.057833706342844377,0.04005172704244059,-0.03464383772136259
SLIT3,-0.03464145152513038,0.05032495527572904,0.01801985022209538,0.017320708621207694,-0.03415054694919532,0.032643439720913714
CCL8,0.01986606853499587,0.06550891905284285,-0.019285574636236247,0.08391953166794983,0.00034716428241210803,-0.024139008977138242
S100A4,0.01934049355004691,0.1153599343533081,0.026153007333392816,0.13339070863238198,0.073835992447004,0.035819912737622236
TNFSF13B,-0.003751204894403346,0.03602079888956366,0.031838914266877884,0.00585426467323369,0.08348330552592526,0.06683524903048568
HSPG2,0.0270212797708109,0.06126455860029473,-0.06306486016229067,-0.02654950849906963,-0.0022581816671008274,0.04926534756434128
FAM3C,-0.016536253654746143,-0.01630261331791332,0.04333116185412766,-0.01504182170829807,0.052664506816184266,0.044089940380166254
FLT3LG,0.03464335126022386,0.008918096419846937,-0.022068016195672027,-0.02427883498196756,0.11127395614380951,0.05377592413948657
A2M,0.03595906362073269,0.056613409258835366,0.049421029708890764,-0.0120248020608679,-0.030331101710499596,0.039548214017519664
VCL,-0.034491096317741034,0.03695909888447236,0.013809308816375265,-0.046898134735272774,0.08351298156970201,0.023733470290792865
FGF2,-0.00476524429598289,0.03977706730653135,0.008734024405358106,-0.0073809448841084,0.029994148344540852,-0.013981292707769422
AGRP,-0.013298710277897797,-0.02129261833763726,-0.01576482855337651,0.015969877493363125,0.024655476060943624,
CNTN3,0.027810533051104584,0.00022231379170762876,,,,
RNASE2,-0.011114296492313712,0.0575868109417117,2.7902962637250506e-05,0.15230120238037934,0.07976679938617973,0.05212850690500679
ADM2,,,-0.022449930622421784,,,0.023257636741369263
GAL,-0.004652151831608347,-0.04352126937872192,0.04357967971338843,-0.003635445407904146,0.051290653280828796,0.023916383301570043
CXCL6,0.013555001558202462,0.013899868145971076,,,,0.023583540582238997
PDGFC,-0.015699141110842755,-0.03383661732978735,-0.004903124627079749,-0.015083732305036122,0.08027372793814246,0.03991225125083627
COL8A2,0.00259511745454585,0.06503265669554835,0.020035497207446785,0.0740797307685381,0.030048416495817052,0.09024598330962628
SPON2,0.001695319055843595,0.024249033412619504,0.04111120284211674,-0.03206409112462215,-0.006298788886973855,0.09551035161840653
SEMA3D,-0.011463334510223527,0.009358117353279087,0.0785296962541234,,-0.033623430960646704,
BMP6,0.006969804039964271,,,,,-0.02368782577713186
TIMP2,-0.027384477476112393,-0.0065995649303735825,0.02767154126293511,0.03346361315656911,-0.03301059672616086,0.07497042374180335
EFNA1,-0.03652177102151426,0.10660202266038217,0.09055179079285512,-0.0037570194958832823,-0.05001001656830437,0.055270058835853834
S100A12,,,-0.019105872087690084,,,-0.02113627488420806
TFPI,-0.007123426556202114,0.023486907946067823,0.029082855961748352,0.1191558344448673,0.06887901072778602,0.06678846395181474
GPC3,0.015018540021539782,-0.02283418598513836,-0.01837086542603148,,-0.025146763791968892,-0.011458459251012774
NMU,0.049726109080797366,-0.028963319899768133,-0.029705542837759304,-0.0042556302776450465,0.11332536399817264,-0.010309991317612987
SCGB3A2,,,,,,-0.0067473534245910275
LAMB3,0.0063751244966876045,0.004684353634832092,0.044470534183376105,-0.020821141641077137,-0.02935212501120557,0.05121942279686658
LGALS9,0.03724407013413954,-0.01614794570117949,0.01764926156192225,-0.055043443553761284,-0.04319434495582458,0.05230123365622578
VIM,0.019292053865728388,0.031424903790149845,-0.0935396194300827,0.133499675563193,0.13050081083757045,0.06230031214260113
PLAU,0.02097237315411441,0.014627148955090413,0.026933613706981524,0.06328328433831593,-0.03476953427843417,0.014768997565919756
TGFB3,0.05226700473571776,0.051811408859589056,0.07193083797133933,0.017058645727545556,-0.006356153806792449,0.06985743406630272
APLN,-0.0014200642509336716,0.02249715209278514,-0.024138192821463258,-0.08033012243994167,-0.01283439497007055,-0.035719614622630194
SHANK2,-0.012433165750999632,0.04076132115823018,,0.05055528336831058,,0.008005037955976771
LTF,0.010087206657881181,0.032925911750606246,,0.05252453115405021,-0.010168612771760066,-0.07433366025747652
PYY,,,-0.015103731023653234,,,0.10484760507299618
PENK,0.1058509219629013,-0.043218227400001905,,,,0.009983415732765906
CTF1,0.053895632253755564,-0.014529743626305422,0.027325498900819572,-0.03333763943610848,-0.04827959002756774,0.014065797274950827
COL3A1,0.0740808666549879,0.06206089476885318,-0.013604159658675678,-0.0876642291058853,0.024223994869924013,0.06289434654834357
S100A10,-0.0011577599011510695,0.040045422573447606,-0.07229939282381712,0.06291100028850412,0.1484227210451951,-0.09689316998533486
FGF13,-0.02924588574742886,-0.04024335640958942,0.0010504476305338124,,,0.06869219663706079
SEMA4A,-0.056093148321566685,-0.0022424671930528248,0.016151037514922792,-0.03024377474949624,0.013256427830347308,0.0420287185795311
EFNA4,0.020873142615015116,0.09395620660097297,0.06754265721992281,0.03426314643868792,0.09924486752887925,0.057950835082088904
HSPA8,0.11746637680608846,0.04170151309306716,0.07413266923618957,-0.02927000973659339,0.058834182779460106,-0.04043334647572333
NPB,,0.01955490169349732,,0.02822000772737331,0.09050342291112691,0.0248335245857907
ULBP1,0.10314847936035937,,-0.0118177657243382,-0.05640695283827128,,0.03736588771559817
SEMA3E,-0.024758339478670892,0.004327402097168931,0.04848197477762038,-0.005484500408791433,0.04136402973463649,0.018552061694711946
ADAM9,-0.00927091307583617,0.05973419761607783,0.02842084115407334,0.020483013383936977,0.06270507736540117,0.055416128230981125
ASIP,-0.019740844640619457,-0.025410915833128513,0.0018101916978019393,-0.031751347126162136,0.12326098880268156,0.006232637606197896
IBSP,0.07378991152402763,0.0514782912504224,0.0631742457907029,-0.07884952785275456,0.0459568869197898,0.06095752692622573
MMP12,,,-0.017014129250366904,,,
FAT4,-0.027407046658039787,0.04450054716059784,-0.02338658632737389,-0.061969084374180805,0.07283003254056608,0.04711931061682764
MDK,0.06272947928607879,0.012930833067744984,0.08167638007822012,-0.03962705446908608,-0.011641274702590276,0.04287453032134063
BMP5,,,,,,0.04162973529656469
CAMP,0.05515727418916583,,,,,0.0419378831734885
HSPA1A,-0.03056978968403503,0.01785022951899089,-0.0843779187990963,0.08522374142516564,0.04657064685090013,-0.014202431803857836
SEMA3F,-0.002387193397303584,0.03545958081826205,0.006064326544211759,-0.045067959259486506,0.05098770202500788,0.09279402115747087
ARF6,-0.045645983650569294,0.046903862499464405,-0.017743314429634522,-0.015923020399305588,0.048030442888196,-0.02782885605409414
IL6,0.03067274900797309,-0.02099431390352272,0.017897011101759765,-0.04341662245493679,,0.05623563136654816
CALM1,0.05778420404269053,-0.021496120513625674,0.05145967500439997,-0.0629927622697069,-0.017687458217464116,0.012870660570720947
VIP,-0.008167468354627288,-0.04337636287413988,,,,0.03816541682265403
NMB,0.05813037313062456,0.03443948126636223,-0.04520881163388225,0.02434402298022661,0.13780172720669098,-0.033358948753439525
CCL26,-0.003872436333957667,,-0.052542598957069364,0.0631696898672646,0.045354492777561324,-0.008921406369083383
FBLN1,0.018099920654505424,-0.0062380701905275626,0.020301083252745402,0.044817195208107195,0.06967690579953927,0.03150174688385297
SAA1,-0.005037274203566685,0.04582631747895603,0.0021908040440004406,0.05223338446243322,0.023230837497450998,0.05137802282186217
MICB,0.03760527129154526,0.0023514611932743735,0.009196279294801126,-0.008398262607298854,-0.013187392624806962,0.04995852806342151
MMP13,,,0.10172438991934461,,-0.025533608436551964,0.030534022522899558
F13A1,0.014467516797295937,0.031962227499505724,0.1004042176553652,0.003180247751141054,-0.03845817128586406,0.04518022994761477
CXCL11,0.065306971829739,-0.0216090790924223,,-0.03587780427995338,,-0.03080376900237695
COL5A2,-0.0061813509475011266,0.04414665194043693,-0.0226840102440172,-0.022628491746784274,0.12277103059085605,0.07104812292392021
EFNA5,0.06517167101336427,0.018196236755399487,0.018857403627557185,0.11781756278499078,-0.025146785819477265,0.03856894162262278
AREG,-0.007108106277274769,0.12337767810178532,0.07757758762649286,,,0.09160015037903403
EDIL3,0.03099094976401672,0.04950514017315781,-0.053864659564178075,0.0024745651427789572,-0.1368475348600241,0.11966937800432638
CD86,0.011204855863065709,0.02137041879139907,0.012099048525213697,0.054616930777185824,0.08303990156318682,0.07192417534209837
AHSG,-0.020910730760740542,,,-0.03420384347453,,
HRAS,-0.01367286031333884,-0.036196622710610686,-0.06584048297092142,0.015941790671732292,0.023249510021178723,0.09472706348646051
C1QTNF5,,,,-0.04702758309221336,0.004858156310658751,0.04945536813978658
RLN1,,,,0.12529450794658534,,-0.02899786805250014
COL4A1,0.01826445960771788,-0.03332418335608247,0.013725465197845663,-0.050896287624935276,0.04378000443618429,0.05122342578569179
