,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.026274435633560845,,,,,,,,,,,,-0.02242928493022412,,-0.01710444253629191,,
BMP1,0.051550419567189254,-0.012672542100401349,-0.021767005052968746,-0.04146171933279484,0.0340248843838672,-0.01553375860961699,0.012559963831161617,-0.03526095775503333,-0.03661312762833997,0.03316532768898787,0.059967906809497984,0.02018329335252855,-0.06724631224391368,-0.03635530918341529,-0.11284071619879397,-0.013659238802801038,0.017625043860673158,0.008022719360381595,-0.05817008869687057,0.11488390583504426,-0.016435079174762456,-0.014814032162647673,0.07920510786775178
NDP,0.05957112020363952,0.02558662082764891,-0.04667568290244591,-0.015618648930277772,-0.0006097754489448246,0.0763628513027694,-0.0504082747874212,0.016573405417133865,0.018367549415341064,0.07318497067032632,0.04085679705701224,0.05364263496257394,-0.01681795591376685,-0.09644871389003583,-0.04202643782856509,0.051907427245336826,0.06942305821059673,0.025492941461849765,-0.037837921823797485,0.008255722106062012,0.05221775379093244,-0.055724113595142045,0.059469396446173
TNFSF18,-0.029419578070775537,0.0003895420541789793,,,,-0.019666592988301375,0.05869276518169334,-0.015563755918415786,,,,,-0.022534320450624958,,-0.0032920752242218392,,,,-0.02313092564841187,,-0.014470041758931405,0.030416031353823664,
IL36G,,,,,,,,,,,,0.0006024822748147818,,,,,,,,,,,
RTN4,0.006320214854608783,0.05223629971613912,-0.01242759415341488,0.0027741868948233466,0.014969410035384427,0.05638986345778686,-0.04060922105000285,0.060368230458558825,0.04672043370203084,-0.06488183765638872,0.016252007447295023,0.0023846712764859887,-0.10165423665472594,0.04904960439212582,-0.0820444463935072,-0.033529769891599566,0.0552470726370477,-0.07284041191973221,0.037862966476145246,0.005126024839689913,0.0598810932445469,0.033406522102704034,-0.040458013977048415
HEBP1,0.062017555743529115,0.030962821746869262,0.10399160588111671,0.016366414998624335,-0.04118563260467938,-0.004066215462626857,0.009288398435435725,-0.04346089974313146,-0.00824980113751492,0.00012731034753634053,0.041571005472166515,-0.036390359906124506,0.028872035496064426,-0.011689367324327756,0.06832117540367076,0.04616157399223548,0.02733229664679808,0.05467210012419884,0.032098069355352046,-0.020796732367256116,-0.012547235140973983,-0.008211889095294422,0.06904652980803222
WNT7B,-0.03238567476085678,-0.02750767422288043,0.01257077068914682,0.06760444789386008,-0.05771991815347076,-0.01551670774372646,0.02819884233288783,0.036982120391876816,0.05653035165526057,,-0.045622036350358455,0.07491070109429138,0.03623925637201307,-0.06967531299785051,,0.05529576551369604,-0.050110645134230844,-0.047226067325200155,0.00010461248413345183,0.027728689345010587,0.013224559221912673,-0.005402745970606163,-0.04547797580612547
PTMA,-0.06201224524753372,0.028262877157640483,-0.06665257889947243,-0.0531651311107943,0.031313949633746785,0.02348572752279396,0.016488500325639508,0.0034820953586438227,-0.005837207672006853,0.09607639651283201,0.024658176969658063,0.054213395641783055,0.04256759916428754,0.06815756821029273,0.015197140773368449,-0.002643004051085232,-0.07358884115977034,-0.034706508616062705,0.053934798869835966,0.02509005745624371,-0.04508487459179476,-0.0017369349359601777,0.07662183884444364
FASLG,,,,,,,,,,,,,,,,,,,,,-0.014834677176461086,,
CEACAM1,,-0.026581639609036048,,0.024643019577835407,-0.02406768389141782,,0.08316209286521543,0.020707404129757002,,,,,,0.1013748630241933,-0.03279148403014183,-0.03382837099792327,-0.028079466019277438,-0.02287883095060291,-0.018273957351281105,-0.017930080553051366,-0.02064027447356129,,
PDAP1,-0.007775223156744151,-0.0028445998652330746,0.09857584922595373,0.02008752598833852,0.01344640366567986,0.07803456111265925,0.062341442290519855,0.0612848353094279,-0.012350366088971098,0.03485574320758119,0.006402817749756057,0.014539870856990593,-0.020794719222480666,-0.007940481534264328,0.09767534870552286,-0.01833944523275745,0.024578009876845414,-0.015836653194970348,0.010252978466570745,0.018986098836626063,-0.010078594698197475,-0.008108672268752642,0.1276034399886864
