,UKF251,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk
DCN,0.013685469244204183,-0.04107987310685447,0.14411316940347788,0.034092150159456894,0.020919788129088325,-0.029314140788109882,-0.09132714556149564,-0.049517476443157814,-0.004283045712804753
RARRES2,0.02269713056977722,0.10824126700139593,0.1325648212022891,-0.02869269231310409,0.018125528360039556,-0.006426116110492618,0.0362466093695952,0.01881953119177911,0.04119189002952774
SEMA4A,-0.011873903839870466,-0.10820421690365237,-0.06601169804578208,0.011178777079304753,-0.03946295543918037,0.019055881882909725,-0.009083086650170541,-0.02265394473234538,0.027127771475645927
GDF11,0.014345029655578224,0.0967457842255422,0.10688745219655307,0.10912982825275723,-0.05140983985228716,0.042468198903840716,0.03126096765507595,-0.014304824364708528,-0.0018446014817702994
GPC3,0.046776513434006226,0.14664997976675265,0.072248797683284,0.0021519808138833157,-0.025214624375887163,-0.015353258960613306,-0.049876335749689714,,-0.05533649425918486
OSTN,,,-0.023519148280394888,0.007879800251277878,-0.020242469466193957,,,,
GRN,-0.021563164011140768,0.05601966873262728,0.13555823641742012,0.01863863585560131,0.03156913418809697,0.03767088179794443,-0.020455658115802466,0.0009821807466346294,0.02861428540964304
CALM1,-0.02953603695779226,-0.14903562358178987,-0.10427608455233443,-0.009052133788359562,0.01956440383082649,0.01337401311993142,0.015373222483718762,-0.14175278812571443,0.03278341160922479
ANGPTL4,0.028486325680089294,0.05376544068008444,0.040743578600666054,-0.0007745796438475541,0.013858292652001062,-0.08424129972236447,0.051291087991728795,0.05456662225613806,-0.014583767047451889
BMP8B,-0.03376297764047802,0.12290473603010357,-0.005393171935871814,-0.0007734289770068667,-0.010917754964703466,-0.029854336984091342,-0.004157155302462041,-0.11254182100611809,0.07042968740153391
TNFSF4,-0.004955884932402995,0.020380673383468342,-0.014884119489611781,-0.011922265731355438,-0.014776919632280365,-0.013663359747863682,-0.039837496090465926,0.004146099875531256,-0.027238156315123257
RBP4,-0.033570527038139855,-0.07359876227822185,-0.08976391277419271,-0.05213815946174885,-0.01577131276360794,0.08684070483569672,0.10756796975670053,-0.017520564677885868,0.019655574313110807
DKK3,-0.04943354606653376,-0.15582191204413537,-0.1490341523280697,-0.03760683386959935,-0.07568772398496833,-0.027316812570968973,-0.08149699569244209,-0.07692296702382177,0.0175042287036201
COL11A1,0.0504602244480249,0.17852222165539586,-0.003391293807142942,-0.010650111761119683,-0.024037214700272765,-0.05672213193834507,0.033947050875814115,-0.031798191587869666,-0.002047880972235604
COL5A1,-0.024397325735714466,0.10449552657614915,0.13336471567805266,0.058166826100642756,0.08661447705937987,-0.055550343799106575,-0.017912131117311467,0.01806012440007191,0.006661516435244593
KISS1,-0.04406678025103137,,,,,,,0.10029425732666415,-0.021503880428893087
MEGF10,0.0416059467525638,0.08192976411420723,-0.02802060801286842,-0.013797273194467566,0.05585150141301676,-0.01990414520881557,0.041051014575282416,-0.05923212852170879,-0.003055083477698155
CEACAM1,-0.01905106492186362,,0.008936085355153925,0.0011613988166938281,,,,0.0515904042412988,-0.018212104615691137
EFEMP2,-0.016952111308731883,0.022522535877644856,0.07165178351423747,0.059293953678309606,0.03257870742614788,-0.030647626642033018,0.04033958494093488,0.0071929081096977245,-0.037672205646005597
IGF1,-0.040064025212870814,-0.0059766958775346124,-0.032729570048880295,0.0016963064763211653,0.007546082454450108,-0.033257915344327725,-0.020957539675841307,-0.024552937151488912,-0.01138608810930477
COL6A3,-0.026776407951438194,0.014540424192782089,0.022311014358682584,0.01996845694159677,-0.02593771389787626,-0.04289475441581649,0.036771959566276206,-0.011489747821285572,-0.04423457198573511
RLN2,-0.018332147740922938,0.04490796442732558,0.08106006008715375,0.03412454410926667,-0.012474702958267577,,,0.07502585170483698,0.016981249889415455
WIF1,,-0.0862572974260822,-0.07853297893027654,-0.017458896873054252,-0.007962446841381027,,,,
IL13,,,0.04855602004551591,,,,,0.2320853184656619,
PLAU,-0.03317591200894685,0.16360268458707902,0.1526721774738393,0.09859816750718242,-0.03097969342993268,0.01392532486293127,0.06395789125085237,-0.008983901496697757,-0.009634868788251968
CXCL12,0.00590698402913447,0.04671720666244418,0.07924624557979484,-0.00813986550582871,-0.028747794753769765,0.03236763444156167,-0.026380734955783185,0.02431405869279681,0.01273747978373237
MMP9,-0.017329536418389004,0.010001824101676507,0.2163166880142608,0.03691842707804947,,0.0944248764026704,0.012123439791789438,-0.06509476504859328,-0.0386694169764043
TNFSF14,-0.026081875934750812,,-0.0006122137688651915,0.08483061586460623,-0.012332314609816883,,0.014264787508448746,0.03644805256196368,-0.019204148487117132
HBEGF,-0.004816407042988566,0.10227444780611324,0.09441503456077224,0.09112717127014767,-0.030107956127676135,0.06849701494971798,0.01003472023816955,-0.004242472385108829,-0.006106078358845225
NUCB2,0.05686226136159771,0.030598483916375156,0.10167132950316789,0.06550781813188826,-0.017701589202953203,0.06535494239975569,-0.02084940933355222,0.0796466493208172,0.07232741082180824
VCAN,-0.03198944283017026,0.16570296613198057,0.07385113617173687,0.049791188469018324,0.014234520636456563,0.02638540668911903,-0.010262034109481871,-0.05653755195120736,0.0033285166991759364
VEGFC,-0.02677641250011309,-0.016701751637073953,-0.01625081989258418,-0.014337540141179404,0.019778257799792424,0.0016648438827597356,-0.005220434678542209,-0.0002944038921859206,-0.024921657053597022
LMAN1,0.02689532524001345,0.043982658888621164,0.07901817248685988,0.010090284908031395,0.008259990825966188,0.024002998525947887,-0.04208775534506942,0.021738014515185405,0.027520581313608877
IRAK4,0.046008110739530435,0.05338512888433131,0.06431376853945213,0.022030567186671072,0.017492417179945322,0.029151621302385338,-0.021072654430927196,-0.022724091628318642,-0.01828788975404855
MICB,-0.049933846149981184,0.0096796674563792,0.0531568061323022,0.050953894607871225,-0.021877222446775455,0.03797024960165536,-0.03405620871292811,-0.002503521076690954,-0.026806556185600194
COL1A2,-0.05249467086145109,0.0408961483879242,0.19031172361581633,0.0077054138993760835,0.060325740331560546,-0.07621950501373384,-0.05224849173649975,-0.060283758888612766,-0.035365526969010214
ICOSLG,0.030698733239050174,0.1415224805867077,0.08415251597932162,0.04546174582006992,-0.02134443148327696,0.0489360070228828,0.02786509451789292,-0.02855799791263323,0.012178797558879222
GNAS,0.016558651398383164,-0.13366413124568316,-0.10541729221785151,-0.008306961259450518,-0.040184759824510696,-0.07411278999775937,0.08009036196296485,-0.0068595637016785225,0.021922168141573422
C4B,0.0778789219739645,,,-0.00799005144286057,,0.013381693841779563,-0.001956520733075244,-0.04382162756984034,
COL2A1,,0.0730562249254731,0.03629833620111317,,,,,,-0.032082174087906014
GSTM2,0.08406408031654866,-0.015128921071189006,0.02582416169630353,-0.019511730692991096,-0.014901286494760507,-0.022242231993421752,-0.01883862329667506,-0.010353410359228985,0.029973372888428686
NLGN1,0.024473586756131017,0.11198385020174892,0.04656034550944512,0.013382110411682361,0.024071935086041895,-0.018762293049149288,0.009005562064046508,0.0073722228477448686,0.03837628205643146
SCGB3A2,,,,,,,-0.03295454456659046,,-0.01752252680878218
LEFTY2,-0.01928504296378234,0.07719749405492918,0.19050303859095136,0.056387958429494,-0.012332314609816883,-0.016266635503326164,-0.11120059575292932,0.06068039400724756,-0.016438701668025146
ACE,-0.041287272744309725,0.022668396794734997,0.20028136089771048,0.02450883506654215,-0.01655569034004971,0.0789084636596392,0.013091406243679897,-0.05787016300386737,-0.021964561645598464
RPH3A,0.028306224637088016,0.0033308640848153256,-0.0728398650368762,0.0002205773639706724,0.013512380384141822,,0.06806041623655253,0.013185607558821281,0.011027918950357088
NCAM1,0.03463305123851777,0.04964648406984205,-0.12499007553579168,-0.05349995416059038,-0.02134724192212202,0.03790518369119532,0.015496350471170326,-0.07499485843982008,0.06650577747843278
GIP,,,,,,-0.01769252971362347,,,
EFNB2,0.022510772102646737,-0.010375207333139434,0.026872408947757036,0.012382964574091505,0.019353800645615673,0.031519713844949795,0.06299659335274867,-0.07252631178485569,0.051151818056687524
ICAM5,0.0014217180404102632,-0.04985552705478739,-0.05052582831593471,-0.03268565234212497,-0.01223585949355897,-0.01280946308430431,,,0.04675561385336015
CCL5,0.10224535494509991,0.059077529418900356,0.026750553128579775,-0.002019496545318333,-0.018249420335728,0.14959557009581884,0.01333829222080754,-0.04694233178458432,-0.013448225513584737
PSPN,-0.006620178057848581,0.042211378923540356,0.033135182410202475,-0.0029146307196663648,-0.014101698530670526,0.08917350282078684,0.06703270367799417,0.05244616809517014,-0.035820745001856856
