,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IRAK4,-0.03373185478983728,0.011591968373297524,0.0003195022113942722,0.02075765772634374,0.04673334312958908,0.026842290098767617,0.052846549208051395,0.049163774727704265,0.05628901546538804,0.0914048844582283,0.02482668836976356,0.01259960426704909,0.025938647733694694,0.06095712784647036,0.011566238848049228
GSTP1,0.06462729426985105,-0.033511597959864796,-0.038422057163911914,0.0016446317795787034,0.08760932881413322,0.0077532000156950946,0.06354108260564689,-0.0038151365083257103,0.031527065858693075,-0.05368204433496298,-0.01886705922013524,0.012095857376390918,0.03257955484542786,0.05623759389097014,0.03738600649628619
VCAM1,-0.020897629689992786,-0.06461295154592153,0.036193417234361626,-0.039778402613323195,0.12241591016627437,-0.061020799590402054,0.13531534063652714,0.047929949866725975,-0.006148433172207128,0.04599921145708744,-0.009751342168462112,-0.03068883164540205,-0.03936443747915363,0.04671678124180396,-0.009817555302195788
NXPH3,0.045754074594388114,0.011238689337817308,-0.009830460547994056,-0.04592434138057885,-0.000232718737927215,0.00019885414457401199,0.03427872957885373,-0.029544838729535592,-0.06492041425878613,0.08785709705743601,-0.019092506473752057,0.07857236066108682,-0.06118761092989475,0.0489247935254543,0.02986187025312201
MTMR4,-0.04438916954005929,-0.042118773934796676,0.0015169389767728458,-0.0004785994098894299,0.0376651093459964,-0.028070767750228456,-0.055931335064240015,0.0016932042996599813,0.06914691363142038,0.04753748241360892,0.023306830046248464,0.004255511702932252,0.0050063993134736055,-0.01157956378509178,0.05993093114481971
LAMC2,-0.02344067106095935,-0.013931305109211076,,0.09525685103657566,,-0.010378592327352516,,,,-0.03209429002636259,0.02709152936717932,-0.018786824809738936,-0.01865693715765196,0.03597111981233216,-0.027819939526233253
IL10,-0.0054525412949000185,-0.006228755361344456,0.12569075505225583,-0.003965804982783532,-0.024899376884697264,0.02903791517346879,-0.010883958576758083,0.041512163786292015,0.10653069379257571,0.08923998924864704,0.017228761373242474,-0.0333086906794691,-0.01799640760303939,-0.02487765610936461,-0.0069395586535215496
SEMA4D,0.05136401223799967,-0.022898579182913225,0.027856115331404908,0.0012990084365410084,-0.028884168045120596,-0.00372285446769197,0.029662825136081056,-0.035241796000645746,-0.012120085148876058,-0.05276877342958983,-0.021804122305197283,0.02169801298878491,0.07151457631434738,0.0064124277503744475,0.09547590159695382
TRH,0.0060816492544872895,-0.021441225925330733,,-0.018387607527240293,0.05417832907204868,0.0675695771697049,-0.024514549657150584,0.059345663655231695,0.06222460855783684,,-0.02833042156516276,0.0014192448861249365,0.02606814460766773,-0.015714763999838455,0.04038573618004056
SEMA6D,-0.06160099322294537,0.033728812920724695,0.026980193551922337,-0.016783398344968843,0.04629006985553275,-0.0035447837910242705,0.01346696384796737,0.030895825791189425,-0.03471071161329152,-0.00510415283286016,-0.002630234811527994,0.05431520596119126,-0.0020525956231991927,-0.000998477926226021,0.08182476284251075
CEL,,,,,,,,,,-0.05680706571779154,0.01604790151148875,0.06514159048434447,-0.006606264845773318,0.06670922325175652,0.01995199172103696
PDCD1LG2,0.07946057540476334,-0.01922659919686662,-0.019573479545437717,0.06258235805254811,0.07049697585105942,-0.012546398720224877,0.010649505321416333,0.10656327228350347,-0.01919171688787531,-0.024678434023690382,0.014033508455825005,-0.01619088707350674,0.0005286670320563567,0.010137704753396945,0.02655115808187187
SPINT1,-0.03629330819098382,-0.035243778479486454,0.022601759498781692,-0.0022814538033789455,0.06773104541987464,0.01821091430453201,0.03886243361017787,-0.01817243048066044,0.006249912495465361,0.11404725864612014,-0.026765990946267203,0.07325915578041513,0.06526757867361274,0.048485965333761295,0.018679903017374544
CTHRC1,-0.01743304491531223,0.013821219192427379,-0.0252633367735302,-0.011323232537511052,0.02940591532354419,-0.009917245207511584,-0.05659505404963403,0.0421349329456349,-0.03168858838590067,0.006564280849607852,0.0524753739083239,0.054479686860134754,-0.03267910115149887,0.007997849701331824,0.10925961578230431
PODXL,0.018570346275085543,-0.013661918064370204,-0.0005576034567142625,-0.06430274883630839,0.09637922162829315,0.024739306734337444,-0.00924970708502911,-0.03037947577498412,0.0030211662374915694,0.07848544289333353,0.024019688474972285,0.011444595795600889,-0.024537080676914395,0.024870678570696515,0.10678604430887426
JAM3,0.013415526451760654,-0.027109162450545333,-0.04276533506918449,-0.005849827985919409,0.07487762011664828,0.0024173328493813182,0.006546936914871854,-0.002389624456172383,-0.08093524650005564,0.007071854052704368,-0.03558199810131649,-0.027553091997150652,0.05628678506809927,0.029165071751139717,0.06207527318185647
TGFB2,0.06162048989558625,0.006070414283909971,-0.014096776064849315,0.02355008569600246,0.12139966382540687,-0.030518364733377736,-0.005794707113147404,0.08407984728221007,0.1058063297799596,0.002153522818127975,-0.05202064437047655,0.01537110974427037,-0.03120595501478373,-0.043904067758322764,0.011350217549506336
COL18A1,0.04234041617230078,-0.0015905457635168303,-0.05253499558940365,-0.05568536156453288,0.045930974340107955,0.06277006890782666,0.011953673784334182,0.0398308084999142,0.03880353511882418,-0.005180294123093445,0.04543147400012435,0.026250283979989256,-0.006623234961574359,-0.006334109308981841,0.02849675766220361
NODAL,,-0.02862493072387331,0.023879263203184738,-0.029037607137935215,0.004714717366877433,,,-0.019014715789561584,0.021030200114671504,-0.008327303449677564,0.09105981401203693,-0.01767037007094972,-0.028066022424844937,-0.002353834228752744,-0.031164342051848527
INHBB,-0.0946610072003064,0.014160179511403307,0.03880468903523956,0.029088743560791764,0.09392044148840938,0.01732388410830595,-0.004687143740201428,0.0760325221393251,-0.07671584298778603,0.022075222126753984,-0.022105217959139382,0.01198875561954288,-0.062385685594046586,0.01773691956659448,0.07587745681100026
LCN1,,-0.013931308243811448,,,-0.016651623172711755,,,,0.011902713801929301,,-0.02404161893985934,-0.016687429521540148,,-0.015891624693472946,-0.01951331403715278
ARF4,-0.06279670685637202,-0.0021004122363278022,0.01221342374883548,0.06264023345086582,0.056108566549176876,0.01831969333166781,-0.03015491000024448,0.012172022022943362,-0.013047478070191378,-0.030361131108003595,0.03354353793751118,0.07014700681220574,-0.0822237213356488,0.028985106887007752,-0.03464606792205069
CXCL14,0.021788435433581776,-0.02286674878601933,0.00036574901176655855,0.033968228010566225,-0.03314230753050817,-0.025390169036861306,0.010410513728797552,0.005538112947917124,-0.002414965551683593,0.03671171818474613,-0.03938820180819334,-0.05105920900667074,-0.013723692225778052,0.003620242793509526,0.05798034661057169
LIF,0.00013374904374326274,0.030188842898560515,-0.02052632191368011,0.03525983328113469,-0.011696928051138972,-0.04718774250153761,-0.033316070327302945,-0.022906061419666043,-0.0052197560746649226,0.14197498122158514,-0.056868280853920296,-0.07929169749873409,-0.026362882212842928,-0.015263465613142724,0.011166109366076827
IL17B,-0.028017678545921028,,,,-0.013157074584402234,,,,0.05452595604893341,-0.030646066375057648,0.06456416162649425,-0.026719185470031562,,0.0035122335038006718,-0.02206248417078094
MMP1,,0.016804785762886222,,,,,,,-0.0030408116364365827,,0.03818620480512626,0.01801526655825968,,0.028195392037073018,-0.049374148097947615
MATN1,-0.022075319464882268,0.0574599275701747,,,-0.01745809483631251,-0.018226307229172335,,0.07966704840504354,,0.07595866394499765,-0.015758234722760157,0.04267069389794089,-0.01887239355875449,-0.01911251106958172,-0.02010576336633573
ADAM28,-6.908643861289078e-05,-0.0058139977660306656,-0.028849272910184763,-0.03422799660221057,-0.016126052729025557,-0.004464576221677616,0.08676740138481759,0.054542461133316615,0.02770716279825782,-0.010778485954849872,-0.06447941640683551,0.0369625281989811,0.0009083833967794231,0.024113327550197867,0.08864572037372223
TCN2,0.0566381517338664,-0.026589120953276448,0.01166338133150396,0.03448379546011908,0.09102162732867998,0.018882602452266858,-0.015326088934396218,0.012234081319322031,-0.002046230654222703,0.0394614874223148,0.03033080155474452,0.04892237144025548,-0.03806304323895529,0.053222058229412145,0.045428300652814585
THPO,,0.03538231708617442,,0.00783507305045163,0.023587610538073955,0.03501323595580403,0.0011048013589784024,-0.01126155355951921,,-0.032094306188551414,,,,-0.020689949834273854,-0.030130314428515118
CUBN,-0.005019406255022357,0.011171719630392152,-0.03907072945420193,-0.012897665048751264,-0.032682674789128015,-0.04045160936428392,-0.025431286011194005,-0.01258150979746745,0.015535963638720823,0.02050570558719574,0.0732169628351262,0.061939455482252694,0.021818021989320886,0.03421446326183659,-0.014072071115023201
TIMP3,-0.038423399604489934,-0.03391258623027742,-0.05920249047737574,0.02908971823059224,0.045483250927836866,-0.049037449683655955,0.004853194925456165,0.03805473787537277,0.11845230255951215,0.05151575761459547,0.024269097458121745,-0.010938414612076968,0.041177064835476306,0.0692695880863856,0.04025291576823266
PIGF,0.011241776212536391,-0.002669222317100228,0.04827455843954353,-0.02823425006753683,0.0845972227628418,0.026531393627400618,-0.06726713818748961,0.05629089832145305,-0.0032763567024148943,0.058903500882403204,0.040774908421386466,0.07207840506305951,-0.028216791834564957,0.02426988033357402,0.05791014156602934
CRH,,0.02637425707870575,-0.02035689265116824,0.00105768547386651,-0.025605817666079018,0.021847409883267967,-0.028371018159199853,0.02975651288521332,,,-0.018515648075198274,-0.01757061766844048,-0.015390066689840828,-0.023565245493863164,-0.04403479522190257
BDNF,-0.03998877057581802,0.051948345381057415,-0.018210439068135176,-0.044602493571622416,-0.08136836167351882,0.009309151215824048,-0.0012601243822550235,-0.012683401691763055,-0.031124596056011113,,0.017216878205752996,-0.05736954523957549,-0.013639941024581211,-0.026495364286859117,0.005887615502987144
CCL5,-0.07242084286809801,0.014739858355505052,0.02657817785436089,0.049871099635835865,0.04706492020408836,-0.030239310972391322,-0.0693635696150695,-0.015277651668241863,-0.004897138896846924,-0.03906288038819282,0.0292359862156274,-0.028651136459841336,0.037063213962017186,0.013689307370553178,0.001137536091825336
GAD1,0.006296843876837427,0.057355504112278945,-0.03534670500498885,-0.08078346253271479,-0.0319396860828992,-0.04740922359410052,-0.029761955599992635,0.004367976527140669,-0.052215828204634704,-0.0352699468607546,-0.06394275191196365,0.05631946327012287,-0.048634420105223654,0.0015278994060273139,0.015179987032729133
COL14A1,0.045544477651507154,-0.010923729571695908,-0.025402833147427407,-0.010556867733601162,-0.01615477478888008,0.005827855712957241,-0.05833246843662196,0.0319969501341303,-0.009078974512800412,0.07092382202789758,-0.07485137437106863,-0.012619198231594502,-0.03759552080854105,0.036399367788274004,0.014413719228489167
HLA-A,-0.017424288632326777,0.005691883567286017,-0.03152056778177349,0.04066123064158791,0.11469300008405145,0.02887504600739845,0.01686890176739709,0.05386077158581185,0.0362010124472758,-0.003423830643698883,-0.007343319106682186,-0.02248658672007522,-0.05202385654556591,-0.013659111941242884,0.022523442684500163
CD5L,,-0.016322184360039238,-0.020765832331879664,,,,-0.03451428111123111,,,,,,,,
FGF18,,-0.014768626708560663,,0.03042355561589893,,0.03870957716418316,,,,,-0.024733981732530115,0.04145639101869217,,-0.015714765260621644,-0.02760158360722322
ADM,-0.06573577485482292,-0.074276608662635,0.06435831950713032,0.09460595349220814,0.05907162350863992,0.030339450434703534,-0.030676395018791675,0.04027988939087568,0.12640273656855233,-0.09257065903575258,-0.07781813492927529,-0.02644993629381647,-0.043139750420413854,0.03208765354339599,-0.04326664452889701
CCL15,,-0.02723211880410962,,,,,,,0.09270479315598266,,,,,0.04618655149922869,
GNAI2,0.09644233638365127,0.01975133490050158,-0.011638391187906582,-0.04576368946985712,0.10374594676024816,-0.018186451156725562,0.046042998903638596,-0.009077074063781117,-0.004631613928676875,0.09532856504394428,0.0012628055599052904,0.0016325320761014072,0.08711973662312156,0.03343841011540145,0.06631436789899617
HDC,,,,,0.13875775594679718,,,,,-0.03821799500675234,,,,0.018671450119450487,-0.020105754260625792
COL11A1,,-0.022762162163029457,0.03767689767737111,-0.00802480515835727,-0.030274052572709965,-0.013716677885539291,-0.01711031412221574,0.07789720553129424,-0.08486642073155373,,-0.0885305880818852,-0.01711589034768483,0.05522830038027118,0.006364377952568277,0.09931348736933225
NUCB2,-0.024293555612854484,-0.012344767257340692,0.002306211556762399,0.02468737847576215,0.008874644183251821,0.011317897975498373,0.016600816321496695,0.03974844232787117,-0.008596273622076708,0.1039005069973578,-0.0009324947442716905,0.0020190906800273637,-0.04809293587926194,0.03693170656025713,-0.013014837092850513
FGF16,,,,,,,,,,,,,,,-0.019811607092129226
CXCL1,0.0035048873259084707,-0.004651232333297171,0.05248472956605017,0.0118088054687409,0.04986647478846282,0.049809092067874094,0.07837416016352758,0.13970612451716158,-0.02745518210053318,0.07949133447280246,0.061666165184231875,-0.029532562769725212,0.008270335842221773,0.02862377045787396,-0.03814701510674251
VCAN,-0.040407447086839444,-0.02467865078616297,-0.04157385078597697,-0.06994176738928753,0.04920631749728899,-0.006663854587664941,0.009276113532880196,0.024735195031964023,-0.004402914437125375,0.049677067630659634,0.002895608998420817,0.04899917190660913,0.020317837843232676,-0.02407931066011559,-0.016304026771126714
MMP7,-0.0484813019009424,-0.028459074245495333,,0.01778352339594705,-0.01215431166624113,-0.01800023825206642,-0.020311159625437787,-0.017405878334864094,-0.0654812973166637,,0.07069752297086371,-0.007156427827101334,,0.004031161233580157,0.01946079161674899
PTPN6,0.016425620562511997,0.03605928006758478,0.023539716675796258,-0.012326730854337166,0.05075207707059981,-0.015158125992410756,-0.018216908676787883,0.02738377409684816,-0.02364547782520922,0.01320694647300857,0.049963936055355436,-0.008894925545228896,0.001180474750399724,0.0010570566803169412,0.06104678988158231
PTGS2,-0.031364537813527646,-0.05839076133566864,-0.01948933862453007,0.07258171012393415,-0.09152225646323275,-0.0265261775518421,0.0261949526734899,0.02505655700819564,-0.03559997972218102,0.035520955005184325,-0.019459434663087746,-0.0027317781007631273,0.021383060309967863,0.000487109954096696,0.007496552373407206
XCL1,,-0.017886194670430157,,0.20461950256152284,,0.01783350700972772,-0.02664246226407172,,,,,,,,-0.020419151710933788
CD58,0.005483298899663329,0.02608081277984197,0.02437947998491781,0.0022940422399408233,0.06518668880677282,0.029139635541376597,0.07963569798982263,0.011359709332301203,0.06790349491722807,-0.090939720886998,-0.041403157610855626,-0.01058948630915108,0.06432174796906735,-0.005198512409108642,0.04900273625569696
TNFSF14,-0.05917197545822942,-0.01802218502806657,0.00702711542743206,0.0427582136656494,-0.00936008210530657,-0.04191267372283208,0.029286830542918627,,0.015616684372835003,,-0.019785884449158155,0.02862342391752368,-0.03926839977683367,0.09175319316206121,-0.01619558408723347
CNTN4,0.026451494689530185,0.01409056874364204,0.018209358809586202,0.017878990416004933,-0.043157450395543716,-0.005300759247743619,0.00550046899047135,0.001993824062590931,-0.030486205236466207,,0.008877337731565528,0.036606438551360046,-0.02368339413142313,0.0663785614901786,-0.030876633324906692
NTF4,,,,-0.018185208974533944,,,,,,,,,,,
INSL3,,-0.016022729366046165,,-0.013212942334673237,,0.03328408186395982,,,,,-0.0024952621851948263,-0.016484290823079027,,0.003680289411893036,
BTLA,,,,-0.007413989544033474,,,,,,,,,,-0.018044989025649782,
MFNG,0.029689146695855703,0.005400386025354956,0.03249518847572655,0.00914443473583393,0.07184218144114769,-0.02043556112978377,0.02807334834062212,0.03659755944873906,0.009623716241015347,0.012960525985723144,-0.011640701308937417,0.054962278684462844,0.03748815739826926,0.07439328750511894,0.03686802051367441
ICAM1,0.02798195527340893,-0.07097372199586055,0.03111285911621465,0.01448212657070036,0.03743992260334973,-0.03357699447254432,0.02885460996084595,0.05326181999424184,-0.08180374486939142,0.025658200602716282,0.0090029640843883,0.012787359753991265,0.0013257421771394925,-0.0035841477518984925,-0.01746837562674412
PROS1,-0.03640784507155784,0.02867812155239144,0.01311049485483678,0.06830096510870722,0.07758256073585303,0.059184050120346214,0.03609203735049325,-0.03322180214571649,-0.019816041162678388,-0.05055345953212661,-0.03647503583388851,-0.010487460319199483,-0.03987422276769832,0.03421906288749294,0.04035154114896182
CLCF1,0.025494291099954523,-0.03868296919089399,0.08688800157142744,0.10703123386877891,0.03126166327641951,0.01894784189226903,-0.03429780124749873,0.060942487781893734,-0.03335873428158424,-0.01787580954843317,0.034645395363682614,-0.023763478107780688,0.0532222308307271,-0.043485598002055544,0.017071844649487307
PSAP,-0.012809329684243198,0.05704491502657206,0.016907952781096688,0.0788308053534614,-0.13333133906967196,-0.01205835672056542,-0.027918837887910403,0.024048864876066993,-0.020296101875081032,-0.008719814570208505,-0.05824786615433417,0.028540121720375625,-0.01984512269563024,0.027844037731466886,-0.022811048113894082
EFEMP1,-0.03822107714110787,-0.00495687059698037,-0.022609319233107036,0.021405729331084995,0.04240547375723856,-0.010368888888110031,0.04957451907608423,0.07366738094826092,0.0027054051471704765,0.002421894135247842,-0.044607219879840856,-0.024113400818404494,0.10822635309523604,0.002618525413033841,-0.002839961354587278
C1QTNF1,-0.022164071937408505,-0.0027270899446443344,0.027226489036224367,-0.006431302241444598,0.09144827605181498,0.008657517565650242,-0.04495593157184774,0.0083561065363673,0.13041842009469165,0.023223005140859922,-0.029554243346291573,-0.045792888219372156,-0.05077200786068399,-0.03533411161915319,0.031082199105740175
ALB,0.06276454858210627,0.03233756807698814,-0.030045334581005282,-0.023457692733010044,-0.020387328621607352,0.014687962575754042,0.05078788868805824,0.057627237753536474,0.20610402312213158,-0.04287684498705507,-0.005544280194747718,-0.003756364517813653,-0.018997253113774412,-0.021101982030640135,-0.010840071919477414
CCL13,,,,,,,,,,,-0.014687675258134608,,,,
EFNA3,0.04514626044698356,-0.01127190225103259,-0.0010538259965043662,0.059610664579891,-0.030579882149976746,0.037517090204125726,0.003883671218428437,0.021574081874288536,-0.04168751920262467,-0.11529685047258978,-0.006971776320778792,-0.04721721793486128,0.006508804554233827,0.005033640860044111,0.09847992672145973
DRAXIN,0.04273023200155429,0.0039013288168807617,-0.04060887049566794,0.037535502139310006,0.08082015932790651,0.04683119635481388,-0.027805589500147807,0.005519228561029985,-0.10019223224403735,0.027895585476882218,-0.006281109531277344,-0.02383422299069008,0.036117972202816866,-0.0037095266110830608,0.028963426240078412
RAET1L,,-0.012481861787086705,,,,,,,,,,-0.0166874185852976,,,
NPTX2,0.017940897916673214,0.026250949606930602,0.026914031345595626,0.019184250552228867,-0.10468939301227334,-0.045938986645516426,0.07985786555949037,0.020147595918229035,0.08572705495706386,,0.042369061643208236,-0.0022871276987653263,-0.034161422662781854,0.07295285008838116,-0.02366132413193816
FGF11,-0.029623778846151902,0.021264630101076987,-0.038479753348314334,0.04095513008074523,0.03322914217547447,-0.029280381889385976,-0.044709168005379094,0.05064868332279385,0.12423355693535117,-0.08218698343251864,-0.05085989430415066,-0.010104175116123517,-0.04846254329136056,0.025654473082730153,-0.008419894818715514
CD59,0.05764948515912651,4.6691267273162516e-05,0.07331773427124542,-0.03636627050641103,-0.05006908337871984,0.013729298140606725,-0.01678525384508385,-0.03308447898468014,0.008742341044694818,0.14262511415478732,-0.012224427177326316,-0.024525419684246763,0.028453862762293895,0.0067704818938502335,0.04951755987715906
COL9A2,0.055385575288494596,0.07897094197476073,-0.011243586103882736,-0.06555702399176909,0.033809086409270266,0.000895570550225755,0.0354661737422742,0.038858858767672186,0.01949103194562097,-0.005431456762373382,-0.02719206229505319,0.011665299052826563,-0.05240391021670353,0.04381194288242305,0.029325401425864442
DLL3,0.06737009883492985,0.03379378868682816,-0.018633925273276983,-0.12257914425511277,0.042140427538437386,-0.028577333574921048,-0.008451998299700848,-0.04640533819698459,-0.03285887017230656,0.0593036707403804,-0.02179445501044698,0.04096460810030787,-0.03824934147614395,0.029535642900024067,0.04740752819274743
FGF5,,,,,-0.016234315011858843,,-0.01953430730872305,,,,,,,0.0557153835721945,0.13678865569699225
LIN7C,-0.009203628505965058,0.02729122664673717,-0.022225130109410546,-0.03427361780807905,0.014706110896285937,0.006294390382045505,-0.08718044425320619,-0.056348996326541216,0.018170838317163887,0.07589382228640205,0.007270752122156135,0.004938091030483499,-0.023049407947741806,0.029128709847159026,-0.047531580844804654
GDF7,-0.02207533448786728,-0.029435322329728366,-0.01913209607839812,0.0006822927811456152,0.025293113913725643,0.06472572732515718,0.12905969801400471,,,,,-0.014305267921273184,-0.030837033962538892,-0.026620108303970328,0.01973037515318338
PSPN,0.02933622771701681,-0.008828091783154352,0.13342972064021272,0.04269054030694689,0.009097885803977183,-0.01867451660690713,0.019667409069199365,-0.042459206363655834,-0.047517656352695226,0.05444340472370597,0.008757584826715202,-0.07001141007043979,-0.004464812831333853,0.0781913686030684,0.0788866116565094
ANGPT1,0.011542833527377831,0.039525809571475425,0.03687612266957117,-0.00631728469471514,0.0901193209090869,-0.03082776715654815,0.04259512206640409,0.07501064963661098,0.033588081277863224,0.020476151528726175,0.02289191924445653,0.010852215828144714,0.04157502366169659,0.027343490502085118,0.0059041068318930415
PNOC,0.043248086225070634,-0.03080009649196389,-0.03179791838394402,-0.05247953668072631,-0.06477261847938619,-0.02491392348669808,0.029557123392363736,-0.022282842656962065,,,,-0.015212284831960873,,0.0029439974057784077,0.045765522066510064
L1CAM,0.013282087406170918,0.039148112690225015,0.030286189749065846,-0.033522668051563995,-0.07903675208840766,-0.023306085009110952,-0.039174586283904994,-0.05368635231629675,0.11650869129516571,-0.07525944126240453,-0.05842992619583419,-0.0371856676280256,0.03859633831227723,-0.02344115378231338,-0.008741983758594937
APOA1,-0.03472143395065737,0.0752574737844082,-0.026495384634968196,-0.006349737313252721,0.02302621050498837,0.047720821107394264,-0.040011926697629485,0.022592024496778922,0.05251355648452493,-0.06378920427352434,-0.04632031736845659,0.03466353400016433,-0.0060548955504870685,-0.017146421602803087,0.041842074309621405
PSEN1,-0.0472047360953342,0.024609734424502722,0.07807001854262048,-0.013817713226147232,-0.05648498360307221,-0.012930008914429114,0.004989891844105077,0.0319626157676629,-0.016708481150123432,0.08779901112062886,-0.02433121404707439,0.03366215907431098,0.053856922909848795,0.006098408347604722,-0.01363690504802716
CALM2,-0.0010965128148485521,0.011746830569491823,0.038893285557195324,-0.05766880535249346,-0.12917953238368912,-0.060805297843838244,0.014150659855258945,-0.005622434223983758,-0.0075998606058441534,-0.03772927852452496,0.0033764575005260987,-0.016908612807419326,0.007263009132814918,0.013092229186051822,0.007230492961986729
CLEC2B,-0.002976722812285763,-0.03030167992261812,0.014733623950343298,-0.03191212967293569,0.0788983600827666,-0.04645000969331972,-0.015615868569128532,-0.007704682896617162,-0.004160757195723608,-0.002130199565894264,-0.006405976222061813,0.017255437166326236,0.018735835641248044,0.016157861363045093,-0.04567841315217053
NTNG1,-0.04459917772328597,0.027643628366527204,-0.03573982497664391,0.031024983321034056,-0.010080084223807595,-0.048513914762565696,0.03134779668542872,-0.03406262264844724,-0.03332810093405867,-0.029645922683973997,-0.042973017005287016,0.0584321469317223,0.0031031731801562075,-0.01695565042101651,0.04932026818563349
LRIG1,0.010653423538259571,-0.0015136372023322462,0.014326819514281755,-0.04778514218928932,0.062228160194295355,0.030173402165086908,-0.03531668424208174,0.055602182568740104,-0.04344040125911874,0.11530877212909257,0.0007598000991549553,0.014550175622410465,-0.030113683275426604,0.013701134714661384,0.03524892908111117
CPAMD8,,-0.02507735096110586,,0.09483908536083735,-0.014686122686795531,-0.010593268759101066,-0.004910464870971897,-0.020799937933484808,-0.0005683221948793048,-0.038217957876127674,,-0.01607081320869837,0.006121115440589571,-0.019553939425453786,-0.021792940405710545
GHRL,,-0.0224947485828406,0.08213217800801087,-0.026364256671865354,-0.031232111144902146,-0.01300528481022128,-0.021786338104892066,0.008731157601798706,-0.03699090396877598,0.05301303658640943,,,-0.037958259755434355,-0.02684317432975862,0.16238626567251138
NPY,-0.00808914848845973,0.02852019644919367,-0.022205437207182505,0.04161158949564994,-0.04760312389629098,0.003993573273969915,0.0002366929816787757,0.052744002695671255,0.0588286448188486,,0.00982290909156972,0.009181705876020229,-0.04554411604433938,-0.005748619098826752,0.03999128577876905
MMP2,0.013093152511615426,-0.009192781437468352,0.03747244628877737,-0.08214116886143925,0.08835985184519524,-0.03036138569276928,0.002946987248421333,0.03541105523341857,-0.0568165494234377,0.0758360416107886,0.020137588215532815,0.05293041318642475,0.041816000596409025,0.03328704039543942,0.1180375287166377
LHB,,,,-0.0136112894934178,,,,,,,,,,,
PPY,,-0.021046885592962142,,-0.02369328523210503,,0.06425250139786343,,,,,0.031001113793452453,-0.005919631122914408,,-0.013006435902089816,0.025385576922015058
ALKAL2,-0.028854280048224233,0.005821295136036715,-0.01535664171034171,-0.013413538687045503,-0.01665162047396295,0.0035314567021098317,-0.03820863597084376,0.01063649680189952,-0.04388848471581161,,-0.032578229486134536,-0.01830045009421028,-0.01769291115129497,-0.0013820099465919901,-0.017737700841144878
CSF1,-0.06616278988022219,0.03405028400741878,0.015126352389364254,-0.033906346177757764,0.05174077518475049,0.055873835504928554,-0.021761450580919346,0.036237265391011936,-0.0178259423520574,0.01967026402899517,-0.042859158912731406,-0.03300303805372205,-0.015899165742485604,0.00809522141685733,0.07977406982149951
SEMA4C,0.0225949278850535,-0.005509278490811342,-0.029360107533940444,-0.058755510348492114,-0.004664220729197226,0.05075507806236514,0.06420984616689003,0.07001897759265023,0.004810060964196161,-0.03180432802270387,-0.028880622510660082,-0.03743173512262385,0.01643269094082507,-0.042860878534892406,0.055160953145384994
BMP8A,,,,,,,,,,,,,,-0.016749934338893536,
ICAM2,-0.0261983364671987,0.03553380350538249,-0.009440369777483991,-0.029567764871807074,0.08018967243711847,0.03345587416680924,-0.03442673596444272,0.0035199041832214614,0.09412626790774649,0.07451741288726206,0.05056967792544168,-0.012864874371758563,-0.05166301970469409,-0.006875501180090477,0.027200400540260825
SYTL3,-0.05393049258163892,-0.03474454948673779,0.043439457442062096,0.04906180183338869,0.01676896567419949,-0.006581650749773654,0.15733465122027387,0.03368306778969267,-0.04715986483901023,-0.024900087578279155,0.01833522115994566,0.016492114367009283,0.0383139036706717,0.0066180201294986415,0.02630742627101708
IL1A,0.013627555922062464,-0.010420676591007278,-0.008445736402800615,0.022702352604001493,0.041435100367474074,0.05347440846930424,0.01840088100309609,-0.021644678917669337,-0.03134868627948888,-0.01894680094524817,0.06044605082790431,-0.0376910985002646,0.02305905272433462,0.031398280860294864,0.14320505067419959
HLA-G,0.03191200244133596,-0.01920660484675089,,0.005518663367366629,,,,,,-0.03348717976270336,0.027659647858625565,0.0010058662212941983,,,
PGF,0.04967470413766644,0.021733404568882498,0.010370811299448873,-0.07686182584764696,0.06980359892060391,-0.03640515544547677,-0.06146638334489911,0.00483290445365239,0.0133017451334795,0.06208424931433843,0.06210045431306167,0.12239490189405348,-0.014434705064518836,0.009318706263576435,0.07669912035392565
LGALS8,0.010934094503982616,0.04671849638079578,0.06885385529118278,-0.0018728977634636039,0.044974019156410194,-0.00529321307384686,0.04851160861258951,-0.0033509294318252443,0.07998511765838183,-0.009010237054989066,0.0021339104308150127,0.03576470268415778,0.03692327810035792,0.04344699955201202,0.02881418985015628
DKK3,0.025534094481638524,0.04722284648797567,-0.009644375436726747,-0.032693265150825046,-0.10246639594581179,-0.04459477845909081,-0.03609127603184308,-0.0149913854613223,0.07150926733364804,-0.001797382709145641,0.0027810546843788815,-0.07149010887262917,0.03503261595930762,0.03550539728692084,-0.02161898256131174
COL16A1,0.02543746734825787,-0.01977346120628376,0.018277416128733456,-0.04492124685189592,0.062129014335763455,-0.010630574595116786,0.03534184043127125,0.030297543084605427,0.08850090571485525,-0.002247494966888125,0.06884873520520787,-0.03183974295429072,-0.08277419797340262,-0.028094949514452704,0.06538394285713438
TPH1,-0.02940030590096187,-0.014102525792421059,,-0.02616089067151524,-0.017458094671515444,-0.009147183264323388,,-0.013552786704128428,,-0.0320942438488148,-0.03558702959974336,-0.021363419563032136,-0.0366160175902191,0.053207955797113834,0.07013903450888148
