,UKF313,ZH1007nec
BMP1,0.06248990993768388,0.056034309646124617
NDP,0.021495303622811764,-0.1125829998386088
RTN4,-0.031654110284154505,0.0343037852509885
HEBP1,0.04260798156982097,0.06517760099349532
WNT7B,0.043685126806352385,-0.05908576804849923
PTMA,0.09470758994852188,0.005288726861843815
CEACAM1,,0.006301261721140705
PDAP1,0.02554698904128405,-0.06207357406529364
QDPR,0.07728957854139454,-0.046246321807086245
POMC,-0.02453573731269449,0.019489813064675073
CCL18,0.01675803918786672,0.07994523761049754
VEGFD,-0.016577335947680537,-0.04298077704137752
WNT5A,0.05727686758764712,0.09482220836302158
CXCL8,0.04566797098989421,0.06935776179231208
GRN,0.004985051155694312,0.13610877508569813
MIA,-0.02248184571185169,-0.04501282718939475
RARRES2,-0.040810487903782174,0.12235569580137431
FGF7,0.03738552820647346,-0.06366139143351018
HBEGF,0.09657555481057412,-0.038267743010876
CSF3,0.022798026570534383,
PI3,,0.017203751458306844
PCSK1N,-0.0048539588361938895,0.17024165740551414
SFRP1,0.04554657460097766,0.014569974701297738
CXCL13,0.09702383371065679,
MICA,0.0030134542618334187,0.05010097511677923
TG,-0.03538322180803326,0.19443954233237348
ADA,0.06684547232599518,0.016680423262837096
LAMC3,-0.042165287857548625,-0.030915241483379832
NGF,0.05181615779689368,
TNFSF15,-0.01585971763510918,
HMGB1,0.10344700229000454,0.0028085756238287627
ITGB3BP,-0.007366042602867596,-0.05478237622481908
AANAT,,0.05809630861547199
IL15,0.04883761167106709,0.01619396265490956
UTS2,,-0.032155666215021236
BSG,-0.02392317884830027,0.11361994886250638
ADAMTS3,0.029745648963335952,-0.025953138242672535
CD34,-0.01948294696885882,0.052552014436423974
PLAT,-0.0024853400401095194,0.021048588957295212
NTF3,0.013221605851595443,
CKLF,0.05071831539840228,-0.02560989241350559
APELA,-0.02923653946991574,
CD24,0.07826781493525152,0.02847604701602867
HSP90AA1,0.03561474623493699,-0.04208475769563898
BMP4,0.02345026080951534,0.08241061547374261
SCGB3A1,0.053329709774892625,-0.04298073526018317
IGFBP4,0.026365478128607952,0.09264128913135118
LEFTY2,-0.017932421919691636,-0.047919246399608546
ANGPTL2,-0.01501426373724474,0.024796596004309505
LRIG2,0.06010324153520661,-0.08269982450906946
ICOSLG,0.0011417505777528147,-0.04530321350617724
NPPC,,-0.05369502205815851
LYZ,0.026929139610664198,0.13582164033249333
EREG,0.05433118840951752,
SPTAN1,-0.009143725689198178,0.04446425086414627
LIPC,-0.02621925158370653,-0.03871220602099637
COL8A1,-0.04857579680732206,0.05044098893400824
GSTM2,0.034131022929010664,-0.10254330582659162
IL4,,-0.03700517433654625
MFGE8,-0.013605291854002577,-0.05945839285546808
TGFA,0.07224028492566868,-0.02785478785266101
SLIT2,0.000957353652725207,-0.0089231413194519
PLTP,0.002476408459489891,0.13531161485015678
APOD,-0.030424166426229172,-0.07597966346288101
B2M,0.03448052068389728,0.15680168709419964
OMG,0.09939760735403,0.05934451297312298
CXCL3,0.028317097905063055,-0.05674375920731632
CXCL10,0.10809881589526503,-0.06444795099144282
NCAN,,-0.07384236746612491
ZG16B,-0.02365612132665591,
TGM2,0.039882792377945904,0.059947771258709294
VEGFC,-0.0049655438768313066,-0.04194795741611012
WNT6,-0.02645237918911801,0.09210869080649627
COL9A1,,0.06455987659243825
GDF11,-0.021137815460516563,0.018954015480455347
IL24,0.08709578505640594,
SORBS1,0.015029135393366522,0.12740104869284466
DLL1,-0.021158833020591263,0.11750676557382504
TLN1,0.02620463803629102,0.07350640204719701
SHH,,-0.01149285528983026
PON2,0.012183415747182425,-0.011822489157260729
ICAM5,-0.014121217417424147,
HPX,0.02553014701813824,-0.001397898482501033
SFRP2,-0.014722224358428354,0.14129276892027937
CD70,-0.06037734536117555,
HP,,-0.02158699990873934
CXCL2,0.04511496905417814,-0.0310304942326293
SEMA6A,-0.03310650897819053,0.03314168353687998
IRAK4,-0.03913334850483596,-0.0036217492597592333
GSTP1,-0.05241107540708879,0.08642541998591705
VCAM1,-0.007631837073017162,-0.005012655869594937
NXPH3,0.05266874486349444,0.01637831019676305
MTMR4,0.06270899929301081,-0.02600906184343649
LAMC2,0.24588934370997545,
IL10,-0.035197601542218564,0.054290245593804534
SEMA4D,0.04881835363964621,0.06587132496275536
TRH,,0.07929091846124464
SEMA6D,-0.020101760065669983,-0.034903939238305405
CEL,,0.04888330633628033
PDCD1LG2,0.019695036417111435,0.036867322565950704
SPINT1,0.0093196556262032,0.2048667326845506
CTHRC1,0.02348549193806407,-0.0068492916755125985
PODXL,0.05893174346571866,0.11060864478147647
JAM3,0.05144393246384454,0.040211602038894054
TGFB2,0.006749484285849842,-0.052365352083727355
