,UKF243,UKF260,UKF269,UKF275,UKF313,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
DCN,0.03563731736312003,0.07023887107141218,0.2270937515824645,0.015191760958574536,-0.018883299992954853,-0.005891360088033543,-0.05103543866775419,0.0694016915719613,0.06031441145091325,0.13616744919499238
RARRES2,0.08466906542306432,-0.04371781104104919,0.3150776830244811,0.07241872020405621,0.013489693208614756,0.021533452041874578,0.09713108487466268,-0.009092839489036598,0.012490492361762027,-0.03819890729367455
SEMA4A,0.00654209683431546,-0.011351463527908993,-0.13725029670766906,0.023754545795150298,-0.0069511966878636755,-0.001391615359566967,0.03933833927264706,-0.052803396134837186,0.07211403901217661,-0.003619287006960197
GDF11,0.07604088304019664,-0.00040259426265924536,0.22904857168852621,0.01313647737344526,0.017041788209570887,-0.01269385261835789,0.046828626111918376,-0.021766163563491897,0.03267960687767231,0.052540005304089574
GPC3,-0.012223638925186997,0.06102232483394414,-0.0006350054092493892,-0.025566957096014323,-0.015353261700584904,-0.014046981292919506,-0.03460323897443476,0.03995727517238005,0.006533215958013208,0.10203008441404278
OSTN,,0.023924133576024593,-0.05900764223983744,0.012667026502548747,,,,,,0.06607021670412051
GRN,0.05355611730567213,0.0626639775132683,0.2561205417615622,-0.0012749352996046593,-0.0024566546205753172,-0.005096759787844688,-0.10387528719040197,0.01994771012317881,0.0640070718030784,0.014452989825365173
CALM1,0.06797773111168658,0.0439569803673928,-0.32501020256986357,0.045371743401564246,0.043914280006171744,-0.05557304150165569,-0.11026852180143715,0.02998135647068335,-0.025745035616448503,-0.06352834112659496
ANGPTL4,-0.03889666593439539,-0.07796822938644879,-0.0185771720655933,0.011002693977620834,-0.05660553773957737,0.09906434490211552,0.20132283933200806,0.009293841412074821,0.07459662449497131,0.0500511507726591
BMP8B,0.040273201409492164,0.024602553225766266,0.015092001876657647,-0.05002163729544079,-0.01639138587581705,-0.06391361545516762,-0.01993175296043165,0.033528315807345145,0.14527136758425352,-0.02071212000366926
TNFSF4,0.021517173958543863,-0.014965568328139582,0.09538667567366739,0.04854497394703259,-0.035735421903219794,0.07199374703489926,0.04471204287279204,0.010369843878988096,0.09510565726034975,0.04830134060864528
RBP4,-0.029407597483728568,-0.035318978963436956,-0.21865637815344052,0.03683547634768374,-0.018367695428711656,,0.05309380585516877,0.04473063232920441,0.031962103507725964,0.006100241034697501
DKK3,0.05457861999253552,0.021007798608595106,-0.29594040219924045,-0.01827993991991001,0.07000581883693503,0.025627580413164878,-0.0022016158342904333,0.051310794124401406,0.029380254938615975,-0.04114168564111179
COL11A1,,0.0320527133371372,0.005525195471715514,0.003945821655619325,0.015221129631318638,,0.006219046804037193,0.012111037037121209,-0.019751380351696362,0.041222854543810444
COL5A1,-0.007494904890849146,-0.00913124453236195,0.16543115117914345,-0.03600153024625575,-0.060947453641674504,0.04803982498034092,0.07829293328419124,0.013896875732197706,0.1026151947809285,0.016476307285859935
KISS1,,,,,,,,0.005618918097345058,,
MEGF10,0.023398655999405243,0.015647102265280845,0.10036912081685481,-0.006714805831559271,-0.000681902391891569,0.020403571021027862,-0.002450392657516847,0.026329336235686597,-0.017234036905749553,0.016904433198096043
CEACAM1,,-0.018417549718398506,0.09787984696515185,0.074183123167451,,-0.021318614679094242,-0.02494020919044814,-0.01351765766452986,0.05045486089420758,
EFEMP2,0.025378709135261485,-0.028268240783797825,0.2957747079881932,-0.03512749291594917,-0.047616989941316204,0.04050767514275393,-0.07596088905682281,-0.013374629203740043,0.018449907042213817,0.03976857053988004
IGF1,0.015081195606842063,-0.0020819853710802635,0.015922277264687847,0.014164585005765267,0.07529735618265894,0.06300345940111289,-0.023163692503629506,0.1266566433391659,0.0656259217628291,-0.015536007424991822
COL6A3,-0.030829316720771955,0.07992813560834157,0.030143185928908238,-0.03730606212044667,-0.05132638349058021,-0.042549409907021635,0.14265956493460694,0.06382076329345733,0.09660643608133049,0.0808722312049221
RLN2,,0.09901329546787435,0.036820659813761536,0.026270354937862585,,,,-0.01403557175231474,0.06123870414095662,-0.007325907545048152
WIF1,-0.015952252625832584,0.014766663020415348,-0.23203178442778144,-0.01972940812038013,,,,-0.015645715708879966,,0.047007325903011876
IL13,,,0.04563429034467655,,,,,,,
PLAU,0.09466684401309113,0.01889466587111599,0.2770938465030761,-0.04872678082188682,0.08515108441842827,0.06919360254504828,-0.054482313728528346,0.023631467033391564,0.008999745658394322,0.0564116469810963
CXCL12,0.07918347974856248,0.05393096965625097,0.01597171106068239,-0.04818393217220937,-0.04540152176123288,0.0023568227074011244,0.02367770168387374,0.024920837611373634,0.06524837291730996,0.10219120699088294
MMP9,-0.03391460014094975,-0.024839557481007406,0.3248427713312298,-0.03004639005843277,0.08204905145059987,0.029427887479121197,0.023628268781826448,-0.005506987705710624,0.1024437657940184,-0.0018056466650037222
TNFSF14,0.019923945938793444,-0.008246683946267232,0.11877108323174342,0.02718567742662503,,,-0.01785195862385563,0.06468168414637039,-0.006333714842841146,-0.07293679894342632
HBEGF,0.08241162777813069,-0.03219925314549547,0.15862475451784774,-0.06755670919711833,0.07764488671752356,0.034222714919509546,0.08024968804330675,0.0019156109763378002,0.10908317647519175,0.17143870118455581
NUCB2,-0.04304675866456081,-0.04302602151585013,0.1242052687666733,0.010272051405620264,0.02053334487620646,0.03835992011160034,0.001974686955884338,0.01946102880986119,0.040981374676482114,-0.05718292497886443
VCAN,0.06402424811599793,0.054766110957258446,0.23087840384686623,-0.014692368006300548,0.040432513848573624,0.05764140788948338,0.03731262369709959,0.005251846061929466,0.05582892782242846,0.016124681282022192
VEGFC,-0.035056381326044724,-0.02584359905185408,0.0029758906547983246,-0.02249124684454406,0.05410841006648444,0.02140224991059912,0.024911862942582953,0.02332791598134848,0.05784217872317151,0.0804016903704294
LMAN1,-0.036754898348769036,-0.017590384962783947,0.33168617780973414,-0.033057360071476576,0.02755922549834309,0.04256691739595014,0.10784985804069872,-0.020080194777357178,0.0486183982777141,-0.07718607664982464
IRAK4,0.027391345620329105,-0.0017607530298509276,0.17145811790656093,-0.03699956802089952,-0.047460133455061594,0.03877254387793512,0.03524983425789275,-0.03417530864820404,0.07674977026921141,0.04094571690151153
MICB,0.04365437715916184,-0.047841537628087856,0.13790709894936995,-0.05417118232947199,0.07070087983195451,-0.08460659970738202,-0.027127391237983717,0.11423729159663631,0.09994165320055232,0.06335521415979532
COL1A2,0.032400842104001744,0.0642492302562687,0.2878654157738037,-0.015318516673877966,-0.10249163240404671,0.08010681587392925,0.0072552761724039815,0.07152277954485982,0.07405674831900845,0.07266444338962426
ICOSLG,-0.03235734198084076,-0.008668802460701891,0.1589350962432389,-0.0126106952717203,0.01825412434746845,-0.029286328585229438,-0.03374775045395363,0.03314841292187029,0.05515413712341526,0.0703830609262616
GNAS,0.006593285502322792,0.011417771728478457,-0.24925870658813276,-0.023418797661590524,-0.12288667628719512,0.04501249256813614,-0.12571120964546748,-0.022036557723931267,-0.038024768675506346,-0.02522065773944642
C4B,0.04282550464913459,,,-0.023638454493231407,-0.014050448283884465,,,-0.016248134037514596,-0.029353923577101673,
COL2A1,-0.03391461427746037,-0.014994987404249129,-0.03966968543043796,,,,,0.003264424876066574,0.029692907231541263,0.004716475950070421
GSTM2,0.030449867576380022,0.026211452145394266,0.11362839319293193,0.02003588189271818,0.11541051183241958,0.03319819622743216,0.02560978745167794,-0.014968239620611333,-0.027878411329386767,0.0009404950306053231
NLGN1,0.05944334820753188,0.03442434739626688,0.18927410006907824,-0.030135965101081057,0.1434594334442834,0.005464191689039377,-0.020213641940778314,-0.0036337463216754044,-0.02810544635731528,0.029125610337153243
SCGB3A2,,,,,,,,-0.02266931618671066,0.045513163338677706,0.09744670334881492
LEFTY2,-0.053483248019353856,0.0020960461474890057,0.2971524775711866,0.0034319423306154715,-0.016266638406300667,,0.0333254299642561,-0.022888566634103626,0.1339684521251574,-0.0564857791165711
ACE,0.06600365101905692,0.020523512655478058,0.1928896341932276,0.015932268376090904,0.00027104284643462447,0.049575752310785155,0.030532884299676644,0.05313264411698,0.11587923097563314,0.024013548959196496
RPH3A,0.03964925797764618,-0.01277227358503817,-0.12546440788720709,0.0509005395009164,,,-0.028356295917380182,-0.07165767570621588,0.06071000460619055,-0.05305012417152057
NCAM1,0.06517638082449145,0.023955272668804782,-0.025116957434646963,-0.00223324103193792,0.06360252398156202,0.16370087494639476,0.026733223673035614,0.024884311597937088,-0.13325901139108506,-0.06990223943092329
GIP,,,,,-0.017692532871065748,,,,,
EFNB2,0.045333137812853176,-0.02388010427809969,0.088514846662829,-0.004355736147205648,0.06617937071060502,-0.004301020580530403,-0.06788328877248417,0.041236087411619125,0.03636636738745321,-0.00032295890394183066
ICAM5,0.040544593660238125,-0.039766621337439224,-0.10351669363823823,-0.02887821596824093,-0.012809465370305292,,,0.0072348945419212374,0.04159170691705327,0.0535326249891351
CCL5,-0.04865348545033977,-0.03737818784930368,0.15173259258142216,0.04123473139153959,0.07238828570405532,-0.016529411699091952,-0.044995346957411635,0.03921218685874783,0.08089126961081547,0.07583812296905203
PSPN,-0.020678785642258148,-0.03581753803207258,0.0810447796890499,-0.04698066868840887,0.0036144242422423817,-0.010635315420592218,-0.03430313027090548,0.07427815157679711,0.07732405991114726,0.039169002000998564
PENK,-0.014359506792423284,-0.011693991985152898,-0.1851534168530542,-0.00885168771116069,,,,0.06311112077929076,0.07134093580110427,-0.08516268241364508
EGF,0.1510966818907682,0.016159323182366653,0.07943113574994667,-0.008091194689915801,0.13423229705307552,-0.021328175249472763,0.01405542028337871,0.06553526427818211,0.056673301502748706,0.011434771798932925
SERPINC1,,,,0.03439763801951128,,,,0.012941143115526509,,
UTS2B,-0.027574957864221913,-0.017209594840363492,,0.008471110168735821,,-0.009732026083405135,,,-0.03438902190535767,
F10,,0.05560173158459882,-0.01537175788386411,0.05005505883438965,-0.037577768148541385,0.03870629684370957,,0.06713988923770679,0.021027213528965274,0.05057927524415544
FN1,-0.08787955404076345,0.014938356449059621,0.3305835408342608,-0.013261958687372755,-0.09304332732258515,-0.0404589554602649,0.028023030564951073,0.034217389939267956,0.09928484377561267,-0.010409230517798334
FGF2,0.03855503489108097,0.015029092701006346,0.23315089968529804,-0.01468012827726357,0.0913650693368577,-0.05388978826076557,0.1206798629597393,0.033304601632079024,0.016061257974616005,0.0339035503665486
GDF9,-0.03549357351415282,-0.043702086814809055,0.17013576252626533,0.01358769280331425,-0.01863159414680849,0.07284738248750565,0.04538641002070455,0.018185758745486932,-0.020974977342219606,0.052744914668219116
CSF1,0.03272332059091856,-0.05078748860025675,0.15012904688492407,-0.04820231500577508,0.07059736951915195,0.06770812347483222,0.07249775543484586,0.05350533996889118,-0.06055994634229482,0.1031173852558562
GZMB,,0.06372637969040511,,-0.04479198088134719,0.1102204248822424,,,-0.0037063195816869317,0.02324642119039104,-0.06167724891979459
WNT11,,,0.07055606721941901,,-0.016414304993399107,,,-0.01689500029521647,-0.010372617451300076,-0.007855176923760592
GDNF,,,,,-0.03870063397125658,0.07103527877311124,0.07582661540678226,0.017539896817133402,,
FASLG,,,,,,,,,0.006516148283748929,
SHBG,0.029079510009621,-0.03173728933033938,0.048608187795822703,-0.0362301638782084,,0.0038204101323506155,-0.05329039283880066,0.016076470802519706,-0.016086752238740797,0.028207145070320086
EFNA5,0.043591230342652956,-0.030103843283535107,-0.121113582066412,0.0013228912999452877,0.009284797803267523,0.09724048196556022,-0.034603269285418015,0.05171282573915828,0.035863282634241184,0.01071389882087834
THBS1,0.034516561910795454,-0.038381736065165026,0.055471916017888145,0.005341341200538522,0.047479549452211604,-0.03632373033836814,-0.020990839675501638,0.06331699436170012,0.050270392927238824,0.03590341767219565
PODXL,0.0732723768846565,0.014224280595262515,0.2732859115090254,-0.006729075197445833,0.008592242819836475,-0.0571000430115173,-0.053288988599095866,-0.008757671603630677,0.072581733598807,0.07012472577988574
LCN2,-0.028945156480810613,,,,,,,,,
C5,0.014071422241685849,0.01994155865692092,0.23550829237177265,-0.04136527236782637,0.07960027550014659,-0.056695119777816834,0.007240314400194575,0.004891650188705508,0.07058037706265193,0.04556616066413834
DLK1,,-0.01401652738992244,,0.05652321461801774,-0.021225948776319243,,,,,-0.05206569357975154
CXCL5,-0.03391459295290028,-0.02675650635926848,-0.011062949259028525,0.02215700183584266,0.08363589695417269,,,-0.007208886620110764,0.12491922488039456,-0.010725353885050507
BCAN,0.06741183072013217,0.030194878658697712,0.39139408520370744,0.04392437268280545,-0.016560765602213336,-0.029026643259949924,-0.04428309743544635,-0.05955421561974918,-0.05624239508526904,-0.009403674804563803
RELN,0.10092341366049662,0.04495305489126127,-0.07824462515102977,0.07342208778397231,,0.09277657711613504,,-0.014536106219093087,,-0.03195375201184003
COL4A3,-0.05107568717007408,0.032684172903377946,,0.01299069716600392,,,,-0.019630341286187066,0.027467136564944837,0.03866586767527944
GNB3,-0.038915221223664316,-0.047927933359244834,0.11804543033848162,-0.05195285948881223,-0.0028490733435358622,0.10816873136875352,0.003036358893270512,-0.026035093345848546,-0.004808415873064591,-0.03137283845347949
PYY,,,,-0.02423202079135425,-0.01262278775026033,,,,0.004655509316453995,-0.022789290325956224
MSTN,0.053970588419612026,0.05578451746411408,0.27578462888969235,0.012247037051146232,,0.05584794935936282,-0.094869572895885,-0.02177354983113556,-0.031742092293733676,0.0590431855039562
COL18A1,-0.006410902343810482,0.07580028714043137,0.2619508546864288,-0.03556491226625446,0.043155224719653516,0.051826183807299565,0.046619644168861676,0.05119855241401207,0.12320484468685958,0.1061244100199183
FABP5,0.19995163622767567,0.005027093195592168,0.17263586752210267,0.030941616616581638,0.07363464997085686,-0.04280761284586987,0.0403540152567641,-0.05519889089870474,-0.11152817324166164,-0.0075066787358482445
TGFB3,0.013499312416026105,-0.02944307192713996,0.17100726691206314,0.014619564071394168,0.004748347381740771,0.1636044702232556,-0.0006411736980767325,0.04905705569651109,0.07778348285390971,0.03186253211303048
BSG,-0.06902995834027334,-0.06637441270587169,-0.06366368023643706,-0.014881424256348733,0.020435207822492474,0.11676486968382883,0.027178023908454862,-0.0044747901876194965,0.036169046445753854,0.11935182959158269
TDGF1,,,,-0.019729407777992067,,,,,,
BMP8A,,,,,,,,,0.007953906873162745,
