,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
CXCL8,,-0.14511021385247333,-0.010819942024908541,-0.02067934993782237,-0.079721719070708,0.04862866042269195,-0.06774054202153032,-0.02020391355056672,-0.06890253347827252,-0.05838444001339863,0.03554212614233176,-0.06415083878154716,-0.07584499382381758,-0.028673422712364175,-0.04916889784983498,-0.13911526887104494,-0.22730402424983082,0.06313194014475479,-0.018601811181095787,-0.009862255918308317,0.1103379331693138
GRN,-0.03746004087408385,-0.04868834625591989,0.0109637287071189,-0.032792732068509356,0.04138185709855952,-0.012052320720174812,-0.0698678532804548,-0.05492239712052031,-0.19259107716063925,-0.003674864547613512,-0.004343792176934329,-0.08658276092353943,0.01753910323243387,0.06152761321064188,-0.0007619977977099109,-0.022220563454268726,-0.024636841083047027,0.06382622482651261,-0.03273429085892181,-0.011147941081554048,0.015955907529540334
MIA,0.1082265434121343,0.022656487741629067,0.018374210089594358,-0.037182341891767084,-0.020412403992305053,0.03496127753736799,-0.06608790218794316,-0.005710230389964839,-0.052665280641223375,0.025268632295657813,-0.018490016560433836,,0.007794441422399738,-0.012572738363809583,0.14158783050698662,0.2037771494630168,0.1850644547645005,-0.012205542732405194,-0.0005663056350279743,0.0025996930463432527,
COL4A4,0.05579967930453891,-0.011420926507094713,-0.0010024734441029515,-0.057329405339240226,0.07133471606840973,0.02574076475114411,0.01521383022496987,-0.03475287821608221,-0.028163758657336543,0.05976358959161966,0.05500209468960456,,0.006744189977390959,0.030510110533851366,-0.03530774830964384,0.13223670821399502,-0.010879389724189161,-0.009401769256458905,-0.002700239109284551,0.0434000609836235,
TAC1,-0.020783290957933534,0.22433785388061062,0.06517581829710924,0.04693834270453348,-0.0016401450842727595,0.11711912893038938,0.11010449522941944,0.1182708379058601,0.23041965657703015,0.12808883159692153,0.05877349582500529,0.06031190512554412,0.2541496334493564,,,,,,0.06357795936143076,0.025348888221331984,-0.021909905950358497
RARRES2,0.02870371452492413,0.029848955244305073,-0.06060718355222785,-0.04626822902699243,-0.09238615608081249,0.04102700390379549,-0.12922954359181385,-0.013536528940234372,-0.18351296538536843,-0.01632804811448852,0.028810234204551158,-0.02161717747554254,-0.08055818398786554,0.035412971480506955,0.029132341145331076,-0.04006984746313392,-0.136977043013951,-0.023690398358775976,0.0006070154293579158,-0.08423509528321466,-0.0684389281233749
FGF7,0.025565576604578182,0.0007408115326977074,,0.023233311847368314,-0.04757991251693665,0.02132368537210959,0.07791450994163003,-0.003524345442905256,0.021232705291463237,-0.028616872810880767,-0.01911527726254074,-0.00038403043691038455,-0.02302747152823128,0.04267648167470145,0.11624086698718195,0.0058605254536764325,0.03176273765659143,-0.021778500289316712,0.01554175996073513,-0.010115591511382678,0.0032654004029883375
EFNA2,,,,,,,,,,,,,,,,,0.013341047306796062,,,,
HBEGF,0.027230644464685427,-0.03553679279694039,0.021590106427596113,0.03803250037234303,0.0028449772422570714,0.05451727976191908,-0.0870079091393389,0.005271143118162395,-0.03133406553332675,-0.08887287437698323,-0.0027273921772394856,-0.051288788452829935,0.008541760023653868,0.004744033170204699,0.11864926834328247,0.016880295578483247,0.01356414255853894,0.02192097609624084,0.041400311241496346,0.023206455486603324,0.04479873646686884
CSF3,,-0.040538270828234406,,,-0.02800606778778013,-0.02831588172642568,-0.03610543171374816,,-0.02979671457442252,,,,,,,-0.0940339234010507,-0.14977064736982681,,-0.0354693548585434,0.046691639178532404,
PI3,,-0.04802362690285169,-0.007300815537782146,,0.060977358039446344,-0.037335736390135744,-0.013433766560546323,,-0.03355149388486392,,,,,,,-0.20201853785909638,-0.21259776565868896,-0.0009761611404318597,-0.09268895243675686,-0.028496899860269185,
PCSK1N,-0.026581614301927296,0.22205962275973887,0.07864350657609501,-0.05291784246358162,0.042508675688620164,0.011548628689445358,0.0665645484032021,-0.0009985205528524413,0.1626415177546784,-0.03354300209708872,0.0479020977020409,0.19490274662757082,0.23899056483071757,0.14261720048924947,0.1601793540777186,0.12727154035300725,0.08081368744617035,0.07394286033350272,0.20652491559215533,0.05058747886634884,0.14328528379692854
NTS,,,,,,,-0.04811818432893943,-0.02390974427556903,0.01972720409406661,-0.030046394950261863,0.0022560152860611306,-0.03588410940733213,,,,-0.002311300102864235,-0.026020308245617903,,0.13044645733591173,,
SFRP1,0.061570521974397746,0.1702219628605889,0.027674436244923415,0.025435550706376254,,0.034303555944391745,0.08049861694756243,0.051109077285555055,-0.018514162467183515,-0.03434355634470798,-0.03450174352513405,-0.07074395959184229,0.08968003973744712,-0.050719298265046966,0.10139591251965475,0.1202515258038131,0.07853356726885535,-0.024452648110500998,0.03425128038053399,-0.040338587197950325,-0.06818547998619764
CXCL13,,,,-0.0360562696861684,-0.020335718970068747,,0.24732260550481489,,,,,,,,,-0.03819126011014058,-0.06424979770680736,,0.0046018810029977335,-0.04169589520030453,
MICA,-0.04402569076198373,-0.019801620740642987,0.02586977312037432,0.0054830459581003315,0.036380644469874414,0.013807233724849063,0.012594686265270976,-0.05084511601783909,-0.0974057250257141,0.022029052799849267,0.04161783835649413,-0.06440249190204671,-0.09541771948090363,0.00150792295770345,-0.060958874124387157,0.030099449353462367,0.024870284711269675,-0.033278736127148136,0.012568055135217542,-0.01695485028278318,-0.0206410099482554
TG,0.05185021624811923,-0.013955519644115906,-0.011405154264593466,0.06290795184895513,,-0.022369459370361354,0.024063988480055493,0.00025866256937324153,-0.02551067711620962,-0.014296878309973319,-0.024968761709683165,,-0.004935697241217535,0.04096875855530892,-0.029898908124746198,-0.0013558084188387443,0.03450015015394148,,-0.007519074225526101,0.10427149877666182,
ADA,-0.007744294385166696,0.04114162848282521,0.07760297929317066,-0.03959325528363988,0.11052807239790051,0.05066523084387062,-0.03370697465557698,0.05714238633027348,-0.12278109745926608,-0.007791191092294231,-0.0018803517194601982,-0.08953754051316573,-0.09860463158052364,-0.02602516489109615,0.019914041451232822,-0.0020012136038700654,0.03701523194429097,0.07802641800401329,-0.00206495778358887,0.03918869941636774,-0.015006275415070004
LAMC3,0.017806664141414345,0.02579402262344639,0.004228550633296816,0.019460197151465398,0.05888696266334635,-0.054408364151327125,-0.002735814257717217,0.034273270236312894,-0.08518777809987892,0.011073730141914399,-0.005347979574877632,-0.06438376280589694,0.017741037677141188,-0.017052693263082362,0.09228276079910572,0.03218319350450698,0.06709610448232402,0.02848420215187677,0.05930914094075635,0.04996573265726905,-0.05562854097716428
CCL7,,,-0.028889760766395368,,,-0.016173083384430464,-0.035673434432017134,,,,,,,,,-0.06042459597399114,,,,-0.028249437623281498,
NGF,,-0.02335525018523957,-0.03467480666496544,,,0.04409800926283047,-0.02779953665264795,-0.01580998261389971,,,,-0.02131358568190955,,0.05881965327071228,0.0843693366565205,0.0777200283275404,-0.01146141113029241,,0.05353626911902573,0.04059904612696564,
TNFSF15,,0.1755419327497288,,,,-0.018009519363938877,-0.012920994802877655,0.028960170591277912,,,,,,0.13681258018315204,0.02647590030860166,0.06556073732814152,,,0.05409836949302623,-0.03793301119452148,
HMGB1,-0.0041663514104552995,0.1262855263344248,0.06071017915932893,-0.039317188282958215,0.12588385021360932,0.010347010491284338,0.04818608978346136,-0.03265053638007841,-0.14476155292111492,0.08971022217324301,0.042694690258689855,-0.06942497010544575,0.012092171020925413,-0.03853742757536114,-0.039305186039321205,-0.11263225787984636,-0.07519579439705867,-0.010080487486321602,-0.0004184729926417484,-0.016579857363767412,-0.14321809784009856
ITGB3BP,-0.003486119168861701,-0.10361703981675574,-0.016214336368475954,-0.013115319957603856,0.05350980894235026,0.02599561357994891,0.011948590349311292,0.002999821619676795,-0.12003302223378236,-0.003546571938538785,0.023675932416297698,-0.0287199162323268,-0.10826267320738257,-0.03831944512960924,-0.004245271060326748,-0.01297261075749592,-0.048343433104071666,0.0811827315120928,0.010592106092184743,0.044992406734158025,-0.007991477555297687
AANAT,,0.04254507263957115,0.0018341433701408742,,,-0.016386822473274724,0.055998829939706646,,0.02009267452610823,0.0027107592951143215,-0.008403244111761828,-0.0337363623955208,-0.00342413253948025,,-0.02908655989623955,-0.03555216881474775,0.04465573429709252,0.11018609533649752,,0.00017711325816477743,
RELN,0.07123036034988213,0.09475299836817683,0.03657696786713505,-0.009869782928953479,0.0006691066793880481,0.042271061732979565,0.010954247727830945,0.003349165282410715,0.10752115642790626,0.030616555401458398,0.08362306360862744,-0.02963390913549274,0.056514767270939834,-0.03778205683855675,,,,-0.009489782402489459,0.006227110061756009,0.052093036290724766,-0.001724213953321305
IL15,0.016693238535955477,-0.0117474781600684,0.04334364875189598,0.0391203407915759,,0.02847850917823833,0.008332944511431156,0.0009265807245510637,-0.07010732353488948,-0.04483882715846689,-0.041772364516478505,0.01624554791504552,0.020599912687505377,-0.01918777363982365,0.041185941116944166,0.10015597679499558,0.047601366123098336,-0.05882475307563315,0.062121988877825864,0.02942358111357084,
UTS2,,,,,,,,,-0.051312702946384715,,,,,,,0.037717794776185504,,,,,
BSG,0.06649091446458934,-0.15068060911276013,0.025003126702950584,-0.03795309891004231,0.06963999035763632,0.011813003747970154,0.04765890950814898,0.04853497793699594,0.11684243437939139,-0.04362761953365328,0.0025533294080028364,0.1333123437822228,-0.13503491903695017,0.045997151675390036,0.056360958562352036,0.08011434926434123,-0.021133802477421155,0.06598473578681688,-0.026868965019222722,0.04885936299385247,0.038160592573558284
ADAMTS3,-0.044768775761885496,-0.0766051809784593,0.012858856671180372,0.1017109969617942,,0.04254972228768769,0.010320574392381291,0.0734084999826809,-0.1679019160497148,-0.028020836156740066,0.008516127657159976,0.0314895819238653,-0.014275793528938437,,-0.03482819434120486,0.16122114411531313,0.07111552539249205,0.07638372923956048,0.06994464180939505,0.06230612582448765,
CD34,0.08285517037179961,0.13597612544789703,0.013574567086060734,-0.0507399279241449,0.04819616034243759,-0.012941648798504542,-0.013583434007101127,0.002319427607578439,-0.09091358082201234,0.02648625520694607,0.020034958933889648,-0.020559869803210364,0.011933052428170773,-0.003424012790429463,0.06783198139250919,0.08436848960874933,0.08119048418232504,0.003604917895525887,0.03198166344610633,0.02290224588034895,-0.06567167083380201
CCL23,,,,,,,,,-0.03058226350974789,,,,,,,,,,,,
PLAT,-0.030262616102920536,-0.04654065283858207,0.007496064499435025,-0.06471501845021634,0.039825460413148356,0.04540917137696676,-0.043933610392634555,-0.02018470764041823,-0.17111940226998595,-0.08857935854128425,-0.022277770508864377,-0.024081801155623538,-0.08094504843779594,0.0515535423579372,0.12090351866320562,0.1830213898121754,0.1276592489490221,0.0805489623844523,0.006516191186383388,0.03161463034816291,-0.056622839303345204
NTF3,,,,,,,,,,,0.02333656159995961,,,,,0.19742077814595807,0.14730257013768838,,0.09546313504997855,,
LTA,,,,-0.02919039741939462,,-0.006750380119433204,,,,-0.021982466737981328,,,-0.018439748604760168,,,,,,,,
CKLF,-0.009639119036453512,0.03369973461096439,-0.0056682061790069745,0.0015034458156803943,0.059669381681690274,0.013792695903405932,-0.04089741108214525,-0.04520199219705835,-0.15534746756409257,0.05464587895600535,-0.011034173081320145,-0.07710243648032354,-0.1572558712986351,0.007036466054220108,0.042588815235869944,0.09612425669926879,0.09289677189405808,-0.008106148594604155,0.0075120695800536715,0.0053407683198414425,0.04778146141871953
CD24,0.04331590204636111,-0.0486020852783315,-0.026289699792172893,0.037574741124210685,-0.015908163888161762,0.010530244010961315,0.03754523438891675,0.05001413384830856,0.03390656343068066,0.012801032353854618,-0.042977417741509184,-0.06443054430728429,-0.007549157559087376,0.05292605527709636,0.007942451237884405,0.1772694373239618,0.12240371513251726,0.03874257525574144,0.16892918643099072,-0.015562414460094761,0.02564214636563738
HSP90AA1,0.02889737025933801,0.026731905716364673,0.03731797893058056,0.0552108158530071,-0.038910004340226796,0.020639247545866636,0.09526712403187608,0.08022133754529094,0.20409884617096163,-0.0846093107453806,0.009429625053756394,0.2552427604322597,0.21567959905702605,0.045580382600473666,-0.08371672053071226,-0.20378388644517012,-0.26379411728215885,-0.014512503997346644,-0.06822688456730366,0.05580116505697459,-0.06607069548155961
BMP4,-0.024771103482947636,0.13330244718388118,0.03570894857834654,0.034459415691879484,0.05496769443468272,-0.015682184228522238,0.0042513913247435794,0.02207137314877739,-0.017135038205561864,-0.0011264385844425942,-0.0249689468057089,0.049496530671561005,-0.031120154157538243,-0.030814573350135384,0.17517976509285982,0.04898115244259224,0.04469154842763668,0.09298418371402017,-0.04987338816094106,-0.019795850036615013,
SCGB3A1,,,0.02050556684706771,,0.057066523238778505,,-0.028341948410558385,-0.025792440344598454,,,0.012979151942569005,-0.02324627928118583,0.05742873768303576,0.036767263369119216,,0.05429565991033728,0.08041140115440064,,-0.0008810456513041785,-0.014912526887479212,
IGFBP4,0.0564695990003188,0.005033543689816109,0.020280988600459345,-0.012034840651058483,0.10331351891400611,-0.03772440537612989,-0.014821314570607267,-0.015462151247423138,-0.0782144919569711,0.005281548643491102,0.012297477730782132,-0.046593891185912714,-0.06277672469634049,0.04363097351676484,-0.0040091741304238,-0.04792032527893081,-0.09129815181255783,0.085072586821926,-0.02493735123231149,0.051330049513965026,0.022393113130900085
RSPO4,,-0.028530832569684986,,-0.03336908265565453,,0.00666911759671644,-0.021187873451628828,,,0.00791755911251967,0.05636744328747575,,-0.011000006785777122,0.04352641157183731,,,,,0.013869779079201238,0.06387109807569602,
LEFTY2,0.05314702343203911,0.038617306967680225,0.08773576119815156,0.018933823913769243,-0.019175560320008618,0.07837401281273146,-0.05077286311128533,0.02677985164843038,-0.09789379709137191,-0.02222096338953026,-0.00434336988609079,0.19512697001135554,-0.013845589125098721,,-0.037170158466302484,-0.005898487516782541,0.03285370167982085,0.11968840338032138,-0.05240249882308495,0.0066684778877655,
PF4,,,-0.029968486313386763,-0.013351274454915588,,0.006504506676712534,,,,,,,,,,,-0.027371429947303034,,,0.003965160105197093,
ANGPTL2,0.03184675923857367,0.008764684370380318,0.0175927825867057,0.008352556710421656,0.061009908393340244,-0.0066945306862279,-0.03677320857647779,-0.033492364508273094,-0.12611152008113247,0.057160961580925096,-0.044618480328319894,-0.08548561741881616,-0.16523008040335044,-0.05046113719754062,0.004686710781813387,0.15111609929140238,0.13393099879316658,0.018923511263606606,-0.03778661050133686,0.03281841185463495,-0.08565009882959208
LRIG2,-0.013015713899183377,-0.030476334811372015,0.06768603081257346,0.041501642165236316,0.030407691082687968,0.0024580977852613987,0.003743111465067522,0.03933972879541738,-0.10617009813987151,0.00406597143536914,0.06116837618161314,0.003812722091293579,0.000657274443504056,-0.02446883733596291,0.010011088034663553,0.08161758447318783,0.05687281582758851,0.045673054003413434,0.01529287847968685,-0.0024479245650202105,0.05822215526758855
ICOSLG,-0.0597482823762726,-0.05681411621158289,0.04885975111607425,-0.006002887804990516,0.02589643471363438,-0.012399651944023975,0.002172314809388505,0.006688287870546235,-0.08292658844431103,-0.0019449844186850691,-0.020515779920095886,-0.04744342813157359,-0.057215236657387,-0.02881150879149351,0.03542954161681694,0.04321438037583605,0.05111482162076451,0.06227114160961609,-0.047373388022274955,-0.01608693422948033,-0.06393853560265202
WIF1,,0.3000232496209407,0.0011396649820572342,,-0.014306313351791923,,0.05798645973480759,0.036130451424437555,0.2657740053444286,-0.019729407487018,0.040456089176759066,0.08237867516768038,0.2143810931968591,,,,,,-0.046232673772701294,0.044352970761471246,0.023377754172172076
NPPC,-0.05862052940212798,-0.04721568272816528,0.03479609959965375,,0.032109512565252234,0.031812288310498246,0.010641098112257165,0.02431901917734543,0.028291201816745784,0.06710157062369215,0.002015457227750583,0.06110134441289139,-0.10412293395153038,-0.015120720716654755,-0.01326151939688377,0.13873306492986626,0.10806028016477699,0.03427103799718093,-0.005703319098433856,0.054339315870411964,0.020002953641967906
LYZ,-0.02532581306588677,0.0022724092131822986,-0.02455778536412161,-0.03143106269472489,-0.0385501437022465,-0.03203132344560409,-0.04396665386383952,-0.040159299342374756,-0.105282575368306,-0.0030367623535487703,-0.04042691413521259,-0.10818268364666427,-0.034113013043857075,0.023060206300400718,0.05663756101415035,-0.0029165837353274057,0.05722511354926067,-0.029394155484498467,-0.0732551622109167,-0.0027836120998655893,0.07635469502827887
EREG,,,,,-0.024233939455552134,,-0.04603244171688848,,,,,-0.036914286172358916,,,,-0.04240122299746307,-0.06135617702276385,,-0.0626036034556896,-0.02064022415126639,
SPTAN1,0.025820009139566998,0.1548968678528433,0.06458028370372326,0.010643347831077827,0.07967397226555402,0.00929415839892632,0.07946868902856924,0.09088088266201512,0.13633114247672676,0.019547651910855605,-0.00040784497604711507,0.18548681325949656,0.16197236253511513,0.013526481071524038,0.12480361144828625,0.11073264568093404,0.14406447771098102,-0.03262126556567245,0.11870148809209934,0.06530695988162065,0.08784079086344591
PTH2,,,,,,,,,,,,,,,,,,,-0.017266248136754772,,
LIPC,-0.00039406629761677464,-0.02150070611615151,0.07115588446969599,0.04236887503610063,,-0.025357972760969676,-0.03166984065483821,0.01055874336973729,-0.07029757541691688,0.0027235983212479235,,0.046470524631990556,-0.021279489824373613,0.07652366955361975,0.06533328693342119,,,-0.0344742511112775,,0.01637638623344875,
COL8A1,0.04457018981174729,-0.14345200838907055,0.010849170349941999,-0.0026386417146900387,-0.020337012169837184,0.023734353301552595,-0.0033323490903946033,0.017715173269457502,-0.07447671796448635,-0.008783625721039502,-0.0008604449702684723,-0.06070529662685494,-0.14530273691428305,-0.03978473448356207,0.002264702572154595,0.11191629577161696,0.06740338336020427,0.10671672180264855,-0.08644751991844261,0.010969440582222968,
GSTM2,0.05926845020846448,0.022820973947303185,-0.04316715133174235,-0.015105056911917518,-0.03443502429179321,0.03454737367543975,0.06077902625564925,-0.011790591309356715,0.005231303049077927,-0.02220728130140368,0.0794916064572028,0.02544978600314001,-0.025547652591787564,-0.0738759591793754,0.02163222381290589,0.07822855431568519,0.0984081050564229,-0.028893620551039723,0.08490744722672547,-0.05291404371396667,
SPX,-0.031823517160713334,0.18247697823816994,-0.022509872411382217,0.018940230839041054,,0.05183370871311066,0.05973846775696119,0.03479481047547401,0.06256009402937997,0.001927161372596795,-0.006081656874146058,0.1183719231396523,0.25300540911430597,,0.03423897584247483,0.143445331837296,0.03748875651414352,-0.03861133154827633,-0.10380916765512505,0.02730485765372313,-0.20215415126800917
MFGE8,-0.04942424268528946,-0.10142602791458398,-0.024438734317915965,-0.023613012147675444,0.010686993893900421,-0.050737509936872885,0.06866825977846688,-0.05655955516578784,-0.007940030727637905,0.0017496833685999875,-0.043727323008661015,0.0043566996686687865,-0.05469346217211102,0.027993162053781283,0.0027447317934590717,-0.03961496768165279,0.061258002590670546,0.0705522105345795,-0.04965696358951929,0.006507362503679986,0.03491062173574244
TGFA,-0.01722938150881097,-0.19011493368276947,0.015415557929420655,0.024383973835900876,-0.005040761871900465,0.054880516983232,0.0020007073584396838,-0.03381495714665744,-0.12705735866452803,-0.07670270773343354,0.03961111689552126,-0.08644855248136243,-0.07358942674077297,0.10707162568687799,-0.01439106759405229,0.09353121548374699,0.07115011928656868,0.03480546508962919,0.07389280019900187,0.05653974498078128,-0.04183621555804733
SLIT2,0.01354580915361231,0.2897905974727046,-0.02457491903578338,-0.049861623541316624,-0.02225032583171538,0.07055549276256394,0.07451075520448361,0.02880476052921725,0.13393059083869538,0.012119750096569107,0.03256125455165931,0.08791169388939386,0.220856021375326,-0.014891065832579578,-0.02170403669114434,0.1283594940893776,0.047475467859941584,0.003975150077520663,0.056716413924260425,0.009480889618256794,0.028262161095732714
PLTP,0.04235134533828969,-0.03833903931426676,-0.03441614884981148,-0.014405063114500741,0.017521853588256347,0.016987477956869307,-0.12318658627226646,-0.015560731586959092,-0.17414344011047087,-0.018180632102153108,0.00821098397499328,-0.20469383768728186,-0.02222823140629924,0.06995090777965836,0.035741517912685025,-0.010088375034415344,-0.04667424052492006,0.10028345925678976,-0.04553388572484555,-0.06780015722024939,-0.08534823543594318
APOD,-0.006259568491704462,0.11376778888514712,-0.03002201154255613,-0.07074246266433935,0.09678500431027413,0.005120663270908496,0.050207363393939525,-0.0635619578335598,-0.2322876857070073,-0.010820145457017602,-0.0847762051743685,-0.20943526683660194,0.10369911131687169,0.06668971847062055,-0.06624476667466446,0.20140637670283676,0.2724473203014917,-0.036908422626885526,-0.0036477484830772333,0.0020827841929950464,-0.11192731853052279
B2M,-0.028330886407477787,0.06222487456022091,-0.0031913017222897928,-0.008366687020705307,0.006051096411258733,0.024208866710495637,-0.10295158019098409,-0.08372190540793088,-0.23362873170965537,-0.01886160152998956,-0.01920515192531027,-0.21172636470930495,-0.25463482050479075,-0.034381357198070235,-0.01732565066575068,0.03633381143535258,0.031211838885435363,0.1345881765825033,-0.07769011036213591,0.018141612121116164,-0.11070880487864228
OMG,-0.04917537815853748,0.1862022012780202,0.04185777217306815,-0.012453845251053518,0.10319274343098331,-0.01283532774065847,0.1112742830056973,-0.04496264068817845,-0.011658550016020133,0.051911381437735465,0.0031597670156778912,-0.056255850775561535,0.16501215503605515,-0.08215556345931584,-0.01607745083116775,0.15234458145738627,0.20767861181627462,-0.035776580893836965,0.0011750995945968453,0.046630708906796006,-0.06412107120961813
CXCL3,0.05566809353847366,-0.08969431875986927,-0.046508449127929855,-0.0016340090650454543,-0.012900262863406741,0.005894642041908258,-0.0049340028866654475,,-0.023002702203454527,-0.025450956904321573,-0.025972117981403812,0.0013339999358854787,-0.0263021476849349,,,-0.089600496900366,-0.06975775770832321,-0.0332641176700462,-0.03827955017715628,0.049230049414717064,
