,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,0.08165521451901406,,,,,,,-0.018219043330381456,,-0.024541693666848195,
BMP1,0.0897827729087886,-0.019980093194576637,0.04016125964762832,0.0388884204580727,0.004056754539802074,-0.009535957305182415,0.030508642392560403,-0.010886087847219934,0.016919432391963623,-0.055899207523597845,-0.015046266968244213,0.018068459571020615,0.019664426559625487,0.014899907325548974
NDP,0.01221661040172658,-0.0031566627113993793,0.063641406132585,0.0014595379074781823,-0.018493640546097062,-0.004501069287095328,0.03875293568627452,-0.06590791692219049,0.08896823588597716,0.032004102489041994,-0.05622525110428514,0.04470073402614328,0.04125426139459979,0.0008410398656820054
TNFSF18,0.056787532336216584,,,-0.007566678977296405,-0.017968898644596602,,,0.19523132132193435,,,-0.018788977801622524,,-0.020415399245042435,0.010417081779910091
IL36G,,,,,,,0.004131190071850483,,,,,,,
RTN4,0.08155493838003626,0.03408422360311528,0.03557595670538523,-0.07975963046008756,-0.02017545823242779,-0.03875119200186427,0.004985642293802581,0.022767238001435496,-0.043100197370156815,-0.013752514738483296,0.053911120233976935,-0.0498220005120802,0.01190112365102656,-0.04260858518908298
HEBP1,0.014814407994528123,-0.05787704507144437,-0.01226456141203916,0.0018380873823146812,0.020634718582306432,0.010755098847905636,0.030953766508195056,0.04461900669383763,0.021948162788632524,0.002369728088909672,-0.015647707405046188,-0.015395185544385846,0.05273344135707342,0.09465719183065148
WNT7B,0.015701334299622793,0.03250085680058413,0.02461146375198396,-0.010528861322320962,0.009353769519162924,-0.010405328402495,-0.017926775654611204,,0.025364569003162637,-0.02470721724995209,-0.010410662645376562,-0.020366668816215457,0.03495523614001762,0.04146085052237103
PTMA,0.020182571950567413,-0.02180127296054645,-0.006062378316926924,-0.04893923035600612,0.00693394322749021,-0.043262670114132436,-0.008533683472085331,0.01622091112004868,-0.09489179470834667,0.05193964923656346,0.042195177173300305,-0.03177522979744299,0.0196564060032165,0.020080438083130422
FASLG,,,,,,,,,,,,,0.05621090030655129,
CEACAM1,-0.012284341275024995,0.027759875672182136,-0.016402714608183357,0.09387100843707363,0.020628565974262356,,,-0.010062203524090244,0.0989052872068564,-0.007068212998150017,0.18509553254590744,-0.013517654300052565,0.027347448170516753,
PDAP1,-0.07242647060581393,-0.007153709190833127,-0.011581500565917434,0.046773607783807396,-0.055234546055041994,-0.03126198168434939,0.05066495196146648,-0.02921716280082939,-0.07404408217350834,-0.03045279641788004,0.0825043552434353,0.03742389208279125,0.09934514950864878,0.017113735984195858
QDPR,-0.028503920642031257,0.02476172755718485,-0.004750549495955528,-0.1511733599907964,-0.040993890572678424,-0.04726370027822586,-0.013384537545079572,-0.0076266682741485976,0.045754696865242174,0.07229271510481224,0.056602233792443044,0.002603851983604272,0.036579126712189866,0.00772457580036053
POMC,0.05598886013883713,-0.0004141549758112591,0.011841185305760208,0.013413831977422649,-0.020849689040156473,-0.0279862047771407,0.004821942279904368,0.030642030777167588,0.03441855803101047,0.02632108015449645,0.024668845052068435,-0.02211310667969208,0.0450858160016878,-0.003998898117831805
CCL18,-0.008457903822800357,,,,,,,,0.02762102769111571,-0.027763540019441153,,0.043874632642198166,,
CCL17,,-0.022669186541351277,,,0.028791278562788267,-0.012878879657825333,-0.014899819313417523,,0.024134702599888574,-0.034990774002252846,-0.0018424241104125984,,0.12843472862458846,
VEGFD,0.028109947090156535,0.028439024528091418,-0.01569318864561366,0.029874085296005732,-0.023876721358135282,-0.009446813978787104,-0.015968597855310823,-0.029429273108092777,,0.008730364532569961,-0.02533448380910605,,,
TNFSF13,-0.01057829972116198,0.08290969693085536,,,,,,,-0.0037922883776208,-0.01585914318384437,-0.025759154593876045,0.03459845595624636,0.02322657462119276,0.04153769104869077
WNT5A,0.03165777948986444,0.008711461693742104,-0.03853601014046361,0.04757315134257313,-0.022037708060472647,0.0016866299834507094,0.05611128002644354,-0.038310690429756745,-0.0009370367072847303,0.02684309208564075,0.02368501408654113,-0.00668036014751761,0.018900970681799613,0.027956177843871624
CXCL8,-0.013993888894859877,-0.07477236288101533,0.035297113756236585,0.005075159135376182,-0.03021285535893701,-0.008797283938174215,-0.04801146358993736,0.014618650025153208,-0.008612105813305983,-0.07474533495584057,-0.03410423765961267,-0.06532643459103107,0.005257889580575974,0.12335575294752817
GRN,0.05076624753121504,0.013089017552466378,0.002893423629847442,0.08853544640665743,0.04857224249819659,-0.03320787839775786,-0.012264676514113193,0.08384594707103438,-0.029431264439054042,-0.09637521633324037,0.012228051253652126,-0.0030756165193738115,-0.045548583117317874,-0.026837687637720334
MIA,-0.06667766876893655,0.011722356795296264,0.0881170497779134,0.14666581421512725,-0.010978464666314908,0.094004258087627,-0.005700747765922908,0.04521507883999414,0.05854323811493414,0.07941292146007006,-0.016692953464838376,0.0034354154650983546,0.02693163025780648,0.007792717310838137
COL4A4,-0.013506068152899965,-0.006944584293591488,0.009639689585701772,-0.0251675198920551,0.024407693345363052,-0.018048664763221197,-0.005436891911616914,-0.03795891385303388,-0.010570218043192475,0.013969207540967104,-0.03700203321954544,0.027640156059293704,0.005649819267801062,0.017681473432445177
TAC1,-0.012903782929794296,0.05225153046637066,0.05402700385775089,-0.05860770262072384,0.026808710311555736,-0.005960649308863702,0.009385745430118627,,,,,-0.023321804610638725,-0.025361905777986703,-0.09681362784607113
RARRES2,-0.04232077661039183,0.026079853044596164,0.0148212009050527,0.09639774256585927,0.032750536048015554,-0.03190677475252749,0.039314327816057766,-0.04916442182127062,-0.008130316905482474,0.024778564688355292,0.06887489483909275,-0.0687529875593505,0.01684538331730833,0.04040173321595597
FGF7,,-0.0020661293259772407,-0.004494438448388204,0.04941871748094752,0.05799708479041784,-0.0001556225059784553,0.0967070409128491,-0.02933697037521666,-0.05423016093206858,0.01965322628462794,0.06282495420667054,-0.03774504382350963,0.04062348847563092,0.01865627323396908
EFNA2,,,,,,,,,,-0.02303771576315794,,,,
