,UKF248,UKF259,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1
COL4A4,-0.0036350329845829497,-0.011851678913448318,-0.031107677490613658,0.032420174504857124,-0.0076137843703455365,-0.05665589477331344
TAC1,0.053373736654357275,-0.06213623321006891,,,,-0.009054590370168869
RARRES2,-0.014928153557871507,0.02091333728081522,0.02145564274462903,0.013675599192299345,-0.02906114038595659,0.03747383918500845
FGF7,,0.03263383131413351,-0.012306333348638693,0.08000809001002819,0.030554152356125238,0.02232687771044862
EFNA2,,,,,-0.014422955094044315,
HBEGF,0.026174122271295494,0.04858200909707803,0.0193492192211155,-0.01886850364666363,-0.04858481733038846,0.03390252264410954
CSF3,,0.0023287259946312396,,,-0.024798461991198836,0.0642061874934785
PI3,-0.024606814610565488,0.030503390199317963,,,-0.08893142099009538,-0.02413090733607654
PCSK1N,-0.024435249891121686,-0.02577948847366438,0.0680919392890029,0.02932256464492443,0.03664691017157287,0.05871006472640923
NTS,,,,,0.12459652234566129,-0.030079281223014363
SFRP1,-0.0042191918509548905,-0.01716111417752457,-0.04395367126477742,0.003759058847711443,0.00030761634087391745,-0.029380314931502217
CXCL13,,,,,-0.015649466831539192,
MICA,0.016638478553639185,-0.011039262430926906,0.07149754701099398,-0.029384678599883293,-0.026831277202556778,0.04786408653740553
TG,-0.01624349554272101,0.04638311081091226,-0.00416992427970379,0.03772054248689316,0.08980420278874848,-0.006763017240489754
ADA,0.0320442863152975,0.09179883303214055,-0.04523919871122481,0.034235723690421695,-0.012568888617720547,0.013521678726324171
LAMC3,-0.014966049853804685,-0.08850089009860701,-0.02468089141490532,0.009107009652382687,-0.05837285505467862,-0.030609845343802934
CCL7,-0.014877742917573442,0.007965089005636531,,,,-0.021284992196732123
NGF,0.055437923493222595,0.017287743514632085,-0.02191384486624587,-0.02834011680585821,-0.014229086312610098,-0.03532053864555681
TNFSF15,,-0.014909989053491668,0.058456134019182295,0.19711503006664866,,0.008008767630950677
HMGB1,-0.01920249386586014,-0.06460735761632892,-0.02291629656569443,-0.05825179186462917,-0.04656883880955038,-0.02838920327823706
ITGB3BP,-0.006260195573885568,0.05042672947227319,-0.029782911933470664,0.00207694809119485,0.037022532805675176,0.05732303168046592
AANAT,0.009963730107965123,0.007420152595547278,,-0.01986283013146385,-0.01940939116216327,-0.0038034497140194815
RELN,-0.013185487507633577,0.0133036145590663,-0.04281685052068379,,,
IL15,0.014744281572839269,-0.040759300177977846,-0.04537958746568052,0.009204696962419096,-0.008288782322652097,0.07624009513977378
BSG,0.00010079669915833174,0.02423794203653875,-0.018904975642904585,-0.003554814038915365,0.030664695357223628,0.016845015501499794
ADAMTS3,0.00608701224824612,0.048008318750977996,,-0.02378371696249993,0.020898084984488058,0.02150744018654685
CD34,-0.03198340525927051,-0.024647718124872157,-0.06667900916922365,0.06878326865438968,0.012459900222451994,-0.006513336307730737
PLAT,0.04439783417197693,0.02775660556533509,0.09292558676524348,0.0029055132238914516,0.036933938051167625,-0.024941307192050836
NTF3,,,,,0.1430934549100076,
LTA,,0.034039306101029156,,,,0.06654340900163232
CKLF,0.05193403904967383,-0.03686612583531909,0.038057904709005184,0.04338999359788334,0.060273226430598674,0.016326289643699417
CD24,-0.016653627904260927,-0.02167237689854144,0.022405666765154843,0.02414555548359068,0.01907229538270308,0.032536485469685704
HSP90AA1,-0.07101691860702475,-0.06959381981004611,-0.004847186543438977,-0.12059540422393598,-0.09952757753988893,-0.04278622501471442
BMP4,0.003711293353145498,-0.017983785154196318,-0.01302619722601961,-0.017950318139296362,0.03610335084934857,0.05993129032970935
SCGB3A1,-0.014877741429819027,,-0.04262707071160059,,0.0021851432746873623,0.011230313807402682
IGFBP4,0.012369655568471206,0.0146021236404563,-0.033754076619383434,-0.011184580009427472,-0.04400307033210627,-0.039250540119497856
RSPO4,,0.053181366471420854,-0.01240713203502264,,,-0.03997450004819822
LEFTY2,0.02232848443062679,0.01072885142614382,,-0.02538301353647568,-0.016583807026848415,0.01533877626127676
PF4,-0.015433268506605837,-0.011682173630066187,,,0.04729248696477616,0.14483482667883163
ANGPTL2,0.04550945738708334,0.048018618173661626,0.028508026859385922,-0.03588059252438724,0.08067340591874114,0.033614583494285845
LRIG2,0.009377499803125407,-0.022877447798941363,0.03262889597171543,0.03450911009285775,-0.027628386830042748,0.0655344560095355
ICOSLG,0.015415042916730157,-0.01237600773807078,0.011763021954826697,0.05290623047023937,0.05975235496229511,0.04724813624510705
WIF1,-0.0019075915585854085,,,,,
NPPC,0.0976895632942053,-0.0019028266559885348,0.01620181323972522,-0.0237836712844473,-0.025012439243041865,
LYZ,-0.034303972613322006,0.05352214836984695,0.04321196104039828,0.0007995041730228464,0.04041891694319964,0.003437868457617026
EREG,,,,,-0.03259739202840733,0.0581882904281475
SPTAN1,-0.04690141281617412,0.010983018719518987,0.047261923328081504,0.0022579568612432826,0.04611210473389204,0.018508801043234917
LIPC,-0.0009213211401986923,-0.02099373607059472,-0.06182821017691473,0.12598634190212657,,0.038347909165032515
COL8A1,0.025221077925739015,0.05686217575154847,-0.026013297760495904,-0.036809397290418135,0.025272902294285384,-0.027683259166301745
GSTM2,0.00520561399061272,0.016454856116462323,-0.049699058296258515,0.05487245742282111,0.0024383341717161347,0.02416274397155125
SPX,-0.006094127508300399,-0.0261685922672511,,0.0012551640162842394,0.0805106605707131,0.0008957492115610267
MFGE8,0.016622152556096684,-0.03246014510800754,-0.0037351086045381322,0.054440369800213106,-0.02099140612811122,-0.0009657197177917163
TGFA,-0.0230934011270897,0.003078118219490682,-0.025201899380971535,0.013475140022277796,-0.006942187177009966,0.049997569957205286
SLIT2,-0.00891191183306042,0.034955696561309035,-0.03245769459262238,-0.026897228858361384,0.023414784738911648,0.02378366478373099
PLTP,0.004668975986588581,-0.013176486242704805,0.10103496961861427,0.011948162130543357,0.038488872058936884,-0.034291176400655585
APOD,-0.005195491839020183,-0.0197413405473833,-0.0006053195861392724,-0.05771669705460003,0.01928657772549469,-0.057118063924496726
B2M,0.06606509411929085,0.026398585501584325,-0.06307587985540958,0.017710266096942238,-0.008299935488265617,-0.04411439841675068
OMG,0.011404651080203165,-0.02144258355007595,0.018525967297935667,-0.023632141407510136,-0.005373634101619895,8.720223358330939e-06
CXCL3,-0.01921745244619148,0.016240885726922102,,,-0.031226192638156448,0.016310668238332143
CXCL10,-0.013173403137256378,0.004421548559693531,0.036087722249793244,-0.03208131364362631,-0.017731365397669285,-0.007958337231193671
RSPO3,-0.020209521365776355,-0.013566565587210424,,,-0.043683458585291914,-0.02160010500254647
CORT,-0.012921270499931033,-0.0098185180342718,,,0.1326754998435382,
NCAN,0.015756149015652678,-0.009642758879826538,-0.01842135725751069,0.08271058693252943,0.011567448318056768,0.032811656408090514
PRG4,0.03915253282103297,-0.013389615176742444,,,-0.02041243858147968,-0.005742635485231217
ZG16B,0.012682117156950164,-0.0155402859590788,,-0.022080817202700363,,-0.02693300633744133
TGM2,-0.01634157979563989,0.014184472332409425,-0.04918115364336815,0.09424741090026484,-0.04576762665272723,0.04401469028120962
VEGFC,-0.028408686711673094,-0.011067601706288909,-0.05022974442567861,0.06933474954985075,-0.02771764912191293,0.03273636992534177
WNT6,-0.024004909295293024,0.0924920951030774,,0.0120597132629697,-0.025710509069974928,-0.03252714051217067
NRG4,0.011573895382385466,-0.016295774189732402,-0.0311076431760944,,,-0.0216001074234029
PMCH,-0.015793356824568783,-0.022579382731628843,,,-0.01940939047386715,-0.0272611536200433
COL9A1,-0.02503837439195955,-0.017019746782256536,-0.010823588502714938,0.08698043478106829,-0.0026062881765556113,0.07868599713015101
GDF11,0.0406625884590706,0.03698969168728735,-0.0004096504975318958,0.06426752738884244,-0.010397608816728578,-0.024781740372089505
RAET1E,,,,,,-0.023695164370569878
IL24,,,,,-0.013008856502267895,
SORBS1,-0.013319615407868603,-0.005673931610398042,0.10087479794731673,-0.010573348607499165,0.023925097503961105,-0.011569755011563036
DLL1,0.04179916211605682,-0.041859353176604414,0.05653485140101148,0.07981240836477783,0.028391621007463196,0.02693176717616872
TLN1,-0.020933303457482285,-0.016490691493622266,-0.022368463668289845,0.0279611625023599,-0.04187237685476345,-0.03986959315879812
COL2A1,0.013468737771824805,,,,-0.03390505955156356,0.02092007366328408
SHH,,-0.013914008556875778,,,0.009488523931052734,-0.022358654439597298
PON2,-0.003105565738812731,0.011389482161769533,-0.029559638543013973,0.09066991683164402,0.06771898971211607,0.01979734694874842
ICAM5,0.022978303429438286,0.005250061017079186,,,-0.029736671326850542,0.06433349250283363
HPX,0.030700555519478957,0.020612250297240044,-0.04046812500307214,0.04512114006751201,-0.0015892722560526462,-0.022601963708830525
SFRP2,-0.01977999687923312,-0.015846547887117843,,-0.04143564981475879,-0.007964737303791745,-0.03875660284188327
CD70,-0.03613756468541366,-0.026934622622819235,-0.0337608245052892,,0.005505227769861124,-0.0329548667167595
HP,0.010116310855692272,-0.027373842652568006,-0.035062559579544246,0.0464485969782133,-0.06894591708800038,-0.03231139820903781
CXCL2,0.027109588999146273,0.0568191260416397,0.09339210648145073,,-0.06648679153812087,0.010933509284921372
NPPB,0.01579029422474608,0.022443809385122873,,,-0.026770197401863035,-0.021910903372317568
CCK,0.03439604676374909,-0.007028072680069439,,-0.027482306216961936,0.07488045614077987,-0.013874832064160287
SEMA6A,0.010868507958427656,-0.04173479513217938,-0.041614154969801066,0.021753175990522764,0.003428400110544147,0.013282125510017147
IRAK4,0.06276425664881082,0.029886960036025905,0.07959738561221473,-0.024326905193098755,0.03842002654062714,0.04431371509615175
GSTP1,-0.008238181113849049,-0.03968993182310166,0.045260533240099494,-0.005929902092595648,0.0551408361682321,0.06235038026322461
VCAM1,-0.001539622009066972,-0.003886916098785322,-0.0661828229666765,-0.015744707667236152,-0.07174731023810658,0.006201385979391287
NXPH3,0.06908815555771473,-0.016898875590648534,0.04684373105499676,0.048147209270576294,0.0333932656297184,0.04199235063280718
MTMR4,0.027198290197812447,-0.03855670166630119,-0.07290887912518822,0.0808467888830183,-0.007042684160350513,0.059149620676542086
LAMC2,-0.015065068252230925,-0.012013857091666984,-0.031107661825275565,,0.07753291507017215,0.00819229795317436
IL10,0.010249423846309206,-0.0349400898384058,-0.054177342029937514,-0.018658517237424153,-0.039872426792142514,0.08192886956846739
SEMA4D,0.012609085052728447,-0.0427019268479037,0.04373563578195582,0.05054835909422184,0.0995167647223247,0.0014374560619736711
TRH,0.04710596596647688,0.05028934727047921,,,-0.02750980337610005,0.0643978310604541
SEMA6D,-0.011631641647507044,-0.026269594518743604,0.0055236777970003054,0.07040193711547553,0.05161462241757643,-0.0337930205942942
CEL,,,-0.02210934542118051,-0.007107091654694582,-0.021238683256684744,0.011010111597248101
PDCD1LG2,0.027362792273178123,0.0022403809365449225,0.041589483850358426,0.15188634118411562,-0.011955921256160275,0.1170908606993154
SPINT1,-0.00011663890858141887,-0.013552696055504338,-0.014510203117255357,0.028168609590338973,-0.0015188695261572178,0.028338287899801383
CTHRC1,-0.00019167097539048923,-0.029175590535974193,-0.03001032394180993,0.033083233532805394,-0.0580709464127191,-0.012996621446063244
PODXL,-0.03041266764180971,0.030270335534770484,-0.10974570631917811,0.06285824758330534,0.046158436137553605,-0.01623252265744136
JAM3,0.04567628953748492,-0.009630939223530217,0.02634919971004169,-0.01663257940433108,0.01589089078407135,0.030847646870222886
TGFB2,-0.004582756111016394,0.01372110846309422,0.04407879261578938,0.054105134197321936,0.026374063033752466,0.04912034657266135
COL18A1,0.006329093106562503,-0.029783284031877768,-0.030528921420411217,0.07240202930548877,-0.11090735255749891,-0.06148545461897035
NODAL,0.027796895095926293,-0.01665811041791847,-0.028205416913593507,-0.06483460142217447,0.00952280773948373,0.058404366985543694
INHBB,-0.01185984860741004,0.009301556616999204,0.032746721010725365,0.03196442995994458,0.016290877906676757,0.038714006777741304
LCN1,-0.01506507164193262,,,,0.01147690843432609,0.041616095404135696
ARF4,-0.024432199209308822,0.029356621033104772,0.020419530864907255,0.022675229932201293,0.03157858915026205,-0.004030499981049847
CXCL14,-0.005166797435226492,0.04322454847140073,-0.06531232321184116,0.03564609774946318,-0.01670431063620342,0.07182341673459261
LIF,-0.0175501504818898,0.02144845109266783,0.1779962089931386,-0.0559764509942079,-0.07471937398574419,0.0541471702421799
IL17B,,,-0.02970395881283457,,-0.024297773496610248,0.13386053296839473
MMP1,-0.020769688979886698,,,,-0.02501243762145211,-0.022976361858502513
MATN1,-0.019779999574732494,,-0.03245775857070746,,0.0027758297167948384,-0.029847928529874987
ADAM28,0.041600531030192484,-0.034645024494814984,-0.042947862587573916,0.08472223218625535,-0.012500041487024386,-0.01550954645632452
TCN2,0.0019825411159474036,-0.020114005002422334,-0.09475568705751133,0.037031801980836894,-0.017003111800794217,0.04597341595136936
THPO,-0.025774158443221267,-0.017566260767221984,-0.031107677490613658,0.0074360637451355745,,0.05860680850903646
CUBN,0.0007387880137056875,-0.044809380580845715,0.027165355109618317,0.055480626666292866,0.020916837493894173,0.06578907907283729
TIMP3,0.023448030782555092,0.03601556154116588,0.014270503725411193,-0.036059098937369194,-0.007633837449885187,-0.03623646506944218
PIGF,-0.03988525970144729,-0.015174892983078482,-0.0453757696820548,0.028027533090682743,0.06542400771876648,0.010934671634000399
CRH,-0.017650525053468827,-0.01569412102901275,,,0.07769491067771506,-0.025848528126188392
BDNF,0.003217412480544752,0.019103119028683335,,,0.008934872982257747,0.0492047337797714
CCL5,0.01758432003498769,-0.032764598747539814,-0.08806997209493532,-0.020079999192086216,-0.032917750297822304,0.003367381821463037
GAD1,0.009670623232788335,0.00439311643236755,0.2687321570604816,0.09522366601978313,0.020964131068831323,0.10881230416480063
COL14A1,-0.03569800517410852,-0.011319273052922425,-0.058892991658458085,0.022205069812865578,-0.03948408067237596,-0.021990005191997706
HLA-A,0.05654311981849586,0.0065802109461999495,-0.04101682350719036,-0.013244011129626747,-0.0354283118836038,-0.02206834903369922
CD5L,-0.017650523011437522,,,-0.025998047145852975,,
FGF18,-0.015970533098803582,-0.012468861793303853,,,0.043447214600292224,0.09934729334378141
ADM,0.001555989361910969,0.055367375232728035,0.05721990085879483,-0.026995616698982036,-0.05252564382488261,-0.001528811067829793
CCL15,-0.01767017079937147,,,,,-0.02128499986770365
GNAI2,-0.012229259574884955,-0.015316672789498923,-0.05491678417758801,0.024100029161576365,-0.02662209379886061,-0.005756353266352006
HDC,,,-0.03704311462673171,,,0.05985255516653514
COL11A1,0.01827911442716555,0.07348105625017154,,-0.04101125273231375,-0.021269057961079557,0.02249797647309116
NUCB2,-0.05847699999388696,0.017567202554446257,0.053633246846210035,0.029653291684079364,0.01830513612429549,0.018422103496988147
CXCL1,0.020074809292732115,0.0032493123027711544,-0.024059842090294138,,-0.005794709476659217,0.041247338693584455
VCAN,0.00522515472276829,-0.0013372446041755642,-0.011585947744939444,-0.07482376044781378,0.07481505655979026,-0.04521877107066093
MMP7,0.014442813894948326,0.03528152479091788,,,-0.03619369415181428,-0.0257196781984017
PTPN6,-0.005664818419766524,-0.05352981634347822,0.010173366548756342,0.015610832437061526,0.0010443128332034794,0.04464962828830543
PTGS2,0.01807875971209697,-0.009523846668612047,-0.012965078272042742,-0.04016696174869463,-0.0684320537941381,0.0004146412383580608
XCL1,0.12479919956031198,0.06971510650378894,,,,
CD58,0.021183316874924828,0.014738149808888473,0.00568860691917435,0.01737450125661511,-0.05593516510081692,-0.006176681439943898
TNFSF14,0.01582778608238726,0.02142935079373429,,-0.031051403903972076,-0.02582532554948647,0.06864432850478216
CNTN4,-0.014142210673752136,0.023670975268316744,,0.02772945396736445,0.0236577901384399,-0.024667981409507853
NTF4,,0.051014273659444755,,,,
INSL3,0.06018543647492018,0.08163134052927838,,,-0.014990410733914933,0.05764313308219793
BTLA,,0.024968228033741505,,-0.029176094215797036,,-0.028180783822654477
MFNG,-0.0077248001691440455,0.011982743074132256,-0.03845720091023279,0.010209777523228457,0.05229569529533739,0.0025504560505689115
ICAM1,0.044745607795908846,0.028750913375914153,0.008050291360807493,-0.0093705699992891,-0.014152978737108808,0.03517922563080663
PROS1,0.010840917669389534,0.0145118320965593,-0.004504441616015056,0.061911285164008685,-0.013965252198368769,0.03816434770715418
CLCF1,0.041528753721730545,0.015127185839832556,0.014064488959087146,0.013787505516149434,-0.01523638608432999,0.05854700639252463
PSAP,-0.012564313525840774,-0.027615860405199488,0.02294296533288883,0.05834735366113455,0.0005831492732166179,-0.015161264587367156
EFEMP1,0.020275847204267103,0.08693898533677007,-0.036040889774810105,0.06431751648660662,0.049922527253609426,0.04581867441019461
C1QTNF1,-0.04321419306344447,0.006848352798916085,-0.006331122499934375,0.058319386977704196,-0.06146541622843246,0.05557543664207059
ALB,0.03597522649850992,0.08620366819444242,-0.01911227516902607,-0.04184296884502264,-0.00986821510258515,-0.03295487700157222
EFNA3,0.04400318155430045,0.0025954401712199454,-0.006379914272955031,0.013732395311418833,-0.009915667316469735,-0.0017665619404584178
DRAXIN,0.0014401174288700394,-0.057845389231678215,-0.0005159119920522367,0.03287758836339467,-0.08120635594054303,-0.028253434909407796
RAET1L,-0.013497665743681561,,,,-0.015175130150709882,
NPTX2,0.009356770019962967,0.014206161895698021,,0.007764155253909528,-0.05208827774687524,0.035490552800956025
FGF11,0.022580357691711787,0.052909540990873055,0.05426486825265346,0.0766946393213044,0.005504041938419215,0.037705171886116114
CD59,-0.017721838357668763,-0.002486605453991173,-0.04716021766427554,0.035391662983869726,0.01011740857173266,0.0257998628177569
COL9A2,0.03008448635348125,-0.03828829234510702,0.025400597089434592,-0.010314338905064148,0.018911535930666145,0.045701798603939685
DLL3,-0.02546866949762366,-0.005084441296604551,0.07353900925301227,0.0591716191804886,0.06971716282550934,0.022511588017263506
FGF5,,,,,,0.035796637378515864
LIN7C,0.03183180149786633,-0.008695061841406443,-0.054939399511574345,0.00037188627413067507,0.028789789889949843,0.04822287977077683
GDF7,0.04988711262411118,0.0035971045600336196,,0.05762760094611669,0.05027332470600952,0.0516849549855665
PSPN,0.018504814429769156,0.06262705778251103,-0.041067934061310866,0.015208543798441714,-0.04512517704754875,0.0639772598322656
ANGPT1,-0.012522930642703416,0.004035022028213413,0.0341693262137703,-0.03478281045564121,-0.05781868801730618,0.0608017579112458
PNOC,0.02341682819604679,0.04191035280908875,,,-0.01383367960926349,0.024874717652144582
L1CAM,0.03064787512464189,-0.04362064549479699,0.017178540161902827,0.012384928874870818,-0.012603199154328976,-0.03660795173407902
APOA1,0.027190574055565415,0.03977448511022944,0.1115816233581193,-0.025855488776730197,0.06979112060907466,0.011667844805405978
PSEN1,0.024691949906969934,-0.028502233967827372,0.05115562946379706,0.014671973675681512,0.017884230949044136,-0.010443580713425198
CALM2,-0.009865381867068495,0.013911678296543132,-0.07049257208358131,-0.044291363535860225,0.021526178255740273,0.06006289022640855
CLEC2B,-0.0062788011781893865,-0.01577370330276187,-0.006296379118405051,-0.007047956477428578,-0.02634784634464089,0.03589944894714914
NTNG1,0.04944344388581827,0.033346688619549196,-0.028734561088399557,0.08724812761000143,-0.02896076657726213,0.10151722125294173
LRIG1,0.020541208718274754,0.04158924917450289,-0.03854216068121497,0.13667592678090176,0.08201674248447081,0.06378533881637768
CPAMD8,0.024945149314072986,-0.01474843571553416,-0.03704307863755997,-0.01965764522242525,-0.014614404308441811,0.105377336699554
GHRL,0.022289391176898946,0.04432379663535191,-0.02412364810256349,0.08586329145484634,,0.029815470485510604
NPY,0.011469921284819759,0.0015963713680045056,,-0.029450145731619158,-0.03301788290771898,-0.03680173495221319
MMP2,-0.018703800839159526,-0.020634090822416677,-0.005583063495321163,0.1153153738199407,0.0199198352383068,-0.013713560258873807
LHB,,-0.01284477370249699,,,,
PPY,-0.022759731803248556,-0.02235900479688382,,,-0.009773566439569097,-0.01219621693314805
ALKAL2,0.001352426169953672,-0.012658159175007379,,-0.023018697702428984,0.029060638706937376,0.01928490493204965
CSF1,0.027947745755883994,-0.011744187289149883,0.08848001900051472,-0.060764013040777776,0.025376209434083568,0.06944907497759284
SEMA4C,-0.05219103839179208,0.006877856039915548,-0.0526708361112779,0.035226151102152437,0.03602436637390192,0.02918825079928889
BMP8A,,,,,,0.03663214108131316
ICAM2,0.026032401833184633,-0.008288318403685668,0.0586621638152971,0.0931718645695751,-0.028010235539920735,0.00019895615336047932
SYTL3,0.0011901896324690523,0.03771289117543992,0.007316234918423825,0.005416998217490821,0.06001092681824104,-0.03999706563462461
IL1A,-0.03435472220787184,-0.013295448713750583,0.05958410321155267,0.09309686876079659,-0.010111557694052652,-0.03028303340441319
HLA-G,-0.020769684580278145,-0.013566566645315862,-0.03245773197303063,,0.02935511456420458,
PGF,0.041369793138939896,-0.05436335394143543,0.02015619304555072,-0.0008646508013878638,0.021691488206993577,0.029212422771659037
LGALS8,0.07039945484470275,0.05538899379124315,0.0491650585010009,0.029003938461790783,-0.027468670915357183,0.013446012492014804
DKK3,0.0013955717049035788,-0.01778298270887603,-0.06696711623408794,0.012681263178900086,0.03790240293893644,0.03953122226049021
COL16A1,0.04999448716856108,0.03530906369183785,0.012450550467494026,0.03625585430381458,-0.032924425502635433,0.02478746519874898
TPH1,-0.015250223286775855,-0.000499655109856176,0.03066182003023197,,-0.004058132209771436,0.06931798869210724
TNC,0.0367805074991556,0.0912743968446611,-0.03383896737929216,0.05668794978224436,-0.007948811484112096,0.03391834550752727
TNFSF9,-0.02711820332923566,0.004133608051331225,-0.000988772201068657,0.06751413652054807,0.009700764630843631,0.06215533228036857
C4A,,-0.015228224577177466,,,,-0.02323294056998786
CNTN2,0.06372205668361612,0.036980199719833955,-0.09606638105290141,-0.00012367229232928967,0.019142405995351428,0.055726950867662856
F7,-0.01487774217369618,,,,,
LUM,-0.01592605343372879,-0.0571333977919932,-0.010742163317016476,0.012101160590166988,0.017455540473619285,-0.03985148109606038
BTC,-0.013497660121469976,-0.03486340286473326,-0.0064731618951091715,,-0.022168400492798657,0.04171798783474564
APOC1,0.003637292587873979,0.009883756127681052,-0.023385063939994514,0.05402906859683329,0.08240740143162492,0.04399377344172001
PKM,-0.02676171175887941,0.016264971696441193,0.10731642942718513,-0.0031700299517427883,-0.04620636374482389,0.02698267531772378
TNF,-0.024450193932389393,0.01858322297534487,0.05068084187055477,0.040582840644525914,-0.015175134289730045,0.028288355179007334
GNAS,-0.006814423258981801,-0.07853097832442375,-0.03421471251189349,0.07976333606958402,-0.03807777237572442,-0.01270536803175558
BMP8B,0.01824510440443319,-0.019668027061991257,0.03983263107692975,0.055924966845456996,-0.02159708954857947,0.019893841376488915
LIPH,-0.015250219532290119,0.0710662135484812,,,-0.016918969196951253,-0.05220851151953529
CCL28,-0.021451330790693904,,,,,-0.02031197832931313
PTPN11,-0.023428675502598268,0.00865147359163986,0.08302565055760314,0.012837929616680033,-0.03293371781197206,0.03128307124726749
ADAM12,0.02384498696825083,-0.017317181761944172,-0.08315266979448255,0.06883544855651683,-0.022570599472079865,-0.05167793054777711
EPO,-0.020491336657840094,0.05598550968900173,0.039141862430782,-0.004883642911365592,0.028462494699646613,-0.021600100866918617
EDN3,-0.01321679491942687,0.059353301651246006,,-0.022775835263713268,0.09436311316265728,0.004727317108980332
CCL22,,,,,0.1366132363601071,-0.007988962373143713
CCL2,0.006115066565866669,0.030591435618128663,-0.08948375398172423,0.006246064833565965,-0.052032525191177806,0.03571213808406438
DSCAM,0.02688796610943871,-0.04073670954420182,-0.08991545342971778,0.017689581593158102,0.01956336628093916,0.12098050597292398
GPHA2,-0.016997144572469244,,,,,
ANG,-0.026188133180078853,0.012611508993349136,-0.02940036755045337,0.022895662741049736,0.03473275945549974,0.010717943910123397
FBLN2,-0.04284113415118464,-0.029822394254739,,-0.007500953685473188,-0.012970411697598399,-0.008044182179365646
VTN,-0.028828229574969416,0.022514676456456523,-0.04703707738615045,,-0.01235602252642181,-0.0352261590873872
VEGFA,0.016889963328119977,0.049407362929496816,0.07118624406735055,0.03288649075156745,-0.060965210702098566,-0.0043423679789657815
F10,,,-0.029222888166852094,,-0.02110295771488181,0.017261650670051625
SERPINA1,-0.0036812616338384252,-0.014796184171254757,0.08392063869655683,0.04554751466601542,-0.01390845466331968,0.025273048422172664
VWF,0.008778507103931379,-0.022413334986997577,-0.06327657608709482,0.021873806126052518,-0.05368051130950614,-0.016327636506258018
GDNF,0.03207935212591689,-0.015997606142807055,0.04347211622775494,0.08304330654876994,-0.03852376634530951,
VASP,-0.0022804032911482946,-0.0224622634575812,0.0006151296806994231,0.051806105979113296,-0.010332021640367168,-0.0321594062457248
ADAM15,0.06134155501510836,-0.0044767621121444235,-0.0012376751011505649,0.022423939587558173,0.012200053328837735,0.034496680078054176
WNT2,-0.001354503105119966,,,,0.026739966298370933,0.0077686472868360905
CALCB,,,,,-0.021373657253227023,
OLFM2,-0.00014500635797474684,0.03275806231029349,0.011205456138907088,0.024286688171287815,0.051879538477065446,0.05157165860759314
MFAP2,0.027998273634794908,0.02151372156101948,-0.05662666644922024,0.03569360321144466,-0.03986047188604145,-0.03010690851082911
HLA-C,0.027637566987424464,0.009470086565299773,0.025475806882308293,0.01725744485034539,-0.011478113081009276,0.05639221346256883
THBS1,-0.006072011839608362,-0.012638249877081467,-0.025405553763087972,0.07190822517984487,0.00017721047352593634,-0.027756506372595618
HSPA4,-0.03431281975002498,0.023767443639688135,0.011402653672525152,-0.047483808392954276,0.059253711222693066,-0.01261621472771077
